species,wood_density
Sloanea pulchra,0.48
Sloanea pullei,0.37
Sloanea rhodantha,0.5379999999999999
Sloanea robusta,0.861
Sloanea schomburgkii,0.8654999999999999
Sloanea sigun,0.49
Sloanea sinensis,0.4785
Sloanea sogerensis,0.4
Sloanea synandra,0.653
Sloanea tieghemi,0.44999999999999996
Sloanea versteeghii,0.55
Sloanea woollsii,0.519
Socratea exorrhiza,0.23
Solanum acanthodes,0.32
Solanum aphyodendron,0.545
Solanum crinitum,0.24
Solanum grandiflorum,0.35
Solanum granuloso-leprosum,0.404
Solanum pseudoquina,0.53
Solanum umbellatum,0.494
Sonneratia alba,0.5085
Sonneratia apetala,0.5285
Sonneratia caseolaris,0.3885
Sonneratia griffithii,0.689
Sonneratia ovata,0.37
Sophora japonica,0.6355
Sorbus aria,0.6415
Sorbus aucuparia,0.629
Sorbus folgneri,0.62
Sorbus pohuashanensis,0.525
Sorbus torminalis,0.611
Sorindeia madagascariensis,0.56
Sorocea bonplandii,0.615
Sorocea briquetii,0.595
Soymida febrifuga,0.96
Spachea elegans,0.595
Sparattosperma leucanthum,0.57
Spathodea campanulata,0.3505
Sphalmium racemosum,0.482
Sphenostemon lobosporus,0.469
Spiraeanthemum idenburgense,0.55
Spiraeanthemum pulleanum,0.55
Spirostachys africana,0.8250000000000001
Spondianthus preussii,0.645
Spondias cytherea,0.2946666666666667
Spondias dulcis,0.37
Spondias mombin,0.3914375
Spondias pinnata,0.2944
Spondias purpurea,0.32999999999999996
Spondias radlkoferi,0.43500000000000005
Stachyarrhena acuminata,0.82
Stachyothyrsus stapfiana,0.645
Staudtia gabonensis,0.749
Staudtia kamerunensis,0.7965294117647059
Staudtia stipitata,0.73
Steganthera laxiflora,0.551
Stelechocarpus burahol,0.55
Stemmadenia donnell-smithii,0.53
Stemmadenia obovata,0.47
Stemonocoleus micranthus,0.581
Stemonurus australianus,0.57
Stemonurus celebicus,0.57
Stemonurus javanicus,0.39
Stemonurus scorpioides,0.51
Stemonurus secundiflorus,0.51
Stemonurus umbellatus,0.61
Stenocarpus reticulatus,0.883
Stenocarpus salignus,0.6765
Stenocarpus sinuatus,0.646
Sterculia aerisperma,0.62
Sterculia africana,0.276
Sterculia alata,0.55
Sterculia apeibophylla,0.47
Sterculia apetala,0.392
Sterculia appendiculata,0.607
Sterculia campanulata,0.28
Sterculia ceramica,0.22
Sterculia coccinea,0.234
Sterculia conwentzii,0.276
Sterculia cordata,0.32
Sterculia dawei,0.393
Sterculia diversifolia,0.387
Sterculia excelsa,0.51
Sterculia foetida,0.448
Sterculia frondosa,0.47
Sterculia glabrifolia,0.45
Sterculia hypochroa,0.276
Sterculia lanceolata,0.5
Sterculia lychnophora,0.448
Sterculia macrophylla,0.2833333333333334
Sterculia oblonga,0.62
Sterculia oblongata,0.22
Sterculia ornata,0.22
Sterculia pexa,0.28
Sterculia pilosa,0.5166666666666667
Sterculia pruriens,0.4862
Sterculia quadrifida,0.322
Sterculia quinqueloba,0.5355000000000001
Sterculia recordiana,0.49
Sterculia rhinopetala,0.673
Sterculia rugosa,0.4776666666666667
Sterculia setigera,0.32
Sterculia shillinglawii,0.3065
Sterculia speciosa,0.51
Sterculia tantrae,0.387
Sterculia urceolata,0.31
Sterculia urens,0.543
Sterculia villosa,0.255
Sterculia vitiensis,0.31
Stereospermum annamense,0.624
Stereospermum cylindricum,0.99
Stereospermum fimbriatum,0.71
Stereospermum kunthianum,0.603
Stereospermum neuranthum,0.565
Stereospermum personatum,0.6234999999999999
Stereospermum sinicum,0.62
Stereospermum suaveolens,0.592
Stereospermum variabile,0.68
Stereospermum xylocarpum,0.59
Sterigmapetalum obovatum,0.77
Stifftia parviflora,0.62
Streblus asper,0.6214999999999999
Streblus brunoniana,0.6865
Streblus brunonianus,0.702
Streblus dimepate,0.7919999999999999
Streblus elongatus,0.825
Streblus glaber,0.82
Streblus laxiflorus,0.69
Streblus macrophyllus,0.72
Strephonema pseudocolum,0.633
Strombosia ceylanica,0.73
Strombosia glaucescens,0.79
Strombosia grandifolia,0.8245
Strombosia javanica,0.5266666666666667
Strombosia philippinensis,0.6950000000000001
Strombosia pustulata,0.8302857142857143
Strombosia rotundifolia,0.79
Strombosia scheffleri,0.5840000000000001
Strombosiopsis tetrandra,0.663
Strychnos arborea,0.839
Strychnos cocculoides,0.646
Strychnos decussata,0.759
Strychnos erichsonii,0.54
Strychnos glabra,0.54
Strychnos innocua,0.87
Strychnos lucida,0.77
Strychnos madagascariensis,0.663
Strychnos mellodora,0.689
Strychnos mitis,0.676
Strychnos nux-blanda,0.744
Strychnos nux-vomica,0.8065
Strychnos potatorum,0.731
Strychnos pungens,0.702
Strychnos rondeletioides,0.54
Strychnos sandwithiana,0.54
Strychnos spinosa,0.646
Strychnos usambarensis,0.715
Stryphnodendron adstringens,1.19
Stryphnodendron guianense,0.5675
Stryphnodendron microstachyum,0.39066666666666666
Stryphnodendron paniculatum,0.6535
Stryphnodendron polystachyum,0.46299999999999997
Stryphnodendron pulcherrimum,0.475
Stryphnodendron racemiferum,0.752
Stuartia kwangtungensis,0.6823333333333333
Stuartia sinensis,0.57
Stylogyne ambigua,0.43
Stylogyne cauliflora,0.535
Styrax benzoin,0.4243333333333333
Styrax guyanensis,0.34
Styrax hypoglaucus,0.45499999999999996
Styrax leprosus,0.413
Styrax oliganthes,0.36
Styrax paralleloneurus,0.535
Styrax serrulatum,0.36
Styrax tonkinensis,0.353
Sundacarpus amara,0.41733333333333333
Suregada glomerulata,0.61
Suregada multiflora,0.647
Suregada procera,0.676
Swartzia arborescens,0.8345
Swartzia argentea,0.86
Swartzia bannia,1.006
Swartzia benthamiana,0.7371666666666666
Swartzia brachyrachis,0.9
Swartzia corrugata,1.0565
Swartzia cubensis,0.91
Swartzia cuspidata,0.678
Swartzia euxylophora,0.65
Swartzia fasciata,0.65
Swartzia fistuloides,0.8661999999999999
Swartzia grandifolia,1.03
Swartzia guatemalensis,0.89
Swartzia guianensis,0.73
Swartzia ingifolia,0.815
Swartzia jorori,0.48
Swartzia laevicarpa,0.6125
Swartzia laxiflora,0.9
Swartzia leblondii,0.8300000000000001
Swartzia leiocalycina,0.9715
Swartzia longicarpa,0.766
Swartzia macrostachya,0.92
Swartzia madagascariensis,0.9
Swartzia myrtifolia,0.9
Swartzia oblanceolata,0.86
Swartzia oblata,0.92
Swartzia panacoco,0.9199999999999999
Swartzia pinnata,0.9
Swartzia polyphylla,0.691
Swartzia recurva,0.89
Swartzia remiger,0.835
Swartzia tomentifera,0.9
Swartzia tomentosa,0.964
Swartzia ulei,1.0
Sweetia fruticosa,0.7833333333333333
Sweetia panamensis,0.8
Swietenia humilis,0.5700000000000001
Swietenia macrophylla,0.5195454545454545
Swietenia mahagoni,0.63
Swintonia floribunda,0.6116666666666667
Swintonia glauca,0.55
Swintonia penangiana,0.69
Swintonia pierrei,0.732
Swintonia schwenckii,0.59
Swintonia spicifera,0.625
Sycopsis dunnii,0.69
Symmeria paniculata,0.67
Sympetalandra borneensis,0.61
Sympetalandra densiflora,0.759
Symphonia acuminata,0.525
Symphonia fasciculata,0.6725
Symphonia globulifera,0.6003999999999999
Symphonia louvelii,0.6655
Symphonia microphylla,0.6
Symphonia tanalensis,0.622
Symplocos adenophylla,0.65
Symplocos anomala,0.4815
Symplocos caudata,0.5685
Symplocos cochinchinensis,0.515
Symplocos fasciculata,0.3
Symplocos hayesii,0.679
Symplocos lancifolia,0.4635
Symplocos martinicensis,0.8
Symplocos paucistaminea,0.448
Symplocos reflexa,0.49
Symplocos stawellii,0.469
Symplocos thwaitesii,0.538
Syncarpia glomulifera,0.7729999999999999
Syncarpia hillii,0.684
Synima cordierii,0.814
Synoum glandulosum,0.556
Synoum muelleri,0.538
Synsepalum afzelii,0.815
Synsepalum msolo,0.54
Syzygium alliiligneum,0.525
Syzygium angophoroides,0.7963333333333334
Syzygium araiocladum,0.736
Syzygium australe,0.633
Syzygium brackenridgei,0.76
Syzygium buettnerianum,0.611
Syzygium bungadinnia,0.581
Syzygium canicortex,0.607
Syzygium claviflorum,0.6234999999999999
Syzygium cordatum,0.62
Syzygium cormiflorum,0.666
Syzygium corynanthum,0.6086666666666667
Syzygium crebrinerve,0.633
Syzygium cryptophlebium,0.65
Syzygium cumini,0.6726666666666666
Syzygium curvistylum,0.76
Syzygium dictyophlebium,0.723
Syzygium divaricatum,0.697
Syzygium endophloium,0.801
Syzygium fijiense,0.76
Syzygium filiforme,0.66
Syzygium forte,0.616
Syzygium francisii,0.613
Syzygium gardneri,0.76
Syzygium gerrardii,0.646
Syzygium griffithii,0.56
Syzygium guineense,0.6096666666666667
Syzygium gustavioides,0.59425
Syzygium hedraiophyllum,0.775
Syzygium hemilamprum,0.5780000000000001
Syzygium inophylloides,0.801
Syzygium jambos,0.7
Syzygium johnsonii,0.709
Syzygium kuranda,0.719
Syzygium luehmannii,0.6372
Syzygium malaccense,0.5615
Syzygium nidie,0.69
Syzygium oleosum,0.883
Syzygium paniculatum,0.62375
Syzygium papyraceum,0.771
Syzygium polyanthum,0.5575
Syzygium rostratum,0.75
Syzygium rubiginosum,0.593
Syzygium sayeri,0.6765
Syzygium suborbiculare,0.586
Syzygium tawahense,0.69
Syzygium tetragonum,0.661
Syzygium tierneyanum,0.594
Syzygium trachyphloium,0.474
Syzygium wesa,0.65
Tabebuia aurea,0.76
Tabebuia avellanedae,0.807
Tabebuia barbata,0.7
Tabebuia billbergii,0.92
Tabebuia capitata,0.9216666666666667
Tabebuia cassinoides,0.39
Tabebuia chrysantha,1.0433333333333332
Tabebuia donnell-smithii,0.426
Tabebuia fluviatilis,0.58
Tabebuia guayacan,0.835
Tabebuia heptaphylla,0.8718
Tabebuia heterophylla,0.566
Tabebuia impetiginosa,0.9115000000000001
Tabebuia incana,0.94
Tabebuia insignis,0.526
Tabebuia lapacho,0.542
Tabebuia nodosa,0.694
Tabebuia obscura,1.21
Tabebuia ochracea,0.87
Tabebuia pallida,0.58
Tabebuia pedicellata,0.92
Tabebuia rosea,0.531
Tabebuia schumanniana,0.9
Tabebuia serratifolia,0.924
Tabebuia stenocalyx,0.5567500000000001
Tabebuia vellosoi,0.99
Tabernaemontana attenuata,0.505
Tabernaemontana australis,0.34
Tabernaemontana corymbosa,0.59
Tabernaemontana crassa,0.55
Tabernaemontana cymosa,0.47
Tabernaemontana divaricata,0.75
Tabernaemontana durissima,0.55
Tabernaemontana elegans,0.646
Tabernaemontana flavicans,0.487
Tabernaemontana macrocarpa,0.44
Tabernaemontana pachysiphon,0.523
Tabernaemontana psychotriaefolia,0.387
Tabernaemontana undulata,0.585
Tabernaemontana ventricosa,0.542
Tachigali cavipes,0.5549999999999999
Tachigali chrysophylla,0.5405
Tachigali colombiana,0.49
Tachigali guianensis,0.625
Tachigali hypoleuca,0.71
Tachigali micrantha,0.41
Tachigali multijuga,0.5449999999999999
Tachigali myrmecophila,0.476
Tachigali paniculata,0.5545
Tachigali peruviana,0.763
Tachigali polyphylla,0.637
Tachigali setifera,0.67
Tachigali versicolor,0.521
Taiwania flousiana,0.3
Talipariti elatum,0.6
Talipariti tiliaceum,0.5433333333333333
Talisia elephantipes,0.45
Talisia esculenta,0.91425
Talisia floresii,0.87
Talisia macrophylla,0.94
Talisia megaphylla,0.86
Talisia microphylla,0.8165
Talisia olivaeformis,0.865
Talisia pedicellaris,0.86
Talisia reticulata,0.878
Talisia squarrosa,0.855
Talisia sylvatica,0.855
Tamarindus indica,0.9784
Tamarix aphylla,0.592
Tamarix usneoides,0.594
Tambourissa thouvenotii,0.5115000000000001
Tannodia swynnertonii,0.525
Tapirira guianensis,0.457
Tapirira obtusa,0.293
Tapura acreana,0.62
Tapura capitulifera,0.7204999999999999
Tapura guianensis,0.58
Taralea oppositifolia,0.8966666666666666
Tarchonanthus camphoratus,0.964
Tarenna incerta,0.69225
Tarenna neurophylla,0.839
Tarenna pavettoides,0.508
Taxodium distichum,0.42
Taxus baccata,0.551
Taxus brevifolia,0.6
Taxus chinensis,0.5885
Taxus cuspidata,0.474
Taxus grandis,0.4235
Teclea nobilis,0.745
Tecoma azaliaceae,1.032
Tecoma curialis,0.9155
Tecoma insignis,0.982
Tecoma peroba,0.6625
Tecoma stans,0.46599999999999997
Tectona grandis,0.6014444444444444
Tectona hamiltoniana,1.02
Teijsmanniodendron ahernianum,0.9755
Teijsmanniodendron bogoriense,0.40800000000000003
Teijsmanniodendron hollrungii,0.426
Teijsmanniodendron novoguineense,0.426
Teijsmanniodendron pteropodum,0.39
Teijsmanniodendron simplicifolium,0.7
Terminalia acuminata,0.963
Terminalia aemula,0.65
Terminalia alata,0.75
Terminalia amazonia,0.6735000000000001
Terminalia arenicola,0.689
Terminalia argentea,0.81
Terminalia arjuna,0.8214999999999999
Terminalia australis,0.559
Terminalia belirica,0.76
Terminalia brasiliensis,0.77
Terminalia brassii,0.349
Terminalia calamansanay,0.448
Terminalia canaliculata,0.465
Terminalia catappa,0.47800000000000004
Terminalia chebula,0.88
Terminalia complanata,0.412
Terminalia copelandi,0.396
Terminalia dichotoma,0.7076666666666666
Terminalia fagifolia,1.0
Terminalia faveolata,0.396
Terminalia foetidissima,0.6
Terminalia gazensis,0.603
Terminalia glaucescens,0.732
Terminalia guyanensis,0.7146
Terminalia hainanensis,0.716
Terminalia hypargyrea,0.396
Terminalia ivorensis,0.44394117647058823
Terminalia kaernbachii,0.396
Terminalia kuhlmannii,0.79
Terminalia longespicata,0.396
Terminalia lucida,0.65
Terminalia macroptera,0.819
Terminalia manii,0.66
Terminalia mantaly,0.569
Terminalia melanocarpa,0.689
Terminalia microcarpa,0.522
Terminalia mollis,0.883
Terminalia oblonga,0.6941666666666667
Terminalia porphyrocarpa,0.663
Terminalia procera,0.52
Terminalia prunioides,0.93
Terminalia pterocarpa,0.48
Terminalia randii,0.814
Terminalia richii,0.474
Terminalia rubiginosa,0.396
Terminalia sepicana,0.465
Terminalia sericea,0.715
Terminalia solomonensis,0.396
Terminalia stenostachya,0.883
Terminalia subspathulata,0.54
Terminalia superba,0.458948275862069
Terminalia tetrandra,0.548
Terminalia tomentosa,0.73
Terminalia triflora,0.748
Terminaliopsis tetrandus,0.569
Ternstroemia bancana,0.65
Ternstroemia brasiliensis,0.47
Ternstroemia browniana,0.69
Ternstroemia cherryi,0.581
Ternstroemia congestiflora,0.598
Ternstroemia dentata,0.69
Ternstroemia elongata,0.6
Ternstroemia gymnanthera,0.6463333333333333
Tessaria integrifolia,0.301
Tessmannia africana,0.8240000000000001
Tessmannia lescrauwaetii,0.749
Testulea gabonensis,0.6387
Tetraberlinia bifoliolata,0.5119230769230769
Tetraberlinia tubmaniana,0.5946666666666667
Tetracentron sinense,0.337
Tetraclinis articulata,0.59
Tetradium fraxinifolium,0.232
Tetragastris altissima,0.7078571428571429
Tetragastris balsamifera,0.65
Tetragastris hostmannii,0.72
Tetragastris panamensis,0.7173333333333334
Tetrameles nudiflora,0.307
Tetramerista glabra,0.6
Tetrapleura tetraptera,0.5700000000000001
Tetrasynandra laxiflora,0.527
Tetrathylacium macrophyllum,0.62
Tetrorchidium didymostemon,0.439
Tetrorchidium rotundatum,0.47
Theobroma cacao,0.42
Theobroma obovatum,0.47
Theobroma speciosum,0.63
Theobroma subincanum,0.47
Theobroma sylvestre,0.668
Thespesia garckeana,0.732
Thespesia populnea,0.6266666666666666
Thevetia ovata,0.72
Thouinia paucidentata,0.94
Thouinia serrata,0.98
Thouinia striata,0.9
Thouinidium decandrum,0.67
Thuja occidentalis,0.29
Thuja orientalis,0.51825
Thuja plicata,0.31
Thyrsodium guianense,0.65
Thyrsodium spruceanum,0.64
Tibouchina candolleana,0.61
Tibouchina mutabilis,0.66
Tieghemella africana,0.6515555555555556
Tieghemella heckelii,0.5531666666666667
Tilia americana,0.32
Tilia amurensis,0.391
Tilia cordata,0.422
Tilia endochrysea,0.527
Tilia europaea,0.483
Tilia japonica,0.362
Tilia mandshurica,0.34750000000000003
Tilia miqueliana,0.47
Tilia moltkei,0.473
Tilia oliveri,0.38
Tilia platyphyllos,0.422
Tilia tuan,0.4565
Timonius borneensis,0.555
Timonius compressicaulis,0.59
Timonius timon,0.551
Timonius wallichianus,0.76
Tinopsis apiculata,0.708
Tipuana tipu,0.5873333333333334
Tocoyena williamsii,0.62
Toechima erythrocarpum,0.676
Tonduzia longifolia,0.85
Toona ciliata,0.37633333333333335
Toona sinensis,0.4876666666666667
Toona sureni,0.3753333333333333
Torreya grandis,0.42
Toulicia eriocarpa,0.6
Toulicia guianensis,0.7215
Toulicia laevigata,0.9
Toulicia pulvinata,0.615
Tournefortia fuliginosa,0.47
Touroulia guianensis,0.76
Tovomita carinata,0.41
Tovomita choisyana,0.58
Tovomita gracilipes,0.86
Tovomita guianensis,0.6
Tovomita macrophylla,0.86
Tovomita umbellata,0.86
Trattinnickia aspera,0.424
Trattinnickia burserifolia,0.45999999999999996
Trattinnickia demerarae,0.41533333333333333
Trattinnickia glaziovii,0.5205
Trattinnickia lawrancei,0.45
Trattinnickia peruviana,0.56
Trattinnickia rhoifolia,0.4511428571428571
Trema integerrima,0.3
Trema micrantha,0.319
Trema orientalis,0.3453333333333333
Trema tomentosa,0.33066666666666666
Trewia nudiflora,0.44
Tricalysia singularis,0.1
Trichadenia philippinensis,0.705
Trichanthera gigantea,0.45
Trichilia americana,0.57
Trichilia canjerana,0.768
Trichilia catigua,0.688
Trichilia dregeana,0.482
Trichilia emetica,0.5375
Trichilia heudelotii,0.439
Trichilia hirta,0.55
Trichilia japurensis,0.61
Trichilia lecointei,0.9
Trichilia martiana,0.47
Trichilia maynasiana,0.69
Trichilia micrantha,0.6125
Trichilia monadelpha,0.481
Trichilia moschata,0.88
Trichilia pallida,0.7000000000000001
Trichilia pleeana,0.675
Trichilia prieuriana,0.663
Trichilia quadrijuga,0.5482499999999999
Trichilia rolfoi,0.793
Trichilia rubra,0.585
Trichilia schomburgkii,0.6866666666666666
Trichilia silvatica,0.84
Trichilia surinamensis,0.46
Trichilia trifolia,0.8
Trichilia tuberculata,0.6275
Trichoscypha arborea,0.6444
Trichoscypha ulugurensis,0.56
Trichospermum galeottii,0.27
Trichospermum ikutai,0.336
Trichospermum mexicanum,0.37
Trichospermum richii,0.32
Trigoniastrum hypoleucum,0.6966666666666667
Trigonopleura malayana,0.5
Trilepisium madagascariense,0.499
Triomma malaccensis,0.5833333333333334
Triplaris americana,0.49
Triplaris cumingiana,0.52
Triplaris gardneriana,0.63
Triplaris guayaquilensis,0.53
Triplaris melaenodendron,0.6
Triplaris peruviana,0.515
Triplaris poeppigiana,0.49
Triplaris surinamensis,0.45
Triplaris weigeltiana,0.48550000000000004
Triplochiton scleroxylon,0.3345
Tristania merguensis,0.92
Tristania pachysperma,0.702
Tristania suaveolens,0.732
Tristaniopsis exiliflora,0.857
Tristaniopsis laurina,0.8123333333333332
Tristaniopsis merguensis,0.94
Tristiropsis canarioides,0.577
Tristiropsis subangula,0.577
Trophis caucana,0.47
Trophis mexicana,0.68
Trophis racemosa,0.6593333333333334
Trophis scandens,0.659
Trymatococcus amazonicus,0.6595
Trymatococcus oligandrus,0.61
Tsuga brunoniana,0.38
Tsuga canadensis,0.38
Tsuga chinensis,0.453
Tsuga dumosa,0.40549999999999997
Tsuga forrestii,0.47
Tsuga heterophylla,0.42
Tsuga longibracteata,0.52
Tsuga mertensiana,0.42
Turpinia affinis,0.453
Turpinia occidentalis,0.335
Turraea nilotica,0.663
Turraeanthus africanus,0.4946
Turraeanthus vignei,0.482
Uapaca densifolia,0.642
Uapaca esculenta,0.611
Uapaca guineensis,0.6118571428571429
Uapaca heudelotii,0.6144000000000001
Uapaca kirkiana,0.577
Uapaca louvelii,0.6905
Uapaca nitida,0.646
Uapaca paludosa,0.652
Uapaca sansibarica,0.525
Uapaca thouarsii,0.65
Ulmus alata,0.6
Ulmus americana,0.46
Ulmus crassifolia,0.59
Ulmus davidiana,0.46950000000000003
Ulmus glabra,0.5505
Ulmus hollandica,0.442
Ulmus laciniata,0.46399999999999997
Ulmus laevis,0.551
Ulmus lanceaefolia,0.706
Ulmus macrocarpa,0.53
Ulmus mexicana,0.55
Ulmus minor,0.551
Ulmus parvifolia,0.773
Ulmus procera,0.442
Ulmus pumila,0.5435000000000001
Ulmus rubra,0.48
Ulmus thomasii,0.57
Ulmus wallichiana,0.44
Umbellularia californica,0.51
Unonopsis floribunda,0.42
Unonopsis glaucopetala,0.62
Unonopsis guatterioides,0.52
Unonopsis pittieri,0.368
Unonopsis rufescens,0.605
Unonopsis spectabilis,0.62
Unonopsis stipitata,0.686
Unonopsis veneficiorum,0.436
Urera baccifera,0.165
Urera caracasana,0.3156666666666667
Urera elata,0.49
Urophyllum arboreum,0.48
Vangueria esculenta,0.676
Vangueria infausta,0.689
Vangueria randii,0.607
Vantanea barbourii,0.7
Vantanea compacta,0.91
Vantanea macrocarpa,0.832
Vantanea micrantha,0.975
Vantanea paraensis,0.77
Vantanea parviflora,0.8335
Vassobia breviflora,0.547
Vatairea guianensis,0.6719999999999999
Vatairea lundellii,0.609
Vatairea macrocarpa,0.7849999999999999
Vatairea paraensis,0.71
Vatairea sericea,0.665
Vataireopsis araroba,0.68
Vataireopsis speciosa,0.65
Vataireopsis surinamensis,0.57
Vateria indica,0.48
Vatica astrotricha,0.677
Vatica borneensis,0.8
Vatica enderti,0.65
Vatica maingayi,0.775
Vatica mangachapoi,0.75
Vatica micrantha,0.75
Vatica nitens,0.7
Vatica oblongifolia,0.7
Vatica odorata,0.79
Vatica papuana,0.521
Vatica rassak,0.5466666666666667
Vatica umbonata,0.79
Vatica vinosa,0.74
Vavaea amicorum,0.626
Ventilago viminalis,0.98
Vepris amaniensis,0.58
Vepris lanceolata,0.738
Vernonanthura patens,0.54
Vernonia arborea,0.32999999999999996
Viburnum lantana,0.723
Viburnum seemenii,0.539
Virola albidiflora,0.45
Virola bicuhyba,0.56
Virola caducifolia,0.461
Virola calophylla,0.4723333333333333
Virola carinata,0.5133333333333333
Virola elongata,0.5233333333333333
Virola flexuosa,0.51
Virola gardneri,0.45
Virola guatemalensis,0.52
Virola koschnyi,0.40775
Virola kukachkana,0.32
Virola michelii,0.470125
Virola multicostata,0.45
Virola multiflora,0.458
Virola multinervia,0.6150000000000001
Virola oleifera,0.61
Virola pavonis,0.5866666666666667
Virola reidii,0.35
