genus,wood_density
Neesia,0.4275
Neobalanocarpus,0.76
Neoboutonia,0.33
Neolaugeria,0.8
Neolitsea,0.53325
Neomyrtus,0.798
Neonauclea,0.6521904761904762
Neoraimondia,0.54
Neorites,0.745
Neoscortechinia,0.6148
Neotrewia,0.49
Nephelium,0.7624117647058823
Nerium,0.6
Nesogordonia,0.6540625
Neuburgia,0.41800000000000004
Newtonia,0.5767391304347826
Niemeyera,0.6525714285714285
Normanbya,0.883
Norrisia,0.38
Notelaea,0.87
Nothaphoebe,0.44333333333333336
Nothofagus,0.6076538461538461
Nuxia,0.661
Nyctanthes,0.88
Nyssa,0.5146666666666667
Ochanostachys,0.77
Ochna,0.746375
Ochreinauclea,0.54
Ochroma,0.16173333333333334
Ochrosia,0.485
Ochthocosmus,0.73
Ocotea,0.5245445544554456
Octoknema,0.688
Octomeles,0.301
Oddoniodendron,0.9182
Odyendea,0.3256666666666667
Oenocarpus,0.6815
Olax,0.771
Oldfieldia,0.8374999999999999
Olea,0.7544444444444445
Olearia,0.8206666666666668
Olinia,0.739
Omphalea,0.47750000000000004
Omphalocarpum,0.55
Oncoba,0.58
Ongokea,0.7492
Onychopetalum,0.6323333333333333
Opisthiolepis,0.5086666666666667
Oreocallis,0.62
Oreopanax,0.52
Oricia,0.715
Orites,0.504
Ormocarpum,0.742
Ormosia,0.5905849056603774
Oroxylum,0.41100000000000003
Orthion,0.69
Osbornia,0.82
Osmanthus,0.8414999999999999
Osmelia,0.5549999999999999
Osmoxylon,0.37
Osteophloeum,0.46585714285714286
Ostodes,0.3995
Ostrearia,0.65
Ostrya,0.6533333333333333
Osyris,0.854
Otoba,0.4145833333333333
Ouratea,0.727
Owenia,0.7475
Oxandra,0.7478571428571429
Oxyanthus,0.525
Oxydendrum,0.5
Oxystigma,0.47450000000000003
Ozoroa,0.715
Pachira,0.439
Pachyelasma,0.738
Pagamea,0.5683333333333334
Pajanelia,0.42533333333333334
Palaquium,0.5815526315789473
Palicourea,0.5466666666666667
Panda,0.565
Pandanus,0.331
Pangium,0.5026666666666667
Panopsis,0.509
Pappea,0.883
Parahancornia,0.47750000000000004
Paranephelium,0.8266666666666667
Parapiptadenia,0.8312000000000002
Pararchidendron,0.525
Parartocarpus,0.40399999999999997
Paraserianthes,0.48719999999999997
Parashorea,0.55
Parastemon,0.8736
Parathesis,0.62
Parinari,0.7009019607843138
Parishia,0.53
Parkia,0.45532307692307694
Parkinsonia,0.619
Paropsia,0.675
Patagonula,0.7883333333333334
Paulownia,0.24655555555555558
Pausandra,0.59
Pausinystalia,0.5967142857142856
Payena,0.6503333333333333
Paypayrola,0.5976666666666667
Pellacalyx,0.4366666666666667
Peltogyne,0.7926060606060605
Peltophorum,0.64025
Pemphis,0.94
Pennantia,0.495
Pentace,0.599
Pentaceras,0.814
Pentaclethra,0.7080952380952381
Pentadesma,0.7705714285714286
Pentapanax,0.413
Pentaphylax,0.558
Pentaspadon,0.5725
Pera,0.6468888888888888
Perebea,0.4878333333333334
Pericopsis,0.6527333333333334
Peridiscus,0.73
Peripentadenia,0.654
Peronema,0.57
Persea,0.517054054054054
Persoonia,0.779
Pertusadina,0.68
Petalostigma,0.908
Petersianthus,0.6640909090909091
Petitia,0.66
Phebalium,0.695
Phellodendron,0.387
Phoebe,0.5442352941176472
Photinia,0.7373999999999999
Phyllanthus,0.6177777777777778
Phyllarthron,0.73
Phyllocladus,0.5563333333333333
Phyllocosmus,0.78
Phyllostylon,0.7505000000000001
Physocalymma,0.85
Phytolacca,0.258
Picea,0.36523076923076925
Picralima,0.775
Picrasma,0.45
Pictetia,0.8
Pilgerodendron,0.43
Pilidiostigma,0.632
Pimelodendron,0.497
Pimenta,0.9275
Pinus,0.4468617021276596
Piper,0.3935
Piptadenia,0.8191538461538461
Piptadeniastrum,0.6050869565217392
Piptocarpha,0.65
Piptocoma,0.47
Pipturus,0.33
Piranhea,0.8822000000000001
Piscidia,0.6933333333333334
Pisonia,0.3441111111111111
Pistacia,0.6996666666666668
Pithecellobium,0.5528571428571428
Pittosporum,0.6205999999999999
Placodiscus,0.793
Placospermum,0.594
Plagiostyles,0.7413333333333334
Planchonia,0.6712
Platanus,0.503
Platea,0.40099999999999997
Plathymenia,0.49666666666666665
Platonia,0.7231428571428572
Platycarya,0.599
Platycyamus,0.81
Platylophus,0.483
Platymiscium,0.7815
Platymitra,0.675
Platypodium,0.80575
Pleiogynium,0.7516666666666666
Pleuranthodendron,0.68
Pleurostylia,0.7073333333333333
Pleurothyrium,0.47
Plinia,0.95
Ploiarium,0.84
Plumeria,0.65
Podocarpus,0.4761964285714286
Poecilandra,0.844
Poecilanthe,0.7125
Poeciloneuron,0.9
Poeppigia,0.735
Poga,0.393
Pogonophora,0.8325
Polyalthia,0.5667575757575758
Polyosma,0.5611111111111111
Polyscias,0.37252631578947365
Pometia,0.6356428571428572
Pongamia,0.59475
Popowia,0.545
Populus,0.3787142857142857
Poraqueiba,0.7628333333333334
Porcelia,0.58
Porterandia,0.55
Posoqueria,0.5531666666666667
Potameia,0.711
Potoxylon,0.69
Poulsenia,0.3504285714285714
Poupartia,0.45
Pourouma,0.3804347826086957
Pouteria,0.718728323699422
Pradosia,0.73775
Prainea,0.6333333333333334
Premna,0.6381818181818182
Prestoea,0.25
Priogymnanthus,0.87
Prioria,0.44168181818181823
Prockia,0.58
Prosopis,0.7807222222222223
Protea,0.663
Protium,0.5773090909090909
Protomegabaria,0.602
Protorhus,0.7026666666666667
Prumnopitys,0.5008
Prunus,0.5893055555555555
Pseudima,0.8
Pseudobombax,0.2655
Pseudocedrela,0.621
Pseudolachnostylis,0.62
Pseudolarix,0.42125
Pseudolmedia,0.64444
Pseudomalmea,0.808
Pseudopiptadenia,0.6642222222222222
Pseudotsuga,0.4508
Pseudoweinmannia,0.755
Pseudoxandra,0.37
Pseuduvaria,0.581
Psidium,0.8100909090909091
Psorospermum,0.689
Psychotria,0.535
Psydrax,0.76275
Ptaeroxylon,0.8825
Pteleocarpa,0.635
Pteleopsis,0.6325
Pternandra,0.5249999999999999
Pterocarpus,0.583811320754717
Pterocarya,0.3368333333333333
Pterocelastrus,0.788
Pteroceltis,0.66
Pterocymbium,0.325
Pterodon,0.9099999999999999
Pterogyne,0.692625
Pterospermum,0.521
Pterostyrax,0.33375
Pterygota,0.5256428571428572
Ptychopetalum,0.6625000000000001
Ptychopyxis,0.565
Pullea,0.6886666666666666
Punica,0.771
Putranjiva,0.6699999999999999
Pycnanthus,0.40890000000000004
Pyrenaria,0.5615
Pyrus,0.632
Qualea,0.6496388888888889
Quararibea,0.492
Quassia,0.3518333333333333
Quercus,0.7007748344370861
Quiina,0.8614999999999999
Quintinia,0.5243333333333333
Radermachera,0.48300000000000004
Ramisia,0.62
Randia,0.6565454545454545
Rapanea,0.6495
Raputia,0.9355
Raukaua,0.7046666666666667
Rauvolfia,0.47500000000000003
Ravenia,0.9
Ravensara,0.5968
Rawsonia,0.745
Recchia,1.02
Recordoxylon,0.7999999999999999
Reevesia,0.48333333333333334
Reinwardtiodendron,0.78
Remijia,0.56
Rhabdodendron,0.8
Rhamnus,0.5591999999999999
Rhizophora,0.868952380952381
Rhodamnia,0.7775000000000001
Rhododendron,0.4955
Rhodolaena,0.8454999999999999
Rhodoleia,0.62
Rhodomyrtus,0.779
Rhodosphaera,0.591
Rhodostemonodaphne,0.395
Rhoicissus,0.538
Rhus,0.5851428571428572
Ribes,0.73
Richeria,0.5766666666666667
Ricinodendron,0.21059999999999998
Rinorea,0.6705384615384615
Ristantia,0.702
Robinia,0.6638333333333334
Robinsonella,0.5
Rockinghamia,0.689
Rollinia,0.3604
Rondeletia,0.5
Rothmannia,0.6415
Roucheria,0.825
Roupala,0.8550909090909091
Ruagea,0.47
Rubus,0.35
Rudgea,0.57
Ruizterania,0.6019
Ruprechtia,0.6445714285714285
Ryparosa,0.5844444444444444
Saccellium,0.92
Sacoglottis,0.802
Sageraea,0.6416000000000001
Sagotia,0.58
Salacia,0.76
Salix,0.40375
Salvadora,0.594
Salvertia,0.65
Sambucus,0.4463333333333333
Sandoricum,0.43883333333333335
Sandwithia,0.74
Santalum,0.75775
Santiria,0.5813809523809523
Sapindus,0.7354545454545455
Sapium,0.41244444444444445
Sapranthus,0.63
Saraca,0.5518571428571428
Sarcaulus,0.615
Sarcocephalus,0.498
Sarcomelicope,0.765
Sarcopteryx,0.7005
Sarcosperma,0.44216666666666665
Sarcotheca,0.61
Sarcotoechia,0.663
Sassafras,0.45725
Saurauia,0.39866666666666667
Saxegothaea,0.501
Scaphium,0.50375
Schefflera,0.42729999999999996
Schima,0.5501428571428572
Schinopsis,1.0299166666666666
Schinus,0.6174999999999999
Schinziophyton,0.16949999999999998
Schistostemon,1.0
Schizolobium,0.39107692307692304
Schizomeria,0.5288
Schleichera,0.8974
Schoutenia,0.7333333333333334
Schrebera,0.70625
Sciadodendron,0.53
Sclerocarya,0.4885
Sclerolobium,0.55668
Scleronema,0.6169166666666667
Scolopia,0.7222
Scorodocarpus,0.7233333333333333
Scorodophloeus,0.72375
Scottellia,0.5720000000000001
Scutia,0.9129999999999999
Scutinanthe,0.56
Scyphiphora,0.685
Scyphocephalium,0.5074444444444445
Scytopetalum,0.625
Sebastiania,0.655
Securinega,0.7285999999999999
Seguieria,0.59
Semecarpus,0.35714285714285715
Senefeldera,0.78
Senna,0.6165454545454545
Septotheca,0.59
Sequoia,0.38
Serianthes,0.43
Sesbania,0.4444
Sextonia,0.5522857142857143
Shirakiopsis,0.5115000000000001
Shorea,0.5711287128712871
Sideroxylon,0.8220714285714286
Simaba,0.41933333333333334
Simarouba,0.4142083333333333
Simira,0.6808333333333333
Sindora,0.5760606060606062
Sindoropsis,0.6401249999999999
Siparuna,0.6561999999999999
Siphonodon,0.6568333333333333
Sloanea,0.6221228070175439
Socratea,0.23
Solanum,0.41185714285714287
Sonneratia,0.48875
Sophora,0.6355
Sorbus,0.6113333333333334
Sorindeia,0.56
Sorocea,0.6083333333333334
Soymida,0.96
Spachea,0.595
Sparattosperma,0.57
Spathodea,0.3505
Sphalmium,0.482
Sphenostemon,0.469
Spiraeanthemum,0.55
Spirostachys,0.8250000000000001
Spondianthus,0.645
Spondias,0.3627241379310345
Stachyarrhena,0.82
Stachyothyrsus,0.645
Staudtia,0.7905263157894736
Steganthera,0.551
Stelechocarpus,0.55
Stemmadenia,0.5
Stemonocoleus,0.581
Stemonurus,0.5242857142857142
Stenocarpus,0.7056
Sterculia,0.4265696202531645
Stereospermum,0.6564545454545455
Sterigmapetalum,0.77
Stifftia,0.62
Streblus,0.7364615384615385
Strephonema,0.633
Strombosia,0.74668
Strombosiopsis,0.663
Strychnos,0.6959473684210526
Stryphnodendron,0.5572
Stuartia,0.6261666666666666
Stylogyne,0.48250000000000004
Styrax,0.42324999999999996
Sundacarpus,0.41733333333333333
Suregada,0.6443333333333333
Swartzia,0.8398196721311475
Sweetia,0.7875
Swietenia,0.541
Swintonia,0.6274444444444445
Sycopsis,0.69
Symmeria,0.67
Sympetalandra,0.6845
Symphonia,0.6094827586206897
Symplocos,0.5308636363636364
Syncarpia,0.7463
Synima,0.814
Synoum,0.5499999999999999
Synsepalum,0.6775
Syzygium,0.6471979166666667
Tabebuia,0.7597532467532467
Tabernaemontana,0.5246666666666667
Tachigali,0.5573333333333333
Taiwania,0.3
Talipariti,0.5575
Talisia,0.8498888888888889
Tamarindus,0.9784
Tamarix,0.5926666666666667
Tambourissa,0.5115000000000001
Tannodia,0.525
Tapirira,0.43877777777777777
Tapura,0.66025
Taralea,0.8966666666666666
Tarchonanthus,0.964
Tarenna,0.6859999999999999
Taxodium,0.42
Taxus,0.5377
Teclea,0.745
Tecoma,0.7867500000000001
Tectona,0.6127567567567568
Teijsmanniodendron,0.588625
Terminalia,0.5535084745762712
Terminaliopsis,0.569
Ternstroemia,0.618090909090909
Tessaria,0.301
Tessmannia,0.799
Testulea,0.6387
Tetraberlinia,0.5380526315789473
Tetracentron,0.337
Tetraclinis,0.59
Tetradium,0.232
Tetragastris,0.710578947368421
Tetrameles,0.307
Tetramerista,0.6
Tetrapleura,0.5700000000000001
Tetrasynandra,0.527
Tetrathylacium,0.62
Tetrorchidium,0.4545
Theobroma,0.5297142857142857
Thespesia,0.653
Thevetia,0.72
Thouinia,0.94
Thouinidium,0.67
Thuja,0.4455
Thyrsodium,0.645
Tibouchina,0.635
Tieghemella,0.5953333333333334
Tilia,0.42158823529411765
Timonius,0.5936666666666667
Tinopsis,0.708
Tipuana,0.5873333333333334
Tocoyena,0.62
Toechima,0.676
Tonduzia,0.85
Toona,0.4039166666666667
Torreya,0.42
Toulicia,0.6955
Tournefortia,0.47
Touroulia,0.76
Tovomita,0.6785714285714286
Trattinnickia,0.45889473684210524
Trema,0.33059999999999995
Trewia,0.44
Tricalysia,0.1
Trichadenia,0.705
Trichanthera,0.45
Trichilia,0.6327
Trichoscypha,0.6303333333333333
Trichospermum,0.31320000000000003
Trigoniastrum,0.6966666666666667
Trigonopleura,0.5
Trilepisium,0.499
Triomma,0.5833333333333334
Triplaris,0.5113529411764706
Triplochiton,0.3345
Tristania,0.7846666666666667
Tristaniopsis,0.8485
Tristiropsis,0.577
Trophis,0.6311666666666667
Trymatococcus,0.6496000000000001
Tsuga,0.4327272727272727
Turpinia,0.394
Turraea,0.663
Turraeanthus,0.4934545454545454
Uapaca,0.6223181818181819
Ulmus,0.5336363636363637
Umbellularia,0.51
Unonopsis,0.5399999999999999
Urera,0.3204
Urophyllum,0.48
Vangueria,0.6573333333333333
Vantanea,0.835
Vassobia,0.547
Vatairea,0.6784736842105263
Vataireopsis,0.6416666666666667
Vateria,0.48
Vatica,0.69625
Vavaea,0.626
Ventilago,0.98
Vepris,0.659
Vernonanthura,0.54
Vernonia,0.32999999999999996
Viburnum,0.631
Virola,0.4734166666666667
Vismia,0.490875
Vitex,0.5482250000000001
Vochysia,0.4667627118644068
Vouacapoua,0.8128181818181819
Vouarana,0.84
Wallacea,0.65
Walsura,0.868
Warburgia,0.689
Warszewiczia,0.5643333333333334
Waterhousea,0.6803333333333333
Weinmannia,0.60725
Welfia,0.4
Wendlandia,0.69275
Whiteodendron,0.7849999999999999
Widdringtonia,0.413
Wilkiea,0.551
Wimmeria,0.78
Wollemia,0.47
Wrightia,0.434
Xanthocercis,0.931
Xanthophyllum,0.7042857142857143
Xanthorrhoea,0.395
Xanthostemon,0.9183333333333333
Xeroderris,0.633
Xerospermum,0.77
Ximenia,0.8666666666666666
Xylia,0.7966666666666667
Xylocarpus,0.5714285714285714
Xylomelum,0.6023333333333333
Xylopia,0.5959166666666667
Xylosma,0.6613333333333333
Zanha,0.7945
Zanthoxylum,0.6076363636363636
Zelkova,0.7156666666666668
Zeyheria,0.77
Ziziphus,0.7745882352941176
Zollernia,1.002
Zuelania,0.563
Zygia,0.8098571428571428
Zygogynum,0.49500000000000005
