site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,agb_source,dbh,htot,hcom,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
JAM_A01,131,Tetragastris altissima,Burseraceae,522944.306,8998225.691,0.71,2.053991841,40.0,35.63,25.69,20111208,A,O,T07,26.07,26.07,feldpausch_regional,0.18,default,0.0,40.0,26.07
JAM_A01,132,Chrysophyllum sanguinolentum,Sapotaceae,522942.0232,8998240.264,0.67,0.009150798,9.1,3.23,2.19,20111208,A,O,T07,9.92,9.92,feldpausch_regional,0.18,default,0.0,9.1,9.92
JAM_A01,133,Ormosia nobilis,Fabaceae,522942.1017,8998249.966,0.58,0.381285337,22.9,24.63,16.79,20111208,A,O,T07,18.73,18.73,feldpausch_regional,0.18,default,0.0,22.9,18.73
JAM_A01,134,Tetragastris altissima,Burseraceae,522941.6489,8998262.161,0.71,0.156955989,15.4,18.37,13.07,20111208,A,O,T07,14.41,14.41,feldpausch_regional,0.18,default,0.0,15.4,14.41
JAM_A01,135,Protium paniculatum,Burseraceae,522941.6687,8998268.562,0.49,0.058454829,15.0,10.42,7.96,20111208,A,O,T07,14.15,14.15,feldpausch_regional,0.18,default,0.0,15.0,14.15
JAM_A01,136,Nectandra cuspidata,Lauraceae,522942.0548,8998229.763,0.56,0.060278143,13.6,11.43,6.8,20111208,A,O,T07,13.22,13.22,feldpausch_regional,0.18,default,0.0,13.6,13.22
JAM_A01,137,Euterpe oleracea,Arecaceae,522941.9536,8998229.862,,0.017469566,8.6,12.42,8.25,20111208,A,P,T07,9.52,9.52,feldpausch_regional,0.18,default,0.0,8.6,9.52
JAM_A01,138,Eschweilera sp.,Lecythidaceae,522941.457,8998285.46,0.83,0.616853593,22.4,29.17,20.46,20111208,A,O,T07,18.47,18.47,feldpausch_regional,0.18,default,0.0,22.4,18.47
JAM_A01,139,Helicostylis sp.,Moraceae,522941.5382,8998286.961,0.65,0.070186782,10.5,19.17,14.56,20111208,A,O,T07,11.0,11.0,feldpausch_regional,0.18,default,0.0,10.5,11.0
JAM_A01,140,Peltogyne leicointei,Fabaceae,522941.4131,8998288.96,0.76,0.0832808,15.3,9.16,5.21,20111208,A,O,T07,14.34,14.34,feldpausch_regional,0.18,default,0.0,15.3,14.34
JAM_A01,141,Rinorea passoura,Violaceae,522941.2505,8998293.958,0.68,0.007595265,5.3,7.84,4.8,20111208,A,O,T07,6.62,6.62,feldpausch_regional,0.18,default,0.0,5.3,6.62
JAM_A01,142,Sapindus sp.,Sapindaceae,522943.3063,8998305.485,0.67,1.326072433,36.3,29.66,22.73,20111208,A,O,T07,24.71,24.71,feldpausch_regional,0.18,default,0.0,36.3,24.71
JAM_A01,143,Rinorea passoura,Violaceae,522941.2002,8998305.959,0.68,0.015679428,7.2,8.77,6.98,20111208,A,O,T07,8.34,8.34,feldpausch_regional,0.18,default,0.0,7.2,8.34
JAM_A01,144,Helicostylis sp.,Moraceae,522941.2601,8998309.16,0.65,0.278621751,19.6,21.84,16.64,20111208,A,O,T07,16.94,16.94,feldpausch_regional,0.18,default,0.0,19.6,16.94
JAM_A01,145,Virola melinoni,Myristicaceae,522941.1463,8998310.258,0.48,0.282826535,21.0,26.46,20.96,20111208,A,O,T07,17.72,17.72,feldpausch_regional,0.18,default,0.0,21.0,17.72
JAM_A01,146,Euterpe oleracea,Arecaceae,522941.0471,8998326.158,,0.030941365,11.7,20.19,15.03,20111208,A,P,T07,11.89,11.89,feldpausch_regional,0.18,default,0.0,11.7,11.89
JAM_A01,1,Helicostylis sp.,Moraceae,522196.7842,8998181.567,0.65,0.46676336,27.9,18.05,14.41,20011209,A,O,T08,21.18,21.18,feldpausch_regional,0.18,default,0.0,27.9,21.18
JAM_A01,2,NI,NI,522197.7192,8998179.339,0.6,0.072673141,17.3,10.17,4.31,20011209,D,O,T08,15.59,15.59,feldpausch_regional,0.18,default,0.0,17.3,15.59
JAM_A01,3,Helicostylis sp.,Moraceae,522198.6836,8998178.11,0.65,0.014079378,6.2,11.03,7.46,20011209,A,O,T08,7.45,7.45,feldpausch_regional,0.18,default,0.0,6.2,7.45
JAM_A01,4,Helicostylis sp.,Moraceae,522198.2196,8998172.521,0.65,0.121013587,14.3,17.82,11.78,20011209,A,O,T08,13.69,13.69,feldpausch_regional,0.18,default,0.0,14.3,13.69
JAM_A01,5,NI,NI,522196.7562,8998163.56,0.6,0.116222715,30.0,4.7,,20011209,D,O,T08,22.13,22.13,feldpausch_regional,0.18,default,0.0,30.0,22.13
JAM_A01,6,NI,NI,522198.4827,8998154.205,0.7,0.007832577,8.4,3.24,,20011209,D,O,T08,9.35,9.35,feldpausch_regional,0.18,default,0.0,8.4,9.35
JAM_A01,7,Guatteria schomburgkiana,Annonaceae,522198.3625,8998150.107,0.6,0.022852462,8.3,10.86,1.85,20011209,A,O,T08,9.27,9.27,feldpausch_regional,0.18,default,0.0,8.3,9.27
JAM_A01,8,Annona exsucca,Annonaceae,522198.7773,8998147.194,0.44,0.147787597,19.6,17.08,9.39,20011209,A,O,T08,16.94,16.94,feldpausch_regional,0.18,default,0.0,19.6,16.94
JAM_A01,9,Clarisia racemosa,Moraceae,522198.2139,8998134.805,0.59,0.404993475,24.0,23.6,17.36,20011209,A,O,T08,19.3,19.3,feldpausch_regional,0.18,default,0.0,24.0,19.3
JAM_A01,10,Virola mollissima,Myristicaceae,522198.1083,8998131.207,0.48,0.015750649,7.2,12.54,7.96,20011209,A,O,T08,8.34,8.34,feldpausch_regional,0.18,default,0.0,7.2,8.34
JAM_A01,11,Annona sp.,Annonaceae,522197.8087,8998127.814,0.41,0.071624565,15.2,14.75,10.45,20011209,A,O,T08,14.28,14.28,feldpausch_regional,0.18,default,0.0,15.2,14.28
JAM_A01,12,Inga sp.,Fabaceae,522197.255,8998139.635,0.58,0.239077671,19.9,20.58,13.47,20011209,A,O,T08,17.11,17.11,feldpausch_regional,0.18,default,0.0,19.9,17.11
JAM_A01,13,Pouteria gongrijpii,Sapotaceae,522197.2893,8998116.924,0.8,0.104296071,11.8,18.41,10.51,20011209,A,O,T08,11.96,11.96,feldpausch_regional,0.18,default,0.0,11.8,11.96
JAM_A01,14,Inga sp.,Fabaceae,522196.1343,8998111.656,0.58,0.14238595,16.4,18.04,,20011209,A,O,T08,15.04,15.04,feldpausch_regional,0.18,default,0.0,16.4,15.04
JAM_A01,15,Brosimum rubescens ,Moraceae,522197.4191,8998111.118,0.83,0.021572842,6.8,11.11,7.01,20011209,A,O,T08,7.99,7.99,feldpausch_regional,0.18,default,0.0,6.8,7.99
JAM_A01,16,Tachigali myrmecophila,Fabaceae,522195.4322,8998104.774,0.48,0.365703742,25.7,22.85,9.06,20011209,A,O,T08,20.14,20.14,feldpausch_regional,0.18,default,0.0,25.7,20.14
JAM_A01,17,Brosimum rubescens ,Moraceae,522196.9758,8998102.828,0.83,0.182667809,14.7,20.13,11.65,20011209,A,O,T08,13.95,13.95,feldpausch_regional,0.18,default,0.0,14.7,13.95
JAM_A01,18,Helicostylis sp.,Moraceae,522196.3734,8998099.344,0.65,0.055816496,11.9,11.87,9.64,20011209,A,O,T08,12.03,12.03,feldpausch_regional,0.18,default,0.0,11.9,12.03
JAM_A01,19,NI,NI,522196.7293,8998097.833,0.6,0.037952419,15.0,6.52,,20011209,D,O,T08,14.15,14.15,feldpausch_regional,0.18,default,0.0,15.0,14.15
JAM_A01,20,,,522195.0175,8998036.056,,0.009026384,6.1,,,20011209,A,L,T08,7.36,7.36,feldpausch_regional,0.18,default,0.0,6.1,7.36
JAM_A01,21,Inga alba,Fabaceae,522195.8068,8998090.257,0.59,0.328364921,21.4,24.04,13.78,20011209,A,O,T08,17.94,17.94,feldpausch_regional,0.18,default,0.0,21.4,17.94
JAM_A01,22,Protium paniculatum,Burseraceae,522196.5337,8998080.931,0.49,0.038432056,8.8,19.9,10.04,20011209,A,O,T08,9.68,9.68,feldpausch_regional,0.18,default,0.0,8.8,9.68
JAM_A01,23,Tetragastris altissima,Burseraceae,522193.4529,8998078.22,0.71,1.321653867,43.0,19.84,12.53,20011209,A,O,T08,27.1,27.1,feldpausch_regional,0.18,default,0.0,43.0,27.1
JAM_A01,24,Pouteria gongrijpii,Sapotaceae,522196.587,8998075.927,0.8,0.046538125,11.0,9.45,5.66,20011209,A,O,T08,11.38,11.38,feldpausch_regional,0.18,default,0.0,11.0,11.38
JAM_A01,25,,,522196.2754,8998075.536,,0.012450511,9.8,,,20011209,A,L,T08,10.47,10.47,feldpausch_regional,0.18,default,0.0,9.8,10.47
JAM_A01,26,NI,NI,522194.7175,8998073.581,0.58,0.019964417,19.1,1.72,,20011209,D,O,T08,16.65,16.65,feldpausch_regional,0.18,default,0.0,19.1,16.65
JAM_A01,27,Tetragastris altissima,Burseraceae,522194.8894,8998055.568,0.71,0.352048011,26.2,14.24,10.66,20011209,A,O,T08,20.38,20.38,feldpausch_regional,0.18,default,0.0,26.2,20.38
JAM_A01,28,Brosimum rubescens ,Moraceae,522195.6073,8998049.345,0.83,0.017303225,6.5,9.75,7.57,20011209,A,O,T08,7.72,7.72,feldpausch_regional,0.18,default,0.0,6.5,7.72
JAM_A01,29,Clarisia racemosa,Moraceae,522195.2848,8998038.349,0.59,0.008849282,6.0,8.25,6.04,20011209,A,O,T08,7.27,7.27,feldpausch_regional,0.18,default,0.0,6.0,7.27
JAM_A01,30,Aspidosperma parvifolium,Apocynaceae,522193.0506,8998037.215,0.74,4.383427385,50.0,46.76,25.67,20011209,A,O,T08,29.28,29.28,feldpausch_regional,0.18,default,0.0,50.0,29.28
JAM_A01,31,,,522195.0175,8998036.056,,0.01266829,10.1,,,20011209,A,L,T08,10.7,10.7,feldpausch_regional,0.18,default,0.0,10.1,10.7
JAM_A01,32,Eschweilera grandifolia,Lecythidaceae,522194.6088,8998035.768,0.88,0.04800063,12.2,7.23,5.4,20011209,A,O,T08,12.25,12.25,feldpausch_regional,0.18,default,0.0,12.2,12.25
JAM_A01,33,Dialium guianense,Fabaceae,522193.451,8998030.4,0.89,0.407579314,19.3,24.15,14.15,20011209,A,O,T08,16.77,16.77,feldpausch_regional,0.18,default,0.0,19.3,16.77
JAM_A01,34,Euterpe oleracea,Arecaceae,522195.1297,8998029.65,,0.021845075,9.7,10.68,8.93,20011209,A,P,T08,10.39,10.39,feldpausch_regional,0.18,default,0.0,9.7,10.39
JAM_A01,35,Helicostylis sp.,Moraceae,522195.0714,8998024.25,0.65,0.006106755,5.1,7.07,4.48,20011209,A,O,T08,6.43,6.43,feldpausch_regional,0.18,default,0.0,5.1,6.43
JAM_A01,36,Brosimum rubescens,Moraceae,522194.143,8998016.474,0.83,2.251388941,41.5,31.12,20.13,20011209,A,O,T08,26.59,26.59,feldpausch_regional,0.18,default,0.0,41.5,26.59
JAM_A01,37,Protium paniculatum,Burseraceae,522193.4349,8997975.277,0.49,0.184932781,19.4,19.7,9.6,20011209,A,O,T08,16.83,16.83,feldpausch_regional,0.18,default,0.0,19.4,16.83
JAM_A01,38,NI,NI,522192.7158,8997960.992,0.6,0.019556542,15.2,2.8,,20011209,D,O,T08,14.28,14.28,feldpausch_regional,0.18,default,0.0,15.2,14.28
JAM_A01,39,Brosimum rubescens ,Moraceae,522191.7458,8997958.619,0.83,1.905336636,39.0,29.83,17.98,20011209,A,O,T08,25.71,25.71,feldpausch_regional,0.18,default,0.0,39.0,25.71
JAM_A01,40,Virola melinoni,Myristicaceae,522192.2283,8997954.603,0.48,0.164492347,20.2,16.63,8.22,20011209,A,O,T08,17.28,17.28,feldpausch_regional,0.18,default,0.0,20.2,17.28
JAM_A01,41,Couma guianensis,Apocynaceae,522191.7997,8997946.812,0.47,0.080251962,15.0,15.01,10.32,20011209,A,O,T08,14.15,14.15,feldpausch_regional,0.18,default,0.0,15.0,14.15
JAM_A01,42,Euterpe oleracea,Arecaceae,522192.682,8997942.785,,0.031138091,11.74,11.86,9.86,20011209,A,P,T08,11.92,11.92,feldpausch_regional,0.18,default,0.0,11.74,11.92
JAM_A01,43,Sterculia pruriens,Malvaceae,522192.7718,8997934.376,0.49,0.004302808,5.0,6.95,5.86,20011209,A,O,T08,6.33,6.33,feldpausch_regional,0.18,default,0.0,5.0,6.33
JAM_A01,44,Brosimum rubescens ,Moraceae,522190.2167,8997922.695,0.83,0.094778978,12.0,15.67,11.43,20011209,A,O,T08,12.11,12.11,feldpausch_regional,0.18,default,0.0,12.0,12.11
JAM_A01,45,Protium paniculatum,Burseraceae,522192.8163,8997919.371,0.49,0.049499866,11.3,15.54,12.66,20011209,A,O,T08,11.6,11.6,feldpausch_regional,0.18,default,0.0,11.3,11.6
JAM_A01,46,Licania heteromorpha,Chrysobalanaceae,522193.0984,8997906.473,0.82,0.02678026,7.0,13.15,10.35,20011209,A,O,T08,8.17,8.17,feldpausch_regional,0.18,default,0.0,7.0,8.17
JAM_A01,47,Euterpe oleracea,Arecaceae,522192.8652,8997897.462,,0.053419992,15.7,18.46,13.13,20011209,A,P,T08,14.6,14.6,feldpausch_regional,0.18,default,0.0,15.7,14.6
JAM_A01,48,Zygia racemosa,Fabaceae,522194.2579,8997887.599,0.75,0.017687702,7.0,9.46,3.82,20011209,A,O,T08,8.17,8.17,feldpausch_regional,0.18,default,0.0,7.0,8.17
JAM_A01,49,Tachigali alba,Fabaceae,522193.7878,8997886.585,0.56,0.018686737,7.7,11.05,8.16,20011209,A,O,T08,8.77,8.77,feldpausch_regional,0.18,default,0.0,7.7,8.77
JAM_A01,50,Dialium guianense,Fabaceae,522194.135,8997884.995,0.89,0.346598974,19.2,20.75,10.26,20011209,A,O,T08,16.71,16.71,feldpausch_regional,0.18,default,0.0,19.2,16.71
JAM_A01,51,Tachigali paniculata,Fabaceae,522191.7813,8997866.517,0.56,0.377347949,22.2,26.86,12.02,20011209,A,O,T08,18.37,18.37,feldpausch_regional,0.18,default,0.0,22.2,18.37
JAM_A01,52,Sloanea guianensis,Elaeocarpaceae,522194.9022,8997859.106,0.82,0.027665902,8.4,9.38,6.1,20011209,A,O,T08,9.35,9.35,feldpausch_regional,0.18,default,0.0,8.4,9.35
JAM_A01,53,Tachigali alba,Fabaceae,522193.3429,8997850.956,0.56,0.59423532,27.5,27.55,11.91,20011209,A,O,T08,21.0,21.0,feldpausch_regional,0.18,default,0.0,27.5,21.0
JAM_A01,54,Brosimum rubescens ,Moraceae,522195.2894,8997849.413,0.83,0.085064902,12.7,12.56,6.52,20011209,A,O,T08,12.6,12.6,feldpausch_regional,0.18,default,0.0,12.7,12.6
JAM_A01,55,Helicostylis sp.,Moraceae,522195.2517,8997847.311,0.65,0.158463436,17.0,16.51,11.71,20011209,A,O,T08,15.41,15.41,feldpausch_regional,0.18,default,0.0,17.0,15.41
JAM_A01,56,Helicostylis sp.,Moraceae,522194.6934,8997845.894,0.65,0.029324934,8.2,13.13,9.47,20011209,A,O,T08,9.19,9.19,feldpausch_regional,0.18,default,0.0,8.2,9.19
JAM_A01,57,Neea oppositifolia,Nyctaginaceae,522195.6034,8997838.818,0.89,0.034034679,8.1,11.42,6.01,20011209,A,O,T08,9.1,9.1,feldpausch_regional,0.18,default,0.0,8.1,9.1
JAM_A01,58,Euterpe oleracea,Arecaceae,522195.3983,8997835.61,,0.054053569,15.8,20.94,16.15,20011209,A,P,T08,14.66,14.66,feldpausch_regional,0.18,default,0.0,15.8,14.66
JAM_A01,59,Bocageopsis multiflora,Annonaceae,522193.1253,8997824.538,0.64,0.647739268,25.9,29.63,20.26,20011209,A,O,T08,20.24,20.24,feldpausch_regional,0.18,default,0.0,25.9,20.24
JAM_A01,60,Protium paniculatum,Burseraceae,522196.2276,8997821.129,0.49,0.036963695,10.5,13.44,4.38,20011209,A,O,T08,11.0,11.0,feldpausch_regional,0.18,default,0.0,10.5,11.0
JAM_A01,61,Guatteria schomburgkiana,Annonaceae,522196.3557,8997813.429,0.6,0.052769855,10.0,17.28,11.65,20011209,A,O,T08,10.62,10.62,feldpausch_regional,0.18,default,0.0,10.0,10.62
JAM_A01,62,Helicostylis sp.,Moraceae,522195.214,8997804.691,0.65,0.205215038,16.8,21.89,17.41,20011209,A,O,T08,15.29,15.29,feldpausch_regional,0.18,default,0.0,16.8,15.29
JAM_A01,63,Tetragastris altissima,Burseraceae,522196.9955,8997791.838,0.71,0.032384015,9.1,10.85,7.9,20011209,A,O,T08,9.92,9.92,feldpausch_regional,0.18,default,0.0,9.1,9.92
JAM_A01,64,Tetragastris altissima,Burseraceae,522196.0226,8997790.909,0.71,0.045161739,10.0,12.54,7.63,20011209,A,O,T08,10.62,10.62,feldpausch_regional,0.18,default,0.0,10.0,10.62
JAM_A01,65,Licania canescens,Chrysobalanaceae,522196.8408,8997786.932,0.88,0.012157786,5.6,8.66,5.4,20011209,A,O,T08,6.9,6.9,feldpausch_regional,0.18,default,0.0,5.6,6.9
JAM_A01,66,Jacaranda copaia,Bignoniaceae,522196.9704,8997785.935,0.35,0.372165667,28.1,26.19,11.17,20011209,A,O,T08,21.28,21.28,feldpausch_regional,0.18,default,0.0,28.1,21.28
JAM_A01,67,Clarisia racemosa,Moraceae,522192.5087,8997767.695,0.59,3.942381327,61.2,35.32,28.33,20011209,A,O,T08,32.22,32.22,feldpausch_regional,0.18,default,0.0,61.2,32.22
JAM_A01,68,Protium paniculatum,Burseraceae,522197.7271,8997767.149,0.49,0.052627927,12.6,13.29,7.64,20011209,A,O,T08,12.53,12.53,feldpausch_regional,0.18,default,0.0,12.6,12.53
JAM_A01,69,Tetragastris altissima,Burseraceae,522197.7656,8997765.85,0.71,0.127447389,14.8,16.15,8.95,20011209,A,O,T08,14.02,14.02,feldpausch_regional,0.18,default,0.0,14.8,14.02
JAM_A01,70,Brosimum rubescens,Moraceae,522196.9926,8997764.927,0.83,0.289171573,29.5,7.91,4.42,20011209,A,O,T08,21.91,21.91,feldpausch_regional,0.18,default,0.0,29.5,21.91
JAM_A01,71,Tetragastris altissima,Burseraceae,522197.6072,8997764.445,0.71,0.007068718,5.5,6.49,4.5,20011209,A,O,T08,6.81,6.81,feldpausch_regional,0.18,default,0.0,5.5,6.81
JAM_A01,72,Brosimum rubescens,Moraceae,522197.4213,8997753.834,0.83,0.051476313,8.4,17.37,10.85,20011209,A,O,T08,9.35,9.35,feldpausch_regional,0.18,default,0.0,8.4,9.35
JAM_A01,73,NI,NI,522198.2884,8997741.455,0.6,0.107698073,33.2,3.34,,20011209,D,O,T08,23.48,23.48,feldpausch_regional,0.18,default,0.0,33.2,23.48
JAM_A01,74,Ormosia grossa,Fabaceae,522198.8208,8997726.864,0.62,0.331455904,27.0,14.39,10.87,20011209,A,O,T08,20.76,20.76,feldpausch_regional,0.18,default,0.0,27.0,20.76
JAM_A01,75,Minquartia guianensis,Olacaceae,522198.7372,8997719.558,0.77,0.072238594,11.6,13.7,7.98,20011209,A,O,T08,11.82,11.82,feldpausch_regional,0.18,default,0.0,11.6,11.82
JAM_A01,76,Pouteria gongrijpii,Sapotaceae,522199.0474,8997712.464,0.8,0.015652584,7.0,7.85,4.24,20011209,A,O,T08,8.17,8.17,feldpausch_regional,0.18,default,0.0,7.0,8.17
JAM_A01,77,Tetragastris altissima,Burseraceae,522198.9652,8997711.862,0.71,0.589953303,28.5,20.16,12.38,20011209,A,O,T08,21.46,21.46,feldpausch_regional,0.18,default,0.0,28.5,21.46
JAM_A01,78,Sagotia racemosa,Euphorbiaceae,522199.3043,8997707.17,0.58,0.017236784,8.8,7.54,4.94,20011209,A,O,T08,9.68,9.68,feldpausch_regional,0.18,default,0.0,8.8,9.68
JAM_A01,79,Guatteria schomburgkiana,Annonaceae,522198.4403,8997705.944,0.6,0.026865647,8.7,11.62,8.41,20011209,A,O,T08,9.6,9.6,feldpausch_regional,0.18,default,0.0,8.7,9.6
JAM_A01,80,Theobroma subincanum,Malvaceae,522199.3384,8997699.267,0.47,0.022023898,8.2,13.69,8.42,20011209,A,O,T08,9.19,9.19,feldpausch_regional,0.18,default,0.0,8.2,9.19
JAM_A01,81,Sacoglottis guianensis,Humiriaceae,522199.1622,8997698.462,0.84,0.250940172,19.7,15.12,10.34,20011209,A,O,T08,17.0,17.0,feldpausch_regional,0.18,default,0.0,19.7,17.0
JAM_A01,82,Inga marginata,Fabaceae,522199.7656,8997708.484,0.57,0.013819544,6.9,9.95,5.83,20011209,A,O,T08,8.08,8.08,feldpausch_regional,0.18,default,0.0,6.9,8.08
JAM_A01,83,Tachigali alba,Fabaceae,522199.5235,8997713.279,0.56,0.008384811,5.7,9.05,5.81,20011209,A,O,T08,6.99,6.99,feldpausch_regional,0.18,default,0.0,5.7,6.99
JAM_A01,84,Mayna odorata,Flacourtiaceae,522199.4576,8997718.879,0.62,0.012597628,8.7,5.27,3.99,20011209,A,O,T08,9.6,9.6,feldpausch_regional,0.18,default,0.0,8.7,9.6
JAM_A01,85,Erisma uncinatum,Vochysiaceae,522201.0798,8997721.529,0.51,0.136787015,18.7,15.07,9.36,20011209,A,O,T08,16.42,16.42,feldpausch_regional,0.18,default,0.0,18.7,16.42
JAM_A01,86,Nectandra cuspidata,Lauraceae,522200.0566,8997722.299,0.56,0.022631543,9.0,9.8,5.63,20011209,A,O,T08,9.84,9.84,feldpausch_regional,0.18,default,0.0,9.0,9.84
JAM_A01,87,Helicostylis sp.,Moraceae,522199.4272,8997723.28,0.65,0.445815749,25.9,20.01,12.67,20011209,A,O,T08,20.24,20.24,feldpausch_regional,0.18,default,0.0,25.9,20.24
JAM_A01,88,Helicostylis sp.,Moraceae,522202.0734,8997735.264,0.65,0.14426225,26.0,6.43,3.52,20011209,A,O,T08,20.29,20.29,feldpausch_regional,0.18,default,0.0,26.0,20.29
JAM_A01,89,NI,NI,522200.0669,8997742.208,0.7,0.02693581,15.0,3.55,,20011209,D,O,T08,14.15,14.15,feldpausch_regional,0.18,default,0.0,15.0,14.15
JAM_A01,90,Tachigali alba,Fabaceae,522198.9599,8997749.178,0.56,0.103077718,15.8,14.48,9.29,20011209,A,O,T08,14.66,14.66,feldpausch_regional,0.18,default,0.0,15.8,14.66
JAM_A01,91,Protium paniculatum,Burseraceae,522197.9137,8997774.358,0.49,0.024788201,9.0,12.27,8.99,20011209,A,O,T08,9.84,9.84,feldpausch_regional,0.18,default,0.0,9.0,9.84
JAM_A01,92,NI,NI,522198.1017,8997788.27,0.62,0.027017242,9.2,10.11,7.5,20011209,A,O,T08,10.0,10.0,feldpausch_regional,0.18,default,0.0,9.2,10.0
JAM_A01,93,NI,NI,522197.3946,8997795.252,0.58,1.630031256,56.3,26.53,,20011209,D,O,T08,31.01,31.01,feldpausch_regional,0.18,default,0.0,56.3,31.01
JAM_A01,94,Pterocarpus sp.,Fabaceae,522196.5527,8997813.535,0.51,0.047173204,11.0,14.95,11.36,20011209,A,O,T08,11.38,11.38,feldpausch_regional,0.18,default,0.0,11.0,11.38
JAM_A01,95,Tachigali alba,Fabaceae,522197.9861,8997819.18,0.56,1.623674628,44.6,28.62,17.08,20011209,A,O,T08,27.63,27.63,feldpausch_regional,0.18,default,0.0,44.6,27.63
JAM_A01,96,Virola melinoni,Myristicaceae,522196.2913,8997825.732,0.48,0.116834612,15.1,21.14,15.63,20011209,A,O,T08,14.21,14.21,feldpausch_regional,0.18,default,0.0,15.1,14.21
JAM_A01,97,Eschweilera coriacea,Lecythidaceae,522197.2486,8997844.069,0.85,0.500741249,29.1,13.64,7.73,20011209,A,O,T08,21.73,21.73,feldpausch_regional,0.18,default,0.0,29.1,21.73
JAM_A01,98,Tetragastris altissima,Burseraceae,522194.8207,8997882.114,0.71,0.025210873,8.3,10.16,6.75,20011209,A,O,T08,9.27,9.27,feldpausch_regional,0.18,default,0.0,8.3,9.27
JAM_A01,99,Annona exsucca,Annonaceae,522195.0117,8997882.419,0.44,0.057366364,15.7,10.34,6.82,20011209,A,O,T08,14.6,14.6,feldpausch_regional,0.18,default,0.0,15.7,14.6
JAM_A01,100,NI,NI,522194.8969,8997882.916,0.58,0.077951306,24.7,4.84,,20011209,D,O,T08,19.65,19.65,feldpausch_regional,0.18,default,0.0,24.7,19.65
JAM_A01,101,Neea oppositifolia,Nyctaginaceae,522195.0805,8997890.225,0.89,0.419663391,23.6,16.58,9.07,20011209,A,O,T08,19.1,19.1,feldpausch_regional,0.18,default,0.0,23.6,19.1
JAM_A01,102,Tachigali paniculata,Fabaceae,522195.3264,8997854.917,0.56,0.293371326,22.4,20.51,13.45,20011209,A,O,T08,18.47,18.47,feldpausch_regional,0.18,default,0.0,22.4,18.47
JAM_A01,103,Tachigali myrmecophila,Fabaceae,522194.1505,8997908.105,0.48,3.574848975,66.7,33.17,17.87,20011209,A,O,T08,33.46,33.46,feldpausch_regional,0.18,default,0.0,66.7,33.46
JAM_A01,104,NI,NI,522194.0409,8997911.804,0.6,1.326972839,45.5,33.32,,20011209,D,O,T08,27.91,27.91,feldpausch_regional,0.18,default,0.0,45.5,27.91
JAM_A01,105,Sacoglottis guianensis,Humiriaceae,522193.5426,8997918.492,0.84,0.376742827,18.7,25.2,14.6,20011209,A,O,T08,16.42,16.42,feldpausch_regional,0.18,default,0.0,18.7,16.42
JAM_A01,106,NI,NI,522200.9853,8997923.915,0.7,4.07912598,70.0,37.99,,20011209,D,O,T08,34.15,34.15,feldpausch_regional,0.18,default,0.0,70.0,34.15
JAM_A01,107,Tachigali paniculata,Fabaceae,522192.9739,8997937.683,0.56,0.080578133,12.0,19.63,13.27,20011209,A,O,T08,12.11,12.11,feldpausch_regional,0.18,default,0.0,12.0,12.11
JAM_A01,108,Helicostylis sp.,Moraceae,522192.8562,8997938.28,0.65,0.15713492,16.0,18.48,9.48,20011209,A,O,T08,14.79,14.79,feldpausch_regional,0.18,default,0.0,16.0,14.79
JAM_A01,109,Helicostylis sp.,Moraceae,522192.9206,8997939.483,0.65,0.083536977,11.2,20.05,13.75,20011209,A,O,T08,11.53,11.53,feldpausch_regional,0.18,default,0.0,11.2,11.53
JAM_A01,110,Helicostylis sp.,Moraceae,522192.9142,8997943.878,0.65,0.040098628,11.0,9.98,7.04,20011209,A,O,T08,11.38,11.38,feldpausch_regional,0.18,default,0.0,11.0,11.38
JAM_A01,111,Inga alba,Fabaceae,522200.0756,8997945.869,0.59,5.858992603,70.5,39.52,18.85,20011209,A,O,T08,34.25,34.25,feldpausch_regional,0.18,default,0.0,70.5,34.25
JAM_A01,112,NI,NI,522194.6033,8997960.536,0.6,0.077518668,20.3,7.45,,20011209,D,O,T08,17.33,17.33,feldpausch_regional,0.18,default,0.0,20.3,17.33
JAM_A01,113,NI,NI,522194.2357,8997961.647,0.6,0.016634696,12.0,4.1,2.84,20011209,D,O,T08,12.11,12.11,feldpausch_regional,0.18,default,0.0,12.0,12.11
JAM_A01,114,Pouteria gongrijpii,Sapotaceae,522194.5943,8997997.752,0.8,0.019780676,6.5,11.51,5.93,20011209,A,O,T08,7.72,7.72,feldpausch_regional,0.18,default,0.0,6.5,7.72
JAM_A01,115,NI,NI,522196.1248,8998012.414,0.6,0.048633116,23.0,3.1,,20011209,D,O,T08,18.79,18.79,feldpausch_regional,0.18,default,0.0,23.0,18.79
JAM_A01,116,Peltogyne leicointei,Fabaceae,522196.9122,8998018.793,0.76,0.30661413,17.2,26.67,19.51,20011209,A,O,T08,15.53,15.53,feldpausch_regional,0.18,default,0.0,17.2,15.53
JAM_A01,117,Pouteria gongrijpii,Sapotaceae,522197.1145,8998025.69,0.8,0.924838979,33.6,20.13,11.24,20011209,A,O,T08,23.65,23.65,feldpausch_regional,0.18,default,0.0,33.6,23.65
