site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,htot_feldpausch
FN_A01,91,Aspidosperma excelsum,Apocynaceae,70.991.149.578.952,86.416.039.145.048,64.0,33.27,21.61,False,O,32.87
FN_A01,92,Pouteria gongrijpii,Sapotaceae,710.031.704.346.816,8.641.700.535.076,15.5,16.01,11.18,False,O,14.47
FN_A01,93,Vochysia guianensis,Vochysiaceae,71.003.192.014.936,864.170.450.572,10.8,18.03,11.83,False,O,11.23
FN_A01,94,Neea oppositifolia,Nyctaginaceae,710.036.758.145.328,8.641.704.326.038,35.0,23.45,17.18,False,O,24.21
FN_A01,95,Casearia javitensis,Salicaceae,710.040.023.072.681,86.417.060.124.796,11.9,12.73,8.94,False,O,12.03
FN_A01,96,Jacaranda copaia,Bignoniaceae,71.004.513.810.416,864.170.552.466,43.8,24.41,18.37,False,O,27.37
FN_A01,97,Jacaranda copaia,Bignoniaceae,71.005.143.822.672,864.171.533.788,25.8,23.18,18.28,False,O,20.19
FN_A01,98,Albizia pedicellaris,Fabaceae,710.054.855.517.879,86.417.176.462.764,17.7,15.44,10.04,False,O,15.83
FN_A01,99,Jacaranda copaia,Bignoniaceae,710.055.202.813.756,8.641.721.988.418,14.9,17.08,10.83,False,O,14.08
FN_A01,100,Jacaranda copaia,Bignoniaceae,710.057.363.060.968,8.641.723.610.524,29.7,25.99,16.73,False,O,22.0
FN_A01,101,Miconia poeppigii,Melastomataceae,71.005.752.307.928,864.172.373.068,13.0,16.83,11.67,False,O,12.81
FN_A01,102,Neea oppositifolia,Nyctaginaceae,710.060.743.633.504,8.641.722.318.064,10.0,9.54,4.83,False,O,10.62
FN_A01,103,Bellucia grossularioides,Melastomataceae,710.062.384.925.408,8.641.722.527.828,12.6,18.68,11.73,False,O,12.53
FN_A01,104,Tachigali paniculata,Fabaceae,71.006.121.891.788,864.172.395.134,44.1,23.5,13.13,False,O,27.46
FN_A01,105,,,71.006.217.271.816,864.172.594.438,24.2,17.63,,True,O,19.4
FN_A01,106,Casearia javitensis,Salicaceae,710.062.042.881.944,864.172.610.242,14.6,17.9,11.33,False,O,13.89
FN_A01,107,Qualea paraensis,Vochysiaceae,71.006.915.370.528,864.171.585.704,42.9,9.26,4.95,False,O,27.07
FN_A01,108,Qualea paraensis,Vochysiaceae,7.100.771.115.104,864.171.414.822,54.5,25.0,23.34,False,O,30.54
FN_A01,109,,,710.095.249.532,864.169.705.776,37.0,17.73,,True,O,24.98
FN_A01,110,,,71.008.813.996.136,864.169.433.638,38.8,26.39,,True,O,25.64
FN_A01,111,Aniba parviflora,Lauraceae,710.067.013.561.832,8.641.682.486.772,50.0,42.3,17.96,False,O,29.28
FN_A01,112,Qualea paraensis,Vochysiaceae,7.100.567.495.886,864.168.753.626,42.8,23.14,15.08,False,O,27.04
FN_A01,113,,,7.100.620.203.672,864.167.751.898,43.0,31.88,,True,O,27.1
FN_A01,114,Qualea paraensis,Vochysiaceae,710.059.215.765.512,864.167.291.127,35.0,23.51,19.8,False,O,24.21
FN_A01,115,Qualea paraensis,Vochysiaceae,71.005.567.838.896,864.169.054.252,50.6,19.96,11.27,False,O,29.45
FN_A01,116,Qualea paraensis,Vochysiaceae,710.047.942.610.272,864.168.984.988,49.0,27.71,15.79,False,O,28.99
FN_A01,117,Goupia glabra,Goupiaceae,7.100.405.092.664,864.168.683.952,80.0,23.95,10.93,False,O,36.02
FN_A01,118,Qualea paraensis,Vochysiaceae,710.147.025.430.304,864.179.029.633.808,47.2,30.36,15.83,False,O,28.45
FN_A01,119,Qualea paraensis,Vochysiaceae,7.101.497.368.292,8.641.788.467.744,45.1,34.28,21.15,False,O,27.79
FN_A01,120,Aspidosperma excelsum,Apocynaceae,710.150.448.232.904,864.178.759.515.008,43.4,17.64,15.34,False,O,27.23
FN_A01,121,Erisma uncinatum,Vochysiaceae,710.154.995.543.736,864.178.218.252.872,40.7,20.51,16.29,False,O,26.32
FN_A01,122,Mezilaurus itauba,Lauraceae,710.155.598.164.896,864.178.889.712.192,69.0,20.14,15.01,False,O,33.95
FN_A01,123,,,71.016.391.368.108,86.417.860.736.596,50.4,12.83,,True,O,29.4
FN_A01,124,Aspidosperma excelsum,Apocynaceae,71.015.871.717.944,86.417.974.001.888,29.6,11.97,8.48,False,O,21.95
FN_A01,125,Guatteria schomburgkiana,Annonaceae,710.159.294.603.523,864.179.768.778.767,13.8,7.51,6.23,False,O,13.36
FN_A01,126,Ormosia coccinea,Fabaceae,710.157.270.086.016,864.179.887.122.032,16.1,17.11,11.06,False,O,14.85
FN_A01,127,,,710.160.992.845.536,864.180.027.931.872,10.0,3.46,,True,O,10.62
FN_A01,128,Ormosia grossa,Fabaceae,710.163.273.582.256,864.180.316.044.512,13.3,15.43,11.37,False,O,13.02
FN_A01,129,Tovomita sp.,Clusiaceae,710.170.360.832.496,864.180.572.555.392,10.7,13.07,10.37,False,O,11.15
FN_A01,130,Tovomita sp.,Clusiaceae,710.169.932.757.016,864.180.541.947.432,23.0,17.16,12.72,False,O,18.79
FN_A01,131,Protium paniculatum,Burseraceae,71.017.264.663.984,86.418.086.086.768,12.5,7.87,5.73,False,O,12.46
FN_A01,132,Qualea paraensis,Vochysiaceae,710.176.781.964.696,864.181.031.674.792,29.6,22.92,16.37,False,O,21.95
FN_A01,133,,,710.182.707.526.064,864.181.330.732.928,17.0,17.0,12.99,False,O,15.41
FN_A01,134,Aniba parviflora,Lauraceae,7.101.849.670.736,8.641.812.431.252,50.0,28.77,18.58,False,O,29.28
FN_A01,135,Aspidosperma spruceanum,Apocynaceae,710.188.316.738,864.182.105.264,16.0,17.9,12.95,False,O,14.79
FN_A01,136,,,7.101.975.511.872,8.641.800.259.284,54.5,24.55,,True,O,30.54
FN_A01,137,Qualea paraensis,Vochysiaceae,710.185.716.859.712,864.178.546.404.224,56.0,24.56,17.42,False,O,30.93
FN_A01,138,Qualea paraensis,Vochysiaceae,710.189.271.222.064,864.178.426.992.128,37.3,23.72,18.79,False,O,25.09
FN_A01,139,Erisma uncinatum,Vochysiaceae,7.101.990.927.848,8.641.781.349.116,78.4,24.54,17.48,False,O,35.74
FN_A01,140,Qualea paraensis,Vochysiaceae,710.213.844.051.728,864.178.579.605.056,74.0,32.88,21.1,False,O,34.94
FN_A01,141,,,7.102.053.140.168,8.641.773.319.556,60.2,4.09,,True,O,31.98
FN_A01,142,Pouteria gongrijpii,Sapotaceae,71.018.518.982.704,86.417.725.219.408,37.9,26.36,20.15,False,O,25.31
FN_A01,143,Dipteryx odorata,Fabaceae,71.018.075.144.848,86.417.781.097.496,38.7,30.18,18.9,False,O,25.61
FN_A01,144,,,710.173.249.557.136,864.177.759.245.672,47.0,,,True,O,28.38
FN_A01,145,Qualea paraensis,Vochysiaceae,710.170.313.635.792,864.176.160.874.584,66.0,18.1,,False,O,33.31
FN_A01,146,Qualea paraensis,Vochysiaceae,710.162.929.801.536,864.177.392.230.472,44.7,26.75,20.41,False,O,27.66
FN_A01,147,Nectandra cuspidata,Lauraceae,710.269.449.238.784,864.188.272.958.464,13.8,10.87,7.64,False,O,13.36
FN_A01,148,Protium heptaphyllum,Burseraceae,710.276.993.427.232,864.188.743.342.272,11.7,8.2,4.3,False,O,11.89
FN_A01,149,Casearia javitensis,Salicaceae,71.027.827.168.192,86.418.847.375.872,22.9,19.09,14.09,False,O,18.73
FN_A01,150,Pouteria gongrijpii,Sapotaceae,710.282.580.875.514,864.188.788.135.226,39.5,23.11,17.08,False,O,25.89
FN_A01,151,Protium heptaphyllum,Burseraceae,71.028.177.688.199,864.188.860.624.958,13.6,16.09,12.05,False,O,13.22
FN_A01,152,Tetragastris altissima,Burseraceae,710.278.832.909.376,864.189.011.524.896,18.5,14.32,,False,O,16.31
FN_A01,153,Swartzia laevicarpa,Fabaceae,710.285.359.136.672,864.189.204.224.512,17.5,17.89,16.2,False,O,15.71
FN_A01,154,Aniba parviflora,Lauraceae,7.102.891.661.928,8.641.893.803.484,49.7,28.98,22.08,False,O,29.19
FN_A01,155,,,710.291.297.506.576,864.189.609.786.096,14.1,,,False,L,13.56
FN_A01,156,Strychnos subcordata,Loganiaceae,71.029.331.365.328,86.418.968.199.568,19.0,15.25,11.46,False,O,16.6
FN_A01,157,Mouriri collocarpa,Melastomataceae,710.297.195.782,864.190.456.823,14.5,16.21,12.53,False,O,13.82
FN_A01,158,Helicostylis sp.,Moraceae,71.029.760.025.056,86.419.048.865.776,28.9,28.98,23.65,False,O,21.64
FN_A01,159,,,71.030.488.068.464,86.419.106.168.344,80.0,15.35,,True,O,36.02
FN_A01,160,Vochysia guianensis,Vochysiaceae,71.030.407.174.752,86.419.099.801.392,12.6,18.82,14.05,False,O,12.53
FN_A01,161,Qualea paraensis,Vochysiaceae,710.307.172.712,864.189.512.472,64.1,26.51,19.44,False,O,32.89
FN_A01,162,Qualea paraensis,Vochysiaceae,710.305.835.622.944,864.188.148.186.624,60.1,27.24,21.59,False,O,31.96
FN_A01,163,,,71.031.687.425.904,86.418.902.765.844,40.2,26.3,,True,O,26.14
FN_A01,164,Tetragastris altissima,Burseraceae,7.103.145.591.144,8.641.884.877.704,44.0,24.07,17.64,False,O,27.43
FN_A01,165,Qualea paraensis,Vochysiaceae,7.103.198.124.104,8.641.874.191.144,36.4,33.55,24.95,False,O,24.75
FN_A01,166,Qualea paraensis,Vochysiaceae,7.103.249.973.224,8.641.872.088.724,66.0,34.52,26.06,False,O,33.31
FN_A01,167,Qualea paraensis,Vochysiaceae,7.103.296.717.208,8.641.875.754.508,42.1,32.74,22.47,False,O,26.8
FN_A01,168,Aspidosperma excelsum,Apocynaceae,710.322.892.394.336,864.186.673.714.656,59.2,22.12,14.13,False,O,31.74
FN_A01,169,Dipteryx odorata,Fabaceae,710.303.479.584.032,864.186.630.892.672,54.3,26.79,19.27,False,O,30.48
FN_A01,170,Aspidosperma excelsum,Apocynaceae,710.302.767.323.552,864.185.095.861.792,41.8,25.45,17.48,False,O,26.7
FN_A01,171,Aspidosperma excelsum,Apocynaceae,7.102.872.824.984,8.641.860.990.744,47.8,32.91,20.54,False,O,28.63
FN_A01,172,,,71.028.293.342.864,86.418.649.705.744,46.6,15.44,,True,O,28.26
FN_A01,173,,,710.286.458.224.544,864.187.365.864.224,47.7,5.53,,True,O,28.6
FN_A01,174,Bowdichia nitida,Fabaceae,71.028.382.848.272,86.418.804.723.312,36.9,16.93,11.52,False,O,24.94
FN_A01,1,Pouteria gongrijpii,Sapotaceae,7.136.527.410.696,86.433.175.633.996,27.4,22.92,17.68,False,O,20.95
FN_A01,2,Pouteria gongrijpii,Sapotaceae,7.136.556.517.256,86.433.226.744.976,19.3,16.38,12.72,False,O,16.77
FN_A01,3,Protium paniculatum,Burseraceae,7.136.585.501.106,86.433.238.036.896,10.0,11.25,6.94,False,O,10.62
FN_A01,4,,,713.659.296.224,8.643.312.497.174,71.0,5.43,1.26,True,O,34.35
FN_A01,5,,,7.136.638.770.878,86.433.043.917.008,52.8,10.53,1.34,True,O,30.07
FN_A01,6,Myrciaria floribunda,Myrtaceae,7.136.602.094.912,86.433.265.185.152,11.6,13.93,7.0,False,O,11.82
FN_A01,7,Protium paniculatum,Burseraceae,71.366.066.079.012,864.332.820.780.832,10.4,11.51,5.85,False,O,10.93
FN_A01,8,Tovomita sp.,Clusiaceae,7.136.664.466.078,86.433.330.761.008,23.4,16.95,10.38,False,O,18.99
FN_A01,9,Fusaea longifolia,Annonaceae,71.367.255.610.864,864.333.435.443.464,27.2,19.72,13.59,False,O,20.86
FN_A01,10,Stryphnodendron pulcherrimum,Fabaceae,71.367.272.402.618,864.333.578.617.088,11.9,9.6,5.95,False,O,12.03
FN_A01,11,Pouteria gongrijpii,Sapotaceae,713.676.391.085,8.643.336.319.704,17.7,18.02,12.52,False,O,15.83
FN_A01,12,,,7.136.763.434.012,86.433.414.034.432,13.1,7.87,1.33,True,O,12.88
FN_A01,13,Protium heptaphyllum,Burseraceae,713.677.104.693,8.643.342.044.008,10.1,8.13,4.75,False,O,10.7
FN_A01,14,Cochlospermum vitifolium,Bixaceae,7.136.846.998.479,86.433.459.104.064,11.2,12.76,8.85,False,O,11.53
FN_A01,15,Protium heptaphyllum,Burseraceae,7.136.894.215.808,86.433.486.460.408,42.8,24.68,20.35,False,O,27.04
FN_A01,16,Aspidosperma excelsum,Apocynaceae,7.136.928.689.552,86.433.312.731.296,70.5,33.18,23.52,False,O,34.25
FN_A01,17,,,7.136.879.011.696,86.433.372.033.016,35.0,17.05,1.84,True,O,24.21
FN_A01,18,Pouteria gongrijpii,Sapotaceae,7.136.918.040.824,86.433.251.578.424,35.2,23.84,14.53,False,O,24.28
FN_A01,19,,,713.688.048.881,864.332.050.948,45.8,3.76,1.34,True,O,28.01
FN_A01,20,,,713.680.006.004,8.643.326.488.496,67.3,9.31,1.22,True,O,33.59
FN_A01,21,Endlicheria sp.,Lauraceae,713.679.143.774,8.643.330.935.024,44.1,29.49,18.62,False,O,27.46
FN_A01,22,,,71.366.861.599.892,864.332.841.310.712,55.8,5.13,0.91,True,O,30.88
FN_A01,23,,,7.136.672.152.472,86.433.219.747.184,46.0,5.63,1.26,True,O,28.07
FN_A01,24,,,713.676.596.976,8.643.289.956.904,54.5,3.49,1.24,True,O,30.54
FN_A01,25,,,71.367.474.181.556,864.330.730.550.216,57.2,10.84,1.76,True,O,31.24
FN_A01,26,,,71.376.859.275.116,86.434.154.569.692,48.1,28.89,1.89,True,O,28.72
FN_A01,27,,,71.376.939.834.832,86.434.160.428.184,10.8,6.32,1.47,True,O,11.23
FN_A01,28,Protium heptaphyllum,Burseraceae,71.377.407.147.126,86.434.144.169.202,11.6,11.77,6.29,False,O,11.82
FN_A01,29,Ormosia sp.,Fabaceae,71.378.256.571.424,86.434.218.602.688,12.2,14.44,8.9,False,O,12.25
FN_A01,30,Casearia javitensis,Salicaceae,7.137.838.990.972,8.643.426.588.104,10.4,15.75,12.11,False,O,10.93
FN_A01,31,Qualea paraensis,Vochysiaceae,71.378.690.954.148,86.434.237.719.396,15.3,14.02,9.86,False,O,14.34
FN_A01,32,Tachigali myrmecophila,Fabaceae,713.790.877.491.232,864.342.791.395.784,19.6,23.06,18.94,False,O,16.94
FN_A01,33,,,7.137.959.830.546,8.643.435.375.842,28.8,19.09,1.8,True,O,21.59
FN_A01,34,Aniba parviflora,Lauraceae,713.797.736.724.672,864.343.290.972.064,16.0,18.03,13.27,False,O,14.79
FN_A01,35,,,713.795.324.136.248,864.343.240.106.776,10.7,,,False,L,11.15
FN_A01,36,,,713.799.361.993.888,864.343.658.701.056,21.2,13.39,1.49,True,O,17.83
FN_A01,37,Ormosia sp.,Fabaceae,713.784.785.254.076,864.342.723.253.812,18.4,17.9,8.58,False,O,16.25
FN_A01,38,Pouteria gongrijpii,Sapotaceae,713.799.930.480.684,864.343.824.650.308,12.5,23.29,16.64,False,O,12.46
FN_A01,39,Sacoglottis guianensis,Humiriaceae,713.801.135.313.392,864.343.787.726.304,11.1,14.49,10.85,False,O,11.45
FN_A01,40,Xylopia amazonica,Annonaceae,713.801.461.115.288,864.343.935.961.656,18.9,29.07,22.33,False,O,16.54
FN_A01,41,Pouteria gongrijpii,Sapotaceae,713.802.989.238.328,864.343.922.616.336,24.1,26.3,20.84,False,O,19.35
FN_A01,42,Tachigali paniculata,Fabaceae,7.138.046.819.524,8.643.440.457.768,34.8,29.02,24.57,False,O,24.13
FN_A01,43,Casearia javitensis,Salicaceae,71.380.790.616.968,86.434.428.036.816,13.5,21.82,14.44,False,O,13.15
FN_A01,44,Aspidosperma excelsum,Apocynaceae,7.137.944.408.416,8.643.423.006.512,38.3,26.18,19.93,False,O,25.46
FN_A01,45,Aspidosperma excelsum,Apocynaceae,71.379.045.114.348,86.434.037.603.676,42.3,23.54,15.83,False,O,26.87
FN_A01,46,Tachigali paniculata,Fabaceae,7.137.893.050.542,8.643.395.351.814,38.0,32.3,19.75,False,O,25.35
FN_A01,47,Aniba parviflora,Lauraceae,713.792.080.719.632,864.339.361.250.184,38.0,29.32,21.1,False,O,25.35
FN_A01,48,Sacoglottis guianensis,Humiriaceae,713.781.068.989.467,864.341.989.227.447,49.3,25.36,20.1,False,O,29.08
FN_A01,49,,,713.806.304.439.096,864.341.165.349.552,51.0,3.65,1.42,True,O,29.57
FN_A01,50,Qualea paraensis,Vochysiaceae,71.383.222.772.488,86.434.120.047.456,36.1,28.51,15.73,False,O,24.63
FN_A01,51,,,71.389.423.832.368,86.435.103.598.608,24.2,5.09,1.37,True,O,19.4
FN_A01,52,Protium heptaphyllum,Burseraceae,713.892.524.710.354,864.351.299.132.241,18.1,14.76,9.59,False,O,16.07
FN_A01,53,,,71.389.840.963.208,86.435.148.846.048,39.4,26.22,2.48,True,O,25.86
FN_A01,54,Aniba parviflora,Lauraceae,713.904.048.414.524,864.351.919.570.744,25.2,25.0,17.17,False,O,19.9
FN_A01,55,,,71.390.726.038.392,86.435.193.581.472,17.4,18.36,2.73,True,O,15.65
FN_A01,56,Aspidosperma excelsum,Apocynaceae,71.390.893.119.054,86.435.206.722.264,70.7,28.76,19.08,False,O,34.29
FN_A01,57,,,713.907.934.390.592,864.352.113.252.352,14.4,,,False,L,13.76
FN_A01,58,,,713.907.813.567.976,864.352.228.182.656,27.7,19.22,2.13,True,O,21.09
FN_A01,59,Maquira coriacea,Moraceae,713.908.650.663.648,864.352.418.474.688,13.6,12.7,8.97,False,O,13.22
FN_A01,60,,,713.909.011.178.912,864.352.571.289.472,21.5,6.36,1.85,True,O,17.99
FN_A01,61,Tachigali myrmecophila,Fabaceae,71.391.156.562.768,86.435.277.225.408,36.8,28.11,15.3,False,O,24.9
FN_A01,62,,,713.917.410.157.816,864.352.858.570.296,10.7,10.71,7.64,False,O,11.15
FN_A01,63,,,713.917.376.892.616,864.352.980.442.496,63.3,8.41,1.11,True,O,32.71
FN_A01,64,Calophyllum brasiliense,Calophyllaceae,71.392.114.481.056,86.435.352.587.136,14.9,18.33,11.77,False,O,14.08
FN_A01,65,Casearia javitensis,Salicaceae,713.922.984.138.536,864.353.296.992.616,21.2,23.86,18.33,False,O,17.83
FN_A01,66,Casearia javitensis,Salicaceae,713.924.258.191.272,864.353.397.203.432,19.4,22.05,9.98,False,O,16.83
FN_A01,67,Protium paniculatum,Burseraceae,713.923.645.627.872,864.353.598.078.432,10.1,9.58,6.82,False,O,10.7
FN_A01,68,Pouteria gongrijpii,Sapotaceae,713.926.143.273.536,864.353.670.014.016,12.0,15.21,9.88,False,O,12.11
FN_A01,69,,,713.897.235.287.304,864.350.774.292.024,43.5,4.75,1.57,True,O,27.27
FN_A01,70,Tetragastris altissima,Burseraceae,713.901.130.510.688,864.349.837.299.528,40.2,19.34,13.73,False,O,26.14
FN_A01,71,,,713.910.481.972.094,864.349.353.815.846,44.5,10.17,1.81,True,O,27.59
FN_A01,72,Aspidosperma excelsum,Apocynaceae,713.911.791.384.912,864.350.053.275.072,37.7,21.35,15.83,False,O,25.24
FN_A01,73,,,713.937.219.415.193,864.350.408.090.717,86.5,25.83,2.36,True,O,37.08
FN_A01,74,Hymenolobium petraeum,Fabaceae,713.935.203.517.376,864.350.822.070.256,41.6,28.14,14.94,False,O,26.63
FN_A01,75,Dipteryx odorata,Fabaceae,713.937.571.480.169,864.351.182.121.773,37.4,29.2,20.29,False,O,25.13
FN_A01,76,Goupia glabra,Goupiaceae,71.393.561.673.192,86.435.192.461.152,50.3,23.05,16.15,False,O,29.37
FN_A01,77,Casearia javitensis,Salicaceae,714.009.109.870.656,864.359.984.094.496,32.8,17.9,10.9,False,O,23.32
FN_A01,78,Pouteria gongrijpii,Sapotaceae,714.014.043.400.528,864.360.239.157.648,11.9,9.34,5.38,False,O,12.03
FN_A01,79,Strychnos subcordata,Loganiaceae,7.140.160.805.322,8.643.602.691.282,12.8,11.63,7.3,False,O,12.67
FN_A01,80,Myrcia deflexa,Myrtaceae,7.140.172.542.864,8.643.603.606.984,26.7,13.14,12.64,False,O,20.62
FN_A01,81,Pouteria gongrijpii,Sapotaceae,714.021.069.108.909,864.360.965.889.421,19.4,12.66,10.05,False,O,16.83
FN_A01,82,Bowdichia nitida,Fabaceae,71.402.554.600.112,86.436.139.057.792,16.4,16.58,9.65,False,O,15.04
FN_A01,83,Tetragastris panamensis,Burseraceae,714.025.936.852.088,864.361.548.326.808,16.9,8.92,7.45,False,O,15.35
FN_A01,84,Ocotea cernua,Lauraceae,71.402.969.513.524,86.436.158.589.284,12.6,13.77,6.58,False,O,12.53
FN_A01,85,Vochysia guianensis,Vochysiaceae,7.140.329.043.424,8.643.615.816.344,15.6,12.05,6.18,False,O,14.54
FN_A01,86,Nectandra cuspidata,Lauraceae,71.403.204.326.428,86.436.176.860.748,12.9,11.75,6.62,False,O,12.74
FN_A01,87,,,71.403.619.115.712,86.436.196.477.392,19.4,9.61,0.55,True,O,16.83
FN_A01,88,Bellucia grossularioides,Melastomataceae,714.043.391.134.528,864.362.525.751.648,18.2,13.01,7.39,False,O,16.13
FN_A01,89,Tetragastris altissima,Burseraceae,714.041.516.891.632,864.362.757.509.712,11.5,8.27,5.65,False,O,11.75
FN_A01,90,Bellucia grossularioides,Melastomataceae,714.044.721.565.136,864.362.629.410.576,12.2,12.48,6.97,False,O,12.25
FN_A01,91,Bellucia grossularioides,Melastomataceae,714.044.721.565.136,864.362.629.410.576,12.7,11.69,7.52,False,O,12.6
FN_A01,92,,,71.401.634.762.992,86.435.899.574.432,36.8,13.98,0.56,True,O,24.9
FN_A01,93,Aspidosperma excelsum,Apocynaceae,714.018.528.527.296,864.359.427.512.736,39.0,15.18,9.31,False,O,25.71
FN_A01,94,,,714.025.048.864.296,864.358.241.652.136,56.1,4.02,0.68,True,O,30.96
FN_A01,95,Albizia pedicellaris,Fabaceae,714.031.206.422.502,864.358.461.979.078,40.6,23.13,14.83,False,O,26.28
FN_A01,96,,,714.049.113.450.059,864.358.623.523.467,75.4,2.03,0.34,True,O,35.2
FN_A01,97,Qualea paraensis,Vochysiaceae,71.407.165.596.768,86.435.931.913.488,59.5,26.6,16.01,False,O,31.81
FN_A01,91,Endlicheria ruforamula,Lauraceae,80.561.519.426.324,868.885.754.427.596,17.4,21.93,15.81,False,O,15.65
FN_A01,92,Endlicheria ruforamula,Lauraceae,805.615.406.166,86.888.602.476.768,16.7,23.51,19.37,False,O,15.22
FN_A01,93,Helicostylis sp.,Moraceae,805.615.306.841.176,86.888.602.458.175,16.8,24.44,18.8,False,O,15.29
FN_A01,94,Guatteria schomburgkiana,Annonaceae,805.615.380.722,86.888.606.193.656,17.7,18.18,12.63,False,O,15.83
FN_A01,95,,,80.561.123.274.784,868.886.297.359.016,14.5,14.22,,True,O,13.82
FN_A01,96,Pouteria sp.,Sapotaceae,8.056.121.227.808,86.888.644.808.312,26.3,25.01,18.72,False,O,20.43
FN_A01,97,Endlicheria ruforamula,Lauraceae,80.561.111.249.272,868.886.465.376.128,10.1,12.65,7.41,False,O,10.7
FN_A01,98,Endlicheria ruforamula,Lauraceae,80.561.609.164.328,868.886.481.430.472,39.4,29.36,17.95,False,O,25.86
FN_A01,99,Micropholis venulosa,Sapotaceae,805.612.776.509.856,868.886.654.121.382,10.4,13.62,10.52,False,O,10.93
FN_A01,100,Bellucia grossularioides,Melastomataceae,805.613.604.207.776,868.887.046.139.091,15.4,14.42,11.08,False,O,14.41
FN_A01,101,Protium paniculatum,Burseraceae,8.056.106.915.998,86.888.705.343.602,14.2,22.27,15.47,False,O,13.62
FN_A01,102,Guatteria schomburgkiana,Annonaceae,80.561.051.121.712,868.887.305.461.688,11.1,20.85,16.12,False,O,11.45
FN_A01,103,Cecropia palmata,Urticaceae,805.612.402.406,8.688.874.739.164,18.4,19.57,16.68,False,O,16.25
FN_A01,104,,,8.056.154.823.824,86.888.738.175.576,50.5,3.5,,True,O,29.43
FN_A01,105,Ocotea cernua,Lauraceae,8.056.101.237.284,86.888.784.685.016,15.8,17.29,13.3,False,O,14.66
FN_A01,106,Endlicheria ruforamula,Lauraceae,80.561.212.200.644,868.887.874.386.236,12.8,17.09,12.71,False,O,12.67
FN_A01,107,Casearia javitensis,Salicaceae,80.561.396.858,8.688.881.248.094,12.4,15.53,11.55,False,O,12.39
FN_A01,108,Strychnos subcordata,Loganiaceae,80.561.177.639.768,868.888.367.988.592,12.1,13.24,10.21,False,O,12.18
FN_A01,109,Diospyros guianensis,Ebenaceae,8.056.097.896.864,86.888.831.356.436,25.9,23.54,16.94,False,O,20.24
FN_A01,110,Protium paniculatum,Burseraceae,805.610.571.574,8.688.886.391.686,10.5,9.34,4.77,False,O,11.0
FN_A01,111,Pouteria gongrijpii,Sapotaceae,80.561.756.681.096,868.888.807.251.664,44.7,25.57,15.87,False,O,27.66
FN_A01,112,Neea oppositifolia,Nyctaginaceae,8.056.110.330.128,86.888.942.969.932,11.0,13.28,9.38,False,O,11.38
FN_A01,113,Pouteria gongrijpii,Sapotaceae,8.056.099.444.904,86.888.952.492.656,17.5,16.91,13.38,False,O,15.71
FN_A01,114,Casearia javitensis,Salicaceae,805.609.746.464,8.688.898.046.396,16.8,19.68,15.13,False,O,15.29
FN_A01,115,Protium paniculatum,Burseraceae,8.056.094.824.288,86.889.017.759.032,17.4,13.97,6.25,False,O,15.65
FN_A01,116,Nectandra cuspidata,Lauraceae,8.056.374.851.076,86.888.964.916.584,40.1,30.24,20.12,False,O,26.11
FN_A01,117,Goupia glabra,Goupiaceae,80.564.418.929,868.888.378.592,117.7,37.26,18.82,False,O,40.9
FN_A01,118,Erisma uncinatum,Vochysiaceae,8.056.571.045.792,86.888.916.336.848,66.7,32.11,21.15,False,O,33.46
FN_A01,119,Erisma uncinatum,Vochysiaceae,8.056.273.408.148,86.888.948.931.632,62.4,28.58,16.86,False,O,32.5
FN_A01,120,Erisma uncinatum,Vochysiaceae,805.618.369.444,8.688.891.385.832,56.5,25.44,15.9,False,O,31.06
FN_A01,121,Erisma uncinatum,Vochysiaceae,805.609.746.464,8.688.898.046.396,72.8,36.16,20.65,False,O,34.71
