site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2015,dead_2015,hcom_2015,htot_2015,date_2015,dbh_2016,dead_2016,date_2016,dbh_2018,dead_2018,date_2018,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A01,003b,Brosimum guianense,Moraceae,727931.3880296,9683094.690188,O,11.0,False,,,20151211.0,,,,12.7,False,20180830,3,12.6,12.03,local_fit,0.567,observed,-3.0,11.0,10.87
TAP_A01,004a,,,727907.75662992,9683088.3245056,O,13.0,True,,9.75,20151211.0,,,,,True,20180830,3,,9.75,measured,0.167,site_median,-3.0,,
TAP_A01,004b,Quiina florida,Ochnaceae,727931.3880296,9683094.690188,O,11.7,False,,,20151211.0,,,,13.7,False,20180830,3,13.29,12.47,local_fit,0.667,observed,-3.0,11.7,11.16
TAP_A01,005a,Quiina florida,Ochnaceae,727905.6604694,9683090.750282,O,15.0,False,6.91,11.76,20151211.0,,,,,True,20180830,3,,11.76,measured,0.167,site_median,-3.0,,
TAP_A01,005b,Handroanthus serratifolius,Bignoniaceae,727931.7778398,9683093.751794,O,33.8,False,,,20151211.0,,,,33.7,False,20180830,3,23.69,23.08,local_fit,0.0,observed,-3.0,33.7,23.08
TAP_A01,006a,Maquira coriacea,Moraceae,727907.112886848,9683089.94884864,O,14.1,False,9.31,15.83,20151211.0,,,,14.7,False,20180830,3,13.95,15.83,measured,0.2,observed,-3.0,14.1,15.39
TAP_A01,006b,Quiina florida,Ochnaceae,727928.146633144,9683099.75334792,O,14.7,False,,,20151211.0,,,,15.0,False,20180830,3,14.15,14.24,local_fit,0.1,observed,-3.0,14.7,14.04
TAP_A01,007a,Pouteria gongrijpii,Sapotaceae,727912.1646314398,9683091.5288192,O,14.0,False,4.79,16.53,20151211.0,,,,14.6,False,20180830,3,13.89,16.53,measured,0.2,observed,-3.0,14.0,16.05
TAP_A01,007b,Dialium guianense,Fabaceae,727921.72574904,9683098.7811872,O,45.0,False,11.08,22.53,20151211.0,,,,48.5,False,20180830,3,28.84,22.53,measured,1.167,observed,-3.0,45.0,21.69
TAP_A01,008a,Manilkara huberi,Sapotaceae,727909.0298274,9683093.690342,O,16.5,False,11.78,20.25,20151211.0,,,,17.8,False,20180830,3,15.89,20.25,measured,0.433,observed,-3.0,16.5,19.24
TAP_A01,008b,Casearia javitensis,Salicaceae,727926.631829152,9683103.40698336,O,15.5,False,,,20151211.0,,,,15.3,False,20180830,3,14.34,14.68,local_fit,0.0,observed,-3.0,15.3,14.68
TAP_A01,009a,Nectandra cuspidata,Lauraceae,727904.94799716,9683092.5519788,O,16.9,False,,,20151211.0,,,,17.1,False,20180830,3,15.47,15.44,local_fit,0.067,observed,-3.0,16.9,15.32
TAP_A01,009b,Maquira coriacea,Moraceae,727924.9685684129,9683105.2318255,O,24.0,False,,,20151211.0,,,,25.5,False,20180830,3,20.05,18.92,local_fit,0.5,observed,-3.0,24.0,18.21
TAP_A01,010a,"Pouteria sp,",Sapotaceae,727904.59176104,9683093.4528272,O,12.3,False,,,20151211.0,,,,12.7,False,20180830,3,12.6,12.84,local_fit,0.133,observed,-3.0,12.3,12.55
TAP_A01,010b,Sloanea guianensis,Elaeocarpaceae,727918.0563971889,9683105.80584636,O,35.8,False,8.699999999999998,16.67,20151211.0,,,,36.7,False,20180830,3,24.86,16.67,measured,0.3,observed,-3.0,35.8,16.44
TAP_A01,011a,,,727905.2531846398,9683094.6413952,O,12.9,False,,,20151211.0,,,,13.1,False,20180830,3,12.88,13.2,local_fit,0.067,observed,-3.0,12.9,13.06
TAP_A01,011b,Chamaecrista xinguensis,Fabaceae,727916.16396378,9683109.6047954,O,36.9,False,17.15,24.51,20151211.0,,,,36.7,False,20180830,3,24.86,24.51,measured,0.0,observed,-3.0,36.7,24.51
TAP_A01,012a,Quiina florida,Ochnaceae,727901.7985164,9683097.663092,O,19.4,False,,,20151211.0,,,,20.1,False,20180830,3,17.22,16.72,local_fit,0.233,observed,-3.0,19.4,16.34
TAP_A01,012b,Talisia longifolia,Sapindaceae,727925.17811304,9683112.3561872,O,21.4,False,,,20151211.0,,,,20.8,False,20180830,3,17.61,17.7,local_fit,0.0,observed,-3.0,20.8,17.7
TAP_A01,013a,Ormosia nobilis,Fabaceae,727898.09950176,9683095.5941568,O,19.1,False,,,20151211.0,,,,20.1,False,20180830,3,17.22,16.57,local_fit,0.333,observed,-3.0,19.1,16.02
TAP_A01,013b,Quiina florida,Ochnaceae,727925.378427468,9683112.41732924,O,13.4,False,,,20151211.0,,,,13.7,False,20180830,3,13.29,13.49,local_fit,0.1,observed,-3.0,13.4,13.28
TAP_A01,014a,Maquira coriacea,Moraceae,727896.3903536,9683097.084668,O,12.0,False,,,20151211.0,,,,12.1,False,20180830,3,12.18,12.66,local_fit,0.033,observed,-3.0,12.0,12.59
TAP_A01,014b,Nectandra cuspidata,Lauraceae,727919.59393056,9683112.2258408,O,25.7,False,,,20151211.0,,,,26.4,False,20180830,3,20.48,19.69,local_fit,0.233,observed,-3.0,25.7,19.36
TAP_A01,015a,Maquira coriacea,Moraceae,727895.07658744,9683091.7641992,O,12.6,False,,,20151211.0,,,,12.7,False,20180830,3,12.6,13.02,local_fit,0.033,observed,-3.0,12.6,12.95
TAP_A01,015b,Quiina florida,Ochnaceae,727918.4796121198,9683112.1969556,O,13.3,False,,,20151211.0,,,,13.7,False,20180830,3,13.29,13.44,local_fit,0.133,observed,-3.0,13.3,13.17
TAP_A01,016a,Tachigali paniculata,Fabaceae,727892.68994004,9683095.0172972,O,21.6,False,,,20151211.0,,,,20.1,False,20180830,3,17.22,17.8,local_fit,0.0,observed,-3.0,20.1,17.8
TAP_A01,016b,Nectandra cuspidata,Lauraceae,727920.81885336,9683114.7124848,O,17.0,False,,,20151211.0,,,,18.5,False,20180830,3,16.31,15.49,local_fit,0.5,observed,-3.0,17.0,14.64
TAP_A01,017a,Sloanea guianensis,Elaeocarpaceae,727897.6621521598,9683102.4520688,O,16.2,False,,,20151211.0,,,,22.9,False,20180830,3,18.73,15.06,local_fit,2.233,observed,-3.0,16.2,11.99
TAP_A01,017b,Pouteria macrophylla,Sapotaceae,727917.8288256,9683113.778928,O,11.2,False,,,20151211.0,,,,11.6,False,20180830,3,11.82,12.16,local_fit,0.133,observed,-3.0,11.2,11.86
TAP_A01,018a,Quiina florida,Ochnaceae,727898.264354472,9683102.63408696,O,15.0,False,,,20151211.0,,,,15.7,False,20180830,3,14.6,14.41,local_fit,0.233,observed,-3.0,15.0,13.97
TAP_A01,018b,Rinorea guianensis,Violaceae,727918.2491797399,9683115.4883182,O,10.4,False,,,20151211.0,,,,11.1,False,20180830,3,11.45,11.65,local_fit,0.233,observed,-3.0,10.4,11.12
TAP_A01,019a,Quiina florida,Ochnaceae,727893.5027176798,9683110.2000224,O,10.9,False,,,20151211.0,,,,11.5,False,20180830,3,11.75,11.97,local_fit,0.2,observed,-3.0,10.9,11.51
TAP_A01,019b,Quiina florida,Ochnaceae,727919.05095056,9683116.2687008,O,11.1,False,,,20151211.0,,,,11.8,False,20180830,3,11.96,12.1,local_fit,0.233,observed,-3.0,11.1,11.58
TAP_A01,020a,Sloanea guianensis,Elaeocarpaceae,727903.9641822,9683106.389826,O,50.4,False,10.05,12.54,20151211.0,,,,51.9,False,20180830,3,29.82,12.54,measured,0.5,observed,-3.0,50.4,12.36
TAP_A01,020b,Quiina florida,Ochnaceae,727915.901131104,9683117.37423872,O,11.3,False,,,20151211.0,,,,11.8,False,20180830,3,11.96,12.22,local_fit,0.167,observed,-3.0,11.3,11.85
TAP_A01,021a,Chrysophyllum sanguinolentum,Sapotaceae,727899.4330795358,9683086.37732448,O,17.1,False,,,20151211.0,,,,20.4,False,20180830,3,17.39,15.54,local_fit,1.1,observed,-3.0,17.1,13.82
TAP_A01,021b,Pouteria gongrijpii,Sapotaceae,727913.74537608,9683118.2574944,O,17.5,False,,,20151211.0,,,,18.5,False,20180830,3,16.31,15.75,local_fit,0.333,observed,-3.0,17.5,15.17
TAP_A01,022a,Quiina florida,Ochnaceae,727890.286966384,9683109.87062112,O,15.4,False,,,20151211.0,,,,16.2,False,20180830,3,14.91,14.63,local_fit,0.267,observed,-3.0,15.4,14.14
TAP_A01,022b,Licania canescens,Chrysobalanaceae,727915.2512958499,9683118.955147328,O,14.7,False,,,20151211.0,,,,15.3,False,20180830,3,14.34,14.24,local_fit,0.2,observed,-3.0,14.7,13.85
TAP_A01,023a,Minquartia guianensis,Olacaceae,727888.3307400598,9683112.0394158,O,17.6,False,,,20151211.0,,,,17.6,False,20180830,3,15.77,15.81,local_fit,0.0,observed,-3.0,17.6,15.81
TAP_A01,023b,Sloanea guianensis,Elaeocarpaceae,727911.088416504,9683119.281680722,O,10.8,False,,,20151211.0,,,,12.1,False,20180830,3,12.18,11.91,local_fit,0.433,observed,-3.0,10.8,10.98
TAP_A01,024a,Quiina florida,Ochnaceae,727886.8290872799,9683113.0466504,O,13.8,False,,,20151211.0,,,,14.7,False,20180830,3,13.95,13.73,local_fit,0.3,observed,-3.0,13.8,13.15
TAP_A01,024b,Ficus trigona,Moraceae,727911.514201752,9683120.155291362,O,10.1,False,,,20151211.0,,,,10.5,False,20180830,3,11.0,11.45,local_fit,0.133,observed,-3.0,10.1,11.14
TAP_A01,025a,Protium paniculatum,Burseraceae,727894.2125003518,9683114.06669936,O,21.9,False,,,20151211.0,,,,24.8,False,20180830,3,19.7,17.94,local_fit,0.967,observed,-3.0,21.9,16.58
TAP_A01,025b,Couratari stellata,Lecythidaceae,727910.0699227198,9683121.7773296,O,13.9,False,,,20151211.0,,,,14.3,False,20180830,3,13.69,13.78,local_fit,0.133,observed,-3.0,13.9,13.51
TAP_A01,026a,,,727889.9963132798,9683119.1459304,O,23.1,True,,,20151211.0,,,,,True,20180830,3,,18.51,local_fit,0.167,site_median,-3.0,,
TAP_A01,026b,Quiina florida,Ochnaceae,727905.7569662678,9683120.86351724,O,10.8,False,,,20151211.0,,,,12.1,False,20180830,3,12.18,11.91,local_fit,0.433,observed,-3.0,10.8,10.98
TAP_A01,027a,Sloanea guianensis,Elaeocarpaceae,727896.6487342318,9683119.15570376,O,11.4,False,,,20151211.0,,,,12.1,False,20180830,3,12.18,12.29,local_fit,0.233,observed,-3.0,11.4,11.78
TAP_A01,027b,Protium hebetatum,Burseraceae,727916.3130951358,9683122.89797648,O,23.4,False,,,20151211.0,,,,23.6,False,20180830,3,19.1,18.64,local_fit,0.067,observed,-3.0,23.4,18.53
TAP_A01,028a,Strychnos subcordata,Loganiaceae,727896.331344528,9683122.74529904,O,14.8,False,,,20151211.0,,,,15.9,False,20180830,3,14.73,14.29,local_fit,0.367,observed,-3.0,14.8,13.6
TAP_A01,028b,Quiina florida,Ochnaceae,727908.2228477,9683123.572825,O,14.0,False,,,20151211.0,,,,14.3,False,20180830,3,13.69,13.84,local_fit,0.1,observed,-3.0,14.0,13.64
TAP_A01,029a,Inga alba,Fabaceae,727891.89855852,9683122.7531156,O,20.0,False,,,20151211.0,,,,24.9,False,20180830,3,19.75,17.02,local_fit,1.633,observed,-3.0,20.0,14.8
TAP_A01,029b,Quiina florida,Ochnaceae,727907.542549256,9683127.97023608,O,10.7,False,4.74,8.93,20151211.0,,,,10.8,False,20180830,3,11.23,8.93,measured,0.033,observed,-3.0,10.7,8.87
TAP_A01,030a,Sloanea guianensis,Elaeocarpaceae,727888.24311108,9683123.6188844,O,12.9,False,,,20151211.0,,,,,True,20180830,3,,13.2,local_fit,0.167,site_median,-3.0,,
TAP_A01,030b,Diospyros artanthifolia,Ebenaceae,727909.451175392,9683128.73760256,O,17.1,False,,,20151211.0,,,,18.5,False,20180830,3,16.31,15.54,local_fit,0.467,observed,-3.0,17.1,14.74
TAP_A01,031a,Mouriri collocarpa,Melastomataceae,727890.18330396,9683124.3007028,O,10.9,False,,,20151211.0,,,,10.9,False,20180830,3,11.3,11.97,local_fit,0.0,observed,-3.0,10.9,11.97
TAP_A01,031b,Virola sebifera,Myristicaceae,727919.8194349319,9683127.91456676,O,17.0,False,,,20151211.0,,,,16.6,False,20180830,3,15.16,15.49,local_fit,0.0,observed,-3.0,16.6,15.49
TAP_A01,032a,Quiina florida,Ochnaceae,727884.19020294,9683122.6994142,O,16.1,False,,,20151211.0,,,,,True,20180830,3,,15.01,local_fit,0.167,site_median,-3.0,,
TAP_A01,032b,Protium hebetatum,Burseraceae,727922.35935904,9683129.8539432,O,16.0,False,,,20151211.0,,,,16.6,False,20180830,3,15.16,14.96,local_fit,0.2,observed,-3.0,16.0,14.59
TAP_A01,033a,Sloanea guianensis,Elaeocarpaceae,727881.806487984,9683123.16679712,O,13.0,False,,,20151211.0,,,,,True,20180830,3,,13.26,local_fit,0.167,site_median,-3.0,,
TAP_A01,033b,Quiina florida,Ochnaceae,727920.08913204,9683129.9431772,O,10.9,False,,,20151211.0,,,,12.1,False,20180830,3,12.18,11.97,local_fit,0.4,observed,-3.0,10.9,11.11
TAP_A01,034a,Tachigali myrmecophila,Fabaceae,727882.706510472,9683126.51924696,O,26.5,False,,,20151211.0,,,,29.0,False,20180830,3,21.68,20.04,local_fit,0.833,observed,-3.0,26.5,18.98
TAP_A01,034b,,,727910.7569965998,9683133.664978,O,70.0,False,32.17,40.82,20151211.0,,,,72.59999999999998,False,20180830,3,34.67,40.82,measured,0.867,observed,-3.0,70.0,40.21
TAP_A01,035a,Pouteria guianensis,Sapotaceae,727889.3792143998,9683129.138032,O,25.1,False,,,20151211.0,,,,15.3,False,20180830,3,14.34,19.42,local_fit,0.0,observed,-3.0,15.3,19.42
TAP_A01,035b,Quiina florida,Ochnaceae,727907.3714515,9683132.460845,O,14.5,False,5.91,11.18,20151211.0,,,,14.5,False,20180830,3,13.82,11.18,measured,0.0,observed,-3.0,14.5,11.18
TAP_A01,036a,Sloanea guianensis,Elaeocarpaceae,727893.2316217598,9683130.5329568,O,15.1,False,,,20151211.0,,,,15.3,False,20180830,3,14.34,14.46,local_fit,0.067,observed,-3.0,15.1,14.33
TAP_A01,036b,Iryanthera laevis,Myristicaceae,727905.618727664,9683132.68423952,O,12.4,False,8.31,12.72,20151211.0,,,,12.7,False,20180830,3,12.6,12.72,measured,0.1,observed,-3.0,12.4,12.51
TAP_A01,037a,Cordia scabrifolia,Boraginaceae,727896.12092728,9683131.5791504,O,10.9,False,,,20151211.0,,,,11.8,False,20180830,3,11.96,11.97,local_fit,0.3,observed,-3.0,10.9,11.31
TAP_A01,037b,Theobroma glaucum,Malvaceae,727907.209070608,9683134.20951744,O,14.0,False,9.99,12.98,20151211.0,,,,14.3,False,20180830,3,13.69,12.98,measured,0.1,observed,-3.0,14.0,12.79
TAP_A01,038a,Oenocarpus bacaba,Arecaceae,727896.8501865598,9683129.7586808,P,15.1,False,,,20151211.0,,,,18.8,False,20180830,3,16.48,14.46,local_fit,1.233,observed,-3.0,15.1,12.47
TAP_A01,038b,Dialium guianense,Fabaceae,727907.209070608,9683134.20951744,O,14.7,False,9.7,12.67,20151211.0,,,,15.0,False,20180830,3,14.15,12.67,measured,0.1,observed,-3.0,14.7,12.49
TAP_A01,039a,Protium paniculatum,Burseraceae,727898.1821147999,9683129.192484,O,13.3,False,,,20151211.0,,,,15.1,False,20180830,3,14.21,13.44,local_fit,0.6,observed,-3.0,13.3,12.31
TAP_A01,039b,Rinorea guianensis,Violaceae,727909.02803126,9683137.8595918,O,18.8,False,,,20151211.0,,,,17.2,False,20180830,3,15.53,16.42,local_fit,0.0,observed,-3.0,17.2,16.42
TAP_A01,040a,Tetragastris panamensis,Burseraceae,727898.3463452798,9683134.2722144,O,16.2,False,,,20151211.0,,,,17.6,False,20180830,3,15.77,15.06,local_fit,0.467,observed,-3.0,16.2,14.24
TAP_A01,040b,Quiina florida,Ochnaceae,727912.49365856,9683137.5075808,O,16.7,False,,,20151211.0,,,,17.2,False,20180830,3,15.53,15.33,local_fit,0.167,observed,-3.0,16.7,15.02
TAP_A01,041a,Strychnos subcordata,Loganiaceae,727902.375891456,9683135.21781008,O,14.1,False,,,20151211.0,,,,17.3,False,20180830,3,15.59,13.9,local_fit,1.067,observed,-3.0,14.1,12.09
TAP_A01,041b,Iryanthera laevis,Myristicaceae,727913.0669502,9683138.794706,O,21.4,False,7.26,9.11,20151211.0,,,,18.5,False,20180830,3,16.31,9.11,measured,0.0,observed,-3.0,18.5,9.11
TAP_A01,042a,Aspidosperma excelsum,Apocynaceae,727900.71378528,9683131.1410904,O,24.9,False,,,20151211.0,,,,15.6,False,20180830,3,14.54,19.33,local_fit,0.0,observed,-3.0,15.6,19.33
TAP_A01,043a,Strychnos subcordata,Loganiaceae,727901.158055664,9683130.04129952,O,19.1,False,,,20151211.0,,,,19.4,False,20180830,3,16.83,16.57,local_fit,0.1,observed,-3.0,19.1,16.39
TAP_A01,043b,Protium paniculatum,Burseraceae,727917.1905459958,9683139.53463228,O,11.8,False,,,20151211.0,,,,12.2,False,20180830,3,12.25,12.53,local_fit,0.133,observed,-3.0,11.8,12.23
TAP_A01,044a,Virola michelii,Myristicaceae,727904.248001856,9683130.61188208,O,26.4,False,,,20151211.0,,,,27.7,False,20180830,3,21.09,20.0,local_fit,0.433,observed,-3.0,26.4,19.42
TAP_A01,044b,Quiina florida,Ochnaceae,727917.7441142278,9683138.21212004,O,14.0,False,,,20151211.0,,,,14.3,False,20180830,3,13.69,13.84,local_fit,0.1,observed,-3.0,14.0,13.64
TAP_A01,045a,Rollinia exsucca,Annonaceae,727903.9511656999,9683128.613621,O,13.5,False,,,20151211.0,,,,14.0,False,20180830,3,13.49,13.55,local_fit,0.167,observed,-3.0,13.5,13.21
TAP_A01,045b,Tapirira guianensis,Anacardiaceae,727919.6733955318,9683138.90614076,O,27.8,False,,,20151211.0,,,,30.9,False,20180830,3,22.52,20.6,local_fit,1.033,observed,-3.0,27.8,19.34
TAP_A01,046a,Virola michelii,Myristicaceae,727907.7301272,9683122.044856,O,16.6,False,,,20151211.0,,,,18.5,False,20180830,3,16.31,15.28,local_fit,0.633,observed,-3.0,16.6,14.2
TAP_A01,046b,Brosimum guianense,Moraceae,727920.438234864,9683139.72782352,O,14.5,False,,,20151211.0,,,,14.5,False,20180830,3,13.82,14.13,local_fit,0.0,observed,-3.0,14.5,14.13
TAP_A01,047a,Couratari stellata,Lecythidaceae,727898.862778784,9683121.96198112,O,22.0,False,,,20151211.0,,,,24.8,False,20180830,3,19.7,17.99,local_fit,0.933,observed,-3.0,22.0,16.67
TAP_A01,047b,Strychnos subcordata,Loganiaceae,727925.242691232,9683144.11553376,O,19.5,False,,,20151211.0,,,,20.8,False,20180830,3,17.61,16.77,local_fit,0.433,observed,-3.0,19.5,16.07
TAP_A01,048a,Strychnos subcordata,Loganiaceae,727902.8236882,9683120.402886,O,10.0,False,,,20151211.0,,,,11.8,False,20180830,3,11.96,11.39,local_fit,0.6,observed,-3.0,10.0,10.11
TAP_A01,048b,Theobroma glaucum,Malvaceae,727925.023356608,9683139.39890944,O,12.7,False,,,20151211.0,,,,12.7,False,20180830,3,12.6,13.08,local_fit,0.0,observed,-3.0,12.7,13.08
TAP_A01,049a,Sloanea guianensis,Elaeocarpaceae,727903.37482942,9683119.0328406,O,11.9,False,,,20151211.0,,,,13.4,False,20180830,3,13.08,12.6,local_fit,0.5,observed,-3.0,11.9,11.59
TAP_A01,049b,Sloanea guianensis,Elaeocarpaceae,727920.73245936,9683133.7334288,O,12.3,False,,,20151211.0,,,,12.2,False,20180830,3,12.25,12.84,local_fit,0.0,observed,-3.0,12.2,12.84
TAP_A01,050a,Strychnos subcordata,Loganiaceae,727902.50194598,9683115.6500414,O,20.2,False,,,20151211.0,,,,21.3,False,20180830,3,17.88,17.12,local_fit,0.367,observed,-3.0,20.2,16.55
TAP_A01,050b,,,727921.4681564,9683126.642372,O,14.3,True,,,20151211.0,,,,,True,20180830,3,,14.01,local_fit,0.167,site_median,-3.0,,
TAP_A01,051a,Strychnos subcordata,Loganiaceae,727899.53919716,9683114.6859788,O,13.3,False,,,20151211.0,,,,13.5,False,20180830,3,13.15,13.44,local_fit,0.067,observed,-3.0,13.3,13.31
TAP_A01,051b,Sloanea guianensis,Elaeocarpaceae,727928.5630846398,9683125.7553152,O,12.4,False,,,20151211.0,,,,,True,20180830,3,,12.9,local_fit,0.167,site_median,-3.0,,
TAP_A01,052a,"Inga sp,",Fabaceae,727905.5793943,9683113.552659,O,10.1,False,,,20151211.0,,,,10.6,False,20180830,3,11.08,11.45,local_fit,0.167,observed,-3.0,10.1,11.06
TAP_A01,052b,Sloanea guianensis,Elaeocarpaceae,727929.42742938,9683126.3652274,O,17.4,False,,,20151211.0,,,,,True,20180830,3,,15.7,local_fit,0.167,site_median,-3.0,,
TAP_A01,053a,Sloanea guianensis,Elaeocarpaceae,727911.717983,9683114.99125,O,16.6,False,,,20151211.0,,,,,True,20180830,3,,15.28,local_fit,0.167,site_median,-3.0,,
TAP_A01,053b,Tachigali myrmecophila,Fabaceae,727927.870843968,9683122.07001024,O,11.5,False,,,20151211.0,,,,16.6,False,20180830,3,15.16,12.35,local_fit,1.7,observed,-3.0,11.5,9.57
TAP_A01,054a,Virola michelii,Myristicaceae,727911.09992592,9683113.7541856,O,28.1,False,,,20151211.0,,,,28.4,False,20180830,3,21.41,20.73,local_fit,0.1,observed,-3.0,28.1,20.6
TAP_A01,054b,Protium paniculatum,Burseraceae,727926.101163572,9683112.85020196,O,10.5,False,,,20151211.0,,,,12.7,False,20180830,3,12.6,11.71,local_fit,0.733,observed,-3.0,10.5,10.22
TAP_A01,055a,Quiina florida,Ochnaceae,727908.488517,9683111.89475,O,11.4,False,,,20151211.0,,,,11.8,False,20180830,3,11.96,12.29,local_fit,0.133,observed,-3.0,11.4,11.99
TAP_A01,055b,Protium hebetatum,Burseraceae,727924.09857886,9683112.2381558,O,12.2,False,,,20151211.0,,,,12.7,False,20180830,3,12.6,12.78,local_fit,0.167,observed,-3.0,12.2,12.42
TAP_A01,056a,"Pouteria sp,",Sapotaceae,727913.2212669998,9683111.30025,O,18.2,False,,,20151211.0,,,,19.6,False,20180830,3,16.94,16.12,local_fit,0.467,observed,-3.0,18.2,15.35
TAP_A01,056b,Quiina florida,Ochnaceae,727933.311410304,9683114.51612672,O,12.1,False,,,20151211.0,,,,12.5,False,20180830,3,12.46,12.72,local_fit,0.133,observed,-3.0,12.1,12.43
TAP_A01,057a,Quiina florida,Ochnaceae,727907.012361472,9683109.99054096,O,10.2,False,,,20151211.0,,,,10.6,False,20180830,3,11.08,11.52,local_fit,0.133,observed,-3.0,10.2,11.21
TAP_A01,057b,Pseudopiptadenia suaveolens,Fabaceae,727935.59903276,9683114.4576868,O,18.5,False,,,20151211.0,,,,20.8,False,20180830,3,17.61,16.27,local_fit,0.767,observed,-3.0,18.5,15.07
TAP_A01,058a,Quiina florida,Ochnaceae,727906.3305572,9683106.092576,O,12.3,False,,,20151211.0,,,,12.7,False,20180830,3,12.6,12.84,local_fit,0.133,observed,-3.0,12.3,12.55
TAP_A01,058b,Virola sebifera,Myristicaceae,727938.994726,9683117.11706,O,13.5,False,,,20151211.0,,,,15.3,False,20180830,3,14.34,13.55,local_fit,0.6,observed,-3.0,13.5,12.43
TAP_A01,059a,Couratari stellata,Lecythidaceae,727909.7061984,9683106.092432,O,11.1,False,,,20151211.0,,,,12.5,False,20180830,3,12.46,12.1,local_fit,0.467,observed,-3.0,11.1,11.12
TAP_A01,059b,,,727937.4224252,9683110.157476,O,37.4,True,12.77,19.81,20151211.0,,,,,True,20180830,3,,19.81,measured,0.167,site_median,-3.0,,
TAP_A01,060a,,,727910.0750248,9683105.177504,L,13.5,False,,,20151211.0,,,,14.1,False,20180830,3,13.56,13.55,local_fit,0.2,observed,-3.0,13.5,13.14
TAP_A01,060b,Cordia scabrifolia,Boraginaceae,727943.102666,9683107.49846,O,39.5,False,23.3,31.67,20151211.0,,,,39.8,False,20180830,3,26.0,31.67,measured,0.1,observed,-3.0,39.5,31.54
TAP_A01,061a,"Pouteria sp,",Sapotaceae,727911.45031956,9683104.5628108,O,17.2,False,,,20151211.0,,,,19.5,False,20180830,3,16.88,15.6,local_fit,0.767,observed,-3.0,17.2,14.35
TAP_A01,061b,Virola sebifera,Myristicaceae,727934.3671128,9683103.933044,O,13.6,False,,,20151211.0,,,,13.7,False,20180830,3,13.29,13.61,local_fit,0.033,observed,-3.0,13.6,13.54
TAP_A01,062a,Symphonia globulifera,Clusiaceae,727908.61392876,9683103.2062068,O,13.9,False,,,20151211.0,,,,16.9,False,20180830,3,15.35,13.78,local_fit,1.0,observed,-3.0,13.9,12.05
TAP_A01,062b,Tachigali myrmecophila,Fabaceae,727931.54377944,9683105.2437792,O,31.0,False,,,20151211.0,,,,36.0,False,20180830,3,24.6,21.95,local_fit,1.667,observed,-3.0,31.0,20.13
TAP_A01,063a,Quiina florida,Ochnaceae,727910.53966528,9683101.2222504,O,12.0,False,,,20151211.0,,,,14.0,False,20180830,3,13.49,12.66,local_fit,0.667,observed,-3.0,12.0,11.36
TAP_A01,063b,Quiina florida,Ochnaceae,727928.8101590478,9683106.35369464,O,11.3,False,,,20151211.0,,,,11.8,False,20180830,3,11.96,12.22,local_fit,0.167,observed,-3.0,11.3,11.85
TAP_A01,064a,Rinorea guianensis,Violaceae,727914.5007212398,9683099.8137332,O,82.0,False,29.49,43.24,20151211.0,,,,84.4,False,20180830,3,36.75,43.24,measured,0.8,observed,-3.0,82.0,42.78
TAP_A01,064b,Tachigali myrmecophila,Fabaceae,727931.47989372,9683099.9513396,O,22.5,False,,,20151211.0,,,,25.8,False,20180830,3,20.19,18.23,local_fit,1.1,observed,-3.0,22.5,16.73
TAP_A01,065a,Quiina florida,Ochnaceae,727917.0906792,9683099.015216,O,13.5,False,,,20151211.0,,,,14.0,False,20180830,3,13.49,13.55,local_fit,0.167,observed,-3.0,13.5,13.21
TAP_A01,065b,Quiina florida,Ochnaceae,727929.59490268,9683099.0068004,O,16.5,False,,,20151211.0,,,,17.2,False,20180830,3,15.53,15.22,local_fit,0.233,observed,-3.0,16.5,14.8
TAP_A01,066a,Quiina florida,Ochnaceae,727914.152964396,9683097.87241628,O,11.2,False,,,20151211.0,,,,11.8,False,20180830,3,11.96,12.16,local_fit,0.2,observed,-3.0,11.2,11.72
TAP_A01,066b,Theobroma glaucum,Malvaceae,727940.7960592319,9683096.80011776,O,10.7,False,,,20151211.0,,,,10.9,False,20180830,3,11.3,11.84,local_fit,0.067,observed,-3.0,10.7,11.68
TAP_A01,067a,Quiina florida,Ochnaceae,727917.19348788,9683095.9670684,O,13.3,False,,,20151211.0,,,,15.3,False,20180830,3,14.34,13.44,local_fit,0.667,observed,-3.0,13.3,12.2
TAP_A01,068a,Maquira coriacea,Moraceae,727910.52379806,9683095.6248758,O,10.7,False,,,20151211.0,,,,11.8,False,20180830,3,11.96,11.84,local_fit,0.367,observed,-3.0,10.7,11.04
TAP_A01,069a,Quiina florida,Ochnaceae,727917.808176976,9683091.64302768,O,16.0,False,,,20151211.0,,,,16.6,False,20180830,3,15.16,14.96,local_fit,0.2,observed,-3.0,16.0,14.59
TAP_A01,070a,,,727917.37392468,9683089.8989324,O,57.5,True,,25.36,20151211.0,,,,,True,20180830,3,,25.36,measured,0.167,site_median,-3.0,,
TAP_A01,071a,Inga marginata,Fabaceae,727896.3903536,9683097.084668,O,,,,,,,,,11.2,False,20180830,3,11.53,11.53,feldpausch_regional,0.167,site_median,-3.0,10.7,11.15
TAP_A01,072a,Quiina florida,Ochnaceae,727898.10048384,9683112.6896512,O,,,,,,,,,11.1,False,20180830,3,11.45,11.45,feldpausch_regional,0.167,site_median,-3.0,10.6,11.08
