site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
HUM_A01,7,Tetragastris panamensis,Burseraceae,650893.0056,8921080.951,40.0,28.25,17.92,20140703,False,O,6,26.07,26.07,feldpausch_regional,0.18,default,-1.0,39.82,26.01
HUM_A01,8,Tetragastris panamensis,Burseraceae,650889.3501,8921076.983,60.9,32.03,14.25,20140703,False,O,6,32.15,32.15,feldpausch_regional,0.18,default,-1.0,60.72,32.11
HUM_A01,9,Bertholletia excelsa,Lecythidaceae,650893.9749,8921098.997,45.8,26.62,17.18,20140703,False,O,6,28.01,28.01,feldpausch_regional,0.18,default,-1.0,45.62,27.95
HUM_A01,10,Tetragastris panamensis,Burseraceae,650897.6792,8921102.986,39.0,19.27,13.77,20140703,False,O,6,25.71,25.71,feldpausch_regional,0.18,default,-1.0,38.82,25.65
HUM_A01,11,Castilla ulei,Moraceae,650936.3875,8921099.25,54.5,22.65,16.75,20140703,False,O,6,30.54,30.54,feldpausch_regional,0.18,default,-1.0,54.32,30.49
HUM_A01,12,Tachigali alba,Fabaceae,650933.6739,8921092.654,60.1,35.21,21.07,20140703,False,O,6,31.96,31.96,feldpausch_regional,0.18,default,-1.0,59.92,31.92
HUM_A01,19,Tetragastris panamensis,Burseraceae,650942.8218,8921092.473,39.0,24.48,15.32,20140703,False,O,6,25.71,25.71,feldpausch_regional,0.18,default,-1.0,38.82,25.65
HUM_A01,20,Diospyros artanthifolia,,650938.966,8921087.421,18.7,21.61,8.78,20140703,False,O,6,16.42,16.42,feldpausch_regional,0.18,default,-1.0,18.52,16.32
HUM_A01,21,Galipea trifoliata,,650939.6599,8921084.984,13.7,13.61,6.53,20140703,False,O,6,13.29,13.29,feldpausch_regional,0.18,default,-1.0,13.52,13.17
HUM_A01,22,Iryanthera paraensis,Myristicaceae,650938.3651,8921080.567,11.8,10.3,4.98,20140703,False,O,6,11.96,11.96,feldpausch_regional,0.18,default,-1.0,11.62,11.83
HUM_A01,23,Aspidosperma nitidum,Apocynaceae,650937.9472,8921078.234,15.3,18.71,12.47,20140703,False,O,6,14.34,14.34,feldpausch_regional,0.18,default,-1.0,15.12,14.23
HUM_A01,24,Astrocaryum aculeatum ,Arecaceae,650934.4942,8921075.432,18.9,26.49,18.25,20140703,False,O,6,16.54,16.54,feldpausch_regional,0.18,default,-1.0,18.72,16.43
HUM_A01,25,Hevea brasiliensis,Euphorbiaceae,650936.7526,8921071.415,22.9,22.99,17.21,20140703,False,O,6,18.73,18.73,feldpausch_regional,0.18,default,-1.0,22.72,18.64
HUM_A01,26,Vochysia micrantha,Vochysiaceae,650934.8849,8921068.878,33.5,30.61,19.58,20140703,False,O,6,23.61,23.61,feldpausch_regional,0.18,default,-1.0,33.32,23.53
HUM_A01,27,Tetragastris panamensis,Burseraceae,650934.7855,8921068.909,19.2,19.71,10.05,20140703,False,O,6,16.71,16.71,feldpausch_regional,0.18,default,-1.0,19.02,16.61
HUM_A01,28,Cecropia ficifolia,Urticaceae,650932.6679,8921066.565,43.2,31.02,18.43,20140703,False,O,6,27.17,27.17,feldpausch_regional,0.18,default,-1.0,43.02,27.11
HUM_A01,29,Platymiscium trinitatis,Fabaceae,650928.9279,8921067.533,14.8,20.11,15.47,20140703,False,O,6,14.02,14.02,feldpausch_regional,0.18,default,-1.0,14.62,13.9
HUM_A01,30,Helicostylis sp.,Moraceae,650929.5994,8921066.463,11.7,12.99,7.61,20140703,False,O,6,11.89,11.89,feldpausch_regional,0.18,default,-1.0,11.52,11.76
HUM_A01,31,Tetragastris panamensis,Burseraceae,650933.5597,8921063.912,16.6,16.56,12.47,20140703,False,O,6,15.16,15.16,feldpausch_regional,0.18,default,-1.0,16.42,15.05
HUM_A01,32,Thyrsodium paraense,Anacardiaceae,650930.5137,8921060.684,20.5,23.61,13.57,20140703,False,O,6,17.45,17.45,feldpausch_regional,0.18,default,-1.0,20.32,17.35
HUM_A01,33,Vochysia micrantha,Vochysiaceae,650929.0839,8921061.254,14.8,13.12,7.79,20140703,False,O,6,14.02,14.02,feldpausch_regional,0.18,default,-1.0,14.62,13.9
HUM_A01,34,Rinorea racemosa,Violaceae,650932.1089,8921059.195,20.1,23.64,14.2,20140703,False,O,6,17.22,17.22,feldpausch_regional,0.18,default,-1.0,19.92,17.12
HUM_A01,35,Apeiba echinata,Malvaceae,650929.675,8921057.394,23.5,11.57,6.67,20140703,False,O,6,19.05,19.05,feldpausch_regional,0.18,default,-1.0,23.32,18.95
HUM_A01,36,Duguetia furfuracea,,650925.1916,8921055.956,11.0,13.58,4.78,20140703,False,O,6,11.38,11.38,feldpausch_regional,0.18,default,-1.0,10.82,11.24
HUM_A01,37,,,650912.5388,8921060.04,76.0,40.47,25.57,20140703,False,O,6,35.31,35.31,feldpausch_regional,0.18,default,-1.0,75.82,35.28
HUM_A01,13,Handroanthus serratifolius,Bignoniaceae,650877.9353,8920910.667,13.3,16.47,11.62,20140703,False,O,7,13.02,13.02,feldpausch_regional,0.18,default,-1.0,13.12,12.89
HUM_A01,14,Vochysia micrantha,Vochysiaceae,650875.0446,8920907.945,14.5,14.6,11.01,20140703,False,O,7,13.82,13.82,feldpausch_regional,0.18,default,-1.0,14.32,13.7
HUM_A01,15,Tapirira guianensis,Anacardiaceae,650875.8604,8920907.149,22.9,21.66,13.38,20140703,False,O,7,18.73,18.73,feldpausch_regional,0.18,default,-1.0,22.72,18.64
HUM_A01,16,Dictyocaryum ptarianum,,650878.4891,8920905.217,16.6,13.74,9.81,20140703,False,O,7,15.16,15.16,feldpausch_regional,0.18,default,-1.0,16.42,15.05
HUM_A01,17,Guarea guidonia,Meliaceae,650877.7865,8920902.273,17.4,13.96,10.26,20140703,False,O,7,15.65,15.65,feldpausch_regional,0.18,default,-1.0,17.22,15.54
HUM_A01,18,Virola melinoni,Myristicaceae,650875.2184,8920900.291,14.2,13.13,8.61,20140703,False,O,7,13.62,13.62,feldpausch_regional,0.18,default,-1.0,14.02,13.5
HUM_A01,19,Pourouma minor,Urticaceae,650873.7884,8920896.967,20.5,18.98,13.97,20140703,False,O,7,17.45,17.45,feldpausch_regional,0.18,default,-1.0,20.32,17.35
HUM_A01,20,Helicostylis sp.,Moraceae,650875.8639,8920896.548,23.4,16.99,13.18,20140703,False,O,7,18.99,18.99,feldpausch_regional,0.18,default,-1.0,23.22,18.9
HUM_A01,21,Tetragastris panamensis,Burseraceae,650876.0288,8920894.346,14.5,18.91,12.31,20140703,False,O,7,13.82,13.82,feldpausch_regional,0.18,default,-1.0,14.32,13.7
HUM_A01,22,Diospyros artanthifolia,,650875.2795,8920890.097,14.7,17.78,9.95,20140703,False,O,7,13.95,13.95,feldpausch_regional,0.18,default,-1.0,14.52,13.84
HUM_A01,23,Virola melinoni,Myristicaceae,650868.6462,8920892.769,45.3,31.35,24.4,20140703,False,O,7,27.85,27.85,feldpausch_regional,0.18,default,-1.0,45.12,27.79
HUM_A01,24,Castilla ulei,Moraceae,650867.8556,8920891.68,50.1,21.91,13.07,20140703,False,O,7,29.31,29.31,feldpausch_regional,0.18,default,-1.0,49.92,29.26
HUM_A01,25,Helicostylis sp.,Moraceae,650872.32,8920889.69,14.5,19.06,14.99,20140703,False,O,7,13.82,13.82,feldpausch_regional,0.18,default,-1.0,14.32,13.7
HUM_A01,26,Helicostylis sp.,Moraceae,650872.1516,8920888.031,25.9,14.38,9.65,20140703,False,O,7,20.24,20.24,feldpausch_regional,0.18,default,-1.0,25.72,20.15
HUM_A01,27,Jacaratia spinosa,Caricaceae,650873.4529,8920887.214,13.0,11.76,9.89,20140703,False,O,7,12.81,12.81,feldpausch_regional,0.18,default,-1.0,12.82,12.68
HUM_A01,28,Swartzia corrugata,Fabaceae,650869.5381,8920887.087,43.7,18.52,13.05,20140703,False,O,7,27.33,27.33,feldpausch_regional,0.18,default,-1.0,43.52,27.27
HUM_A01,29,Guarea guidonia,Meliaceae,650869.788,8920877.66,20.0,22.11,14.61,20140703,False,O,7,17.17,17.17,feldpausch_regional,0.18,default,-1.0,19.82,17.07
HUM_A01,30,,,650867.9953,8920878.495,21.0,10.19,,20140703,True,O,7,17.72,17.72,feldpausch_regional,0.18,default,-1.0,20.82,17.62
HUM_A01,31,Iryanthera paraensis,Myristicaceae,650869.9583,8920876.824,10.4,11.54,8.53,20140703,False,O,7,10.93,10.93,feldpausch_regional,0.18,default,-1.0,10.22,10.79
HUM_A01,32,Duguetia furfuracea,,650866.6308,8920874.141,11.0,12.02,5.28,20140703,False,O,7,11.38,11.38,feldpausch_regional,0.18,default,-1.0,10.82,11.24
HUM_A01,33,Dictyocaryum ptarianum,,650867.534,8920872.555,23.0,16.83,13.5,20140703,False,O,7,18.79,18.79,feldpausch_regional,0.18,default,-1.0,22.82,18.69
HUM_A01,34,Maquira sclerophylla,Moraceae,650866.2688,8920872.098,41.9,23.95,16.28,20140703,False,O,7,26.73,26.73,feldpausch_regional,0.18,default,-1.0,41.72,26.67
HUM_A01,35,Helicostylis sp.,Moraceae,650864.3159,8920872.487,30.0,25.88,19.86,20140703,False,O,7,22.13,22.13,feldpausch_regional,0.18,default,-1.0,29.82,22.05
HUM_A01,36,Ormosia coccinea,Fabaceae,650861.0051,8920872.152,68.0,44.63,32.77,20140703,False,O,7,33.74,33.74,feldpausch_regional,0.18,default,-1.0,67.82,33.7
HUM_A01,37,Helicostylis sp.,Moraceae,650858.5639,8920868.855,25.2,22.18,16.19,20140703,False,O,7,19.9,19.9,feldpausch_regional,0.18,default,-1.0,25.02,19.81
HUM_A01,38,Guarea guidonia,Meliaceae,650862.7899,8920866.552,10.4,10.51,8.15,20140703,False,O,7,10.93,10.93,feldpausch_regional,0.18,default,-1.0,10.22,10.79
HUM_A01,39,Helicostylis sp.,Moraceae,650857.0128,8920865.176,13.0,11.82,6.9,20140703,False,O,7,12.81,12.81,feldpausch_regional,0.18,default,-1.0,12.82,12.68
HUM_A01,40,Helicostylis sp.,Moraceae,650839.6981,8920877.162,43.0,32.87,26.5,20140703,False,O,7,27.1,27.1,feldpausch_regional,0.18,default,-1.0,42.82,27.04
HUM_A01,42,Tetragastris panamensis,Burseraceae,650830.0905,8920909.938,63.2,33.05,23.63,20140703,False,O,7,32.69,32.69,feldpausch_regional,0.18,default,-1.0,63.02,32.65
HUM_A01,43,Helicostylis sp.,Moraceae,650835.1422,8920915.875,46.0,29.47,16.05,20140703,False,O,7,28.07,28.07,feldpausch_regional,0.18,default,-1.0,45.82,28.02
HUM_A01,44,Tetragastris panamensis,Burseraceae,650847.2867,8920915.664,42.0,25.71,18.29,20140703,False,O,7,26.77,26.77,feldpausch_regional,0.18,default,-1.0,41.82,26.7
HUM_A01,45,Tetragastris panamensis,Burseraceae,650856.6766,8920913.529,46.7,23.76,16.25,20140703,False,O,7,28.29,28.29,feldpausch_regional,0.18,default,-1.0,46.52,28.24
HUM_A01,46,Bowdichia nitida,Fabaceae,650862.5286,8920902.327,38.3,28.36,19.1,20140703,False,O,7,25.46,25.46,feldpausch_regional,0.18,default,-1.0,38.12,25.39
HUM_A01,47,,,650715.0842,8921060.623,21.5,3.97,,20140703,True,O,8,17.99,17.99,feldpausch_regional,0.18,default,-1.0,21.32,17.9
HUM_A01,48,Laportea aestuans,,650710.6358,8921061.55,12.8,9.7,5.32,20140703,False,O,8,12.67,12.67,feldpausch_regional,0.18,default,-1.0,12.62,12.55
HUM_A01,49,Laportea aestuans,,650713.8172,8921058.464,18.8,10.07,6.02,20140703,False,O,8,16.48,16.48,feldpausch_regional,0.18,default,-1.0,18.62,16.38
HUM_A01,50,Jacaratia spinosa,Caricaceae,650707.4926,8921058.468,20.0,12.02,8.45,20140703,False,O,8,17.17,17.17,feldpausch_regional,0.18,default,-1.0,19.82,17.07
HUM_A01,51,Dictyocaryum ptarianum,,650713.6602,8921051.853,17.1,19.96,22.35,20140703,False,O,8,15.47,15.47,feldpausch_regional,0.18,default,-1.0,16.92,15.36
HUM_A01,52,Aspidosperma spruceanum,Apocynaceae,650708.3649,8921051.699,33.6,31.59,24.02,20140703,False,O,8,23.65,23.65,feldpausch_regional,0.18,default,-1.0,33.42,23.57
HUM_A01,53,Jacaratia spinosa,Caricaceae,650708.9113,8921050.223,18.6,11.26,9.35,20140703,False,O,8,16.36,16.36,feldpausch_regional,0.18,default,-1.0,18.42,16.26
HUM_A01,54,Virola melinoni,Myristicaceae,650706.2847,8921042.476,25.1,25.25,16.07,20140703,False,O,8,19.85,19.85,feldpausch_regional,0.18,default,-1.0,24.92,19.76
HUM_A01,55,Helicostylis sp.,Moraceae,650707.1508,8921041.974,23.6,23.61,17.13,20140703,False,O,8,19.1,19.1,feldpausch_regional,0.18,default,-1.0,23.42,19.0
HUM_A01,56,Helicostylis sp.,Moraceae,650705.7095,8921034.714,22.9,18.93,7.32,20140703,False,O,8,18.73,18.73,feldpausch_regional,0.18,default,-1.0,22.72,18.64
HUM_A01,57,Chloroleucon mangense,,650700.5494,8921034.642,27.5,21.76,15.01,20140703,False,O,8,21.0,21.0,feldpausch_regional,0.18,default,-1.0,27.32,20.92
HUM_A01,58,Chloroleucon mangense,,650700.4863,8921031.408,20.1,23.93,13.94,20140703,False,O,8,17.22,17.22,feldpausch_regional,0.18,default,-1.0,19.92,17.12
HUM_A01,59,,,650699.8771,8921017.628,10.3,11.42,5.4,20140703,False,O,8,10.85,10.85,feldpausch_regional,0.18,default,-1.0,10.12,10.71
HUM_A01,60,Laetia procera,Salicaceae,650697.4348,8921018.455,33.9,21.57,14.46,20140703,False,O,8,23.77,23.77,feldpausch_regional,0.18,default,-1.0,33.72,23.7
HUM_A01,61,Euterpe oleracea,Arecaceae,650697.6205,8921018.407,14.0,17.41,13.76,20140703,False,P,8,13.49,13.49,feldpausch_regional,0.18,default,-1.0,13.82,13.37
HUM_A01,62,Solanum absconditum,,650696.8683,8921020.664,11.5,7.81,6.04,20140703,False,O,8,11.75,11.75,feldpausch_regional,0.18,default,-1.0,11.32,11.61
HUM_A01,63,Laportea aestuans,,650696.26,8921021.86,12.9,11.12,6.65,20140703,False,O,8,12.74,12.74,feldpausch_regional,0.18,default,-1.0,12.72,12.62
HUM_A01,64,Hevea brasiliensis,Euphorbiaceae,650694.5155,8921018.161,13.6,12.39,7.59,20140703,False,O,8,13.22,13.22,feldpausch_regional,0.18,default,-1.0,13.42,13.1
HUM_A01,65,Jacaratia spinosa,Caricaceae,650691.9063,8921020.911,46.4,27.8,11.37,20140703,False,O,8,28.2,28.2,feldpausch_regional,0.18,default,-1.0,46.22,28.14
HUM_A01,66,Apuleia leiocarpa,Fabaceae,650666.2045,8921025.282,95.0,46.59,30.75,20140703,False,O,8,38.31,38.31,feldpausch_regional,0.18,default,-1.0,94.82,38.29
HUM_A01,67,Tetragastris panamensis,Burseraceae,650705.1805,8921028.672,48.6,26.72,20.11,20140703,False,O,8,28.87,28.87,feldpausch_regional,0.18,default,-1.0,48.42,28.82
HUM_A01,69,Pouteria gongrijpii,Sapotaceae,650670.8562,8921071.453,38.0,33.07,21.61,20140703,False,O,8,25.35,25.35,feldpausch_regional,0.18,default,-1.0,37.82,25.28
HUM_A01,70,Tetragastris panamensis,Burseraceae,650699.6036,8921064.85,39.5,29.06,19.92,20140703,False,O,8,25.89,25.89,feldpausch_regional,0.18,default,-1.0,39.32,25.83
HUM_A01,71,Helicostylis sp.,Moraceae,650702.4116,8921065.393,35.8,37.62,24.81,20140703,False,O,8,24.52,24.52,feldpausch_regional,0.18,default,-1.0,35.62,24.45
HUM_A01,72,Inga marginata,Fabaceae,650652.5849,8921184.655,14.3,11.64,6.57,20140704,False,O,9,13.69,13.69,feldpausch_regional,0.18,default,-1.0,14.12,13.57
HUM_A01,73,Jacaranda copaia,Bignoniaceae,650648.4618,8921184.688,12.4,10.49,7.67,20140704,False,O,9,12.39,12.39,feldpausch_regional,0.18,default,-1.0,12.22,12.26
HUM_A01,74,Laportea aestuans,,650650.2073,8921173.329,16.1,13.05,6.43,20140704,False,O,9,14.85,14.85,feldpausch_regional,0.18,default,-1.0,15.92,14.74
HUM_A01,75,Ceiba pentandra,Malvaceae,650649.5834,8921172.937,31.5,30.0,26.28,20140704,False,O,9,22.78,22.78,feldpausch_regional,0.18,default,-1.0,31.32,22.7
HUM_A01,76,Tetragastris panamensis,Burseraceae,650646.2133,8921170.054,13.2,10.42,7.01,20140704,False,O,9,12.95,12.95,feldpausch_regional,0.18,default,-1.0,13.02,12.82
HUM_A01,77,Inga grandis,Fabaceae,650650.3288,8921167.616,16.8,9.94,7.01,20140704,False,O,9,15.29,15.29,feldpausch_regional,0.18,default,-1.0,16.62,15.18
HUM_A01,78,Pourouma minor,Urticaceae,650643.0752,8921166.132,18.4,14.75,11.71,20140704,False,O,9,16.25,16.25,feldpausch_regional,0.18,default,-1.0,18.22,16.14
HUM_A01,79,Pouteria sp.,Sapotaceae,650641.7072,8921164.968,23.0,16.06,12.08,20140704,False,O,9,18.79,18.79,feldpausch_regional,0.18,default,-1.0,22.82,18.69
HUM_A01,80,Theobroma glaucum,Malvaceae,650643.4307,8921163.431,16.7,20.63,16.74,20140704,False,O,9,15.22,15.22,feldpausch_regional,0.18,default,-1.0,16.52,15.11
HUM_A01,81,,,650642.6144,8921158.253,36.8,27.53,20.25,20140704,False,O,9,24.9,24.9,feldpausch_regional,0.18,default,-1.0,36.62,24.83
HUM_A01,82,,,650648.6177,8921158.762,11.0,8.78,,20140704,True,O,9,11.38,11.38,feldpausch_regional,0.18,default,-1.0,10.82,11.24
HUM_A01,83,Geissospermum sericeum,Apocynaceae,650640.8324,8921155.536,31.2,15.23,11.33,20140704,False,O,9,22.65,22.65,feldpausch_regional,0.18,default,-1.0,31.02,22.57
HUM_A01,84,Ceiba pentandra,Malvaceae,650638.6604,8921143.063,35.8,25.26,17.45,20140704,False,O,9,24.52,24.52,feldpausch_regional,0.18,default,-1.0,35.62,24.45
HUM_A01,85,Neea oppositifolia,Nyctaginaceae,650639.6604,8921142.711,18.9,18.92,13.6,20140704,False,O,9,16.54,16.54,feldpausch_regional,0.18,default,-1.0,18.72,16.43
HUM_A01,86,Casearia javitensis,Salicaceae,650642.1605,8921141.83,13.5,13.81,8.9,20140704,False,O,9,13.15,13.15,feldpausch_regional,0.18,default,-1.0,13.32,13.03
HUM_A01,87,Galipea sp.,,650640.3481,8921139.02,20.7,21.68,12.97,20140704,False,O,9,17.56,17.56,feldpausch_regional,0.18,default,-1.0,20.52,17.46
HUM_A01,88,Tabebuia chrysotricha,,650602.4618,8921151.579,47.8,38.68,27.29,20140704,False,O,9,28.63,28.63,feldpausch_regional,0.18,default,-1.0,47.62,28.57
HUM_A01,89,Bertholletia excelsa,Lecythidaceae,650621.1737,8921169.89,68.8,30.97,21.97,20140704,False,O,9,33.91,33.91,feldpausch_regional,0.18,default,-1.0,68.62,33.87
HUM_A01,90,Hevea brasiliensis,Euphorbiaceae,650634.0056,8921158.193,65.3,28.82,18.77,20140704,False,O,9,33.16,33.16,feldpausch_regional,0.18,default,-1.0,65.12,33.12
HUM_A01,91,Apeiba echinata,Malvaceae,650602.2969,8920989.514,36.8,19.83,12.08,20140704,False,O,10,24.9,24.9,feldpausch_regional,0.18,default,-1.0,36.62,24.83
HUM_A01,92,Laportea aestuans,,650600.163,8920986.516,19.8,14.72,9.01,20140704,False,O,10,17.05,17.05,feldpausch_regional,0.18,default,-1.0,19.62,16.95
HUM_A01,93,Jacaratia spinosa,Caricaceae,650603.051,8920983.717,39.0,20.77,15.89,20140704,False,O,10,25.71,25.71,feldpausch_regional,0.18,default,-1.0,38.82,25.65
HUM_A01,94,Laportea aestuans,,650598.9828,8920978.673,18.6,8.63,6.18,20140704,False,O,10,16.36,16.36,feldpausch_regional,0.18,default,-1.0,18.42,16.26
HUM_A01,95,,,650603.0556,8920969.638,14.0,12.97,,20140704,True,O,10,13.49,13.49,feldpausch_regional,0.18,default,-1.0,13.82,13.37
HUM_A01,96,,,650599.1712,8920970.196,28.5,2.22,,20140704,True,O,10,21.46,21.46,feldpausch_regional,0.18,default,-1.0,28.32,21.38
HUM_A01,97,Chloroleucon mangense,,650598.1351,8920960.629,12.9,13.71,10.47,20140704,False,O,10,12.74,12.74,feldpausch_regional,0.18,default,-1.0,12.72,12.62
HUM_A01,98,,,650598.0082,8920955.308,31.8,15.14,,20140704,True,O,10,22.9,22.9,feldpausch_regional,0.18,default,-1.0,31.62,22.83
HUM_A01,99,Jacaratia spinosa,Caricaceae,650596.8038,8920954.376,12.7,8.62,6.38,20140704,False,O,10,12.6,12.6,feldpausch_regional,0.18,default,-1.0,12.52,12.48
HUM_A01,100,Laportea aestuans,,650595.194,8920956.264,10.5,8.5,6.25,20140704,False,O,10,11.0,11.0,feldpausch_regional,0.18,default,-1.0,10.32,10.87
HUM_A01,101,Laportea aestuans,,650597.9199,8920947.777,20.0,12.36,8.86,20140704,False,O,10,17.17,17.17,feldpausch_regional,0.18,default,-1.0,19.82,17.07
HUM_A01,102,Tetragastris panamensis,Burseraceae,650594.7766,8920949.59,50.3,24.15,15.08,20140704,False,O,10,29.37,29.37,feldpausch_regional,0.18,default,-1.0,50.12,29.32
HUM_A01,103,,,650592.3778,8920947.804,24.0,25.37,17.52,20140704,False,O,10,19.3,19.3,feldpausch_regional,0.18,default,-1.0,23.82,19.21
HUM_A01,104,Dictyocaryum ptarianum,,650591.6214,8920948.984,24.1,24.15,16.44,20140704,False,O,10,19.35,19.35,feldpausch_regional,0.18,default,-1.0,23.92,19.26
HUM_A01,105,Sapium marmieri,Euphorbiaceae,650596.8884,8920945.292,12.2,16.9,12.34,20140704,False,O,10,12.25,12.25,feldpausch_regional,0.18,default,-1.0,12.02,12.12
HUM_A01,106,Apeiba echinata,Malvaceae,650556.1723,8920962.16,56.3,33.71,26.11,20140704,False,O,10,31.01,31.01,feldpausch_regional,0.18,default,-1.0,56.12,30.96
HUM_A01,107,Rinorea racemosa,Violaceae,650564.7347,8920982.194,36.0,26.33,16.62,20140704,False,O,10,24.6,24.6,feldpausch_regional,0.18,default,-1.0,35.82,24.53
HUM_A01,108,Astronium gracile,Anacardiaceae,650571.3774,8920998.362,45.0,35.7,28.13,20140704,False,O,10,27.76,27.76,feldpausch_regional,0.18,default,-1.0,44.82,27.7
HUM_A01,109,Helicostylis sp.,Moraceae,650575.6365,8920995.117,41.0,36.59,24.87,20140704,False,O,10,26.42,26.42,feldpausch_regional,0.18,default,-1.0,40.82,26.36
