site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2013,dead_2013,hcom_2013,htot_2013,dbh_2018,dead_2018,plot_id
PAR_A01,3,Bowdichia nitida,Fabaceae,219300.3239,9632415.771,O,40.2,False,19.48,30.26,"42,4",False,T01
PAR_A01,4,Sacoglottis guianensis,Humiriaceae,219303.1019,9632411.595,O,40.5,False,17.21,30.35,"47,4",False,T01
PAR_A01,5,,,219305.1803,9632415.267,O,13.0,True,,7.86,,True,T01
PAR_A01,6,Trattinnickia burseraefolia,Burseraceae,219340.4375,9632430.051,O,35.8,False,8.78,12.86,"35,8",False,T01
PAR_A01,7,Trattinnickia burseraefolia,Burseraceae,219343.934,9632431.993,O,68.7,False,13.99,25.14,"71,7",False,T01
PAR_A01,8,Sacoglottis guianensis,Humiriaceae,219351.7041,9632438.599,O,45.8,False,13.93,23.46,"48,7",False,T01
PAR_A01,9,,,219363.5532,9632454.334,O,38.7,True,,7.26,,True,T01
PAR_A01,10,Licania canescens,Chrysobalanaceae,219373.5089,9632452.887,O,11.7,False,9.68,12.7,,True,T01
PAR_A01,11,Dialium guianense,Fabaceae,219376.6657,9632451.323,O,48.2,False,18.4,33.2,49,False,T01
PAR_A01,12,Pouteria gongrijpii,Sapotaceae,219377.2486,9632448.215,O,36.0,False,20.69,29.47,"37,2",False,T01
PAR_A01,13,NI,NI,219375.8885,9632454.781,O,26.7,False,10.05,16.21,"28,3",False,T01
PAR_A01,14,Hymenaea parviflora,Fabaceae,219388.6124,9632454.529,O,39.2,False,17.7,24.52,"43,5",False,T01
PAR_A01,15,Minquartia guianensis,Olacaceae,219393.9541,9632465.505,O,10.0,False,5.79,11.02,"10,5",False,T01
PAR_A01,16,Pouteria gongrijpii,Sapotaceae,219399.1989,9632468.419,O,38.0,False,18.26,23.24,"40,4",False,T01
PAR_A01,17,Inga sp.,Fabaceae,219406.192,9632472.304,O,11.2,False,8.23,10.72,,True,T01
PAR_A01,18,Inga sp.,Fabaceae,219411.874,9632474.431,O,10.0,False,10.57,13.24,,True,T01
PAR_A01,19,Chimarrhis turbinata,Rubiaceae,219414.9821,9632475.014,O,23.7,False,7.58,14.31,"26,5",False,T01
PAR_A01,20,Diplotropis sp.,Fabaceae,219415.5355,9632479.783,O,58.8,False,31.31,39.16,"59,3",False,T01
PAR_A01,21,,,219420.4695,9632483.669,O,72.0,True,,5.28,,True,T01
PAR_A01,22,NI,NI,219430.7652,9632483.669,O,15.7,False,12.84,17.66,"21,5",False,T01
PAR_A01,23,Pouteria retinervis,Sapotaceae,219435.9128,9632488.817,O,14.2,False,14.58,18.66,"13,4",False,T01
PAR_A01,24,Minquartia guianensis,Olacaceae,219441.7404,9632490.682,O,17.2,False,14.04,17.96,"17,1",False,T01
PAR_A01,25,NI,NI,219450.8704,9632494.839,O,12.6,False,8.14,12.5,"13,5",False,T01
PAR_A01,26,Sapium marmieri,Euphorbiaceae,219464.672,9632503.766,O,12.0,False,8.02,12.0,"16,4",False,T01
PAR_A01,27,Inga marginata,Fabaceae,219468.6056,9632506.981,O,14.5,False,8.52,10.64,"17,5",False,T01
PAR_A01,28,,,219475.821,9632508.67,O,12.0,True,,5.77,,True,T01
PAR_A01,29,Cecropia palmata,Urticaceae,219478.4086,9632510.19,O,12.5,False,9.71,13.87,"13,2",False,T01
PAR_A01,30,Cecropia palmata,Urticaceae,219483.8847,9632514.76,O,12.5,False,7.11,10.52,,True,T01
PAR_A01,31,Cecropia palmata,Urticaceae,219485.6588,9632515.269,O,12.7,False,8.76,11.81,,True,T01
PAR_A01,32,Cecropia palmata,Urticaceae,219485.7552,9632515.094,O,19.0,False,7.71,13.09,,True,T01
PAR_A01,33,Cecropia palmata,Urticaceae,219494.2237,9632518.786,O,13.2,False,10.3,15.44,,True,T01
PAR_A01,34,Cecropia palmata,Urticaceae,219525.2928,9632536.583,O,15.5,False,10.37,13.03,,True,T01
PAR_A01,35,,,219555.4624,9632548.541,O,38.2,True,,12.2,,True,T01
PAR_A01,36,Tapirira guianensis,Anacardiaceae,219573.9778,9632563.021,O,16.0,False,10.37,13.55,"27,2",False,T01
PAR_A01,37,Croton matourensis,Euphorbiaceae,219592.807,9632574.45,O,10.2,False,7.33,9.13,"16,1",False,T01
PAR_A01,38,Inga sp.,Fabaceae,219603.6969,9632579.541,O,30.6,False,18.69,23.26,"34,0",False,T01
PAR_A01,39,Stryphnodendron pulcherrimum,Fabaceae,219604.8002,9632580.024,O,25.7,False,19.12,24.85,,True,T01
PAR_A01,40,Manilkara huberi,Sapotaceae,219603.5538,9632582.533,O,43.7,False,19.6,25.01,"48,6",False,T01
PAR_A01,41,Neea oppositifolia,Nyctaginaceae,219609.3015,9632576.546,O,47.0,False,20.84,31.42,"48,5",False,T01
PAR_A01,42,Inga marginata,Fabaceae,219616.097,9632584.994,O,13.0,False,9.72,13.55,"15,5",False,T01
PAR_A01,43,Cecropia palmata,Urticaceae,219617.6181,9632586.385,O,24.7,False,14.82,19.7,"25,7",False,T01
PAR_A01,44,,,219630.8978,9632595.041,O,33.3,True,,3.94,,True,T01
PAR_A01,45,Parkia sp.,Fabaceae,219636.4253,9632595.755,O,37.7,False,14.77,23.4,"47,4",False,T01
PAR_A01,46,Croton matourensis,Euphorbiaceae,219617.5704,9632586.473,O,10.5,False,5.47,9.06,18,False,T01
PAR_A01,47,,,219652.8756,9632604.648,O,10.0,True,8.58,11.12,,True,T01
PAR_A01,48,,,219658.5788,9632613.642,O,41.8,True,,19.11,,True,T01
PAR_A01,49,Lecythis idatimon,Lecythidaceae,219665.7631,9632612.979,O,27.0,False,11.38,24.78,"27,3",False,T01
PAR_A01,50,Croton matourensis,Euphorbiaceae,219712.8855,9632639.361,O,14.4,False,9.23,15.17,"18,4",False,T01
PAR_A01,51,Pouteria gongrijpii,Sapotaceae,219708.1315,9632635.541,O,39.7,False,22.49,31.72,"39,8",False,T01
PAR_A01,52,Eschweilera ovata,Lecythidaceae,219714.7182,9632638.078,O,57.0,False,29.74,32.97,"56,3",False,T01
PAR_A01,53,Zollernia paraensis,Fabaceae,219716.144,9632639.645,O,35.0,False,16.44,25.17,"36,3",False,T01
PAR_A01,54,Pouteria cladantha,Sapotaceae,219715.7076,9632648.844,O,38.0,False,23.16,27.53,"39,9",False,T01
PAR_A01,55,Lecythis idatimon,Lecythidaceae,219719.3731,9632646.278,O,43.3,False,19.79,27.06,"44,1",False,T01
PAR_A01,56,Eschweilera ovata,Lecythidaceae,219720.0327,9632653.455,O,40.2,False,19.17,23.49,"41,4",False,T01
PAR_A01,57,Lecythis idatimon,Lecythidaceae,219724.2118,9632635.253,O,38.0,False,19.87,27.78,"38,7",False,T01
PAR_A01,58,,,219726.7042,9632641.147,O,47.0,True,,3.86,,True,T01
PAR_A01,59,Croton matourensis,Euphorbiaceae,219736.8902,9632651.314,O,18.0,False,14.94,19.95,"28,5",False,T01
