site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A01,402.0,,,727225.8,9683759.69,O,7.5,A,4.88,8.94,20090617-20090708,8.1,A,9.51,20100714-20100805,8.7,A,6.1,11.68,20110712-20110719,M3,9.6,8.94,measured,0.6,observed,-1.0,8.1,8.47
TAP_A01,403.0,,,727221.65,9683766.41,O,63.6,A,34.54,42.39,20090617-20090708,63.5,A,28.66,20100714-20100805,64.1,A,23.37,30.52,20110712-20110719,M3,32.89,42.39,measured,0.25,observed,-1.0,63.85,42.33
TAP_A01,404.0,,,727220.39,9683761.47,O,4.9,A,3.72,6.18,20090617-20090708,5.1,A,4.85,20100714-20100805,5.0,A,,,20110712-20110719,M3,6.33,6.18,measured,0.05,observed,-1.0,4.95,6.13
TAP_A01,405.0,,,727219.31,9683760.03,O,5.4,A,5.21,6.68,20090617-20090708,5.5,A,5.45,20100714-20100805,5.5,A,4.73,6.37,20110712-20110719,M3,6.81,6.68,measured,0.05,observed,-1.0,5.45,6.63
TAP_A01,406.0,,,727217.34,9683760.63,O,11.9,A,6.25,12.54,20090617-20090708,12.1,A,11.86,20100714-20100805,12.3,A,6.0,13.47,20110712-20110719,M3,12.32,12.54,measured,0.2,observed,-1.0,12.1,12.4
TAP_A01,407.0,,,727217.34,9683760.63,O,15.2,A,6.25,12.54,20090617-20090708,14.7,A,10.15,20100714-20100805,15.3,A,,,20110712-20110719,M3,14.34,12.54,measured,0.05,observed,-1.0,15.25,12.51
TAP_A01,408.0,,,727217.34,9683760.63,O,5.1,A,1.77,2.19,20090617-20090708,5.1,A,3.31,20100714-20100805,5.1,A,1.16,2.52,20110712-20110719,M3,6.43,2.19,measured,0.0,observed,-1.0,5.1,2.19
TAP_A01,409.0,,,727208.85,9683761.07,L,5.0,A,0.99,4.69,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M3,,4.69,measured,0.1,site_median,-1.0,,
TAP_A01,410.0,,,727206.41,9683762.2,L,14.1,A,10.76,12.62,20090617-20090708,12.2,A,,20100714-20100805,12.2,A,,,20110712-20110719,M3,12.25,12.62,measured,0.0,observed,-1.0,12.2,12.62
TAP_A01,411.0,,,727202.34,9683760.91,O,15.1,A,1.6,15.0,20090617-20090708,15.1,A,11.55,20100714-20100805,15.3,A,11.02,12.83,20110712-20110719,M3,14.34,15.0,measured,0.1,observed,-1.0,15.2,14.94
TAP_A01,412.0,,,727191.88,9683761.96,O,5.5,A,2.45,7.38,20090617-20090708,5.6,A,8.22,20100714-20100805,5.6,A,3.34,9.26,20110712-20110719,M3,6.9,7.38,measured,0.05,observed,-1.0,5.55,7.33
TAP_A01,413.0,,,727188.48,9683773.65,O,212.5,A,54.4,62.21,20090617-20090708,213.0,A,46.6,20100714-20100805,212.5,A,39.99,50.71,20110712-20110719,M3,45.93,62.21,measured,0.0,observed,-1.0,212.5,62.21
TAP_A01,414.0,,,727185.36,9683761.8,O,43.1,A,11.88,14.05,20090617-20090708,45.4,A,22.88,20100714-20100805,47.0,A,23.24,29.44,20110712-20110719,M3,28.38,14.05,measured,1.95,observed,-1.0,45.05,13.75
TAP_A01,415.0,,,727184.04,9683765.37,P,42.2,A,9.58,15.92,20090617-20090708,41.1,A,14.99,20100714-20100805,39.0,A,7.33,17.28,20110712-20110719,M3,25.71,15.92,measured,0.0,observed,-1.0,39.0,15.92
TAP_A01,416.0,,,727177.42,9683763.21,O,10.4,A,5.21,10.15,20090617-20090708,10.5,A,6.55,20100714-20100805,10.6,A,7.54,10.09,20110712-20110719,M3,11.08,10.15,measured,0.1,observed,-1.0,10.5,10.08
TAP_A01,417.0,,,727174.43,9683763.37,O,8.9,A,6.7,9.96,20090617-20090708,9.0,A,8.24,20100714-20100805,9.1,A,6.62,8.05,20110712-20110719,M3,9.92,9.96,measured,0.1,observed,-1.0,9.0,9.88
TAP_A01,418.0,,,727169.01,9683765.15,O,12.5,D,1.61,2.67,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M3,,2.67,measured,0.1,site_median,-1.0,,
TAP_A01,419.0,,,727164.89,9683762.86,O,5.2,A,4.19,7.86,20090617-20090708,5.2,A,9.87,20100714-20100805,5.5,A,11.5,13.4,20110712-20110719,M3,6.81,7.86,measured,0.15,observed,-1.0,5.35,7.69
TAP_A01,420.0,,,727162.89,9683762.97,O,12.2,A,4.55,6.63,20090617-20090708,12.3,A,6.36,20100714-20100805,12.5,A,2.38,6.36,20110712-20110719,M3,12.46,6.63,measured,0.15,observed,-1.0,12.35,6.58
TAP_A01,421.0,,,727156.48,9683764.81,O,15.9,A,8.94,12.14,20090617-20090708,16.0,A,11.64,20100714-20100805,16.0,A,11.19,15.48,20110712-20110719,M3,14.79,12.14,measured,0.05,observed,-1.0,15.95,12.12
TAP_A01,422.0,,,727147.04,9683766.3,O,20.0,A,11.42,14.77,20090617-20090708,20.6,A,17.72,20100714-20100805,20.8,A,16.11,18.56,20110712-20110719,M3,17.61,14.77,measured,0.4,observed,-1.0,20.4,14.59
TAP_A01,940.0,,,727143.18,9683765.2,P,,,,,20090617-20090708,13.5,A,2.85,20100714-20100805,19.0,A,0.65,2.77,20110712-20110719,M3,16.6,2.85,measured,0.1,site_median,-1.0,18.9,2.84
TAP_A01,423.0,,,727138.03,9683766.27,O,12.2,A,15.01,18.87,20090617-20090708,14.4,A,20.76,20100714-20100805,14.8,A,15.62,18.39,20110712-20110719,M3,14.02,18.87,measured,1.3,observed,-1.0,13.5,17.7
TAP_A01,424.0,,,727108.49,9683766.31,O,7.5,A,6.88,9.65,20090617-20090708,7.7,A,9.52,20100714-20100805,8.3,A,5.29,7.5,20110712-20110719,M3,9.27,9.65,measured,0.4,observed,-1.0,7.9,9.31
TAP_A01,425.0,,,727106.49,9683766.41,O,7.6,A,6.09,9.82,20090617-20090708,8.1,A,9.03,20100714-20100805,9.4,A,5.64,10.07,20110712-20110719,M3,10.16,9.82,measured,0.9,observed,-1.0,8.5,9.11
TAP_A01,426.0,,,727087.99,9683766.87,O,10.1,A,10.2,12.21,20090617-20090708,10.2,A,9.03,20100714-20100805,10.1,A,4.86,9.29,20110712-20110719,M3,10.7,12.21,measured,0.0,observed,-1.0,10.1,12.21
TAP_A01,427.0,,,727087.02,9683767.43,L,10.6,A,1.35,12.35,20090617-20090708,10.0,A,,20100714-20100805,10.0,A,,,20110712-20110719,M3,10.62,12.35,measured,0.0,observed,-1.0,10.0,12.35
TAP_A01,428.0,,,727085.18,9683770.53,O,65.1,A,24.62,31.1,20090617-20090708,65.4,A,39.02,20100714-20100805,65.7,A,26.89,33.86,20110712-20110719,M3,33.25,31.1,measured,0.3,observed,-1.0,65.4,31.03
TAP_A01,429.0,,,727085.02,9683767.53,O,29.8,A,13.26,15.58,20090617-20090708,28.6,A,16.06,20100714-20100805,30.0,A,14.62,17.73,20110712-20110719,M3,22.13,15.58,measured,0.1,observed,-1.0,29.9,15.55
TAP_A01,430.0,,,727081.03,9683767.74,O,13.7,A,11.39,14.15,20090617-20090708,14.1,A,16.6,20100714-20100805,13.9,A,11.6,16.05,20110712-20110719,M3,13.42,14.15,measured,0.1,observed,-1.0,13.8,14.09
TAP_A01,431.0,,,727079.5,9683767.32,O,8.0,A,4.04,7.96,20090617-20090708,7.9,A,7.19,20100714-20100805,8.0,A,4.66,7.28,20110712-20110719,M3,9.02,7.96,measured,0.0,observed,-1.0,8.0,7.96
TAP_A01,432.0,,,727076.03,9683768.0,O,14.6,A,5.59,11.4,20090617-20090708,14.6,A,9.25,20100714-20100805,14.6,A,4.66,7.41,20110712-20110719,M3,13.89,11.4,measured,0.0,observed,-1.0,14.6,11.4
TAP_A01,433.0,,,727076.16,9683770.49,O,49.2,A,36.77,44.15,20090617-20090708,49.5,A,38.4,20100714-20100805,50.3,A,30.68,37.47,20110712-20110719,M3,29.37,44.15,measured,0.55,observed,-1.0,49.75,43.91
TAP_A01,434.0,,,727073.64,9683770.13,O,17.8,A,13.61,16.39,20090617-20090708,17.6,A,16.34,20100714-20100805,18.0,A,10.09,15.77,20110712-20110719,M3,16.01,16.39,measured,0.1,observed,-1.0,17.9,16.33
TAP_A01,435.0,,,727070.54,9683768.28,O,5.3,A,3.5,8.21,20090617-20090708,5.6,A,7.58,20100714-20100805,5.7,A,4.82,7.85,20110712-20110719,M3,6.99,8.21,measured,0.2,observed,-1.0,5.5,8.0
TAP_A01,436.0,,,727061.29,9683773.27,O,66.4,A,19.38,22.76,20090617-20090708,66.4,A,25.78,20100714-20100805,66.5,A,16.01,27.1,20110712-20110719,M3,33.42,22.76,measured,0.05,observed,-1.0,66.45,22.75
TAP_A01,437.0,,,727061.05,9683768.78,O,5.7,A,2.19,6.72,20090617-20090708,6.1,A,7.64,20100714-20100805,6.5,A,3.56,7.47,20110712-20110719,M3,7.72,6.72,measured,0.4,observed,-1.0,6.1,6.41
TAP_A01,438.0,,,727053.56,9683769.17,O,47.2,A,31.28,44.26,20090617-20090708,49.8,A,33.04,20100714-20100805,51.9,A,24.79,36.05,20110712-20110719,M3,29.82,44.26,measured,2.35,observed,-1.0,49.55,43.27
TAP_A01,439.0,,,727046.65,9683771.03,O,67.9,D,0.96,11.22,20090617-20090708,67.8,D,15.28,20100714-20100805,67.8,D,1.78,10.49,20110712-20110719,M3,33.7,11.22,measured,0.0,observed,-1.0,67.8,11.22
TAP_A01,440.0,,,727043.6,9683770.19,O,36.7,A,11.34,12.11,20090617-20090708,36.7,A,28.89,20100714-20100805,36.8,A,23.93,26.39,20110712-20110719,M3,24.9,12.11,measured,0.05,observed,-1.0,36.75,12.1
TAP_A01,441.0,,,727040.58,9683769.85,O,4.9,A,2.06,5.53,20090617-20090708,5.1,A,5.99,20100714-20100805,5.0,A,4.71,6.75,20110712-20110719,M3,6.33,5.53,measured,0.05,observed,-1.0,4.95,5.49
TAP_A01,442.0,,,727035.64,9683771.11,O,31.2,A,18.49,24.05,20090617-20090708,31.1,A,25.46,20100714-20100805,31.3,A,33.65,41.04,20110712-20110719,M3,22.69,24.05,measured,0.05,observed,-1.0,31.25,24.03
TAP_A01,443.0,,,727026.13,9683771.1,O,39.8,A,22.71,29.52,20090617-20090708,39.8,A,28.43,20100714-20100805,40.5,A,21.76,27.64,20110712-20110719,M3,26.25,29.52,measured,0.35,observed,-1.0,40.15,29.37
TAP_A01,444.0,,,727024.6,9683770.68,O,8.9,A,7.21,15.05,20090617-20090708,9.9,A,14.63,20100714-20100805,11.4,A,7.64,11.99,20110712-20110719,M3,11.67,15.05,measured,1.25,observed,-1.0,10.15,13.85
TAP_A01,445.0,,,727021.63,9683771.33,O,14.0,A,8.63,14.82,20090617-20090708,14.1,A,10.65,20100714-20100805,14.4,A,7.81,10.53,20110712-20110719,M3,13.76,14.82,measured,0.2,observed,-1.0,14.2,14.67
TAP_A01,941.0,,,727019.74,9683771.43,P,,,,,20090617-20090708,19.4,A,6.56,20100714-20100805,22.0,A,1.29,6.21,20110712-20110719,M3,18.26,6.56,measured,0.1,site_median,-1.0,21.9,6.54
TAP_A01,446.0,,,727006.13,9683771.64,O,11.5,A,4.01,7.79,20090617-20090708,11.5,A,7.71,20100714-20100805,12.5,A,3.26,8.27,20110712-20110719,M3,12.46,7.79,measured,0.5,observed,-1.0,12.0,7.57
TAP_A01,447.0,,,727004.74,9683773.72,O,60.0,A,42.48,48.86,20090617-20090708,60.5,A,41.76,20100714-20100805,61.5,A,33.88,39.94,20110712-20110719,M3,32.29,48.86,measured,0.75,observed,-1.0,60.75,48.6
TAP_A01,942.0,,,727000.13,9683773.66,P,,,,,20090617-20090708,26.5,A,6.83,20100714-20100805,32.4,A,1.58,7.37,20110712-20110719,M3,23.15,6.83,measured,0.1,site_median,-1.0,32.3,6.82
TAP_A01,448.0,,,726998.11,9683771.56,O,14.8,A,5.96,8.91,20090617-20090708,14.5,A,11.85,20100714-20100805,15.4,A,7.64,11.26,20110712-20110719,M3,14.41,8.91,measured,0.3,observed,-1.0,15.1,8.79
TAP_A01,943.0,,,726988.99,9683772.34,O,,,,,20090617-20090708,17.0,A,5.99,20100714-20100805,17.4,A,1.35,5.81,20110712-20110719,M3,15.65,5.99,measured,0.1,site_median,-1.0,17.3,5.97
TAP_A01,449.0,,,726982.18,9683782.9,O,154.6,A,51.49,59.22,20090617-20090708,155.7,A,63.65,20100714-20100805,155.0,A,56.22,62.1,20110712-20110719,M3,43.67,59.22,measured,0.2,observed,-1.0,154.8,59.21
TAP_A01,450.0,,,726980.79,9683775.47,O,53.3,A,45.8,54.38,20090617-20090708,52.7,A,42.41,20100714-20100805,52.8,A,38.36,42.41,20110712-20110719,M3,30.07,54.38,measured,0.0,observed,-1.0,52.8,54.38
TAP_A01,451.0,,,726967.68,9683773.65,O,11.0,A,8.69,12.78,20090617-20090708,11.3,A,11.98,20100714-20100805,11.2,A,10.26,12.85,20110712-20110719,M3,11.53,12.78,measured,0.1,observed,-1.0,11.1,12.69
TAP_A01,452.0,,,726954.78,9683775.82,O,18.6,A,4.87,13.96,20090617-20090708,18.6,A,12.96,20100714-20100805,18.9,A,9.61,11.77,20110712-20110719,M3,16.54,13.96,measured,0.15,observed,-1.0,18.75,13.88
TAP_A01,453.0,,,726953.7,9683774.38,O,7.5,A,4.89,8.34,20090617-20090708,7.6,A,9.23,20100714-20100805,7.8,A,3.74,9.87,20110712-20110719,M3,8.85,8.34,measured,0.15,observed,-1.0,7.65,8.23
TAP_A01,944.0,,,726952.43,9683774.94,P,,,,,20090617-20090708,13.2,A,3.64,20100714-20100805,17.0,A,1.02,4.43,20110712-20110719,M3,15.41,3.64,measured,0.1,site_median,-1.0,16.9,3.63
TAP_A01,454.0,,,726951.86,9683777.48,O,55.3,A,37.14,39.67,20090617-20090708,55.1,A,44.32,20100714-20100805,55.2,A,34.88,38.49,20110712-20110719,M3,30.72,39.67,measured,0.0,observed,-1.0,55.2,39.67
TAP_A01,455.0,,,726955.15,9683773.3,O,10.3,A,5.22,10.28,20090617-20090708,10.1,A,9.26,20100714-20100805,10.3,A,3.44,8.07,20110712-20110719,M3,10.85,10.28,measured,0.0,observed,-1.0,10.3,10.28
TAP_A01,456.0,,,726960.61,9683772.51,O,80.3,A,28.37,39.73,20090617-20090708,80.1,A,44.43,20100714-20100805,80.2,A,27.87,35.21,20110712-20110719,M3,36.06,39.73,measured,0.0,observed,-1.0,80.2,39.73
TAP_A01,457.0,,,726960.64,9683773.01,L,6.0,A,0.0,0.0,20090617-20090708,6.6,A,,20100714-20100805,6.0,A,,,20110712-20110719,M3,7.27,8.84,local_fit,0.0,observed,-1.0,6.0,8.84
TAP_A01,458.0,,,726964.63,9683772.8,O,31.1,A,17.24,20.34,20090617-20090708,31.7,A,20.88,20100714-20100805,32.0,A,18.25,23.96,20110712-20110719,M3,22.99,20.34,measured,0.45,observed,-1.0,31.55,20.17
TAP_A01,459.0,,,726964.63,9683772.8,L,4.5,A,0.0,0.0,20090617-20090708,5.1,A,,20100714-20100805,5.4,A,,,20110712-20110719,M3,6.71,7.57,local_fit,0.45,observed,-1.0,4.95,7.08
TAP_A01,460.0,,,726973.62,9683772.34,O,5.3,A,6.86,9.52,20090617-20090708,5.9,A,8.0,20100714-20100805,5.5,A,5.34,8.04,20110712-20110719,M3,6.81,9.52,measured,0.1,observed,-1.0,5.4,9.38
TAP_A01,461.0,,,726978.11,9683772.1,O,6.0,A,2.18,7.76,20090617-20090708,6.5,A,8.83,20100714-20100805,6.6,A,1.35,8.47,20110712-20110719,M3,7.81,7.76,measured,0.3,observed,-1.0,6.3,7.49
TAP_A01,462.0,,,726978.09,9683771.6,O,15.3,A,14.13,17.78,20090617-20090708,15.2,A,18.2,20100714-20100805,15.4,A,11.87,20.78,20110712-20110719,M3,14.41,17.78,measured,0.05,observed,-1.0,15.35,17.74
TAP_A01,463.0,,,726983.08,9683771.34,O,8.8,A,4.95,9.62,20090617-20090708,9.0,A,10.68,20100714-20100805,9.0,A,3.59,10.85,20110712-20110719,M3,9.84,9.62,measured,0.1,observed,-1.0,8.9,9.54
TAP_A01,945.0,,,726984.93,9683771.35,P,,,,,20090617-20090708,24.5,A,5.36,20100714-20100805,28.0,A,0.88,6.46,20110712-20110719,M3,21.23,5.36,measured,0.1,site_median,-1.0,27.9,5.35
TAP_A01,464.0,,,726993.91,9683767.77,O,71.4,A,25.26,28.87,20090617-20090708,71.9,A,46.24,20100714-20100805,73.0,A,36.27,48.93,20110712-20110719,M3,34.75,28.87,measured,0.8,observed,-1.0,72.2,28.74
TAP_A01,465.0,,,727002.56,9683770.33,O,13.4,D,1.45,2.43,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M3,,2.43,measured,0.1,site_median,-1.0,,
TAP_A01,466.0,,,727009.6,9683770.96,O,8.0,A,5.38,6.3,20090617-20090708,8.1,A,7.48,20100714-20100805,8.1,A,3.7,7.03,20110712-20110719,M3,9.1,6.3,measured,0.05,observed,-1.0,8.05,6.27
TAP_A01,946.0,,,727004.44,9683770.93,O,,,,,20090617-20090708,7.2,A,9.53,20100714-20100805,8.0,A,8.87,10.47,20110712-20110719,M3,9.02,9.53,measured,0.1,site_median,-1.0,7.9,9.45
TAP_A01,467.0,,,727011.99,9683768.83,O,26.0,D,1.11,8.36,20090617-20090708,26.1,D,7.73,20100714-20100805,26.1,D,1.62,8.35,20110712-20110719,M3,20.34,8.36,measured,0.05,observed,-1.0,26.05,8.35
TAP_A01,468.0,,,727016.48,9683768.6,O,32.0,A,16.85,17.97,20090617-20090708,32.4,A,22.4,20100714-20100805,32.5,A,16.59,23.17,20110712-20110719,M3,23.2,17.97,measured,0.25,observed,-1.0,32.25,17.88
TAP_A01,469.0,,,727017.56,9683770.04,O,24.2,A,12.15,13.81,20090617-20090708,24.1,A,15.73,20100714-20100805,24.2,A,10.98,16.23,20110712-20110719,M3,19.4,13.81,measured,0.0,observed,-1.0,24.2,13.81
TAP_A01,470.0,,,727029.54,9683769.42,O,9.1,A,6.59,9.6,20090617-20090708,9.5,A,10.14,20100714-20100805,9.2,A,4.1,10.45,20110712-20110719,M3,10.0,9.6,measured,0.05,observed,-1.0,9.15,9.56
TAP_A01,471.0,,,727032.54,9683769.26,O,10.8,A,7.77,9.15,20090617-20090708,10.8,A,8.14,20100714-20100805,10.5,A,5.74,7.38,20110712-20110719,M3,11.0,9.15,measured,0.0,observed,-1.0,10.5,9.15
TAP_A01,472.0,,,727043.53,9683768.69,O,5.4,A,2.24,5.46,20090617-20090708,5.5,A,4.42,20100714-20100805,5.5,A,1.77,5.19,20110712-20110719,M3,6.81,5.46,measured,0.05,observed,-1.0,5.45,5.42
TAP_A01,473.0,,,727046.02,9683768.56,O,15.8,A,7.58,10.29,20090617-20090708,15.8,A,11.56,20100714-20100805,16.2,A,2.58,12.65,20110712-20110719,M3,14.91,10.29,measured,0.2,observed,-1.0,16.0,10.21
TAP_A01,474.0,,,727075.4,9683765.53,O,18.9,A,7.45,14.46,20090617-20090708,19.1,A,14.13,20100714-20100805,19.2,A,6.73,14.09,20110712-20110719,M3,16.71,14.46,measured,0.15,observed,-1.0,19.05,14.39
TAP_A01,475.0,,,727080.48,9683766.76,O,5.6,A,4.86,9.75,20090617-20090708,5.7,A,7.61,20100714-20100805,5.9,A,4.75,7.32,20110712-20110719,M3,7.18,9.75,measured,0.15,observed,-1.0,5.75,9.56
TAP_A01,476.0,,,727085.0,9683767.03,O,14.5,D,1.68,11.92,20090617-20090708,14.4,D,10.13,20100714-20100805,14.4,D,1.5,11.15,20110712-20110719,M3,13.76,11.92,measured,0.0,observed,-1.0,14.4,11.92
TAP_A01,477.0,,,727090.46,9683766.24,L,8.8,A,0.0,0.0,20090617-20090708,8.7,A,,20100714-20100805,8.9,A,,,20110712-20110719,M3,9.76,10.86,local_fit,0.05,observed,-1.0,8.85,10.82
TAP_A01,947.0,,,727091.77,9683766.28,P,,,,,20090617-20090708,16.5,A,4.44,20100714-20100805,13.0,A,0.63,5.03,20110712-20110719,M3,12.81,4.44,measured,0.1,site_median,-1.0,12.9,4.42
TAP_A01,478.0,,,727091.99,9683766.67,O,8.2,A,5.69,7.83,20090617-20090708,8.6,A,8.67,20100714-20100805,9.5,A,6.37,10.2,20110712-20110719,M3,10.23,7.83,measured,0.65,observed,-1.0,8.85,7.44
TAP_A01,479.0,,,727099.45,9683765.78,O,5.4,A,1.96,3.16,20090617-20090708,5.5,A,3.82,20100714-20100805,5.5,A,2.44,5.38,20110712-20110719,M3,6.81,3.16,measured,0.05,observed,-1.0,5.45,3.14
TAP_A01,480.0,,,727102.97,9683766.09,O,4.7,A,3.15,5.39,20090617-20090708,5.8,A,6.2,20100714-20100805,4.8,A,2.58,6.75,20110712-20110719,M3,6.13,5.39,measured,0.05,observed,-1.0,4.75,5.35
TAP_A01,948.0,,,727107.17,9683765.87,O,,,,,20090617-20090708,5.4,A,7.25,20100714-20100805,6.0,A,3.05,5.61,20110712-20110719,M3,7.27,7.25,measured,0.1,site_median,-1.0,5.9,7.16
TAP_A01,481.0,,,727108.96,9683765.78,O,5.4,A,4.29,6.45,20090617-20090708,5.6,A,6.98,20100714-20100805,5.9,A,2.67,7.61,20110712-20110719,M3,7.18,6.45,measured,0.25,observed,-1.0,5.65,6.24
TAP_A01,949.0,,,727112.31,9683765.61,O,,,,,20090617-20090708,6.7,A,6.32,20100714-20100805,7.0,A,3.09,6.63,20110712-20110719,M3,8.17,6.32,measured,0.1,site_median,-1.0,6.9,6.25
TAP_A01,482.0,,,727114.43,9683764.99,O,5.5,A,1.94,5.58,20090617-20090708,5.5,A,6.01,20100714-20100805,6.2,A,2.1,5.21,20110712-20110719,M3,7.45,5.58,measured,0.35,observed,-1.0,5.85,5.34
TAP_A01,483.0,,,727120.24,9683761.19,P,42.2,A,14.09,27.93,20090617-20090708,42.8,A,26.89,20100714-20100805,42.3,A,13.35,25.76,20110712-20110719,M3,26.87,27.93,measured,0.05,observed,-1.0,42.25,27.91
TAP_A01,484.0,,,727125.41,9683764.42,O,5.5,A,2.59,5.11,20090617-20090708,5.5,A,4.17,20100714-20100805,5.5,A,1.3,3.87,20110712-20110719,M3,6.81,5.11,measured,0.0,observed,-1.0,5.5,5.11
TAP_A01,485.0,,,727125.39,9683763.92,O,15.1,A,6.0,8.35,20090617-20090708,15.2,A,8.77,20100714-20100805,15.4,A,3.06,6.67,20110712-20110719,M3,14.41,8.35,measured,0.15,observed,-1.0,15.25,8.29
TAP_A01,486.0,,,727136.93,9683764.32,O,5.8,A,5.2,7.83,20090617-20090708,6.0,A,7.72,20100714-20100805,6.2,A,2.52,6.14,20110712-20110719,M3,7.45,7.83,measured,0.2,observed,-1.0,6.0,7.64
TAP_A01,487.0,,,727136.85,9683762.82,O,34.7,A,21.85,25.02,20090617-20090708,35.2,A,22.85,20100714-20100805,35.9,A,19.02,26.43,20110712-20110719,M3,24.56,25.02,measured,0.6,observed,-1.0,35.3,24.78
TAP_A01,488.0,,,727137.87,9683763.27,O,5.5,D,0.0,1.53,20090617-20090708,5.5,D,1.3,20100714-20100805,5.5,D,,1.3,20110712-20110719,M3,6.81,1.53,measured,0.0,observed,-1.0,5.5,1.53
TAP_A01,489.0,,,727137.87,9683763.27,O,5.3,A,4.13,8.34,20090617-20090708,5.0,A,7.71,20100714-20100805,5.1,A,3.8,7.71,20110712-20110719,M3,6.43,8.34,measured,0.0,observed,-1.0,5.1,8.34
TAP_A01,490.0,,,727137.87,9683763.27,O,7.3,A,4.0,9.2,20090617-20090708,7.5,A,10.01,20100714-20100805,7.8,A,5.04,10.52,20110712-20110719,M3,8.85,9.2,measured,0.25,observed,-1.0,7.55,8.98
TAP_A01,491.0,,,727138.82,9683762.22,O,14.7,D,1.27,12.69,20090617-20090708,14.6,D,11.28,20100714-20100805,14.6,D,1.14,5.87,20110712-20110719,M3,13.89,12.69,measured,0.0,observed,-1.0,14.6,12.69
TAP_A01,492.0,,,727140.89,9683763.61,O,5.6,A,5.44,8.94,20090617-20090708,6.1,A,7.73,20100714-20100805,6.1,A,2.92,7.07,20110712-20110719,M3,7.36,8.94,measured,0.25,observed,-1.0,5.85,8.66
TAP_A01,493.0,,,727148.36,9683762.73,O,7.5,A,5.79,10.09,20090617-20090708,7.4,A,10.98,20100714-20100805,7.7,A,3.68,8.62,20110712-20110719,M3,8.77,10.09,measured,0.1,observed,-1.0,7.6,9.99
TAP_A01,950.0,,,727151.64,9683762.35,P,,,,,20090617-20090708,14.5,A,7.16,20100714-20100805,14.9,A,1.41,7.18,20110712-20110719,M3,14.08,7.16,measured,0.1,site_median,-1.0,14.8,7.13
TAP_A01,494.0,,,727159.87,9683762.63,O,11.1,A,4.56,9.92,20090617-20090708,11.2,A,8.92,20100714-20100805,11.3,A,4.2,9.4,20110712-20110719,M3,11.6,9.92,measured,0.1,observed,-1.0,11.2,9.86
TAP_A01,495.0,,,727160.34,9683762.1,O,31.6,A,23.19,28.46,20090617-20090708,31.8,A,27.57,20100714-20100805,32.0,A,14.67,28.02,20110712-20110719,M3,22.99,28.46,measured,0.2,observed,-1.0,31.8,28.35
TAP_A01,496.0,,,727161.34,9683762.05,O,9.6,A,11.84,18.67,20090617-20090708,10.1,A,12.27,20100714-20100805,10.9,A,10.16,14.44,20110712-20110719,M3,11.3,18.67,measured,0.65,observed,-1.0,10.25,17.86
TAP_A01,497.0,,,727166.36,9683762.29,O,5.3,A,4.75,9.36,20090617-20090708,5.4,A,5.29,20100714-20100805,5.4,A,3.41,5.1,20110712-20110719,M3,6.71,9.36,measured,0.05,observed,-1.0,5.35,9.29
TAP_A01,498.0,,,727172.35,9683761.97,O,10.4,A,3.1,7.05,20090617-20090708,10.5,A,8.47,20100714-20100805,11.0,A,1.5,8.48,20110712-20110719,M3,11.38,7.05,measured,0.3,observed,-1.0,10.7,6.91
TAP_A01,499.0,,,727177.37,9683762.21,O,11.8,A,1.72,10.4,20090617-20090708,11.4,A,8.42,20100714-20100805,12.2,A,3.01,7.73,20110712-20110719,M3,12.25,10.4,measured,0.2,observed,-1.0,12.0,10.28
TAP_A01,500.0,,,727177.87,9683762.19,O,14.4,D,1.3,9.22,20090617-20090708,14.1,D,6.53,20100714-20100805,,D,,,20110712-20110719,M3,,9.22,measured,0.1,site_median,-1.0,,
TAP_A01,501.0,,,727191.85,9683761.46,P,5.3,A,4.09,4.46,20090617-20090708,5.0,A,6.6,20100714-20100805,5.0,A,2.85,6.7,20110712-20110719,M3,6.33,4.46,measured,0.0,observed,-1.0,5.0,4.46
TAP_A01,502.0,,,727191.85,9683761.46,P,5.4,A,6.53,8.13,20090617-20090708,5.2,A,8.2,20100714-20100805,6.4,A,5.99,9.96,20110712-20110719,M3,7.64,8.13,measured,0.5,observed,-1.0,5.9,7.64
TAP_A01,503.0,,,727195.32,9683760.78,O,5.2,A,7.39,9.95,20090617-20090708,5.3,A,8.28,20100714-20100805,5.9,A,6.87,9.16,20110712-20110719,M3,7.18,9.95,measured,0.35,observed,-1.0,5.55,9.49
TAP_A01,504.0,,,727197.29,9683760.17,O,8.2,D,2.02,3.97,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M3,,3.97,measured,0.1,site_median,-1.0,,
TAP_A01,505.0,,,727197.29,9683760.17,O,7.2,D,1.62,2.31,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M3,,2.31,measured,0.1,site_median,-1.0,,
