site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2013,dead_2013,hcom_2013,htot_2013,dbh_2018,htot_2018,dead_2018,plot_id
AND_A01,58,Simarouba amara,Simaroubaceae,295879.4659,9717471.748,O,59.0,False,27.59,34.04,,,True,20
AND_A01,59,Tachigali myrmecophila,Fabaceae,295895.1699,9717469.078,O,61.7,False,11.91,16.73,,,True,20
AND_A01,60,,,295904.2412,9717481.816,O,47.7,True,,22.72,,,True,20
AND_A01,61,Eschweilera coriacea,Lecythidaceae,295916.3009,9717483.589,O,,,,,32.3,22.75,,20
AND_A01,62,Parkia sp.,Fabaceae,295918.9908,9717477.421,O,,,,,39.7,25.62,,20
AND_A01,63,Tapirira guianensis,Anacardiaceae,295916.6182,9717476.59,O,,,,,23.5,18.85,,20
AND_A01,64,Couratari stellata,Lecythidaceae,295927.3866,9717438.726,O,,,,,33.1,23.07,,20
AND_A01,65,Gustavia augusta,Lecythidaceae,295919.9126,9717471.003,O,,,,,11.6,12.24,,20
AND_A01,66,,,295918.8514,9717469.565,O,,,,,11.4,12.11,True,20
AND_A01,67,,,295918.7947,9717468.086,O,,,,,17.5,15.78,True,20
AND_A01,68,,,295918.7292,9717467.434,O,,,,,12.8,13.01,True,20
AND_A01,69,,,295920.459,9717465.921,O,,,,,18.6,16.37,True,20
AND_A01,70,Gustavia augusta,Lecythidaceae,295918.5602,9717464.85,O,,,,,20.0,17.11,,20
AND_A01,71,Cordia scabrifolia,Boraginaceae,295922.2323,9717469.416,O,,,,,22.4,18.32,,20
AND_A01,72,,,295930.3144,9717458.296,O,,,,,14.1,13.82,True,20
AND_A01,73,,,295928.5256,9717462.489,O,,,,,11.8,12.37,True,20
AND_A01,74,Pouteria oppositifolia,Sapotaceae,295934.4098,9717445.934,O,,,,,10.9,11.77,,20
AND_A01,75,Licania octandra,Chrysobalanaceae,295933.0285,9717446.421,O,,,,,14.9,14.29,,20
AND_A01,77,Inga thibaudiana,Fabaceae,295926.6323,9717450.614,O,,,,,22.6,18.42,,20
AND_A01,78,Sterculia pruriens,Malvaceae,295938.4655,9717448.576,O,,,,,11.5,12.17,,20
AND_A01,79,Pouteria sp.,Sapotaceae,295924.2192,9717439.329,O,,,,,15.2,14.47,,20
