site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch
TAC_A01,40,Theobroma glaucum,Malvaceae,797471.2485,9728519.424,12.6,8.89,3.59,False,O,P07,12.53
TAC_A01,41,Tabebuia roseo-alba,Bignoniaceae,797483.3486,9728510.605,24.1,13.38,6.96,False,O,P07,19.35
TAC_A01,42,Theobroma glaucum,Malvaceae,797487.8759,9728507.305,15.5,2.39,1.66,False,O,P07,14.47
TAC_A01,43,Theobroma glaucum,Malvaceae,797488.6051,9728508.182,8.5,3.82,1.89,False,O,P07,9.43
TAC_A01,44,Theobroma glaucum,Malvaceae,797489.8647,9728509.698,8.2,4.57,2.87,False,O,P07,9.19
TAC_A01,45,Theobroma glaucum,Malvaceae,797485.504,9728512.839,7.7,3.2,1.69,False,O,P07,8.77
TAC_A01,46,Theobroma glaucum,Malvaceae,797485.6367,9728512.996,13.1,6.05,3.01,False,O,P07,12.88
TAC_A01,47,Ambelania acida,Apocynaceae,797483.0356,9728514.616,31.0,28.93,13.74,False,O,P07,22.56
TAC_A01,48,Theobroma glaucum,Malvaceae,797482.3774,9728515.09,8.6,3.59,1.61,False,O,P07,9.52
TAC_A01,49,Carapa guianensis,Meliaceae,797476.8266,9728518.097,45.7,24.51,11.25,False,O,P07,27.98
TAC_A01,50,Clitoria fairchildiana,Fabaceae,797470.0433,9728525.188,9.0,11.39,6.95,False,O,P07,9.84
TAC_A01,51,Clitoria fairchildiana,Fabaceae,797469.2128,9728524.571,35.0,20.1,6.54,False,O,P07,24.21
TAC_A01,52,Theobroma glaucum,Malvaceae,797465.2635,9728527.415,18.5,3.94,1.37,False,O,P07,16.31
TAC_A01,54,Theobroma glaucum,Malvaceae,797475.4872,9728523.735,15.4,6.46,2.05,False,O,P07,14.41
TAC_A01,55,Theobroma glaucum,Malvaceae,797475.4872,9728523.735,6.5,3.34,1.74,False,O,P07,7.72
TAC_A01,56,Theobroma glaucum,Malvaceae,797483.7116,9728517.884,13.8,4.29,1.74,False,O,P07,13.36
TAC_A01,57,Theobroma glaucum,Malvaceae,797483.778,9728517.962,6.0,1.95,1.69,False,O,P07,7.27
TAC_A01,58,Theobroma glaucum,Malvaceae,797487.8237,9728514.959,9.6,4.64,2.14,False,O,P07,10.31
TAC_A01,59,Carapa guianensis,Meliaceae,797489.973,9728515.95,47.8,7.19,1.81,False,O,P07,28.63
TAC_A01,60,Theobroma glaucum,Malvaceae,797491.8536,9728512.092,14.4,2.98,1.98,False,O,P07,13.76
TAC_A01,61,Theobroma glaucum,Malvaceae,797491.8536,9728512.092,7.5,1.2,,False,O,P07,8.6
TAC_A01,63,Theobroma glaucum,Malvaceae,797493.6781,9728514.601,6.7,2.95,1.11,False,O,P07,7.9
TAC_A01,64,Theobroma glaucum,Malvaceae,797489.8143,9728517.316,7.8,5.11,2.58,False,O,P07,8.85
TAC_A01,66,Theobroma glaucum,Malvaceae,797472.3624,9728528.496,9.0,3.53,2.05,False,O,P07,9.84
TAC_A01,1,Euterpe oleracea,Arecaceae,798627.8847,9727487.854,11.2,14.26,9.51,False,P,P08,11.53
TAC_A01,2,Euterpe oleracea,Arecaceae,798626.0837,9727489.564,7.0,9.63,4.23,False,P,P08,8.17
TAC_A01,3,Euterpe oleracea,Arecaceae,798625.8586,9727489.778,10.3,12.79,9.37,False,P,P08,10.85
TAC_A01,4,Bertholletia excelsa,Lecythidaceae,798624.1327,9727491.417,55.5,17.88,6.21,False,O,P08,30.8
TAC_A01,5,Euterpe oleracea,Arecaceae,798622.1065,9727493.34,8.6,11.51,7.76,False,P,P08,9.52
TAC_A01,6,Euterpe oleracea,Arecaceae,798618.2838,9727496.826,10.6,13.79,8.08,False,P,P08,11.08
TAC_A01,7,,,798616.5535,9727498.613,9.7,8.04,,True,O,P08,10.39
TAC_A01,8,,,798616.4785,9727498.685,8.6,8.49,,True,O,P08,9.52
TAC_A01,9,Euterpe oleracea,Arecaceae,798614.3773,9727500.68,9.7,12.85,9.27,False,P,P08,10.39
TAC_A01,10,Bertholletia excelsa,Lecythidaceae,798612.7264,9727502.247,53.0,22.32,8.96,False,O,P08,30.13
TAC_A01,12,Theobroma glaucum,Malvaceae,798610.8024,9727507.508,5.7,3.34,1.45,False,O,P08,6.99
TAC_A01,13,Theobroma grandiflorum,Malvaceae,798612.4567,9727505.943,13.7,3.38,0.27,False,O,P08,13.29
TAC_A01,14,Theobroma glaucum,Malvaceae,798614.4119,9727504.093,11.0,4.73,2.47,False,O,P08,11.38
TAC_A01,15,,,798616.1414,9727502.456,11.1,1.8,,True,O,P08,11.45
TAC_A01,16,Theobroma glaucum,Malvaceae,798618.1718,9727500.535,8.9,3.35,1.26,False,O,P08,9.76
TAC_A01,17,Theobroma grandiflorum,Malvaceae,798620.2021,9727498.614,14.1,5.37,0.5,False,O,P08,13.56
TAC_A01,18,Theobroma glaucum,Malvaceae,798621.7813,9727497.12,6.8,3.75,1.54,False,O,P08,7.99
TAC_A01,19,Theobroma grandiflorum,Malvaceae,798623.9579,9727495.205,11.4,5.91,1.98,False,O,P08,11.67
TAC_A01,20,Theobroma glaucum,Malvaceae,798625.6164,9727493.491,7.0,6.09,4.21,False,O,P08,8.17
TAC_A01,21,Theobroma glaucum,Malvaceae,798629.2259,9727490.076,9.1,4.71,1.14,False,O,P08,9.92
TAC_A01,22,Theobroma grandiflorum,Malvaceae,798631.4066,9727488.013,10.2,4.89,1.7,False,O,P08,10.78
TAC_A01,23,Theobroma glaucum,Malvaceae,798633.2866,9727486.234,8.2,5.07,1.92,False,O,P08,9.19
TAC_A01,24,Euterpe oleracea,Arecaceae,798635.0832,9727488.184,11.2,14.75,10.84,False,P,P08,11.53
TAC_A01,25,Euterpe oleracea,Arecaceae,798633.1992,9727489.96,9.6,9.95,5.56,False,P,P08,10.31
TAC_A01,26,Euterpe oleracea,Arecaceae,798633.2746,9727489.889,6.8,5.8,1.36,False,P,P08,7.99
TAC_A01,27,Euterpe oleracea,Arecaceae,798633.1238,9727490.031,10.2,12.01,8.37,False,P,P08,10.78
TAC_A01,28,Euterpe oleracea,Arecaceae,798631.3905,9727491.665,11.8,13.01,9.02,False,P,P08,11.96
TAC_A01,29,Euterpe oleracea,Arecaceae,798631.2398,9727491.807,9.3,12.11,7.34,False,P,P08,10.08
TAC_A01,30,Theobroma glaucum,Malvaceae,798629.5065,9727493.441,11.2,6.41,1.84,False,O,P08,11.53
TAC_A01,31,Euterpe oleracea,Arecaceae,798627.6225,9727495.217,7.8,5.12,1.49,False,P,P08,8.85
TAC_A01,32,Euterpe oleracea,Arecaceae,798625.6631,9727497.064,10.2,13.26,9.25,False,P,P08,10.78
TAC_A01,33,Euterpe oleracea,Arecaceae,798621.7443,9727500.758,12.9,15.01,9.78,False,P,P08,12.74
TAC_A01,34,Euterpe oleracea,Arecaceae,798619.9356,9727502.463,10.3,13.23,10.2,False,P,P08,10.85
TAC_A01,35,Euterpe oleracea,Arecaceae,798619.8602,9727502.534,8.4,13.02,8.58,False,P,P08,9.35
TAC_A01,36,Euterpe oleracea,Arecaceae,798617.8255,9727504.452,11.8,13.47,10.89,False,P,P08,11.96
TAC_A01,37,Euterpe oleracea,Arecaceae,798616.0168,9727506.158,9.5,10.65,7.13,False,P,P08,10.23
TAC_A01,38,Euterpe oleracea,Arecaceae,798615.9415,9727506.229,8.9,8.17,6.08,False,P,P08,9.76
TAC_A01,41,Theobroma glaucum,Malvaceae,798615.6575,9727510.066,11.5,5.85,0.48,False,O,P08,11.75
TAC_A01,42,Theobroma glaucum,Malvaceae,798617.9232,9727507.938,7.0,3.56,1.33,False,O,P08,8.17
TAC_A01,43,Theobroma grandiflorum,Malvaceae,798619.6603,9727506.306,15.1,4.59,1.37,False,O,P08,14.21
TAC_A01,44,Theobroma glaucum,Malvaceae,798621.6995,9727504.391,9.2,4.41,1.99,False,O,P08,10.0
TAC_A01,45,Theobroma grandiflorum,Malvaceae,798623.5876,9727502.618,17.0,6.46,2.37,False,O,P08,15.41
TAC_A01,46,Theobroma glaucum,Malvaceae,798625.2491,9727501.057,5.8,3.71,0.88,False,O,P08,7.09
TAC_A01,47,Theobroma glaucum,Malvaceae,798627.4393,9727499.0,9.4,5.5,1.93,False,O,P08,10.16
TAC_A01,48,Theobroma glaucum,Malvaceae,798629.1009,9727497.439,6.7,4.47,2.45,False,O,P08,7.9
TAC_A01,49,Theobroma glaucum,Malvaceae,798632.8771,9727493.893,9.6,4.58,1.34,False,O,P08,10.31
TAC_A01,50,Theobroma glaucum,Malvaceae,798636.8799,9727490.133,8.5,6.24,3.75,False,O,P08,9.43
TAC_A01,51,Euterpe oleracea,Arecaceae,798638.6766,9727492.083,10.5,11.58,6.92,False,P,P08,11.0
TAC_A01,52,Euterpe oleracea,Arecaceae,798638.6009,9727492.154,11.9,12.44,8.34,False,P,P08,12.03
TAC_A01,53,Euterpe oleracea,Arecaceae,798638.5252,9727492.224,9.0,8.95,5.87,False,P,P08,9.84
TAC_A01,54,Euterpe oleracea,Arecaceae,798636.7087,9727493.924,12.8,13.83,9.45,False,P,P08,12.67
TAC_A01,55,Euterpe oleracea,Arecaceae,798634.6651,9727495.837,11.1,13.39,12.95,False,P,P08,11.45
TAC_A01,56,Theobroma glaucum,Malvaceae,798634.211,9727496.262,9.7,5.8,1.5,False,O,P08,10.39
TAC_A01,57,Euterpe oleracea,Arecaceae,798630.9564,9727499.307,10.2,11.86,8.05,False,P,P08,10.78
TAC_A01,58,Euterpe oleracea,Arecaceae,798630.8807,9727499.378,8.6,7.98,5.18,False,P,P08,9.52
TAC_A01,59,Theobroma glaucum,Malvaceae,798628.9885,9727501.149,9.0,4.69,2.53,False,O,P08,9.84
TAC_A01,60,Theobroma glaucum,Malvaceae,798625.3555,9727504.548,8.5,6.3,3.47,False,O,P08,9.43
TAC_A01,61,Euterpe oleracea,Arecaceae,798622.9335,9727506.815,10.1,13.01,9.51,False,P,P08,10.7
TAC_A01,62,Euterpe oleracea,Arecaceae,798623.0092,9727506.744,11.2,13.28,9.39,False,P,P08,11.53
TAC_A01,63,Euterpe oleracea,Arecaceae,798623.0849,9727506.673,10.0,10.1,7.39,False,P,P08,10.62
TAC_A01,64,Theobroma glaucum,Malvaceae,798621.4954,9727508.16,9.3,6.33,2.42,False,O,P08,10.08
TAC_A01,65,Theobroma glaucum,Malvaceae,798617.7867,9727511.631,7.3,4.66,1.98,False,O,P08,8.43
TAC_A01,67,Theobroma glaucum,Malvaceae,798618.0972,9727514.894,9.1,4.23,1.79,False,O,P08,9.92
TAC_A01,68,Theobroma grandiflorum,Malvaceae,798619.4625,9727513.621,18.2,6.38,1.96,False,O,P08,16.13
TAC_A01,69,Theobroma glaucum,Malvaceae,798621.6622,9727511.571,11.9,7.07,2.7,False,O,P08,12.03
TAC_A01,70,Theobroma grandiflorum,Malvaceae,798623.3309,9727510.015,13.2,6.46,1.97,False,O,P08,12.95
TAC_A01,71,Theobroma glaucum,Malvaceae,798625.3789,9727508.105,9.1,3.11,1.13,False,O,P08,9.92
TAC_A01,72,Theobroma grandiflorum,Malvaceae,798627.1235,9727506.479,14.3,5.46,1.62,False,O,P08,13.69
TAC_A01,73,Theobroma glaucum,Malvaceae,798628.9439,9727504.782,6.9,4.53,1.98,False,O,P08,8.08
TAC_A01,74,Theobroma grandiflorum,Malvaceae,798630.7643,9727503.084,18.3,6.57,2.64,False,O,P08,16.19
TAC_A01,75,Theobroma glaucum,Malvaceae,798632.6606,9727501.316,7.2,3.89,1.4,False,O,P08,8.34
TAC_A01,76,Theobroma grandiflorum,Malvaceae,798634.481,9727499.619,11.0,2.72,1.62,False,O,P08,11.38
TAC_A01,77,Theobroma glaucum,Malvaceae,798636.4532,9727497.781,7.0,3.11,1.41,False,O,P08,8.17
TAC_A01,78,Theobroma grandiflorum,Malvaceae,798638.577,9727495.8,16.3,5.38,1.97,False,O,P08,14.98
TAC_A01,79,Theobroma glaucum,Malvaceae,798640.4733,9727494.032,8.7,4.6,2.22,False,O,P08,9.6
TAC_A01,80,Theobroma glaucum,Malvaceae,798642.27,9727495.982,6.0,2.76,1.21,False,O,P08,7.27
TAC_A01,81,Euterpe oleracea,Arecaceae,798638.3172,9727499.654,9.2,10.29,6.19,False,P,P08,10.0
TAC_A01,82,Euterpe oleracea,Arecaceae,798638.2412,9727499.724,8.2,6.88,2.5,False,P,P08,9.19
TAC_A01,83,Euterpe oleracea,Arecaceae,798638.1652,9727499.795,10.7,12.97,8.05,False,P,P08,11.15
TAC_A01,84,Euterpe oleracea,Arecaceae,798636.2648,9727501.56,11.1,13.19,8.31,False,P,P08,11.45
TAC_A01,85,Euterpe oleracea,Arecaceae,798634.5925,9727503.114,12.8,16.0,11.31,False,P,P08,12.67
TAC_A01,86,Theobroma glaucum,Malvaceae,798630.7158,9727506.715,9.0,6.44,2.75,False,O,P08,9.84
TAC_A01,87,Euterpe oleracea,Arecaceae,798629.1089,9727508.493,10.3,12.41,7.78,False,P,P08,10.85
TAC_A01,88,Euterpe oleracea,Arecaceae,798629.1036,9727508.641,10.2,12.77,8.36,False,P,P08,10.78
TAC_A01,89,Euterpe oleracea,Arecaceae,798629.0275,9727508.712,10.0,12.64,8.55,False,P,P08,10.62
TAC_A01,90,Euterpe oleracea,Arecaceae,798625.2258,9727512.242,12.9,12.12,8.56,False,P,P08,12.74
TAC_A01,91,Euterpe oleracea,Arecaceae,798625.0737,9727512.383,9.4,8.95,3.66,False,P,P08,10.16
TAC_A01,92,Euterpe oleracea,Arecaceae,798624.9273,9727512.376,10.9,10.4,6.67,False,P,P08,11.3
TAC_A01,93,Euterpe oleracea,Arecaceae,798623.1143,9727513.776,10.9,11.13,9.19,False,P,P08,11.3
TAC_A01,94,Euterpe oleracea,Arecaceae,798621.0619,9727515.682,12.3,12.42,9.22,False,P,P08,12.32
TAC_A01,95,Theobroma glaucum,Malvaceae,798619.7696,9727516.883,7.8,4.66,1.69,False,O,P08,8.85
TAC_A01,96,Theobroma glaucum,Malvaceae,798621.3656,9727518.941,9.5,3.94,1.32,False,O,P08,10.23
TAC_A01,97,Theobroma glaucum,Malvaceae,798624.5651,9727515.98,9.3,5.25,1.62,False,O,P08,10.08
TAC_A01,98,Theobroma grandiflorum,Malvaceae,798626.7743,9727513.936,18.6,4.86,1.66,False,O,P08,16.36
TAC_A01,99,Theobroma glaucum,Malvaceae,798628.7549,9727512.103,8.9,2.97,1.97,False,O,P08,9.76
TAC_A01,100,,,798630.7355,9727510.27,15.9,1.97,,True,O,P08,14.73
TAC_A01,101,Theobroma glaucum,Malvaceae,798632.7162,9727508.437,8.7,2.98,1.41,False,O,P08,9.6
TAC_A01,102,Theobroma grandiflorum,Malvaceae,798634.5444,9727506.744,14.7,3.31,1.26,False,O,P08,13.95
TAC_A01,103,Theobroma glaucum,Malvaceae,798636.3727,9727505.052,7.8,2.84,1.24,False,O,P08,8.85
TAC_A01,104,Theobroma grandiflorum,Malvaceae,798638.4295,9727503.149,8.5,3.09,1.24,False,O,P08,9.43
TAC_A01,105,Theobroma glaucum,Malvaceae,798640.1816,9727501.527,6.6,3.57,1.07,False,O,P08,7.81
TAC_A01,106,Theobroma grandiflorum,Malvaceae,798642.2384,9727499.624,14.6,5.77,1.77,False,O,P08,13.89
TAC_A01,107,Theobroma glaucum,Malvaceae,798644.0667,9727497.932,7.9,4.23,1.8,False,O,P08,8.94
TAC_A01,108,Theobroma glaucum,Malvaceae,798645.8634,9727499.881,9.3,5.57,1.89,False,O,P08,10.08
TAC_A01,109,Theobroma glaucum,Malvaceae,798641.8173,9727503.612,8.7,4.01,2.48,False,O,P08,9.6
TAC_A01,110,Bertholletia excelsa,Lecythidaceae,798637.9239,9727507.202,58.9,21.73,9.22,False,O,P08,31.67
TAC_A01,111,Theobroma glaucum,Malvaceae,798632.1983,9727512.482,6.7,5.0,1.5,False,O,P08,7.9
TAC_A01,112,Theobroma glaucum,Malvaceae,798630.3661,9727514.171,5.9,2.14,0.68,False,O,P08,7.18
TAC_A01,113,Bertholletia excelsa,Lecythidaceae,798626.3963,9727517.832,48.0,19.71,8.25,False,O,P08,28.69
TAC_A01,114,Euterpe oleracea,Arecaceae,798624.5641,9727519.521,12.2,12.85,8.37,False,P,P08,12.25
TAC_A01,115,Theobroma glaucum,Malvaceae,798624.7852,9727522.846,9.6,3.12,1.35,False,O,P08,10.31
TAC_A01,116,,,798626.3152,9727521.441,16.6,2.44,,True,O,P08,15.16
TAC_A01,117,Theobroma grandiflorum,Malvaceae,798630.4465,9727517.645,15.3,4.41,1.22,False,O,P08,14.34
TAC_A01,118,Theobroma glaucum,Malvaceae,798632.2061,9727516.029,5.6,4.28,1.44,False,O,P08,6.9
TAC_A01,119,Theobroma grandiflorum,Malvaceae,798634.0422,9727514.342,15.6,7.25,2.04,False,O,P08,14.54
TAC_A01,120,Theobroma glaucum,Malvaceae,798636.3374,9727512.233,7.6,4.33,2.03,False,O,P08,8.68
TAC_A01,121,Theobroma grandiflorum,Malvaceae,798637.944,9727510.757,12.9,6.17,2.11,False,O,P08,12.74
TAC_A01,122,Theobroma glaucum,Malvaceae,798640.2391,9727508.649,5.9,3.67,1.54,False,O,P08,7.18
TAC_A01,123,Theobroma grandiflorum,Malvaceae,798641.6927,9727507.313,14.2,2.42,0.7,False,O,P08,13.62
TAC_A01,124,Theobroma glaucum,Malvaceae,798643.7583,9727505.416,7.9,5.85,2.37,False,O,P08,8.94
TAC_A01,125,,,798645.6709,9727503.658,10.6,1.55,,True,O,P08,11.08
TAC_A01,126,Theobroma glaucum,Malvaceae,798647.66,9727501.831,10.6,4.69,2.11,False,O,P08,11.08
TAC_A01,127,Theobroma glaucum,Malvaceae,798649.4567,9727503.781,7.2,3.38,1.6,False,O,P08,8.34
TAC_A01,128,Euterpe oleracea,Arecaceae,798647.31,9727505.746,13.5,12.05,8.15,False,P,P08,13.15
TAC_A01,129,Euterpe oleracea,Arecaceae,798645.3933,9727507.5,10.9,11.94,8.8,False,P,P08,11.3
TAC_A01,130,Theobroma glaucum,Malvaceae,798643.5533,9727509.184,9.7,4.61,1.94,False,O,P08,10.39
TAC_A01,131,Euterpe oleracea,Arecaceae,798641.6366,9727510.939,11.2,12.5,9.08,False,P,P08,11.53
TAC_A01,132,Theobroma glaucum,Malvaceae,798638.3399,9727513.956,10.6,8.23,1.75,False,O,P08,11.08
TAC_A01,133,Euterpe oleracea,Arecaceae,798635.9632,9727516.132,12.6,13.0,8.36,False,P,P08,12.53
TAC_A01,134,Theobroma glaucum,Malvaceae,798634.1998,9727517.746,10.2,6.9,2.61,False,O,P08,10.78
TAC_A01,135,Euterpe oleracea,Arecaceae,798632.2064,9727519.57,12.2,14.26,10.77,False,P,P08,12.25
TAC_A01,136,Euterpe oleracea,Arecaceae,798632.1298,9727519.641,10.6,4.77,1.87,False,P,P08,11.08
TAC_A01,137,Euterpe oleracea,Arecaceae,798632.0531,9727519.711,8.4,8.6,4.94,False,P,P08,9.35
TAC_A01,138,Euterpe oleracea,Arecaceae,798627.3763,9727523.992,6.6,6.57,2.9,False,P,P08,7.81
TAC_A01,139,Theobroma glaucum,Malvaceae,798630.1364,9727521.465,6.1,3.35,1.36,False,O,P08,7.36
TAC_A01,140,Euterpe oleracea,Arecaceae,798628.0664,9727523.36,8.3,9.05,5.73,False,P,P08,9.27
TAC_A01,141,Euterpe oleracea,Arecaceae,798627.9897,9727523.43,10.9,10.81,7.99,False,P,P08,11.3
TAC_A01,144,Theobroma grandiflorum,Malvaceae,798629.6638,9727525.42,11.4,4.02,1.35,False,O,P08,11.67
TAC_A01,145,Theobroma glaucum,Malvaceae,798631.5078,9727523.738,6.9,3.66,1.48,False,O,P08,8.08
TAC_A01,146,Theobroma grandiflorum,Malvaceae,798633.9664,9727521.496,18.7,4.12,0.89,False,O,P08,16.42
TAC_A01,147,Theobroma glaucum,Malvaceae,798635.7335,9727519.884,5.7,2.22,1.23,False,O,P08,6.99
TAC_A01,148,Theobroma grandiflorum,Malvaceae,798637.6543,9727518.132,14.3,5.24,2.61,False,O,P08,13.69
TAC_A01,149,Theobroma glaucum,Malvaceae,798640.1129,9727515.89,14.4,6.11,2.32,False,O,P08,13.76
TAC_A01,150,Theobroma glaucum,Malvaceae,798643.3398,9727512.947,9.2,2.47,0.69,False,O,P08,10.0
TAC_A01,151,Theobroma grandiflorum,Malvaceae,798645.4142,9727511.056,14.1,4.7,1.34,False,O,P08,13.56
TAC_A01,152,Theobroma glaucum,Malvaceae,798647.2582,9727509.374,8.1,2.57,0.81,False,O,P08,9.1
TAC_A01,153,Theobroma grandiflorum,Malvaceae,798649.3326,9727507.482,15.0,7.47,2.14,False,O,P08,14.15
TAC_A01,154,Theobroma glaucum,Malvaceae,798651.2534,9727505.73,13.1,6.84,2.75,False,O,P08,12.88
TAC_A01,155,Euterpe oleracea,Arecaceae,798651.4332,9727509.149,9.4,9.81,5.54,False,P,P08,10.16
TAC_A01,156,Euterpe oleracea,Arecaceae,798651.3562,9727509.219,11.3,11.86,7.09,False,P,P08,11.6
TAC_A01,157,Euterpe oleracea,Arecaceae,798649.3544,9727511.038,11.6,9.07,,False,P,P08,11.82
TAC_A01,158,Euterpe oleracea,Arecaceae,798649.3544,9727511.038,10.5,9.87,6.67,False,P,P08,11.0
TAC_A01,159,Euterpe oleracea,Arecaceae,798649.2774,9727511.108,10.0,10.36,6.63,False,P,P08,10.62
TAC_A01,160,Euterpe oleracea,Arecaceae,798649.2004,9727511.178,10.0,10.28,6.53,False,P,P08,10.62
TAC_A01,161,Euterpe oleracea,Arecaceae,798647.1215,9727513.067,11.1,11.29,8.95,False,P,P08,11.45
TAC_A01,162,Theobroma glaucum,Malvaceae,798645.2736,9727514.746,7.4,5.66,2.02,False,O,P08,8.51
TAC_A01,1,Tectona grandis,Lamiaceae,798302.9728,9728395.39,24.4,19.03,8.77,False,O,P09,19.5
TAC_A01,2,Tectona grandis,Lamiaceae,798298.7051,9728399.667,27.1,18.94,7.97,False,O,P09,20.81
TAC_A01,3,Tectona grandis,Lamiaceae,798294.2974,9728404.085,30.4,18.08,9.19,False,O,P09,22.3
TAC_A01,4,Tectona grandis,Lamiaceae,798290.1697,9728408.221,25.8,17.83,10.8,False,O,P09,20.19
TAC_A01,5,Tectona grandis,Lamiaceae,798285.9719,9728412.428,22.0,18.73,6.96,False,O,P09,18.26
TAC_A01,6,Tectona grandis,Lamiaceae,798289.1399,9728416.187,37.1,19.7,6.41,False,O,P09,25.01
TAC_A01,7,Tectona grandis,Lamiaceae,798293.3963,9728411.998,28.4,18.77,10.1,False,O,P09,21.41
TAC_A01,8,Tectona grandis,Lamiaceae,798297.5817,9728407.879,27.2,17.29,7.3,False,O,P09,20.86
TAC_A01,9,Tectona grandis,Lamiaceae,798302.0509,9728403.48,25.3,19.18,7.56,False,O,P09,19.95
TAC_A01,10,Tectona grandis,Lamiaceae,798306.4491,9728399.151,34.3,24.5,8.78,False,O,P09,23.93
TAC_A01,11,Tectona grandis,Lamiaceae,798309.925,9728403.06,32.4,18.73,8.03,False,O,P09,23.15
TAC_A01,12,Tectona grandis,Lamiaceae,798305.465,9728407.37,30.5,19.17,6.47,False,O,P09,22.35
TAC_A01,13,Tectona grandis,Lamiaceae,798301.0049,9728411.68,34.3,18.78,8.68,False,O,P09,23.93
TAC_A01,14,Tectona grandis,Lamiaceae,798296.6888,9728415.851,26.1,19.5,9.53,False,O,P09,20.34
TAC_A01,15,Tectona grandis,Lamiaceae,798292.4445,9728419.953,29.3,18.52,8.03,False,O,P09,21.82
TAC_A01,16,Tectona grandis,Lamiaceae,798295.6053,9728423.858,27.9,19.14,10.9,False,O,P09,21.18
TAC_A01,17,Tectona grandis,Lamiaceae,798299.9083,9728419.774,25.0,17.73,5.51,False,O,P09,19.8
TAC_A01,18,Tectona grandis,Lamiaceae,798304.2843,9728415.621,26.1,17.34,7.45,False,O,P09,20.34
TAC_A01,19,Tectona grandis,Lamiaceae,798308.879,9728411.261,25.4,18.58,8.78,False,O,P09,20.0
TAC_A01,20,Tectona grandis,Lamiaceae,798313.4009,9728406.969,24.1,17.08,9.45,False,O,P09,19.35
TAC_A01,21,Tectona grandis,Lamiaceae,798316.8767,9728410.878,35.9,18.53,11.08,False,O,P09,24.56
TAC_A01,22,Tectona grandis,Lamiaceae,798312.2931,9728415.151,30.2,19.26,5.66,False,O,P09,22.22
TAC_A01,23,Tectona grandis,Lamiaceae,798307.6356,9728419.493,24.6,17.14,11.43,False,O,P09,19.6
TAC_A01,24,Tectona grandis,Lamiaceae,798303.2737,9728423.559,30.4,20.48,11.92,False,O,P09,22.3
TAC_A01,25,Tectona grandis,Lamiaceae,798298.838,9728427.694,28.7,19.45,8.37,False,O,P09,21.55
TAC_A01,26,Tectona grandis,Lamiaceae,798302.0707,9728431.529,31.6,19.36,7.3,False,O,P09,22.82
TAC_A01,27,Tectona grandis,Lamiaceae,798306.5662,9728427.412,27.8,19.05,9.39,False,O,P09,21.14
TAC_A01,28,Tectona grandis,Lamiaceae,798311.0618,9728423.295,23.3,17.55,6.51,False,O,P09,18.94
TAC_A01,29,Tectona grandis,Lamiaceae,798315.7072,9728419.041,27.2,19.17,18.53,False,O,P09,20.86
TAC_A01,30,Tectona grandis,Lamiaceae,798320.3526,9728414.787,30.8,18.92,10.53,False,O,P09,22.48
TAC_A01,1,Tectona grandis,Lamiaceae,796792.2915,9729225.256,25.0,17.41,7.18,False,O,P10,19.8
TAC_A01,2,Tectona grandis,Lamiaceae,796789.7971,9729226.051,17.8,18.36,9.29,False,O,P10,15.89
TAC_A01,3,Tectona grandis,Lamiaceae,796787.7823,9729226.693,17.0,17.91,10.98,False,O,P10,15.41
TAC_A01,4,Tectona grandis,Lamiaceae,796785.2879,9729227.487,22.7,17.88,9.25,False,O,P10,18.63
TAC_A01,5,Tectona grandis,Lamiaceae,796783.465,9729228.068,21.0,19.21,13.21,False,O,P10,17.72
TAC_A01,6,Tectona grandis,Lamiaceae,796781.6422,9729228.649,24.0,20.0,11.1,False,O,P10,19.3
TAC_A01,7,Tectona grandis,Lamiaceae,796779.4356,9729229.352,14.0,16.93,10.01,False,O,P10,13.49
TAC_A01,8,Tectona grandis,Lamiaceae,796777.0371,9729230.116,17.1,18.15,13.09,False,O,P10,15.47
TAC_A01,9,Tectona grandis,Lamiaceae,796775.1183,9729230.727,20.1,19.42,11.19,False,O,P10,17.22
TAC_A01,10,Tectona grandis,Lamiaceae,796773.0076,9729231.4,16.2,19.46,15.29,False,O,P10,14.91
TAC_A01,11,Tectona grandis,Lamiaceae,796770.9928,9729232.042,23.9,22.67,16.07,False,O,P10,19.25
TAC_A01,12,Tectona grandis,Lamiaceae,796768.6903,9729232.775,16.7,18.61,10.95,False,O,P10,15.22
TAC_A01,13,Tectona grandis,Lamiaceae,796766.8674,9729233.356,15.6,14.52,12.47,False,O,P10,14.54
TAC_A01,14,Tectona grandis,Lamiaceae,796770.2255,9729235.495,10.4,12.06,,False,O,P10,10.93
TAC_A01,15,Tectona grandis,Lamiaceae,796772.5968,9729234.743,17.7,20.3,14.85,False,O,P10,15.83
TAC_A01,16,Tectona grandis,Lamiaceae,796774.6837,9729234.081,16.4,17.42,12.92,False,O,P10,15.04
TAC_A01,17,Tectona grandis,Lamiaceae,796776.5808,9729233.479,16.3,16.14,11.92,False,O,P10,14.98
TAC_A01,18,Tectona grandis,Lamiaceae,796778.4779,9729232.878,18.9,19.02,12.69,False,O,P10,16.54
TAC_A01,19,Tectona grandis,Lamiaceae,796782.7463,9729231.524,14.4,16.89,11.62,False,O,P10,13.76
TAC_A01,20,Tectona grandis,Lamiaceae,796785.3074,9729230.712,16.7,18.94,9.23,False,O,P10,15.22
