site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch
TAC_A01,21,Tectona grandis,Lamiaceae,796788.7222,9729229.629,22.5,22.64,16.0,False,O,P10,18.53
TAC_A01,22,Tectona grandis,Lamiaceae,796790.9039,9729228.937,13.5,17.38,9.63,False,O,P10,13.15
TAC_A01,23,Tectona grandis,Lamiaceae,796794.8655,9729231.016,21.5,19.7,11.62,False,O,P10,17.99
TAC_A01,24,Tectona grandis,Lamiaceae,796793.4594,9729231.46,21.5,19.64,11.28,False,O,P10,17.99
TAC_A01,25,Tectona grandis,Lamiaceae,796790.366,9729232.436,16.1,16.87,12.65,False,O,P10,14.85
TAC_A01,26,Tectona grandis,Lamiaceae,796788.3038,9729233.087,18.1,24.42,14.28,False,O,P10,16.07
TAC_A01,27,Tectona grandis,Lamiaceae,796786.054,9729233.797,17.6,19.23,8.78,False,O,P10,15.77
TAC_A01,28,Tectona grandis,Lamiaceae,796783.9918,9729234.448,13.9,15.47,9.96,False,O,P10,13.42
TAC_A01,29,Tectona grandis,Lamiaceae,796782.2108,9729235.01,21.5,21.28,13.85,False,O,P10,17.99
TAC_A01,30,Tectona grandis,Lamiaceae,796778.0863,9729236.312,21.7,21.33,13.96,False,O,P10,18.1
TAC_A01,31,Tectona grandis,Lamiaceae,796776.024,9729236.963,19.6,17.92,13.53,False,O,P10,16.94
TAC_A01,32,Tectona grandis,Lamiaceae,796774.0555,9729237.584,22.8,20.7,13.1,False,O,P10,18.68
TAC_A01,33,Tectona grandis,Lamiaceae,796772.087,9729238.206,16.6,16.73,7.9,False,O,P10,15.16
TAC_A01,34,Tectona grandis,Lamiaceae,796770.306,9729238.768,18.9,17.83,10.37,False,O,P10,16.54
TAC_A01,35,Tectona grandis,Lamiaceae,796767.7751,9729239.566,15.2,17.34,14.18,False,O,P10,14.28
TAC_A01,36,Tectona grandis,Lamiaceae,796769.4977,9729242.879,16.7,20.55,13.98,False,O,P10,15.22
TAC_A01,37,Tectona grandis,Lamiaceae,796769.0356,9729243.024,14.8,16.14,8.81,False,O,P10,14.02
TAC_A01,38,Tectona grandis,Lamiaceae,796773.6571,9729241.574,19.2,19.1,10.79,False,O,P10,16.71
TAC_A01,39,Tectona grandis,Lamiaceae,796775.8754,9729240.878,19.4,19.43,9.03,False,O,P10,16.83
TAC_A01,40,Tectona grandis,Lamiaceae,796777.8164,9729240.269,17.0,24.09,9.42,False,O,P10,15.41
TAC_A01,41,Tectona grandis,Lamiaceae,796779.8499,9729239.63,15.7,20.01,11.94,False,O,P10,14.6
TAC_A01,42,Tectona grandis,Lamiaceae,796781.6985,9729239.05,15.4,18.73,8.85,False,O,P10,14.41
TAC_A01,43,Tectona grandis,Lamiaceae,796783.732,9729238.412,21.3,20.63,12.33,False,O,P10,17.88
TAC_A01,44,Tectona grandis,Lamiaceae,796785.7654,9729237.774,21.3,19.14,11.52,False,O,P10,17.88
TAC_A01,45,Tectona grandis,Lamiaceae,796787.7989,9729237.136,17.5,19.59,18.92,False,O,P10,15.71
TAC_A01,46,Tectona grandis,Lamiaceae,796790.4794,9729236.295,22.5,21.85,11.48,False,O,P10,18.53
TAC_A01,47,Tectona grandis,Lamiaceae,796791.8658,9729235.86,14.8,17.08,10.03,False,O,P10,14.02
TAC_A01,48,Tectona grandis,Lamiaceae,796793.9917,9729235.193,19.7,18.9,11.75,False,O,P10,17.0
TAC_A01,49,Tectona grandis,Lamiaceae,796796.3025,9729234.468,17.2,17.73,8.77,False,O,P10,15.53
TAC_A01,50,Tectona grandis,Lamiaceae,796797.6632,9729237.277,21.3,18.71,13.2,False,O,P10,17.88
TAC_A01,51,Tectona grandis,Lamiaceae,796795.3796,9729237.99,18.5,16.68,11.4,False,O,P10,16.31
TAC_A01,52,Tectona grandis,Lamiaceae,796793.4613,9729238.589,18.9,19.01,14.98,False,O,P10,16.54
TAC_A01,53,Tectona grandis,Lamiaceae,796789.9902,9729239.673,19.8,20.32,10.98,False,O,P10,17.05
TAC_A01,54,Tectona grandis,Lamiaceae,796787.5239,9729240.443,19.5,20.26,12.69,False,O,P10,16.88
TAC_A01,55,Tectona grandis,Lamiaceae,796786.1537,9729240.871,14.0,16.6,8.7,False,O,P10,13.49
TAC_A01,56,Tectona grandis,Lamiaceae,796784.0528,9729241.527,16.9,20.99,9.31,False,O,P10,15.35
TAC_A01,57,Tectona grandis,Lamiaceae,796782.0432,9729242.154,16.5,19.54,11.9,False,O,P10,15.1
TAC_A01,58,Tectona grandis,Lamiaceae,796779.9422,9729242.81,20.2,20.03,12.2,False,O,P10,17.28
TAC_A01,59,Tectona grandis,Lamiaceae,796777.9326,9729243.438,18.1,18.83,9.6,False,O,P10,16.07
TAC_A01,60,Tectona grandis,Lamiaceae,796775.7403,9729244.122,14.6,17.63,12.87,False,O,P10,13.89
TAC_A01,61,Tectona grandis,Lamiaceae,796774.3702,9729244.55,16.0,20.49,13.59,False,O,P10,14.79
TAC_A01,62,Tectona grandis,Lamiaceae,796772.2692,9729245.206,16.9,18.32,9.65,False,O,P10,15.35
TAC_A01,63,Tectona grandis,Lamiaceae,796773.8853,9729247.989,21.6,19.05,9.13,False,O,P10,18.05
TAC_A01,64,Tectona grandis,Lamiaceae,796775.329,9729247.541,18.7,16.14,9.58,False,O,P10,16.42
TAC_A01,65,Tectona grandis,Lamiaceae,796777.4042,9729246.897,16.1,18.02,11.67,False,O,P10,14.85
TAC_A01,66,,,796779.5697,9729246.224,13.2,13.09,,True,O,P10,12.95
TAC_A01,67,Tectona grandis,Lamiaceae,796781.284,9729245.692,16.2,17.01,7.5,False,O,P10,14.91
TAC_A01,68,Tectona grandis,Lamiaceae,796783.4495,9729245.019,16.6,15.18,6.11,False,O,P10,15.16
TAC_A01,69,Tectona grandis,Lamiaceae,796785.3443,9729244.43,15.1,16.9,6.55,False,O,P10,14.21
TAC_A01,70,Tectona grandis,Lamiaceae,796787.6903,9729243.702,18.6,18.53,12.49,False,O,P10,16.36
TAC_A01,71,Tectona grandis,Lamiaceae,796789.1339,9729243.253,16.0,16.68,12.69,False,O,P10,14.79
TAC_A01,72,Tectona grandis,Lamiaceae,796791.1189,9729242.637,22.4,19.08,12.92,False,O,P10,18.47
TAC_A01,73,Tectona grandis,Lamiaceae,796793.4649,9729241.908,19.2,19.26,13.37,False,O,P10,16.71
TAC_A01,74,Tectona grandis,Lamiaceae,796795.089,9729241.404,21.9,20.45,14.33,False,O,P10,18.21
TAC_A01,75,Tectona grandis,Lamiaceae,796797.1642,9729240.759,14.0,12.12,8.68,False,O,P10,13.49
TAC_A01,76,Tectona grandis,Lamiaceae,796798.9688,9729240.199,15.6,17.17,8.87,False,O,P10,14.54
TAC_A01,77,Tectona grandis,Lamiaceae,796800.2744,9729243.121,19.0,15.67,8.85,False,O,P10,16.6
TAC_A01,78,Tectona grandis,Lamiaceae,796798.4031,9729243.699,21.6,16.81,11.5,False,O,P10,18.05
TAC_A01,79,Tectona grandis,Lamiaceae,796796.5317,9729244.277,18.2,21.54,10.27,False,O,P10,16.13
TAC_A01,80,Tectona grandis,Lamiaceae,796794.2148,9729244.992,14.9,13.94,9.38,False,O,P10,14.08
TAC_A01,81,Tectona grandis,Lamiaceae,796790.5613,9729246.121,15.1,14.63,7.87,False,O,P10,14.21
TAC_A01,82,Tectona grandis,Lamiaceae,796788.9573,9729246.617,17.5,18.1,8.45,False,O,P10,15.71
TAC_A01,83,Tectona grandis,Lamiaceae,796786.7295,9729247.305,12.9,15.52,10.51,False,O,P10,12.74
TAC_A01,84,,,796785.0363,9729247.828,12.8,10.4,,True,O,P10,12.67
TAC_A01,85,Tectona grandis,Lamiaceae,796782.9868,9729248.461,14.5,17.65,12.47,False,O,P10,13.82
TAC_A01,86,Tectona grandis,Lamiaceae,796781.0263,9729249.066,17.6,17.44,13.77,False,O,P10,15.77
TAC_A01,87,Tectona grandis,Lamiaceae,796778.5312,9729249.837,16.9,16.43,9.42,False,O,P10,15.35
TAC_A01,88,Tectona grandis,Lamiaceae,796776.8381,9729250.36,18.5,18.39,12.15,False,O,P10,16.31
TAC_A01,89,Tectona grandis,Lamiaceae,796775.4123,9729250.801,22.0,18.12,13.4,False,O,P10,18.26
TAC_A01,90,Tectona grandis,Lamiaceae,796777.0295,9729253.584,17.8,18.71,12.78,False,O,P10,15.89
TAC_A01,91,Tectona grandis,Lamiaceae,796778.7014,9729253.07,12.8,14.3,8.75,False,O,P10,12.67
TAC_A01,92,Tectona grandis,Lamiaceae,796780.7253,9729252.448,21.3,18.7,12.61,False,O,P10,17.88
TAC_A01,93,,,796782.7492,9729251.827,11.0,13.85,,True,O,P10,11.38
TAC_A01,94,Tectona grandis,Lamiaceae,796786.5329,9729250.664,12.5,15.82,9.34,False,O,P10,12.46
TAC_A01,95,Tectona grandis,Lamiaceae,796788.4688,9729250.07,14.8,15.09,10.28,False,O,P10,14.02
TAC_A01,96,Tectona grandis,Lamiaceae,796790.5807,9729249.421,12.9,18.72,11.34,False,O,P10,12.74
TAC_A01,97,Tectona grandis,Lamiaceae,796791.9886,9729248.989,20.7,15.73,13.1,False,O,P10,17.56
TAC_A01,98,Tectona grandis,Lamiaceae,796793.7485,9729248.448,18.3,16.32,8.72,False,O,P10,16.19
TAC_A01,99,Tectona grandis,Lamiaceae,796796.2124,9729247.691,13.3,13.07,8.42,False,O,P10,13.02
TAC_A01,100,Tectona grandis,Lamiaceae,796797.6203,9729247.259,11.6,13.97,9.52,False,O,P10,11.82
TAC_A01,101,Tectona grandis,Lamiaceae,796799.7321,9729246.61,14.5,14.7,7.2,False,O,P10,13.82
TAC_A01,102,Tectona grandis,Lamiaceae,796801.58,9729246.042,15.5,16.54,9.68,False,O,P10,14.47
TAC_A01,103,Tectona grandis,Lamiaceae,796802.8857,9729248.964,13.0,14.66,10.31,False,O,P10,12.81
TAC_A01,104,Tectona grandis,Lamiaceae,796800.8875,9729249.574,13.8,16.34,7.46,False,O,P10,13.36
TAC_A01,105,Tectona grandis,Lamiaceae,796799.2368,9729250.079,16.3,14.98,5.75,False,O,P10,14.98
TAC_A01,106,Tectona grandis,Lamiaceae,796796.978,9729250.768,15.0,13.6,7.11,False,O,P10,14.15
TAC_A01,107,Tectona grandis,Lamiaceae,796795.2404,9729251.299,18.8,15.25,6.63,False,O,P10,16.48
TAC_A01,108,Tectona grandis,Lamiaceae,796793.2422,9729251.909,27.4,19.83,12.49,False,O,P10,20.95
TAC_A01,109,Tectona grandis,Lamiaceae,796791.3309,9729252.493,17.2,15.64,8.08,False,O,P10,15.53
TAC_A01,110,Tectona grandis,Lamiaceae,796789.6802,9729252.997,14.5,16.05,7.49,False,O,P10,13.82
TAC_A01,111,Tectona grandis,Lamiaceae,796787.9426,9729253.528,14.7,13.12,5.99,False,O,P10,13.95
TAC_A01,112,Tectona grandis,Lamiaceae,796785.7707,9729254.191,16.6,16.38,6.09,False,O,P10,15.16
TAC_A01,113,Tectona grandis,Lamiaceae,796783.9463,9729254.748,16.0,13.62,8.04,False,O,P10,14.79
TAC_A01,114,Tectona grandis,Lamiaceae,796781.7743,9729255.412,14.9,12.14,6.98,False,O,P10,14.08
TAC_A01,115,Tectona grandis,Lamiaceae,796780.1236,9729255.916,14.3,16.22,12.35,False,O,P10,13.69
TAC_A01,116,Tectona grandis,Lamiaceae,796778.4729,9729256.42,15.2,15.53,10.73,False,O,P10,14.28
TAC_A01,1,Elaeis oleifera,Arecaceae,797470.8498,9728947.311,83.5,11.96,4.14,False,P,P11,36.61
TAC_A01,2,Elaeis oleifera,Arecaceae,797456.1869,9728953.995,95.2,10.4,3.75,False,P,P11,38.34
TAC_A01,3,Elaeis oleifera,Arecaceae,797450.7458,9728961.557,108.9,9.9,2.68,False,P,P11,40.0
TAC_A01,4,Elaeis oleifera,Arecaceae,797465.4647,9728954.818,82.4,10.05,2.81,False,P,P11,36.43
TAC_A01,5,Elaeis oleifera,Arecaceae,797474.9274,9728955.627,10.4,12.32,2.8,False,P,P11,10.93
TAC_A01,6,Elaeis oleifera,Arecaceae,797460.2017,9728962.509,85.2,12.86,4.72,False,P,P11,36.88
TAC_A01,7,Elaeis oleifera,Arecaceae,797469.3794,9728963.451,82.0,11.44,2.62,False,P,P11,36.36
TAC_A01,8,Elaeis oleifera,Arecaceae,797478.4676,9728964.293,103.8,11.15,2.88,False,P,P11,39.42
TAC_A01,9,Elaeis oleifera,Arecaceae,797464.2984,9728971.196,99.5,10.2,3.47,False,P,P11,38.9
TAC_A01,10,Elaeis oleifera,Arecaceae,797459.3994,9728978.996,93.3,9.39,3.2,False,P,P11,38.08
TAC_A01,11,Elaeis oleifera,Arecaceae,797473.294,9728972.084,103.3,11.49,3.38,False,P,P11,39.37
TAC_A01,1,Swietenia macrophylla ,Meliaceae,797767.1269,9728855.402,19.0,10.03,3.66,False,O,P12,16.6
TAC_A01,2,Theobroma glaucum,Malvaceae,797762.5053,9728857.252,15.0,4.23,1.68,False,O,P12,14.15
TAC_A01,3,Theobroma glaucum,Malvaceae,797757.8837,9728859.102,14.6,4.2,1.26,False,O,P12,13.89
TAC_A01,4,Swietenia macrophylla ,Meliaceae,797753.3565,9728860.915,21.8,9.75,4.88,False,O,P12,18.15
TAC_A01,5,Theobroma glaucum,Malvaceae,797748.5463,9728862.841,8.8,1.6,1.46,False,O,P12,9.68
TAC_A01,6,Theobroma glaucum,Malvaceae,797744.0191,9728864.653,8.4,2.14,1.68,False,O,P12,9.35
TAC_A01,7,Swietenia macrophylla ,Meliaceae,797739.3947,9728866.715,17.0,8.84,2.9,False,O,P12,15.41
TAC_A01,8,Theobroma glaucum,Malvaceae,797740.9943,9728869.956,8.7,2.97,1.41,False,O,P12,9.6
TAC_A01,9,Theobroma glaucum,Malvaceae,797745.9772,9728867.978,10.5,3.04,0.96,False,O,P12,11.0
TAC_A01,10,Theobroma glaucum,Malvaceae,797750.396,9728866.224,6.9,2.82,1.26,False,O,P12,8.08
TAC_A01,11,Theobroma glaucum,Malvaceae,797755.1908,9728864.32,8.7,3.11,1.16,False,O,P12,9.6
TAC_A01,12,Theobroma glaucum,Malvaceae,797759.7036,9728862.529,13.3,3.43,0.91,False,O,P12,13.02
TAC_A01,13,Theobroma glaucum,Malvaceae,797764.0284,9728860.812,6.4,2.97,1.4,False,O,P12,7.64
TAC_A01,14,Theobroma glaucum,Malvaceae,797768.8233,9728858.909,9.5,2.89,0.87,False,O,P12,10.23
TAC_A01,15,Theobroma glaucum,Malvaceae,797770.4761,9728862.326,7.6,2.11,0.84,False,O,P12,8.68
TAC_A01,16,Theobroma glaucum,Malvaceae,797765.784,9728864.386,8.1,3.08,1.22,False,O,P12,9.1
TAC_A01,17,Theobroma glaucum,Malvaceae,797761.5619,9728866.26,7.4,2.69,1.42,False,O,P12,8.51
TAC_A01,18,Theobroma glaucum,Malvaceae,797757.1584,9728867.992,5.0,3.52,1.81,False,O,P12,6.33
TAC_A01,19,Theobroma glaucum,Malvaceae,797757.3457,9728867.918,7.4,1.36,1.06,False,O,P12,8.51
TAC_A01,20,Theobroma glaucum,Malvaceae,797754.8201,9728868.7,1.6,4.35,1.86,False,O,P12,2.59
TAC_A01,21,Theobroma glaucum,Malvaceae,797747.8857,9728871.428,9.7,4.18,1.4,False,O,P12,10.39
TAC_A01,22,Theobroma glaucum,Malvaceae,797742.9192,9728873.382,11.0,3.78,1.35,False,O,P12,11.38
TAC_A01,23,Tabebuia chrysotricha,,797744.7501,9728876.845,7.3,2.98,1.23,False,O,P12,8.43
TAC_A01,24,Theobroma glaucum,Malvaceae,797749.5135,9728874.988,9.0,2.94,0.97,False,O,P12,9.84
TAC_A01,25,Theobroma glaucum,Malvaceae,797753.9032,9728873.277,13.2,4.38,1.58,False,O,P12,12.95
TAC_A01,26,Tabebuia chrysotricha,,797758.76,9728871.383,6.0,3.43,1.47,False,O,P12,7.27
TAC_A01,27,Theobroma glaucum,Malvaceae,797763.1498,9728869.672,9.0,4.48,2.1,False,O,P12,9.84
TAC_A01,28,Theobroma glaucum,Malvaceae,797767.5396,9728867.961,10.1,3.84,1.65,False,O,P12,10.7
TAC_A01,29,Tabebuia chrysotricha,,797772.303,9728866.104,7.0,4.54,2.05,False,O,P12,8.17
TAC_A01,30,Theobroma glaucum,Malvaceae,797773.9559,9728869.521,11.4,3.52,1.11,False,O,P12,11.67
TAC_A01,31,Theobroma glaucum,Malvaceae,797769.7168,9728871.266,16.6,3.53,1.23,False,O,P12,15.16
TAC_A01,32,Theobroma glaucum,Malvaceae,797766.3163,9728872.685,13.5,3.93,1.52,False,O,P12,13.15
TAC_A01,33,Theobroma glaucum,Malvaceae,797760.8239,9728874.807,7.5,2.39,1.4,False,O,P12,8.6
TAC_A01,34,Theobroma glaucum,Malvaceae,797756.1244,9728876.517,12.9,4.51,1.14,False,O,P12,12.74
TAC_A01,35,Theobroma glaucum,Malvaceae,797751.7941,9728878.295,12.3,4.2,1.26,False,O,P12,12.32
TAC_A01,36,Theobroma glaucum,Malvaceae,797746.5809,9728880.309,7.3,1.9,1.06,False,O,P12,8.43
TAC_A01,37,Theobroma glaucum,Malvaceae,797748.3203,9728883.599,9.9,3.25,1.6,False,O,P12,10.55
TAC_A01,38,Theobroma glaucum,Malvaceae,797753.6077,9728881.784,7.9,3.01,1.3,False,O,P12,8.94
TAC_A01,39,Theobroma glaucum,Malvaceae,797757.9685,9728880.115,7.7,2.16,0.81,False,O,P12,8.77
TAC_A01,40,Theobroma glaucum,Malvaceae,797762.6076,9728878.34,12.8,3.36,1.51,False,O,P12,12.67
TAC_A01,41,Theobroma glaucum,Malvaceae,797767.154,9728876.6,7.2,2.08,0.91,False,O,P12,8.34
TAC_A01,42,Theobroma glaucum,Malvaceae,797771.422,9728874.967,10.6,3.11,1.16,False,O,P12,11.08
TAC_A01,43,Theobroma glaucum,Malvaceae,797775.7828,9728873.298,9.8,2.84,0.65,False,O,P12,10.47
TAC_A01,44,Swietenia macrophylla ,Meliaceae,797777.5227,9728876.895,19.7,10.78,4.73,False,O,P12,17.0
TAC_A01,45,Theobroma glaucum,Malvaceae,797773.1764,9728878.543,10.2,2.53,1.58,False,O,P12,10.78
TAC_A01,46,Theobroma glaucum,Malvaceae,797769.8473,9728879.805,10.8,3.72,1.58,False,O,P12,11.23
TAC_A01,47,Swietenia macrophylla ,Meliaceae,797764.2988,9728881.908,16.8,9.26,5.36,False,O,P12,15.29
TAC_A01,48,Theobroma glaucum,Malvaceae,797759.7676,9728883.625,11.7,3.38,1.6,False,O,P12,11.89
TAC_A01,49,Theobroma glaucum,Malvaceae,797755.4213,9728885.273,12.7,3.38,1.6,False,O,P12,12.6
TAC_A01,50,Swietenia macrophylla ,Meliaceae,797750.4277,9728887.165,20.7,11.49,4.82,False,O,P12,17.56
TAC_A01,51,Theobroma glaucum,Malvaceae,797751.7074,9728890.006,12.2,3.75,1.51,False,O,P12,12.25
TAC_A01,52,Theobroma glaucum,Malvaceae,797762.1316,9728885.876,5.7,2.54,1.64,False,O,P12,6.99
TAC_A01,53,,,797762.1316,9728885.876,5.7,2.65,,True,O,P12,6.99
TAC_A01,54,Theobroma glaucum,Malvaceae,797770.249,9728882.821,10.1,3.27,1.77,False,O,P12,10.7
TAC_A01,55,Theobroma glaucum,Malvaceae,797774.5844,9728881.19,13.4,1.72,0.39,False,O,P12,13.08
TAC_A01,56,Theobroma glaucum,Malvaceae,797778.8276,9728879.593,5.6,1.71,0.66,False,O,P12,6.9
TAC_A01,1,Euterpe oleracea,Arecaceae,797968.0115,9729045.783,8.5,8.62,4.38,False,P,P13,9.43
TAC_A01,2,,,797967.9574,9729045.918,8.7,1.85,,True,O,P13,9.6
TAC_A01,3,Euterpe oleracea,Arecaceae,797967.9166,9729045.832,5.6,5.82,1.64,False,P,P13,6.9
TAC_A01,4,Euterpe oleracea,Arecaceae,797967.8217,9729045.882,6.7,6.47,1.81,False,P,P13,7.9
TAC_A01,5,Euterpe oleracea,Arecaceae,797967.632,9729045.981,8.1,8.42,3.72,False,P,P13,9.1
TAC_A01,6,Euterpe oleracea,Arecaceae,797964.8801,9729047.416,5.6,3.8,1.35,False,P,P13,6.9
TAC_A01,7,Euterpe oleracea,Arecaceae,797964.8272,9729047.55,5.5,3.76,1.14,False,P,P13,6.81
TAC_A01,8,Euterpe oleracea,Arecaceae,797962.4988,9729048.871,6.3,5.21,1.37,False,P,P13,7.54
TAC_A01,9,Euterpe oleracea,Arecaceae,797961.697,9729049.183,7.8,8.11,3.66,False,P,P13,8.85
TAC_A01,10,Euterpe oleracea,Arecaceae,797960.2232,9729050.058,7.3,7.84,4.04,False,P,P13,8.43
TAC_A01,11,Ximenia americana,Olacaceae,797957.9923,9729051.327,19.2,10.09,4.72,False,O,P13,16.71
TAC_A01,12,Euterpe oleracea,Arecaceae,797953.0185,9729053.604,5.7,8.7,2.78,False,P,P13,6.99
TAC_A01,13,Ximenia americana,Olacaceae,797951.5475,9729054.477,28.8,13.2,4.34,False,O,P13,21.59
TAC_A01,14,Ximenia americana,Olacaceae,797948.7967,9729055.911,20.4,11.96,3.84,False,O,P13,17.39
TAC_A01,16,Euterpe oleracea,Arecaceae,797947.371,9729056.445,6.8,7.05,3.37,False,P,P13,7.99
TAC_A01,17,Cordia goeldiana,Boraginaceae,797946.2812,9729057.118,25.9,13.2,5.58,False,O,P13,20.24
TAC_A01,18,Clarisia racemosa,Moraceae,797945.9016,9729057.316,13.7,10.75,7.71,False,O,P13,13.29
TAC_A01,19,Clarisia racemosa,Moraceae,797945.8067,9729057.366,8.2,5.99,4.41,False,O,P13,9.19
TAC_A01,20,Clarisia racemosa,Moraceae,797945.7613,9729057.494,7.7,6.7,4.06,False,O,P13,8.77
TAC_A01,21,Clarisia racemosa,Moraceae,797943.7191,9729058.455,6.6,5.25,2.75,False,O,P13,7.81
TAC_A01,22,Clarisia racemosa,Moraceae,797943.7191,9729058.455,13.7,8.25,2.75,False,O,P13,13.29
TAC_A01,23,Euterpe oleracea,Arecaceae,797941.8212,9729059.445,7.3,5.79,2.58,False,P,P13,8.43
TAC_A01,28,Euterpe oleracea,Arecaceae,797944.5086,9729063.169,7.1,6.3,3.93,False,P,P13,8.25
TAC_A01,29,Euterpe oleracea,Arecaceae,797944.5086,9729063.169,6.2,7.36,3.2,False,P,P13,7.45
TAC_A01,30,Banara guianensis,Salicaceae,797944.2294,9729063.314,9.8,7.6,1.64,False,O,P13,10.47
TAC_A01,31,Euterpe oleracea,Arecaceae,797949.7202,9729060.471,7.3,6.28,2.3,False,P,P13,8.43
TAC_A01,32,Euterpe oleracea,Arecaceae,797949.9064,9729060.374,7.3,6.32,2.97,False,P,P13,8.43
TAC_A01,33,Euterpe oleracea,Arecaceae,797949.8133,9729060.422,9.2,8.9,4.25,False,P,P13,10.0
TAC_A01,34,Euterpe oleracea,Arecaceae,797952.7914,9729058.88,9.0,5.61,2.4,False,P,P13,9.84
TAC_A01,35,Euterpe oleracea,Arecaceae,797954.7458,9729057.868,8.3,7.87,3.59,False,P,P13,9.27
TAC_A01,36,Banara guianensis,Salicaceae,797956.2344,9729057.308,16.2,9.45,1.87,False,O,P13,14.91
TAC_A01,37,Ximenia americana,Olacaceae,797959.2129,9729055.555,11.5,8.25,4.86,False,O,P13,11.75
TAC_A01,38,Ximenia americana,Olacaceae,797959.0268,9729055.651,23.1,7.64,3.59,False,O,P13,18.84
TAC_A01,39,Euterpe oleracea,Arecaceae,797962.3772,9729053.916,5.5,5.15,1.79,False,P,P13,6.81
TAC_A01,40,Euterpe oleracea,Arecaceae,797966.0067,9729052.037,8.4,7.21,3.08,False,P,P13,9.35
TAC_A01,41,Banara guianensis,Salicaceae,797967.775,9729051.121,14.6,12.63,3.47,False,O,P13,13.89
TAC_A01,42,Euterpe oleracea,Arecaceae,797968.6126,9729050.688,6.6,6.3,2.37,False,P,P13,7.81
TAC_A01,43,Euterpe oleracea,Arecaceae,797968.6126,9729050.688,5.0,4.28,1.39,False,P,P13,6.33
TAC_A01,44,Banara guianensis,Salicaceae,797970.0978,9729054.915,7.5,7.7,3.07,False,O,P13,8.6
TAC_A01,45,Banara guianensis,Salicaceae,797969.1923,9729055.168,10.2,7.18,2.19,False,O,P13,10.78
TAC_A01,46,Banara guianensis,Salicaceae,797967.6387,9729055.967,8.8,9.91,2.39,False,O,P13,9.68
TAC_A01,47,Banara guianensis,Salicaceae,797967.1331,9729056.333,9.4,8.3,5.16,False,O,P13,10.16
TAC_A01,48,Banara guianensis,Salicaceae,797967.1391,9729056.118,8.7,8.66,6.09,False,O,P13,9.6
TAC_A01,49,Banara guianensis,Salicaceae,797963.0721,9729058.104,6.4,10.64,5.39,False,O,P13,7.64
TAC_A01,50,Banara guianensis,Salicaceae,797963.1164,9729058.186,7.8,10.64,6.86,False,O,P13,8.85
TAC_A01,51,Banara guianensis,Salicaceae,797963.1554,9729058.694,9.1,8.24,3.27,False,O,P13,9.92
TAC_A01,52,Ximenia americana,Olacaceae,797958.2749,9729061.307,10.2,7.37,1.89,False,O,P13,10.78
TAC_A01,53,Ximenia americana,Olacaceae,797957.4096,9729061.857,15.4,8.9,2.98,False,O,P13,14.41
TAC_A01,54,Ximenia americana,Olacaceae,797956.9981,9729061.963,11.2,6.18,2.38,False,O,P13,11.53
TAC_A01,55,Euterpe oleracea,Arecaceae,797956.4101,9729062.58,7.2,5.66,3.73,False,P,P13,8.34
TAC_A01,56,Euterpe oleracea,Arecaceae,797956.319,9729062.627,6.3,5.82,1.73,False,P,P13,7.54
TAC_A01,57,Ximenia americana,Olacaceae,797954.4911,9729074.005,17.8,8.78,4.48,False,O,P13,15.89
TAC_A01,58,Ximenia americana,Olacaceae,797949.3051,9729066.229,17.7,9.34,4.3,False,O,P13,15.83
TAC_A01,59,Ximenia americana,Olacaceae,797949.214,9729066.276,17.5,6.96,2.2,False,O,P13,15.71
TAC_A01,60,Myrciaria floribunda,Myrtaceae,797948.2699,9729072.38,9.9,6.6,2.92,False,O,P13,10.55
TAC_A01,61,Myrciaria floribunda,Myrtaceae,797949.123,9729072.05,12.4,7.9,2.81,False,O,P13,12.39
TAC_A01,62,Euterpe oleracea,Arecaceae,797961.9877,9729065.398,6.3,8.31,4.13,False,P,P13,7.54
TAC_A01,63,Euterpe oleracea,Arecaceae,797961.8096,9729065.489,8.5,8.98,4.87,False,P,P13,9.43
TAC_A01,64,Euterpe oleracea,Arecaceae,797961.9446,9729065.525,7.1,6.93,3.21,False,P,P13,8.25
TAC_A01,65,Euterpe oleracea,Arecaceae,797962.1227,9729065.435,10.0,8.59,3.93,False,P,P13,10.62
TAC_A01,66,Euterpe oleracea,Arecaceae,797962.3008,9729065.344,7.7,5.57,1.89,False,P,P13,8.77
TAC_A01,67,Euterpe oleracea,Arecaceae,797962.657,9729065.163,6.6,6.12,3.27,False,P,P13,7.81
TAC_A01,68,Euterpe oleracea,Arecaceae,797962.746,9729065.117,7.9,8.24,4.13,False,P,P13,8.94
TAC_A01,69,Euterpe oleracea,Arecaceae,797965.5953,9729063.667,7.2,5.75,2.56,False,P,P13,8.34
TAC_A01,70,Banara guianensis,Salicaceae,797964.4396,9729061.517,12.5,8.72,3.14,False,O,P13,12.46
TAC_A01,71,Banara guianensis,Salicaceae,797966.502,9729061.097,7.0,10.41,3.17,False,O,P13,8.17
TAC_A01,72,Euterpe oleracea,Arecaceae,797967.8212,9729062.535,7.6,6.81,2.6,False,P,P13,8.68
TAC_A01,73,Euterpe oleracea,Arecaceae,797967.9103,9729062.489,7.9,5.62,2.6,False,P,P13,8.94
TAC_A01,74,Euterpe oleracea,Arecaceae,797967.9993,9729062.444,6.9,6.44,3.42,False,P,P13,8.08
