site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,agb_source,dbh,htot,hcom,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
SFX_A01,59,Pouteria sp.,Sapotaceae,289499.4339,9291605.337,0.78,,12.0,,,20111024,A,O,P06,12.11,12.11,feldpausch_regional,0.18,default,1.0,12.18,12.23
SFX_A01,60,,,289511.4339,9291602.537,0.58,,12.8,,,20111025,D,O,P06,12.67,12.67,feldpausch_regional,0.18,default,1.0,12.98,12.8
SFX_A01,61,Neea oppositifolia,Nyctaginaceae,289514.4339,9291604.537,0.89,,22.3,,,20111024,A,O,P06,18.42,18.42,feldpausch_regional,0.18,default,1.0,22.48,18.52
SFX_A01,62,Pouteria sp.,Sapotaceae,289511.4339,9291606.837,0.78,,30.4,,,20111024,A,O,P06,22.3,22.3,feldpausch_regional,0.18,default,1.0,30.58,22.38
SFX_A01,63,Neea oppositifolia,Nyctaginaceae,289509.4339,9291609.537,0.89,,15.2,,,20111024,A,O,P06,14.28,14.28,feldpausch_regional,0.18,default,1.0,15.38,14.39
SFX_A01,64,Astronium gracile,Anacardiaceae,289504.4339,9291608.337,0.73,,13.0,,,20111024,A,O,P06,12.81,12.81,feldpausch_regional,0.18,default,1.0,13.18,12.93
SFX_A01,65,Astrocaryum aculeatum,Arecaceae,289501.4339,9291611.137,0.51,0.112977242,23.5,,,20111024,A,P,P06,19.05,19.05,feldpausch_regional,0.18,default,1.0,23.68,19.14
SFX_A01,66,Galipea trifoliata,NI,289503.4339,9291611.137,0.62,,19.7,,,20111024,A,O,P06,17.0,17.0,feldpausch_regional,0.18,default,1.0,19.88,17.1
SFX_A01,67,Mimosa hostilis,Fabaceae,289500.4339,9291615.337,0.45,,15.4,,,20111024,A,O,P06,14.41,14.41,feldpausch_regional,0.18,default,1.0,15.58,14.52
SFX_A01,68,Mimosa hostilis,Fabaceae,289501.4339,9291615.937,0.45,,15.3,,,20111024,A,O,P06,14.34,14.34,feldpausch_regional,0.18,default,1.0,15.48,14.46
SFX_A01,69,Inga marginata,Fabaceae,289503.4339,9291618.837,0.57,,17.2,,,20111024,A,O,P06,15.53,15.53,feldpausch_regional,0.18,default,1.0,17.38,15.64
SFX_A01,70,Galipea trifoliata,NI,289502.4339,9291620.337,0.62,,10.4,,,20111024,A,O,P06,10.93,10.93,feldpausch_regional,0.18,default,1.0,10.58,11.06
SFX_A01,71,,,289497.9339,9291626.937,0.58,,14.2,,,20111025,D,O,P06,13.62,13.62,feldpausch_regional,0.18,default,1.0,14.38,13.74
SFX_A01,2,Pourouma minor,Urticaceae,289509.3277,9291786.836,0.44,,10.2,,,20111024,A,O,P07,10.78,10.78,feldpausch_regional,0.18,default,1.0,10.38,10.91
SFX_A01,3,Castilla ulei,Moraceae,289510.3277,9291784.836,0.82,,17.4,,,20111024,A,O,P07,15.65,15.65,feldpausch_regional,0.18,default,1.0,17.58,15.76
SFX_A01,4,Castilla ulei,Moraceae,289511.3277,9291782.836,0.82,,16.2,,,20111024,A,O,P07,14.91,14.91,feldpausch_regional,0.18,default,1.0,16.38,15.03
SFX_A01,5,Virola melinoni,Myristicaceae,289511.1277,9291782.136,0.48,,13.4,,,20111024,A,O,P07,13.08,13.08,feldpausch_regional,0.18,default,1.0,13.58,13.21
SFX_A01,6,NI,NI,289505.3277,9291779.836,0.62,,17.4,,,20111024,A,O,P07,15.65,15.65,feldpausch_regional,0.18,default,1.0,17.58,15.76
SFX_A01,8,,,289501.3277,9291781.536,0.58,,28.0,,,20111025,D,O,P07,21.23,21.23,feldpausch_regional,0.18,default,1.0,28.18,21.31
SFX_A01,10,Eschweilera parviflora,Lecythidaceae,289510.5277,9291779.236,0.89,,14.2,,,20111024,A,O,P07,13.62,13.62,feldpausch_regional,0.18,default,1.0,14.38,13.74
SFX_A01,11,,,289510.3277,9291777.836,,0.015572874,15.1,,,20111025,A,L,P07,14.21,14.21,feldpausch_regional,0.18,default,1.0,15.28,14.33
SFX_A01,12,,,289511.3277,9291778.136,,0.01301727,10.6,,,20111025,A,L,P07,11.08,11.08,feldpausch_regional,0.18,default,1.0,10.78,11.21
SFX_A01,13,,,289510.3277,9291773.536,,0.014601611,13.2,,,20111025,A,L,P07,12.95,12.95,feldpausch_regional,0.18,default,1.0,13.38,13.07
SFX_A01,14,Dalbergia melanoxylon,Fabaceae,289508.3277,9291774.736,0.8,,28.6,,,20111024,A,O,P07,21.5,21.5,feldpausch_regional,0.18,default,1.0,28.78,21.59
SFX_A01,15,Galipea trifoliata,NI,289504.3277,9291775.236,0.62,,13.7,,,20111024,A,O,P07,13.29,13.29,feldpausch_regional,0.18,default,1.0,13.88,13.41
SFX_A01,16,Neea oppositifolia,Nyctaginaceae,289499.3277,9291774.236,0.89,,28.5,,,20111024,A,O,P07,21.46,21.46,feldpausch_regional,0.18,default,1.0,28.68,21.54
SFX_A01,17,Stryphnodendron pulcherrimum,Fabaceae,289503.3277,9291774.836,0.47,,10.6,,,20111024,A,O,P07,11.08,11.08,feldpausch_regional,0.18,default,1.0,10.78,11.21
SFX_A01,18,Theobroma glaucum,Malvaceae,289494.3277,9291773.236,0.53,,12.6,,,20111024,A,O,P07,12.53,12.53,feldpausch_regional,0.18,default,1.0,12.78,12.66
SFX_A01,19,Dalbergia melanoxylon,Fabaceae,289494.3277,9291770.836,0.8,,12.0,,,20111024,A,O,P07,12.11,12.11,feldpausch_regional,0.18,default,1.0,12.18,12.23
SFX_A01,20,Eschweilera parviflora,Lecythidaceae,289501.3277,9291770.836,0.89,,12.3,,,20111024,A,O,P07,12.32,12.32,feldpausch_regional,0.18,default,1.0,12.48,12.45
SFX_A01,21,Stryphnodendron pulcherrimum,Fabaceae,289502.3277,9291770.536,0.47,0.028148498,11.0,9.72,5.21,20111024,A,O,P07,11.38,11.38,feldpausch_regional,0.18,default,1.0,11.18,11.51
SFX_A01,22,Dalbergia melanoxylon,Fabaceae,289511.3277,9291768.536,0.8,0.446655662,23.2,20.37,8.36,20111024,A,O,P07,18.89,18.89,feldpausch_regional,0.18,default,1.0,23.38,18.98
SFX_A01,23,Theobroma glaucum,Malvaceae,289504.3277,9291768.136,0.53,,10.6,,,20111024,A,O,P07,11.08,11.08,feldpausch_regional,0.18,default,1.0,10.78,11.21
SFX_A01,24,Dalbergia melanoxylon,Fabaceae,289508.3277,9291770.836,0.8,1.064411087,36.9,19.19,5.51,20111024,A,O,P07,24.94,24.94,feldpausch_regional,0.18,default,1.0,37.08,25.01
SFX_A01,25,,,289511.3277,9291772.136,0.58,7.972370444,120.0,29.04,,20111025,D,O,P07,41.12,41.12,feldpausch_regional,0.18,default,1.0,120.18,41.14
SFX_A01,26,,,289511.3277,9291771.036,,0.016169353,16.4,,,20111025,A,L,P07,15.04,15.04,feldpausch_regional,0.18,default,1.0,16.58,15.15
SFX_A01,27,Ceiba pentandra,Malvaceae,289506.3277,9291763.136,0.35,,25.1,,,20111024,A,O,P07,19.85,19.85,feldpausch_regional,0.18,default,1.0,25.28,19.94
SFX_A01,28,Theobroma glaucum,Malvaceae,289494.3277,9291766.336,0.53,,10.2,,,20111024,A,O,P07,10.78,10.78,feldpausch_regional,0.18,default,1.0,10.38,10.91
SFX_A01,29,Helicostylis sp.,Moraceae,289493.5277,9291766.836,0.65,,21.3,,,20111024,A,O,P07,17.88,17.88,feldpausch_regional,0.18,default,1.0,21.48,17.98
SFX_A01,30,Dalbergia melanoxylon,Fabaceae,289499.3277,9291764.536,0.8,,22.2,,,20111024,A,O,P07,18.37,18.37,feldpausch_regional,0.18,default,1.0,22.38,18.46
SFX_A01,31,,,289499.4277,9291763.336,0.58,,16.5,,,20111025,D,O,P07,15.1,15.1,feldpausch_regional,0.18,default,1.0,16.68,15.21
SFX_A01,32,Hymenaea courbaril,Fabaceae,289499.4277,9291760.036,0.79,3.572612251,60.5,24.36,22.81,20111024,A,O,P07,32.06,32.06,feldpausch_regional,0.18,default,1.0,60.68,32.1
SFX_A01,33,Tetragastris panamensis,Burseraceae,289498.3277,9291759.536,0.73,1.992310013,42.9,29.05,18.03,20111024,A,O,P07,27.07,27.07,feldpausch_regional,0.18,default,1.0,43.08,27.13
SFX_A01,34,Theobroma glaucum,Malvaceae,289504.3277,9291757.736,0.53,,12.3,,,20111024,A,O,P07,12.32,12.32,feldpausch_regional,0.18,default,1.0,12.48,12.45
SFX_A01,35,Pouteria gongrijpii,Sapotaceae,289506.3277,9291759.636,0.8,,19.7,,,20111024,A,O,P07,17.0,17.0,feldpausch_regional,0.18,default,1.0,19.88,17.1
SFX_A01,36,Pourouma minor,Urticaceae,289506.3277,9291759.736,0.44,,19.1,,,20111024,A,O,P07,16.65,16.65,feldpausch_regional,0.18,default,1.0,19.28,16.76
SFX_A01,37,Hymenolobium petraeum,Fabaceae,289511.3277,9291757.636,0.71,,21.3,,,20111024,A,O,P07,17.88,17.88,feldpausch_regional,0.18,default,1.0,21.48,17.98
SFX_A01,38,Galipea trifoliata,NI,289503.3277,9291752.036,0.62,,15.0,,,20111024,A,O,P07,14.15,14.15,feldpausch_regional,0.18,default,1.0,15.18,14.27
SFX_A01,39,Theobroma glaucum,Malvaceae,289503.4277,9291752.336,0.53,,11.2,,,20111024,A,O,P07,11.53,11.53,feldpausch_regional,0.18,default,1.0,11.38,11.66
SFX_A01,40,Dalbergia melanoxylon,Fabaceae,289507.3277,9291748.336,0.8,1.1786416,48.5,12.3,9.79,20111024,A,O,P07,28.84,28.84,feldpausch_regional,0.18,default,1.0,48.68,28.89
SFX_A01,41,Inga sp.,Fabaceae,289516.3277,9291743.836,0.58,,17.2,,,20111024,A,O,P07,15.53,15.53,feldpausch_regional,0.18,default,1.0,17.38,15.64
SFX_A01,42,Inga alba,Fabaceae,289514.3277,9291748.036,0.59,,31.1,,,20111024,A,O,P07,22.61,22.61,feldpausch_regional,0.18,default,1.0,31.28,22.68
SFX_A01,43,NI,NI,289517.3277,9291751.536,0.62,,12.8,,,20111024,A,O,P07,12.67,12.67,feldpausch_regional,0.18,default,1.0,12.98,12.8
SFX_A01,44,Pourouma minor,Urticaceae,289523.3277,9291751.536,0.44,,20.1,,,20111024,A,O,P07,17.22,17.22,feldpausch_regional,0.18,default,1.0,20.28,17.32
SFX_A01,45,NI,NI,289515.3277,9291752.636,0.62,,11.1,,,20111024,A,O,P07,11.45,11.45,feldpausch_regional,0.18,default,1.0,11.28,11.58
SFX_A01,46,NI,NI,289513.3277,9291752.336,0.62,,14.4,,,20111024,A,O,P07,13.76,13.76,feldpausch_regional,0.18,default,1.0,14.58,13.88
SFX_A01,47,Zollernia paraensis,Fabaceae,289514.3277,9291757.436,0.99,,19.4,,,20111024,A,O,P07,16.83,16.83,feldpausch_regional,0.18,default,1.0,19.58,16.93
SFX_A01,48,Tetragastris panamensis,Burseraceae,289517.3277,9291759.736,0.73,1.066065188,35.5,22.7,12.04,20111024,A,O,P07,24.4,24.4,feldpausch_regional,0.18,default,1.0,35.68,24.47
SFX_A01,49,,,289520.3277,9291758.536,0.58,0.665186024,63.1,6.71,,20111025,D,O,P07,32.66,32.66,feldpausch_regional,0.18,default,1.0,63.28,32.71
SFX_A01,50,NI,NI,289523.3277,9291758.836,0.62,,13.0,,,20111024,A,O,P07,12.81,12.81,feldpausch_regional,0.18,default,1.0,13.18,12.93
SFX_A01,51,Ficus maxima,Moraceae,289523.3277,9291760.536,0.37,1.853481137,50.0,39.69,20.02,20111024,A,O,P07,29.28,29.28,feldpausch_regional,0.18,default,1.0,50.18,29.33
SFX_A01,52,Theobroma glaucum,Malvaceae,289521.3277,9291761.836,0.53,,16.5,,,20111024,A,O,P07,15.1,15.1,feldpausch_regional,0.18,default,1.0,16.68,15.21
SFX_A01,53,NI,NI,289521.3277,9291761.836,0.62,,11.3,,,20111024,A,O,P07,11.6,11.6,feldpausch_regional,0.18,default,1.0,11.48,11.73
SFX_A01,54,Tetragastris panamensis,Burseraceae,289519.3277,9291761.836,0.73,2.464091456,49.5,26.98,18.37,20111024,A,O,P07,29.14,29.14,feldpausch_regional,0.18,default,1.0,49.68,29.19
SFX_A01,55,Virola melinoni,Myristicaceae,289515.3277,9291763.536,0.48,,31.2,,,20111024,A,O,P07,22.65,22.65,feldpausch_regional,0.18,default,1.0,31.38,22.73
SFX_A01,56,Pouteria gongrijpii,Sapotaceae,289514.8277,9291764.036,0.8,,10.5,,,20111024,A,O,P07,11.0,11.0,feldpausch_regional,0.18,default,1.0,10.68,11.14
SFX_A01,57,Dalbergia melanoxylon,Fabaceae,289515.3277,9291767.736,0.8,,17.6,,,20111024,A,O,P07,15.77,15.77,feldpausch_regional,0.18,default,1.0,17.78,15.88
SFX_A01,58,Sapium marmieri,Euphorbiaceae,289527.3277,9291764.036,0.41,1.117913181,42.2,30.08,18.65,20111024,A,O,P07,26.83,26.83,feldpausch_regional,0.18,default,1.0,42.38,26.89
SFX_A01,59,Tetragastris panamensis,Burseraceae,289532.3277,9291763.836,0.73,,24.2,,,20111024,A,O,P07,19.4,19.4,feldpausch_regional,0.18,default,1.0,24.38,19.49
SFX_A01,60,,,289532.3277,9291763.836,,0.016555215,17.3,,,20111025,A,L,P07,15.59,15.59,feldpausch_regional,0.18,default,1.0,17.48,15.7
SFX_A01,61,Dalbergia melanoxylon,Fabaceae,289535.3277,9291765.436,0.8,,17.6,,,20111024,A,O,P07,15.77,15.77,feldpausch_regional,0.18,default,1.0,17.78,15.88
SFX_A01,62,NI,NI,289530.3277,9291767.136,0.62,,12.7,,,20111024,A,O,P07,12.6,12.6,feldpausch_regional,0.18,default,1.0,12.88,12.73
SFX_A01,63,NI,NI,289528.3277,9291767.536,0.62,,11.2,,,20111024,A,O,P07,11.53,11.53,feldpausch_regional,0.18,default,1.0,11.38,11.66
SFX_A01,64,,,289536.3277,9291769.836,0.58,,11.6,,,20111025,D,O,P07,11.82,11.82,feldpausch_regional,0.18,default,1.0,11.78,11.95
SFX_A01,65,,,289534.3277,9291771.836,0.58,,19.6,,,20111025,D,O,P07,16.94,16.94,feldpausch_regional,0.18,default,1.0,19.78,17.04
SFX_A01,66,Dalbergia melanoxylon,Fabaceae,289531.3277,9291769.536,0.8,,25.9,,,20111024,A,O,P07,20.24,20.24,feldpausch_regional,0.18,default,1.0,26.08,20.33
SFX_A01,67,Brosimum rubescens ,Moraceae,289529.3277,9291769.436,0.83,,13.9,,,20111024,A,O,P07,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54
SFX_A01,68,Sapium marmieri,Euphorbiaceae,289529.3277,9291769.836,0.41,0.685768354,45.1,16.16,11.45,20111024,A,O,P07,27.79,27.79,feldpausch_regional,0.18,default,1.0,45.28,27.84
SFX_A01,69,Dalbergia melanoxylon,Fabaceae,289514.1277,9291769.836,0.8,,24.3,,,20111024,A,O,P07,19.45,19.45,feldpausch_regional,0.18,default,1.0,24.48,19.54
SFX_A01,70,Neea oppositifolia,Nyctaginaceae,289522.3277,9291769.836,0.89,0.176579472,15.8,15.57,10.31,20111024,A,O,P07,14.66,14.66,feldpausch_regional,0.18,default,1.0,15.98,14.78
SFX_A01,71,Dalbergia melanoxylon,Fabaceae,289512.4277,9291769.836,0.8,1.344231718,50.3,13.04,5.44,20111024,A,O,P07,29.37,29.37,feldpausch_regional,0.18,default,1.0,50.48,29.42
SFX_A01,72,NI,NI,289528.3277,9291773.536,0.62,,27.5,,,20111024,A,O,P07,21.0,21.0,feldpausch_regional,0.18,default,1.0,27.68,21.08
SFX_A01,73,Eschweilera parviflora,Lecythidaceae,289529.3277,9291774.836,0.89,,12.8,,,20111024,A,O,P07,12.67,12.67,feldpausch_regional,0.18,default,1.0,12.98,12.8
SFX_A01,74,Dalbergia melanoxylon,Fabaceae,289518.3277,9291775.836,0.8,,15.2,,,20111024,A,O,P07,14.28,14.28,feldpausch_regional,0.18,default,1.0,15.38,14.39
SFX_A01,75,Zollernia paraensis,Fabaceae,289514.3277,9291775.136,0.99,3.517943874,46.8,31.87,19.42,20111024,A,O,P07,28.32,28.32,feldpausch_regional,0.18,default,1.0,46.98,28.38
SFX_A01,76,,,289512.4277,9291775.236,,0.012739448,10.2,,,20111025,A,L,P07,10.78,10.78,feldpausch_regional,0.18,default,1.0,10.38,10.91
SFX_A01,77,Theobroma glaucum,Malvaceae,289514.3277,9291776.036,0.53,,10.9,,,20111024,A,O,P07,11.3,11.3,feldpausch_regional,0.18,default,1.0,11.08,11.44
SFX_A01,79,Dalbergia melanoxylon,Fabaceae,289517.3277,9291779.436,0.8,,23.2,,,20111024,A,O,P07,18.89,18.89,feldpausch_regional,0.18,default,1.0,23.38,18.98
SFX_A01,80,Tabebuia serratifolia,Bignoniaceae,289513.3277,9291779.436,0.92,,33.2,,,20111024,A,O,P07,23.48,23.48,feldpausch_regional,0.18,default,1.0,33.38,23.56
SFX_A01,81,Tabebuia serratifolia,Bignoniaceae,289513.3277,9291779.436,0.92,,30.4,,,20111024,A,O,P07,22.3,22.3,feldpausch_regional,0.18,default,1.0,30.58,22.38
SFX_A01,82,Inga alba,Fabaceae,289516.3277,9291782.536,0.59,,12.3,,,20111024,A,O,P07,12.32,12.32,feldpausch_regional,0.18,default,1.0,12.48,12.45
SFX_A01,83,Inga alba,Fabaceae,289518.3277,9291782.836,0.59,,11.4,,,20111024,A,O,P07,11.67,11.67,feldpausch_regional,0.18,default,1.0,11.58,11.8
SFX_A01,84,,,289520.3277,9291781.136,,0.013479137,11.3,,,20111025,A,L,P07,11.6,11.6,feldpausch_regional,0.18,default,1.0,11.48,11.73
SFX_A01,85,Nectandra cuspidata,Lauraceae,289523.3277,9291782.836,0.56,,16.2,,,20111024,A,O,P07,14.91,14.91,feldpausch_regional,0.18,default,1.0,16.38,15.03
SFX_A01,86,Dalbergia melanoxylon,Fabaceae,289514.3277,9291789.036,0.8,,32.0,,,20111024,A,O,P07,22.99,22.99,feldpausch_regional,0.18,default,1.0,32.18,23.06
SFX_A01,1,,,289557.7113,9292143.75,0.58,,32.6,,,20111025,D,O,P08,23.24,23.24,feldpausch_regional,0.18,default,1.0,32.78,23.31
SFX_A01,4,Neea oppositifolia,Nyctaginaceae,289554.7113,9292138.25,0.89,,11.6,,,20111025,A,O,P08,11.82,11.82,feldpausch_regional,0.18,default,1.0,11.78,11.95
SFX_A01,5,NI,NI,289552.7113,9292136.05,0.62,,14.6,,,20111025,A,O,P08,13.89,13.89,feldpausch_regional,0.18,default,1.0,14.78,14.01
SFX_A01,6,Castilla ulei,Moraceae,289543.7113,9292132.45,0.82,,10.1,,,20111025,A,O,P08,10.7,10.7,feldpausch_regional,0.18,default,1.0,10.28,10.84
SFX_A01,8,Inga marginata,Fabaceae,289544.7113,9292128.25,0.57,,10.6,,,20111025,A,O,P08,11.08,11.08,feldpausch_regional,0.18,default,1.0,10.78,11.21
SFX_A01,9,Mimosa hostilis,Fabaceae,289557.7113,9292127.45,0.45,,13.4,,,20111025,A,O,P08,13.08,13.08,feldpausch_regional,0.18,default,1.0,13.58,13.21
SFX_A01,10,Inga marginata,Fabaceae,289556.7113,9292124.95,0.57,,26.4,,,20111025,A,O,P08,20.48,20.48,feldpausch_regional,0.18,default,1.0,26.58,20.57
SFX_A01,11,Cecropia ficifolia,Urticaceae,289543.7113,9292124.95,0.27,0.056573233,17.0,14.46,10.64,20111025,A,O,P08,15.41,15.41,feldpausch_regional,0.18,default,1.0,17.18,15.52
SFX_A01,12,Tetragastris panamensis,Burseraceae,289557.1113,9292125.15,0.73,,10.2,,,20111025,A,O,P08,10.78,10.78,feldpausch_regional,0.18,default,1.0,10.38,10.91
SFX_A01,13,Cecropia ficifolia,Urticaceae,289554.7113,9292122.05,0.27,,27.0,,,20111025,A,O,P08,20.76,20.76,feldpausch_regional,0.18,default,1.0,27.18,20.85
SFX_A01,14,Cecropia ficifolia,Urticaceae,289554.7113,9292121.95,0.27,,32.7,,,20111025,A,O,P08,23.28,23.28,feldpausch_regional,0.18,default,1.0,32.88,23.35
SFX_A01,15,Inga marginata,Fabaceae,289550.7113,9292116.25,0.57,,15.8,,,20111025,A,O,P08,14.66,14.66,feldpausch_regional,0.18,default,1.0,15.98,14.78
SFX_A01,16,Inga marginata,Fabaceae,289554.7113,9292114.75,0.57,,16.2,,,20111025,A,O,P08,14.91,14.91,feldpausch_regional,0.18,default,1.0,16.38,15.03
SFX_A01,17,Vitex triflora,Lamiaceae,289557.7113,9292112.75,0.56,,19.5,,,20111025,A,O,P08,16.88,16.88,feldpausch_regional,0.18,default,1.0,19.68,16.99
SFX_A01,18,Mimosa hostilis,Fabaceae,289544.7113,9292108.35,0.45,,13.3,,,20111025,A,O,P08,13.02,13.02,feldpausch_regional,0.18,default,1.0,13.48,13.14
SFX_A01,19,Mimosa hostilis,Fabaceae,289544.7113,9292108.25,0.45,,16.0,,,20111025,A,O,P08,14.79,14.79,feldpausch_regional,0.18,default,1.0,16.18,14.9
SFX_A01,20,Mimosa hostilis,Fabaceae,289544.7113,9292106.95,0.45,,11.1,,,20111025,A,O,P08,11.45,11.45,feldpausch_regional,0.18,default,1.0,11.28,11.58
SFX_A01,21,Vitex triflora,Lamiaceae,289558.2113,9292104.75,0.56,,17.8,,,20111025,A,O,P08,15.89,15.89,feldpausch_regional,0.18,default,1.0,17.98,16.0
SFX_A01,22,Attalea maripa,Arecaceae,289553.7113,9292104.25,0.33,0.211033085,32.9,,,20111025,A,P,P08,23.36,23.36,feldpausch_regional,0.18,default,1.0,33.08,23.44
SFX_A01,23,Inga marginata,Fabaceae,289551.7113,9292103.95,0.57,,11.5,,,20111025,A,O,P08,11.75,11.75,feldpausch_regional,0.18,default,1.0,11.68,11.88
SFX_A01,24,Platymiscium filipes,Fabaceae,289550.7113,9292101.15,0.79,,11.7,,,20111025,A,O,P08,11.89,11.89,feldpausch_regional,0.18,default,1.0,11.88,12.02
SFX_A01,26,Castilla ulei,Moraceae,289560.7113,9292098.75,0.82,,15.1,,,20111025,A,O,P08,14.21,14.21,feldpausch_regional,0.18,default,1.0,15.28,14.33
SFX_A01,27,Guatteria schomburgkiana,Annonaceae,289560.7113,9292101.75,0.6,,21.2,,,20111025,A,O,P08,17.83,17.83,feldpausch_regional,0.18,default,1.0,21.38,17.93
SFX_A01,28,Inga marginata,Fabaceae,289562.7113,9292107.05,0.57,,16.3,,,20111025,A,O,P08,14.98,14.98,feldpausch_regional,0.18,default,1.0,16.48,15.09
SFX_A01,29,Inga marginata,Fabaceae,289562.7113,9292107.05,0.57,,13.0,,,20111025,A,O,P08,12.81,12.81,feldpausch_regional,0.18,default,1.0,13.18,12.93
SFX_A01,30,Rinorea racemosa,Violaceae,289572.7113,9292111.75,0.68,,11.0,,,20111025,A,O,P08,11.38,11.38,feldpausch_regional,0.18,default,1.0,11.18,11.51
SFX_A01,31,Theobroma glaucum,Malvaceae,289569.7113,9292112.45,0.53,,11.2,,,20111025,A,O,P08,11.53,11.53,feldpausch_regional,0.18,default,1.0,11.38,11.66
SFX_A01,32,Nectandra cuspidata,Lauraceae,289574.7113,9292112.45,0.56,,32.1,,,20111025,A,O,P08,23.03,23.03,feldpausch_regional,0.18,default,1.0,32.28,23.1
SFX_A01,34,Inga marginata,Fabaceae,289581.7113,9292116.25,0.57,,11.9,,,20111025,A,O,P08,12.03,12.03,feldpausch_regional,0.18,default,1.0,12.08,12.16
SFX_A01,35,Inga marginata,Fabaceae,289580.7113,9292116.35,0.57,,14.0,,,20111025,A,O,P08,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61
SFX_A01,36,Eschweilera parviflora,Lecythidaceae,289579.7113,9292115.95,0.89,,14.7,,,20111025,A,O,P08,13.95,13.95,feldpausch_regional,0.18,default,1.0,14.88,14.07
SFX_A01,37,Theobroma glaucum,Malvaceae,289578.7113,9292117.75,0.53,,15.3,,,20111025,A,O,P08,14.34,14.34,feldpausch_regional,0.18,default,1.0,15.48,14.46
SFX_A01,38,Poecilanthe effusa,Fabaceae,289577.7113,9292117.85,0.71,,12.1,,,20111025,A,O,P08,12.18,12.18,feldpausch_regional,0.18,default,1.0,12.28,12.31
SFX_A01,39,Rheedia gardneriana,Clusiaceae,289562.7113,9292114.05,0.62,,16.6,,,20111025,A,O,P08,15.16,15.16,feldpausch_regional,0.18,default,1.0,16.78,15.27
SFX_A01,40,,,289562.2113,9292116.75,0.58,,15.4,,,20111025,D,O,P08,14.41,14.41,feldpausch_regional,0.18,default,1.0,15.58,14.52
SFX_A01,41,Cordia scabrifolia,Boraginaceae,289558.8113,9292117.95,0.47,,14.9,,,20111025,A,O,P08,14.08,14.08,feldpausch_regional,0.18,default,1.0,15.08,14.2
SFX_A01,42,Annona ambotay,Annonaceae,289563.7113,9292118.75,0.41,0.027256699,11.3,10.15,5.6,20111025,A,O,P08,11.6,11.6,feldpausch_regional,0.18,default,1.0,11.48,11.73
SFX_A01,43,Galipea trifoliata,NI,289565.7113,9292119.35,0.62,,13.7,,,20111025,A,O,P08,13.29,13.29,feldpausch_regional,0.18,default,1.0,13.88,13.41
SFX_A01,44,Galipea trifoliata,NI,289578.7113,9292120.85,0.62,,14.3,,,20111025,A,O,P08,13.69,13.69,feldpausch_regional,0.18,default,1.0,14.48,13.81
SFX_A01,45,Rinorea racemosa,Violaceae,289581.7113,9292120.95,0.68,,14.5,,,20111025,A,O,P08,13.82,13.82,feldpausch_regional,0.18,default,1.0,14.68,13.94
SFX_A01,46,Neea oppositifolia,Nyctaginaceae,289573.7113,9292121.35,0.89,,11.5,,,20111025,A,O,P08,11.75,11.75,feldpausch_regional,0.18,default,1.0,11.68,11.88
SFX_A01,47,Poecilanthe effusa,Fabaceae,289572.7113,9292121.35,0.71,,11.0,,,20111025,A,O,P08,11.38,11.38,feldpausch_regional,0.18,default,1.0,11.18,11.51
SFX_A01,48,Astronium gracile,Anacardiaceae,289563.7113,9292121.45,0.73,,10.5,,,20111025,A,O,P08,11.0,11.0,feldpausch_regional,0.18,default,1.0,10.68,11.14
SFX_A01,49,Oenocarpus bacaba,Arecaceae,289559.7113,9292120.85,0.65,0.120223337,24.3,,,20111025,A,P,P08,19.45,19.45,feldpausch_regional,0.18,default,1.0,24.48,19.54
SFX_A01,50,Mimosa hostilis,Fabaceae,289561.7113,9292124.15,0.45,,21.0,,,20111025,A,O,P08,17.72,17.72,feldpausch_regional,0.18,default,1.0,21.18,17.82
SFX_A01,51,NI,NI,289574.7113,9292126.35,0.62,,13.9,,,20111025,A,O,P08,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54
SFX_A01,52,Couratari stellata,Lecythidaceae,289574.7113,9292127.75,0.63,,11.6,,,20111025,A,O,P08,11.82,11.82,feldpausch_regional,0.18,default,1.0,11.78,11.95
SFX_A01,53,Tetragastris panamensis,Burseraceae,289574.7113,9292127.65,0.73,,12.5,,,20111025,A,O,P08,12.46,12.46,feldpausch_regional,0.18,default,1.0,12.68,12.59
SFX_A01,54,Neea oppositifolia,Nyctaginaceae,289573.7113,9292130.15,0.89,,10.3,,,20111025,A,O,P08,10.85,10.85,feldpausch_regional,0.18,default,1.0,10.48,10.99
SFX_A01,55,Galipea trifoliata,NI,289571.7113,9292130.75,0.62,0.03349192,10.3,10.0,5.06,20111025,A,O,P08,10.85,10.85,feldpausch_regional,0.18,default,1.0,10.48,10.99
SFX_A01,56,NI,NI,289568.7113,9292129.75,0.62,,12.0,,,20111025,A,O,P08,12.11,12.11,feldpausch_regional,0.18,default,1.0,12.18,12.23
SFX_A01,57,Cordia scabrifolia,Boraginaceae,289567.7113,9292128.55,0.47,,13.2,,,20111025,A,O,P08,12.95,12.95,feldpausch_regional,0.18,default,1.0,13.38,13.07
