site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,dbh,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
JAM_A02,8,Vochysia guianensis,Vochysiaceae,498887.0032,8990912.63,0.51,26.1,20131217.0,A,O,0,20.34,20.34,feldpausch_regional,0.18,default,0.0,26.1,20.34
JAM_A02,55,Tachigali myrmecophila,Fabaceae,498881.9628,8990488.091,0.53,16.7,20131217.0,A,O,0,15.22,15.22,feldpausch_regional,0.18,default,0.0,16.7,15.22
JAM_A02,63,,,498881.4822,8990469.582,,30.3,20131217.0,D,O,0,22.26,22.26,feldpausch_regional,0.18,default,0.0,30.3,22.26
JAM_A02,50,Eschweilera coriacea,Lecythidaceae,498982.394,8990052.203,0.85,11.1,20131216.0,A,O,0,11.45,11.45,feldpausch_regional,0.18,default,0.0,11.1,11.45
JAM_A02,10,Tetragastris panamensis,Burseraceae,499726.3186,8990357.19,0.73,25.9,20131219.0,A,O,0,20.24,20.24,feldpausch_regional,0.18,default,0.0,25.9,20.24
JAM_A02,33,Virola sebifera,Myristicaceae,499726.2947,8990208.088,0.45,17.8,20131219.0,A,O,0,15.89,15.89,feldpausch_regional,0.18,default,0.0,17.8,15.89
JAM_A02,34,Xylopia sp.,Annonaceae,499725.0251,8990204.464,0.57,15.1,20131219.0,A,O,0,14.21,14.21,feldpausch_regional,0.18,default,0.0,15.1,14.21
JAM_A02,19,Sacoglottis guianensis,Humiriaceae,498877.6725,8988970.265,0.84,18.6,20131217.0,A,O,0,16.36,16.36,feldpausch_regional,0.18,default,0.0,18.6,16.36
JAM_A02,1,Nectandra cuspidata,Lauraceae,498887.2825,8990933.628,0.56,28.9,20131217.0,A,l,0,21.64,21.64,feldpausch_regional,0.18,default,0.0,28.9,21.64
JAM_A02,2,Apuleia leiocarpa,Fabaceae,498869.9919,8990930.248,0.77,58.0,20131217.0,A,O,0,31.44,31.44,feldpausch_regional,0.18,default,0.0,58.0,31.44
JAM_A02,6a,Bagassa guianensis,Moraceae,498877.7839,8990916.5,0.71,67.0,20131217.0,A,O,0,33.53,33.53,feldpausch_regional,0.18,default,0.0,67.0,33.53
JAM_A02,3,Helicostylis sp.,Moraceae,498878.7529,8990914.407,0.65,39.6,20131217.0,A,O,0,25.93,25.93,feldpausch_regional,0.18,default,0.0,39.6,25.93
JAM_A02,4,Copaifera reticulata,Fabaceae,498884.7798,8990917.845,0.61,35.0,20131217.0,A,O,0,24.21,24.21,feldpausch_regional,0.18,default,0.0,35.0,24.21
JAM_A02,5,Rinorea passoura,Violaceae,498884.7771,8990917.645,0.68,10.8,20131217.0,A,O,0,11.23,11.23,feldpausch_regional,0.18,default,0.0,10.8,11.23
JAM_A02,6,Attalea speciosa,Arecaceae,498887.0763,8990918.13,0.33,23.5,20131217.0,A,P,0,19.05,19.05,feldpausch_regional,0.18,default,0.0,23.5,19.05
JAM_A02,7,Tachigali myrmecophila,Fabaceae,498885.2638,8990901.781,0.53,29.0,20131217.0,A,O,0,21.68,21.68,feldpausch_regional,0.18,default,0.0,29.0,21.68
JAM_A02,9,Bertholletia excelsa,Lecythidaceae,498855.071,8990932.651,0.64,55.1,20131217.0,A,O,0,30.7,30.7,feldpausch_regional,0.18,default,0.0,55.1,30.7
JAM_A02,10,Handroanthus serratifolius,Bignoniaceae,498845.2346,8990942.586,0.64,60.8,20131217.0,A,O,0,32.13,32.13,feldpausch_regional,0.18,default,0.0,60.8,32.13
JAM_A02,11,Apeiba echinata,Malvaceae,498843.2301,8990941.773,0.28,45.5,20131217.0,A,O,0,27.91,27.91,feldpausch_regional,0.18,default,0.0,45.5,27.91
JAM_A02,12,Hymenolobium petraeum,Fabaceae,498841.2787,8990944.96,0.71,39.4,20131217.0,A,O,0,25.86,25.86,feldpausch_regional,0.18,default,0.0,39.4,25.86
JAM_A02,13,NI,NI,498886.9065,8990785.238,0.64,12.8,20131217.0,A,O,0,12.67,12.67,feldpausch_regional,0.18,default,0.0,12.8,12.67
JAM_A02,14,Eschweilera grandifolia,Lecythidaceae,498889.3023,8990785.097,0.88,13.6,20131217.0,A,O,0,13.22,13.22,feldpausch_regional,0.18,default,0.0,13.6,13.22
JAM_A02,15,Cordia scabrifolia,Boraginaceae,498889.3011,8990783.606,0.47,17.9,20131217.0,A,O,0,15.95,15.95,feldpausch_regional,0.18,default,0.0,17.9,15.95
JAM_A02,16,Vataireopsis speciosa,Fabaceae,498889.4474,8990758.748,0.65,15.8,20131217.0,A,O,0,14.66,14.66,feldpausch_regional,0.18,default,0.0,15.8,14.66
JAM_A02,17,Hymenolobium petraeum,Fabaceae,498887.4903,8990758.268,0.71,26.5,20131217.0,A,O,0,20.53,20.53,feldpausch_regional,0.18,default,0.0,26.5,20.53
JAM_A02,90a,Apeiba echinata,Malvaceae,498885.7831,8990753.995,0.28,37.9,20131217.0,A,O,0,25.31,25.31,feldpausch_regional,0.18,default,0.0,37.9,25.31
JAM_A02,89a,Tachigali alba,Fabaceae,498884.8177,8990753.555,0.56,38.0,20131217.0,A,O,0,25.35,25.35,feldpausch_regional,0.18,default,0.0,38.0,25.35
JAM_A02,18,Couratari stellata,Lecythidaceae,498891.2735,8990753.671,0.63,11.0,20131217.0,A,O,0,11.38,11.38,feldpausch_regional,0.18,default,0.0,11.0,11.38
JAM_A02,19,Attalea speciosa,Arecaceae,498890.5735,8990752.221,0.33,31.0,20131217.0,A,P,0,22.56,22.56,feldpausch_regional,0.18,default,0.0,31.0,22.56
JAM_A02,20,Tachigali alba,Fabaceae,498891.4247,8990751.376,0.56,15.0,20131217.0,A,O,0,14.15,14.15,feldpausch_regional,0.18,default,0.0,15.0,14.15
JAM_A02,21,Copaifera reticulata,Fabaceae,498888.0097,8990750.385,0.61,13.3,20131217.0,A,O,0,13.02,13.02,feldpausch_regional,0.18,default,0.0,13.3,13.02
JAM_A02,26a,Tachigali myrmecophila,Fabaceae,498880.463,8990759.279,0.53,53.0,20131217.0,A,O,0,30.13,30.13,feldpausch_regional,0.18,default,0.0,53.0,30.13
JAM_A02,22,NI,NI,498864.4251,8990761.221,0.64,49.5,20131217.0,A,O,0,29.14,29.14,feldpausch_regional,0.18,default,0.0,49.5,29.14
JAM_A02,23,Tetragastris panamensis,Burseraceae,498857.8318,8990755.646,0.73,36.7,20131217.0,A,O,0,24.86,24.86,feldpausch_regional,0.18,default,0.0,36.7,24.86
JAM_A02,24,,,498850.9097,8990755.061,,70.0,20131217.0,D,O,0,34.15,34.15,feldpausch_regional,0.18,default,0.0,70.0,34.15
JAM_A02,25,NI,NI,498869.9545,8990767.852,0.64,43.5,20131217.0,A,O,0,27.27,27.27,feldpausch_regional,0.18,default,0.0,43.5,27.27
JAM_A02,26,,,498858.8421,8990770.496,,36.2,20131217.0,D,O,0,24.67,24.67,feldpausch_regional,0.18,default,0.0,36.2,24.67
JAM_A02,27,Helicostylis sp.,Moraceae,498867.6413,8990787.867,0.65,46.3,20131217.0,A,O,0,28.17,28.17,feldpausch_regional,0.18,default,0.0,46.3,28.17
JAM_A02,28,,,498865.5133,8990789.981,,54.6,20131217.0,D,O,0,30.56,30.56,feldpausch_regional,0.18,default,0.0,54.6,30.56
JAM_A02,29,Pouteria gongrijpii,Sapotaceae,498861.9925,8990798.141,0.8,57.8,20131217.0,A,O,0,31.39,31.39,feldpausch_regional,0.18,default,0.0,57.8,31.39
JAM_A02,30,Eschweilera grandifolia,Lecythidaceae,498852.2729,8990794.739,0.88,70.4,20131217.0,A,O,0,34.23,34.23,feldpausch_regional,0.18,default,0.0,70.4,34.23
JAM_A02,31,Helicostylis sp.,Moraceae,498856.3196,8990778.597,0.65,40.5,20131217.0,A,O,0,26.25,26.25,feldpausch_regional,0.18,default,0.0,40.5,26.25
JAM_A02,32,,,498854.3801,8990645.819,,51.6,20131217.0,D,O,0,29.74,29.74,feldpausch_regional,0.18,default,0.0,51.6,29.74
JAM_A02,33,NI,NI,498857.369,8990646.076,0.64,50.7,20131217.0,A,O,0,29.48,29.48,feldpausch_regional,0.18,default,0.0,50.7,29.48
JAM_A02,36a,Copaifera reticulata,Fabaceae,498865.37,8990645.763,0.61,58.2,20131217.0,A,O,0,31.49,31.49,feldpausch_regional,0.18,default,0.0,58.2,31.49
JAM_A02,34,Helicostylis sp.,Moraceae,498882.9887,8990641.268,0.65,11.2,20131217.0,A,O,0,11.53,11.53,feldpausch_regional,0.18,default,0.0,11.2,11.53
JAM_A02,35,Manilkara huberi,Sapotaceae,498879.685,8990634.971,0.93,34.0,20131217.0,A,O,0,23.81,23.81,feldpausch_regional,0.18,default,0.0,34.0,23.81
JAM_A02,36,NI,NI,498880.8157,8990630.658,0.64,12.2,20131217.0,A,O,0,12.25,12.25,feldpausch_regional,0.18,default,0.0,12.2,12.25
JAM_A02,37,Theobroma glaucum,Malvaceae,498884.1952,8990627.943,0.53,10.4,20131217.0,A,O,0,10.93,10.93,feldpausch_regional,0.18,default,0.0,10.4,10.93
JAM_A02,38,Sacoglottis guianensis,Humiriaceae,498880.9562,8990626.061,0.84,12.2,20131217.0,A,O,0,12.25,12.25,feldpausch_regional,0.18,default,0.0,12.2,12.25
JAM_A02,39,Couepia racemosa,Chrysobalanaceae,498882.145,8990619.849,0.79,20.5,20131217.0,A,O,0,17.45,17.45,feldpausch_regional,0.18,default,0.0,20.5,17.45
JAM_A02,40,Tetragastris altissima,Burseraceae,498879.3486,8990613.295,0.71,49.5,20131217.0,A,O,0,29.14,29.14,feldpausch_regional,0.18,default,0.0,49.5,29.14
JAM_A02,41,Fusaea longifolia,Annonaceae,498880.9768,8990602.511,0.74,21.0,20131217.0,A,O,0,17.72,17.72,feldpausch_regional,0.18,default,0.0,21.0,17.72
JAM_A02,42,Tachigali myrmecophila,Fabaceae,498881.0531,8990600.013,0.53,29.8,20131217.0,A,O,0,22.04,22.04,feldpausch_regional,0.18,default,0.0,29.8,22.04
JAM_A02,43,NI,NI,498883.7584,8990599.745,0.64,30.0,20131217.0,A,O,0,22.13,22.13,feldpausch_regional,0.18,default,0.0,30.0,22.13
JAM_A02,44,Aspidosperma spruceanum,Apocynaceae,498877.6737,8990602.728,0.75,62.9,20131217.0,A,O,0,32.62,32.62,feldpausch_regional,0.18,default,0.0,62.9,32.62
JAM_A02,45,Symphonia globulifera,Clusiaceae,498868.2181,8990617.948,0.6,48.2,20131217.0,A,O,0,28.75,28.75,feldpausch_regional,0.18,default,0.0,48.2,28.75
JAM_A02,39a,Minquartia guianensis,Olacaceae,498861.0759,8990622.845,0.77,38.0,20131217.0,A,O,0,25.35,25.35,feldpausch_regional,0.18,default,0.0,38.0,25.35
JAM_A02,46,Vochysia guianensis,Vochysiaceae,498858.255,8990617.09,0.51,42.6,20131217.0,A,O,0,26.97,26.97,feldpausch_regional,0.18,default,0.0,42.6,26.97
JAM_A02,47,Tachigali alba,Fabaceae,498847.5705,8990607.15,0.56,44.3,20131217.0,A,O,0,27.53,27.53,feldpausch_regional,0.18,default,0.0,44.3,27.53
JAM_A02,49,NI,NI,498855.6021,8990605.837,0.64,43.3,20131217.0,A,O,0,27.2,27.2,feldpausch_regional,0.18,default,0.0,43.3,27.2
JAM_A02,51,Castilla ulei,Moraceae,498863.6031,8990605.524,0.75,54.4,20131217.0,A,O,0,30.51,30.51,feldpausch_regional,0.18,default,0.0,54.4,30.51
JAM_A02,52,Eschweilera parviflora,Lecythidaceae,498884.9098,8990492.947,0.89,12.3,20131217.0,A,O,0,12.32,12.32,feldpausch_regional,0.18,default,0.0,12.3,12.32
JAM_A02,53,Maquira sclerophylla,Moraceae,498884.5193,8990488.219,0.53,12.3,20131217.0,A,O,0,12.32,12.32,feldpausch_regional,0.18,default,0.0,12.3,12.32
JAM_A02,54,Tachigali myrmecophila,Fabaceae,498883.241,8990488.255,0.53,44.2,20131217.0,A,O,0,27.5,27.5,feldpausch_regional,0.18,default,0.0,44.2,27.5
JAM_A02,56,Terminalia amazonia,Combretaceae,498885.1098,8990487.211,0.68,17.9,20131217.0,A,O,0,15.95,15.95,feldpausch_regional,0.18,default,0.0,17.9,15.95
JAM_A02,57,Vochysia guianensis,Vochysiaceae,498884.5215,8990484.519,0.51,18.2,20131217.0,A,O,0,16.13,16.13,feldpausch_regional,0.18,default,0.0,18.2,16.13
JAM_A02,58,Tapirira guianensis,Anacardiaceae,498882.0637,8990483.773,0.46,35.8,20131217.0,A,O,0,24.52,24.52,feldpausch_regional,0.18,default,0.0,35.8,24.52
JAM_A02,59,Attalea speciosa,Arecaceae,498881.0802,8990484.155,0.33,19.9,20131217.0,A,P,0,17.11,17.11,feldpausch_regional,0.18,default,0.0,19.9,17.11
JAM_A02,60,Tetragastris panamensis,Burseraceae,498885.7024,8990482.802,0.73,19.7,20131217.0,A,O,0,17.0,17.0,feldpausch_regional,0.18,default,0.0,19.7,17.0
JAM_A02,61,Helicostylis sp.,Moraceae,498885.5059,8990482.638,0.65,40.6,20131217.0,A,O,0,26.28,26.28,feldpausch_regional,0.18,default,0.0,40.6,26.28
JAM_A02,64,Attalea speciosa,Arecaceae,498884.1409,8990463.092,0.33,29.4,20131217.0,A,P,0,21.86,21.86,feldpausch_regional,0.18,default,0.0,29.4,21.86
JAM_A02,65,Protium hepytaphillum ,Burseraceae,498882.2743,8990460.437,0.63,10.4,20131217.0,A,O,0,10.93,10.93,feldpausch_regional,0.18,default,0.0,10.4,10.93
JAM_A02,66,Euterpe oleracea,Arecaceae,498883.4554,8990458.419,0.41,16.1,20131217.0,A,P,0,14.85,14.85,feldpausch_regional,0.18,default,0.0,16.1,14.85
JAM_A02,67a,Tachigali alba,Fabaceae,498862.1138,8990466.159,0.56,62.5,20131217.0,A,O,0,32.53,32.53,feldpausch_regional,0.18,default,0.0,62.5,32.53
JAM_A02,68,Caryocar glabrum,Caryocaraceae,498850.3215,8990454.337,0.68,70.5,20131217.0,A,O,0,34.25,34.25,feldpausch_regional,0.18,default,0.0,70.5,34.25
JAM_A02,69,Peltogyne leicointei,Fabaceae,498839.4966,8990469.335,0.8,76.0,20131217.0,A,O,0,35.31,35.31,feldpausch_regional,0.18,default,0.0,76.0,35.31
JAM_A02,70,NI,NI,498837.5239,8990479.698,0.64,95.0,20131217.0,A,O,0,38.31,38.31,feldpausch_regional,0.18,default,0.0,95.0,38.31
JAM_A02,71,Couratari stellata,Lecythidaceae,498837.5265,8990475.198,0.63,38.5,20131217.0,A,O,0,25.53,25.53,feldpausch_regional,0.18,default,0.0,38.5,25.53
JAM_A02,72,Dipteryx odorata,Fabaceae,498839.4841,8990490.335,0.92,41.2,20131217.0,A,O,0,26.49,26.49,feldpausch_regional,0.18,default,0.0,41.2,26.49
JAM_A02,74,Inga alba,Fabaceae,498842.4271,8990501.79,0.59,48.3,20131217.0,A,O,0,28.78,28.78,feldpausch_regional,0.18,default,0.0,48.3,28.78
JAM_A02,1,Helicostylis sp.,Moraceae,498981.5583,8990393.213,0.65,11.4,20131216.0,A,O,0,11.67,11.67,feldpausch_regional,0.18,default,0.0,11.4,11.67
JAM_A02,2,Apeiba echinata,Malvaceae,498981.6786,8990388.911,0.28,21.2,20131216.0,A,O,0,17.83,17.83,feldpausch_regional,0.18,default,0.0,21.2,17.83
JAM_A02,3,Hymenaea intermedia,Fabaceae,498978.5911,8990384.472,0.82,48.6,20131216.0,A,O,0,28.87,28.87,feldpausch_regional,0.18,default,0.0,48.6,28.87
JAM_A02,4,NI,NI,498968.2224,8990385.377,0.64,71.0,20131216.0,A,O,0,34.35,34.35,feldpausch_regional,0.18,default,0.0,71.0,34.35
JAM_A02,143a,NI,NI,498976.0035,8990380.023,0.64,70.0,20131216.0,A,O,0,34.15,34.15,feldpausch_regional,0.18,default,0.0,70.0,34.15
JAM_A02,5,Brosimum rubescens,Moraceae,498982.4479,8990378.596,0.83,12.1,20131216.0,A,O,0,12.18,12.18,feldpausch_regional,0.18,default,0.0,12.1,12.18
JAM_A02,6,Copaifera reticulata,Fabaceae,498979.8982,8990377.447,0.61,14.1,20131216.0,A,O,0,13.56,13.56,feldpausch_regional,0.18,default,0.0,14.1,13.56
JAM_A02,7,Maquira sclerophylla,Moraceae,498979.2186,8990373.16,0.53,13.6,20131216.0,A,O,0,13.22,13.22,feldpausch_regional,0.18,default,0.0,13.6,13.22
JAM_A02,8,Miconia surinamensis,NI,498980.1976,8990372.641,0.61,13.8,20131216.0,A,O,0,13.36,13.36,feldpausch_regional,0.18,default,0.0,13.8,13.36
JAM_A02,9,Maquira sclerophylla,Moraceae,498980.4091,8990365.737,0.53,29.3,20131216.0,A,O,0,21.82,21.82,feldpausch_regional,0.18,default,0.0,29.3,21.82
JAM_A02,10,Zygia racemosa,Fabaceae,498978.5432,8990368.974,0.75,12.5,20131216.0,A,O,0,12.46,12.46,feldpausch_regional,0.18,default,0.0,12.5,12.46
JAM_A02,11,Poeppigia sp.,Fabaceae,498977.2509,8990362.0,0.69,15.5,20131216.0,A,O,0,14.47,14.47,feldpausch_regional,0.18,default,0.0,15.5,14.47
JAM_A02,12,Hymenaea courbaril,Fabaceae,498971.3398,8990364.217,0.79,64.0,20131216.0,A,O,0,32.87,32.87,feldpausch_regional,0.18,default,0.0,64.0,32.87
JAM_A02,13,Helicostylis sp.,Moraceae,498962.4837,8990367.792,0.65,36.3,20131216.0,A,O,0,24.71,24.71,feldpausch_regional,0.18,default,0.0,36.3,24.71
JAM_A02,14,Anacardium spruceanum,Anacardiaceae,498959.8186,8990375.844,0.48,39.0,20131216.0,A,O,0,25.71,25.71,feldpausch_regional,0.18,default,0.0,39.0,25.71
JAM_A02,15,Qualea paraensis,Vochysiaceae,498944.6126,8990371.145,0.69,99.1,20131216.0,A,O,0,38.85,38.85,feldpausch_regional,0.18,default,0.0,99.1,38.85
JAM_A02,16,Tachigali alba,Fabaceae,498957.4042,8990389.891,0.56,38.8,20131216.0,A,O,0,25.64,25.64,feldpausch_regional,0.18,default,0.0,38.8,25.64
JAM_A02,17,Apeiba echinata,Malvaceae,498936.1576,8990384.312,0.28,38.9,20131216.0,A,O,0,25.68,25.68,feldpausch_regional,0.18,default,0.0,38.9,25.68
JAM_A02,18,Glycydendron amazonicum,Euphorbiaceae,498959.4007,8990365.853,0.67,64.1,20131216.0,A,O,0,32.89,32.89,feldpausch_regional,0.18,default,0.0,64.1,32.89
JAM_A02,19,Tachigali alba,Fabaceae,498977.0285,8990349.505,0.56,20.6,20131216.0,A,O,0,17.5,17.5,feldpausch_regional,0.18,default,0.0,20.6,17.5
JAM_A02,20,,,498982.3657,8990243.648,,20.0,20131216.0,D,O,0,17.17,17.17,feldpausch_regional,0.18,default,0.0,20.0,17.17
JAM_A02,20a,Tachigali alba,Fabaceae,498973.9781,8990244.163,0.56,53.2,20131216.0,A,O,0,30.18,30.18,feldpausch_regional,0.18,default,0.0,53.2,30.18
JAM_A02,21,Virola sebifera,Myristicaceae,498978.8256,8990236.917,0.45,17.9,20131216.0,A,O,0,15.95,15.95,feldpausch_regional,0.18,default,0.0,17.9,15.95
JAM_A02,22,Eschweilera grandifolia,Lecythidaceae,498978.7237,8990236.822,0.88,11.5,20131216.0,A,O,0,11.75,11.75,feldpausch_regional,0.18,default,0.0,11.5,11.75
JAM_A02,23,Euterpe oleracea,Arecaceae,498981.0559,8990233.604,0.41,14.1,20131216.0,A,P,0,13.56,13.56,feldpausch_regional,0.18,default,0.0,14.1,13.56
JAM_A02,24,,,498980.3484,8990233.239,,64.0,20131216.0,D,O,0,32.87,32.87,feldpausch_regional,0.18,default,0.0,64.0,32.87
JAM_A02,25,Ormosia coccinea,Fabaceae,498982.9034,8990231.111,0.63,14.5,20131216.0,A,O,0,13.82,13.82,feldpausch_regional,0.18,default,0.0,14.5,13.82
JAM_A02,26,Virola elongata,Myristicaceae,498981.7049,8990231.17,0.52,13.1,20131216.0,A,O,0,12.88,12.88,feldpausch_regional,0.18,default,0.0,13.1,12.88
JAM_A02,27,Tachigali alba,Fabaceae,498963.2229,8990227.081,0.56,76.0,20131216.0,A,O,0,35.31,35.31,feldpausch_regional,0.18,default,0.0,76.0,35.31
JAM_A02,28,Cedrelinga cateniformis,Fabaceae,498936.0469,8990218.418,0.5,64.0,20131216.0,A,O,0,32.87,32.87,feldpausch_regional,0.18,default,0.0,64.0,32.87
JAM_A02,29,Mauriri chamissoana,Melastomataceae,498967.6733,8990200.839,0.64,36.4,20131216.0,A,O,0,24.75,24.75,feldpausch_regional,0.18,default,0.0,36.4,24.75
JAM_A02,37a,,,498970.5442,8990194.692,,37.8,20131216.0,D,O,0,25.28,25.28,feldpausch_regional,0.18,default,0.0,37.8,25.28
JAM_A02,30,Astronium gracile,Anacardiaceae,498982.5026,8990216.719,0.73,20.0,20131216.0,A,O,0,17.17,17.17,feldpausch_regional,0.18,default,0.0,20.0,17.17
JAM_A02,31,Mezilaurus itauba,Lauraceae,498982.2798,8990215.629,0.72,14.4,20131216.0,A,O,0,13.76,13.76,feldpausch_regional,0.18,default,0.0,14.4,13.76
JAM_A02,32,Tetragastris panamensis,Burseraceae,498979.604,8990216.762,0.73,10.6,20131216.0,A,O,0,11.08,11.08,feldpausch_regional,0.18,default,0.0,10.6,11.08
JAM_A02,33,Theobroma subincanum,Malvaceae,498981.9279,8990213.144,0.47,11.7,20131216.0,A,O,0,11.89,11.89,feldpausch_regional,0.18,default,0.0,11.7,11.89
JAM_A02,34,Sloanea guianensis,Elaeocarpaceae,498979.431,8990213.268,0.82,14.6,20131216.0,A,O,0,13.89,13.89,feldpausch_regional,0.18,default,0.0,14.6,13.89
JAM_A02,35,Annona exsucca,Annonaceae,498980.138,8990208.829,0.44,12.3,20131216.0,A,O,0,12.32,12.32,feldpausch_regional,0.18,default,0.0,12.3,12.32
JAM_A02,36,Tachigali myrmecophila,Fabaceae,498978.4763,8990089.539,0.53,65.4,20131216.0,A,O,0,33.18,33.18,feldpausch_regional,0.18,default,0.0,65.4,33.18
JAM_A02,37,Bixa arborea,Bixaceae,498980.4778,8990086.021,0.37,23.7,20131216.0,A,O,0,19.15,19.15,feldpausch_regional,0.18,default,0.0,23.7,19.15
JAM_A02,38,Cordia scabrifolia,Boraginaceae,498982.3802,8990081.003,0.47,13.1,20131216.0,A,O,0,12.88,12.88,feldpausch_regional,0.18,default,0.0,13.1,12.88
JAM_A02,39,Theobroma glaucum,Malvaceae,498981.9804,8990080.507,0.53,11.9,20131216.0,A,O,0,12.03,12.03,feldpausch_regional,0.18,default,0.0,11.9,12.03
JAM_A02,40,Guatteria schomburgkiana,Annonaceae,498947.9891,8990065.822,0.6,37.7,20131216.0,A,O,0,25.24,25.24,feldpausch_regional,0.18,default,0.0,37.7,25.24
JAM_A02,41,Vochysia guianensis,Vochysiaceae,498958.9821,8990079.22,0.51,52.8,20131216.0,A,O,0,30.07,30.07,feldpausch_regional,0.18,default,0.0,52.8,30.07
JAM_A02,42,Pouteria gongrijpii,Sapotaceae,498958.986,8990071.22,0.8,55.0,20131216.0,A,O,0,30.67,30.67,feldpausch_regional,0.18,default,0.0,55.0,30.67
JAM_A02,43,Aspidosperma nitidum,Apocynaceae,498948.9864,8990071.313,0.76,76.0,20131216.0,A,O,0,35.31,35.31,feldpausch_regional,0.18,default,0.0,76.0,35.31
JAM_A02,44,Tachigali alba,Fabaceae,498939.994,8990056.396,0.56,42.4,20131216.0,A,O,0,26.9,26.9,feldpausch_regional,0.18,default,0.0,42.4,26.9
JAM_A02,45,Tetragastris panamensis,Burseraceae,498949.994,8990055.303,0.73,36.0,20131216.0,A,O,0,24.6,24.6,feldpausch_regional,0.18,default,0.0,36.0,24.6
JAM_A02,46,Cecropia engleriana,Urticaceae,498945.9947,8990054.341,0.49,35.4,20131216.0,A,O,0,24.36,24.36,feldpausch_regional,0.18,default,0.0,35.4,24.36
JAM_A02,47,Pseudopiptadenia suaveolens,Fabaceae,498957.9941,8990054.229,0.68,36.0,20131216.0,A,O,0,24.6,24.6,feldpausch_regional,0.18,default,0.0,36.0,24.6
JAM_A02,53a,Tachigali myrmecophila,Fabaceae,498972.9959,8990049.09,0.53,46.1,20131216.0,A,O,0,28.1,28.1,feldpausch_regional,0.18,default,0.0,46.1,28.1
JAM_A02,48,Tachigali myrmecophila,Fabaceae,498978.998,8990044.035,0.53,41.0,20131216.0,A,O,0,26.42,26.42,feldpausch_regional,0.18,default,0.0,41.0,26.42
JAM_A02,49,Pouteria anibifolia,Sapotaceae,498983.7775,8990086.49,0.66,12.2,20131216.0,A,O,0,12.25,12.25,feldpausch_regional,0.18,default,0.0,12.2,12.25
JAM_A02,51,Zygia racemosa,Fabaceae,498985.0914,8989943.681,0.75,10.4,20131216.0,A,O,0,10.93,10.93,feldpausch_regional,0.18,default,0.0,10.4,10.93
JAM_A02,52,Licania canescens,Chrysobalanaceae,498980.9043,8989941.505,0.88,14.5,20131216.0,A,O,0,13.82,13.82,feldpausch_regional,0.18,default,0.0,14.5,13.82
JAM_A02,53,Astrocaryum aculeatum ,Arecaceae,498983.0811,8989939.996,0.51,18.4,20131216.0,A,P,0,16.25,16.25,feldpausch_regional,0.18,default,0.0,18.4,16.25
JAM_A02,54,Lecythis idatimon,Lecythidaceae,498984.8347,8989929.205,0.82,20.1,20131216.0,A,O,0,17.22,17.22,feldpausch_regional,0.18,default,0.0,20.1,17.22
JAM_A02,55,Ocotea canaliculata,Lauraceae,498985.6885,8989926.205,0.48,22.2,20131216.0,A,O,0,18.37,18.37,feldpausch_regional,0.18,default,0.0,22.2,18.37
JAM_A02,56,Bixa arborea,Bixaceae,498982.2807,8989920.531,0.37,16.9,20131216.0,A,O,0,15.35,15.35,feldpausch_regional,0.18,default,0.0,16.9,15.35
JAM_A02,83a,Pouteria gongrijpii,Sapotaceae,498976.2323,8989931.244,0.8,44.9,20131216.0,A,O,0,27.72,27.72,feldpausch_regional,0.18,default,0.0,44.9,27.72
JAM_A02,57,Minquartia guianensis,Olacaceae,498968.0786,8989934.28,0.77,37.7,20131216.0,A,O,0,25.24,25.24,feldpausch_regional,0.18,default,0.0,37.7,25.24
JAM_A02,73a,Mauriri chamissoana,Melastomataceae,498971.6941,8989941.75,0.64,48.9,20131216.0,A,O,0,28.96,28.96,feldpausch_regional,0.18,default,0.0,48.9,28.96
JAM_A02,58,Helicostylis sp.,Moraceae,498959.9762,8989936.317,0.65,38.3,20131216.0,A,O,0,25.46,25.46,feldpausch_regional,0.18,default,0.0,38.3,25.46
JAM_A02,59,NI,NI,498954.8738,8989938.34,0.64,42.0,20131216.0,A,O,0,26.77,26.77,feldpausch_regional,0.18,default,0.0,42.0,26.77
JAM_A02,60,Swartzia polyphylla,Fabaceae,498952.8738,8989938.35,0.69,48.4,20131216.0,A,O,0,28.81,28.81,feldpausch_regional,0.18,default,0.0,48.4,28.81
JAM_A02,61,,,498946.0276,8989935.388,,51.2,20131216.0,D,O,0,29.63,29.63,feldpausch_regional,0.18,default,0.0,51.2,29.63
JAM_A02,62,,,498960.0015,8989916.349,,43.0,20131216.0,D,O,0,27.1,27.1,feldpausch_regional,0.18,default,0.0,43.0,27.1
JAM_A02,63,Eschweilera coriacea,Lecythidaceae,498939.1042,8989914.456,0.85,39.5,20131216.0,A,O,0,25.89,25.89,feldpausch_regional,0.18,default,0.0,39.5,25.89
JAM_A02,64,Bertholletia excelsa,Lecythidaceae,498945.3092,8989910.431,0.64,66.3,20131216.0,A,O,0,33.38,33.38,feldpausch_regional,0.18,default,0.0,66.3,33.38
JAM_A02,65,Qualea paraensis,Vochysiaceae,498940.8731,8989899.47,0.69,54.6,20131216.0,A,O,0,30.56,30.56,feldpausch_regional,0.18,default,0.0,54.6,30.56
