site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,dbh,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
JAM_A02,26,Clarisia racemosa,Moraceae,499013.0295,8987976.31,0.59,20.8,20131215.0,A,O,0,17.61,17.61,feldpausch_regional,0.18,default,0.0,20.8,17.61
JAM_A02,27,Helicostylis sp.,Moraceae,499013.3461,8987975.324,0.65,13.9,20131215.0,A,O,0,13.42,13.42,feldpausch_regional,0.18,default,0.0,13.9,13.42
JAM_A02,28,Minquartia guianensis,Olacaceae,499013.2496,8987975.119,0.77,11.2,20131215.0,A,O,0,11.53,11.53,feldpausch_regional,0.18,default,0.0,11.2,11.53
JAM_A02,29,Tetragastris panamensis,Burseraceae,499012.8567,8987968.796,0.73,36.3,20131215.0,A,O,0,24.71,24.71,feldpausch_regional,0.18,default,0.0,36.3,24.71
JAM_A02,117a,Tetragastris altissima,Burseraceae,499014.8375,8987969.893,0.71,70.0,20131215.0,A,O,0,34.15,34.15,feldpausch_regional,0.18,default,0.0,70.0,34.15
JAM_A02,30,Helicostylis sp.,Moraceae,499015.1693,8987973.912,0.65,42.1,20131215.0,A,O,0,26.8,26.8,feldpausch_regional,0.18,default,0.0,42.1,26.8
JAM_A02,31,Inga alba,Fabaceae,499014.7123,8987977.292,0.59,37.4,20131215.0,A,O,0,25.13,25.13,feldpausch_regional,0.18,default,0.0,37.4,25.13
JAM_A02,32,,,499018.7735,8987973.587,,27.5,20131215.0,D,O,0,21.0,21.0,feldpausch_regional,0.18,default,0.0,27.5,21.0
JAM_A02,33,Maquira sclerophylla,Moraceae,499026.114,8987976.947,0.53,40.0,20131215.0,A,O,0,26.07,26.07,feldpausch_regional,0.18,default,0.0,40.0,26.07
JAM_A02,42a,Pourouma minor,Urticaceae,499020.4494,8987963.162,0.44,43.8,20131215.0,A,O,0,27.37,27.37,feldpausch_regional,0.18,default,0.0,43.8,27.37
JAM_A02,34,Pourouma minor,Urticaceae,499020.534,8987958.162,0.44,47.1,20131215.0,A,O,0,28.41,28.41,feldpausch_regional,0.18,default,0.0,47.1,28.41
JAM_A02,35,Pseudopiptadenia suaveolens,Fabaceae,499016.293,8987942.946,0.68,43.0,20131215.0,A,O,0,27.1,27.1,feldpausch_regional,0.18,default,0.0,43.0,27.1
JAM_A02,36,Pouteria guianensis,Sapotaceae,499030.4626,8987932.628,0.93,49.8,20131215.0,A,O,0,29.22,29.22,feldpausch_regional,0.18,default,0.0,49.8,29.22
JAM_A02,37,Pourouma minor,Urticaceae,499012.1624,8987950.75,0.44,43.5,20131215.0,A,O,0,27.27,27.27,feldpausch_regional,0.18,default,0.0,43.5,27.27
JAM_A02,38,Tapirira guianensis,Anacardiaceae,499011.1805,8987949.702,0.46,41.2,20131215.0,A,O,0,26.49,26.49,feldpausch_regional,0.18,default,0.0,41.2,26.49
JAM_A02,39,Clarisia racemosa,Moraceae,499012.3824,8987937.752,0.59,44.9,20131215.0,A,O,0,27.72,27.72,feldpausch_regional,0.18,default,0.0,44.9,27.72
JAM_A02,41,Pourouma minor,Urticaceae,498996.2659,8987944.973,0.44,38.4,20131215.0,A,O,0,25.5,25.5,feldpausch_regional,0.18,default,0.0,38.4,25.5
JAM_A02,42,Couratari stellata,Lecythidaceae,498999.2286,8987947.118,0.63,35.6,20131215.0,A,O,0,24.44,24.44,feldpausch_regional,0.18,default,0.0,35.6,24.44
JAM_A02,43,Guatteria schomburgkiana,Annonaceae,498986.5146,8987930.489,0.6,37.4,20131215.0,A,O,0,25.13,25.13,feldpausch_regional,0.18,default,0.0,37.4,25.13
JAM_A02,44,Tachigali alba,Fabaceae,499133.1693,8987984.17,0.56,10.0,20131215.0,A,O,0,10.62,10.62,feldpausch_regional,0.18,default,0.0,10.0,10.62
JAM_A02,45,Tetragastris panamensis,Burseraceae,499133.9365,8987985.794,0.73,10.9,20131215.0,A,O,0,11.3,11.3,feldpausch_regional,0.18,default,0.0,10.9,11.3
JAM_A02,46,Vataireopsis speciosa,Fabaceae,499135.5778,8987985.324,0.65,21.0,20131215.0,A,O,0,17.72,17.72,feldpausch_regional,0.18,default,0.0,21.0,17.72
JAM_A02,47,Parkia sp.,Fabaceae,499135.495,8987981.48,0.45,26.7,20131215.0,A,O,0,20.62,20.62,feldpausch_regional,0.18,default,0.0,26.7,20.62
JAM_A02,48,Helicostylis sp.,Moraceae,499142.2507,8987986.991,0.65,14.1,20131215.0,A,O,0,13.56,13.56,feldpausch_regional,0.18,default,0.0,14.1,13.56
JAM_A02,49,Peltogyne leicointei,Fabaceae,499144.8984,8987987.675,0.8,40.7,20131215.0,A,O,0,26.32,26.32,feldpausch_regional,0.18,default,0.0,40.7,26.32
JAM_A02,50,Helicostylis sp.,Moraceae,499145.1208,8987984.985,0.65,33.5,20131215.0,A,O,0,23.61,23.61,feldpausch_regional,0.18,default,0.0,33.5,23.61
JAM_A02,51,Aspidosperma nitidum,Apocynaceae,499147.7847,8987983.049,0.76,61.6,20131215.0,A,O,0,32.32,32.32,feldpausch_regional,0.18,default,0.0,61.6,32.32
JAM_A02,52,Eschweilera parviflora,Lecythidaceae,499150.647,8987984.772,0.89,61.3,20131215.0,A,O,0,32.25,32.25,feldpausch_regional,0.18,default,0.0,61.3,32.25
JAM_A02,53,Attalea speciosa,Arecaceae,499151.8514,8987987.165,0.33,26.0,20131215.0,A,P,0,20.29,20.29,feldpausch_regional,0.18,default,0.0,26.0,20.29
JAM_A02,54,Symphonia globulifera,Clusiaceae,499155.497,8987986.681,0.6,14.7,20131215.0,A,O,0,13.95,13.95,feldpausch_regional,0.18,default,0.0,14.7,13.95
JAM_A02,55,Couratari stellata,Lecythidaceae,499164.1819,8987983.394,0.63,39.5,20131215.0,A,O,0,25.89,25.89,feldpausch_regional,0.18,default,0.0,39.5,25.89
JAM_A02,56,Tachigali alba,Fabaceae,499169.6263,8987990.23,0.56,24.4,20131215.0,A,O,0,19.5,19.5,feldpausch_regional,0.18,default,0.0,24.4,19.5
JAM_A02,57,Vochysia guianensis,Vochysiaceae,499173.0161,8987989.205,0.51,15.6,20131215.0,A,O,0,14.54,14.54,feldpausch_regional,0.18,default,0.0,15.6,14.54
JAM_A02,58,Inga marginata,Fabaceae,499176.7195,8987989.235,0.57,12.6,20131215.0,A,O,0,12.53,12.53,feldpausch_regional,0.18,default,0.0,12.6,12.53
JAM_A02,59,Licania canescens,Chrysobalanaceae,499178.0548,8987980.351,0.88,40.2,20131215.0,A,O,0,26.14,26.14,feldpausch_regional,0.18,default,0.0,40.2,26.14
JAM_A02,60,Bertholletia excelsa,Lecythidaceae,499172.0313,8987956.288,0.64,125.0,20131215.0,A,O,0,41.57,41.57,feldpausch_regional,0.18,default,0.0,125.0,41.57
JAM_A02,61,Terminalia amazonia,Combretaceae,499169.6399,8987960.986,0.68,90.0,20131215.0,A,O,0,37.61,37.61,feldpausch_regional,0.18,default,0.0,90.0,37.61
JAM_A02,62,Helicostylis sp.,Moraceae,499159.1642,8987954.434,0.65,36.0,20131215.0,A,O,0,24.6,24.6,feldpausch_regional,0.18,default,0.0,36.0,24.6
JAM_A02,63,Tachigali myrmecophila,Fabaceae,499160.3187,8987952.584,0.53,45.0,20131215.0,A,O,0,27.76,27.76,feldpausch_regional,0.18,default,0.0,45.0,27.76
JAM_A02,64,NI,NI,499156.8551,8987958.136,0.64,41.0,20131215.0,A,O,0,26.42,26.42,feldpausch_regional,0.18,default,0.0,41.0,26.42
JAM_A02,68a,Clarisia racemosa,Moraceae,499151.0,8987968.385,0.59,58.2,20131215.0,A,O,0,31.49,31.49,feldpausch_regional,0.18,default,0.0,58.2,31.49
JAM_A02,65,NI,NI,499148.2766,8987952.866,0.64,52.6,20131215.0,A,O,0,30.02,30.02,feldpausch_regional,0.18,default,0.0,52.6,30.02
JAM_A02,66,Couratari stellata,Lecythidaceae,499279.6623,8988002.401,0.63,18.9,20131215.0,A,O,0,16.54,16.54,feldpausch_regional,0.18,default,0.0,18.9,16.54
JAM_A02,67,,,499280.285,8987998.45,,46.6,20131215.0,D,O,0,28.26,28.26,feldpausch_regional,0.18,default,0.0,46.6,28.26
JAM_A02,68,Tachigali alba,Fabaceae,499286.9002,8987989.976,0.56,62.4,20131215.0,A,O,0,32.5,32.5,feldpausch_regional,0.18,default,0.0,62.4,32.5
JAM_A02,69,Tetragastris panamensis,Burseraceae,499288.1447,8988004.412,0.73,33.5,20131215.0,A,O,0,23.61,23.61,feldpausch_regional,0.18,default,0.0,33.5,23.61
JAM_A02,70,Zygia racemosa,Fabaceae,499294.0342,8988001.163,0.75,14.6,20131215.0,A,O,0,13.89,13.89,feldpausch_regional,0.18,default,0.0,14.6,13.89
JAM_A02,71,Virola elongata,Myristicaceae,499295.7281,8987999.72,0.52,10.8,20131215.0,A,O,0,11.23,11.23,feldpausch_regional,0.18,default,0.0,10.8,11.23
JAM_A02,72,,,499297.7636,8987999.212,,17.9,20131215.0,D,O,0,15.95,15.95,feldpausch_regional,0.18,default,0.0,17.9,15.95
JAM_A02,73,Helicostylis sp.,Moraceae,499303.2292,8987999.893,0.65,11.8,20131215.0,A,O,0,11.96,11.96,feldpausch_regional,0.18,default,0.0,11.8,11.96
JAM_A02,74,Tetragastris panamensis,Burseraceae,499299.3009,8988001.865,0.73,38.6,20131215.0,A,O,0,25.57,25.57,feldpausch_regional,0.18,default,0.0,38.6,25.57
JAM_A02,75,Couratari stellata,Lecythidaceae,499301.6694,8987980.634,0.63,45.8,20131215.0,A,O,0,28.01,28.01,feldpausch_regional,0.18,default,0.0,45.8,28.01
JAM_A02,76,Tetragastris panamensis,Burseraceae,499307.7312,8987973.191,0.73,45.0,20131215.0,A,O,0,27.76,27.76,feldpausch_regional,0.18,default,0.0,45.0,27.76
JAM_A02,77,Dimorphandra macrostachya,Fabaceae,499316.4295,8987980.035,0.6,40.9,20131215.0,A,O,0,26.39,26.39,feldpausch_regional,0.18,default,0.0,40.9,26.39
JAM_A02,78,Apeiba echinata,Malvaceae,499310.0564,8987989.454,0.28,55.0,20131215.0,A,O,0,30.67,30.67,feldpausch_regional,0.18,default,0.0,55.0,30.67
JAM_A02,79,Pouteria gongrijpii,Sapotaceae,499313.6738,8987997.519,0.8,17.1,20131215.0,A,O,0,15.47,15.47,feldpausch_regional,0.18,default,0.0,17.1,15.47
JAM_A02,80,NI,NI,499319.3644,8987994.291,0.64,65.9,20131215.0,A,O,0,33.29,33.29,feldpausch_regional,0.18,default,0.0,65.9,33.29
JAM_A02,82,Tetragastris panamensis,Burseraceae,499295.4622,8987957.985,0.73,41.5,20131215.0,A,O,0,26.59,26.59,feldpausch_regional,0.18,default,0.0,41.5,26.59
JAM_A02,83,Brosimum rubescens,Moraceae,499292.479,8987958.303,0.83,44.9,20131215.0,A,O,0,27.72,27.72,feldpausch_regional,0.18,default,0.0,44.9,27.72
JAM_A02,84,Couratari stellata,Lecythidaceae,499287.6275,8987970.474,0.63,134.0,20131215.0,A,O,0,42.29,42.29,feldpausch_regional,0.18,default,0.0,134.0,42.29
JAM_A02,85,Helicostylis sp.,Moraceae,499290.3596,8987977.953,0.65,36.6,20131215.0,A,O,0,24.82,24.82,feldpausch_regional,0.18,default,0.0,36.6,24.82
JAM_A02,1,Guatteria schomburgkiana,Annonaceae,498804.5145,8986951.616,0.6,39.5,20131213.0,A,O,0,25.89,25.89,feldpausch_regional,0.18,default,0.0,39.5,25.89
JAM_A02,2,Apeiba echinata,Malvaceae,498807.9328,8986957.087,0.28,20.4,20131213.0,A,O,0,17.39,17.39,feldpausch_regional,0.18,default,0.0,20.4,17.39
JAM_A02,3,Pouteria gongrijpii,Sapotaceae,498810.7584,8986959.158,0.8,55.7,20131213.0,A,O,0,30.85,30.85,feldpausch_regional,0.18,default,0.0,55.7,30.85
JAM_A02,4,Abarema jupunba,Fabaceae,498812.7191,8986959.173,0.59,20.6,20131213.0,A,O,0,17.5,17.5,feldpausch_regional,0.18,default,0.0,20.6,17.5
JAM_A02,5,Pseudopiptadenia suaveolens,Fabaceae,498816.0544,8986957.427,0.68,18.3,20131213.0,A,O,0,16.19,16.19,feldpausch_regional,0.18,default,0.0,18.3,16.19
JAM_A02,6,Inga marginata,Fabaceae,498827.4791,8986960.066,0.57,17.5,20131213.0,A,O,0,15.71,15.71,feldpausch_regional,0.18,default,0.0,17.5,15.71
JAM_A02,7,Protium hepytaphillum ,Burseraceae,498829.1798,8986962.951,0.63,14.5,20131213.0,A,O,0,13.82,13.82,feldpausch_regional,0.18,default,0.0,14.5,13.82
JAM_A02,8,Ocotea glomerata,Lauraceae,498831.4409,8986961.122,0.51,40.5,20131213.0,A,O,0,26.25,26.25,feldpausch_regional,0.18,default,0.0,40.5,26.25
JAM_A02,147a,Sacoglottis guianensis,Humiriaceae,498832.2621,8986955.26,0.84,70.0,20131213.0,A,O,0,34.15,34.15,feldpausch_regional,0.18,default,0.0,70.0,34.15
JAM_A02,10,Endopleura uchi,Humiriaceae,498838.5105,8986936.656,0.77,55.7,20131213.0,A,O,0,30.85,30.85,feldpausch_regional,0.18,default,0.0,55.7,30.85
JAM_A02,12,Sacoglottis guianensis,Humiriaceae,498838.3332,8986922.421,0.84,44.1,20131213.0,A,O,0,27.46,27.46,feldpausch_regional,0.18,default,0.0,44.1,27.46
JAM_A02,13,Couratari stellata,Lecythidaceae,498832.7128,8986935.111,0.63,70.0,20131213.0,A,O,0,34.15,34.15,feldpausch_regional,0.18,default,0.0,70.0,34.15
JAM_A02,14,Eschweilera grandifolia,Lecythidaceae,498813.3226,8986913.73,0.88,40.2,20131213.0,A,O,0,26.14,26.14,feldpausch_regional,0.18,default,0.0,40.2,26.14
JAM_A02,15,Trichilia micrantha,Meliaceae,498812.2999,8986914.471,0.61,73.8,20131213.0,A,O,0,34.9,34.9,feldpausch_regional,0.18,default,0.0,73.8,34.9
JAM_A02,16,Pouteria gongrijpii,Sapotaceae,498804.8033,8986925.648,0.8,50.0,20131213.0,A,O,0,29.28,29.28,feldpausch_regional,0.18,default,0.0,50.0,29.28
JAM_A02,17,Bowdichia nitida,Fabaceae,498802.7017,8986928.128,0.81,41.1,20131213.0,A,O,0,26.46,26.46,feldpausch_regional,0.18,default,0.0,41.1,26.46
JAM_A02,18,,,498801.1155,8986938.853,,35.5,20131213.0,D,O,0,24.4,24.4,feldpausch_regional,0.18,default,0.0,35.5,24.4
JAM_A02,19,Tetragastris panamensis,Burseraceae,498817.5987,8986942.232,0.73,35.0,20131213.0,A,O,0,24.21,24.21,feldpausch_regional,0.18,default,0.0,35.0,24.21
JAM_A02,20,Fusaea longifolia,Annonaceae,498943.2336,8986959.671,0.74,35.5,20131213.0,A,O,0,24.4,24.4,feldpausch_regional,0.18,default,0.0,35.5,24.4
JAM_A02,21,Euterpe oleracea,Arecaceae,498951.4241,8986966.444,0.41,13.1,20131213.0,A,P,0,12.88,12.88,feldpausch_regional,0.18,default,0.0,13.1,12.88
JAM_A02,122a,Handroanthus serratifolius,Bignoniaceae,498957.1675,8986958.935,0.64,45.5,20131213.0,A,O,0,27.91,27.91,feldpausch_regional,0.18,default,0.0,45.5,27.91
JAM_A02,31a,Apeiba echinata,Malvaceae,498957.956,8986956.999,0.28,73.0,20131213.0,A,O,0,34.75,34.75,feldpausch_regional,0.18,default,0.0,73.0,34.75
JAM_A02,22,Sloanea guianensis,Elaeocarpaceae,498950.4969,8986934.227,0.82,62.0,20131213.0,A,O,0,32.41,32.41,feldpausch_regional,0.18,default,0.0,62.0,32.41
JAM_A02,23,Maquira sclerophylla,Moraceae,498960.4946,8986969.28,0.53,18.1,20131213.0,A,O,0,16.07,16.07,feldpausch_regional,0.18,default,0.0,18.1,16.07
JAM_A02,24,Maquira sclerophylla,Moraceae,498964.227,8986969.119,0.53,23.3,20131213.0,A,O,0,18.94,18.94,feldpausch_regional,0.18,default,0.0,23.3,18.94
JAM_A02,25,Cedrelinga cateniformis,Fabaceae,498974.0767,8986955.458,0.5,65.6,20131213.0,A,O,0,33.22,33.22,feldpausch_regional,0.18,default,0.0,65.6,33.22
JAM_A02,26,Tachigali paniculata,Fabaceae,498979.4584,8986956.954,0.56,45.1,20131213.0,A,O,0,27.79,27.79,feldpausch_regional,0.18,default,0.0,45.1,27.79
JAM_A02,27,Eschweilera grandifolia,Lecythidaceae,498980.791,8986971.334,0.88,57.7,20131213.0,A,O,0,31.37,31.37,feldpausch_regional,0.18,default,0.0,57.7,31.37
JAM_A02,28,Protium hepytaphillum ,Burseraceae,498985.7813,8986969.581,0.63,13.1,20131213.0,A,O,0,12.88,12.88,feldpausch_regional,0.18,default,0.0,13.1,12.88
JAM_A02,29,Tachigali alba,Fabaceae,498989.4359,8986972.324,0.56,13.5,20131213.0,A,O,0,13.15,13.15,feldpausch_regional,0.18,default,0.0,13.5,13.15
JAM_A02,30,Cecropia engleriana,Urticaceae,498994.6012,8986935.241,0.49,62.9,20131213.0,A,O,0,32.62,32.62,feldpausch_regional,0.18,default,0.0,62.9,32.62
JAM_A02,55a,,,499094.9562,8986961.469,,76.3,20131213.0,D,O,0,35.37,35.37,feldpausch_regional,0.18,default,0.0,76.3,35.37
JAM_A02,31,Tetragastris panamensis,Burseraceae,499094.5038,8986976.437,0.73,13.2,20131213.0,A,O,0,12.95,12.95,feldpausch_regional,0.18,default,0.0,13.2,12.95
JAM_A02,32,Minquartia guianensis,Olacaceae,499095.8135,8986977.054,0.77,41.1,20131213.0,A,O,0,26.46,26.46,feldpausch_regional,0.18,default,0.0,41.1,26.46
JAM_A02,33,Maquira sclerophylla,Moraceae,499095.1946,8986978.3,0.53,11.4,20131213.0,A,O,0,11.67,11.67,feldpausch_regional,0.18,default,0.0,11.4,11.67
JAM_A02,34,Helicostylis sp.,Moraceae,499111.9692,8986977.787,0.65,37.8,20131213.0,A,O,0,25.28,25.28,feldpausch_regional,0.18,default,0.0,37.8,25.28
JAM_A02,36,Abuta grandifolia,Menispermaceae,499119.9579,8986963.688,0.45,110.0,20131213.0,A,O,0,40.12,40.12,feldpausch_regional,0.18,default,0.0,110.0,40.12
JAM_A02,37,Tachigali alba,Fabaceae,499126.1256,8986957.231,0.56,57.8,20131213.0,A,O,0,31.39,31.39,feldpausch_regional,0.18,default,0.0,57.8,31.39
JAM_A02,38,Dipteryx odorata,Fabaceae,499121.2393,8986976.809,0.92,58.0,20131213.0,A,O,0,31.44,31.44,feldpausch_regional,0.18,default,0.0,58.0,31.44
JAM_A02,39,Helicostylis sp.,Moraceae,499123.0066,8986979.467,0.65,19.3,20131213.0,A,O,0,16.77,16.77,feldpausch_regional,0.18,default,0.0,19.3,16.77
JAM_A02,40,Helicostylis sp.,Moraceae,499125.9462,8986979.428,0.65,27.1,20131213.0,A,O,0,20.81,20.81,feldpausch_regional,0.18,default,0.0,27.1,20.81
JAM_A02,41,Copaifera reticulata,Fabaceae,499135.6674,8986982.292,0.61,28.8,20131213.0,A,O,0,21.59,21.59,feldpausch_regional,0.18,default,0.0,28.8,21.59
JAM_A02,42,Ormosia nobilis,Fabaceae,499141.8286,8986977.635,0.58,69.7,20131213.0,A,O,0,34.09,34.09,feldpausch_regional,0.18,default,0.0,69.7,34.09
JAM_A02,43,Tachigali alba,Fabaceae,499134.56,8986966.985,0.56,42.0,20131213.0,A,O,0,26.77,26.77,feldpausch_regional,0.18,default,0.0,42.0,26.77
JAM_A02,44,Tetragastris panamensis,Burseraceae,499145.7513,8986948.967,0.73,54.8,20131213.0,A,O,0,30.62,30.62,feldpausch_regional,0.18,default,0.0,54.8,30.62
JAM_A02,45,Poeppigia sp.,Fabaceae,499145.0944,8986946.908,0.69,48.3,20131213.0,A,O,0,28.78,28.78,feldpausch_regional,0.18,default,0.0,48.3,28.78
JAM_A02,46,,,499137.8042,8986942.259,,49.8,20131213.0,D,O,0,29.22,29.22,feldpausch_regional,0.18,default,0.0,49.8,29.22
JAM_A02,47,Minquartia guianensis,Olacaceae,499137.9306,8986953.276,0.77,47.4,20131213.0,A,O,0,28.51,28.51,feldpausch_regional,0.18,default,0.0,47.4,28.51
JAM_A02,48,Couratari stellata,Lecythidaceae,499118.2217,8986938.52,0.63,46.1,20131213.0,A,O,0,28.1,28.1,feldpausch_regional,0.18,default,0.0,46.1,28.1
JAM_A02,49,Attalea speciosa,Arecaceae,499257.0712,8986987.445,0.33,26.6,20131213.0,A,P,0,20.58,20.58,feldpausch_regional,0.18,default,0.0,26.6,20.58
JAM_A02,50,Tetragastris panamensis,Burseraceae,499258.3227,8986991.055,0.73,35.7,20131213.0,A,O,0,24.48,24.48,feldpausch_regional,0.18,default,0.0,35.7,24.48
JAM_A02,51,,,499259.6709,8986987.455,,11.1,20131213.0,D,O,0,11.45,11.45,feldpausch_regional,0.18,default,0.0,11.1,11.45
JAM_A02,52,Maquira sclerophylla,Moraceae,499271.6623,8986992.539,0.53,15.0,20131213.0,A,O,0,14.15,14.15,feldpausch_regional,0.18,default,0.0,15.0,14.15
JAM_A02,53,Pouteria gongrijpii,Sapotaceae,499272.9284,8986981.213,0.8,60.0,20131213.0,A,O,0,31.94,31.94,feldpausch_regional,0.18,default,0.0,60.0,31.94
JAM_A02,54,Pradosia praealta,Sapotaceae,499273.0518,8986978.216,0.73,69.0,20131213.0,A,O,0,33.95,33.95,feldpausch_regional,0.18,default,0.0,69.0,33.95
JAM_A02,55,Virola elongata,Myristicaceae,499263.3724,8986970.413,0.52,55.5,20131213.0,A,O,0,30.8,30.8,feldpausch_regional,0.18,default,0.0,55.5,30.8
JAM_A02,56,Peltogyne leicointei,Fabaceae,499264.2869,8986972.492,0.8,80.0,20131213.0,A,O,0,36.02,36.02,feldpausch_regional,0.18,default,0.0,80.0,36.02
JAM_A02,57,Guatteria schomburgkiana,Annonaceae,499263.8247,8986959.422,0.6,43.2,20131213.0,A,O,0,27.17,27.17,feldpausch_regional,0.18,default,0.0,43.2,27.17
JAM_A02,58,,,499263.9069,8986957.424,,41.0,20131213.0,D,O,0,26.42,26.42,feldpausch_regional,0.18,default,0.0,41.0,26.42
JAM_A02,59,Copaifera reticulata,Fabaceae,499280.44,8986968.791,0.61,91.5,20131213.0,A,O,0,37.83,37.83,feldpausch_regional,0.18,default,0.0,91.5,37.83
JAM_A02,60,Peltogyne leicointei,Fabaceae,499281.3545,8986970.87,0.8,39.2,20131213.0,A,O,0,25.79,25.79,feldpausch_regional,0.18,default,0.0,39.2,25.79
JAM_A02,61,Cedrela odorata,Meliaceae,499285.3414,8986971.194,0.43,53.2,20131213.0,A,O,0,30.18,30.18,feldpausch_regional,0.18,default,0.0,53.2,30.18
JAM_A02,62,Vataireopsis speciosa,Fabaceae,499286.0404,8986954.208,0.65,52.0,20131213.0,A,O,0,29.85,29.85,feldpausch_regional,0.18,default,0.0,52.0,29.85
