site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
DUC_A01,039a,Calophyllum brasiliense,Calophyllaceae,-2.941792796,-59.94120882,46.5,20160830,False,O,P20,28.23,28.23,feldpausch_regional,0.18,default,1.0,46.68,28.28
DUC_A01,040a,Eschweilera coriacea,Lecythidaceae,-2.941752016,-59.94125327,27.0,20160830,False,O,P20,20.76,20.76,feldpausch_regional,0.18,default,1.0,27.18,20.85
DUC_A01,041a,Protium paniculatum,Burseraceae,-2.941727868,-59.94125757,26.5,20160830,False,O,P20,20.53,20.53,feldpausch_regional,0.18,default,1.0,26.68,20.61
DUC_A01,042a,,,-2.941712346,-59.94126615,54.0,20160830,True,O,P20,30.4,30.4,feldpausch_regional,0.18,default,1.0,54.18,30.45
DUC_A01,043a,Virola mollissima,Myristicaceae,-2.941713056,-59.94126844,11.7,20160830,False,O,P20,11.89,11.89,feldpausch_regional,0.18,default,1.0,11.88,12.02
DUC_A01,044a,,,-2.941591572,-59.94133633,17.0,20160830,True,O,P20,15.41,15.41,feldpausch_regional,0.18,default,1.0,17.18,15.52
DUC_A01,045a,,,-2.941662858,-59.94127595,23.0,20160830,False,O,P20,18.79,18.79,feldpausch_regional,0.18,default,1.0,23.18,18.88
DUC_A01,046a,,,-2.941627697,-59.94121695,15.7,20160830,False,L,P20,14.6,14.6,feldpausch_regional,0.18,default,1.0,15.88,14.71
DUC_A01,047a,,,-2.941653667,-59.94130732,12.3,20160830,False,O,P20,12.32,12.32,feldpausch_regional,0.18,default,1.0,12.48,12.45
DUC_A01,048a,Erisma uncinatum,Vochysiaceae,-2.941643511,-59.9413042,24.0,20160830,False,O,P20,19.3,19.3,feldpausch_regional,0.18,default,1.0,24.18,19.39
DUC_A01,049a,Abarema jupunba,Fabaceae,-2.94160255,-59.94131826,14.0,20160830,False,O,P20,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61
DUC_A01,050a,Eriotheca globosa,Malvaceae,-2.941590045,-59.94133632,22.0,20160830,False,O,P20,18.26,18.26,feldpausch_regional,0.18,default,1.0,22.18,18.36
DUC_A01,051a,Diospyros artanthifolia,Ebenaceae,-2.941579226,-59.94133548,11.9,20160830,False,O,P20,12.03,12.03,feldpausch_regional,0.18,default,1.0,12.08,12.16
DUC_A01,052a,Ocotea canaliculata,Lauraceae,-2.941575345,-59.94132488,11.2,20160830,False,O,P20,11.53,11.53,feldpausch_regional,0.18,default,1.0,11.38,11.66
