site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
DUC_A01,050a,Protium paniculatum,Burseraceae,-2.963460815,-59.94506011,11.2,20160831,False,O,P18,11.53,11.53,feldpausch_regional,0.18,default,1.0,11.38,11.66
DUC_A01,051a,Eschweilera ovata,Lecythidaceae,-2.963424153,-59.94502528,10.2,20160831,False,O,P18,10.78,10.78,feldpausch_regional,0.18,default,1.0,10.38,10.91
DUC_A01,052a,,,-2.963434014,-59.9450673,28.3,20160831,False,O,P18,21.37,21.37,feldpausch_regional,0.18,default,1.0,28.48,21.45
DUC_A01,053a,Guatteria schomburgkiana,Annonaceae,-2.963413448,-59.94505138,17.9,20160831,False,O,P18,15.95,15.95,feldpausch_regional,0.18,default,1.0,18.08,16.06
DUC_A01,054a,,,-2.963373397,-59.94503632,43.1,20160831,False,O,P18,27.14,27.14,feldpausch_regional,0.18,default,1.0,43.28,27.2
DUC_A01,055a,Sacoglottis guianensis,Humiriaceae,-2.963353356,-59.94508791,21.5,20160831,False,O,P18,17.99,17.99,feldpausch_regional,0.18,default,1.0,21.68,18.09
DUC_A01,056a,Eschweilera coriacea,Lecythidaceae,-2.963344863,-59.94511302,19.9,20160831,False,O,P18,17.11,17.11,feldpausch_regional,0.18,default,1.0,20.08,17.21
DUC_A01,057a,Protium paniculatum,Burseraceae,-2.963320181,-59.94506993,26.8,20160831,False,O,P18,20.67,20.67,feldpausch_regional,0.18,default,1.0,26.98,20.76
DUC_A01,058a,Eschweilera coriacea,Lecythidaceae,-2.963311928,-59.94506274,23.8,20160831,False,O,P18,19.2,19.2,feldpausch_regional,0.18,default,1.0,23.98,19.29
DUC_A01,059a,Protium paniculatum,Burseraceae,-2.963282635,-59.94509678,18.4,20160831,False,O,P18,16.25,16.25,feldpausch_regional,0.18,default,1.0,18.58,16.35
DUC_A01,060a,Protium paniculatum,Burseraceae,-2.963279805,-59.94509049,13.9,20160831,False,O,P18,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54
DUC_A01,061a,Eschweilera coriacea,Lecythidaceae,-2.963252491,-59.94505609,19.3,20160831,False,O,P18,16.77,16.77,feldpausch_regional,0.18,default,1.0,19.48,16.87
DUC_A01,062a,Protium paniculatum,Burseraceae,-2.963251217,-59.94505986,15.6,20160831,False,O,P18,14.54,14.54,feldpausch_regional,0.18,default,1.0,15.78,14.65
DUC_A01,063a,Protium paniculatum,Burseraceae,-2.963226387,-59.94507054,16.0,20160831,False,O,P18,14.79,14.79,feldpausch_regional,0.18,default,1.0,16.18,14.9
DUC_A01,064a,Eschweilera coriacea,Lecythidaceae,-2.963210386,-59.94511708,28.6,20160831,False,O,P18,21.5,21.5,feldpausch_regional,0.18,default,1.0,28.78,21.59
DUC_A01,065a,Licania octandra,Chrysobalanaceae,-2.963205747,-59.94512229,15.8,20160831,False,O,P18,14.66,14.66,feldpausch_regional,0.18,default,1.0,15.98,14.78
DUC_A01,066a,Couepia robusta,Chrysobalanaceae,-2.963207411,-59.94512157,43.3,20160831,False,O,P18,27.2,27.2,feldpausch_regional,0.18,default,1.0,43.48,27.26
DUC_A01,067a,,,-2.963180085,-59.94510868,30.5,20160831,True,O,P18,22.35,22.35,feldpausch_regional,0.18,default,1.0,30.68,22.43
DUC_A01,068a,Trichilia micrantha,Meliaceae,-2.963194987,-59.94514297,25.7,20160831,False,O,P18,20.14,20.14,feldpausch_regional,0.18,default,1.0,25.88,20.23
DUC_A01,069a,Protium paniculatum,Burseraceae,-2.96317798,-59.94516312,11.5,20160831,False,O,P18,11.75,11.75,feldpausch_regional,0.18,default,1.0,11.68,11.88
DUC_A01,070a,Protium paniculatum,Burseraceae,-2.96317631,-59.94516383,15.9,20160831,False,O,P18,14.73,14.73,feldpausch_regional,0.18,default,1.0,16.08,14.84
DUC_A01,071a,,,-2.963164971,-59.94515585,24.2,20160831,True,O,P18,19.4,19.4,feldpausch_regional,0.18,default,1.0,24.38,19.49
DUC_A01,072a,Eriotheca globosa,Malvaceae,-2.963145208,-59.94515578,36.5,20160831,False,O,P18,24.79,24.79,feldpausch_regional,0.18,default,1.0,36.68,24.86
DUC_A01,073a,Eschweilera micrantha,Lecythidaceae,-2.963138803,-59.94516387,25.8,20160831,False,O,P18,20.19,20.19,feldpausch_regional,0.18,default,1.0,25.98,20.28
DUC_A01,074a,,,-2.963117016,-59.94518926,14.7,20160831,False,O,P18,13.95,13.95,feldpausch_regional,0.18,default,1.0,14.88,14.07
DUC_A01,075a,Eschweilera coriacea,Lecythidaceae,-2.963093739,-59.94521848,19.5,20160831,False,O,P18,16.88,16.88,feldpausch_regional,0.18,default,1.0,19.68,16.99
DUC_A01,001a,Helicostylis tomentosa,Moraceae,-2.960057943,-59.927522,17.2,20160829,False,O,P19,15.53,15.53,feldpausch_regional,0.18,default,1.0,17.38,15.64
DUC_A01,001b,Virola elongata,Myristicaceae,-2.960202215,-59.92765664,43.4,20160829,False,O,P19,27.23,27.23,feldpausch_regional,0.18,default,1.0,43.58,27.29
DUC_A01,002a,Goupia glabra,Goupiaceae,-2.960095293,-59.92750177,14.5,20160829,False,O,P19,13.82,13.82,feldpausch_regional,0.18,default,1.0,14.68,13.94
DUC_A01,002b,Licania canescens,Chrysobalanaceae,-2.960293356,-59.92774489,48.0,20160829,False,O,P19,28.69,28.69,feldpausch_regional,0.18,default,1.0,48.18,28.74
DUC_A01,003a,Eriotheca globosa,Malvaceae,-2.960142091,-59.92751858,13.9,20160829,False,O,P19,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54
DUC_A01,003b,Eschweilera coriacea,Lecythidaceae,-2.960316794,-59.92775068,36.2,20160829,False,O,P19,24.67,24.67,feldpausch_regional,0.18,default,1.0,36.38,24.74
DUC_A01,004a,Sloanea guianensis,Elaeocarpaceae,-2.960143139,-59.92751664,16.3,20160829,False,O,P19,14.98,14.98,feldpausch_regional,0.18,default,1.0,16.48,15.09
DUC_A01,004b,Pouteria caimito,Sapotaceae,-2.960282249,-59.92764131,36.6,20160829,False,O,P19,24.82,24.82,feldpausch_regional,0.18,default,1.0,36.78,24.89
DUC_A01,005a,Nectandra cuspidata,Lauraceae,-2.960174676,-59.92755128,16.2,20160829,False,O,P19,14.91,14.91,feldpausch_regional,0.18,default,1.0,16.38,15.03
DUC_A01,005b,,,-2.960315443,-59.92764296,39.4,20160829,True,O,P19,25.86,25.86,feldpausch_regional,0.18,default,1.0,39.58,25.92
DUC_A01,006a,Sacoglottis guianensis,Humiriaceae,-2.960171402,-59.92754208,14.2,20160829,False,O,P19,13.62,13.62,feldpausch_regional,0.18,default,1.0,14.38,13.74
DUC_A01,006b,Licania octandra,Chrysobalanaceae,-2.960518495,-59.92768306,42.6,20160829,False,O,P19,26.97,26.97,feldpausch_regional,0.18,default,1.0,42.78,27.03
DUC_A01,007a,Guatteria schomburgkiana,Annonaceae,-2.96017008,-59.92752237,23.4,20160829,False,O,P19,18.99,18.99,feldpausch_regional,0.18,default,1.0,23.58,19.09
DUC_A01,007b,Zygia racemosa,Fabaceae,-2.960556676,-59.9276403,65.4,20160829,False,O,P19,33.18,33.18,feldpausch_regional,0.18,default,1.0,65.58,33.22
DUC_A01,008a,Diospyros artanthifolia,Ebenaceae,-2.960195917,-59.92755748,14.1,20160829,False,O,P19,13.56,13.56,feldpausch_regional,0.18,default,1.0,14.28,13.68
DUC_A01,008b,Minquartia guianensis,Olacaceae,-2.960588685,-59.92772722,48.0,20160829,False,O,P19,28.69,28.69,feldpausch_regional,0.18,default,1.0,48.18,28.74
DUC_A01,009a,,,-2.960212215,-59.92758247,15.3,20160829,False,O,P19,14.34,14.34,feldpausch_regional,0.18,default,1.0,15.48,14.46
DUC_A01,009b,Lecythis lurida,Lecythidaceae,-2.960579858,-59.92775028,36.0,20160829,False,O,P19,24.6,24.6,feldpausch_regional,0.18,default,1.0,36.18,24.66
DUC_A01,010a,Lecythis idatimon,Lecythidaceae,-2.960189587,-59.92749499,13.9,20160829,False,O,P19,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54
DUC_A01,010b,Pouteria gongrijpii,Sapotaceae,-2.960565171,-59.92775071,48.5,20160829,False,O,P19,28.84,28.84,feldpausch_regional,0.18,default,1.0,48.68,28.89
DUC_A01,011a,Licania guianensis,Chrysobalanaceae,-2.960184923,-59.92747625,26.6,20160829,False,O,P19,20.58,20.58,feldpausch_regional,0.18,default,1.0,26.78,20.66
DUC_A01,011b,Pouteria cladantha,Sapotaceae,-2.960451825,-59.92779636,53.7,20160829,False,O,P19,30.32,30.32,feldpausch_regional,0.18,default,1.0,53.88,30.37
DUC_A01,012a,Licania canescens,Chrysobalanaceae,-2.960185459,-59.92747529,15.0,20160829,False,O,P19,14.15,14.15,feldpausch_regional,0.18,default,1.0,15.18,14.27
DUC_A01,012b,Eschweilera micrantha,Lecythidaceae,-2.960467732,-59.92774332,38.0,20160829,False,O,P19,25.35,25.35,feldpausch_regional,0.18,default,1.0,38.18,25.42
DUC_A01,013a,Poeppigia procera,Fabaceae,-2.960242515,-59.92750896,16.1,20160829,False,O,P19,14.85,14.85,feldpausch_regional,0.18,default,1.0,16.28,14.96
DUC_A01,014a,Caryocar glabrum,Caryocaraceae,-2.960243049,-59.927508,18.0,20160829,False,O,P19,16.01,16.01,feldpausch_regional,0.18,default,1.0,18.18,16.12
DUC_A01,015a,Brosimum rubescens,Moraceae,-2.960234627,-59.9274829,25.0,20160829,False,O,P19,19.8,19.8,feldpausch_regional,0.18,default,1.0,25.18,19.89
DUC_A01,016a,Bowdichia nitida,Fabaceae,-2.960268024,-59.92747947,29.0,20160829,False,O,P19,21.68,21.68,feldpausch_regional,0.18,default,1.0,29.18,21.77
DUC_A01,017a,Eschweilera ovata,Lecythidaceae,-2.960279129,-59.92745868,39.7,20160829,False,O,P19,25.97,25.97,feldpausch_regional,0.18,default,1.0,39.88,26.03
DUC_A01,018a,Protium paniculatum,Burseraceae,-2.960309519,-59.92749438,20.0,20160829,False,O,P19,17.17,17.17,feldpausch_regional,0.18,default,1.0,20.18,17.27
DUC_A01,019a,Eschweilera coriacea,Lecythidaceae,-2.960325585,-59.92752627,18.0,20160829,False,O,P19,16.01,16.01,feldpausch_regional,0.18,default,1.0,18.18,16.12
DUC_A01,020a,Helicostylis tomentosa,Moraceae,-2.960305316,-59.92746522,13.6,20160829,False,O,P19,13.22,13.22,feldpausch_regional,0.18,default,1.0,13.78,13.34
DUC_A01,021a,,,-2.960331957,-59.92745531,13.3,20160829,False,O,P19,13.02,13.02,feldpausch_regional,0.18,default,1.0,13.48,13.14
DUC_A01,022a,Casearia grandiflora,Salicaceae,-2.960381433,-59.92750443,11.7,20160829,False,O,P19,11.89,11.89,feldpausch_regional,0.18,default,1.0,11.88,12.02
DUC_A01,023a,,,-2.96033572,-59.92743735,13.0,20160829,True,O,P19,12.81,12.81,feldpausch_regional,0.18,default,1.0,13.18,12.93
DUC_A01,024a,Protium paniculatum,Burseraceae,-2.96037281,-59.92742899,13.9,20160829,False,O,P19,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54
DUC_A01,025a,,,-2.960390069,-59.92742633,12.7,20160829,True,O,P19,12.6,12.6,feldpausch_regional,0.18,default,1.0,12.88,12.73
DUC_A01,026a,,,-2.960393695,-59.92743026,34.0,20160829,True,O,P19,23.81,23.81,feldpausch_regional,0.18,default,1.0,34.18,23.88
DUC_A01,027a,Virola elongata,Myristicaceae,-2.960393382,-59.92742953,10.7,20160829,False,O,P19,11.15,11.15,feldpausch_regional,0.18,default,1.0,10.88,11.29
DUC_A01,028a,Protium paniculatum,Burseraceae,-2.960398123,-59.92746295,26.4,20160829,False,O,P19,20.48,20.48,feldpausch_regional,0.18,default,1.0,26.58,20.57
DUC_A01,029a,Pouteria gongrijpii,Sapotaceae,-2.960400176,-59.92746323,13.3,20160829,False,O,P19,13.02,13.02,feldpausch_regional,0.18,default,1.0,13.48,13.14
DUC_A01,030a,Eschweilera coriacea,Lecythidaceae,-2.96042,-59.92751141,22.5,20160829,False,O,P19,18.53,18.53,feldpausch_regional,0.18,default,1.0,22.68,18.62
DUC_A01,031a,Eriotheca globosa,Malvaceae,-2.960436123,-59.92751768,46.6,20160829,False,O,P19,28.26,28.26,feldpausch_regional,0.18,default,1.0,46.78,28.32
DUC_A01,032a,,,-2.960434218,-59.92743459,14.0,20160829,False,O,P19,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61
DUC_A01,033a,Brosimum rubescens,Moraceae,-2.960478757,-59.92748963,31.0,20160829,False,O,P19,22.56,22.56,feldpausch_regional,0.18,default,1.0,31.18,22.64
DUC_A01,034a,Eschweilera coriacea,Lecythidaceae,-2.960479782,-59.92749657,23.8,20160829,False,O,P19,19.2,19.2,feldpausch_regional,0.18,default,1.0,23.98,19.29
DUC_A01,035a,Eschweilera coriacea,Lecythidaceae,-2.96047892,-59.92749679,13.3,20160829,False,O,P19,13.02,13.02,feldpausch_regional,0.18,default,1.0,13.48,13.14
DUC_A01,036a,,,-2.960499766,-59.92753699,15.2,20160829,False,O,P19,14.28,14.28,feldpausch_regional,0.18,default,1.0,15.38,14.39
DUC_A01,037a,Pouteria gongrijpii,Sapotaceae,-2.960499521,-59.92753866,20.7,20160829,False,O,P19,17.56,17.56,feldpausch_regional,0.18,default,1.0,20.88,17.66
DUC_A01,038a,Protium paniculatum,Burseraceae,-2.960478384,-59.92754274,11.3,20160829,False,O,P19,11.6,11.6,feldpausch_regional,0.18,default,1.0,11.48,11.73
DUC_A01,039a,Guatteria schomburgkiana,Annonaceae,-2.960471835,-59.92755418,10.3,20160829,False,O,P19,10.85,10.85,feldpausch_regional,0.18,default,1.0,10.48,10.99
DUC_A01,040a,Eperua bijuga,Fabaceae,-2.960470589,-59.92756018,10.0,20160829,False,O,P19,10.62,10.62,feldpausch_regional,0.18,default,1.0,10.18,10.76
DUC_A01,041a,Cordia scabrifolia,Boraginaceae,-2.960442934,-59.92751347,10.8,20160829,False,O,P19,11.23,11.23,feldpausch_regional,0.18,default,1.0,10.98,11.36
DUC_A01,042a,Tetragastris panamensis,Burseraceae,-2.960440411,-59.92753433,25.0,20160829,False,O,P19,19.8,19.8,feldpausch_regional,0.18,default,1.0,25.18,19.89
DUC_A01,043a,Ormosia coccinea,Fabaceae,-2.960422254,-59.92754321,24.5,20160829,False,O,P19,19.55,19.55,feldpausch_regional,0.18,default,1.0,24.68,19.64
DUC_A01,044a,Sextonia rubra,Lauraceae,-2.960416091,-59.92757741,63.7,20160829,False,O,P19,32.8,32.8,feldpausch_regional,0.18,default,1.0,63.88,32.84
DUC_A01,045a,Swartzia laevicarpa,Fabaceae,-2.960360185,-59.9275393,19.7,20160829,False,O,P19,17.0,17.0,feldpausch_regional,0.18,default,1.0,19.88,17.1
DUC_A01,046a,Dipteryx odorata,Fabaceae,-2.960362714,-59.92757549,57.8,20160829,False,O,P19,31.39,31.39,feldpausch_regional,0.18,default,1.0,57.98,31.44
DUC_A01,047a,,,-2.960369601,-59.92758676,21.6,20160829,False,O,P19,18.05,18.05,feldpausch_regional,0.18,default,1.0,21.78,18.14
DUC_A01,048a,Aniba parviflora,Lauraceae,-2.960357413,-59.92758513,40.9,20160829,False,O,P19,26.39,26.39,feldpausch_regional,0.18,default,1.0,41.08,26.45
DUC_A01,049a,Poeppigia procera,Fabaceae,-2.960354163,-59.92757779,11.4,20160829,False,O,P19,11.67,11.67,feldpausch_regional,0.18,default,1.0,11.58,11.8
DUC_A01,050a,Lecythis lurida,Lecythidaceae,-2.96033273,-59.92753588,40.6,20160829,False,O,P19,26.28,26.28,feldpausch_regional,0.18,default,1.0,40.78,26.35
DUC_A01,051a,Guatteria schomburgkiana,Annonaceae,-2.960347489,-59.92757136,10.8,20160829,False,O,P19,11.23,11.23,feldpausch_regional,0.18,default,1.0,10.98,11.36
DUC_A01,052a,,,-2.960345246,-59.92757279,12.2,20160829,False,L,P19,12.25,12.25,feldpausch_regional,0.18,default,1.0,12.38,12.38
DUC_A01,053a,Licania octandra,Chrysobalanaceae,-2.960334646,-59.9275748,12.1,20160829,False,O,P19,12.18,12.18,feldpausch_regional,0.18,default,1.0,12.28,12.31
DUC_A01,054a,Ocotea cernua,Lauraceae,-2.96033739,-59.92758313,14.8,20160829,False,O,P19,14.02,14.02,feldpausch_regional,0.18,default,1.0,14.98,14.14
DUC_A01,055a,,,-2.960322784,-59.92752863,15.5,20160829,False,O,P19,14.47,14.47,feldpausch_regional,0.18,default,1.0,15.68,14.59
DUC_A01,056a,,,-2.960317723,-59.92753241,19.2,20160829,False,O,P19,16.71,16.71,feldpausch_regional,0.18,default,1.0,19.38,16.82
DUC_A01,057a,Pouteria reticulata,Sapotaceae,-2.960315702,-59.92753869,18.1,20160829,False,O,P19,16.07,16.07,feldpausch_regional,0.18,default,1.0,18.28,16.18
DUC_A01,058a,Virola sebifera,Myristicaceae,-2.960282615,-59.92754652,12.3,20160829,False,O,P19,12.32,12.32,feldpausch_regional,0.18,default,1.0,12.48,12.45
DUC_A01,059a,Poeppigia procera,Fabaceae,-2.96028751,-59.92761069,13.8,20160829,False,O,P19,13.36,13.36,feldpausch_regional,0.18,default,1.0,13.98,13.48
DUC_A01,060a,Aniba parviflora,Lauraceae,-2.960262163,-59.92756099,30.7,20160829,False,O,P19,22.43,22.43,feldpausch_regional,0.18,default,1.0,30.88,22.51
DUC_A01,061a,Virola sebifera,Myristicaceae,-2.960231053,-59.92759838,15.8,20160829,False,O,P19,14.66,14.66,feldpausch_regional,0.18,default,1.0,15.98,14.78
DUC_A01,062a,Eriotheca globosa,Malvaceae,-2.960225919,-59.92759557,14.0,20160829,False,O,P19,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61
DUC_A01,063a,,,-2.96023104,-59.92762351,16.3,20160829,False,O,P19,14.98,14.98,feldpausch_regional,0.18,default,1.0,16.48,15.09
DUC_A01,064a,Virola michelii,Myristicaceae,-2.960200899,-59.92760812,13.4,20160829,False,O,P19,13.08,13.08,feldpausch_regional,0.18,default,1.0,13.58,13.21
DUC_A01,065a,,,-2.960192498,-59.92760868,13.8,20160829,False,O,P19,13.36,13.36,feldpausch_regional,0.18,default,1.0,13.98,13.48
DUC_A01,066a,Inga thibaudiana,Fabaceae,-2.960184766,-59.92760654,15.7,20160829,False,O,P19,14.6,14.6,feldpausch_regional,0.18,default,1.0,15.88,14.71
DUC_A01,067a,Sacoglottis guianensis,Humiriaceae,-2.96014883,-59.92760597,17.5,20160829,False,O,P19,15.71,15.71,feldpausch_regional,0.18,default,1.0,17.68,15.82
DUC_A01,068a,Eschweilera ovata,Lecythidaceae,-2.960152275,-59.92762367,11.7,20160829,False,O,P19,11.89,11.89,feldpausch_regional,0.18,default,1.0,11.88,12.02
DUC_A01,069a,Maquira coriacea,Moraceae,-2.960158958,-59.92763796,27.8,20160829,False,O,P19,21.14,21.14,feldpausch_regional,0.18,default,1.0,27.98,21.22
DUC_A01,070a,,,-2.960160919,-59.92764421,20.7,20160829,False,L,P19,17.56,17.56,feldpausch_regional,0.18,default,1.0,20.88,17.66
DUC_A01,071a,Pseudopiptadenia suaveolens,Fabaceae,-2.960088354,-59.92760072,32.0,20160829,False,O,P19,22.99,22.99,feldpausch_regional,0.18,default,1.0,32.18,23.06
DUC_A01,001a,Erisma uncinatum,Vochysiaceae,-2.941598594,-59.94125582,15.6,20160830,False,O,P20,14.54,14.54,feldpausch_regional,0.18,default,1.0,15.78,14.65
DUC_A01,001b,Sloanea guianensis,Elaeocarpaceae,-2.94171485,-59.94136214,61.5,20160830,False,O,P20,32.29,32.29,feldpausch_regional,0.18,default,1.0,61.68,32.34
DUC_A01,002a,Abarema jupunba,Fabaceae,-2.941610819,-59.9412661,12.1,20160830,False,O,P20,12.18,12.18,feldpausch_regional,0.18,default,1.0,12.28,12.31
DUC_A01,002b,Sacoglottis guianensis,Humiriaceae,-2.941742527,-59.9413033,36.3,20160830,False,O,P20,24.71,24.71,feldpausch_regional,0.18,default,1.0,36.48,24.78
DUC_A01,003a,Sloanea guianensis,Elaeocarpaceae,-2.941626167,-59.94122225,14.1,20160830,False,O,P20,13.56,13.56,feldpausch_regional,0.18,default,1.0,14.28,13.68
DUC_A01,003b,Eschweilera micrantha,Lecythidaceae,-2.941868515,-59.94124062,35.3,20160830,False,O,P20,24.32,24.32,feldpausch_regional,0.18,default,1.0,35.48,24.39
DUC_A01,004a,Swartzia laevicarpa,Fabaceae,-2.941630518,-59.9411817,45.4,20160830,False,O,P20,27.88,27.88,feldpausch_regional,0.18,default,1.0,45.58,27.94
DUC_A01,004b,Eschweilera coriacea,Lecythidaceae,-2.941891514,-59.94124705,50.2,20160830,False,O,P20,29.34,29.34,feldpausch_regional,0.18,default,1.0,50.38,29.39
DUC_A01,005a,Eschweilera coriacea,Lecythidaceae,-2.941625304,-59.94117599,21.0,20160830,False,O,P20,17.72,17.72,feldpausch_regional,0.18,default,1.0,21.18,17.82
DUC_A01,005b,,,-2.941965064,-59.94128864,43.3,20160830,True,O,P20,27.2,27.2,feldpausch_regional,0.18,default,1.0,43.48,27.26
DUC_A01,006a,Licania guianensis,Chrysobalanaceae,-2.941637796,-59.94117642,11.4,20160830,False,O,P20,11.67,11.67,feldpausch_regional,0.18,default,1.0,11.58,11.8
DUC_A01,006b,Swartzia polyphylla,Fabaceae,-2.942010577,-59.94137373,65.0,20160830,False,O,P20,33.09,33.09,feldpausch_regional,0.18,default,1.0,65.18,33.13
DUC_A01,007a,Pourouma minor,Urticaceae,-2.941640821,-59.94118971,24.1,20160830,False,O,P20,19.35,19.35,feldpausch_regional,0.18,default,1.0,24.28,19.44
DUC_A01,007b,Eriotheca globosa,Malvaceae,-2.941922609,-59.9414109,41.7,20160830,False,O,P20,26.66,26.66,feldpausch_regional,0.18,default,1.0,41.88,26.72
DUC_A01,008a,Sloanea guianensis,Elaeocarpaceae,-2.941662366,-59.94122854,26.0,20160830,False,O,P20,20.29,20.29,feldpausch_regional,0.18,default,1.0,26.18,20.37
DUC_A01,008b,Swartzia polyphylla,Fabaceae,-2.941722816,-59.94111034,40.0,20160830,False,O,P20,26.07,26.07,feldpausch_regional,0.18,default,1.0,40.18,26.14
DUC_A01,009a,,,-2.941657722,-59.94120726,12.0,20160830,False,O,P20,12.11,12.11,feldpausch_regional,0.18,default,1.0,12.18,12.23
DUC_A01,009b,Simarouba amara,Simaroubaceae,-2.941803163,-59.94148964,39.5,20160830,False,O,P20,25.89,25.89,feldpausch_regional,0.18,default,1.0,39.68,25.96
DUC_A01,010a,Ocotea canaliculata,Lauraceae,-2.941657502,-59.9412065,16.1,20160830,False,O,P20,14.85,14.85,feldpausch_regional,0.18,default,1.0,16.28,14.96
DUC_A01,011a,Strychnos subcordata,Loganiaceae,-2.941657942,-59.94120802,13.2,20160830,False,O,P20,12.95,12.95,feldpausch_regional,0.18,default,1.0,13.38,13.07
DUC_A01,012a,Pourouma minor,Urticaceae,-2.94166925,-59.94120051,11.0,20160830,False,O,P20,11.38,11.38,feldpausch_regional,0.18,default,1.0,11.18,11.51
DUC_A01,013a,Pseudopiptadenia psilostachya,Fabaceae,-2.941669623,-59.94119671,29.4,20160830,False,O,P20,21.86,21.86,feldpausch_regional,0.18,default,1.0,29.58,21.94
DUC_A01,014a,Protium paniculatum,Burseraceae,-2.941680477,-59.94121273,14.0,20160830,False,O,P20,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61
DUC_A01,015a,Diospyros artanthifolia,Ebenaceae,-2.94167593,-59.94117054,12.2,20160830,False,O,P20,12.25,12.25,feldpausch_regional,0.18,default,1.0,12.38,12.38
DUC_A01,016a,,,-2.941693123,-59.94112844,17.2,20160830,False,O,P20,15.53,15.53,feldpausch_regional,0.18,default,1.0,17.38,15.64
DUC_A01,017a,Virola mollissima,Myristicaceae,-2.941704987,-59.94111937,11.9,20160830,False,O,P20,12.03,12.03,feldpausch_regional,0.18,default,1.0,12.08,12.16
DUC_A01,018a,Casearia javitensis,Salicaceae,-2.941715849,-59.94111182,14.5,20160830,False,O,P20,13.82,13.82,feldpausch_regional,0.18,default,1.0,14.68,13.94
DUC_A01,019a,Eschweilera ovata,Lecythidaceae,-2.941718453,-59.94111945,38.7,20160830,False,O,P20,25.61,25.61,feldpausch_regional,0.18,default,1.0,38.88,25.67
DUC_A01,020a,Protium paniculatum,Burseraceae,-2.941740224,-59.94116073,18.6,20160830,False,O,P20,16.36,16.36,feldpausch_regional,0.18,default,1.0,18.78,16.47
DUC_A01,021a,Ocotea cernua,Lauraceae,-2.941749502,-59.94110061,12.2,20160830,False,O,P20,12.25,12.25,feldpausch_regional,0.18,default,1.0,12.38,12.38
DUC_A01,022a,Pourouma minor,Urticaceae,-2.941766603,-59.94108929,20.5,20160830,False,O,P20,17.45,17.45,feldpausch_regional,0.18,default,1.0,20.68,17.54
DUC_A01,023a,Protium paniculatum,Burseraceae,-2.941765648,-59.94109081,12.0,20160830,False,O,P20,12.11,12.11,feldpausch_regional,0.18,default,1.0,12.18,12.23
DUC_A01,024a,Poeppigia procera,Fabaceae,-2.941780703,-59.9411649,21.2,20160830,False,O,P20,17.83,17.83,feldpausch_regional,0.18,default,1.0,21.38,17.93
DUC_A01,025a,,,-2.941833117,-59.94113568,55.0,20160830,True,O,P20,30.67,30.67,feldpausch_regional,0.18,default,1.0,55.18,30.72
DUC_A01,026a,,,-2.941821434,-59.94114052,11.1,20160830,False,O,P20,11.45,11.45,feldpausch_regional,0.18,default,1.0,11.28,11.58
DUC_A01,027a,Virola crebrinervia,Myristicaceae,-2.9418418,-59.94110981,19.4,20160830,False,O,P20,16.83,16.83,feldpausch_regional,0.18,default,1.0,19.58,16.93
DUC_A01,028a,Lecythis pisonis,Lecythidaceae,-2.941848795,-59.94107702,18.5,20160830,False,O,P20,16.31,16.31,feldpausch_regional,0.18,default,1.0,18.68,16.41
DUC_A01,029a,,,-2.941848145,-59.94107548,17.2,20160830,True,O,P20,15.53,15.53,feldpausch_regional,0.18,default,1.0,17.38,15.64
DUC_A01,030a,,,-2.941845279,-59.94105022,64.1,20160830,True,O,P20,32.89,32.89,feldpausch_regional,0.18,default,1.0,64.28,32.93
DUC_A01,031a,,,-2.941864382,-59.9410416,18.5,20160830,True,O,P20,16.31,16.31,feldpausch_regional,0.18,default,1.0,18.68,16.41
DUC_A01,032a,Virola elongata,Myristicaceae,-2.941876809,-59.94111822,10.4,20160830,False,O,P20,10.93,10.93,feldpausch_regional,0.18,default,1.0,10.58,11.06
DUC_A01,033a,Couratari multiflora,Lecythidaceae,-2.941893603,-59.94115931,22.1,20160830,False,O,P20,18.31,18.31,feldpausch_regional,0.18,default,1.0,22.28,18.41
DUC_A01,034a,,,-2.941888931,-59.94115811,10.3,20160830,True,O,P20,10.85,10.85,feldpausch_regional,0.18,default,1.0,10.48,10.99
DUC_A01,035a,Inga thibaudiana,Fabaceae,-2.941874166,-59.94116632,14.0,20160830,False,O,P20,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61
DUC_A01,036a,Protium paniculatum,Burseraceae,-2.941879434,-59.94120111,19.0,20160830,False,O,P20,16.6,16.6,feldpausch_regional,0.18,default,1.0,19.18,16.7
DUC_A01,037a,Protium paniculatum,Burseraceae,-2.941859577,-59.94121191,14.4,20160830,False,O,P20,13.76,13.76,feldpausch_regional,0.18,default,1.0,14.58,13.88
DUC_A01,038a,,,-2.941840797,-59.94119795,16.0,20160830,False,O,P20,14.79,14.79,feldpausch_regional,0.18,default,1.0,16.18,14.9
