site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2015,dead_2015,hcom_2015,htot_2015,date_2015,dbh_2018,dead_2018,date_2018,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A03,001a,Pouteria gongrijpii,Sapotaceae,726694.04971088,9654190.352117602,O,10.5,False,,,20151209.0,,True,20180904,1,,11.51,local_fit,0.333,site_median,1.0,,
TAP_A03,001b,Nectandra cuspidata,Lauraceae,726713.804710752,9654198.88674304,O,20.5,False,,,20151209.0,,True,20180904,1,,16.15,local_fit,0.333,site_median,1.0,,
TAP_A03,002a,Virola michelii,Myristicaceae,726694.21579696,9654192.6566792,O,11.0,False,,,20151209.0,,True,20180904,1,,11.79,local_fit,0.333,site_median,1.0,,
TAP_A03,002b,Protium paniculatum,Burseraceae,726713.632982368,9654202.52646336,O,18.0,False,,,20151209.0,,True,20180904,1,,15.12,local_fit,0.333,site_median,1.0,,
TAP_A03,003a,Sterculia pruriens,Malvaceae,726692.129192992,9654193.16804784,O,13.9,False,,,20151209.0,14.7,False,20180904,1,13.95,13.27,local_fit,0.267,observed,1.0,14.97,13.44
TAP_A03,003b,,,726714.730627552,9654202.55504704,O,35.7,True,,,20151209.0,,True,20180904,1,,21.38,local_fit,0.333,site_median,1.0,,
TAP_A03,004a,Maquira coriacea,Moraceae,726697.5042864638,9654197.17297128,O,33.5,False,,,20151209.0,40.9,False,20180904,1,26.39,20.7,local_fit,2.467,observed,1.0,43.37,21.35
TAP_A03,004b,Pouteria macrophylla,Sapotaceae,726714.041329216,9654205.39098232,O,10.4,False,,,20151209.0,,True,20180904,1,,11.46,local_fit,0.333,site_median,1.0,,
TAP_A03,005a,Ocotea cernua,Lauraceae,726700.5252113598,9654196.6182872,O,24.7,False,,,20151209.0,25.8,False,20180904,1,20.19,17.75,local_fit,0.367,observed,1.0,26.17,17.91
TAP_A03,005b,Protium heptaphyllum,Burseraceae,726713.02436016,9654205.7426632,O,19.8,False,,,20151209.0,,True,20180904,1,,15.87,local_fit,0.333,site_median,1.0,,
TAP_A03,006a,,,726700.82955952,9654195.6224904,O,11.5,True,,,20151209.0,,True,20180904,1,,12.06,local_fit,0.333,site_median,1.0,,
TAP_A03,006b,Symphonia globulifera,Clusiaceae,726712.4471646398,9654204.3151728,O,10.6,False,,,20151209.0,,True,20180904,1,,11.57,local_fit,0.333,site_median,1.0,,
TAP_A03,007a,,,726700.631306592,9654199.38983584,O,21.5,True,,,20151209.0,,True,20180904,1,,16.54,local_fit,0.333,site_median,1.0,,
TAP_A03,007b,Duguetia surinamensis,Annonaceae,726712.18609808,9654205.3591016,O,11.0,False,,,20151209.0,,True,20180904,1,,11.79,local_fit,0.333,site_median,1.0,,
TAP_A03,008a,Sapium marmieri,Euphorbiaceae,726706.36395248,9654195.8167496,O,24.3,False,,,20151209.0,,True,20180904,1,,17.6,local_fit,0.333,site_median,1.0,,
TAP_A03,008b,Aniba parviflora,Lauraceae,726711.845630714,9654208.23007827,O,15.7,False,,,20151209.0,,True,20180904,1,,14.11,local_fit,0.333,site_median,1.0,,
TAP_A03,009a,Maquira coriacea,Moraceae,726706.9007518399,9654197.1993168,O,10.9,False,,,20151209.0,,True,20180904,1,,11.73,local_fit,0.333,site_median,1.0,,
TAP_A03,009b,Tachigali paniculata,Fabaceae,726713.640761312,9654210.93471824,O,12.1,False,,,20151209.0,,True,20180904,1,,12.37,local_fit,0.333,site_median,1.0,,
TAP_A03,010a,Maquira coriacea,Moraceae,726708.49274576,9654198.1392872,O,12.0,False,,,20151209.0,,True,20180904,1,,12.32,local_fit,0.333,site_median,1.0,,
TAP_A03,010b,Protium hebetatum,Burseraceae,726716.1629583999,9654204.251438,O,15.1,False,,,20151209.0,15.7,False,20180904,1,14.6,13.84,local_fit,0.2,observed,1.0,15.9,13.96
TAP_A03,011a,Cordia scabrifolia,Boraginaceae,726709.9234830398,9654199.7004808,O,11.0,False,,,20151209.0,,True,20180904,1,,11.79,local_fit,0.333,site_median,1.0,,
TAP_A03,011b,Protium paniculatum,Burseraceae,726717.644456224,9654209.85689648,O,14.1,False,,,20151209.0,,True,20180904,1,,13.36,local_fit,0.333,site_median,1.0,,
TAP_A03,012a,Strychnos subcordata,Loganiaceae,726705.48000144,9654202.2906088,O,11.8,False,,,20151209.0,,True,20180904,1,,12.21,local_fit,0.333,site_median,1.0,,
TAP_A03,012b,Apeiba petoumo,Malvaceae,726721.14924928,9654206.5046756,O,12.0,False,,,20151209.0,11.9,False,20180904,1,12.03,12.32,local_fit,0.0,observed,1.0,11.9,12.32
TAP_A03,013a,,,726708.32269744,9654209.3799288,O,41.7,True,,,20151209.0,,True,20180904,1,,23.13,local_fit,0.333,site_median,1.0,,
TAP_A03,013b,Inga thibaudiana,Fabaceae,726722.7034601918,9654212.19099584,O,12.4,False,,,20151209.0,13.5,False,20180904,1,13.15,12.52,local_fit,0.367,observed,1.0,13.87,12.76
TAP_A03,014a,,,726708.77513056,9654211.3358012,O,13.1,True,,,20151209.0,,True,20180904,1,,12.88,local_fit,0.333,site_median,1.0,,
TAP_A03,014b,Luehea speciosa,Malvaceae,726726.97874,9654218.7237,O,15.4,False,,,20151209.0,16.6,False,20180904,1,15.16,13.97,local_fit,0.4,observed,1.0,17.0,14.2
TAP_A03,015a,,,726707.5743620798,9654216.0046016,O,12.7,True,,,20151209.0,,True,20180904,1,,12.68,local_fit,0.333,site_median,1.0,,
TAP_A03,015b,Nectandra cuspidata,Lauraceae,726728.790305856,9654224.16251512,O,14.3,False,,,20151209.0,15.9,False,20180904,1,14.73,13.46,local_fit,0.533,observed,1.0,16.43,13.76
TAP_A03,016a,Eschweilera coriacea,Lecythidaceae,726708.444364,9654216.42346,O,15.2,False,,,20151209.0,,True,20180904,1,,13.88,local_fit,0.333,site_median,1.0,,
TAP_A03,016b,Pourouma minor,Urticaceae,726722.70808,9654216.71765,O,30.9,False,,,20151209.0,35.3,False,20180904,1,24.32,19.87,local_fit,1.467,observed,1.0,36.77,20.34
TAP_A03,017a,Eschweilera coriacea,Lecythidaceae,726703.899242208,9654226.34248816,O,10.7,False,13.51,22.58,20151209.0,11.5,False,20180904,1,11.75,22.58,measured,0.267,observed,1.0,11.77,22.95
TAP_A03,017b,Pourouma minor,Urticaceae,726721.2950584,9654219.030548,O,53.7,False,13.51,22.58,20151209.0,54.4,False,20180904,1,30.51,22.58,measured,0.233,observed,1.0,54.63,22.62
TAP_A03,018a,,,726700.4117060798,9654224.1249816,O,14.8,False,,,20151209.0,,True,20180904,1,,13.7,local_fit,0.333,site_median,1.0,,
TAP_A03,018b,Laetia procera,Salicaceae,726719.388905824,9654219.07546448,O,22.4,False,,,20151209.0,,True,20180904,1,,16.89,local_fit,0.333,site_median,1.0,,
TAP_A03,019a,Lecythis idatimon,Lecythidaceae,726700.64945008,9654219.6010016,O,14.8,False,,,20151209.0,,True,20180904,1,,13.7,local_fit,0.333,site_median,1.0,,
TAP_A03,019b,Protium paniculatum,Burseraceae,726714.0419976,9654213.233932,O,11.1,False,,,20151209.0,,True,20180904,1,,11.84,local_fit,0.333,site_median,1.0,,
TAP_A03,020a,Cordia scabrifolia,Boraginaceae,726697.71513712,9654222.7721424,O,22.5,False,,,20151209.0,22.3,False,20180904,1,18.42,16.93,local_fit,0.0,observed,1.0,22.3,16.93
TAP_A03,020b,Casearia javitensis,Salicaceae,726710.306418848,9654212.87538896,O,12.5,False,,,20151209.0,,True,20180904,1,,12.57,local_fit,0.333,site_median,1.0,,
TAP_A03,021a,Jacaranda copaia,Bignoniaceae,726698.175370829,9654224.045866579,O,13.9,False,,,20151209.0,17.3,False,20180904,1,15.59,13.27,local_fit,1.133,observed,1.0,18.43,13.85
TAP_A03,021b,Inga thibaudiana,Fabaceae,726713.0438984,9654217.460988,O,11.0,False,,,20151209.0,,True,20180904,1,,11.79,local_fit,0.333,site_median,1.0,,
TAP_A03,022a,Pseudopiptadenia psilostachya,Fabaceae,726697.42521616,9654223.7839832,O,37.6,False,,,20151209.0,38.5,False,20180904,1,25.53,21.95,local_fit,0.3,observed,1.0,38.8,22.04
TAP_A03,022b,Ocotea cernua,Lauraceae,726712.2454190399,9654220.8426328,O,41.7,False,,,20151209.0,,True,20180904,1,,23.13,local_fit,0.333,site_median,1.0,,
TAP_A03,023a,Ormosia grossa,Fabaceae,726698.6603995198,9654226.7288104,O,10.4,False,,,20151209.0,10.7,False,20180904,1,11.15,11.46,local_fit,0.1,observed,1.0,10.8,11.54
TAP_A03,023b,Laetia procera,Salicaceae,726711.242864032,9654220.94349264,O,42.7,False,,,20151209.0,,True,20180904,1,,23.4,local_fit,0.333,site_median,1.0,,
TAP_A03,024a,Neea oppositifolia,Nyctaginaceae,726700.753804,9654226.62528,O,20.3,False,,,20151209.0,20.6,False,20180904,1,17.5,16.07,local_fit,0.1,observed,1.0,20.7,16.13
TAP_A03,024b,Protium paniculatum,Burseraceae,726712.80113776,9654222.646515202,O,11.7,False,,,20151209.0,,True,20180904,1,,12.16,local_fit,0.333,site_median,1.0,,
TAP_A03,025a,Inga sp,Fabaceae,726699.3619079998,9654231.74866,O,18.7,False,,,20151209.0,20.2,False,20180904,1,17.28,15.42,local_fit,0.5,observed,1.0,20.7,15.67
TAP_A03,025b,Protium paniculatum,Burseraceae,726715.1635108799,9654220.8407176,O,16.7,False,,,20151209.0,,True,20180904,1,,14.56,local_fit,0.333,site_median,1.0,,
TAP_A03,026a,Eperua bijuga,Fabaceae,726700.2809624,9654232.222068,O,16.6,False,18.37,28.06,20151209.0,17.0,False,20180904,1,15.41,28.06,measured,0.133,observed,1.0,17.13,28.21
TAP_A03,026b,Pourouma minor,Urticaceae,726721.33992352,9654223.4685324,O,52.0,False,18.37,28.06,20151209.0,55.4,False,20180904,1,30.77,28.06,measured,1.133,observed,1.0,56.53,28.33
TAP_A03,027a,Pouteria gongrijpii,Sapotaceae,726698.710647968,9654238.08101136,O,14.0,False,,,20151209.0,15.9,False,20180904,1,14.73,13.32,local_fit,0.633,observed,1.0,16.53,13.67
TAP_A03,027b,Protium paniculatum,Burseraceae,726719.392082912,9654223.60051424,O,10.6,False,,,20151209.0,,True,20180904,1,,11.57,local_fit,0.333,site_median,1.0,,
TAP_A03,028a,Chrysophyllum sanguinolentum,Sapotaceae,726701.8455639998,9654242.44146,O,23.4,False,18.67,29.29,20151209.0,23.9,False,20180904,1,19.25,29.29,measured,0.167,observed,1.0,24.07,29.41
TAP_A03,028b,Pourouma minor,Urticaceae,726721.732818336,9654226.29217072,O,54.6,False,18.67,29.29,20151209.0,55.7,False,20180904,1,30.85,29.29,measured,0.367,observed,1.0,56.07,29.38
TAP_A03,029a,Vitex triflora,Lamiaceae,726701.185684,9654245.04326,O,18.1,False,,,20151209.0,18.5,False,20180904,1,16.31,15.16,local_fit,0.133,observed,1.0,18.63,15.23
TAP_A03,029b,,,726722.7687098559,9654230.88332512,O,27.8,False,,,20151209.0,29.3,False,20180904,1,21.82,18.84,local_fit,0.5,observed,1.0,29.8,19.03
TAP_A03,030a,Pouteria gongrijpii,Sapotaceae,726695.4645991998,9654246.094124,O,23.8,False,,,20151209.0,24.8,False,20180904,1,19.7,17.42,local_fit,0.333,observed,1.0,25.13,17.57
TAP_A03,030b,Maquira coriacea,Moraceae,726725.2909,9654232.97622,O,13.0,False,,,20151209.0,13.6,False,20180904,1,13.22,12.83,local_fit,0.2,observed,1.0,13.8,12.97
TAP_A03,031a,,,726693.0097976,9654235.433412,O,15.8,True,,,20151209.0,,True,20180904,1,,14.16,local_fit,0.333,site_median,1.0,,
TAP_A03,031b,Nectandra cuspidata,Lauraceae,726719.86143184,9654230.7638408,O,11.5,False,,,20151209.0,12.2,False,20180904,1,12.25,12.06,local_fit,0.233,observed,1.0,12.43,12.22
TAP_A03,032a,Guatteria schomburgkiana,Annonaceae,726688.95998128,9654234.4585656,O,10.5,False,,,20151209.0,11.3,False,20180904,1,11.6,11.51,local_fit,0.267,observed,1.0,11.57,11.7
TAP_A03,032b,Protium paniculatum,Burseraceae,726727.7233367038,9654230.18093608,O,11.0,False,,,20151209.0,10.9,False,20180904,1,11.3,11.79,local_fit,0.0,observed,1.0,10.9,11.79
TAP_A03,033a,Schefflera morototoni,Araliaceae,726686.1511192,9654236.434964,O,11.7,False,,,20151209.0,14.0,False,20180904,1,13.49,12.16,local_fit,0.767,observed,1.0,14.77,12.62
TAP_A03,033b,Pouteria gongrijpii,Sapotaceae,726728.084436,9654239.22526,O,11.7,False,,,20151209.0,12.3,False,20180904,1,12.32,12.16,local_fit,0.2,observed,1.0,12.5,12.3
TAP_A03,034a,Cecropia engleriana,Urticaceae,726684.89020592,9654236.9156384,O,10.3,False,,,20151209.0,11.6,False,20180904,1,11.82,11.4,local_fit,0.433,observed,1.0,12.03,11.7
TAP_A03,034b,Anacardium spruceanum,Anacardiaceae,726720.87050192,9654235.5920184,O,22.3,False,,,20151209.0,20.3,False,20180904,1,17.33,16.85,local_fit,0.0,observed,1.0,20.3,16.85
TAP_A03,035a,Nectandra cuspidata,Lauraceae,726679.5157575998,9654232.896492,O,29.6,False,,,20151209.0,29.9,False,20180904,1,22.09,19.45,local_fit,0.1,observed,1.0,30.0,19.49
TAP_A03,035b,Nectandra cuspidata,Lauraceae,726724.3081671811,9654258.86151762,O,27.6,False,,,20151209.0,,True,20180904,1,,18.77,local_fit,0.333,site_median,1.0,,
TAP_A03,036a,Pseudopiptadenia suaveolens,Fabaceae,726684.2894488,9654228.553716,O,10.9,False,,,20151209.0,11.1,False,20180904,1,11.45,11.73,local_fit,0.067,observed,1.0,11.17,11.78
TAP_A03,036b,Theobroma glaucum,Malvaceae,726720.735686176,9654257.79776752,O,11.0,False,,,20151209.0,10.2,False,20180904,1,10.78,11.79,local_fit,0.0,observed,1.0,10.2,11.79
TAP_A03,037a,Maquira coriacea,Moraceae,726685.53882032,9654228.0602064,O,13.7,False,,,20151209.0,14.6,False,20180904,1,13.89,13.17,local_fit,0.3,observed,1.0,14.9,13.35
TAP_A03,037b,Protium paniculatum,Burseraceae,726720.374203827,9654257.481806543,O,22.6,False,,,20151209.0,21.1,False,20180904,1,17.78,16.97,local_fit,0.0,observed,1.0,21.1,16.97
TAP_A03,038a,Pseudopiptadenia psilostachya,Fabaceae,726686.380244,9654222.20618,O,18.9,False,24.39,41.72,20151209.0,23.7,False,20180904,1,19.15,41.72,measured,1.6,observed,1.0,25.3,43.46
TAP_A03,038b,Tachigali paniculata,Fabaceae,726715.49215792,9654252.3231104,O,78.4,False,24.39,41.72,20151209.0,,True,20180904,1,,41.72,measured,0.333,site_median,1.0,,
TAP_A03,039a,,,726685.95522256,9654220.2807912,O,14.1,False,,,20151209.0,15.8,False,20180904,1,14.66,13.36,local_fit,0.567,observed,1.0,16.37,13.69
TAP_A03,039b,Guatteria schomburgkiana,Annonaceae,726714.09335696,9654248.9294792,O,18.7,False,,,20151209.0,,True,20180904,1,,15.42,local_fit,0.333,site_median,1.0,,
TAP_A03,040a,Eperua bijuga,Fabaceae,726693.06459232,9654224.4648764,O,13.2,False,,,20151209.0,13.7,False,20180904,1,13.29,12.93,local_fit,0.167,observed,1.0,13.87,13.04
TAP_A03,040b,Rinorea guianensis,Violaceae,726712.6925656,9654250.588852,O,25.0,False,,,20151209.0,,True,20180904,1,,17.85,local_fit,0.333,site_median,1.0,,
TAP_A03,041a,Cordia scabrifolia,Boraginaceae,726684.665455648,9654214.75512496,O,19.8,False,,,20151209.0,15.0,False,20180904,1,14.15,15.87,local_fit,0.0,observed,1.0,15.0,15.87
TAP_A03,041b,Pouteria sp,Sapotaceae,726712.096316128,9654253.39483856,O,12.0,False,,,20151209.0,12.7,False,20180904,1,12.6,12.32,local_fit,0.233,observed,1.0,12.93,12.48
TAP_A03,042a,Sapium marmieri,Euphorbiaceae,726684.9986582078,9654213.79141616,O,23.2,False,18.51,29.72,20151209.0,24.9,False,20180904,1,19.75,29.72,measured,0.567,observed,1.0,25.47,30.14
TAP_A03,042b,Licania canescens,Chrysobalanaceae,726712.6214886399,9654255.9653028,O,50.8,False,18.51,29.72,20151209.0,51.9,False,20180904,1,29.82,29.72,measured,0.367,observed,1.0,52.27,29.83
TAP_A03,043a,Cordia scabrifolia,Boraginaceae,726691.964107168,9654214.62818736,O,15.8,False,,,20151209.0,17.5,False,20180904,1,15.71,14.16,local_fit,0.567,observed,1.0,18.07,14.47
TAP_A03,043b,Licania canescens,Chrysobalanaceae,726711.04802032,9654253.3114064,O,12.7,False,,,20151209.0,13.1,False,20180904,1,12.88,12.68,local_fit,0.133,observed,1.0,13.23,12.77
TAP_A03,044a,Ocotea cernua,Lauraceae,726690.88898992,9654214.7817784,O,10.2,False,,,20151209.0,,True,20180904,1,,11.35,local_fit,0.333,site_median,1.0,,
TAP_A03,044b,Eschweilera coriacea,Lecythidaceae,726705.45834448,9654249.5866136,O,27.4,False,,,20151209.0,28.1,False,20180904,1,21.28,18.7,local_fit,0.233,observed,1.0,28.33,18.79
TAP_A03,045a,Pouteria gongrijpii,Sapotaceae,726691.181144192,9654210.71858184,O,13.1,False,,,20151209.0,13.5,False,20180904,1,13.15,12.88,local_fit,0.133,observed,1.0,13.63,12.97
TAP_A03,045b,Rinorea guianensis,Violaceae,726701.74343568,9654247.1162536,O,11.7,False,,,20151209.0,12.5,False,20180904,1,12.46,12.16,local_fit,0.267,observed,1.0,12.77,12.35
TAP_A03,046a,Lecythis lurida,Lecythidaceae,726690.401004,9654209.999380002,O,10.6,False,,,20151209.0,22.9,False,20180904,1,18.73,11.57,local_fit,4.1,observed,1.0,27.0,12.82
TAP_A03,046b,Eschweilera amazonica,Lecythidaceae,726702.45515056,9654245.1294952,O,42.4,False,,,20151209.0,42.7,False,20180904,1,27.0,23.32,local_fit,0.1,observed,1.0,42.8,23.35
TAP_A03,047a,Poeppigia procera,Fabaceae,726693.65433136,9654209.3028672,O,10.4,False,,,20151209.0,10.5,False,20180904,1,11.0,11.46,local_fit,0.033,observed,1.0,10.53,11.49
TAP_A03,047b,Tachigali myrmecophila,Fabaceae,726702.203441248,9654241.45032696,O,30.6,False,,,20151209.0,31.7,False,20180904,1,22.86,19.78,local_fit,0.367,observed,1.0,32.07,19.92
TAP_A03,048a,,,726695.1445713599,9654207.7429672,O,12.8,True,,,20151209.0,,True,20180904,1,,12.73,local_fit,0.333,site_median,1.0,,
TAP_A03,048b,Protium paniculatum,Burseraceae,726704.168747744,9654241.65948288,O,12.4,False,,,20151209.0,12.1,False,20180904,1,12.18,12.52,local_fit,0.0,observed,1.0,12.1,12.52
TAP_A03,049a,,,726703.5056171198,9654212.8888424,O,20.8,True,,,20151209.0,,True,20180904,1,,16.27,local_fit,0.333,site_median,1.0,,
TAP_A03,049b,Clarisia racemosa,Moraceae,726707.49839152,9654245.4359304,O,11.4,False,,,20151209.0,11.3,False,20180904,1,11.6,12.0,local_fit,0.0,observed,1.0,11.3,12.0
TAP_A03,050a,Inga sp,Fabaceae,726703.77510096,9654208.4001592,O,11.9,False,,,20151209.0,13.5,False,20180904,1,13.15,12.27,local_fit,0.533,observed,1.0,14.03,12.61
TAP_A03,050b,Neea oppositifolia,Nyctaginaceae,726709.1717911998,9654242.745464,O,12.9,False,,,20151209.0,13.2,False,20180904,1,12.95,12.78,local_fit,0.1,observed,1.0,13.3,12.85
TAP_A03,051a,Pouteria gongrijpii,Sapotaceae,726689.7555883199,9654202.9220464,O,11.2,False,,,20151209.0,11.8,False,20180904,1,11.96,11.9,local_fit,0.2,observed,1.0,12.0,12.05
TAP_A03,051b,Inga thibaudiana,Fabaceae,726705.871867456,9654239.00206712,O,11.6,False,,,20151209.0,,True,20180904,1,,12.11,local_fit,0.333,site_median,1.0,,
TAP_A03,052a,Couratari stellata,Lecythidaceae,726691.694573024,9654200.12665248,O,12.5,False,,,20151209.0,12.7,False,20180904,1,12.6,12.57,local_fit,0.067,observed,1.0,12.77,12.62
TAP_A03,052b,Tachigali myrmecophila,Fabaceae,726706.20375184,9654237.6366168,O,20.4,False,,,20151209.0,,True,20180904,1,,16.11,local_fit,0.333,site_median,1.0,,
TAP_A03,053a,Pouteria guianensis,Sapotaceae,726692.835602848,9654199.64608496,O,11.4,False,,,20151209.0,,True,20180904,1,,12.0,local_fit,0.333,site_median,1.0,,
TAP_A03,053b,,,726704.8165139199,9654236.9168784,O,41.2,False,,,20151209.0,41.4,False,20180904,1,26.56,22.99,local_fit,0.067,observed,1.0,41.47,23.01
TAP_A03,054a,,,726692.57863856,9654197.5073112,O,12.8,False,,,20151209.0,29.0,False,20180904,1,21.68,12.73,local_fit,5.0,observed,1.0,34.0,13.98
TAP_A03,054b,Duguetia surinamensis,Annonaceae,726704.891749792,9654235.77602184,O,15.6,False,,,20151209.0,16.0,False,20180904,1,14.79,14.07,local_fit,0.133,observed,1.0,16.13,14.15
TAP_A03,055a,,,726692.709611232,9654197.11926064,O,10.5,False,,,20151209.0,12.2,False,20180904,1,12.25,11.51,local_fit,0.567,observed,1.0,12.77,11.89
TAP_A03,055b,Inga thibaudiana,Fabaceae,726708.70216688,9654235.8486816,O,17.3,False,,,20151209.0,17.6,False,20180904,1,15.77,14.82,local_fit,0.1,observed,1.0,17.7,14.88
TAP_A03,056b,Protium paniculatum,Burseraceae,726706.56983216,9654231.921103202,O,22.4,False,,,20151209.0,22.4,False,20180904,1,18.47,16.89,local_fit,0.0,observed,1.0,22.4,16.89
TAP_A03,057b,Cordia scabrifolia,Boraginaceae,726709.1478590398,9654229.6880008,O,16.1,False,,,20151209.0,16.6,False,20180904,1,15.16,14.29,local_fit,0.167,observed,1.0,16.77,14.39
TAP_A03,058b,Simarouba amara,Simaroubaceae,726710.34903056,9654228.8740392,O,12.7,False,,,20151209.0,,True,20180904,1,,12.68,local_fit,0.333,site_median,1.0,,
TAP_A03,059b,Pouteria gongrijpii,Sapotaceae,726707.60255664,9654227.7325528,O,10.6,False,,,20151209.0,11.1,False,20180904,1,11.45,11.57,local_fit,0.167,observed,1.0,11.27,11.69
TAP_A03,060b,Jacaranda copaia,Bignoniaceae,726711.56794096,9654227.9463792,O,19.8,False,,,20151209.0,,True,20180904,1,,15.87,local_fit,0.333,site_median,1.0,,
TAP_A03,061b,Rinorea guianensis,Violaceae,726712.5843460798,9654227.8609216,O,12.0,False,,,20151209.0,,True,20180904,1,,12.32,local_fit,0.333,site_median,1.0,,
TAP_A03,062b,Eschweilera parviflora,Lecythidaceae,726714.2000369598,9654225.106279202,O,13.2,False,,,20151209.0,,True,20180904,1,,12.93,local_fit,0.333,site_median,1.0,,
TAP_A03,063b,,,726707.147513472,9654225.506927442,O,50.6,True,,11.76,20151209.0,,True,20180904,1,,11.76,measured,0.333,site_median,1.0,,
TAP_A03,064b,Inga thibaudiana,Fabaceae,726706.5175143998,9654224.020716,O,14.3,False,,,20151209.0,,True,20180904,1,,13.46,local_fit,0.333,site_median,1.0,,
TAP_A03,065b,Ormosia grossa,Fabaceae,726706.8606519998,9654222.66778,O,11.5,False,,,20151209.0,,True,20180904,1,,12.06,local_fit,0.333,site_median,1.0,,
TAP_A03,066a,Ocotea canaliculata,Lauraceae,726689.1143608,9654213.905556,O,,,,,,15.4,False,20180904,1,14.41,14.41,feldpausch_regional,0.333,site_median,1.0,15.73,14.62
TAP_A03,067a,Symphonia globulifera,Clusiaceae,726700.1970456,9654228.674632,O,,,,,,10.5,False,20180904,1,11.0,11.0,feldpausch_regional,0.333,site_median,1.0,10.83,11.25
TAP_A03,068a,Inga thibaudiana,Fabaceae,726687.7425886398,9654238.4417528,O,,,,,,11.3,False,20180904,1,11.6,11.6,feldpausch_regional,0.333,site_median,1.0,11.63,11.84
TAP_A03,001a,Protium paniculatum,Burseraceae,726814.5771521,9654302.735523,O,13.2,False,25.15,28.95,20151209.0,13.4,False,20180904,2,13.08,28.95,measured,0.067,observed,1.0,13.47,29.06
TAP_A03,001b,Tachigali myrmecophila,Fabaceae,726858.0137571358,9654320.57554848,O,15.6,False,7.04,10.34,20151209.0,33.5,False,20180904,2,23.61,10.34,measured,5.0,observed,1.0,38.5,11.18
TAP_A03,002a,Licania canescens,Chrysobalanaceae,726822.2882324499,9654304.4158835,O,14.3,False,4.93,5.92,20151209.0,15.2,False,20180904,2,14.28,5.92,measured,0.3,observed,1.0,15.5,6.0
TAP_A03,002b,Neea oppositifolia,Nyctaginaceae,726857.4028552,9654325.34948,O,15.1,False,9.62,13.09,20151209.0,15.0,False,20180904,2,14.15,13.09,measured,0.0,observed,1.0,15.0,13.09
TAP_A03,003a,Oenocarpus bacaba,Arecaceae,726824.19563164,9654304.8868652,P,11.5,False,7.26,13.67,20151209.0,12.2,False,20180904,2,12.25,13.67,measured,0.233,observed,1.0,12.43,13.85
TAP_A03,003b,Rinorea guianensis,Violaceae,726851.4192025,9654327.652475,O,15.2,False,6.2,10.09,20151209.0,16.4,False,20180904,2,15.04,10.09,measured,0.4,observed,1.0,16.8,10.26
TAP_A03,004a,,,726832.0796775998,9654308.923408,O,12.0,False,7.39,8.34,20151209.0,17.2,False,20180904,2,15.53,8.34,measured,1.733,observed,1.0,18.93,8.89
TAP_A03,004b,Inga thibaudiana,Fabaceae,726848.820134656,9654332.13882208,O,11.6,False,7.41,13.4,20151209.0,11.8,False,20180904,2,11.96,13.4,measured,0.067,observed,1.0,11.87,13.46
TAP_A03,005a,,,726830.58386832,9654307.3172176,O,13.2,False,9.76,12.62,20151209.0,19.7,False,20180904,2,17.0,12.62,measured,2.167,observed,1.0,21.87,13.5
TAP_A03,005b,Ocotea cernua,Lauraceae,726848.8532158,9654332.043674,O,21.2,False,15.17,21.34,20151209.0,21.2,False,20180904,2,17.83,21.34,measured,0.0,observed,1.0,21.2,21.34
TAP_A03,006a,Rinorea guianensis,Violaceae,726825.03387248,9654308.2819464,O,19.0,False,,,20151209.0,19.0,False,20180904,2,16.6,15.54,local_fit,0.0,observed,1.0,19.0,15.54
TAP_A03,006b,Guatteria schomburgkiana,Annonaceae,726849.01862152,9654331.5679336,O,44.4,False,18.21,25.11,20151209.0,44.4,False,20180904,2,27.56,25.11,measured,0.0,observed,1.0,44.4,25.11
TAP_A03,007a,Dimorphandra macrostachya,Fabaceae,726822.2965856,9654307.225488,O,40.7,False,20.45,25.58,20151209.0,,True,20180904,2,,25.58,measured,0.333,site_median,1.0,,
TAP_A03,007b,Rinorea guianensis,Violaceae,726845.6832113878,9654326.20981684,O,19.8,False,,,20151209.0,19.7,False,20180904,2,17.0,15.87,local_fit,0.0,observed,1.0,19.7,15.87
TAP_A03,008a,,,726816.65778132,9654305.5552476,O,12.4,False,,,20151209.0,13.1,False,20180904,2,12.88,12.52,local_fit,0.233,observed,1.0,13.33,12.68
TAP_A03,008b,Ormosia amazonica,Fabaceae,726838.00425104,9654321.4167312,O,15.8,False,,,20151209.0,48.5,False,20180904,2,28.84,14.16,local_fit,5.0,observed,1.0,53.5,14.86
TAP_A03,009a,Sextonia rubra,Lauraceae,726817.431129088,9654309.10491584,O,25.9,False,,,20151209.0,28.0,False,20180904,2,21.23,18.18,local_fit,0.7,observed,1.0,28.7,18.45
TAP_A03,009b,Licania octandra,Chrysobalanaceae,726838.7261735759,9654328.204481682,O,14.0,False,,,20151209.0,14.6,False,20180904,2,13.89,13.32,local_fit,0.2,observed,1.0,14.8,13.44
TAP_A03,010a,Inga thibaudiana,Fabaceae,726818.6310296318,9654311.51618976,O,17.6,False,,,20151209.0,18.0,False,20180904,2,16.01,14.95,local_fit,0.133,observed,1.0,18.13,15.02
TAP_A03,010b,,,726832.02668,9654323.54862,O,52.6,True,19.34,22.27,20151209.0,,True,20180904,2,,22.27,measured,0.333,site_median,1.0,,
