tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,dead,type,plot_id,htot_feldpausch
45,Eschweilera coriacea,Lecythidaceae,798679.9374,9728390.393,12.1,False,O,3,12.18
46,Nectandra cuspidata,Lauraceae,798682.3775,9728392.153,19.4,False,O,3,16.83
47,Hymenaea parvifolia,Fabaceae,798677.0532,9728391.564,11.0,False,O,3,11.38
48,Hymenaea parvifolia,Fabaceae,798677.0144,9728391.367,23.1,False,O,3,18.84
49,Euterpe oleracea,Arecaceae,798679.6462,9728368.67,14.0,False,P,3,13.49
50,Guatteria schomburgkiana,Annonaceae,798677.9509,9728365.803,11.4,False,O,3,11.67
51,Pourouma minor,Urticaceae,798677.3481,9728355.378,13.9,False,O,3,13.42
52,Virola michelii,Myristicaceae,798673.8457,9728355.428,13.0,False,O,3,12.81
53,Euterpe oleracea,Arecaceae,798675.0785,9728347.335,12.5,False,P,3,12.46
54,Euterpe oleracea,Arecaceae,798675.0582,9728347.238,10.4,False,P,3,10.93
55,Euterpe oleracea,Arecaceae,798674.9417,9728347.141,10.0,False,P,3,10.62
56,Euterpe oleracea,Arecaceae,798674.7441,9728346.655,10.0,False,P,3,10.62
57,Ormosia flava,Fabaceae,798654.4209,9728349.066,10.4,False,O,3,10.93
58,Virola michelii,Myristicaceae,798671.6262,9728349.274,16.4,False,O,3,15.04
1,Neea oppositifolia,Nyctaginaceae,798680.4107,9728351.964,12.6,False,O,3,12.53
2,Pourouma minor,Urticaceae,798681.8042,9728357.913,16.0,False,O,3,14.79
3,Tapirira guianensis,Anacardiaceae,798688.5044,9728355.501,23.4,False,O,3,18.99
4,Inga alba,Fabaceae,798689.3456,9728354.922,22.7,False,O,3,18.63
5,Inga alba,Fabaceae,798689.1255,9728353.982,46.4,False,O,3,28.2
6,,,798684.2893,9728362.954,22.5,False,O,3,18.53
7,Banara guianensis,Salicaceae,798684.3877,9728362.951,11.0,False,O,3,11.38
8,Cassia fastuosa,Fabaceae,798693.0639,9728366.545,26.8,False,O,3,20.67
9,Inga thibaudiana,Fabaceae,798693.2853,9728367.483,18.2,False,O,3,16.13
10,Inga thibaudiana,Fabaceae,798693.3075,9728367.577,17.4,False,O,3,15.65
11,Guatteria schomburgkiana,Annonaceae,798691.4366,9728368.136,10.7,False,O,3,11.15
12,Pourouma minor,Urticaceae,798681.0399,9728369.584,20.0,False,O,3,17.17
13,,,798687.4328,9728377.205,11.1,False,O,3,11.45
14,Inga alba,Fabaceae,798694.4526,9728376.745,40.4,False,O,3,26.21
15,,,798696.2801,9728375.864,11.2,False,O,3,11.53
16,Euterpe oleracea,Arecaceae,798693.6686,9728377.753,11.2,False,P,3,11.53
17,Guatteria schomburgkiana,Annonaceae,798692.7514,9728378.199,12.1,False,O,3,12.18
18,Euterpe oleracea,Arecaceae,798692.4819,9728381.489,12.3,False,P,3,12.32
19,Euterpe oleracea,Arecaceae,798692.59,9728381.963,11.0,False,P,3,11.38
20,Diplotropis sp.,Fabaceae,798688.2977,9728381.126,10.8,False,O,3,11.23
21,Banara guianensis,Salicaceae,798685.004,9728380.099,11.1,False,O,3,11.45
22,Ormosia coccinea,Fabaceae,798684.2855,9728381.522,13.7,False,O,3,13.29
23,,,798683.4993,9728381.679,23.7,True,O,3,19.15
24,Ormosia coccinea,Fabaceae,798687.9185,9728384.077,14.9,False,O,3,14.08
25,Ormosia coccinea,Fabaceae,798687.8976,9728383.981,16.8,False,O,3,15.29
26,Ormosia coccinea,Fabaceae,798688.1,9728383.965,14.2,False,O,3,13.62
27,Cecropia palmata,Urticaceae,798685.7668,9728388.474,14.2,False,O,3,13.62
28,Banara guianensis,Salicaceae,798709.9297,9728389.294,10.3,False,O,3,10.85
29,Pouteria venosa,Sapotaceae,798708.7143,9728382.584,14.6,False,O,3,13.89
30,Ocotea canaliculata,Lauraceae,798705.5884,9728384.528,16.2,False,O,3,14.91
31,Neea oppositifolia,Nyctaginaceae,798698.2402,9728384.102,10.2,False,O,3,10.78
32,Luehea speciosa,Malvaceae,798698.7606,9728381.964,17.9,False,O,3,15.95
33,,,798697.9764,9728378.696,11.8,False,O,3,11.96
34,Xylopia nitida,Annonaceae,798706.7752,9728375.102,10.6,False,O,3,11.08
35,Aspidosperma parvifolium,Apocynaceae,798703.4315,9728371.957,12.8,False,O,3,12.67
36,,,798695.1886,9728371.278,16.6,False,O,3,15.16
37,Inga thibaudiana,Fabaceae,798700.3538,9728367.732,12.5,False,O,3,12.46
38,Guatteria schomburgkiana,Annonaceae,798702.8571,9728365.765,13.8,False,O,3,13.36
39,,,798701.0279,9728358.622,35.5,True,O,3,24.4
40,,,798697.4944,9728356.292,12.6,False,O,3,12.53
41,Pouteria guianensis,Sapotaceae,798697.1276,9728356.391,15.8,False,O,3,14.66
42,Tapirira guianensis,Anacardiaceae,798695.1121,9728354.564,29.9,False,O,3,22.09
43,Lacunaria jenmanii,Ochnaceae,798694.4669,9728353.921,10.2,False,O,3,10.78
44,Inga thibaudiana,Fabaceae,798697.4022,9728352.041,14.7,False,O,3,13.95
45,Croton matourensis,Euphorbiaceae,798693.8126,9728349.28,29.5,False,O,3,21.91
46,Croton matourensis,Euphorbiaceae,798689.8427,9728348.811,36.0,False,O,3,24.6
47,Lecythis lurida,Lecythidaceae,798694.6167,9728348.633,10.8,False,O,3,11.23
48,Banara guianensis,Salicaceae,798694.3187,9728347.43,14.5,False,O,3,13.82
1,Talisia longifolia,Sapindaceae,799886.7292,9726898.763,13.5,False,O,4,13.15
2,Tapirira guianensis,Anacardiaceae,799885.3109,9726898.929,7.4,False,O,4,8.51
3,Goupia glabra,Goupiaceae,799888.9231,9726902.647,21.4,False,O,4,17.94
4,Protium paniculatum,Burseraceae,799894.8701,9726901.336,23.3,False,O,4,18.94
5,Guatteria schomburgkiana,Annonaceae,799884.7364,9726902.683,17.9,False,O,4,15.95
6,Tetragastris altissima,Burseraceae,799884.9775,9726904.794,15.8,False,O,4,14.66
7,Lacunaria jenmanii,Ochnaceae,799885.8621,9726902.015,5.2,False,O,4,6.52
8,Strychnos subcordata,Loganiaceae,799886.4161,9726905.1,5.4,False,O,4,6.71
9,Virola michelii,Myristicaceae,799890.0744,9726899.706,12.7,False,O,4,12.6
10,Astronium gracile,Anacardiaceae,799889.4634,9726911.706,24.1,False,O,4,19.35
11,Nectandra cuspidata,Lauraceae,799896.2516,9726913.85,13.5,False,O,4,13.15
12,Pseudopiptadenia suaveolens,Fabaceae,799891.4753,9726914.804,11.9,False,O,4,12.03
13,Rinorea guianensis,Violaceae,799887.5499,9726911.934,9.0,False,O,4,9.84
14,Rinorea guianensis,Violaceae,799887.6486,9726912.037,10.3,False,O,4,10.85
15,Licania heteromorpha,Chrysobalanaceae,799887.5924,9726913.552,7.9,False,O,4,8.94
16,Guatteria schomburgkiana,Annonaceae,799888.7114,9726919.336,6.8,False,O,4,7.99
17,Nectandra cuspidata,Lauraceae,799887.8353,9726922.783,5.8,False,O,4,7.09
18,Lecythis idatimon,Lecythidaceae,799888.8616,9726924.853,9.2,False,O,4,10.0
19,,,799886.4154,9726924.197,8.1,False,O,4,9.1
20,Pterocarpus sp.,Fabaceae,799887.0496,9726930.04,20.5,False,O,4,17.45
21,Guatteria schomburgkiana,Annonaceae,799889.8321,9726931.759,13.5,False,O,4,13.15
22,Inga sp.,Fabaceae,799891.498,9726931.879,15.7,False,O,4,14.6
23,Tapirira guianensis,Anacardiaceae,799885.5954,9726930.505,5.3,False,O,4,6.62
24,Euterpe oleracea,Arecaceae,799888.1183,9726933.536,8.4,False,P,4,9.35
25,Euterpe oleracea,Arecaceae,799887.1704,9726934.799,8.6,False,P,4,9.52
26,,,799885.9933,9726934.811,8.1,False,O,4,9.1
27,Euterpe oleracea,Arecaceae,799888.1934,9726936.391,5.5,False,P,4,6.81
28,Euterpe oleracea,Arecaceae,799889.8798,9726936.984,10.9,False,P,4,11.3
29,Euterpe oleracea,Arecaceae,799889.8825,9726937.079,5.3,False,P,4,6.62
30,Euterpe oleracea,Arecaceae,799889.9863,9726937.276,5.6,False,P,4,6.9
31,Euterpe oleracea,Arecaceae,799889.7867,9726937.167,5.0,False,P,4,6.33
32,Tachigali myrmecophila,Fabaceae,799891.1185,9726935.647,11.0,False,O,4,11.38
33,Virola michelii,Myristicaceae,799891.3235,9726935.946,12.2,False,O,4,12.25
34,Protium hebetatum,Burseraceae,799895.1452,9726938.773,28.8,False,O,4,21.59
35,Himatanthus sucuuba,Apocynaceae,799895.2074,9726940.672,35.5,False,O,4,24.4
36,Brosimum rubescens,Moraceae,799890.2421,9726939.382,17.8,False,O,4,15.89
37,Sacoglottis guianensis,Humiriaceae,799889.2553,9726939.314,10.1,False,O,4,10.7
38,Banara guianensis,Salicaceae,799887.2454,9726937.75,11.1,False,O,4,11.45
39,Banara guianensis,Salicaceae,799887.3518,9726941.938,9.7,False,O,4,10.39
40,Lecythis lurida,Lecythidaceae,799886.4661,9726942.068,10.0,False,O,4,10.62
41,,,799886.6734,9726942.462,11.6,False,O,4,11.82
42,Cordia scabrifolia,Boraginaceae,799888.183,9726943.514,21.0,False,O,4,17.72
43,Lecythis lurida,Lecythidaceae,799889.4366,9726945.973,14.0,False,O,4,13.49
44,Protium hebetatum,Burseraceae,799899.1581,9726940.944,31.5,False,O,4,22.78
45,Guatteria schomburgkiana,Annonaceae,799899.2616,9726943.79,32.1,False,O,4,23.03
46,Jacaranda copaia,Bignoniaceae,799902.1954,9726943.043,12.6,False,O,4,12.53
47,Banara guianensis,Salicaceae,799903.1278,9726941.689,11.0,False,O,4,11.38
48,Tapirira guianensis,Anacardiaceae,799905.2826,9726946.087,14.3,False,O,4,13.69
49,Eschweilera coriacea,Lecythidaceae,799909.2506,9726946.353,22.0,False,O,4,18.26
50,Brosimum rubescens,Moraceae,799909.1083,9726945.4,21.0,False,O,4,17.72
51,Brosimum rubescens,Moraceae,799909.1988,9726945.218,11.0,False,O,4,11.38
52,Brosimum rubescens,Moraceae,799909.1945,9726945.123,12.7,False,O,4,12.6
53,Brosimum rubescens,Moraceae,799910.0951,9726945.373,10.8,False,O,4,11.23
54,Nectandra cuspidata,Lauraceae,799908.0431,9726941.46,32.0,False,O,4,22.99
55,Nectandra cuspidata,Lauraceae,799908.0346,9726941.271,45.0,False,O,4,27.76
56,Nectandra cuspidata,Lauraceae,799908.022,9726940.987,46.0,False,O,4,28.07
57,Banara guianensis,Salicaceae,799905.9301,9726938.105,13.9,False,O,4,13.42
58,Tapirira guianensis,Anacardiaceae,799908.8496,9726937.555,10.6,False,O,4,11.08
59,Licania octandra,Chrysobalanaceae,799909.2041,9726936.731,18.4,False,O,4,16.25
60,Ormosia coccinea,Fabaceae,799907.7938,9726935.877,13.5,False,O,4,13.15
61,Tapirira guianensis,Anacardiaceae,799904.8264,9726935.195,19.4,False,O,4,16.83
62,Eschweilera coriacea,Lecythidaceae,799901.8059,9726933.09,12.8,False,O,4,12.67
63,Bertholletia excelsa,Lecythidaceae,799904.6637,9726931.312,60.5,False,O,4,32.06
64,Brosimum rubescens,Moraceae,799900.5176,9726924.961,11.9,False,O,4,12.03
65,Cordia scabrifolia,Boraginaceae,799900.7,9726922.138,19.1,False,O,4,16.65
66,Rinorea guianensis,Violaceae,799908.302,9726925.54,10.0,False,O,4,10.62
67,Tachigali myrmecophila,Fabaceae,799908.9452,9726918.519,20.9,False,O,4,17.67
68,Cordia scabrifolia,Boraginaceae,799901.2681,9726919.346,15.3,False,O,4,14.34
69,Cordia scabrifolia,Boraginaceae,799901.2905,9726917.457,15.2,False,O,4,14.28
70,Guatteria schomburgkiana,Annonaceae,799901.6957,9726917.961,11.5,False,O,4,11.75
71,Apeiba petoumo,Malvaceae,799907.8406,9726915.417,20.4,False,O,4,17.39
72,Apeiba petoumo,Malvaceae,799907.8277,9726915.133,21.4,False,O,4,17.94
73,Annona sp.,Annonaceae,799904.8154,9726912.067,12.3,False,O,4,12.32
74,Ormosia coccinea,Fabaceae,799904.6938,9726909.226,13.6,False,O,4,13.22
75,,,799902.7381,9726908.125,10.0,False,O,4,10.62
76,Banara guianensis,Salicaceae,799907.4526,9726906.902,11.4,False,O,4,11.67
77,Banara guianensis,Salicaceae,799907.7782,9726903.63,15.4,False,O,4,14.41
78,Banara guianensis,Salicaceae,799903.4576,9726902.519,11.5,False,O,4,11.75
79,Virola michelii,Myristicaceae,799902.9893,9726902.669,10.3,False,O,4,10.85
80,Apeiba petoumo,Malvaceae,799902.7909,9726902.464,22.0,False,O,4,18.26
81,Protium hebetatum,Burseraceae,799902.9571,9726937.425,21.1,False,O,4,17.78
82,Ormosia grossa,Fabaceae,799900.6004,9726902.283,11.0,False,O,4,11.38
83,Sterculia pruriens,Malvaceae,799900.5634,9726901.335,10.7,False,O,4,11.15
84,Guatteria schomburgkiana,Annonaceae,799898.9432,9726908.765,17.5,False,O,4,15.71
85,Pourouma villosa,Urticaceae,799898.8371,9726905.92,13.2,False,O,4,12.95
1,Protium hebetatum,Burseraceae,799914.8563,9726902.897,11.0,False,O,4,11.38
2,Lecythis pisonis,Lecythidaceae,799919.5288,9726901.784,10.2,False,O,4,10.78
3,Lecythis pisonis,Lecythidaceae,799919.7189,9726901.799,10.4,False,O,4,10.93
4,Inga thibaudiana,Fabaceae,799916.1134,9726908.638,13.4,False,O,4,13.08
5,Inga thibaudiana,Fabaceae,799916.3048,9726908.654,13.9,False,O,4,13.42
6,Sacoglottis guianensis,Humiriaceae,799915.1514,9726908.467,12.4,False,O,4,12.39
7,Eschweilera coriacea,Lecythidaceae,799915.8669,9726912.941,10.3,False,O,4,10.85
8,Tapirira guianensis,Anacardiaceae,799915.5364,9726915.735,13.4,False,O,4,13.08
9,Tapirira guianensis,Anacardiaceae,799914.5875,9726915.943,47.9,False,O,4,28.66
10,Matayba guianensis,Sapindaceae,799909.7997,9726916.229,20.4,False,O,4,17.39
11,Lecythis lurida,Lecythidaceae,799908.7473,9726914.263,29.0,False,O,4,21.68
12,,,799913.1056,9726924.673,22.1,False,O,4,18.31
13,Guatteria schomburgkiana,Annonaceae,799917.8256,9726922.49,33.0,False,O,4,23.4
14,Lecythis lurida,Lecythidaceae,799917.0595,9726926.191,13.4,False,O,4,13.08
15,Lecythis lurida,Lecythidaceae,799918.1619,9726928.622,21.3,False,O,4,17.88
16,Goupia glabra,Goupiaceae,799921.2015,9726930.817,44.4,False,O,4,27.56
17,Eschweilera coriacea,Lecythidaceae,799918.3946,9726932.867,13.0,False,O,4,12.81
18,Eschweilera coriacea,Lecythidaceae,799918.405,9726933.056,11.0,False,O,4,11.38
19,Apeiba petoumo,Malvaceae,799918.5239,9726935.226,13.1,False,O,4,12.88
20,Xylopia nitida,Annonaceae,799914.4059,9726931.169,15.8,False,O,4,14.66
21,Eschweilera coriacea,Lecythidaceae,799919.4263,9726933.881,14.8,False,O,4,14.02
22,Matayba guianensis,Sapindaceae,799909.6269,9726933.179,13.9,False,O,4,13.42
23,Miconia poeppigii,Melastomataceae,799910.5002,9726935.126,10.7,False,O,4,11.15
24,Lacunaria jenmanii,Ochnaceae,799917.7614,9726939.214,14.6,False,O,4,13.89
25,Swartzia corrugata,Fabaceae,799915.1687,9726946.091,13.4,False,O,4,13.08
26,Guatteria schomburgkiana,Annonaceae,799925.999,9726945.602,15.9,False,O,4,14.73
27,,,799927.92,9726944.795,37.2,False,O,4,25.05
28,Thyrsodium spruceanum,Anacardiaceae,799928.8319,9726946.73,11.9,False,O,4,12.03
29,Inga alba,Fabaceae,799932.6757,9726942.312,55.9,False,O,4,30.91
30,Matayba guianensis,Sapindaceae,799932.8437,9726940.453,16.6,False,O,4,15.16
31,,,799933.5333,9726940.502,29.3,False,O,4,21.82
32,Matayba guianensis,Sapindaceae,799933.9586,9726942.401,14.6,False,O,4,13.89
33,Lecythis lurida,Lecythidaceae,799933.1649,9726935.147,12.5,False,O,4,12.46
34,Couratari stellata,Lecythidaceae,799930.0071,9726931.645,11.9,False,O,4,12.03
35,Matayba guianensis,Sapindaceae,799929.8271,9726928.918,13.3,False,O,4,13.02
36,Inga thibaudiana,Fabaceae,799929.9785,9726928.275,20.4,False,O,4,17.39
37,Pouteria sp.,Sapotaceae,799929.6657,9726926.474,18.5,False,O,4,16.31
38,Inga alba,Fabaceae,799932.0977,9726925.253,56.3,False,O,4,31.01
39,,,799925.3481,9726919.312,21.7,False,O,4,18.1
40,Eschweilera ovata,Lecythidaceae,799924.3819,9726919.237,12.1,False,O,4,12.18
41,Apeiba petoumo,Malvaceae,799922.6177,9726921.915,18.1,False,O,4,16.07
42,Abarema jupunba,Fabaceae,799928.9955,9726916.319,38.5,False,O,4,25.53
43,Talisia longifolia,Sapindaceae,799927.8978,9726914.174,17.9,False,O,4,15.95
44,Goupia glabra,Goupiaceae,799922.2535,9726915.791,14.3,False,O,4,13.69
45,Bertholletia excelsa,Lecythidaceae,799921.2903,9726915.716,20.1,False,O,4,17.22
46,Bertholletia excelsa,Lecythidaceae,799921.3866,9726915.723,14.1,False,O,4,13.56
47,Bertholletia excelsa,Lecythidaceae,799921.4829,9726915.731,21.7,False,O,4,18.1
48,Tetragastris panamensis,Burseraceae,799921.042,9726911.475,28.2,False,O,4,21.32
49,Banara guianensis,Salicaceae,799931.5941,9726912.318,11.9,False,O,4,12.03
50,Goupia glabra,Goupiaceae,799931.1367,9726907.049,17.5,False,O,4,15.71
51,Banara guianensis,Salicaceae,799928.133,9726903.249,13.9,False,O,4,13.42
52,Xylopia nitida,Annonaceae,799925.3864,9726904.706,33.8,False,O,4,23.73
53,Protium hebetatum,Burseraceae,799925.2021,9726901.789,42.9,False,O,4,27.07
1,Pouteria gongrijpii,Sapotaceae,799067.8823,9728426.583,13.3,False,O,5,13.02
2,Neea oppositifolia,Nyctaginaceae,799064.1458,9728430.097,19.0,False,O,5,16.6
3,Neea oppositifolia,Nyctaginaceae,799064.1681,9728431.085,10.6,False,O,5,11.08
4,,,799065.9556,9728428.187,9.0,False,O,5,9.84
5,Stryphnodendron paniculatum,Fabaceae,799065.8526,9728428.183,11.2,False,O,5,11.53
6,Strychnos subcordata,Loganiaceae,799067.446,9728430.796,22.9,False,O,5,18.73
7,Eriotheca globosa,Malvaceae,799069.0186,9728432.713,24.7,False,O,5,19.65
8,Pouteria gongrijpii,Sapotaceae,799066.9668,9728432.552,6.4,False,O,5,7.64
9,Inga thibaudiana,Fabaceae,799064.8867,9728431.108,11.8,False,O,5,11.96
10,Quiina florida,Ochnaceae,799064.9296,9728433.081,12.8,False,O,5,12.67
11,Eschweilera coriacea,Lecythidaceae,799064.8272,9728433.078,7.5,False,O,5,8.6
12,Eschweilera coriacea,Lecythidaceae,799063.9098,9728433.248,6.5,False,O,5,7.72
13,Sterculia pruriens,Malvaceae,799072.14,9728436.234,22.9,False,O,5,18.73
14,Inga alba,Fabaceae,799075.1592,9728432.021,45.3,False,O,5,27.85
15,Stryphnodendron paniculatum,Fabaceae,799073.128,9728433.62,12.6,False,O,5,12.53
16,Anacardium spruceanum,Anacardiaceae,799073.334,9728433.724,12.3,False,O,5,12.32
17,Simaba cedron,Simaroubaceae,799069.0438,9728434.187,11.5,False,O,5,11.75
18,Eschweilera coriacea,Lecythidaceae,799075.2144,9728437.489,21.0,False,O,5,17.72
19,Lecythis idatimon,Lecythidaceae,799067.0547,9728437.081,6.7,False,O,5,7.9
20,Nectandra cuspidata,Lauraceae,799065.0689,9728439.495,8.8,False,O,5,9.68
21,Parkia gigantocarpa,Fabaceae,799065.0689,9728439.495,69.3,False,O,5,34.01
22,,,799065.0903,9728440.482,6.0,False,O,5,7.27
23,Cordia scabrifolia,Boraginaceae,799068.1894,9728443.403,24.6,False,O,5,19.6
24,Apeiba petoumo,Malvaceae,799065.5658,9728443.746,17.4,False,O,5,15.65
25,Inga alba,Fabaceae,799065.1073,9728445.907,17.8,False,O,5,15.89
26,Pseudopiptadenia suaveolens,Fabaceae,799065.2103,9728446.008,6.1,False,O,5,7.36
27,Sterculia pruriens,Malvaceae,799063.9651,9728444.505,7.0,False,O,5,8.17
28,,,799065.0085,9728446.004,6.6,False,O,5,7.81
29,Parkia gigantocarpa,Fabaceae,799064.217,9728446.682,9.6,False,O,5,10.31
30,Inga thibaudiana,Fabaceae,799064.0153,9728446.679,6.3,False,O,5,7.54
31,Licania heteromorpha,Chrysobalanaceae,799066.2783,9728448.883,6.8,False,O,5,7.99
32,Parkia gigantocarpa,Fabaceae,799067.2841,9728448.897,9.5,False,O,5,10.23
33,Apeiba petoumo,Malvaceae,799067.787,9728448.904,7.5,False,O,5,8.6
34,Guatteria schomburgkiana,Annonaceae,799069.3462,9728451.873,14.0,False,O,5,13.49
35,Hymenaea parvifolia,Fabaceae,799070.3485,9728451.884,29.0,False,O,5,21.68
36,Apeiba petoumo,Malvaceae,799068.36,9728452.747,10.6,False,O,5,11.08
37,Guatteria schomburgkiana,Annonaceae,799073.3714,9728453.188,13.4,False,O,5,13.08
38,Talisia longifolia,Sapindaceae,799063.8958,9728454.482,5.3,False,O,5,6.62
39,Byrsonima spicata,Malpighiaceae,799066.4202,9728455.783,6.0,False,O,5,7.27
40,Neea oppositifolia,Nyctaginaceae,799066.8292,9728456.279,10.2,False,O,5,10.78
41,Aspidosperma parvifolium,Apocynaceae,799069.2241,9728456.392,11.8,False,O,5,11.96
42,Pouteria gongrijpii,Sapotaceae,799069.4235,9728456.393,28.1,False,O,5,21.28
43,Lecythis idatimon,Lecythidaceae,799076.4322,9728459.751,30.7,False,O,5,22.43
44,Abarema jupunba,Fabaceae,799067.9724,9728458.746,36.9,False,O,5,24.94
45,Aspidosperma parvifolium,Apocynaceae,799067.4791,9728458.941,5.6,False,O,5,6.9
46,Pouteria gongrijpii,Sapotaceae,799064.3591,9728457.251,5.9,False,O,5,7.18
47,Apeiba petoumo,Malvaceae,799071.4812,9728460.719,12.4,False,O,5,12.39
48,Cecropia palmata,Urticaceae,799070.5675,9728465.625,19.9,False,O,5,17.11
49,Helicostylis sp.,Moraceae,799067.5632,9728463.273,11.0,False,O,5,11.38
50,Pouteria retinervis,Sapotaceae,799065.9537,9728466.629,6.8,False,O,5,7.99
51,Apeiba petoumo,Malvaceae,799071.6203,9728470.132,21.0,False,O,5,17.72
52,Pouteria gongrijpii,Sapotaceae,799071.6406,9728471.505,10.1,False,O,5,10.7
53,Tetragastris panamensis,Burseraceae,799070.6739,9728472.3,11.2,False,O,5,11.53
54,Sagotia racemosa,Euphorbiaceae,799066.7446,9728471.555,10.0,False,O,5,10.62
55,Neea oppositifolia,Nyctaginaceae,799067.0583,9728472.537,12.1,False,O,5,12.18
56,Eschweilera coriacea,Lecythidaceae,799064.872,9728475.328,16.4,False,O,5,15.04
57,Apeiba petoumo,Malvaceae,799069.741,9728474.964,21.4,False,O,5,17.94
58,Apeiba petoumo,Malvaceae,799078.5077,9728473.381,13.8,False,O,5,13.36
59,Apeiba petoumo,Malvaceae,799080.4672,9728474.717,11.1,False,O,5,11.45
60,Parkia paraensis,Fabaceae,799083.3924,9728473.805,18.0,False,O,5,16.01
61,Xylopia nitida,Annonaceae,799086.3282,9728471.451,16.8,False,O,5,15.29
62,Sapium marmieri,Euphorbiaceae,799086.3343,9728469.425,18.6,False,O,5,16.36
63,Tachigali myrmecophila,Fabaceae,799082.41,9728470.426,14.7,False,O,5,13.95
64,Apeiba petoumo,Malvaceae,799077.5112,9728470.86,21.7,False,O,5,18.1
65,Tetragastris panamensis,Burseraceae,799077.4856,9728467.548,16.6,False,O,5,15.16
66,Apeiba petoumo,Malvaceae,799081.4209,9728467.525,16.2,False,O,5,14.91
67,,,799080.4269,9728465.103,21.3,False,O,5,17.88
68,Abarema jupunba,Fabaceae,799084.3737,9728465.186,12.9,False,O,5,12.74
69,Diospyros guianensis,Ebenaceae,799087.3295,9728466.14,20.7,False,O,5,17.56
70,Cordia scabrifolia,Boraginaceae,799086.3573,9728461.706,18.4,False,O,5,16.25
71,Apeiba petoumo,Malvaceae,799083.3856,9728462.673,11.2,False,O,5,11.53
72,,,799081.4078,9728463.159,35.6,True,O,5,24.44
73,Guatteria schomburgkiana,Annonaceae,799082.3918,9728460.348,14.0,False,O,5,13.49
74,Tetragastris panamensis,Burseraceae,799079.4036,9728458.301,12.4,False,O,5,12.39
75,Parkia gigantocarpa,Fabaceae,799081.3889,9728456.854,22.5,False,O,5,18.53
76,Apeiba petoumo,Malvaceae,799087.8513,9728460.069,16.2,False,O,5,14.91
77,Apeiba petoumo,Malvaceae,799087.3602,9728458.815,16.1,False,O,5,14.85
78,Abarema jupunba,Fabaceae,799086.3889,9728451.093,12.7,False,O,5,12.6
79,Parkia gigantocarpa,Fabaceae,799085.3854,9728451.081,14.7,False,O,5,13.95
80,Ormosia flava,Fabaceae,799083.3777,9728449.799,20.0,False,O,5,17.17
81,Apeiba petoumo,Malvaceae,799081.3627,9728448.123,13.9,False,O,5,13.42
82,Cordia scabrifolia,Boraginaceae,799079.3644,9728451.01,13.9,False,O,5,13.42
83,Guatteria schomburgkiana,Annonaceae,799077.3499,9728450.011,15.1,False,O,5,14.21
84,Tapirira guianensis,Anacardiaceae,799076.3217,9728447.365,20.7,False,O,5,17.56
85,Apeiba petoumo,Malvaceae,799073.2704,9728445.068,15.0,False,O,5,14.15
86,Apeiba petoumo,Malvaceae,799075.2794,9728443.932,12.9,False,O,5,12.74
87,Tachigali myrmecophila,Fabaceae,799080.3476,9728446.166,25.7,False,O,5,20.14
88,Apeiba petoumo,Malvaceae,799078.3226,9728445.158,12.0,False,O,5,12.11
89,Apeiba petoumo,Malvaceae,799084.385,9728445.751,19.0,False,O,5,16.6
90,Sapium marmieri,Euphorbiaceae,799087.4231,9728443.78,19.0,False,O,5,16.6
91,Parkia gigantocarpa,Fabaceae,799087.4417,9728439.346,11.3,False,O,5,11.6
92,Parkia gigantocarpa,Fabaceae,799077.282,9728441.243,14.2,False,O,5,13.62
93,Vismia floribunda,Hypericaceae,799079.2913,9728437.399,15.4,False,O,5,14.41
94,Diplotropis sp.,Fabaceae,799083.3695,9728436.537,19.2,False,O,5,16.71
95,Hymenaea courbaril,Fabaceae,799083.0623,9728435.561,20.2,False,O,5,17.28
96,Rinorea guianensis,Violaceae,799081.3161,9728432.602,17.9,False,O,5,15.95
97,Parkia gigantocarpa,Fabaceae,799088.5024,9728431.38,118.7,False,O,5,41.0
98,Strychnos subcordata,Loganiaceae,799088.1118,9728427.225,25.7,False,O,5,20.14
99,,,799085.4276,9728427.417,12.6,False,O,5,12.53
1,Neea oppositifolia,Nyctaginaceae,799089.5436,9728429.297,11.2,False,O,5,11.53
2,Hymenaea courbaril,Fabaceae,799094.7034,9728428.614,19.2,False,O,5,16.71
3,Eschweilera coriacea,Lecythidaceae,799092.6084,9728431.801,25.7,False,O,5,20.14
4,Rinorea guianensis,Violaceae,799092.5907,9728433.526,18.7,False,O,5,16.42
5,Manilkara bidentata,Sapotaceae,799093.6001,9728434.898,26.0,False,O,5,20.29
6,Neea oppositifolia,Nyctaginaceae,799092.5396,9728438.511,30.6,False,O,5,22.39
7,Rinorea guianensis,Violaceae,799090.5306,9728434.809,10.1,False,O,5,10.7
8,Sterculia pruriens,Malvaceae,799089.2789,9728438.525,25.7,False,O,5,20.14
9,,,799089.2783,9728438.621,26.4,False,O,5,20.48
10,Guatteria schomburgkiana,Annonaceae,799091.4584,9728445.395,13.8,False,O,5,13.36
11,Luehea speciosa,Malvaceae,799101.6034,9728443.678,22.1,False,O,5,18.31
12,Trattinnickia burserifolia,Burseraceae,799098.5484,9728444.569,10.9,False,O,5,11.3
13,Apeiba petoumo,Malvaceae,799098.54,9728445.046,16.5,False,O,5,15.1
14,Sapium marmieri,Euphorbiaceae,799102.5691,9728445.784,14.6,False,O,5,13.89
