tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,dead,type,plot_id,htot_feldpausch
25,Euterpe oleracea,Arecaceae,798664.024,9728376.8,13.8,False,P,3,13.36
26,Euterpe oleracea,Arecaceae,798664.0601,9728377.001,14.4,False,P,3,13.76
27,Euterpe oleracea,Arecaceae,798664.1144,9728377.304,14.8,False,P,3,14.02
28,Euterpe oleracea,Arecaceae,798663.1313,9728377.467,14.0,False,P,3,13.49
29,Euterpe oleracea,Arecaceae,798659.1791,9728378.024,13.0,False,P,3,12.81
30,Croton matourensis,Euphorbiaceae,798656.9258,9728374.857,9.0,False,O,3,9.84
31,Croton matourensis,Euphorbiaceae,798661.5858,9728386.1,20.8,False,O,3,17.61
32,Pourouma villosa,Urticaceae,798676.5313,9728383.697,18.1,False,O,3,16.07
33,Lecythis pisonis,Lecythidaceae,798670.4453,9728348.195,11.8,False,O,3,11.96
34,Inga alba,Fabaceae,798675.8284,9728380.157,14.5,False,O,3,13.82
35,Inga alba,Fabaceae,798679.1044,9728381.214,14.1,False,O,3,13.56
36,Euterpe oleracea,Arecaceae,798678.3874,9728377.698,12.1,False,P,3,12.18
37,Euterpe oleracea,Arecaceae,798681.822,9728379.539,12.1,False,P,3,12.18
38,Guatteria schomburgkiana,Annonaceae,798683.2976,9728381.694,11.0,False,O,3,11.38
39,Euterpe oleracea,Arecaceae,798677.5614,9728383.717,11.5,False,P,3,11.75
40,Banara guianensis,Salicaceae,798676.6875,9728384.484,14.2,False,O,3,13.62
41,Eschweilera coriacea,Lecythidaceae,798677.3319,9728387.73,20.4,False,O,3,17.39
42,Eschweilera coriacea,Lecythidaceae,798677.1288,9728387.747,10.2,False,O,3,10.78
43,Cordia scabrifolia,Boraginaceae,798679.1458,9728386.477,27.8,False,O,3,21.14
44,Vismia guianensis,Hypericaceae,798680.1801,9728386.489,15.1,False,O,3,14.21
