site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh_2009,type_2009,dead_2009,hcom_2009,htot_2009,dbh_2011,type_2011,dead_2011,hcom_2011,htot_2011,plot_id
DUC_A01,1201,,,173090.0398,9674513.99,30.9,O,True,,1.71,30.9,O,True,0.0,1.55,T01
DUC_A01,1202,Protium heptaphyllum,Burseraceae,173088.3426,9674525.987,11.6,O,False,11.43,16.62,11.7,O,False,6.76,9.73,T01
DUC_A01,1203,Byrsonima crispa,Malpighiaceae,173088.0836,9674526.57,46.0,O,False,26.84,33.04,47.5,O,False,26.4,31.46,T01
DUC_A01,1204,Chrysophyllum sanguinolentum,Sapotaceae,173087.8804,9674535.674,17.6,O,False,5.89,16.26,17.8,O,False,5.79,16.23,T01
DUC_A01,1205,Stryphnodendron pulcherrimum,Fabaceae,173087.1605,9674542.902,28.1,O,False,36.95,45.33,28.1,O,False,22.12,29.89,T01
DUC_A01,1206,Protium heptaphyllum,Burseraceae,173087.1796,9674544.729,19.0,O,False,17.33,23.89,19.2,O,False,13.94,21.91,T01
DUC_A01,1207,Lecythis idatimon,Lecythidaceae,173086.6616,9674545.894,15.8,O,False,19.78,23.9,16.3,O,False,12.22,14.05,T01
DUC_A01,1208,Sloanea guianensis,Elaeocarpaceae,173085.3461,9674550.021,6.1,O,False,6.55,10.98,6.3,O,False,7.0,11.06,T01
DUC_A01,1655,Mauritia flexuosa,Arecaceae,173147.9612,9674122.426,31.0,P,False,29.87,36.23,30.0,P,False,23.94,34.1,T01
DUC_A01,1209,,,175118.4452,9674398.987,8.6,L,False,,,9.5,L,False,,,T02
DUC_A01,1210,Sterculia pruriens,Malvaceae,175120.02,9674399.27,29.7,O,False,22.01,25.26,29.9,O,False,17.89,20.4,T02
DUC_A01,1213,,,175117.2429,9674405.682,6.6,O,False,5.59,8.54,6.7,O,True,3.31,5.89,T02
DUC_A01,1218,Aspidosperma excelsum,Apocynaceae,175114.1042,9674423.723,9.5,O,False,6.78,9.67,9.6,O,False,6.8,9.61,T02
DUC_A01,1220,Pouteria reticulata,Sapotaceae,175114.2917,9674431.73,20.8,O,False,15.97,24.93,21.2,O,False,15.15,26.75,T02
DUC_A01,1221,Sagotia racemosa,Euphorbiaceae,175111.7351,9674440.307,12.0,O,False,12.04,13.71,12.2,O,False,9.53,15.48,T02
DUC_A01,1222,Chrysophyllum sanguinolentum,Sapotaceae,175111.0758,9674442.846,16.4,O,False,6.75,14.87,16.8,O,False,7.94,15.71,T02
DUC_A01,1224,,,175111.0011,9674444.959,12.0,O,False,12.3,13.56,12.1,O,False,12.03,14.94,T02
DUC_A01,1226,Pouteria sp.,Sapotaceae,175109.4254,9674462.218,35.0,O,False,40.29,47.31,35.5,O,False,20.21,26.36,T02
DUC_A01,1227,,,175106.1502,9674468.008,6.9,L,False,,,7.6,L,False,,,T02
DUC_A01,1228,Virola michelii,Myristicaceae,175106.2486,9674468.026,22.5,O,False,22.83,25.55,22.9,O,False,25.65,29.16,T02
DUC_A01,1229,Pouteria gongrijpii,Sapotaceae,175106.3529,9674468.576,10.0,O,False,22.63,25.33,10.2,O,False,21.28,24.17,T02
DUC_A01,1230,Theobroma glaucum,Malvaceae,175106.2605,9674469.091,11.4,O,False,12.33,23.67,11.5,O,False,10.31,14.26,T02
DUC_A01,1231,Eschweilera coriacea,Lecythidaceae,175108.184,9674474.221,46.8,O,False,21.78,30.76,47.0,O,False,21.09,28.2,T02
DUC_A01,1233,Helicostylis sp.,Moraceae,175105.4331,9674482.267,21.0,O,False,17.83,22.39,21.3,O,False,21.5,26.77,T02
DUC_A01,1234,,,175104.56,9674483.293,15.5,O,False,23.51,27.92,15.8,O,False,23.54,27.82,T02
DUC_A01,1235,Pouteria gongrijpii,Sapotaceae,175102.9357,9674487.114,5.7,O,False,3.76,10.29,5.8,O,False,6.03,10.44,T02
DUC_A01,1236,Lecythis idatimon,Lecythidaceae,175102.8836,9674490.603,15.9,O,False,16.81,21.09,16.3,O,False,18.81,22.96,T02
DUC_A01,1237,Protium heptaphyllum,Burseraceae,175101.6621,9674495.071,5.3,O,False,8.1,13.22,5.5,O,False,6.61,11.4,T02
DUC_A01,1238,Helicostylis sp.,Moraceae,175103.85,9674496.587,48.7,O,False,21.49,26.73,49.2,O,False,22.77,27.91,T02
DUC_A01,1239,Pourouma villosa,Urticaceae,175101.9972,9674498.04,19.1,O,False,8.64,15.36,23.3,O,False,17.21,20.23,T02
DUC_A01,1240,Annona sp.,Annonaceae,175100.9344,9674499.618,5.2,O,False,8.77,18.13,5.9,O,False,8.11,12.91,T02
DUC_A01,1241,Protium heptaphyllum,Burseraceae,175101.9296,9674500.361,20.4,O,False,15.3,19.84,20.6,O,False,16.98,19.4,T02
DUC_A01,1242,Mouriri collocarpa,Melastomataceae,175101.1629,9674501.987,10.1,O,False,10.07,11.52,10.4,O,False,10.0,12.3,T02
DUC_A01,1243,Brosimum rubescens,Moraceae,175103.6626,9674504.719,65.6,O,False,32.38,37.6,66.8,O,False,29.2,38.08,T02
DUC_A01,1248,Annona crassiflora,Annonaceae,175092.1023,9674554.167,12.3,O,False,3.09,14.49,12.7,O,False,0.0,2.26,T02
DUC_A01,1250,Qualea paraensis,Vochysiaceae,175090.8365,9674562.709,9.5,O,False,9.29,12.89,9.8,O,False,7.98,14.56,T02
DUC_A01,1251,Protium heptaphyllum,Burseraceae,175089.7759,9674571.866,16.7,O,False,,11.78,17.5,O,False,,20.01,T02
DUC_A01,1253,Pouteria gongrijpii,Sapotaceae,175090.3839,9674573.129,20.1,O,False,14.72,16.49,20.2,O,False,14.48,19.51,T02
DUC_A01,1255,Virola michelii,Myristicaceae,175087.4959,9674582.07,9.7,O,False,11.46,15.09,10.2,O,False,10.3,15.68,T02
DUC_A01,1256,Symphonia globulifera,Clusiaceae,175088.9526,9674584.112,27.4,O,False,16.54,20.43,28.0,O,False,13.95,18.09,T02
DUC_A01,1257,Inga marginata,Fabaceae,175086.4365,9674588.98,33.7,O,False,13.15,21.21,34.7,O,False,13.17,21.19,T02
DUC_A01,1259,,,175086.7922,9674592.596,19.7,O,False,17.33,20.73,19.9,O,False,17.53,23.52,T02
DUC_A01,1260,Ormosia grossa,Fabaceae,175085.1678,9674597.035,15.2,O,False,13.52,16.3,15.3,O,False,3.99,9.52,T02
DUC_A01,1261,Protium heptaphyllum,Burseraceae,175085.1615,9674597.626,12.8,O,False,9.69,11.76,12.8,O,False,1.2,4.84,T02
DUC_A01,1262,Abarema cochleata,Fabaceae,175084.565,9674598.109,19.9,O,False,16.07,19.73,20.1,O,False,17.83,22.91,T02
DUC_A01,1263,Tapirira guianensis,Anacardiaceae,175083.6039,9674605.037,24.1,O,False,14.03,17.51,24.9,O,False,15.96,18.48,T02
DUC_A01,1264,Strychnos subcordata,Loganiaceae,175080.6856,9674619.894,7.8,O,False,6.93,12.01,8.0,O,False,6.62,11.5,T02
DUC_A01,1265,Couratari stellata,Lecythidaceae,175081.1648,9674621.165,64.3,O,False,19.97,30.72,64.5,O,False,18.25,28.43,T02
DUC_A01,1267,Hevea brasiliensis,Euphorbiaceae,175079.1091,9674629.077,32.8,O,False,19.01,25.66,32.9,O,False,19.81,30.26,T02
DUC_A01,1268,Alibertia edulis,Rubiaceae,175078.278,9674633.069,9.1,O,False,5.66,11.34,9.5,O,False,5.72,10.69,T02
DUC_A01,1269,Copaifera reticulata,Fabaceae,175077.2501,9674637.025,48.7,O,False,14.64,20.12,49.0,O,False,16.99,25.47,T02
DUC_A01,1270,Eperua bijuga,Fabaceae,175076.8251,9674639.907,7.1,O,False,3.93,11.09,7.3,O,False,7.86,12.12,T02
DUC_A01,1271,Protium heptaphyllum,Burseraceae,175077.9009,9674640.695,24.0,O,False,19.67,25.32,24.4,O,False,21.71,25.46,T02
DUC_A01,1272,Minquartia guianensis,Olacaceae,175077.3901,9674642.378,51.1,O,False,16.11,19.85,51.7,O,False,21.53,29.16,T02
DUC_A01,1273,Strychnos subcordata,Loganiaceae,175076.4669,9674645.761,16.6,O,False,11.13,16.14,16.7,O,False,5.66,15.15,T02
DUC_A01,1274,Guarea guidonia,Meliaceae,175075.8199,9674650.97,18.2,O,False,8.34,12.53,18.4,O,False,9.81,18.41,T02
DUC_A01,1275,Licania canescens,Chrysobalanaceae,175075.1124,9674652.617,7.5,O,False,8.59,13.18,8.2,O,False,14.65,13.59,T02
DUC_A01,1276,Manilkara bidentata,Sapotaceae,175074.2497,9674659.562,34.2,O,False,26.14,30.91,34.9,O,False,25.69,32.78,T02
DUC_A01,1277,Parkia sp.,Fabaceae,175072.8826,9674667.6,22.4,O,False,11.8,18.21,24.2,O,False,15.93,20.21,T02
DUC_A01,1278,,,175071.0352,9674675.026,12.6,O,True,,2.31,12.6,O,True,,13.9,T02
DUC_A01,1279,Guarea guidonia,Meliaceae,175070.2286,9674679.73,7.9,O,False,9.9,11.83,8.2,O,False,10.29,12.85,T02
DUC_A01,1280,Helicostylis sp.,Moraceae,175072.5553,9674683.095,32.0,O,False,20.91,24.78,32.0,O,False,17.64,26.96,T02
DUC_A01,1281,Eschweilera coriacea,Lecythidaceae,175071.5768,9674683.552,71.1,O,False,24.91,29.97,71.3,O,False,21.64,34.76,T02
DUC_A01,1282,Caryocar glabrum,Caryocaraceae,175075.5534,9674685.354,82.9,O,False,23.11,32.84,82.5,O,False,20.04,34.29,T02
DUC_A01,1283,Tovomita sp.,Clusiaceae,175071.4103,9674685.336,31.9,O,False,14.46,24.36,32.4,O,False,12.17,28.01,T02
DUC_A01,1284,Tovomita sp.,Clusiaceae,175069.3544,9674686.234,10.4,O,False,7.91,12.1,10.7,O,False,8.5,14.49,T02
DUC_A01,1285,Annona sp.,Annonaceae,175069.0109,9674689.199,15.3,O,False,16.88,21.02,15.6,O,False,16.26,25.08,T02
DUC_A01,1286,Protium heptaphyllum,Burseraceae,175067.0334,9674700.363,13.1,O,False,7.14,14.92,13.7,O,False,5.65,16.42,T02
DUC_A01,1288,,,175069.4122,9674706.752,68.8,O,True,,8.6,68.8,O,True,,8.66,T02
DUC_A01,1289,Lecythis idatimon,Lecythidaceae,175065.3112,9674720.613,23.1,O,False,15.57,20.48,23.5,O,False,11.97,21.27,T02
DUC_A01,1290,Lecythis lurida,Lecythidaceae,175063.6925,9674723.99,64.4,O,False,28.81,37.42,64.5,O,False,22.03,32.67,T02
DUC_A01,1291,Lecythis idatimon,Lecythidaceae,175064.0985,9674724.654,16.2,O,False,23.81,28.96,16.2,O,False,16.52,21.97,T02
DUC_A01,1292,,,175064.9001,9674725.377,29.9,O,False,24.39,33.72,30.0,O,False,25.54,32.1,T02
DUC_A01,1293,,,175063.2919,9674729.358,18.1,L,False,,,18.1,L,False,,,T02
DUC_A01,1294,Eschweilera coriacea,Lecythidaceae,175065.7643,9674729.729,39.0,O,False,20.17,24.7,39.1,O,False,19.5,26.61,T02
DUC_A01,1297,Guarea guidonia,Meliaceae,175061.7358,9674736.363,22.4,O,False,11.54,21.19,22.7,O,False,12.57,19.91,T02
DUC_A01,1298,Pouteria gongrijpii,Sapotaceae,175062.1627,9674738.237,46.5,O,False,23.47,28.57,47.2,O,False,22.85,28.66,T02
DUC_A01,1299,Lecythis idatimon,Lecythidaceae,175063.3444,9674743.843,31.9,O,False,23.49,29.53,32.3,O,False,26.92,31.78,T02
DUC_A01,1300,Guarea guidonia,Meliaceae,175060.0082,9674750.581,24.3,O,False,15.2,16.23,24.4,O,False,17.37,23.1,T02
DUC_A01,1303,Pouteria gongrijpii,Sapotaceae,175059.5972,9674755.345,46.8,O,False,27.99,35.21,47.3,O,False,26.8,36.2,T02
DUC_A01,1304,Eschweilera ovata,Lecythidaceae,175058.5564,9674763.633,18.1,O,False,10.1,10.74,18.2,O,False,1.6,8.45,T02
DUC_A01,1305,Inga marginata,Fabaceae,175057.7861,9674764.724,16.1,O,False,19.97,22.89,16.9,O,False,16.49,19.36,T02
DUC_A01,1306,Diplotropis sp.,Fabaceae,175058.9051,9674770.498,30.8,O,False,22.96,28.85,31.5,O,False,20.19,32.83,T02
DUC_A01,1308,Abarema jupunba,Fabaceae,175052.5232,9674787.413,12.0,O,False,17.79,20.22,12.3,O,False,14.72,18.29,T02
DUC_A01,1309,Poeppigia procera,Fabaceae,175050.5744,9674794.995,17.3,O,False,14.03,17.02,17.4,O,False,14.83,17.85,T02
DUC_A01,1310,Eriotheca globosa,Malvaceae,175049.1277,9674799.247,13.7,O,False,14.23,17.25,13.9,O,False,13.37,18.93,T02
DUC_A01,1311,Eschweilera ovata,Lecythidaceae,175049.0601,9674806.711,17.8,O,False,14.89,16.93,17.8,O,False,14.97,18.75,T02
DUC_A01,1312,Lecythis idatimon,Lecythidaceae,175047.3733,9674806.876,28.7,O,False,20.77,29.99,29.1,O,False,20.19,26.97,T02
DUC_A01,1314,Minquartia guianensis,Olacaceae,175048.0209,9674813.939,59.0,O,False,28.58,34.89,59.0,O,False,24.76,29.16,T02
DUC_A01,1315,Protium paniculatum,Burseraceae,175045.1707,9674820.151,23.0,O,False,22.84,26.12,23.8,O,False,18.85,23.6,T02
DUC_A01,1316,Licania canescens,Chrysobalanaceae,175046.7711,9674824.569,58.2,O,False,21.66,26.44,58.7,O,False,32.55,39.59,T02
DUC_A01,1317,Pouteria macrophylla,Sapotaceae,175042.5957,9674829.882,33.9,O,False,17.15,23.98,34.0,O,False,19.92,23.61,T02
DUC_A01,1318,Eschweilera coriacea,Lecythidaceae,175042.7036,9674834.512,23.7,O,False,10.11,13.59,24.4,O,False,14.1,17.3,T02
DUC_A01,1319,,,175045.4862,9674835.765,67.0,O,True,,8.12,67.0,O,True,,7.91,T02
DUC_A01,1320,,,175042.466,9674836.756,32.7,O,True,,3.35,32.7,O,True,,2.42,T02
DUC_A01,1321,Aspidosperma excelsum,Apocynaceae,175040.8413,9674837.511,17.5,O,False,10.26,18.95,17.7,O,False,14.4,16.45,T02
DUC_A01,1322,Parkia sp.,Fabaceae,175038.8925,9674845.093,8.7,O,False,7.37,8.07,8.9,O,False,7.9,9.23,T02
DUC_A01,1323,Eschweilera coriacea,Lecythidaceae,175036.2905,9674853.667,14.1,O,False,6.8,16.22,14.7,O,False,12.68,15.38,T02
DUC_A01,1324,Protium hebetatum,Burseraceae,175036.026,9674854.754,5.9,O,False,7.34,9.62,6.3,O,False,6.59,10.21,T02
DUC_A01,1326,Buchenavia congesta,Combretaceae,175034.5874,9674857.281,19.2,O,False,15.27,25.63,19.2,O,False,16.66,20.55,T02
DUC_A01,1328,Inga alba,Fabaceae,175034.9546,9674848.163,35.0,O,False,29.47,35.18,36.2,O,False,25.15,29.87,T02
DUC_A01,1329,,,175038.1396,9674839.731,18.8,O,True,,6.49,18.8,O,True,,6.27,T02
DUC_A01,1330,Theobroma glaucum,Malvaceae,175038.8629,9674837.605,10.7,O,False,15.11,16.65,10.9,O,False,12.53,14.69,T02
DUC_A01,1332,Dimorphandra macrostachya,Fabaceae,175039.8401,9674829.787,50.0,O,False,27.64,34.92,50.0,O,False,29.73,34.11,T02
DUC_A01,1333,Protium heptaphyllum,Burseraceae,175041.3056,9674828.417,8.6,O,False,8.58,15.25,9.0,O,False,8.38,15.3,T02
DUC_A01,1335,Guarea guidonia,Meliaceae,175041.94,9674824.543,8.6,O,False,9.5,16.44,8.7,O,False,11.08,15.61,T02
DUC_A01,1336,Eschweilera coriacea,Lecythidaceae,175043.6674,9674815.757,54.6,O,False,23.66,35.06,54.0,O,False,27.17,35.33,T02
DUC_A01,1338,Stryphnodendron paniculatum,Fabaceae,175046.4637,9674807.23,28.7,O,False,26.56,30.27,29.7,O,False,23.58,32.7,T02
DUC_A01,1339,,,175046.1183,9674804.844,40.2,O,True,,12.5,40.2,O,True,,12.84,T02
DUC_A01,1340,Mezilaurus itauba,Lauraceae,175046.8065,9674803.285,22.4,O,False,19.2,25.55,22.8,O,False,18.51,25.42,T02
DUC_A01,1342,Guarea guidonia,Meliaceae,175048.3423,9674800.782,15.1,O,False,13.15,17.39,15.3,O,False,9.91,17.4,T02
DUC_A01,1344,Pouteria sp.,Sapotaceae,175046.364,9674800.876,61.5,O,False,24.76,41.23,59.6,O,False,26.34,33.54,T02
DUC_A01,1345,Eperua bijuga,Fabaceae,175048.0508,9674800.711,5.9,O,False,9.58,12.92,6.0,O,False,5.17,8.41,T02
DUC_A01,1346,Eperua bijuga,Fabaceae,175049.3087,9674788.357,38.8,O,False,17.48,26.3,39.3,O,False,24.91,29.32,T02
DUC_A01,1347,Guarea guidonia,Meliaceae,175050.9956,9674788.192,9.7,O,False,13.7,16.55,10.0,O,False,12.45,16.54,T02
DUC_A01,1348,Aspidosperma excelsum,Apocynaceae,175051.638,9674782.594,38.2,O,False,19.46,27.73,38.5,O,False,23.54,29.59,T02
DUC_A01,1349,,,175052.4937,9674779.925,27.7,O,False,20.79,27.91,28.0,O,False,29.47,34.84,T02
DUC_A01,1350,Protium heptaphyllum,Burseraceae,175055.4222,9674770.855,10.4,O,False,11.58,14.5,11.0,O,False,15.38,18.6,T02
DUC_A01,1351,Simarouba amara,Simaroubaceae,175055.1577,9674766.743,19.1,O,False,12.94,18.57,19.5,O,False,14.27,18.37,T02
DUC_A01,1352,,,175056.2038,9674764.487,35.9,O,False,,18.74,35.9,O,True,,19.37,T02
DUC_A01,1353,Rinorea racemosa,Violaceae,175059.4616,9674747.483,5.9,O,False,2.74,8.83,6.1,O,False,2.96,9.74,T02
DUC_A01,1355,Guarea guidonia,Meliaceae,175057.9156,9674743.632,21.8,O,False,12.88,21.44,21.8,O,False,20.53,23.34,T02
DUC_A01,1356,Rinorea racemosa,Violaceae,175059.5968,9674743.884,5.3,O,False,3.77,8.04,5.7,O,False,3.9,8.27,T02
DUC_A01,1358,Lecythis idatimon,Lecythidaceae,175060.6012,9674739.209,15.6,O,False,20.45,21.8,15.7,O,False,20.61,22.7,T02
DUC_A01,1360,Symphonia globulifera,Clusiaceae,175061.0436,9674736.259,12.6,O,False,13.93,19.91,13.2,O,False,14.11,18.02,T02
DUC_A01,1362,,,175062.1102,9674723.752,68.2,O,True,,5.7,68.2,O,True,,5.67,T02
DUC_A01,1363,Aspidosperma excelsum,Apocynaceae,175060.7203,9674717.512,33.9,O,False,20.22,23.57,35.7,O,False,17.0,19.84,T02
DUC_A01,1365,Eschweilera parviflora,Lecythidaceae,175063.7598,9674710.73,20.9,O,False,9.26,17.92,21.5,O,False,13.34,18.26,T02
DUC_A01,1366,Guarea guidonia,Meliaceae,175064.707,9674708.459,10.9,O,False,8.54,12.77,11.0,O,False,8.01,11.13,T02
DUC_A01,1367,Brosimum rubescens,Moraceae,175063.7023,9674701.673,45.1,O,False,18.56,25.52,45.4,O,False,30.57,34.37,T02
DUC_A01,1368,Sloanea guianensis,Elaeocarpaceae,175065.3105,9674697.692,30.6,O,False,17.36,21.29,30.5,O,False,24.54,29.36,T02
DUC_A01,1369,Protium heptaphyllum,Burseraceae,175069.7809,9674676.647,12.5,O,False,8.94,16.46,12.8,O,False,10.59,15.33,T02
DUC_A01,1371,Minquartia guianensis,Olacaceae,175069.0487,9674657.428,48.5,O,False,,18.84,51.5,O,False,,25.3,T02
DUC_A01,1372,Eschweilera coriacea,Lecythidaceae,175073.5132,9674654.692,6.9,O,False,6.61,8.96,7.3,O,False,7.93,10.15,T02
DUC_A01,1373,Licania guianensis,Chrysobalanaceae,175073.3228,9674654.065,8.8,O,False,11.87,16.3,9.8,O,False,7.69,9.22,T02
DUC_A01,1374,Strychnos subcordata,Loganiaceae,175073.8273,9674652.974,6.8,O,False,7.93,11.11,6.9,O,False,5.49,10.25,T02
DUC_A01,1376,Annona crassiflora,Annonaceae,175074.7441,9674650.182,7.8,O,False,6.78,10.38,7.6,O,False,5.95,10.26,T02
DUC_A01,1377,Licania canescens,Chrysobalanaceae,175074.6521,9674649.573,18.5,O,False,18.77,23.05,19.2,O,False,13.16,24.36,T02
DUC_A01,1379,Lecythis idatimon,Lecythidaceae,175075.2133,9674643.164,12.5,O,False,9.73,18.68,13.3,O,False,6.74,14.17,T02
DUC_A01,1380,Mayna odorata,Achariaceae,175075.0481,9674640.174,12.2,O,False,7.87,11.49,12.2,O,False,4.56,13.17,T02
DUC_A01,1382,Aspidosperma excelsum,Apocynaceae,175076.9424,9674638.152,15.4,O,False,10.16,15.61,16.0,O,False,9.47,15.88,T02
DUC_A01,1383,Pouteria gongrijpii,Sapotaceae,175078.3095,9674630.115,24.4,O,False,14.72,20.21,24.2,O,False,15.29,29.89,T02
DUC_A01,1384,Sloanea guianensis,Elaeocarpaceae,175078.3536,9674625.979,12.3,O,False,13.01,15.31,12.5,O,False,10.02,17.57,T02
DUC_A01,1385,Sagotia racemosa,Euphorbiaceae,175079.2453,9674625.55,10.0,O,False,9.98,12.33,10.0,O,False,7.47,12.6,T02
DUC_A01,1386,,,175078.6614,9674624.852,18.7,O,False,15.03,19.03,19.1,O,False,18.78,21.32,T02
DUC_A01,1387,Rinorea racemosa,Violaceae,175079.2768,9674622.596,9.9,O,False,8.93,11.42,12.9,O,False,7.48,12.26,T02
DUC_A01,1388,,,175079.9743,9674612.661,48.5,O,False,19.49,22.78,49.4,O,False,17.83,23.16,T02
DUC_A01,1389,Eschweilera coriacea,Lecythidaceae,175081.7223,9674605.877,40.2,O,False,16.66,21.29,40.2,O,False,15.07,25.22,T02
DUC_A01,1390,Licania guianensis,Chrysobalanaceae,175083.1373,9674602.584,12.6,O,False,14.73,18.44,12.8,O,False,10.42,18.33,T02
DUC_A01,1391,Sagotia racemosa,Euphorbiaceae,175084.0063,9674595.047,13.6,O,False,7.23,12.53,13.7,O,False,7.45,12.39,T02
DUC_A01,1392,Rollinia exsucca,Annonaceae,175086.5917,9674583.681,12.9,O,False,9.7,14.3,13.0,O,False,8.3,12.13,T02
DUC_A01,1393,Zygia racemosa,Fabaceae,175086.4139,9674581.872,9.3,O,False,11.26,16.03,9.6,O,False,9.94,15.56,T02
DUC_A01,1395,Rinorea racemosa,Violaceae,175088.2038,9674572.197,24.1,O,False,17.42,25.28,24.4,O,False,22.09,26.1,T02
DUC_A01,1398,Inga marginata,Fabaceae,175089.2566,9674562.456,19.0,O,False,14.39,23.17,21.4,O,False,13.72,22.57,T02
DUC_A01,1399,Virola michelii,Myristicaceae,175089.5117,9674552.004,26.7,O,False,10.19,20.06,28.1,O,False,18.93,27.28,T02
DUC_A01,1401,Couma guianensis,Apocynaceae,175090.6865,9674544.03,38.4,O,False,23.04,28.26,39.3,O,False,16.5,24.6,T02
DUC_A01,1402,Inga sp.,Fabaceae,175093.3293,9674542.705,11.1,O,False,8.42,12.08,11.0,O,False,7.81,10.57,T02
DUC_A01,1403,Eschweilera parviflora,Lecythidaceae,175092.6303,9674542.01,37.7,O,False,8.25,11.74,37.4,O,False,5.63,10.09,T02
DUC_A01,1406,Protium heptaphyllum,Burseraceae,175101.7142,9674491.582,12.1,O,False,15.02,31.15,12.2,O,False,7.6,19.43,T02
DUC_A01,1407,Dipteryx odorata,Fabaceae,175102.7149,9674485.33,24.0,O,False,15.67,23.69,24.8,O,False,17.18,26.3,T02
DUC_A01,1408,Pourouma villosa,Urticaceae,175103.5492,9674481.383,5.2,O,False,2.99,8.1,6.2,O,False,6.63,8.74,T02
DUC_A01,1409,Guarea guidonia,Meliaceae,175103.8397,9674476.63,21.1,O,False,14.07,19.62,21.3,O,False,10.92,18.86,T02
DUC_A01,1410,Theobroma glaucum,Malvaceae,175105.1956,9674470.494,8.5,O,False,9.83,15.1,8.9,O,False,10.87,17.32,T02
DUC_A01,1412,Oenocarpus bacaba,Arecaceae,175107.3916,9674456.005,10.2,P,False,5.46,11.0,10.4,P,False,10.56,11.59,T02
DUC_A01,1413,Virola michelii,Myristicaceae,175106.986,9674454.869,32.7,O,False,20.95,24.66,33.6,O,False,16.96,23.2,T02
DUC_A01,1414,Sterculia pruriens,Malvaceae,175108.1612,9674454.549,34.4,O,False,19.04,27.14,34.5,O,False,17.43,27.4,T02
DUC_A01,1415,Annona sp.,Annonaceae,175109.9872,9674442.119,11.1,O,False,8.66,16.28,12.4,O,False,7.09,17.38,T02
DUC_A01,1416,,,175110.3334,9674437.929,21.0,O,True,,2.2,21.0,O,True,,7.28,T02
DUC_A01,1417,Ocotea cernua,Lauraceae,175111.5595,9674433.365,14.0,O,False,13.83,17.51,15.6,O,False,12.28,16.27,T02
DUC_A01,1419,Lecythis idatimon,Lecythidaceae,175109.0454,9674428.13,51.8,O,False,21.34,31.06,51.8,O,False,22.47,25.95,T02
DUC_A01,1420,Licania sp.,Chrysobalanaceae,175112.7797,9674428.269,28.6,O,False,26.42,31.97,29.1,O,False,29.97,34.82,T02
DUC_A01,1422,Helicostylis sp.,Moraceae,175112.8993,9674421.38,36.7,O,False,22.2,26.31,37.1,O,False,27.07,30.38,T02
DUC_A01,1423,Swartzia polyphylla,Fabaceae,175113.6392,9674417.26,21.1,O,False,10.73,14.49,23.9,O,False,13.0,16.74,T02
DUC_A01,1425,,,175116.6464,9674405.043,15.2,O,False,16.86,15.28,16.4,O,False,17.86,19.86,T02
DUC_A01,1426,,,175115.6621,9674404.866,22.4,O,False,19.07,21.05,23.8,O,False,17.39,20.39,T02
DUC_A01,1428,Theobroma glaucum,Malvaceae,175118.8033,9674395.862,6.1,O,False,7.32,7.83,6.3,O,False,7.64,8.83,T02
DUC_A01,1249A,,,175092.0114,9674554.735,10.3,O,True,,4.19,10.3,O,True,,2.08,T02
DUC_A01,1249B,,,175092.0114,9674554.735,7.1,O,True,,2.75,7.1,O,True,,2.08,T02
DUC_A01,1880,Couma guianensis,Apocynaceae,171254.0834,9673358.185,16.5,O,False,13.2,17.23,16.7,O,False,10.93,18.3,T03
DUC_A01,1881,Protium heptaphyllum,Burseraceae,171253.9673,9673354.254,6.0,O,False,2.95,5.06,6.2,O,False,1.39,4.95,T03
DUC_A01,1882,Abarema jupunba,Fabaceae,171254.4265,9673353.209,14.8,O,False,10.82,13.6,14.9,O,False,11.34,14.14,T03
DUC_A01,1883,Sterculia pruriens,Malvaceae,171255.94,9673345.065,10.1,O,False,6.17,8.22,10.6,O,False,4.8,6.34,T03
DUC_A01,1884,Clarisia racemosa,Moraceae,171257.7128,9673344.228,20.8,O,False,5.86,15.11,22.3,O,False,10.13,13.46,T03
DUC_A01,1885,Virola mollissima,Myristicaceae,171256.3473,9673341.217,23.3,O,False,14.27,17.09,23.6,O,False,18.77,22.42,T03
DUC_A01,1886,Pouteria sp.,Sapotaceae,171257.3792,9673333.555,51.9,O,False,20.64,27.22,52.8,O,False,24.49,31.27,T03
DUC_A01,1887,Chrysophyllum sanguinolentum,Sapotaceae,171261.3173,9673322.441,31.0,O,False,20.15,23.72,32.0,O,False,18.53,23.3,T03
DUC_A01,1888,Eschweilera parviflora,Lecythidaceae,171258.9469,9673322.066,9.6,O,False,6.26,12.89,9.9,O,False,8.05,12.97,T03
DUC_A01,1889,Endlicheria sp.,Lauraceae,171259.8036,9673317.171,21.9,O,False,19.47,23.02,21.9,O,False,22.05,26.15,T03
DUC_A01,1890,Lacunaria jenmanii,Ochnaceae,171260.6726,9673312.837,11.3,O,False,4.76,12.4,11.5,O,False,5.87,13.12,T03
DUC_A01,1891,Lecythis lurida,Lecythidaceae,171260.6528,9673310.598,29.7,O,False,19.49,25.42,30.2,O,False,22.44,25.7,T03
DUC_A01,1892,,,171260.9911,9673308.975,22.7,O,True,,9.75,22.7,O,True,0.72,9.36,T03
DUC_A01,1893,Micrandra minor,Euphorbiaceae,171260.8108,9673308.387,9.7,O,False,7.84,13.11,9.9,O,False,7.63,12.75,T03
DUC_A01,1894,,,171261.5762,9673305.155,7.2,O,True,,8.54,,O,False,,,T03
