site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,agb_source,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch
JAM_A02,77,Tetragastris altissima,Burseraceae,498873.4698,8990551.13,0.71,0.635487368,27.5,23.32,10.33,A,O,T01,21.0
JAM_A02,78,Symphonia globulifera,Clusiaceae,498873.9715,8990568.326,0.6,1.523836617,37.5,35.48,22.2,A,O,T01,25.16
JAM_A02,79,Qualea paraensis,Vochysiaceae,498873.5299,8990581.831,0.69,0.223076617,18.1,19.41,12.03,A,O,T01,16.07
JAM_A02,80,Abuta grandifolia,Menispermaceae,498879.9982,8990604.667,0.45,2.885610024,56.0,40.17,25.14,A,O,T01,30.93
JAM_A02,81,Apeiba echinata,Malvaceae,498875.2688,8990610.715,0.28,0.855686745,43.6,32.08,16.88,A,O,T01,27.3
JAM_A02,82,Cordia scabrifolia,Boraginaceae,498874.2275,8990615.726,0.47,2.133952222,49.5,36.1,24.93,A,O,T01,29.14
JAM_A02,83,NI,NI,498872.8276,8990615.74,0.62,0.063413628,14.5,9.56,,A,O,T01,13.82
JAM_A02,84,Tachigali alba,Fabaceae,498874.6792,8990654.223,0.56,4.060001178,54.0,48.82,24.37,A,O,T01,30.4
JAM_A02,85,Tetragastris altissima,Burseraceae,498873.8897,8990655.131,0.71,0.132046352,15.2,15.86,8.12,A,O,T01,14.28
JAM_A02,86,Guatteria olivacea,Annonaceae,498874.0062,8990656.53,0.46,0.65521698,33.2,25.63,19.63,A,O,T01,23.48
JAM_A02,87,NI,NI,498875.7874,8990950.8,0.62,0.061657127,14.3,9.55,,A,O,T01,13.69
JAM_A02,88,Nectandra cuspidata,Lauraceae,498873.4233,8990701.811,0.56,0.013163822,6.4,11.27,8.36,A,O,T01,7.64
JAM_A02,89,Tachigali alba,Fabaceae,498873.9598,8990706.207,0.56,1.244874806,34.6,36.46,22.26,A,O,T01,24.05
JAM_A02,90,Apeiba echinata,Malvaceae,498874.9846,8990709.199,0.28,0.538124292,37.3,27.57,17.8,A,O,T01,25.09
JAM_A02,91,Tachigali myrmecophila,Fabaceae,498881.4474,8990716.745,0.48,2.727715383,72.9,21.18,,A,O,T01,34.73
JAM_A02,92,Sterculia pruriens,Malvaceae,498874.0836,8990733.207,0.49,0.013510498,15.8,2.19,,A,O,T01,14.66
JAM_A02,93,Parahancornia amapa,Apocynaceae,498874.4836,8990733.204,0.46,0.038251893,18.3,4.88,1.64,A,O,T01,16.19
JAM_A02,94,Inga thibaudiana,Fabaceae,498874.6001,8990735.203,0.58,0.010669119,9.4,4.12,2.46,A,O,T01,10.16
JAM_A02,95,Brosimum rubescens ,Moraceae,498874.6344,8990751.403,0.83,0.426173021,20.1,25.12,16.06,A,O,T01,17.22
JAM_A02,96,Tachigali myrmecophila,Fabaceae,498874.3792,8990756.805,0.48,1.669527914,43.7,36.08,20.32,A,O,T01,27.33
JAM_A02,97,Eschweilera coriacea,Lecythidaceae,498876.7081,8990760.286,0.85,0.475476657,21.1,24.63,17.01,A,O,T01,17.78
JAM_A02,98,Tachigali myrmecophila,Fabaceae,498878.4278,8990786.773,0.48,7.421549431,85.7,41.71,24.99,A,O,T01,36.96
JAM_A02,99,Ormosia grossa,Fabaceae,498874.9279,8990786.802,0.62,0.046005378,11.5,11.01,4.45,A,O,T01,11.75
JAM_A02,100,Oenocarpus bataua,Arecaceae,498874.934,8990799.602,,0.107679357,22.9,20.85,14.16,A,P,T01,18.73
JAM_A02,101,Chimarrhis turbinata,Rubiaceae,498874.8688,8990803.803,0.72,0.372006053,23.0,19.19,11.82,A,O,T01,18.79
JAM_A02,102,Helicostylis sp.,Moraceae,498875.1476,8990813.301,0.65,0.489036308,27.1,20.05,14.89,A,O,T01,20.81
JAM_A02,103,Pterocarpus sp.,Fabaceae,498875.5683,8990815.798,0.51,1.824853599,50.3,27.66,17.31,A,O,T01,29.37
JAM_A02,104,Orbignya phalerata,Arecaceae,498875.889,8990818.295,,0.169096175,29.2,19.25,9.63,A,P,T01,21.77
JAM_A02,105,Parahancornia sp.,Apocynaceae,498883.2177,8990821.734,0.51,14.00522387,118.0,39.01,25.07,A,O,T01,40.93
JAM_A02,106,Virola melinoni,Myristicaceae,498875.0523,8990838.003,0.48,0.078367856,15.0,14.37,6.86,A,O,T01,14.15
JAM_A02,107,NI,NI,498874.88,8990853.405,0.62,0.008532474,7.3,5.07,4.75,A,O,T01,8.43
JAM_A02,108,Bocageopsis multiflora,Annonaceae,498876.2729,8990900.795,0.64,0.406334997,23.2,23.16,14.93,A,O,T01,18.89
JAM_A02,1,Parahancornia amapa,Apocynaceae,498971.3799,8990388.807,0.46,0.011346271,8.5,6.71,4.15,A,O,T02,9.43
JAM_A02,2,Tetragastris altissima,Burseraceae,498969.6453,8990379.087,0.71,0.073390635,11.4,15.67,10.7,A,O,T02,11.67
JAM_A02,3,Protium robustum,Burseraceae,498971.318,8990372.405,0.64,0.019348337,6.9,12.48,8.05,A,O,T02,8.08
JAM_A02,4,Tetragastris altissima,Burseraceae,498970.4897,8990365.796,0.71,0.211991702,16.8,20.85,9.28,A,O,T02,15.29
