site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2010,dead_2010,hcom_2009,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A01,2213,Protium hepytaphillum ,Burseraceae,725785.48,9666887.28,O,18.0,A,10.08,19.88,20100116-20100213,18.4,A,14.93,19.01,20110704-20110711,499.998497362,16.25,19.88,measured,0.4,observed,-2.0,17.6,19.29
TAP_A01,2214,,,725791.22,9666888.56,O,17.0,A,17.19,19.46,20100116-20100213,16.4,A,19.24,23.19,20110704-20110711,499.998497362,15.04,19.46,measured,0.0,observed,-2.0,16.4,19.46
TAP_A01,2215,,,725794.17,9666887.03,O,13.0,D,,1.45,20100116-20100213,13.0,D,,1.54,20110704-20110711,499.998497362,12.81,1.45,measured,0.0,observed,-2.0,13.0,1.45
TAP_A01,2216,,,725797.85,9666889.42,O,29.0,A,17.42,26.91,20100116-20100213,29.5,A,21.92,26.49,20110704-20110711,499.998497362,21.91,26.91,measured,0.5,observed,-2.0,28.5,26.36
TAP_A01,2217,,,725807.57,9666886.78,O,5.8,A,5.68,7.62,20100116-20100213,5.8,A,6.13,7.58,20110704-20110711,499.998497362,7.09,7.62,measured,0.0,observed,-2.0,5.8,7.62
TAP_A01,2218,Pourouma guianensis,Urticaceae,725828.57,9666886.31,O,17.0,A,17.73,23.8,20100116-20100213,16.9,A,18.75,21.43,20110704-20110711,499.998497362,15.35,23.8,measured,0.0,observed,-2.0,16.9,23.8
TAP_A01,2219,Apuleia leiocarpa,Fabaceae,725831.98,9666886.61,O,63.6,A,32.56,39.96,20100116-20100213,64.2,A,36.12,42.47,20110704-20110711,499.998497362,32.91,39.96,measured,0.6,observed,-2.0,63.0,39.63
TAP_A01,2220,,,725834.03,9666888.45,O,39.2,A,18.69,30.64,20100116-20100213,40.2,A,24.85,29.29,20110704-20110711,499.998497362,26.14,30.64,measured,1.0,observed,-2.0,38.2,29.8
TAP_A01,2221,,,725834.55,9666885.68,O,6.2,A,1.65,6.28,20100116-20100213,6.0,A,1.66,6.19,20110704-20110711,499.998497362,7.27,6.28,measured,0.0,observed,-2.0,6.0,6.28
TAP_A01,2222,,,725850.76,9666885.65,L,5.7,D,,,20100116-20100213,5.7,D,,,20110704-20110711,499.998497362,6.99,9.65,local_fit,0.0,observed,-2.0,5.7,9.65
TAP_A01,2223,Ocotea sp.,Lauraceae,725853.26,9666885.58,O,9.2,A,,23.12,20100116-20100213,9.3,A,15.39,21.09,20110704-20110711,499.998497362,10.08,23.12,measured,0.1,observed,-2.0,9.1,22.75
TAP_A01,2224,,,725854.35,9666885.2,O,9.7,A,6.06,24.14,20100116-20100213,10.0,A,17.45,18.66,20110704-20110711,499.998497362,10.62,24.14,measured,0.3,observed,-2.0,9.4,23.09
TAP_A01,2225,Carapa guianensis,Meliaceae,725855.25,9666885.22,O,29.6,A,25.12,31.69,20100116-20100213,30.5,A,23.09,28.37,20110704-20110711,499.998497362,22.35,31.69,measured,0.9,observed,-2.0,28.7,30.56
TAP_A01,2226,,,725864.15,9666885.21,O,15.4,A,12.6,17.79,20100116-20100213,15.9,A,15.06,17.13,20110704-20110711,499.998497362,14.73,17.79,measured,0.5,observed,-2.0,14.9,17.0
TAP_A01,2227,,,725868.86,9666885.57,O,13.2,A,7.89,11.74,20100116-20100213,13.4,A,4.14,10.93,20110704-20110711,499.998497362,13.08,11.74,measured,0.2,observed,-2.0,13.0,11.5
TAP_A01,2228,,,725872.88,9666886.1,O,15.5,A,3.71,17.44,20100116-20100213,16.4,A,9.11,16.59,20110704-20110711,499.998497362,15.04,17.44,measured,0.9,observed,-2.0,14.6,16.11
TAP_A01,2229,,,725889.21,9666886.87,O,32.0,A,16.07,28.61,20100116-20100213,32.4,A,18.32,27.46,20110704-20110711,499.998497362,23.15,28.61,measured,0.4,observed,-2.0,31.6,28.2
TAP_A01,2230,Myrcia velutina,Myrtaceae,725890.25,9666884.78,O,25.3,A,12.0,22.78,20100116-20100213,25.5,A,12.21,17.14,20110704-20110711,499.998497362,20.05,22.78,measured,0.2,observed,-2.0,25.1,22.55
TAP_A01,2231,,,725899.88,9666883.9,O,6.9,D,,2.84,20100116-20100213,6.9,D,1.33,2.88,20110704-20110711,499.998497362,8.08,2.84,measured,0.0,observed,-2.0,6.9,2.84
TAP_A01,2232,,,725901.48,9666889.0,O,61.0,A,23.42,30.27,20100116-20100213,61.1,A,21.49,28.12,20110704-20110711,499.998497362,32.2,30.27,measured,0.1,observed,-2.0,60.9,30.22
TAP_A01,2233,,,725901.54,9666884.2,O,53.5,A,19.62,31.15,20100116-20100213,53.7,A,23.39,31.31,20110704-20110711,499.998497362,30.32,31.15,measured,0.2,observed,-2.0,53.3,31.04
TAP_A01,2234,,,725908.04,9666884.21,O,16.5,A,11.04,16.86,20100116-20100213,16.9,A,10.69,17.92,20110704-20110711,499.998497362,15.35,16.86,measured,0.4,observed,-2.0,16.1,16.31
TAP_A01,2235,,,725933.33,9666883.31,O,12.5,A,7.03,16.07,20100116-20100213,12.6,A,11.45,17.5,20110704-20110711,499.998497362,12.53,16.07,measured,0.1,observed,-2.0,12.4,15.89
TAP_A01,2236,Couratari stellata,Lecythidaceae,725944.86,9666887.57,O,142.8,A,39.74,58.22,20100116-20100213,144.3,A,48.58,63.17,20110704-20110711,499.998497362,43.02,58.22,measured,1.5,observed,-2.0,141.3,57.95
TAP_A01,2237,,,725952.36,9666891.0,O,93.5,A,26.56,41.22,20100116-20100213,92.3,A,39.06,49.46,20110704-20110711,499.998497362,37.94,41.22,measured,0.0,observed,-2.0,92.3,41.22
TAP_A01,2238,,,725956.51,9666882.57,O,14.8,D,,4.58,20100116-20100213,14.8,D,1.59,4.78,20110704-20110711,499.998497362,14.02,4.58,measured,0.0,observed,-2.0,14.8,4.58
TAP_A01,2239,,,725964.82,9666882.83,O,12.9,A,6.36,13.97,20100116-20100213,13.1,A,9.28,14.11,20110704-20110711,499.998497362,12.88,13.97,measured,0.2,observed,-2.0,12.7,13.67
TAP_A01,2240,,,725967.3,9666882.0,O,13.3,A,6.46,12.88,20100116-20100213,12.1,A,8.19,13.9,20110704-20110711,499.998497362,12.18,12.88,measured,0.0,observed,-2.0,12.1,12.88
TAP_A01,2241,,,725973.19,9666881.58,O,6.4,A,4.24,7.95,20100116-20100213,6.5,A,4.08,8.09,20110704-20110711,499.998497362,7.72,7.95,measured,0.1,observed,-2.0,6.3,7.76
TAP_A01,2242,,,725974.19,9666881.55,O,8.0,A,6.64,9.52,20100116-20100213,8.2,A,6.64,9.05,20110704-20110711,499.998497362,9.19,9.52,measured,0.2,observed,-2.0,7.8,9.17
TAP_A01,2243,,,725984.64,9666881.24,O,16.0,A,11.3,15.29,20100116-20100213,16.3,A,11.75,16.83,20110704-20110711,499.998497362,14.98,15.29,measured,0.3,observed,-2.0,15.7,14.9
TAP_A01,2244,,,725985.82,9666882.21,O,12.3,A,11.62,15.22,20100116-20100213,10.3,A,13.54,15.45,20110704-20110711,499.998497362,10.85,15.22,measured,0.0,observed,-2.0,10.3,15.22
TAP_A01,2245,,,725988.9,9666881.57,O,10.5,A,7.15,15.53,20100116-20100213,10.5,A,8.9,16.31,20110704-20110711,499.998497362,11.0,15.53,measured,0.0,observed,-2.0,10.5,15.53
TAP_A01,2246,,,725993.9,9666881.67,O,18.0,A,12.68,20.24,20100116-20100213,18.0,A,14.72,18.51,20110704-20110711,499.998497362,16.01,20.24,measured,0.0,observed,-2.0,18.0,20.24
TAP_A01,2247,,,725999.01,9666881.72,O,29.1,A,21.29,26.86,20100116-20100213,29.5,A,21.34,28.24,20110704-20110711,499.998497362,21.91,26.86,measured,0.4,observed,-2.0,28.7,26.42
TAP_A01,2248,,,726005.88,9666880.76,O,8.6,A,9.71,14.14,20100116-20100213,9.4,A,3.48,15.06,20110704-20110711,499.998497362,10.16,14.14,measured,0.8,observed,-2.0,7.8,12.32
TAP_A01,2249,,,726006.78,9666880.69,O,5.3,A,2.34,3.49,20100116-20100213,5.3,D,1.52,3.05,20110704-20110711,499.998497362,6.62,3.49,measured,0.0,observed,-2.0,5.3,3.49
TAP_A01,2250,,,726007.8,9666881.46,O,12.7,A,17.68,24.54,20100116-20100213,13.3,A,16.68,23.07,20110704-20110711,499.998497362,13.02,24.54,measured,0.6,observed,-2.0,12.1,22.96
TAP_A01,2251,,,726020.68,9666880.38,O,16.6,A,18.92,25.37,20100116-20100213,17.3,A,16.56,21.04,20110704-20110711,499.998497362,15.59,25.37,measured,0.7,observed,-2.0,15.9,23.97
TAP_A01,2252,,,726032.55,9666882.83,O,74.0,A,33.51,46.75,20100116-20100213,75.0,A,35.02,42.76,20110704-20110711,499.998497362,35.13,46.75,measured,1.0,observed,-2.0,73.0,46.24
TAP_A01,2253,,,726037.92,9666881.55,O,22.5,A,15.41,25.46,20100116-20100213,22.7,A,20.3,23.98,20110704-20110711,499.998497362,18.63,25.46,measured,0.2,observed,-2.0,22.3,25.17
TAP_A01,2254,,,726039.75,9666882.51,O,45.0,A,27.25,38.01,20100116-20100213,45.9,A,22.29,26.58,20110704-20110711,499.998497362,28.04,38.01,measured,0.9,observed,-2.0,44.1,37.22
TAP_A01,2255,Sagotia racemosa,Euphorbiaceae,726045.47,9666879.69,O,10.3,A,4.76,12.47,20100116-20100213,10.4,A,7.42,13.16,20110704-20110711,499.998497362,10.93,12.47,measured,0.1,observed,-2.0,10.2,12.3
TAP_A01,2256,,,726048.47,9666879.7,O,6.0,A,4.58,7.38,20100116-20100213,6.1,A,4.3,7.07,20110704-20110711,499.998497362,7.36,7.38,measured,0.1,observed,-2.0,5.9,7.2
TAP_A01,2257,,,726049.66,9666879.52,L,5.0,D,,,20100116-20100213,5.0,D,,,20110704-20110711,499.998497362,6.33,8.99,local_fit,0.0,observed,-2.0,5.0,8.99
TAP_A01,2258,,,726058.38,9666879.76,O,11.8,A,4.95,14.48,20100116-20100213,12.8,A,6.6,16.06,20110704-20110711,499.998497362,12.67,14.48,measured,1.0,observed,-2.0,10.8,12.83
TAP_A01,2259,,,726070.43,9666879.9,O,17.0,A,16.62,20.08,20100116-20100213,17.9,A,7.66,11.8,20110704-20110711,499.998497362,15.95,20.08,measured,0.9,observed,-2.0,16.1,18.7
TAP_A01,2260,,,726070.86,9666879.09,O,6.0,A,5.13,10.7,20100116-20100213,6.2,A,17.02,20.18,20110704-20110711,499.998497362,7.45,10.7,measured,0.2,observed,-2.0,5.8,10.18
TAP_A01,2261,,,726076.2,9666880.43,O,42.0,A,19.27,32.13,20100116-20100213,43.3,A,19.22,23.72,20110704-20110711,499.998497362,27.2,32.13,measured,1.3,observed,-2.0,40.7,31.09
TAP_A01,2262,,,726077.25,9666878.6,O,5.8,A,4.23,8.22,20100116-20100213,5.2,A,4.42,8.64,20110704-20110711,499.998497362,6.52,8.22,measured,0.0,observed,-2.0,5.2,8.22
TAP_A01,2263,,,726083.44,9666878.22,O,6.1,A,8.69,10.61,20100116-20100213,6.0,A,9.09,12.18,20110704-20110711,499.998497362,7.27,10.61,measured,0.0,observed,-2.0,6.0,10.61
TAP_A01,2264,,,726086.56,9666878.73,O,13.7,A,11.89,17.27,20100116-20100213,15.3,A,14.51,17.65,20110704-20110711,499.998497362,14.34,17.27,measured,1.6,observed,-2.0,12.1,14.67
TAP_A01,2265,,,726089.26,9666878.75,O,15.7,A,6.2,14.71,20100116-20100213,16.9,A,8.74,14.65,20110704-20110711,499.998497362,15.35,14.71,measured,1.2,observed,-2.0,14.5,13.24
TAP_A01,2266,,,726090.4,9666880.21,O,23.7,A,15.66,19.6,20100116-20100213,24.0,A,16.87,21.22,20110704-20110711,499.998497362,19.3,19.6,measured,0.3,observed,-2.0,23.4,19.29
TAP_A01,2267,Minquartia guianensis,Olacaceae,726103.8,9666883.32,O,65.3,A,24.27,33.69,20100116-20100213,65.9,A,19.61,24.62,20110704-20110711,499.998497362,33.29,33.69,measured,0.6,observed,-2.0,64.7,33.43
TAP_A01,2268,,,726115.85,9666877.96,O,43.5,A,20.67,25.15,20100116-20100213,44.3,A,23.97,28.27,20110704-20110711,499.998497362,27.53,25.15,measured,0.8,observed,-2.0,42.7,24.67
TAP_A01,2269,,,726120.24,9666877.58,O,9.2,A,4.48,16.39,20100116-20100213,9.5,A,12.41,16.25,20110704-20110711,499.998497362,10.23,16.39,measured,0.3,observed,-2.0,8.9,15.64
TAP_A01,2270,,,726129.89,9666877.55,O,21.3,A,15.29,21.09,20100116-20100213,21.3,A,17.16,23.6,20110704-20110711,499.998497362,17.88,21.09,measured,0.0,observed,-2.0,21.3,21.09
TAP_A01,2271,,,726130.44,9666877.43,O,7.6,A,5.59,12.55,20100116-20100213,7.9,A,6.49,12.04,20110704-20110711,499.998497362,8.94,12.55,measured,0.3,observed,-2.0,7.3,11.83
TAP_A01,2272,,,726142.02,9666876.54,O,8.3,A,4.05,12.5,20100116-20100213,8.9,A,3.87,11.99,20110704-20110711,499.998497362,9.76,12.5,measured,0.6,observed,-2.0,7.7,11.23
TAP_A01,2273,,,726149.11,9666879.68,O,95.2,A,39.85,50.31,20100116-20100213,96.5,A,42.62,48.67,20110704-20110711,499.998497362,38.51,50.31,measured,1.3,observed,-2.0,93.9,49.85
TAP_A01,2274,Eschweilera parviflora,Lecythidaceae,726160.38,9666878.42,O,27.0,A,11.02,32.94,20100116-20100213,27.2,A,20.15,27.79,20110704-20110711,499.998497362,20.86,32.94,measured,0.2,observed,-2.0,26.8,32.64
TAP_A01,2275,,,726163.92,9666876.34,O,6.0,A,5.32,9.72,20100116-20100213,6.3,A,7.35,9.61,20110704-20110711,499.998497362,7.54,9.72,measured,0.3,observed,-2.0,5.7,9.01
TAP_A01,2276,,,726172.83,9666876.52,O,25.5,A,14.1,20.85,20100116-20100213,25.8,A,16.86,21.14,20110704-20110711,499.998497362,20.19,20.85,measured,0.3,observed,-2.0,25.2,20.55
TAP_A01,2277,,,726187.8,9666875.28,O,7.4,A,3.61,9.8,20100116-20100213,7.7,A,2.75,9.9,20110704-20110711,499.998497362,8.77,9.8,measured,0.3,observed,-2.0,7.1,9.22
TAP_A01,2278,Carapa guianensis,Meliaceae,726197.5,9666875.14,O,14.9,A,6.96,14.19,20100116-20100213,14.9,A,12.64,16.64,20110704-20110711,499.998497362,14.08,14.19,measured,0.0,observed,-2.0,14.9,14.19
TAP_A01,2279,,,726206.76,9666876.97,O,32.1,D,,17.93,20100116-20100213,,D,,,20110704-20110711,499.998497362,,17.93,measured,0.2,site_median,-2.0,,
TAP_A01,2280,Tachigali alba,Fabaceae,726216.74,9666876.18,O,23.0,A,21.93,25.82,20100116-20100213,23.0,A,19.21,22.45,20110704-20110711,499.998497362,18.79,25.82,measured,0.0,observed,-2.0,23.0,25.82
TAP_A01,2281,,,726218.0,9666874.94,L,6.2,A,,,20100116-20100213,6.4,A,,,20110704-20110711,499.998497362,7.64,10.1,local_fit,0.2,observed,-2.0,6.0,9.61
TAP_A01,2282,Marlierea velutina,Myrtaceae,726218.01,9666875.14,O,12.4,A,10.61,15.69,20100116-20100213,12.6,A,9.75,13.79,20110704-20110711,499.998497362,12.53,15.69,measured,0.2,observed,-2.0,12.2,15.34
TAP_A01,2283,,,726218.1,9666874.94,O,6.7,A,6.29,11.93,20100116-20100213,7.9,A,10.83,16.37,20110704-20110711,499.998497362,8.94,11.93,measured,1.2,observed,-2.0,5.5,9.09
TAP_A01,2284,,,726217.36,9666873.61,O,42.7,A,28.88,40.29,20100116-20100213,44.9,A,28.52,39.85,20110704-20110711,499.998497362,27.72,40.29,measured,2.2,observed,-2.0,40.5,38.15
TAP_A01,2285,,,726210.85,9666873.2,O,17.8,A,16.9,21.86,20100116-20100213,18.9,A,17.37,22.37,20110704-20110711,499.998497362,16.54,21.86,measured,1.1,observed,-2.0,16.7,20.12
TAP_A01,2286,,,726209.82,9666872.38,O,22.6,A,21.13,24.87,20100116-20100213,22.7,A,18.47,23.21,20110704-20110711,499.998497362,18.63,24.87,measured,0.1,observed,-2.0,22.5,24.74
TAP_A01,2287,,,726206.66,9666873.67,O,16.1,A,5.6,13.83,20100116-20100213,16.3,A,12.36,15.63,20110704-20110711,499.998497362,14.98,13.83,measured,0.2,observed,-2.0,15.9,13.6
TAP_A01,2288,,,726198.77,9666874.26,O,27.7,A,16.18,21.09,20100116-20100213,27.8,A,16.46,21.87,20110704-20110711,499.998497362,21.14,21.09,measured,0.1,observed,-2.0,27.6,21.0
TAP_A01,2289,Hevea brasiliensis,Euphorbiaceae,726196.76,9666873.87,O,30.8,A,20.57,26.6,20100116-20100213,30.8,A,20.09,26.18,20110704-20110711,499.998497362,22.48,26.6,measured,0.0,observed,-2.0,30.8,26.6
TAP_A01,2290,,,726194.78,9666874.43,O,7.7,A,4.86,11.21,20100116-20100213,8.1,A,4.59,12.01,20110704-20110711,499.998497362,9.1,11.21,measured,0.4,observed,-2.0,7.3,10.38
TAP_A01,2291,,,726189.74,9666874.97,O,6.6,A,4.92,9.72,20100116-20100213,7.0,A,3.89,9.34,20110704-20110711,499.998497362,8.17,9.72,measured,0.4,observed,-2.0,6.2,8.86
TAP_A01,2292,,,726183.87,9666874.5,O,22.4,A,17.64,20.71,20100116-20100213,22.9,A,16.12,21.05,20110704-20110711,499.998497362,18.73,20.71,measured,0.5,observed,-2.0,21.9,20.14
TAP_A01,2293,,,726179.78,9666874.82,O,6.4,A,5.27,11.46,20100116-20100213,6.4,A,8.25,11.32,20110704-20110711,499.998497362,7.64,11.46,measured,0.0,observed,-2.0,6.4,11.46
TAP_A01,2294,,,726174.89,9666875.06,O,7.9,A,3.24,8.39,20100116-20100213,8.1,A,3.1,7.31,20110704-20110711,499.998497362,9.1,8.39,measured,0.2,observed,-2.0,7.7,8.09
TAP_A01,2295,,,726170.45,9666873.94,O,17.9,A,6.52,17.51,20100116-20100213,18.9,A,11.33,16.98,20110704-20110711,499.998497362,16.54,17.51,measured,1.0,observed,-2.0,16.9,16.25
TAP_A01,2296,,,726165.69,9666875.19,O,6.4,A,7.9,10.98,20100116-20100213,6.7,A,8.2,11.56,20110704-20110711,499.998497362,7.9,10.98,measured,0.3,observed,-2.0,6.1,10.23
TAP_A01,2297,,,726161.6,9666875.71,O,6.5,A,5.89,10.1,20100116-20100213,6.6,A,7.99,10.71,20110704-20110711,499.998497362,7.81,10.1,measured,0.1,observed,-2.0,6.4,9.88
TAP_A01,2298,,,726154.75,9666875.71,O,12.9,A,14.98,18.62,20100116-20100213,13.2,A,12.27,17.44,20110704-20110711,499.998497362,12.95,18.62,measured,0.3,observed,-2.0,12.6,18.02
TAP_A01,2299,,,726152.8,9666875.77,O,6.2,A,1.74,4.68,20100116-20100213,6.4,A,2.97,7.66,20110704-20110711,499.998497362,7.64,4.68,measured,0.2,observed,-2.0,6.0,4.45
TAP_A01,2300,,,726149.69,9666875.61,O,17.9,A,12.54,19.14,20100116-20100213,18.1,A,7.94,16.82,20110704-20110711,499.998497362,16.07,19.14,measured,0.2,observed,-2.0,17.7,18.85
TAP_A01,2301,,,726144.71,9666876.36,O,5.2,A,2.15,2.8,20100116-20100213,5.3,A,2.15,2.8,20110704-20110711,499.998497362,6.62,2.8,measured,0.1,observed,-2.0,5.1,2.72
TAP_A01,2302,Protium hebetatum,Burseraceae,726140.81,9666876.22,O,62.8,A,16.25,27.91,20100116-20100213,62.9,A,15.64,30.69,20110704-20110711,499.998497362,32.62,27.91,measured,0.1,observed,-2.0,62.7,27.87
TAP_A01,2303,Guarea guidonia,Meliaceae,726129.57,9666871.9,O,54.7,A,18.75,34.8,20100116-20100213,55.2,A,19.4,29.35,20110704-20110711,499.998497362,30.72,34.8,measured,0.5,observed,-2.0,54.2,34.51
TAP_A01,2304,Lecythis lurida,Lecythidaceae,726127.71,9666876.46,O,89.2,A,31.05,42.16,20100116-20100213,89.4,A,27.93,38.02,20110704-20110711,499.998497362,37.52,42.16,measured,0.2,observed,-2.0,89.0,42.09
TAP_A01,2305,,,726106.48,9666875.74,L,18.0,A,,,20100116-20100213,25.2,A,,,20110704-20110711,499.998497362,19.9,17.94,local_fit,5.0,observed,-2.0,15.2,12.87
TAP_A01,2306,,,726104.62,9666877.19,O,40.7,A,20.59,31.54,20100116-20100213,43.7,A,24.59,31.81,20110704-20110711,499.998497362,27.33,31.54,measured,3.0,observed,-2.0,37.7,29.13
TAP_A01,2307,,,726096.13,9666877.54,O,9.6,A,11.51,15.28,20100116-20100213,10.3,A,10.87,14.94,20110704-20110711,499.998497362,10.85,15.28,measured,0.7,observed,-2.0,8.9,13.74
TAP_A01,2308,,,726078.13,9666878.03,O,8.9,A,5.86,12.84,20100116-20100213,9.5,A,6.54,13.47,20110704-20110711,499.998497362,10.23,12.84,measured,0.6,observed,-2.0,8.3,11.64
TAP_A01,2309,,,726078.13,9666877.98,O,11.4,A,10.21,15.84,20100116-20100213,11.6,A,11.52,18.4,20110704-20110711,499.998497362,11.82,15.84,measured,0.2,observed,-2.0,11.2,15.45
TAP_A01,2310,,,726067.63,9666878.09,O,9.2,A,7.2,14.37,20100116-20100213,9.5,A,6.74,12.88,20110704-20110711,499.998497362,10.23,14.37,measured,0.3,observed,-2.0,8.9,13.71
TAP_A01,2311,,,726064.53,9666878.03,O,10.2,A,8.07,11.77,20100116-20100213,10.4,A,7.59,12.02,20110704-20110711,499.998497362,10.93,11.77,measured,0.2,observed,-2.0,10.0,11.44
TAP_A01,2312,,,726063.39,9666878.36,O,31.9,A,13.1,23.4,20100116-20100213,31.9,A,13.37,25.88,20110704-20110711,499.998497362,22.95,23.4,measured,0.0,observed,-2.0,31.9,23.4
TAP_A01,2313,,,726054.25,9666879.03,O,7.3,A,7.27,8.95,20100116-20100213,7.2,A,7.23,9.15,20110704-20110711,499.998497362,8.34,8.95,measured,0.0,observed,-2.0,7.2,8.95
TAP_A01,2314,,,726053.04,9666878.82,O,16.5,A,14.7,18.76,20100116-20100213,16.8,A,13.5,24.93,20110704-20110711,499.998497362,15.29,18.76,measured,0.3,observed,-2.0,16.2,18.29
TAP_A01,2315,Sloanea guianensis,Elaeocarpaceae,726052.74,9666875.38,O,68.2,A,25.41,32.72,20100116-20100213,68.8,A,12.72,32.85,20110704-20110711,499.998497362,33.91,32.72,measured,0.6,observed,-2.0,67.6,32.48
TAP_A01,2316,,,726051.52,9666877.91,O,14.3,A,9.03,17.07,20100116-20100213,14.6,A,12.95,18.62,20110704-20110711,499.998497362,13.89,17.07,measured,0.3,observed,-2.0,14.0,16.58
TAP_A01,2317,,,726044.75,9666878.96,O,5.6,A,3.92,12.18,20100116-20100213,5.7,A,5.67,12.35,20110704-20110711,499.998497362,6.99,12.18,measured,0.1,observed,-2.0,5.5,11.87
TAP_A01,2318,,,726036.61,9666877.85,O,52.0,A,23.67,30.01,20100116-20100213,53.7,A,23.52,38.29,20110704-20110711,499.998497362,30.32,30.01,measured,1.7,observed,-2.0,50.3,29.07
TAP_A01,2319,,,726032.41,9666877.78,O,21.7,A,12.88,19.95,20100116-20100213,21.9,A,8.86,17.4,20110704-20110711,499.998497362,18.21,19.95,measured,0.2,observed,-2.0,21.5,19.71
TAP_A01,2320,,,726032.15,9666879.39,O,7.8,A,9.7,12.37,20100116-20100213,7.8,A,7.76,11.51,20110704-20110711,499.998497362,8.85,12.37,measured,0.0,observed,-2.0,7.8,12.37
TAP_A01,2321,,,726030.75,9666879.38,O,8.3,A,3.2,9.88,20100116-20100213,8.4,A,5.74,11.4,20110704-20110711,499.998497362,9.35,9.88,measured,0.1,observed,-2.0,8.2,9.71
TAP_A01,2322,,,726027.14,9666879.13,O,47.9,D,,3.88,20100116-20100213,47.9,D,1.47,3.16,20110704-20110711,499.998497362,28.66,3.88,measured,0.0,observed,-2.0,47.9,3.88
TAP_A01,2323,Carapa guianensis,Meliaceae,726024.07,9666876.82,O,58.3,A,27.28,41.01,20100116-20100213,58.6,A,23.1,37.05,20110704-20110711,499.998497362,31.59,41.01,measured,0.3,observed,-2.0,58.0,40.82
TAP_A01,2324,,,726016.34,9666879.25,O,15.9,A,5.14,16.02,20100116-20100213,15.9,A,3.82,13.0,20110704-20110711,499.998497362,14.73,16.02,measured,0.0,observed,-2.0,15.9,16.02
TAP_A01,2325,Pourouma guianensis,Urticaceae,726014.01,9666878.22,O,44.0,A,20.18,29.9,20100116-20100213,44.4,A,30.48,38.23,20110704-20110711,499.998497362,27.56,29.9,measured,0.4,observed,-2.0,43.6,29.62
TAP_A01,2326,Jacaranda copaia,Bignoniaceae,726009.15,9666879.57,O,62.6,A,34.93,41.27,20100116-20100213,63.3,A,32.61,42.28,20110704-20110711,499.998497362,32.71,41.27,measured,0.7,observed,-2.0,61.9,40.87
