site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
DUC_A01,005a,Sloanea guianensis,Elaeocarpaceae,-2.952874515,-59.94792405,15.5,20160831,False,O,P11,14.47,14.47,feldpausch_regional,0.18,default,1.0,15.68,14.59,15.5,False,O,14.47,feldpausch,15.68,14.584695600187828,0.8212,58.4259,58.4259,79.3655,60.2199,60.2199,81.8025,
DUC_A01,005b,Eschweilera ovata,Lecythidaceae,-2.95335927,-59.94790445,40.3,20160831,False,O,P11,26.18,26.18,feldpausch_regional,0.18,default,1.0,40.48,26.24,40.3,False,O,26.18,feldpausch,40.48,26.243223125253728,0.9,672.9062,672.9062,999.5847,680.3853,680.3853,1010.6947,
DUC_A01,006a,Eschweilera ovata,Lecythidaceae,-2.952894828,-59.94789303,11.4,20160831,False,O,P11,11.67,11.67,feldpausch_regional,0.18,default,1.0,11.58,11.8,11.4,False,O,11.67,feldpausch,11.58,11.801110900524833,0.9,26.0016,26.0016,38.6247,27.1029,27.1029,40.2607,
DUC_A01,006b,Ocotea cernua,Lauraceae,-2.953345378,-59.94801165,35.5,20160831,False,O,P11,24.4,24.4,feldpausch_regional,0.18,default,1.0,35.68,24.47,35.5,False,O,24.4,feldpausch,35.68,24.469872660712642,0.4535,490.4547,490.4547,373.2009,496.705,496.705,377.957,
DUC_A01,007a,Eriotheca globosa,Malvaceae,-2.952863073,-59.94786206,29.3,20160831,False,O,P11,21.82,21.82,feldpausch_regional,0.18,default,1.0,29.48,21.9,29.3,False,O,21.82,feldpausch,29.48,21.900156621986184,0.41,302.349,302.349,208.5019,307.0823,307.0823,211.766,
DUC_A01,007b,Neea oppositifolia,Nyctaginaceae,-2.953227992,-59.94807378,60.0,20160831,False,O,P11,31.94,31.94,feldpausch_regional,0.18,default,1.0,60.18,31.98,60.0,False,O,31.94,feldpausch,60.18,31.983479446344322,0.893,1776.8174,1776.8174,2619.3782,1789.6118,1789.6118,2638.2397,
DUC_A01,008a,Pouteria gongrijpii,Sapotaceae,-2.952874439,-59.94783592,14.2,20160831,False,O,P11,13.62,13.62,feldpausch_regional,0.18,default,1.0,14.38,13.74,14.2,False,O,13.62,feldpausch,14.379999999999999,13.739386999997594,0.7994,46.4178,46.4178,61.4195,47.9802,47.9802,63.4869,
DUC_A01,008b,Sacoglottis guianensis,Humiriaceae,-2.953207134,-59.94809462,65.8,20160831,False,O,P11,33.27,33.27,feldpausch_regional,0.18,default,1.0,65.98,33.31,65.8,False,O,33.27,feldpausch,65.98,33.309250369409696,0.8359,2213.9161,2213.9161,3059.7535,2228.3162,2228.3162,3079.6552,
DUC_A01,009a,Protium paniculatum,Burseraceae,-2.952888559,-59.94783768,14.0,20160831,False,O,P11,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61,14.0,False,O,13.49,feldpausch,14.18,13.61017883290909,0.49,44.7295,44.7295,36.7071,46.2577,46.2577,37.9612,
DUC_A01,009b,Virola mollissima,Myristicaceae,-2.953096563,-59.94810448,54.5,20160831,False,O,P11,30.54,30.54,feldpausch_regional,0.18,default,1.0,54.68,30.58,54.5,False,O,30.54,feldpausch,54.68,30.588042445238788,0.4734,1409.7394,1409.7394,1118.6672,1421.0206,1421.0206,1127.6192,
DUC_A01,010a,Eriotheca globosa,Malvaceae,-2.952912275,-59.94789885,12.0,20160831,False,O,P11,12.11,12.11,feldpausch_regional,0.18,default,1.0,12.18,12.23,12.0,False,O,12.11,feldpausch,12.18,12.238454722800167,0.41,29.7969,29.7969,20.5481,30.9931,30.9931,21.3731,
DUC_A01,011a,Licania canescens,Chrysobalanaceae,-2.952915103,-59.94790412,15.2,20160831,False,O,P11,14.28,14.28,feldpausch_regional,0.18,default,1.0,15.38,14.39,15.2,False,O,14.28,feldpausch,15.379999999999999,14.395769779964834,0.88,55.518,55.518,80.6814,57.2581,57.2581,83.2101,
DUC_A01,012a,Pouteria guianensis,Sapotaceae,-2.952920147,-59.94784525,31.5,20160831,False,O,P11,22.78,22.78,feldpausch_regional,0.18,default,1.0,31.68,22.85,31.5,False,O,22.78,feldpausch,31.68,22.856267820602433,0.9295,363.1912,363.1912,556.764,368.4534,368.4534,564.8307,
DUC_A01,013a,Dipteryx odorata,Fabaceae,-2.95292215,-59.94782833,10.0,20160831,False,O,P11,10.62,10.62,feldpausch_regional,0.18,default,1.0,10.18,10.76,10.0,False,O,10.62,feldpausch,10.18,10.7580160268907,0.9228,18.3636,18.3636,27.9515,19.2555,19.2555,29.309,
DUC_A01,014a,Caryocar glabrum,Caryocaraceae,-2.952932658,-59.94779364,63.0,20160831,False,O,P11,32.64,32.64,feldpausch_regional,0.18,default,1.0,63.18,32.68,63.0,False,O,32.64,feldpausch,63.18,32.68121677729411,0.6536,1996.1519,1996.1519,2169.9213,2009.7738,2009.7738,2184.729,
DUC_A01,015a,Pouteria guianensis,Sapotaceae,-2.952961732,-59.94786505,10.1,20160831,False,O,P11,10.7,10.7,feldpausch_regional,0.18,default,1.0,10.28,10.84,10.1,False,O,10.7,feldpausch,10.28,10.83753457254877,0.9295,18.8614,18.8614,28.9141,19.768,19.768,30.3039,
DUC_A01,016a,Eschweilera ovata,Lecythidaceae,-2.952982704,-59.94784332,15.4,20160831,False,O,P11,14.41,14.41,feldpausch_regional,0.18,default,1.0,15.58,14.52,15.4,False,O,14.41,feldpausch,15.58,14.525076437765907,0.9,57.4589,57.4589,85.3537,59.2352,59.2352,87.9924,
DUC_A01,017a,Lecythis lurida,Lecythidaceae,-2.953001036,-59.94784286,47.1,20160831,False,O,P11,28.41,28.41,feldpausch_regional,0.18,default,1.0,47.28,28.47,47.1,False,O,28.41,feldpausch,47.28,28.465226241549054,0.8633,988.0648,988.0648,1409.3538,997.3376,997.3376,1422.5803,
DUC_A01,018a,Pourouma minor,Urticaceae,-2.953036277,-59.94784281,11.3,20160831,False,O,P11,11.6,11.6,feldpausch_regional,0.18,default,1.0,11.48,11.73,11.3,False,O,11.6,feldpausch,11.48,11.731613829769724,0.436,25.4086,25.4086,18.6056,26.4948,26.4948,19.401,
DUC_A01,019a,Pourouma minor,Urticaceae,-2.953040339,-59.94782067,11.2,20160831,False,O,P11,11.53,11.53,feldpausch_regional,0.18,default,1.0,11.38,11.66,11.2,False,O,11.53,feldpausch,11.379999999999999,11.662124365137602,0.436,24.8245,24.8245,18.1779,25.8956,25.8956,18.9622,
DUC_A01,020a,Eschweilera coriacea,Lecythidaceae,-2.953058077,-59.94787025,13.5,20160831,False,O,P11,13.15,13.15,feldpausch_regional,0.18,default,1.0,13.68,13.28,13.5,False,O,13.15,feldpausch,13.68,13.272104600854616,0.8521,40.6391,40.6391,57.2293,42.0814,42.0814,59.2604,
DUC_A01,021a,Eriotheca globosa,Malvaceae,-2.953061744,-59.94785829,29.6,20160831,False,O,P11,21.95,21.95,feldpausch_regional,0.18,default,1.0,29.78,22.03,29.6,False,O,21.95,feldpausch,29.78,22.02959467472602,0.41,310.2146,310.2146,213.926,315.0185,315.0185,217.2388,
DUC_A01,022a,Diplotropis brasiliensis,Fabaceae,-2.953090357,-59.94777743,12.1,20160831,False,O,P11,12.18,12.18,feldpausch_regional,0.18,default,1.0,12.28,12.31,12.1,False,O,12.18,feldpausch,12.28,12.307997957895681,0.7378,30.4544,30.4544,37.2609,31.6664,31.6664,38.7438,
DUC_A01,023a,Mabea angularis,Euphorbiaceae,-2.953051718,-59.9477253,22.9,20160831,False,O,P11,18.73,18.73,feldpausch_regional,0.18,default,1.0,23.08,18.83,22.9,False,O,18.73,feldpausch,23.08,18.82350129755324,0.6157,161.0113,161.0113,165.1292,164.2875,164.2875,168.4892,
DUC_A01,024a,Helicostylis tomentosa,Moraceae,-2.953071819,-59.94771376,35.1,20160831,False,O,P11,24.25,24.25,feldpausch_regional,0.18,default,1.0,35.28,24.32,35.1,False,O,24.25,feldpausch,35.28,24.32049169883679,0.6147,476.8468,476.8468,488.22,482.9982,482.9982,494.5181,
DUC_A01,025a,Zygia racemosa,Fabaceae,-2.953093437,-59.94775063,10.0,20160831,False,O,P11,10.62,10.62,feldpausch_regional,0.18,default,1.0,10.18,10.76,10.0,False,O,10.62,feldpausch,10.18,10.7580160268907,0.748,18.3636,18.3636,22.7725,19.2555,19.2555,23.8785,
DUC_A01,026a,Oenocarpus bacaba,Arecaceae,-2.953152568,-59.94772708,17.8,20160831,False,P,P11,15.89,15.89,feldpausch_regional,0.18,default,1.0,17.98,16.0,17.8,False,P,15.89,feldpausch,17.98,15.997209919226941,0.65,83.8644,51.6542,51.6542,86.0909,53.1025,53.1025,
DUC_A01,027a,Guatteria schomburgkiana,Annonaceae,-2.95316301,-59.94770094,10.2,20160831,False,O,P11,10.78,10.78,feldpausch_regional,0.18,default,1.0,10.38,10.91,10.2,False,O,10.78,feldpausch,10.379999999999999,10.917060734410658,0.6,19.368,19.368,19.368,20.2894,20.2894,20.2894,
DUC_A01,028a,Vitex triflora,Lamiaceae,-2.953179146,-59.94771199,12.7,20160831,False,O,P11,12.6,12.6,feldpausch_regional,0.18,default,1.0,12.88,12.73,12.7,False,O,12.6,feldpausch,12.879999999999999,12.725383546173273,0.5482,34.5977,34.5977,31.6807,35.9067,35.9067,32.8794,
DUC_A01,029a,Virola crebrinervia,Myristicaceae,-2.953206697,-59.94774695,18.5,20160831,False,O,P11,16.31,16.31,feldpausch_regional,0.18,default,1.0,18.68,16.41,18.5,False,O,16.31,feldpausch,18.68,16.415156653125518,0.4734,92.7545,92.7545,73.6033,95.119,95.119,75.4796,
DUC_A01,030a,,,-2.953157318,-59.94766569,23.4,20160831,False,O,P11,18.99,18.99,feldpausch_regional,0.18,default,1.0,23.58,19.09,23.4,False,O,18.99,feldpausch,23.58,19.082332628088817,0.6678,170.2199,170.2199,188.9809,173.6051,173.6051,192.7392,
DUC_A01,031a,,,-2.953187104,-59.94766995,17.7,20160831,False,L,P11,15.83,15.83,feldpausch_regional,0.18,default,1.0,17.88,15.94,17.7,False,L,15.83,feldpausch,17.88,15.937514002041294,0.6678,82.6414,82.6414,91.7499,84.8486,84.8486,94.2003,
DUC_A01,032a,Protium paniculatum,Burseraceae,-2.953254743,-59.94773007,24.7,20160831,False,O,P11,19.65,19.65,feldpausch_regional,0.18,default,1.0,24.88,19.74,24.7,False,O,19.65,feldpausch,24.88,19.73940328647731,0.49,195.5811,195.5811,160.5029,199.2538,199.2538,163.5168,
DUC_A01,033a,Pouteria gongrijpii,Sapotaceae,-2.953274944,-59.94775928,29.1,20160831,False,O,P11,21.73,21.73,feldpausch_regional,0.18,default,1.0,29.28,21.81,29.1,False,O,21.73,feldpausch,29.28,21.81052432320393,0.7994,297.1325,297.1325,393.1627,301.8183,301.8183,399.3629,
DUC_A01,034a,,,-2.953239598,-59.94774869,23.0,20160831,True,O,P11,18.79,18.79,feldpausch_regional,0.18,default,1.0,23.18,18.88,23.0,True,O,18.79,feldpausch,23.18,18.883303954264353,0.6678,162.8943,117.3781,117.3781,166.1936,119.7066,119.7066,
DUC_A01,035a,Enterolobium schomburgkii,Fabaceae,-2.953259737,-59.9477728,10.5,20160831,False,O,P11,11.0,11.0,feldpausch_regional,0.18,default,1.0,10.68,11.14,10.5,False,O,11.0,feldpausch,10.68,11.135436540229511,0.6989,20.9036,20.9036,24.2608,21.8685,21.8685,25.3806,
DUC_A01,036a,Eschweilera ovata,Lecythidaceae,-2.953181782,-59.9478112,12.5,20160831,False,O,P11,12.46,12.46,feldpausch_regional,0.18,default,1.0,12.68,12.59,12.5,False,O,12.46,feldpausch,12.68,12.58623192584687,0.9,33.1783,33.1783,49.2856,34.4546,34.4546,51.1815,
DUC_A01,037a,Euterpe oleracea,Arecaceae,-2.953152511,-59.94776739,11.1,20160831,False,P,P11,11.45,11.45,feldpausch_regional,0.18,default,1.0,11.28,11.58,11.1,False,P,11.45,feldpausch,11.28,11.582526964763572,0.3877,24.2284,14.1071,14.1071,25.2837,14.7448,14.7448,
DUC_A01,038a,Licania canescens,Chrysobalanaceae,-2.953131617,-59.94783916,12.2,20160831,False,O,P11,12.25,12.25,feldpausch_regional,0.18,default,1.0,12.38,12.38,12.2,False,O,12.25,feldpausch,12.379999999999999,12.377547442963305,0.88,31.1212,31.1212,45.2267,32.3491,32.3491,47.0113,
DUC_A01,039a,Guarea guidonia,Meliaceae,-2.953137207,-59.94785598,27.6,20160831,False,O,P11,21.05,21.05,feldpausch_regional,0.18,default,1.0,27.78,21.13,27.6,False,O,21.05,feldpausch,27.78,21.133403016382314,0.5651,259.7821,259.7821,245.0236,264.1169,264.1169,249.1121,
DUC_A01,040a,,,-2.953125802,-59.94786729,11.4,20160831,True,O,P11,11.67,11.67,feldpausch_regional,0.18,default,1.0,11.58,11.8,11.4,True,O,11.67,feldpausch,11.58,11.801110900524833,0.6678,26.0016,19.5314,19.5314,27.1029,20.3381,20.3381,
DUC_A01,041a,Caryocar glabrum,Caryocaraceae,-2.953083465,-59.94789276,46.1,20160831,False,O,P11,28.1,28.1,feldpausch_regional,0.18,default,1.0,46.28,28.16,46.1,False,O,28.1,feldpausch,46.28,28.156309370473895,0.6536,937.4374,937.4374,1019.0434,946.4429,946.4429,1028.8329,
DUC_A01,042a,Nectandra cuspidata,Lauraceae,-2.95308475,-59.94789502,13.4,20160831,False,O,P11,13.08,13.08,feldpausch_regional,0.18,default,1.0,13.58,13.21,13.4,False,O,13.08,feldpausch,13.58,13.202485117446479,0.518,39.8454,39.8454,34.5214,41.2706,41.2706,35.7562,
DUC_A01,043a,Ocotea cernua,Lauraceae,-2.953016285,-59.94787384,13.7,20160831,False,O,P11,13.29,13.29,feldpausch_regional,0.18,default,1.0,13.88,13.41,13.7,False,O,13.29,feldpausch,13.879999999999999,13.411357029805014,0.4535,42.2571,42.2571,32.1546,43.7339,43.7339,33.2784,
DUC_A01,044a,Pouteria gongrijpii,Sapotaceae,-2.953010389,-59.94789688,21.8,20160831,False,O,P11,18.15,18.15,feldpausch_regional,0.18,default,1.0,21.98,18.25,21.8,False,O,18.15,feldpausch,21.98,18.246184540035557,0.7994,141.8376,141.8376,187.6781,144.8781,144.8781,191.7012,
DUC_A01,045a,Pouteria gongrijpii,Sapotaceae,-2.953015896,-59.94793318,19.0,20160831,False,O,P11,16.6,16.6,feldpausch_regional,0.18,default,1.0,19.18,16.7,19.0,False,O,16.6,feldpausch,19.18,16.703702872413295,0.7994,99.4061,99.4061,131.5332,101.87,101.87,134.7934,
DUC_A01,046a,Simarouba amara,Simaroubaceae,-2.952997141,-59.94794849,14.0,20160831,False,O,P11,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61,14.0,False,O,13.49,feldpausch,14.18,13.61017883290909,0.3833,44.7295,44.7295,28.8861,46.2577,46.2577,29.873,
DUC_A01,047a,Eschweilera coriacea,Lecythidaceae,-2.952968922,-59.94791021,59.2,20160831,False,O,P11,31.74,31.74,feldpausch_regional,0.18,default,1.0,59.38,31.78,59.2,False,O,31.74,feldpausch,59.38,31.784100185291845,0.8521,1720.2874,1720.2874,2422.5676,1732.859,1732.859,2440.2713,
DUC_A01,048a,Pouteria gongrijpii,Sapotaceae,-2.952969716,-59.94790977,15.8,20160831,False,O,P11,14.66,14.66,feldpausch_regional,0.18,default,1.0,15.98,14.78,15.8,False,O,14.66,feldpausch,15.98,14.773655141074963,0.7994,61.4308,61.4308,81.2846,63.2795,63.2795,83.7308,
DUC_A01,049a,Licania octandra,Chrysobalanaceae,-2.952933293,-59.94793992,23.9,20160831,False,O,P11,19.25,19.25,feldpausch_regional,0.18,default,1.0,24.08,19.34,23.9,False,O,19.25,feldpausch,24.08,19.34120411084081,0.825,179.762,179.762,245.2908,183.2576,183.2576,250.0607,
DUC_A01,050a,Pourouma minor,Urticaceae,-2.952915013,-59.94795013,12.8,20160831,False,O,P11,12.67,12.67,feldpausch_regional,0.18,default,1.0,12.98,12.8,12.8,False,O,12.67,feldpausch,12.98,12.794967551192725,0.436,35.3219,35.3219,25.8647,36.6474,36.6474,26.8353,
DUC_A01,051a,Apeiba petoumo,Malvaceae,-2.952921426,-59.94796607,20.6,20160831,False,O,P11,17.5,17.5,feldpausch_regional,0.18,default,1.0,20.78,17.6,20.6,False,O,17.5,feldpausch,20.78,17.599281928827235,0.2822,122.556,122.556,58.7054,125.3452,125.3452,60.0414,
DUC_A01,052a,Protium paniculatum,Burseraceae,-2.952907012,-59.94799354,14.8,20160831,False,O,P11,14.02,14.02,feldpausch_regional,0.18,default,1.0,14.98,14.14,14.8,False,O,14.02,feldpausch,14.98,14.137202209084002,0.49,51.7652,51.7652,42.4809,53.4336,53.4336,43.8501,
DUC_A01,053a,Euterpe oleracea,Arecaceae,-2.952876125,-59.94794265,10.9,20160831,False,P,P11,11.3,11.3,feldpausch_regional,0.18,default,1.0,11.08,11.44,10.9,False,P,11.3,feldpausch,11.08,11.433467441478326,0.3877,23.0846,13.4195,13.4195,24.1093,14.0374,14.0374,
DUC_A01,001a,Brosimum rubescens,Moraceae,-2.949948307,-59.9290325,37.1,20160827,False,O,P12,25.01,25.01,feldpausch_regional,0.18,default,1.0,37.28,25.08,37.1,False,O,25.01,feldpausch,37.28,25.07753844180953,0.8251,547.5673,547.5673,747.2989,554.2219,554.2219,756.3809,
DUC_A01,001b,Licania octandra,Chrysobalanaceae,-2.949977385,-59.92901061,38.3,20160827,False,O,P12,25.46,25.46,feldpausch_regional,0.18,default,1.0,38.48,25.53,38.3,False,O,25.46,feldpausch,38.48,25.525877265906757,0.825,592.9014,592.9014,809.0324,599.8638,599.8638,818.5328,
DUC_A01,002a,Aspidosperma excelsum,Apocynaceae,-2.949946293,-59.92901503,15.0,20160827,False,O,P12,14.15,14.15,feldpausch_regional,0.18,default,1.0,15.18,14.27,15.0,False,O,14.15,feldpausch,15.18,14.266478171745444,0.792,53.6203,53.6203,70.3087,55.3244,55.3244,72.5432,
DUC_A01,002b,Diospyros artanthifolia,Ebenaceae,-2.950092015,-59.92891925,38.4,20160827,False,O,P12,25.5,25.5,feldpausch_regional,0.18,default,1.0,38.58,25.56,38.4,False,O,25.5,feldpausch,38.58,25.56574925931691,0.6952,596.8407,596.8407,689.0613,603.8297,603.8297,697.1301,
DUC_A01,003a,Helicostylis tomentosa,Moraceae,-2.949982072,-59.92898361,12.4,20160827,False,O,P12,12.39,12.39,feldpausch_regional,0.18,default,1.0,12.58,12.52,12.4,False,O,12.39,feldpausch,12.58,12.516664569424172,0.6147,32.4831,32.4831,33.2578,33.7432,33.7432,34.548,
DUC_A01,003b,Virola elongata,Myristicaceae,-2.950176641,-59.9288911,35.4,20160827,False,O,P12,24.36,24.36,feldpausch_regional,0.18,default,1.0,35.58,24.43,35.4,False,O,24.36,feldpausch,35.58,24.430019106612843,0.5233,486.9811,486.9811,426.1517,493.206,493.206,431.599,
DUC_A01,004a,Brosimum rubescens,Moraceae,-2.950016887,-59.92902104,35.3,20160827,False,O,P12,24.32,24.32,feldpausch_regional,0.18,default,1.0,35.48,24.39,35.3,False,O,24.32,feldpausch,35.48,24.390166246319893,0.8251,483.5232,483.5232,659.894,489.7228,489.7228,668.3549,
DUC_A01,004b,Eschweilera coriacea,Lecythidaceae,-2.950199376,-59.92885441,68.9,20160827,False,O,P12,33.93,33.93,feldpausch_regional,0.18,default,1.0,69.08,33.96,68.9,False,O,33.93,feldpausch,69.08000000000001,33.9672065286303,0.8521,2468.9623,2468.9623,3476.8771,2484.2244,2484.2244,3498.3698,
DUC_A01,005a,Ormosia coccinea,Fabaceae,-2.950013827,-59.92900613,25.3,20160827,False,O,P12,19.95,19.95,feldpausch_regional,0.18,default,1.0,25.48,20.04,25.3,False,O,19.95,feldpausch,25.48,20.038114501574917,0.625,208.0157,208.0157,216.4709,211.8236,211.8236,220.4335,
DUC_A01,005b,,,-2.950233421,-59.92891687,43.5,20160827,False,O,P12,27.27,27.27,feldpausch_regional,0.18,default,1.0,43.68,27.33,43.5,False,O,27.27,feldpausch,43.68,27.329277409511334,0.6678,812.8687,812.8687,902.4601,821.1858,821.1858,911.6939,
DUC_A01,006a,Hymenolobium petraeum,Fabaceae,-2.950031851,-59.92905183,90.0,20160827,False,O,P12,37.61,37.61,feldpausch_regional,0.18,default,1.0,90.18,37.64,90.0,False,O,37.61,feldpausch,90.18,37.636289447099735,0.7125,4598.7322,4598.7322,5438.5175,4619.8524,4619.8524,5463.4945,
DUC_A01,006b,Brosimum rubescens,Moraceae,-2.950471804,-59.92913598,45.2,20160827,False,O,P12,27.82,27.82,feldpausch_regional,0.18,default,1.0,45.38,27.88,45.2,False,O,27.82,feldpausch,45.38,27.877318046298182,0.8251,893.2715,893.2715,1219.1027,902.0386,902.0386,1231.0678,
DUC_A01,007a,Protium paniculatum,Burseraceae,-2.950044723,-59.92903493,15.7,20160827,False,O,P12,14.6,14.6,feldpausch_regional,0.18,default,1.0,15.88,14.71,15.7,False,O,14.6,feldpausch,15.879999999999999,14.714024363716009,0.49,60.4318,60.4318,49.5931,62.2625,62.2625,51.0955,
DUC_A01,007b,Couratari stellata,Lecythidaceae,-2.950448172,-59.92915133,43.8,20160827,False,O,P12,27.37,27.37,feldpausch_regional,0.18,default,1.0,43.98,27.43,43.8,False,O,27.37,feldpausch,43.98,27.42892834669712,0.6331,826.796,826.796,871.3415,835.1928,835.1928,880.1907,
DUC_A01,008a,Pouteria reticulata,Sapotaceae,-2.950042047,-59.92899739,23.7,20160827,False,O,P12,19.15,19.15,feldpausch_regional,0.18,default,1.0,23.88,19.24,23.7,False,O,19.15,feldpausch,23.88,19.241670005343316,0.794,175.9406,175.9406,231.2679,179.3926,179.3926,235.8054,
DUC_A01,008b,Couratari stellata,Lecythidaceae,-2.950376588,-59.9292027,37.1,20160827,False,O,P12,25.01,25.01,feldpausch_regional,0.18,default,1.0,37.28,25.08,37.1,False,O,25.01,feldpausch,37.28,25.07753844180953,0.6331,547.5673,547.5673,577.0688,554.2219,554.2219,584.0819,
DUC_A01,009a,,,-2.95001008,-59.9289643,12.4,20160827,False,O,P12,12.39,12.39,feldpausch_regional,0.18,default,1.0,12.58,12.52,12.4,False,O,12.39,feldpausch,12.58,12.516664569424172,0.6678,32.4831,32.4831,36.0633,33.7432,33.7432,37.4622,
DUC_A01,009b,Bowdichia nitida,Fabaceae,-2.950343886,-59.92916962,61.2,20160827,False,O,P12,32.22,32.22,feldpausch_regional,0.18,default,1.0,61.38,32.26,61.2,False,O,32.22,feldpausch,61.38,32.26254969370858,0.8033,1862.6446,1862.6446,2476.4676,1875.7678,1875.7678,2493.9156,
DUC_A01,010a,,,-2.950022807,-59.928969,15.9,20160827,False,O,P12,14.73,14.73,feldpausch_regional,0.18,default,1.0,16.08,14.84,15.9,False,O,14.73,feldpausch,16.080000000000002,14.843366800940444,0.6678,62.4818,62.4818,69.3683,64.3497,64.3497,71.4421,
DUC_A01,010b,Eschweilera coriacea,Lecythidaceae,-2.950137131,-59.92928668,42.1,20160827,False,O,P12,26.8,26.8,feldpausch_regional,0.18,default,1.0,42.28,26.86,42.1,False,O,26.8,feldpausch,42.28,26.860955560141328,0.8521,749.7542,749.7542,1055.8295,757.7025,757.7025,1067.0225,
DUC_A01,011a,Eschweilera coriacea,Lecythidaceae,-2.950059241,-59.92893727,19.0,20160827,False,O,P12,16.6,16.6,feldpausch_regional,0.18,default,1.0,19.18,16.7,19.0,False,O,16.6,feldpausch,19.18,16.703702872413295,0.8521,99.4061,99.4061,139.9871,101.87,101.87,143.4569,
DUC_A01,011b,Pouteria gongrijpii,Sapotaceae,-2.950133133,-59.92926931,61.5,20160827,False,O,P12,32.29,32.29,feldpausch_regional,0.18,default,1.0,61.68,32.34,61.5,False,O,32.29,feldpausch,61.68,32.332322520549795,0.7994,1884.4965,1884.4965,2493.5467,1897.7024,1897.7024,2511.0207,
DUC_A01,012a,,,-2.950088618,-59.92897459,33.9,20160827,False,O,P12,23.77,23.77,feldpausch_regional,0.18,default,1.0,34.08,23.84,33.9,False,O,23.77,feldpausch,34.08,23.84233280716545,0.6678,436.9331,436.9331,485.0903,442.7843,442.7843,491.5864,
DUC_A01,012b,Glycydendron amazonicum,Euphorbiaceae,-2.950145288,-59.92933117,35.0,20160827,False,O,P12,24.21,24.21,feldpausch_regional,0.18,default,1.0,35.18,24.28,35.0,False,O,24.21,feldpausch,35.18,24.28064106426177,0.6808,473.4351,473.4351,535.5262,479.5612,479.5612,542.4558,
DUC_A01,013a,Eschweilera micrantha,Lecythidaceae,-2.950069152,-59.92897366,11.2,20160827,False,O,P12,11.53,11.53,feldpausch_regional,0.18,default,1.0,11.38,11.66,11.2,False,O,11.53,feldpausch,11.379999999999999,11.662124365137602,0.86,24.8245,24.8245,35.2756,25.8956,25.8956,36.7977,
DUC_A01,013b,,,-2.950083611,-59.92933667,,20160827,True,O,P12,,,feldpausch_regional,0.18,default,1.0,,,,True,O,,feldpausch,,,0.6678,,,,,,,
DUC_A01,014a,Protium paniculatum,Burseraceae,-2.950093909,-59.92902718,17.6,20160827,False,O,P12,15.77,15.77,feldpausch_regional,0.18,default,1.0,17.78,15.88,17.6,False,O,15.77,feldpausch,17.78,15.87782090870245,0.49,81.4301,81.4301,66.8253,83.6179,83.6179,68.6207,
DUC_A01,015a,Protium paniculatum,Burseraceae,-2.950100101,-59.92895561,11.4,20160827,False,O,P12,11.67,11.67,feldpausch_regional,0.18,default,1.0,11.58,11.8,11.4,False,O,11.67,feldpausch,11.58,11.801110900524833,0.49,26.0016,26.0016,21.3381,27.1029,27.1029,22.2419,
DUC_A01,016a,,,-2.950101264,-59.92895788,11.6,20160827,True,O,P12,11.82,11.82,feldpausch_regional,0.18,default,1.0,11.78,11.95,11.6,True,O,11.82,feldpausch,11.78,11.950237270124362,0.6678,27.2369,20.4351,20.4351,28.3698,21.264,21.264,
DUC_A01,017a,Eschweilera coriacea,Lecythidaceae,-2.950125808,-59.92897057,22.7,20160827,False,O,P12,18.63,18.63,feldpausch_regional,0.18,default,1.0,22.88,18.72,22.7,False,O,18.63,feldpausch,22.88,18.724000768206338,0.8521,157.453,157.453,221.7307,160.6867,160.6867,226.2845,
DUC_A01,018a,Trichilia micrantha,Meliaceae,-2.950128918,-59.92896011,10.5,20160827,False,O,P12,11.0,11.0,feldpausch_regional,0.18,default,1.0,10.68,11.14,10.5,False,O,11.0,feldpausch,10.68,11.135436540229511,0.6125,20.9036,20.9036,21.3286,21.8685,21.8685,22.313,
DUC_A01,019a,Helicostylis tomentosa,Moraceae,-2.950124445,-59.9289412,10.4,20160827,False,O,P12,10.93,10.93,feldpausch_regional,0.18,default,1.0,10.58,11.06,10.4,False,O,10.93,feldpausch,10.58,11.066010609221836,0.6147,20.3893,20.3893,20.8756,21.3399,21.3399,21.8489,
DUC_A01,020a,Neea oppositifolia,Nyctaginaceae,-2.950126046,-59.92896072,23.0,20160827,False,O,P12,18.79,18.79,feldpausch_regional,0.18,default,1.0,23.18,18.88,23.0,False,O,18.79,feldpausch,23.18,18.883303954264353,0.893,162.8943,162.8943,240.1383,166.1936,166.1936,245.002,
DUC_A01,021a,,,-2.950125853,-59.92899973,10.0,20160827,False,O,P12,10.62,10.62,feldpausch_regional,0.18,default,1.0,10.18,10.76,10.0,False,O,10.62,feldpausch,10.18,10.7580160268907,0.6678,18.3636,18.3636,20.3876,19.2555,19.2555,21.3778,
