site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
DUC_A01,008a,,,-2.949592866,-59.93856053,12.2,20160828,True,O,P07,12.25,12.25,feldpausch_regional,0.18,default,1.0,12.38,12.38,12.2,True,O,12.25,feldpausch,12.379999999999999,12.377547442963305,0.6678,31.1212,23.2742,23.2742,32.3491,24.17,24.17,
DUC_A01,008b,Zygia racemosa,Fabaceae,-2.949943326,-59.93861421,43.5,20160828,False,O,P07,27.27,27.27,feldpausch_regional,0.18,default,1.0,43.68,27.33,43.5,False,O,27.27,feldpausch,43.68,27.329277409511334,0.748,812.8687,812.8687,1008.0284,821.1858,821.1858,1018.3423,
DUC_A01,009a,Chrysophyllum sanguinolentum,Sapotaceae,-2.94962149,-59.93856923,23.3,20160828,False,O,P07,18.94,18.94,feldpausch_regional,0.18,default,1.0,23.48,19.03,23.3,False,O,18.94,feldpausch,23.48,19.032572844788827,0.6714,168.3691,168.3691,187.8973,171.7327,171.7327,191.651,
DUC_A01,009b,Qualea paraensis,Vochysiaceae,-2.949959927,-59.93858382,48.5,20160828,False,O,P07,28.84,28.84,feldpausch_regional,0.18,default,1.0,48.68,28.89,48.5,False,O,28.84,feldpausch,48.68,28.89376832122464,0.6893,1061.6563,1061.6563,1215.6689,1071.3069,1071.3069,1226.7194,
DUC_A01,010a,Lecythis lurida,Lecythidaceae,-2.949630034,-59.93856195,13.3,20160828,False,O,P07,13.02,13.02,feldpausch_regional,0.18,default,1.0,13.48,13.14,13.3,False,O,13.02,feldpausch,13.48,13.142964696086178,0.8633,39.0912,39.0912,55.7589,40.5005,40.5005,57.769,
DUC_A01,010b,Inga alba,Fabaceae,-2.950055323,-59.93873943,45.8,20160828,False,O,P07,28.01,28.01,feldpausch_regional,0.18,default,1.0,45.98,28.07,45.8,False,O,28.01,feldpausch,45.98,28.06664846459101,0.5861,922.6728,922.6728,901.8213,931.5996,931.5996,910.5465,
DUC_A01,011a,Swartzia laevicarpa,Fabaceae,-2.949621158,-59.93859185,13.4,20160828,False,O,P07,13.08,13.08,feldpausch_regional,0.18,default,1.0,13.58,13.21,13.4,False,O,13.08,feldpausch,13.58,13.202485117446479,0.6125,39.8454,39.8454,40.6554,41.2706,41.2706,42.1096,
DUC_A01,011b,Eschweilera ovata,Lecythidaceae,-2.95001856,-59.93876849,35.0,20160828,False,O,P07,24.21,24.21,feldpausch_regional,0.18,default,1.0,35.18,24.28,35.0,False,O,24.21,feldpausch,35.18,24.28064106426177,0.9,473.4351,473.4351,703.2755,479.5612,479.5612,712.3758,
DUC_A01,012a,Licania guianensis,Chrysobalanaceae,-2.949644617,-59.9385921,23.3,20160828,False,O,P07,18.94,18.94,feldpausch_regional,0.18,default,1.0,23.48,19.03,23.3,False,O,18.94,feldpausch,23.48,19.032572844788827,0.8165,168.3691,168.3691,227.4328,171.7327,171.7327,231.9764,
DUC_A01,012b,Caryocar glabrum,Caryocaraceae,-2.949868542,-59.93877772,91.5,20160828,False,O,P07,37.83,37.83,feldpausch_regional,0.18,default,1.0,91.68,37.85,91.5,False,O,37.83,feldpausch,91.68,37.85567478310106,0.6536,4776.6446,4776.6446,5192.4621,4798.1803,4798.1803,5215.8725,
DUC_A01,013a,Qualea paraensis,Vochysiaceae,-2.949623796,-59.93861859,41.2,20160828,False,O,P07,26.49,26.49,feldpausch_regional,0.18,default,1.0,41.38,26.55,41.2,False,O,26.49,feldpausch,41.38,26.55206798311753,0.6893,710.6701,710.6701,813.7657,718.3824,718.3824,822.5969,
DUC_A01,013b,Eschweilera coriacea,Lecythidaceae,-2.949844547,-59.93882836,35.4,20160828,False,O,P07,24.36,24.36,feldpausch_regional,0.18,default,1.0,35.58,24.43,35.4,False,O,24.36,feldpausch,35.58,24.430019106612843,0.8521,486.9811,486.9811,685.7834,493.206,493.206,694.5495,
DUC_A01,014a,Aspidosperma excelsum,Apocynaceae,-2.949650473,-59.93860817,59.0,20160828,False,O,P07,31.69,31.69,feldpausch_regional,0.18,default,1.0,59.18,31.74,59.0,False,O,31.69,feldpausch,59.18,31.73425776771465,0.792,1706.3335,1706.3335,2237.4023,1718.8496,1718.8496,2253.8138,
DUC_A01,014b,Geissospermum sericeum,Apocynaceae,-2.9498014,-59.93878895,41.8,20160828,False,O,P07,26.7,26.7,feldpausch_regional,0.18,default,1.0,41.98,26.76,41.8,False,O,26.7,feldpausch,41.98,26.761329443016205,0.7823,736.668,736.668,954.4355,744.5383,744.5383,964.6324,
DUC_A01,015a,Helicostylis tomentosa,Moraceae,-2.94965333,-59.93860622,30.0,20160828,False,O,P07,22.13,22.13,feldpausch_regional,0.18,default,1.0,30.18,22.21,30.0,False,O,22.13,feldpausch,30.18,22.20888391361509,0.6147,320.9987,320.9987,328.6548,325.8988,325.8988,333.6717,
DUC_A01,015b,Eschweilera coriacea,Lecythidaceae,-2.949771469,-59.93882377,42.0,20160828,False,O,P07,26.77,26.77,feldpausch_regional,0.18,default,1.0,42.18,26.83,42.0,False,O,26.77,feldpausch,42.18,26.83108727782577,0.8521,745.4665,745.4665,1049.7914,753.3897,753.3897,1060.9491,
DUC_A01,016a,Inga alba,Fabaceae,-2.949686892,-59.93860631,39.7,20160828,False,O,P07,25.97,25.97,feldpausch_regional,0.18,default,1.0,39.88,26.03,39.7,False,O,25.97,feldpausch,39.88,26.034010128117558,0.5861,648.3722,648.3722,633.7197,655.6964,655.6964,640.8784,
DUC_A01,016b,,,-2.949761805,-59.93890423,36.2,20160828,True,O,P07,24.67,24.67,feldpausch_regional,0.18,default,1.0,36.38,24.74,36.2,True,O,24.67,feldpausch,36.38,24.738838595069844,0.6678,515.0115,363.3047,363.3047,521.4382,367.7639,367.7639,
DUC_A01,017a,Virola sebifera,Myristicaceae,-2.94971281,-59.93859605,12.3,20160828,False,O,P07,12.32,12.32,feldpausch_regional,0.18,default,1.0,12.48,12.45,12.3,False,O,12.32,feldpausch,12.48,12.44710302840369,0.4454,31.7974,31.7974,23.7724,33.0414,33.0414,24.7024,
DUC_A01,018a,Lecythis idatimon,Lecythidaceae,-2.94971443,-59.93859541,18.2,20160828,False,O,P07,16.13,16.13,feldpausch_regional,0.18,default,1.0,18.38,16.24,18.2,False,O,16.13,feldpausch,18.38,16.236020917929668,0.7986,88.8733,88.8733,117.4773,91.1782,91.1782,120.5241,
DUC_A01,019a,Terminalia amazonia,Combretaceae,-2.949704839,-59.9385788,31.8,20160828,False,O,P07,22.9,22.9,feldpausch_regional,0.18,default,1.0,31.98,22.98,31.8,False,O,22.9,feldpausch,31.98,22.975736258347816,0.6735,371.8757,371.8757,416.2744,377.2093,377.2093,422.2448,
DUC_A01,020a,Manilkara huberi,Sapotaceae,-2.949680033,-59.93852915,26.5,20160828,False,O,P07,20.53,20.53,feldpausch_regional,0.18,default,1.0,26.68,20.61,26.5,False,O,20.53,feldpausch,26.68,20.615597372898037,0.9214,234.1684,234.1684,355.9077,238.2488,238.2488,362.1094,
DUC_A01,021a,Protium paniculatum,Burseraceae,-2.949696714,-59.93852951,20.4,20160828,False,O,P07,17.39,17.39,feldpausch_regional,0.18,default,1.0,20.58,17.49,20.4,False,O,17.39,feldpausch,20.58,17.489817710397173,0.49,119.5064,119.5064,98.0724,122.2544,122.2544,100.3276,
DUC_A01,022a,Pouteria reticulata,Sapotaceae,-2.949708414,-59.93854278,11.1,20160828,False,O,P07,11.45,11.45,feldpausch_regional,0.18,default,1.0,11.28,11.58,11.1,False,O,11.45,feldpausch,11.28,11.582526964763572,0.794,24.2284,24.2284,31.8474,25.2837,25.2837,33.2345,
DUC_A01,023a,Helicostylis tomentosa,Moraceae,-2.949709217,-59.93854248,15.5,20160828,False,O,P07,14.47,14.47,feldpausch_regional,0.18,default,1.0,15.68,14.59,15.5,False,O,14.47,feldpausch,15.68,14.584695600187828,0.6147,58.4259,58.4259,59.8194,60.2199,60.2199,61.6562,
DUC_A01,024a,Pouteria gongrijpii,Sapotaceae,-2.949717406,-59.93852991,38.7,20160828,False,O,P07,25.61,25.61,feldpausch_regional,0.18,default,1.0,38.88,25.67,38.7,False,O,25.61,feldpausch,38.88,25.675342981193605,0.7994,608.5275,608.5275,805.1975,615.5938,615.5938,814.5475,
DUC_A01,025a,Micrandra minor,Euphorbiaceae,-2.94975018,-59.93852571,61.7,20160828,False,O,P07,32.34,32.34,feldpausch_regional,0.18,default,1.0,61.88,32.38,61.7,False,O,32.34,feldpausch,61.88,32.38217655753285,0.41,1899.3438,1899.3438,1309.8001,1912.6063,1912.6063,1318.946,
DUC_A01,026a,Swartzia laevicarpa,Fabaceae,-2.949747773,-59.9385266,12.2,20160828,False,O,P07,12.25,12.25,feldpausch_regional,0.18,default,1.0,12.38,12.38,12.2,False,O,12.25,feldpausch,12.379999999999999,12.377547442963305,0.6125,31.1212,31.1212,31.7538,32.3491,32.3491,33.0067,
DUC_A01,027a,,,-2.949764099,-59.93853226,24.8,20160828,False,O,P07,19.7,19.7,feldpausch_regional,0.18,default,1.0,24.98,19.79,24.8,False,O,19.7,feldpausch,24.98,19.78918493830077,0.6678,197.6193,197.6193,219.4002,201.3144,201.3144,223.5025,
DUC_A01,028a,Sloanea guianensis,Elaeocarpaceae,-2.949761558,-59.93850597,28.0,20160828,False,O,P07,21.23,21.23,feldpausch_regional,0.18,default,1.0,28.18,21.31,28.0,False,O,21.23,feldpausch,28.18,21.31260505700556,0.8212,269.4116,269.4116,365.9678,273.8387,273.8387,371.9815,
DUC_A01,029a,Minquartia guianensis,Olacaceae,-2.949809551,-59.93851135,17.4,20160828,False,O,P07,15.65,15.65,feldpausch_regional,0.18,default,1.0,17.58,15.76,17.4,False,O,15.65,feldpausch,17.58,15.758443383585726,0.7867,79.0422,79.0422,102.9676,81.1915,81.1915,105.7675,
DUC_A01,030a,Licania octandra,Chrysobalanaceae,-2.949829501,-59.93854211,18.9,20160828,False,O,P07,16.54,16.54,feldpausch_regional,0.18,default,1.0,19.08,16.64,18.9,False,O,16.54,feldpausch,19.08,16.64397600633431,0.825,98.0403,98.0403,133.7791,100.4839,100.4839,137.1134,
DUC_A01,031a,Euterpe oleracea,Arecaceae,-2.949830847,-59.93850717,13.2,20160828,False,P,P07,12.95,12.95,feldpausch_regional,0.18,default,1.0,13.38,13.07,13.2,False,P,12.95,feldpausch,13.379999999999999,13.073355365618069,0.3877,38.3174,22.7117,22.7117,39.7097,23.5731,23.5731,
DUC_A01,032a,Pouteria gongrijpii,Sapotaceae,-2.949844926,-59.93850716,11.5,20160828,False,O,P07,11.75,11.75,feldpausch_regional,0.18,default,1.0,11.68,11.88,11.5,False,O,11.75,feldpausch,11.68,11.880726638916336,0.7994,26.6256,26.6256,35.2308,27.7432,27.7432,36.7095,
DUC_A01,033a,Helicostylis tomentosa,Moraceae,-2.949861444,-59.93853339,15.9,20160828,False,O,P07,14.73,14.73,feldpausch_regional,0.18,default,1.0,16.08,14.84,15.9,False,O,14.73,feldpausch,16.080000000000002,14.843366800940444,0.6147,62.4818,62.4818,63.9721,64.3497,64.3497,65.8845,
DUC_A01,034a,Inga thibaudiana,Fabaceae,-2.949887687,-59.93850582,15.4,20160828,False,O,P07,14.41,14.41,feldpausch_regional,0.18,default,1.0,15.58,14.52,15.4,False,O,14.41,feldpausch,15.58,14.525076437765907,0.5786,57.4589,57.4589,55.4541,59.2352,59.2352,57.1684,
DUC_A01,035a,Eschweilera coriacea,Lecythidaceae,-2.949860888,-59.9384773,13.2,20160828,False,O,P07,12.95,12.95,feldpausch_regional,0.18,default,1.0,13.38,13.07,13.2,False,O,12.95,feldpausch,13.379999999999999,13.073355365618069,0.8521,38.3174,38.3174,53.9599,39.7097,39.7097,55.9206,
DUC_A01,036a,Pterocarpus sp.,Fabaceae,-2.949862108,-59.93847907,25.4,20160828,False,O,P07,20.0,20.0,feldpausch_regional,0.18,default,1.0,25.58,20.08,25.4,False,O,20.0,feldpausch,25.58,20.087904560984484,0.5838,210.1364,210.1364,204.601,213.967,213.967,208.3306,
DUC_A01,037a,,,-2.949870054,-59.93846879,21.2,20160828,False,O,P07,17.83,17.83,feldpausch_regional,0.18,default,1.0,21.38,17.93,21.2,False,O,17.83,feldpausch,21.38,17.927724580914138,0.6678,132.0055,132.0055,146.5546,134.92,134.92,149.7904,
DUC_A01,038a,,,-2.949888041,-59.93846006,41.4,20160828,True,O,P07,26.56,26.56,feldpausch_regional,0.18,default,1.0,41.58,26.62,41.4,True,O,26.56,feldpausch,41.58,26.621819767522215,0.6678,719.27,504.7528,504.7528,727.0349,510.1207,510.1207,
DUC_A01,039a,Eschweilera coriacea,Lecythidaceae,-2.949921277,-59.93850242,12.1,20160828,False,O,P07,12.18,12.18,feldpausch_regional,0.18,default,1.0,12.28,12.31,12.1,False,O,12.18,feldpausch,12.28,12.307997957895681,0.8521,30.4544,30.4544,42.8869,31.6664,31.6664,44.5937,
DUC_A01,040a,Protium paniculatum,Burseraceae,-2.949913656,-59.93851355,10.1,20160828,False,O,P07,10.7,10.7,feldpausch_regional,0.18,default,1.0,10.28,10.84,10.1,False,O,10.7,feldpausch,10.28,10.83753457254877,0.49,18.8614,18.8614,15.4786,19.768,19.768,16.2226,
DUC_A01,041a,Aniba parviflora,Lauraceae,-2.949914093,-59.93851858,19.1,20160828,False,O,P07,16.65,16.65,feldpausch_regional,0.18,default,1.0,19.28,16.76,19.1,False,O,16.65,feldpausch,19.28,16.75336994598365,0.54,100.7252,100.7252,90.8822,103.208,103.208,93.1224,
DUC_A01,042a,Oenocarpus bacaba,Arecaceae,-2.949979154,-59.93854919,17.2,20160828,False,P,P07,15.53,15.53,feldpausch_regional,0.18,default,1.0,17.38,15.64,17.2,False,P,15.53,feldpausch,17.38,15.639077734920187,0.65,76.7,47.0088,47.0088,78.8112,48.3733,48.3733,
DUC_A01,043a,Eschweilera ovata,Lecythidaceae,-2.949975497,-59.93855596,16.5,20160828,False,O,P07,15.1,15.1,feldpausch_regional,0.18,default,1.0,16.68,15.21,16.5,False,O,15.1,feldpausch,16.68,15.211323855918964,0.9,68.8131,68.8131,102.22,70.7917,70.7917,105.1592,
DUC_A01,044a,,,-2.949952154,-59.9385682,94.5,20160828,True,O,P07,38.24,38.24,feldpausch_regional,0.18,default,1.0,94.68,38.27,94.5,True,O,38.24,feldpausch,94.68,38.26448647679134,0.6678,5140.9222,3543.4207,3543.4207,5163.2788,3558.7952,3558.7952,
DUC_A01,045a,Couratari stellata,Lecythidaceae,-2.949939818,-59.93853579,15.7,20160828,False,O,P07,14.6,14.6,feldpausch_regional,0.18,default,1.0,15.88,14.71,15.7,False,O,14.6,feldpausch,15.879999999999999,14.714024363716009,0.6331,60.4318,60.4318,63.6877,62.2625,62.2625,65.6171,
DUC_A01,046a,Geissospermum sericeum,Apocynaceae,-2.94993699,-59.93857698,20.8,20160828,False,O,P07,17.61,17.61,feldpausch_regional,0.18,default,1.0,20.98,17.71,20.8,False,O,17.61,feldpausch,20.98,17.70875463620532,0.7823,125.6555,125.6555,162.8007,128.4862,128.4862,166.4682,
DUC_A01,047a,Pouteria sp.,Sapotaceae,-2.94991783,-59.93855996,25.8,20160828,False,O,P07,20.19,20.19,feldpausch_regional,0.18,default,1.0,25.98,20.28,25.8,False,O,20.19,feldpausch,25.98,20.277034993013974,0.7187,218.653,218.653,260.7876,222.5731,222.5731,265.4631,
DUC_A01,048a,Oenocarpus bacaba,Arecaceae,-2.9499124,-59.93858754,13.8,20160828,False,P,P07,13.36,13.36,feldpausch_regional,0.18,default,1.0,13.98,13.48,13.8,False,P,13.36,feldpausch,13.98,13.480989784864745,0.65,43.0816,25.6629,25.6629,44.5758,26.5934,26.5934,
DUC_A01,049a,Protium paniculatum,Burseraceae,-2.949869674,-59.93858007,12.0,20160828,False,O,P07,12.11,12.11,feldpausch_regional,0.18,default,1.0,12.18,12.23,12.0,False,O,12.11,feldpausch,12.18,12.238454722800167,0.49,29.7969,29.7969,24.4527,30.9931,30.9931,25.4344,
DUC_A01,050a,Oenocarpus bacaba,Arecaceae,-2.949835498,-59.93854979,11.9,20160828,False,P,P07,12.03,12.03,feldpausch_regional,0.18,default,1.0,12.08,12.16,11.9,False,P,12.03,feldpausch,12.08,12.158810817623012,0.65,29.1251,17.0806,17.0806,30.3046,17.8001,17.8001,
DUC_A01,051a,,,-2.949846274,-59.93856639,21.9,20160828,False,O,P07,18.21,18.21,feldpausch_regional,0.18,default,1.0,22.08,18.3,21.9,False,O,18.21,feldpausch,22.08,18.305969782316833,0.6678,143.5721,143.5721,159.3961,146.6349,146.6349,162.7965,
DUC_A01,052a,Sacoglottis guianensis,Humiriaceae,-2.949850265,-59.93857254,32.9,20160828,False,O,P07,23.36,23.36,feldpausch_regional,0.18,default,1.0,33.08,23.44,32.9,False,O,23.36,feldpausch,33.08,23.43392164608345,0.8359,405.188,405.188,559.992,410.7913,410.7913,567.7361,
DUC_A01,053a,Pouteria gongrijpii,Sapotaceae,-2.949841922,-59.93859165,12.5,20160828,False,O,P07,12.46,12.46,feldpausch_regional,0.18,default,1.0,12.68,12.59,12.5,False,O,12.46,feldpausch,12.68,12.58623192584687,0.7994,33.1783,33.1783,43.9012,34.4546,34.4546,45.59,
DUC_A01,054a,Duguetia surinamensis,Annonaceae,-2.949808059,-59.93858193,15.9,20160828,False,O,P07,14.73,14.73,feldpausch_regional,0.18,default,1.0,16.08,14.84,15.9,False,O,14.73,feldpausch,16.080000000000002,14.843366800940444,0.8,62.4818,62.4818,82.7359,64.3497,64.3497,85.2093,
DUC_A01,055a,Eschweilera coriacea,Lecythidaceae,-2.94977669,-59.93874353,18.0,20160828,False,O,P07,16.01,16.01,feldpausch_regional,0.18,default,1.0,18.18,16.12,18.0,False,O,16.01,feldpausch,18.18,16.116610041426565,0.8521,86.3453,86.3453,121.5944,88.6109,88.6109,124.7849,
DUC_A01,056a,Nectandra cuspidata,Lauraceae,-2.949750422,-59.93858357,14.2,20160828,False,O,P07,13.62,13.62,feldpausch_regional,0.18,default,1.0,14.38,13.74,14.2,False,O,13.62,feldpausch,14.379999999999999,13.739386999997594,0.518,46.4178,46.4178,40.2156,47.9802,47.9802,41.5693,
DUC_A01,057a,Sloanea guianensis,Elaeocarpaceae,-2.949747242,-59.93863118,15.6,20160828,False,O,P07,14.54,14.54,feldpausch_regional,0.18,default,1.0,15.78,14.65,15.6,False,O,14.54,feldpausch,15.78,14.654397579606647,0.8212,59.4433,59.4433,80.7475,61.2562,61.2562,83.2103,
DUC_A01,058a,Pouteria gongrijpii,Sapotaceae,-2.94968566,-59.93868741,49.5,20160828,False,O,P07,29.14,29.14,feldpausch_regional,0.18,default,1.0,49.68,29.19,49.5,False,O,29.14,feldpausch,49.68,29.192758336865214,0.7994,1116.0196,1116.0196,1476.7059,1125.9411,1125.9411,1489.8339,
DUC_A01,059a,Eschweilera ovata,Lecythidaceae,-2.94965454,-59.93866135,11.4,20160828,False,O,P07,11.67,11.67,feldpausch_regional,0.18,default,1.0,11.58,11.8,11.4,False,O,11.67,feldpausch,11.58,11.801110900524833,0.9,26.0016,26.0016,38.6247,27.1029,27.1029,40.2607,
DUC_A01,060a,Oenocarpus bacaba,Arecaceae,-2.949652434,-59.93865372,11.0,20160828,False,P,P07,11.38,11.38,feldpausch_regional,0.18,default,1.0,11.18,11.51,11.0,False,P,11.38,feldpausch,11.18,11.51305215287207,0.65,23.6621,13.7606,13.7606,24.7025,14.3883,14.3883,
DUC_A01,061a,Strychnos subcordata,Loganiaceae,-2.949635928,-59.93871142,37.7,20160828,False,O,P07,25.24,25.24,feldpausch_regional,0.18,default,1.0,37.88,25.3,37.7,False,O,25.24,feldpausch,37.88,25.306709852900333,0.6959,570.0569,570.0569,658.8661,576.866,576.866,666.736,
DUC_A01,062a,Licania canescens,Chrysobalanaceae,-2.949605758,-59.93872091,27.1,20160828,False,O,P07,20.81,20.81,feldpausch_regional,0.18,default,1.0,27.28,20.9,27.1,False,O,20.81,feldpausch,27.28,20.894367458564414,0.88,247.885,247.885,360.2382,252.1027,252.1027,366.3675,
DUC_A01,063a,Eschweilera ovata,Lecythidaceae,-2.949600281,-59.93871006,12.3,20160828,False,O,P07,12.32,12.32,feldpausch_regional,0.18,default,1.0,12.48,12.45,12.3,False,O,12.32,feldpausch,12.48,12.44710302840369,0.9,31.7974,31.7974,47.2342,33.0414,33.0414,49.0821,
DUC_A01,064a,Licania octandra,Chrysobalanaceae,-2.94959882,-59.93870716,21.0,20160828,False,O,P07,17.72,17.72,feldpausch_regional,0.18,default,1.0,21.18,17.82,21.0,False,O,17.72,feldpausch,21.18,17.81823559608659,0.825,128.8052,128.8052,175.7587,131.6777,131.6777,179.6783,
DUC_A01,065a,Helicostylis tomentosa,Moraceae,-2.949598455,-59.93870644,36.2,20160828,False,O,P07,24.67,24.67,feldpausch_regional,0.18,default,1.0,36.38,24.74,36.2,False,O,24.67,feldpausch,36.38,24.738838595069844,0.6147,515.0115,515.0115,527.2949,521.4382,521.4382,533.875,
DUC_A01,001a,Eschweilera ovata,Lecythidaceae,-2.951246332,-59.94863528,11.5,20160831,False,O,P08,11.75,11.75,feldpausch_regional,0.18,default,1.0,11.68,11.88,11.5,False,O,11.75,feldpausch,11.68,11.880726638916336,0.9,26.6256,26.6256,39.5517,27.7432,27.7432,41.2117,
DUC_A01,001b,,,-2.951401523,-59.94879303,45.0,20160831,True,O,P08,27.76,27.76,feldpausch_regional,0.18,default,1.0,45.18,27.81,45.0,True,O,27.76,feldpausch,45.18,27.81755161846607,0.6678,883.7083,618.3034,618.3034,892.4234,624.3165,624.3165,
DUC_A01,002a,,,-2.95124518,-59.94870224,31.1,20160831,False,O,P08,22.61,22.61,feldpausch_regional,0.18,default,1.0,31.28,22.68,31.1,False,O,22.61,feldpausch,31.28,22.686956201699076,0.6678,351.6627,351.6627,390.4217,356.828,356.828,396.1563,
DUC_A01,002b,,,-2.951432457,-59.94880315,43.0,20160831,True,O,P08,27.1,27.1,feldpausch_regional,0.18,default,1.0,43.18,27.16,43.0,True,O,27.1,feldpausch,43.18,27.15986116588695,0.6678,789.8946,553.5607,553.5607,798.0786,559.2133,559.2133,
DUC_A01,003a,Licania octandra,Chrysobalanaceae,-2.951281033,-59.94869117,18.0,20160831,False,O,P08,16.01,16.01,feldpausch_regional,0.18,default,1.0,18.18,16.12,18.0,False,O,16.01,feldpausch,18.18,16.116610041426565,0.825,86.3453,86.3453,117.8208,88.6109,88.6109,120.9123,
DUC_A01,003b,Manilkara bidentata,Sapotaceae,-2.951482583,-59.94882736,40.7,20160831,False,O,P08,26.32,26.32,feldpausch_regional,0.18,default,1.0,40.88,26.38,40.7,False,O,26.32,feldpausch,40.88,26.382709573491876,0.8729,689.5853,689.5853,994.2828,697.1684,697.1684,1005.2164,
DUC_A01,004a,Sextonia rubra,Lauraceae,-2.951302679,-59.9486521,50.2,20160831,False,O,P08,29.34,29.34,feldpausch_regional,0.18,default,1.0,50.38,29.39,50.2,False,O,29.34,feldpausch,50.38,29.392054708574506,0.5523,1154.7166,1154.7166,1065.0051,1164.826,1164.826,1074.329,
DUC_A01,004b,Pouteria oppositifolia,Sapotaceae,-2.951531725,-59.94885193,55.4,20160831,False,O,P08,30.77,30.77,feldpausch_regional,0.18,default,1.0,55.58,30.82,55.4,False,O,30.77,feldpausch,55.58,30.817240769709226,0.65,1466.237,1466.237,1585.375,1477.7616,1477.7616,1597.836,
DUC_A01,005a,Mouriri collocarpa,Melastomataceae,-2.951311294,-59.94864919,46.9,20160831,False,O,P08,28.35,28.35,feldpausch_regional,0.18,default,1.0,47.08,28.41,46.9,False,O,28.35,feldpausch,47.08,28.405443536010086,0.8333,977.8717,977.8717,1347.4894,987.0914,987.0914,1360.194,
DUC_A01,005b,Eschweilera ovata,Lecythidaceae,-2.95152442,-59.94875694,35.5,20160831,False,O,P08,24.4,24.4,feldpausch_regional,0.18,default,1.0,35.68,24.47,35.5,False,O,24.4,feldpausch,35.68,24.469872660712642,0.9,490.4547,490.4547,728.5577,496.705,496.705,737.8424,
DUC_A01,006a,Iryanthera paraensis,Myristicaceae,-2.951314774,-59.94865826,13.6,20160831,False,O,P08,13.22,13.22,feldpausch_regional,0.18,default,1.0,13.78,13.34,13.6,False,O,13.22,feldpausch,13.78,13.341728603852474,0.65,41.4429,41.4429,44.8104,42.9025,42.9025,46.3885,
DUC_A01,006b,Licania octandra,Chrysobalanaceae,-2.951582482,-59.9487734,43.4,20160831,False,O,P08,27.23,27.23,feldpausch_regional,0.18,default,1.0,43.58,27.29,43.4,False,O,27.23,feldpausch,43.58,27.28938015231424,0.825,808.0666,808.0666,1102.6319,816.3552,816.3552,1113.9421,
DUC_A01,007a,Licania guianensis,Chrysobalanaceae,-2.95131894,-59.94864148,18.0,20160831,False,O,P08,16.01,16.01,feldpausch_regional,0.18,default,1.0,18.18,16.12,18.0,False,O,16.01,feldpausch,18.18,16.116610041426565,0.8165,86.3453,86.3453,116.6351,88.6109,88.6109,119.6955,
DUC_A01,007b,Licania canescens,Chrysobalanaceae,-2.951618727,-59.9488639,73.5,20160831,False,O,P08,34.84,34.84,feldpausch_regional,0.18,default,1.0,73.68,34.88,73.5,False,O,34.84,feldpausch,73.68,34.874406126077254,0.88,2874.2322,2874.2322,4176.9696,2890.7717,2890.7717,4201.0057,
DUC_A01,008a,Iryanthera paraensis,Myristicaceae,-2.95132723,-59.94864688,10.8,20160831,False,O,P08,11.23,11.23,feldpausch_regional,0.18,default,1.0,10.98,11.36,10.8,False,O,11.23,feldpausch,10.98,11.364008063108008,0.65,22.5359,22.5359,24.367,23.5459,23.5459,25.4591,
DUC_A01,008b,Sextonia rubra,Lauraceae,-2.951741074,-59.9488847,98.8,20160831,False,O,P08,38.81,38.81,feldpausch_regional,0.18,default,1.0,98.98,38.83,98.8,False,O,38.81,feldpausch,98.98,38.83290414757128,0.5523,5688.9909,5688.9909,5247.0052,5712.5286,5712.5286,5268.7142,
DUC_A01,009a,Pouteria gongrijpii,Sapotaceae,-2.951307808,-59.94859911,23.1,20160831,False,O,P08,18.84,18.84,feldpausch_regional,0.18,default,1.0,23.28,18.93,23.1,False,O,18.84,feldpausch,23.28,18.93305848578515,0.7994,164.7063,164.7063,217.9377,168.0269,168.0269,222.3316,
DUC_A01,009b,Rollinia exsucca,Annonaceae,-2.951699695,-59.94885742,37.4,20160831,False,O,P08,25.13,25.13,feldpausch_regional,0.18,default,1.0,37.58,25.19,37.4,False,O,25.13,feldpausch,37.58,25.197134706656787,0.3748,558.8483,558.8483,353.0126,565.5813,565.5813,357.2657,
DUC_A01,010a,Pouteria gongrijpii,Sapotaceae,-2.951328503,-59.94859826,14.2,20160831,False,O,P08,13.62,13.62,feldpausch_regional,0.18,default,1.0,14.38,13.74,14.2,False,O,13.62,feldpausch,14.379999999999999,13.739386999997594,0.7994,46.4178,46.4178,61.4195,47.9802,47.9802,63.4869,
DUC_A01,010b,,,-2.951521829,-59.94890649,55.0,20160831,True,O,P08,30.67,30.67,feldpausch_regional,0.18,default,1.0,55.18,30.72,55.0,True,O,30.67,feldpausch,55.18,30.71759756148798,0.6678,1441.0575,1002.113,1002.113,1452.4745,1009.9634,1009.9634,
