site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2014,dead_2014,dbh_2018,dead_2018,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
CAU_A01,133a,Lecythis idatimon,Lecythidaceae,778926.0146,9586296.943,O,,,13.5,False,T13,13.15,,False,O,13.15,feldpausch,,,0.7986,
CAU_A01,134a,Simaba cedron,Simaroubaceae,778917.9969,9586295.757,O,,,10.9,False,T13,11.3,,False,O,11.3,feldpausch,,,0.4743,
CAU_A01,135a,Tachigali myrmecophila,Fabaceae,778921.0536,9586299.714,O,,,10.9,False,T13,11.3,,False,O,11.3,feldpausch,,,0.476,
CAU_A01,136a,Licania guianensis,Chrysobalanaceae,778920.058,9586300.028,O,,,13.2,False,T13,12.95,,False,O,12.95,feldpausch,,,0.8165,
CAU_A01,137a,Tetragastris panamensis,Burseraceae,778925.0332,9586298.257,O,,,23.5,False,T13,19.05,,False,O,19.05,feldpausch,,,0.7173,
CAU_A01,138a,Lecythis idatimon,Lecythidaceae,778916.9827,9586294.772,O,,,16.0,False,T13,14.79,,False,O,14.79,feldpausch,,,0.7986,
CAU_A01,047a,Tetragastris panamensis,Burseraceae,778782.0326,9586252.771,O,18.0,False,18.6,False,T13,16.36,18.0,False,O,16.36,feldpausch,88.1871,88.1871,0.7173,104.9816
CAU_A01,048a,Pouteria guianensis,Sapotaceae,778771.2406,9586262.995,O,55.0,False,55.5,False,T13,30.8,55.0,False,O,30.8,feldpausch,1447.0187,1447.0187,0.9295,2218.2472
CAU_A01,049a,Aspidosperma spruceanum,Apocynaceae,778775.0033,9586251.415,O,12.2,False,12.9,False,T13,12.74,12.2,False,O,12.74,feldpausch,32.3356,32.3356,0.7533,40.378
CAU_A01,050a,Rinorea guianensis,Violaceae,778761.0001,9586251.403,O,15.7,False,16.5,False,T13,15.1,15.7,False,O,15.1,feldpausch,62.4508,62.4508,0.78,80.6765
CAU_A01,051a,Tetragastris panamensis,Burseraceae,778759.7579,9586254.229,O,29.0,False,29.5,False,T13,21.91,29.0,False,O,21.91,feldpausch,297.5285,297.5285,0.7173,354.1903
CAU_A01,052a,Rinorea guianensis,Violaceae,778748.8808,9586255.453,O,15.2,False,15.6,False,T13,14.54,15.2,False,O,14.54,feldpausch,56.5044,56.5044,0.78,72.9946
CAU_A01,053a,,,778742.037,9586253.393,O,12.5,True,,True,T13,,12.5,True,O,,feldpausch,,,0.7301,
CAU_A01,054a,Eschweilera ovata,Lecythidaceae,778745.7807,9586289.524,O,48.4,False,49.4,False,T13,29.11,48.4,False,O,29.11,feldpausch,1067.0482,1067.0482,0.9,1585.0724
CAU_A01,055a,Micrandra minor,Euphorbiaceae,778753.7584,9586288.36,O,49.5,False,49.9,False,T13,29.25,49.5,False,O,29.25,feldpausch,1120.1312,1120.1312,0.41,772.4499
CAU_A01,056a,Sacoglottis guianensis,Humiriaceae,778753.9846,9586299.357,O,47.5,False,48.7,False,T13,28.9,47.5,False,O,28.9,feldpausch,1021.4166,1021.4166,0.8359,1411.6537
CAU_A01,057a,Lecythis idatimon,Lecythidaceae,778762.9005,9586295.173,O,39.5,False,,True,T13,,39.5,False,O,,feldpausch,,,0.7986,
CAU_A01,058a,Ormosia flava,Fabaceae,778780.9995,9586299.802,O,36.6,False,38.3,False,T13,25.46,36.6,False,O,25.46,feldpausch,542.6172,542.6172,0.58,524.9569
CAU_A01,059a,Manilkara huberi,Sapotaceae,778786.9776,9586298.679,O,88.4,False,88.7,True,T13,37.42,88.4,False,O,37.42,feldpausch,4418.6012,4418.6012,0.9214,6715.7405
CAU_A01,060a,Pouteria hispida,Sapotaceae,778785.9516,9586287.698,O,37.0,False,37.2,False,T13,25.05,37.0,False,O,25.05,feldpausch,545.5403,545.5403,0.874,787.5286
CAU_A01,061a,Dinizia excelsa,Fabaceae,778782.7112,9586285.764,O,100.0,False,,True,T13,,100.0,False,O,,feldpausch,,,0.9054,
CAU_A01,062a,NI,NI,778776.5068,9586275.889,O,57.0,False,57.0,False,T13,31.19,57.0,False,O,31.19,feldpausch,1570.6789,1570.6789,0.7301,1902.2639
CAU_A01,063a,Licania canescens,Chrysobalanaceae,778772.4665,9586273.972,O,39.1,False,39.7,True,T13,25.97,39.1,False,O,25.97,feldpausch,629.382,629.382,0.88,914.6476
CAU_A01,076a,Helicostylis sp.,Moraceae,778785.8268,9586254.693,O,43.8,False,45.6,False,T13,27.95,43.8,False,O,27.95,feldpausch,843.8919,843.8919,0.643,902.8697
CAU_A01,077a,Eschweilera parviflora,Lecythidaceae,778785.2768,9586250.784,O,51.0,False,51.5,False,T13,29.71,51.0,False,O,29.71,feldpausch,1205.5651,1205.5651,0.918,1825.7844
CAU_A01,078a,Helicostylis sp.,Moraceae,778782.197,9586260.869,O,14.2,False,14.5,False,T13,13.82,14.2,False,O,13.82,feldpausch,47.0829,47.0829,0.643,50.3734
CAU_A01,079a,Ormosia flava,Fabaceae,778778.9358,9586262.136,O,67.7,False,68.6,False,T13,33.87,67.7,False,O,33.87,feldpausch,2381.6032,2381.6032,0.58,2304.0903
CAU_A01,080a,Poeppigia procera,Fabaceae,778772.8109,9586261.162,O,34.5,False,35.0,False,T13,24.21,34.5,False,O,24.21,feldpausch,460.3228,460.3228,0.735,561.1556
CAU_A01,081a,Pouteria sp.,Sapotaceae,778770.2558,9586251.093,O,45.3,False,46.2,False,T13,28.14,45.3,False,O,28.14,feldpausch,907.2035,907.2035,0.7187,1082.0225
CAU_A01,082a,Lecythis idatimon,Lecythidaceae,778769.0516,9586261.039,O,24.4,False,24.4,False,T13,19.5,24.4,False,O,19.5,feldpausch,189.5481,189.5481,0.7986,250.5544
CAU_A01,083a,Licania guianensis,Chrysobalanaceae,778769.1605,9586266.338,O,37.1,False,38.6,False,T13,25.57,37.1,False,O,25.57,feldpausch,559.5305,559.5305,0.8165,755.8135
CAU_A01,084a,Poeppigia procera,Fabaceae,778764.8065,9586260.135,O,24.0,False,24.7,False,T13,19.65,24.0,False,O,19.65,feldpausch,184.9077,184.9077,0.735,225.4113
CAU_A01,085a,Glycydendron amazonicum,Euphorbiaceae,778762.3771,9586256.176,O,45.4,False,49.0,False,T13,28.99,45.4,False,O,28.99,feldpausch,937.9679,937.9679,0.6808,1060.9827
CAU_A01,086a,Poeppigia procera,Fabaceae,778762.3359,9586254.176,O,38.2,False,39.5,False,T13,25.89,38.2,False,O,25.89,feldpausch,599.605,599.605,0.735,730.9473
CAU_A01,087a,Pouteria gongrijpii,Sapotaceae,778760.2973,9586269.221,O,38.0,False,40.1,False,T13,26.11,38.0,False,O,26.11,feldpausch,598.414,598.414,0.7994,791.8154
CAU_A01,088a,Licania guianensis,Chrysobalanaceae,778760.139,9586261.523,O,39.2,False,39.8,False,T13,26.0,39.2,False,O,26.0,feldpausch,633.2411,633.2411,0.8165,855.3817
CAU_A01,089a,Xylopia sp.,Annonaceae,778757.8002,9586261.971,O,16.9,False,17.0,False,T13,15.41,16.9,False,O,15.41,feldpausch,73.5514,73.5514,0.5959,73.0628
CAU_A01,090a,Eschweilera ovata,Lecythidaceae,778752.5607,9586258.378,O,38.7,False,39.7,False,T13,25.97,38.7,False,O,25.97,feldpausch,616.8749,616.8749,0.9,916.3517
CAU_A01,091a,,,778750.2774,9586261.526,L,13.5,False,14.1,False,T13,13.56,13.5,False,L,13.56,feldpausch,41.8753,41.8753,0.7301,50.7155
CAU_A01,092a,Poeppigia procera,Fabaceae,778750.2794,9586261.626,O,12.5,False,12.4,False,T13,12.39,12.5,False,O,12.39,feldpausch,32.9964,32.9964,0.735,40.2242
CAU_A01,093a,Caryocar glabrum,Caryocaraceae,778747.8049,9586255.475,O,38.8,False,37.7,False,T13,25.24,38.8,False,O,25.24,feldpausch,602.9752,602.9752,0.6536,655.4655
CAU_A01,094a,Pouteria hispida,Sapotaceae,778747.7515,9586252.876,O,45.1,False,46.0,False,T13,28.07,45.1,False,O,28.07,feldpausch,897.2178,897.2178,0.874,1295.2018
CAU_A01,095a,Eschweilera ovata,Lecythidaceae,778740.2533,9586253.63,O,38.8,False,40.0,False,T13,26.07,38.8,False,O,26.07,feldpausch,622.3202,622.3202,0.9,924.4404
CAU_A01,139a,Licania octandra,Chrysobalanaceae,778781.148,9586258.39,O,,,17.0,False,T13,15.41,,False,O,15.41,feldpausch,,,0.825,
CAU_A01,140a,Protium paniculatum,Burseraceae,778776.1367,9586257.893,O,,,25.5,False,T13,20.05,,False,O,20.05,feldpausch,,,0.49,
CAU_A01,141a,Eschweilera ovata,Lecythidaceae,778775.1452,9586258.314,O,,,11.1,False,T13,11.45,,False,O,11.45,feldpausch,,,0.9,
CAU_A01,142a,Lecythis idatimon,Lecythidaceae,778775.578,9586259.905,O,,,17.4,False,T13,15.65,,False,O,15.65,feldpausch,,,0.7986,
CAU_A01,143a,Tetragastris panamensis,Burseraceae,778783.2792,9586264.748,O,,,26.9,False,T13,20.72,,False,O,20.72,feldpausch,,,0.7173,
CAU_A01,144a,Guarea guidonia,Meliaceae,778781.3207,9586266.788,O,,,22.2,False,T13,18.37,,False,O,18.37,feldpausch,,,0.5651,
CAU_A01,145a,Protium hebetatum,Burseraceae,778771.3023,9586265.994,O,,,26.4,False,T13,20.48,,False,O,20.48,feldpausch,,,0.5773,
CAU_A01,146a,Rinorea guianensis,Violaceae,778784.5051,9586275.725,O,,,12.1,False,T13,12.18,,False,O,12.18,feldpausch,,,0.78,
CAU_A01,147a,Licania octandra,Chrysobalanaceae,778784.5463,9586277.724,O,,,22.9,False,T13,18.73,,False,O,18.73,feldpausch,,,0.825,
CAU_A01,148a,Tachigali myrmecophila,Fabaceae,778781.6024,9586280.485,O,,,13.9,False,T13,13.42,,False,O,13.42,feldpausch,,,0.476,
CAU_A01,149a,Licania octandra,Chrysobalanaceae,778773.6308,9586281.95,O,,,10.5,False,T13,11.0,,False,O,11.0,feldpausch,,,0.825,
CAU_A01,150a,Pouteria gongrijpii,Sapotaceae,778780.691,9586284.805,O,,,22.0,False,T13,18.26,,False,O,18.26,feldpausch,,,0.7994,
CAU_A01,151a,Eschweilera ovata,Lecythidaceae,778784.7519,9586287.722,O,,,16.0,False,T13,14.79,,False,O,14.79,feldpausch,,,0.9,
CAU_A01,152a,Pouteria retinervis,Sapotaceae,778776.733,9586286.887,O,,,10.7,False,T13,11.15,,False,O,11.15,feldpausch,,,0.7187,
CAU_A01,153a,Rinorea guianensis,Violaceae,778781.074,9586254.791,O,,,13.5,False,T13,13.15,,False,O,13.15,feldpausch,,,0.78,
CAU_A01,154a,Rinorea guianensis,Violaceae,778779.8352,9586291.824,O,,,18.8,False,T13,16.48,,False,O,16.48,feldpausch,,,0.78,
CAU_A01,155a,Inga alba,Fabaceae,778776.8358,9586291.886,O,,,26.2,False,T13,20.38,,False,O,20.38,feldpausch,,,0.5861,
CAU_A01,156a,Tetragastris panamensis,Burseraceae,778776.9386,9586296.885,O,,,27.0,False,T13,20.76,,False,O,20.76,feldpausch,,,0.7173,
CAU_A01,157a,Licania canescens,Chrysobalanaceae,778777.959,9586297.864,O,,,13.4,False,T13,13.08,,False,O,13.08,feldpausch,,,0.88,
CAU_A01,158a,Licania guianensis,Chrysobalanaceae,778782.9373,9586296.761,O,,,24.3,False,T13,19.45,,False,O,19.45,feldpausch,,,0.8165,
CAU_A01,064a,Duguetia surinamensis,Annonaceae,778650.7842,9586255.753,O,11.6,False,11.6,False,T13,11.82,11.6,False,O,11.82,feldpausch,27.2369,27.2369,0.8,36.066
CAU_A01,065a,Tetragastris panamensis,Burseraceae,778649.9535,9586254.27,O,24.5,False,24.7,False,T13,19.65,24.5,False,O,19.65,feldpausch,192.5018,192.5018,0.7173,229.1621
CAU_A01,066a,Manilkara huberi,Sapotaceae,778637.4014,9586256.728,O,19.5,False,19.7,False,T13,17.0,19.5,False,O,17.0,feldpausch,107.0351,107.0351,0.9214,162.6805
CAU_A01,067a,Licania octandra,Chrysobalanaceae,778636.1543,9586254.454,O,16.8,False,17.1,False,T13,15.47,16.8,False,O,15.47,feldpausch,72.9805,72.9805,0.825,99.5842
CAU_A01,068a,Inga sp.,Fabaceae,778632.3942,9586256.431,O,18.7,False,19.5,False,T13,16.88,18.7,False,O,16.88,feldpausch,97.9515,97.9515,0.5786,94.5339
CAU_A01,069a,,,778631.4512,9586254.35,O,14.8,True,,True,T13,,14.8,True,O,,feldpausch,,,0.7301,
CAU_A01,070a,Lecythis idatimon,Lecythidaceae,778626.2079,9586257.159,O,10.0,False,10.2,False,T13,10.78,10.0,False,O,10.78,feldpausch,18.6336,18.6336,0.7986,24.6308
CAU_A01,071a,Lecythis idatimon,Lecythidaceae,778621.3842,9586256.058,O,14.3,False,15.0,False,T13,14.15,14.3,False,O,14.15,feldpausch,48.8444,48.8444,0.7986,64.5651
CAU_A01,072a,Manilkara huberi,Sapotaceae,778617.3056,9586257.142,O,26.0,False,26.0,False,T13,20.29,26.0,False,O,20.29,feldpausch,223.0468,223.0468,0.9214,339.0042
CAU_A01,073a,Tetragastris panamensis,Burseraceae,778602.8087,9586257.44,O,25.1,False,25.6,False,T13,20.09,25.1,False,O,20.09,feldpausch,206.2207,206.2207,0.7173,245.4937
CAU_A01,074a,Pouteria oppositifolia,Sapotaceae,778613.2384,9586278.23,O,42.0,False,43.2,False,T13,27.17,42.0,False,O,27.17,feldpausch,756.336,756.336,0.65,817.7915
CAU_A01,075a,Eschweilera coriacea,Lecythidaceae,778603.7545,9586303.43,O,40.0,False,42.0,False,T13,26.77,40.0,False,O,26.77,feldpausch,677.7454,677.7454,0.8521,954.4243
CAU_A01,076a,,,778619.6895,9586300.102,O,51.1,True,,True,T13,,51.1,True,O,,feldpausch,,,0.7301,
CAU_A01,077a,,,778622.7094,9586301.04,O,75.0,True,,True,T13,,75.0,True,O,,feldpausch,,,0.7301,
CAU_A01,078a,Eschweilera coriacea,Lecythidaceae,778636.5008,9586290.754,O,47.7,False,49.0,False,T13,28.99,47.7,False,O,28.99,feldpausch,1032.9584,1032.9584,0.8521,1454.6473
CAU_A01,079a,Symphonia globulifera,Clusiaceae,778645.5812,9586294.568,O,40.1,False,41.4,False,T13,26.56,40.1,False,O,26.56,feldpausch,675.8419,675.8419,0.6004,676.2816
CAU_A01,080a,Himatanthus sucuuba,Apocynaceae,778647.3751,9586284.529,O,46.1,False,46.1,False,T13,28.1,46.1,False,O,28.1,feldpausch,937.4374,937.4374,0.462,726.3688
CAU_A01,081a,Pouteria gongrijpii,Sapotaceae,779509.8749,9586728.503,O,42.0,False,43.0,False,T14,27.1,42.0,False,O,27.1,feldpausch,754.4341,754.4341,0.7994,998.2596
CAU_A01,124a,Chrysophyllum sanguinolentum,Sapotaceae,778637.2163,9586267.051,O,36.1,False,36.8,False,T13,24.9,36.1,False,O,24.9,feldpausch,516.8985,516.8985,0.6714,576.8508
CAU_A01,125a,Hymenaea parvifolia,Fabaceae,778631.9027,9586259.859,O,43.1,False,44.4,False,T13,27.56,43.1,False,O,27.56,feldpausch,806.6271,806.6271,0.8774,1168.8482
CAU_A01,126a,Pouteria guianensis,Sapotaceae,778628.5552,9586256.927,O,43.1,False,46.3,False,T13,28.17,43.1,False,O,28.17,feldpausch,824.0476,824.0476,0.9295,1263.2464
CAU_A01,127a,Caraipa grandifolia,Calophyllaceae,778627.2971,9586264.255,O,22.5,False,23.6,False,T13,19.1,22.5,False,O,19.1,feldpausch,158.5658,158.5658,0.78,204.8416
CAU_A01,129a,Lecythis idatimon,Lecythidaceae,778620.7254,9586264.39,O,20.4,False,21.0,False,T13,17.72,20.4,False,O,17.72,feldpausch,121.7193,121.7193,0.7986,160.8948
CAU_A01,131a,Pouteria sp.,Sapotaceae,778613.0998,9586258.946,O,39.0,False,40.0,False,T13,26.07,39.0,False,O,26.07,feldpausch,628.5972,628.5972,0.7187,749.7285
CAU_A01,132a,Manilkara huberi,Sapotaceae,778611.51,9586272.981,O,53.4,False,53.6,False,T13,30.29,53.4,False,O,30.29,feldpausch,1343.9073,1343.9073,0.9214,2042.5769
CAU_A01,133a,Manilkara bidentata,Sapotaceae,778607.7609,9586273.358,O,48.1,False,40.1,False,T13,26.11,48.1,False,O,26.11,feldpausch,948.0067,948.0067,0.8729,1366.8892
CAU_A01,159a,Helicostylis tomentosa,Moraceae,778644.841,9586258.576,O,,,25.1,False,T13,19.85,,False,O,19.85,feldpausch,,,0.6147,
CAU_A01,160a,Duguetia surinamensis,Annonaceae,778644.9027,9586261.575,O,,,20.2,False,T13,17.28,,False,O,17.28,feldpausch,,,0.8,
CAU_A01,161a,Rinorea guianensis,Violaceae,778640.0476,9586268.676,O,,,14.7,False,T13,13.95,,False,O,13.95,feldpausch,,,0.78,
CAU_A01,162a,Lecythis idatimon,Lecythidaceae,778636.0279,9586267.759,O,,,24.8,False,T13,19.7,,False,O,19.7,feldpausch,,,0.7986,
CAU_A01,163a,,,778647.0667,9586269.532,O,,,13.1,False,T13,12.88,,False,O,12.88,feldpausch,,,0.7301,
CAU_A01,164a,Tetragastris panamensis,Burseraceae,778647.149,9586273.531,O,,,26.1,False,T13,20.34,,False,O,20.34,feldpausch,,,0.7173,
CAU_A01,165a,Rinorea guianensis,Violaceae,778636.1513,9586273.758,O,,,16.7,False,T13,15.22,,False,O,15.22,feldpausch,,,0.78,
CAU_A01,166a,Lecythis idatimon,Lecythidaceae,778634.1517,9586273.799,O,,,11.8,False,T13,11.96,,False,O,11.96,feldpausch,,,0.7986,
CAU_A01,167a,Poeppigia procera,Fabaceae,778635.1926,9586275.778,O,,,12.4,False,T13,12.39,,False,O,12.39,feldpausch,,,0.735,
CAU_A01,168a,Licania sp.,Chrysobalanaceae,778638.5742,9586279.709,O,,,17.5,False,T13,15.71,,False,O,15.71,feldpausch,,,0.8165,
CAU_A01,169a,Rinorea guianensis,Violaceae,778645.3344,9586282.571,O,,,14.1,False,T13,13.56,,False,O,13.56,feldpausch,,,0.78,
CAU_A01,170a,,,778638.2742,9586279.715,O,,,12.0,False,T13,12.11,,False,O,12.11,feldpausch,,,0.7301,
CAU_A01,171a,Lecythis idatimon,Lecythidaceae,778640.3149,9586281.674,O,,,12.3,False,T13,12.32,,False,O,12.32,feldpausch,,,0.7986,
CAU_A01,172a,,,778636.3363,9586282.756,O,,,10.9,False,T13,11.3,,False,O,11.3,feldpausch,,,0.7301,
CAU_A01,173a,Eschweilera coriacea,Lecythidaceae,778636.398,9586285.755,O,,,20.2,False,T13,17.28,,False,O,17.28,feldpausch,,,0.8521,
CAU_A01,174a,Pouteria cladantha,Sapotaceae,778645.4372,9586287.569,O,,,12.5,False,T13,12.46,,False,O,12.46,feldpausch,,,0.9423,
CAU_A01,175a,Poeppigia procera,Fabaceae,778636.4186,9586286.755,O,,,14.4,False,T13,13.76,,False,O,13.76,feldpausch,,,0.735,
CAU_A01,176a,Licania guianensis,Chrysobalanaceae,778641.434,9586287.452,O,,,25.0,False,T13,19.8,,False,O,19.8,feldpausch,,,0.8165,
CAU_A01,177a,Lecythis idatimon,Lecythidaceae,778637.5952,9586295.332,O,,,17.0,False,T13,15.41,,False,O,15.41,feldpausch,,,0.7986,
CAU_A01,178a,Lecythis idatimon,Lecythidaceae,778635.5833,9586294.774,O,,,12.0,False,T13,12.11,,False,O,12.11,feldpausch,,,0.7986,
CAU_A01,179a,Brosimum rubescens,Moraceae,778644.6842,9586299.587,O,,,14.5,False,T13,13.82,,False,O,13.82,feldpausch,,,0.8251,
CAU_A01,180a,Pouteria retinervis,Sapotaceae,778638.6649,9586298.711,O,,,23.8,False,T13,19.2,,False,O,19.2,feldpausch,,,0.7187,
CAU_A01,181a,Sacoglottis guianensis,Humiriaceae,778641.7259,9586301.649,O,,,15.1,False,T13,14.21,,False,O,14.21,feldpausch,,,0.8359,
CAU_A01,182a,Tachigali myrmecophila,Fabaceae,778642.7257,9586301.628,O,,,20.4,False,T13,17.39,,False,O,17.39,feldpausch,,,0.476,
CAU_A01,183a,Pouteria retinervis,Sapotaceae,778640.7631,9586303.469,O,,,19.0,False,T13,16.6,,False,O,16.6,feldpausch,,,0.7187,
CAU_A01,001a,Lecythis idatimon,Lecythidaceae,779196.0693,9586781.6,O,19.0,False,19.2,False,T14,16.71,19.0,False,O,16.71,feldpausch,100.049,100.049,0.7986,132.2499
CAU_A01,001b,Eschweilera coriacea,Lecythidaceae,779197.9969,9586775.08,O,59.5,False,59.5,False,T14,31.81,59.5,False,O,31.81,feldpausch,1741.0849,1741.0849,0.8521,2451.8553
CAU_A01,002a,Poeppigia procera,Fabaceae,779195.7408,9586779.929,O,11.0,False,12.5,False,T14,12.46,11.0,False,O,12.46,feldpausch,25.8514,25.8514,0.735,31.5142
CAU_A01,002b,Zygia racemosa,Fabaceae,779201.5828,9586763.692,O,50.7,False,52.3,False,T14,29.94,50.7,False,O,29.94,feldpausch,1200.7649,1200.7649,0.748,1489.0536
CAU_A01,003a,Guatteria schomburgkiana,Annonaceae,779206.7794,9586780.949,O,25.3,False,27.0,False,T14,20.76,25.3,False,O,20.76,feldpausch,216.2548,216.2548,0.6,216.2548
CAU_A01,003b,Lecythis lurida,Lecythidaceae,779206.1682,9586769.93,O,74.0,False,75.8,False,T14,35.28,74.0,False,O,35.28,feldpausch,2948.4169,2948.4169,0.8633,4205.5568
CAU_A01,004a,Abarema mataybifolia,Fabaceae,779219.1207,9586775.231,O,15.1,False,16.7,False,T14,15.22,15.1,False,O,15.22,feldpausch,58.3258,58.3258,0.5668,55.169
CAU_A01,004b,Pouteria oppositifolia,Sapotaceae,779211.7236,9586766.146,O,70.3,False,71.0,False,T14,34.35,70.3,False,O,34.35,feldpausch,2598.8546,2598.8546,0.65,2810.0225
CAU_A01,005a,Protium paniculatum,Burseraceae,779220.8634,9586776.911,O,20.1,False,20.7,False,T14,17.56,20.1,False,O,17.56,feldpausch,117.2075,117.2075,0.49,96.1858
CAU_A01,005b,Lecythis idatimon,Lecythidaceae,779213.7727,9586770.905,O,22.2,False,22.2,False,T14,18.37,22.2,False,O,18.37,feldpausch,148.7004,148.7004,0.7986,196.5599
CAU_A01,006a,,,779229.8258,9586777.507,O,19.0,True,,True,T14,,19.0,True,O,,feldpausch,,,0.7301,
CAU_A01,007a,Lecythis idatimon,Lecythidaceae,779230.5194,9586777.413,O,19.9,False,20.9,False,T14,17.67,19.9,False,O,17.67,feldpausch,115.6444,115.6444,0.7986,152.8648
CAU_A01,007b,Stryphnodendron paniculatum,Fabaceae,779215.8503,9586769.015,O,22.1,False,26.1,False,T14,20.34,22.1,False,O,20.34,feldpausch,162.8039,162.8039,0.6535,176.9575
CAU_A01,008a,Lecythis idatimon,Lecythidaceae,779239.1402,9586774.018,O,23.3,False,23.7,True,T14,19.15,23.3,False,O,19.15,feldpausch,170.1908,170.1908,0.7986,224.967
CAU_A01,008b,Manilkara huberi,Sapotaceae,779222.8489,9586768.971,O,13.3,False,13.3,False,T14,13.02,13.3,False,O,13.02,feldpausch,39.0912,39.0912,0.9214,59.414
CAU_A01,009a,Pouteria gongrijpii,Sapotaceae,779191.5872,9586759.805,O,49.1,False,49.1,False,T14,29.02,49.1,False,O,29.02,feldpausch,1094.0683,1094.0683,0.7994,1447.6601
CAU_A01,009b,,,779225.5863,9586768.497,O,17.8,False,18.3,False,T14,16.19,17.8,False,O,16.19,feldpausch,85.4094,85.4094,0.7301,103.4401
CAU_A01,010a,Manilkara amazonica,Sapotaceae,779189.2677,9586733.881,O,57.5,False,58.4,False,T14,31.54,57.5,False,O,31.54,feldpausch,1615.1815,1615.1815,0.8854,2361.4304
CAU_A01,010b,Nectandra cuspidata,Lauraceae,779226.4628,9586768.075,O,43.7,False,45.5,False,T14,27.91,43.7,False,O,27.91,feldpausch,838.9615,838.9615,0.518,726.8625
CAU_A01,011a,Dipteryx odorata,Fabaceae,779225.8368,9586743.03,O,77.5,False,79.2,False,T14,35.88,77.5,False,O,35.88,feldpausch,3280.3002,3280.3002,0.9228,4992.982
CAU_A01,011b,Pouteria hispida,Sapotaceae,779228.7821,9586767.961,O,10.5,False,11.0,False,T14,11.38,10.5,False,O,11.38,feldpausch,21.6081,21.6081,0.874,31.193
CAU_A01,012a,Pouteria gongrijpii,Sapotaceae,779207.3267,9586740.505,O,39.8,False,42.5,False,T14,26.93,39.8,False,O,26.93,feldpausch,675.0612,675.0612,0.7994,893.2341
CAU_A01,012b,Pouteria guianensis,Sapotaceae,779230.2116,9586768.17,O,20.0,False,21.4,False,T14,17.94,20.0,False,O,17.94,feldpausch,118.5228,118.5228,0.9295,181.6928
CAU_A01,013a,Eschweilera coriacea,Lecythidaceae,779215.6121,9586749.469,O,56.4,False,54.5,False,T14,30.54,56.4,False,O,30.54,feldpausch,1507.2652,1507.2652,0.8521,2122.5824
CAU_A01,013b,Spondias sp.,Anacardiaceae,779236.2382,9586767.845,O,11.7,False,12.0,False,T14,12.11,11.7,False,O,12.11,feldpausch,28.3601,28.3601,0.3627,17.3532
CAU_A01,014a,Tetragastris panamensis,Burseraceae,779208.6761,9586750.413,O,55.0,False,68.0,False,T14,33.74,55.0,False,O,33.74,feldpausch,1581.6787,1581.6787,0.7173,1882.896
CAU_A01,014b,Inga sp.,Fabaceae,779238.1002,9586767.802,O,49.2,False,51.4,False,T14,29.68,49.2,False,O,29.68,feldpausch,1122.7972,1122.7972,0.5786,1083.6219
CAU_A01,015a,Eschweilera coriacea,Lecythidaceae,779193.1811,9586762.616,O,47.3,False,47.3,False,T14,28.48,47.3,False,O,28.48,feldpausch,998.6669,998.6669,0.8521,1406.3569
CAU_A01,015b,Lecythis idatimon,Lecythidaceae,779240.5552,9586765.255,O,21.9,False,22.7,False,T14,18.63,21.9,False,O,18.63,feldpausch,146.8031,146.8031,0.7986,194.0519
CAU_A01,076a,Symphonia globulifera,Clusiaceae,779199.1687,9586776.939,O,,,17.1,False,T14,15.47,,False,O,15.47,feldpausch,,,0.6004,
CAU_A01,077a,Eschweilera ovata,Lecythidaceae,779211.4638,9586778.292,O,,,23.0,False,T14,18.79,,False,O,18.79,feldpausch,,,0.9,
CAU_A01,078a,Eschweilera ovata,Lecythidaceae,779205.5649,9586772.031,O,,,10.7,False,T14,11.15,,False,O,11.15,feldpausch,,,0.9,
CAU_A01,079a,Eschweilera coriacea,Lecythidaceae,779206.2859,9586769.914,O,,,24.0,False,T14,19.3,,False,O,19.3,feldpausch,,,0.8521,
CAU_A01,080a,Eschweilera coriacea,Lecythidaceae,779199.9359,9586767.751,O,,,29.4,False,T14,21.86,,False,O,21.86,feldpausch,,,0.8521,
CAU_A01,081a,Eschweilera coriacea,Lecythidaceae,778627.2354,9586277.942,O,40.0,False,41.0,False,T13,26.42,40.0,False,O,26.42,feldpausch,669.0957,669.0957,0.8521,942.2434
CAU_A01,081b,Pouteria guianensis,Sapotaceae,779199.08,9586768.877,O,,,16.0,False,T14,14.79,,False,O,14.79,feldpausch,,,0.9295,
CAU_A01,082a,Protium hebetatum,Burseraceae,779195.8375,9586767.3,O,,,10.7,False,T14,11.15,,False,O,11.15,feldpausch,,,0.5773,
CAU_A01,083a,,,779192.3252,9586763.742,O,,,10.2,False,T14,10.78,,False,O,10.78,feldpausch,,,0.7301,
CAU_A01,084a,Inga sp.,Fabaceae,779198.5864,9586757.843,O,,,27.5,False,T14,21.0,,False,O,21.0,feldpausch,,,0.5786,
CAU_A01,085a,Nectandra cuspidata,Lauraceae,779202.4149,9586756.312,O,,,24.7,False,T14,19.65,,False,O,19.65,feldpausch,,,0.518,
CAU_A01,086a,Lecythis idatimon,Lecythidaceae,779207.3692,9586755.638,O,,,11.1,False,T14,11.45,,False,O,11.45,feldpausch,,,0.7986,
