site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2014,dead_2014,dbh_2018,dead_2018,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
CAU_A01,001a,Guatteria schomburgkiana,Annonaceae,778461.3817,9586860.759,O,26.9,False,29.5,False,T01,21.91,26.9,False,O,21.91,feldpausch,256.9237,256.9237,0.6,256.9237
CAU_A01,002a,Inga sp.,Fabaceae,778455.3616,9586860.854,O,13.0,False,17.2,False,T01,15.53,13.0,False,O,15.53,feldpausch,44.408,44.408,0.5786,42.8586
CAU_A01,003a,Tachigali myrmecophila,Fabaceae,778451.1685,9586863.577,O,10.7,False,12.5,False,T01,12.46,10.7,False,O,12.46,feldpausch,24.4931,24.4931,0.476,19.5394
CAU_A01,004a,Sloanea guianensis,Elaeocarpaceae,778450.942,9586863.963,O,14.0,False,14.1,False,T01,13.56,14.0,False,O,13.56,feldpausch,44.956,44.956,0.8212,61.0681
CAU_A01,005a,Simaba cedron,Simaroubaceae,778450.9285,9586864.163,O,17.0,False,17.2,False,T01,15.53,17.0,False,O,15.53,feldpausch,74.9688,74.9688,0.4743,59.6022
CAU_A01,005b,Licania canescens,Chrysobalanaceae,778444.1712,9586870.399,O,14.9,False,15.0,False,T01,14.15,14.9,False,O,14.15,feldpausch,52.9247,52.9247,0.88,76.9127
CAU_A01,006a,,,778450.2651,9586862.113,O,33.2,True,,True,T01,,33.2,True,O,,feldpausch,,,0.7301,
CAU_A01,006b,Anacardium spruceanum,Anacardiaceae,778443.5294,9586872.461,O,78.9,False,80.1,False,T01,36.04,78.9,False,O,36.04,feldpausch,3411.748,3411.748,0.4792,2739.405
CAU_A01,007a,Licania octandra,Chrysobalanaceae,778447.2046,9586862.909,O,10.8,False,10.7,False,T01,11.15,10.8,False,O,11.15,feldpausch,22.3792,22.3792,0.825,30.5371
CAU_A01,007b,Protium paniculatum,Burseraceae,778443.2246,9586869.534,O,14.7,False,14.7,False,T01,13.95,14.7,False,O,13.95,feldpausch,50.8357,50.8357,0.49,41.7181
CAU_A01,008a,,,778445.1484,9586863.672,L,27.5,False,16.1,False,T01,14.85,27.5,False,L,14.85,feldpausch,183.503,183.503,0.7301,222.2422
CAU_A01,009a,Spondias sp.,Anacardiaceae,778445.418,9586859.681,O,20.7,False,21.3,False,T01,17.88,20.7,False,O,17.88,feldpausch,126.3413,126.3413,0.3627,77.3066
CAU_A01,010a,Mucuna rostrata,Fabaceae,778434.315,9586860.835,O,10.8,False,10.8,False,T01,11.23,10.8,False,O,11.23,feldpausch,22.5359,22.5359,0.7301,27.2934
CAU_A01,010b,Pouteria hispida,Sapotaceae,778433.713,9586868.991,O,27.7,False,28.4,False,T01,21.41,27.7,False,O,21.41,feldpausch,265.9886,265.9886,0.874,383.9747
CAU_A01,011a,Nectandra cuspidata,Lauraceae,778442.4249,9586859.479,O,34.3,False,36.5,False,T01,24.79,34.3,False,O,24.79,feldpausch,465.767,465.767,0.518,403.5329
CAU_A01,012a,,,778436.4385,9586859.074,L,10.7,False,10.8,False,T01,11.23,10.7,False,L,11.23,feldpausch,22.1304,22.1304,0.7301,26.8023
CAU_A01,012b,Licania canescens,Chrysobalanaceae,778427.1563,9586869.342,O,15.3,False,15.9,False,T01,14.73,15.3,False,O,14.73,feldpausch,57.9621,57.9621,0.88,84.2333
CAU_A01,013a,Licania canescens,Chrysobalanaceae,778434.5145,9586860.849,O,14.4,False,14.4,False,T01,13.76,14.4,False,O,13.76,feldpausch,48.181,48.181,0.88,70.0189
CAU_A01,013b,Lecythis idatimon,Lecythidaceae,778423.2009,9586868.382,O,16.5,False,17.0,False,T01,15.41,16.5,False,O,15.41,feldpausch,70.1915,70.1915,0.7986,92.7828
CAU_A01,014a,Pouteria gongrijpii,Sapotaceae,778435.2318,9586862.1,O,13.0,False,13.1,False,T01,12.88,13.0,False,O,12.88,feldpausch,36.9961,36.9961,0.7994,48.9529
CAU_A01,014b,Lecythis idatimon,Lecythidaceae,778417.1911,9586868.076,O,12.0,False,12.2,False,T01,12.25,12.0,False,O,12.25,feldpausch,30.1331,30.1331,0.7986,39.8314
CAU_A01,015a,Pouteria oppositifolia,Sapotaceae,778430.1893,9586862.561,O,28.1,False,28.8,False,T01,21.59,28.1,False,O,21.59,feldpausch,275.7821,275.7821,0.65,298.1905
CAU_A01,016a,Lecythis idatimon,Lecythidaceae,778428.396,9586859.433,O,11.7,False,11.9,False,T01,12.03,11.7,False,O,12.03,feldpausch,28.1773,28.1773,0.7986,37.2461
CAU_A01,016b,Pouteria sp.,Sapotaceae,778413.8796,9586872.463,O,46.5,False,45.1,False,T01,27.79,46.5,False,O,27.79,feldpausch,943.1137,943.1137,0.7187,1124.8527
CAU_A01,017a,Caryocar glabrum,Caryocaraceae,778414.2459,9586861.183,O,19.7,False,14.4,False,T01,13.76,19.7,False,O,13.76,feldpausch,88.8281,88.8281,0.6536,96.5608
CAU_A01,018a,,,778433.3582,9586889.837,O,38.4,True,,True,T01,,38.4,True,O,,feldpausch,,,0.7301,
CAU_A01,019a,Eschweilera coriacea,Lecythidaceae,778420.8463,9586897.01,O,35.4,False,36.7,False,T01,24.86,35.4,False,O,24.86,feldpausch,496.7343,496.7343,0.8521,699.5182
CAU_A01,020a,Brosimum rubescens,Moraceae,778411.7993,9586897.401,O,66.0,False,78.5,False,T01,35.76,66.0,False,O,35.76,feldpausch,2389.6067,2389.6067,0.8251,3261.2436
CAU_A01,021a,Pouteria hispida,Sapotaceae,778430.4865,9586902.672,O,54.7,False,54.2,False,T01,30.46,54.7,False,O,30.46,feldpausch,1416.2252,1416.2252,0.874,2044.4282
CAU_A01,022a,Tachigali myrmecophila,Fabaceae,778441.4615,9586903.414,O,41.0,False,46.5,False,T01,28.23,41.0,False,O,28.23,feldpausch,749.0462,749.0462,0.476,597.5543
CAU_A01,023a,Eschweilera coriacea,Lecythidaceae,778445.3176,9586905.679,O,37.5,False,37.9,False,T01,25.31,37.5,False,O,25.31,feldpausch,565.6957,565.6957,0.8521,796.632
CAU_A01,024a,Eschweilera coriacea,Lecythidaceae,778448.7152,9586899.895,O,39.3,False,40.1,False,T01,26.11,39.3,False,O,26.11,feldpausch,639.0259,639.0259,0.8521,899.8981
CAU_A01,025a,,,778454.1756,9586893.248,O,68.6,True,,True,T01,,68.6,True,O,,feldpausch,,,0.7301,
CAU_A01,026a,Manilkara amazonica,Sapotaceae,778458.8405,9586883.54,O,68.0,False,69.0,False,T01,33.95,68.0,False,O,33.95,feldpausch,2407.785,2407.785,0.8854,3520.234
CAU_A01,027a,Licania octandra,Chrysobalanaceae,778452.0586,9586880.075,O,47.8,False,48.5,False,T01,28.84,47.8,False,O,28.84,feldpausch,1031.9516,1031.9516,0.825,1408.13
CAU_A01,142a,Lecythis idatimon,Lecythidaceae,778424.2756,9586867.352,O,37.0,False,37.5,False,T01,25.16,37.0,False,O,25.16,feldpausch,547.8782,547.8782,0.7986,724.2136
CAU_A01,143a,Licania canescens,Chrysobalanaceae,778430.7856,9586867.691,O,14.0,False,14.1,False,T01,13.56,14.0,False,O,13.56,feldpausch,44.956,44.956,0.88,65.3322
CAU_A01,144a,Lecythis idatimon,Lecythidaceae,778430.7918,9586867.599,O,27.7,False,27.7,False,T01,21.09,27.7,False,O,21.09,feldpausch,262.1078,262.1078,0.7986,346.4675
CAU_A01,145a,Pouteria sp.,Sapotaceae,778433.8613,9586866.796,O,53.5,False,54.2,False,T01,30.46,53.5,False,O,30.46,feldpausch,1356.2122,1356.2122,0.7187,1617.5557
CAU_A01,147a,,,778448.7679,9586869.307,O,23.2,False,24.0,False,T01,19.3,23.2,False,O,19.3,feldpausch,170.058,170.058,0.7301,205.9589
CAU_A01,148a,Eschweilera parviflora,Lecythidaceae,778457.8056,9586869.424,O,11.6,False,12.5,False,T01,12.46,11.6,False,O,12.46,feldpausch,28.6753,28.6753,0.918,43.4277
CAU_A01,153a,Tapirira guianensis,Anacardiaceae,778435.5875,9586878.439,O,36.9,False,38.7,False,T01,25.61,36.9,False,O,25.61,feldpausch,554.503,554.503,0.457,425.1151
CAU_A01,154a,Eschweilera parviflora,Lecythidaceae,778436.8815,9586859.283,O,39.0,False,40.5,False,T01,26.25,39.0,False,O,26.25,feldpausch,632.8328,632.8328,0.918,958.4023
CAU_A01,156a,Copaifera reticulata,Fabaceae,778421.0569,9586862.925,O,51.5,False,53.4,False,T01,30.24,51.5,False,O,30.24,feldpausch,1250.133,1250.133,0.6075,1265.3824
CAU_A01,168a,Lecythis idatimon,Lecythidaceae,778458.3818,9586860.657,O,,,14.4,False,T01,13.76,,False,O,13.76,feldpausch,,,0.7986,
CAU_A01,169a,Helicostylis tomentosa,Moraceae,778455.7276,9586898.464,O,,,31.2,False,T01,22.65,,False,O,22.65,feldpausch,,,0.6147,
CAU_A01,170a,Eschweilera ovata,Lecythidaceae,778455.7343,9586898.364,O,,,16.0,False,T01,14.79,,False,O,14.79,feldpausch,,,0.9,
CAU_A01,171a,Licania guianensis,Chrysobalanaceae,778455.4835,9586896.142,O,,,25.3,False,T01,19.95,,False,O,19.95,feldpausch,,,0.8165,
CAU_A01,172a,Pouteria gongrijpii,Sapotaceae,778446.8545,9586897.765,O,,,21.9,False,T01,18.21,,False,O,18.21,feldpausch,,,0.7994,
CAU_A01,173a,Mucuna rostrata,Fabaceae,778444.9265,9586896.632,O,,,15.4,False,T01,14.41,,False,O,14.41,feldpausch,,,0.7301,
CAU_A01,174a,Licania canescens,Chrysobalanaceae,778446.0914,9586895.708,O,,,14.6,False,T01,13.89,,False,O,13.89,feldpausch,,,0.88,
CAU_A01,175a,Lecythis idatimon,Lecythidaceae,778446.0927,9586894.205,O,,,18.2,False,T01,16.13,,False,O,16.13,feldpausch,,,0.7986,
CAU_A01,176a,Lecythis idatimon,Lecythidaceae,778445.7003,9586894.078,O,,,25.4,False,T01,20.0,,False,O,20.0,feldpausch,,,0.7986,
CAU_A01,177a,Licania octandra,Chrysobalanaceae,778454.7553,9586884.667,O,,,17.3,False,T01,15.59,,False,O,15.59,feldpausch,,,0.825,
CAU_A01,178a,Lecythis idatimon,Lecythidaceae,778448.839,9586887.675,O,,,12.9,False,T01,12.74,,False,O,12.74,feldpausch,,,0.7986,
CAU_A01,179a,Tachigali paniculata,Fabaceae,778446.3219,9586890.813,O,,,16.2,False,T01,14.91,,False,O,14.91,feldpausch,,,0.5545,
CAU_A01,180a,Lecythis idatimon,Lecythidaceae,778449.861,9586882.933,O,,,13.7,False,T01,13.29,,False,O,13.29,feldpausch,,,0.7986,
CAU_A01,181a,Micrandra minor,Euphorbiaceae,778446.1329,9586878.772,O,,,12.1,False,T01,12.18,,False,O,12.18,feldpausch,,,0.41,
CAU_A01,182a,Lecythis idatimon,Lecythidaceae,778446.1073,9586877.668,O,,,24.0,False,T01,19.3,,False,O,19.3,feldpausch,,,0.7986,
CAU_A01,183a,Pouteria hispida,Sapotaceae,778443.7398,9586884.524,O,,,23.0,False,T01,18.79,,False,O,18.79,feldpausch,,,0.874,
CAU_A01,184a,Lecythis idatimon,Lecythidaceae,778441.5422,9586887.383,O,,,21.4,False,T01,17.94,,False,O,17.94,feldpausch,,,0.7986,
CAU_A01,185a,Pouteria gongrijpii,Sapotaceae,778440.4096,9586889.311,O,,,17.4,False,T01,15.65,,False,O,15.65,feldpausch,,,0.7994,
CAU_A01,186a,Lecythis idatimon,Lecythidaceae,778453.326,9586876.151,O,,,12.5,False,T01,12.46,,False,O,12.46,feldpausch,,,0.7986,
CAU_A01,187a,Lecythis idatimon,Lecythidaceae,778456.853,9586874.385,O,,,16.9,False,T01,15.35,,False,O,15.35,feldpausch,,,0.7986,
CAU_A01,188a,Licania sp.,Chrysobalanaceae,778455.4158,9586874.889,O,,,13.1,False,T01,12.88,,False,O,12.88,feldpausch,,,0.8165,
CAU_A01,189a,Fusaea longifolia,Annonaceae,778449.3553,9586875.582,O,,,14.5,False,T01,13.82,,False,O,13.82,feldpausch,,,0.7427,
CAU_A01,190a,Abarema jupunba,Fabaceae,778447.4676,9586873.851,O,,,17.9,False,T01,15.95,,False,O,15.95,feldpausch,,,0.5851,
CAU_A01,191a,Poeppigia procera,Fabaceae,778444.5082,9586873.15,O,,,12.1,False,T01,12.18,,False,O,12.18,feldpausch,,,0.735,
CAU_A01,192a,Caraipa grandifolia,Calophyllaceae,778444.616,9586871.554,O,,,35.8,False,T01,24.52,,False,O,24.52,feldpausch,,,0.78,
CAU_A01,025a,Licania guianensis,Chrysobalanaceae,778263.0726,9586858.258,O,11.2,False,11.5,False,T01,11.75,11.2,False,O,11.75,feldpausch,25.2866,25.2866,0.8165,34.1572
CAU_A01,028a,Licania octandra,Chrysobalanaceae,778311.119,9586852.842,O,11.0,False,11.3,False,T01,11.6,11.0,False,O,11.6,feldpausch,24.1085,24.1085,0.825,32.8968
CAU_A01,029a,Hymenolobium petraeum,Fabaceae,778309.4296,9586852.627,O,17.0,False,19.2,False,T01,16.71,17.0,False,O,16.71,feldpausch,80.5234,80.5234,0.7125,95.2279
CAU_A01,030a,Nectandra cuspidata,Lauraceae,778302.1138,9586851.131,O,20.0,False,20.9,False,T01,17.67,20.0,False,O,17.67,feldpausch,116.7815,116.7815,0.518,101.1776
CAU_A01,031a,Eschweilera coriacea,Lecythidaceae,778299.8325,9586850.776,O,10.9,False,10.9,False,T01,11.3,10.9,False,O,11.3,feldpausch,23.0846,23.0846,0.8521,32.5085
CAU_A01,032a,Eschweilera coriacea,Lecythidaceae,778296.5737,9586850.055,O,12.4,False,13.2,False,T01,12.95,12.4,False,O,12.95,feldpausch,33.9153,33.9153,0.8521,47.7606
CAU_A01,033a,,,778296.4524,9586851.851,L,11.5,False,11.7,False,T01,11.89,11.5,False,L,11.89,feldpausch,26.9352,26.9352,0.7301,32.6215
CAU_A01,034a,Strychnos subcordata,Loganiaceae,778294.5446,9586850.419,O,12.1,False,12.2,False,T01,12.25,12.1,False,O,12.25,feldpausch,30.6252,30.6252,0.6959,35.3963
CAU_A01,035a,Pouteria reticulata,Sapotaceae,778292.5087,9586850.883,O,19.4,False,21.1,False,T01,17.78,19.4,False,O,17.78,feldpausch,110.709,110.709,0.794,145.5232
CAU_A01,036a,,,778291.6162,9586852.226,L,10.6,False,11.5,False,T01,11.75,10.6,False,L,11.75,feldpausch,22.7099,22.7099,0.7301,27.5041
CAU_A01,037a,Licania canescens,Chrysobalanaceae,778289.9011,9586850.907,O,10.5,False,11.5,False,T01,11.75,10.5,False,O,11.75,feldpausch,22.2935,22.2935,0.88,32.398
CAU_A01,038a,,,778285.6122,9586849.114,O,27.0,True,,True,T01,,27.0,True,O,,feldpausch,,,0.7301,
CAU_A01,039a,Lecythis idatimon,Lecythidaceae,778284.3516,9586852.938,O,16.4,False,16.5,False,T01,15.1,16.4,False,O,15.1,feldpausch,68.0013,68.0013,0.7986,89.8876
CAU_A01,040a,Pradosia cochlearia,Sapotaceae,778282.3562,9586852.803,O,12.8,False,13.0,False,T01,12.81,12.8,False,O,12.81,feldpausch,35.7028,35.7028,0.73,43.2345
CAU_A01,041a,Tachigali myrmecophila,Fabaceae,778280.9661,9586852.609,O,12.7,False,12.7,False,T01,12.6,12.7,False,O,12.6,feldpausch,34.5977,34.5977,0.476,27.6004
CAU_A01,042a,Ambelania acida,Apocynaceae,778279.8888,9586852.235,O,13.3,False,14.7,False,T01,13.95,13.3,False,O,13.95,feldpausch,41.8142,41.8142,0.5247,36.6821
CAU_A01,043a,Pouteria hispida,Sapotaceae,778277.1707,9586849.446,O,41.0,False,42.1,False,T01,26.8,41.0,False,O,26.8,feldpausch,711.9907,711.9907,0.874,1027.8125
CAU_A01,044a,,,778274.5631,9586849.47,O,13.8,True,,True,T01,,13.8,True,O,,feldpausch,,,0.7301,
CAU_A01,045a,Lecythis idatimon,Lecythidaceae,778274.2031,9586850.348,O,11.7,False,11.9,False,T01,12.03,11.7,False,O,12.03,feldpausch,28.1773,28.1773,0.7986,37.2461
CAU_A01,046a,Licania guianensis,Chrysobalanaceae,778273.9429,9586851.232,O,11.0,False,11.4,False,T01,11.67,11.0,False,O,11.67,feldpausch,24.2505,24.2505,0.8165,32.7575
CAU_A01,047a,Pseudopiptadenia psilostachya,Fabaceae,778271.876,9586849.188,O,12.0,False,15.7,False,T01,14.6,12.0,False,O,14.6,feldpausch,35.7627,35.7627,0.6642,39.4942
CAU_A01,048a,Myrcia velutina,Myrtaceae,778263.1621,9586849.101,O,13.3,False,14.0,False,T01,13.49,13.3,False,O,13.49,feldpausch,40.4679,40.4679,0.8109,54.2977
CAU_A01,049a,Pouteria oppositifolia,Sapotaceae,778279.4709,9586851.004,O,44.9,False,45.0,False,T01,27.76,44.9,False,O,27.76,feldpausch,879.879,879.879,0.65,951.3729
CAU_A01,050a,Eschweilera coriacea,Lecythidaceae,778270.64,9586877.87,O,40.2,False,40.3,False,T01,26.18,40.2,False,O,26.18,feldpausch,669.6507,669.6507,0.8521,943.025
CAU_A01,051a,Tachigali myrmecophila,Fabaceae,778271.3008,9586882.926,O,54.0,False,61.9,False,T01,32.39,54.0,False,O,32.39,feldpausch,1466.4066,1466.4066,0.476,1169.8311
CAU_A01,052a,Manilkara amazonica,Sapotaceae,778274.3072,9586868.095,O,61.5,False,60.3,False,T01,32.01,61.5,False,O,32.01,feldpausch,1868.5457,1868.5457,0.8854,2731.8545
CAU_A01,053a,Pouteria gongrijpii,Sapotaceae,778294.1137,9586886.472,O,38.5,False,39.0,False,T01,25.71,38.5,False,O,25.71,feldpausch,604.6996,604.6996,0.7994,800.1324
CAU_A01,054a,Pouteria gongrijpii,Sapotaceae,778299.3721,9586897.652,O,40.6,False,40.7,False,T01,26.32,40.6,False,O,26.32,feldpausch,686.2819,686.2819,0.7994,908.0813
CAU_A01,055a,Manilkara huberi,Sapotaceae,778304.3473,9586898.188,O,44.5,False,45.7,False,T01,27.98,44.5,False,O,27.98,feldpausch,871.3303,871.3303,0.9214,1324.3168
CAU_A01,056a,Pseudopiptadenia psilostachya,Fabaceae,778292.1315,9586871.304,O,35.8,False,35.9,False,T01,24.56,35.8,False,O,24.56,feldpausch,501.7683,501.7683,0.6642,554.1221
CAU_A01,120a,Manilkara bidentata,Sapotaceae,778293.8573,9586856.336,O,53.7,False,54.1,False,T01,30.43,53.7,False,O,30.43,feldpausch,1364.8132,1364.8132,0.8729,1967.8641
CAU_A01,136a,Symphonia globulifera,Clusiaceae,778300.3294,9586898.318,O,,,18.3,False,T01,16.19,,False,O,16.19,feldpausch,,,0.6004,
CAU_A01,137a,Pouteria hispida,Sapotaceae,778296.4909,9586898.76,O,,,20.5,False,T01,17.45,,False,O,17.45,feldpausch,,,0.874,
CAU_A01,138a,Protium paniculatum,Burseraceae,778293.3655,9586897.547,O,,,14.1,False,T01,13.56,,False,O,13.56,feldpausch,,,0.49,
CAU_A01,139a,Licania guianensis,Chrysobalanaceae,778293.3723,9586897.447,O,,,29.8,False,T01,22.04,,False,O,22.04,feldpausch,,,0.8165,
CAU_A01,140a,Licania guianensis,Chrysobalanaceae,778293.5071,9586895.452,O,,,13.7,False,T01,13.29,,False,O,13.29,feldpausch,,,0.8165,
CAU_A01,141a,Licania canescens,Chrysobalanaceae,778308.3435,9586892.445,O,,,10.8,False,T01,11.23,,False,O,11.23,feldpausch,,,0.88,
CAU_A01,142a,Tachigali myrmecophila,Fabaceae,778303.7539,9586892.135,O,,,26.1,False,T01,20.34,,False,O,20.34,feldpausch,,,0.476,
CAU_A01,143a,Pradosia cochlearia,Sapotaceae,778302.9908,9586890.079,O,,,13.0,False,T01,12.81,,False,O,12.81,feldpausch,,,0.73,
CAU_A01,144a,Abarema jupunba,Fabaceae,778307.9241,9586885.3,O,,,62.6,False,T01,32.55,,False,O,32.55,feldpausch,,,0.5851,
CAU_A01,145a,Inga sp.,Fabaceae,778303.441,9586884.897,O,,,15.3,False,T01,14.34,,False,O,14.34,feldpausch,,,0.5786,
CAU_A01,146a,Eschweilera ovata,Lecythidaceae,778291.7812,9586891.326,O,,,29.7,False,T01,22.0,,False,O,22.0,feldpausch,,,0.9,
CAU_A01,147a,Lecythis idatimon,Lecythidaceae,778290.2779,9586891.325,O,,,24.5,False,T01,19.55,,False,O,19.55,feldpausch,,,0.7986,
CAU_A01,148a,,,778290.2981,9586891.025,O,,,15.5,False,T01,14.47,,False,O,14.47,feldpausch,,,0.7301,
CAU_A01,149a,Goupia glabra,Goupiaceae,778292.1182,9586886.337,O,,,29.9,False,T01,22.09,,False,O,22.09,feldpausch,,,0.7272,
CAU_A01,150a,Rinorea guianensis,Violaceae,778294.4642,9586881.284,O,,,24.5,False,T01,19.55,,False,O,19.55,feldpausch,,,0.78,
CAU_A01,151a,Mabea angularis,Euphorbiaceae,778298.3944,9586882.451,O,,,19.7,False,T01,17.0,,False,O,17.0,feldpausch,,,0.6157,
CAU_A01,152a,Mabea angularis,Euphorbiaceae,778302.3771,9586876.907,O,,,13.4,False,T01,13.08,,False,O,13.08,feldpausch,,,0.6157,
CAU_A01,153a,Eschweilera coriacea,Lecythidaceae,778305.7168,9586876.431,O,,,29.1,False,T01,21.73,,False,O,21.73,feldpausch,,,0.8521,
CAU_A01,154a,Mabea angularis,Euphorbiaceae,778302.0414,9586872.975,O,,,13.4,False,T01,13.08,,False,O,13.08,feldpausch,,,0.6157,
CAU_A01,155a,Strychnos subcordata,Loganiaceae,778296.9651,9586873.935,O,,,18.2,False,T01,16.13,,False,O,16.13,feldpausch,,,0.6959,
CAU_A01,156a,Rinorea guianensis,Violaceae,778296.9584,9586874.035,O,,,10.2,False,T01,10.78,,False,O,10.78,feldpausch,,,0.78,
CAU_A01,157a,Lecythis idatimon,Lecythidaceae,778293.918,9586874.531,O,,,24.3,False,T01,19.45,,False,O,19.45,feldpausch,,,0.7986,
CAU_A01,158a,Hymenaea parvifolia,Fabaceae,778294.6662,9586870.874,O,,,15.0,False,T01,14.15,,False,O,14.15,feldpausch,,,0.8774,
CAU_A01,159a,Lecythis idatimon,Lecythidaceae,778298.2931,9586869.114,O,,,15.5,False,T01,14.47,,False,O,14.47,feldpausch,,,0.7986,
CAU_A01,160a,Lecythis idatimon,Lecythidaceae,778299.2571,9586869.68,O,,,24.4,False,T01,19.5,,False,O,19.5,feldpausch,,,0.7986,
CAU_A01,161a,Lecythis idatimon,Lecythidaceae,778303.4098,9586867.555,O,,,19.0,False,T01,16.6,,False,O,16.6,feldpausch,,,0.7986,
CAU_A01,162a,Tetragastris panamensis,Burseraceae,778277.4836,9586853.226,O,41.2,False,42.7,False,T01,27.0,41.2,False,O,27.0,feldpausch,724.0209,724.0209,0.7173,861.9046
CAU_A01,162b,Pouteria guianensis,Sapotaceae,778298.7581,9586862.23,O,,,12.1,False,T01,12.18,,False,O,12.18,feldpausch,,,0.9295,
CAU_A01,163a,Pseudopiptadenia suaveolens,Fabaceae,778274.539,9586867.059,O,40.3,False,41.9,False,T01,26.73,40.3,False,O,26.73,feldpausch,686.7001,686.7001,0.6797,775.6076
CAU_A01,163b,Eschweilera coriacea,Lecythidaceae,778298.959,9586860.74,O,,,27.5,False,T01,21.0,,False,O,21.0,feldpausch,,,0.8521,
CAU_A01,164a,Pouteria gongrijpii,Sapotaceae,778268.8106,9586847.709,O,49.9,False,49.9,False,T01,29.25,49.9,False,O,29.25,feldpausch,1137.8678,1137.8678,0.7994,1505.6152
CAU_A01,164b,Sagotia racemosa,Euphorbiaceae,778299.8704,9586860.601,O,,,10.5,False,T01,11.0,,False,O,11.0,feldpausch,,,0.58,
CAU_A01,165a,Eschweilera ovata,Lecythidaceae,778262.6782,9586849.219,O,45.1,False,45.1,False,T01,27.79,45.1,False,O,27.79,feldpausch,888.4818,888.4818,0.9,1319.8166
CAU_A01,165b,Lecythis idatimon,Lecythidaceae,778299.1895,9586855.844,O,,,17.2,False,T01,15.53,,False,O,15.53,feldpausch,,,0.7986,
CAU_A01,166a,Sagotia racemosa,Euphorbiaceae,778303.1939,9586855.914,O,,,11.0,False,T01,11.38,,False,O,11.38,feldpausch,,,0.58,
CAU_A01,167a,Tachigali myrmecophila,Fabaceae,778279.3231,9586890.284,O,,,36.9,False,T01,24.94,,False,O,24.94,feldpausch,,,0.476,
CAU_A01,042a,Pouteria gongrijpii,Sapotaceae,778159.59,9586849.751,O,17.5,False,18.8,False,T01,16.48,17.5,False,O,16.48,feldpausch,84.0662,84.0662,0.7994,111.2355
CAU_A01,047a,Eschweilera parviflora,Lecythidaceae,778130.7604,9586852.244,O,44.8,False,45.6,False,T01,27.95,44.8,False,O,27.95,feldpausch,881.9095,881.9095,0.918,1335.6198
CAU_A01,048a,Pouteria gongrijpii,Sapotaceae,778129.972,9586846.127,O,39.1,False,40.5,False,T01,26.25,39.1,False,O,26.25,feldpausch,636.0041,636.0041,0.7994,841.5542
CAU_A01,052a,Pouteria gongrijpii,Sapotaceae,778127.0779,9586846.323,O,14.3,False,15.6,False,T01,14.54,14.3,False,O,14.54,feldpausch,50.1579,50.1579,0.7994,66.3685
CAU_A01,053a,Eschweilera parviflora,Lecythidaceae,778120.658,9586848.156,O,47.0,False,47.5,False,T01,28.54,47.0,False,O,28.54,feldpausch,988.3682,988.3682,0.918,1496.8477
CAU_A01,054a,Eschweilera parviflora,Lecythidaceae,778112.7127,9586846.308,O,36.9,False,35.0,False,T01,24.21,36.9,False,O,24.21,feldpausch,524.8982,524.8982,0.918,794.9392
CAU_A01,057a,Licania canescens,Chrysobalanaceae,778160.7111,9586840.261,O,10.6,False,11.0,False,T01,11.38,10.6,False,O,11.38,feldpausch,22.0116,22.0116,0.88,31.9884
CAU_A01,058a,Pouteria reticulata,Sapotaceae,778161.3165,9586842.136,O,20.2,False,21.0,False,T01,17.72,20.2,False,O,17.72,feldpausch,119.4008,119.4008,0.794,156.9482
CAU_A01,059a,Pouteria hispida,Sapotaceae,778152.5235,9586841.604,O,23.5,False,24.5,False,T01,19.55,23.5,False,O,19.55,feldpausch,176.5812,176.5812,0.874,254.9083
CAU_A01,060a,Rinorea guianensis,Violaceae,778150.841,9586838.509,O,11.8,False,12.2,False,T01,12.25,11.8,False,O,12.25,feldpausch,29.1605,29.1605,0.78,37.6707
CAU_A01,061a,Inga sp.,Fabaceae,778146.8528,9586838.186,O,27.5,False,28.7,False,T01,21.55,27.5,False,O,21.55,feldpausch,263.9263,263.9263,0.5786,254.7177
CAU_A01,062a,Abarema jupunba,Fabaceae,778145.2494,9586840.027,O,21.0,False,24.1,False,T01,19.35,21.0,False,O,19.35,feldpausch,140.3568,140.3568,0.5851,136.9637
CAU_A01,063a,Aiouea sp.,NI,778142.7572,9586840.768,O,18.0,False,18.0,False,T01,16.01,18.0,False,O,16.01,feldpausch,86.3453,86.3453,0.37,53.8676
CAU_A01,064a,Pouteria gongrijpii,Sapotaceae,778133.7248,9586838.702,O,12.9,False,14.0,False,T01,13.49,12.9,False,O,13.49,feldpausch,38.1262,38.1262,0.7994,50.4482
CAU_A01,065a,Rinorea guianensis,Violaceae,778131.7677,9586838.192,O,15.2,False,16.4,False,T01,15.04,15.2,False,O,15.04,feldpausch,58.4001,58.4001,0.78,75.4435
CAU_A01,066a,Rinorea guianensis,Violaceae,778123.0829,9586839.482,O,25.4,False,23.7,False,T01,19.15,25.4,False,O,19.15,feldpausch,201.4155,201.4155,0.78,260.1966
CAU_A01,067a,Protium paniculatum,Burseraceae,778120.1991,9586839.176,O,20.0,False,21.1,False,T01,17.78,20.0,False,O,17.78,feldpausch,117.491,117.491,0.49,96.4185
