site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh_2009,type_2009,dead_2009,hcom_2009,htot_2009,dbh_2011,type_2011,dead_2011,hcom_2011,htot_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
DUC_A01,1227,,,175106.1502,9674468.008,6.9,L,False,,,7.6,L,False,,,T02,8.68,12.4,local_fit,0.35,observed,-1.0,7.25,11.97,6.9,False,L,8.68,feldpausch,6.550000000000001,8.347201188449704,0.6681,7.3095,7.3095,8.118,6.3561,6.3561,7.0591,
DUC_A01,1228,Virola michelii,Myristicaceae,175106.2486,9674468.026,22.5,O,False,22.83,25.55,22.9,O,False,25.65,29.16,T02,18.73,25.55,measured,0.2,observed,-1.0,22.7,25.41,22.5,False,O,25.55,measured,22.3,25.404502080625544,0.4701,210.6369,210.6369,166.0119,205.847,205.847,162.2367,
DUC_A01,1229,Pouteria gongrijpii,Sapotaceae,175106.3529,9674468.576,10.0,O,False,22.63,25.33,10.2,O,False,21.28,24.17,T02,10.78,25.33,measured,0.1,observed,-1.0,10.1,25.14,10.0,False,O,25.33,measured,9.9,25.146139438261443,0.7994,42.8952,42.8952,56.7585,41.7639,41.7639,55.2615,
DUC_A01,1230,Theobroma glaucum,Malvaceae,175106.2605,9674469.091,11.4,O,False,12.33,23.67,11.5,O,False,10.31,14.26,T02,11.75,23.67,measured,0.05,observed,-1.0,11.45,23.59,11.4,False,O,23.67,measured,11.35,23.595828518409036,0.5297,51.8509,51.8509,45.914,51.2507,51.2507,45.3825,
DUC_A01,1231,Eschweilera coriacea,Lecythidaceae,175108.184,9674474.221,46.8,O,False,21.78,30.76,47.0,O,False,21.09,28.2,T02,28.38,30.76,measured,0.1,observed,-1.0,46.9,30.73,46.8,False,O,30.76,measured,46.699999999999996,30.72638714703635,0.8521,1054.521,1054.521,1485.0126,1049.0072,1049.0072,1477.2478,
DUC_A01,1233,Helicostylis sp.,Moraceae,175105.4331,9674482.267,21.0,O,False,17.83,22.39,21.3,O,False,21.5,26.77,T02,17.88,22.39,measured,0.15,observed,-1.0,21.15,22.29,21.0,False,O,22.39,measured,20.85,22.286110586469913,0.643,161.8399,161.8399,173.1505,158.8683,158.8683,169.9712,
DUC_A01,1234,,,175104.56,9674483.293,15.5,O,False,23.51,27.92,15.8,O,False,23.54,27.82,T02,14.66,27.92,measured,0.15,observed,-1.0,15.65,27.75,15.5,False,O,27.92,measured,15.35,27.734650597873195,0.6681,110.969,110.969,123.2434,108.1769,108.1769,120.1425,
DUC_A01,1235,Pouteria gongrijpii,Sapotaceae,175102.9357,9674487.114,5.7,O,False,3.76,10.29,5.8,O,False,6.03,10.44,T02,7.09,10.29,measured,0.05,observed,-1.0,5.75,10.22,5.7,False,O,10.29,measured,5.65,10.22131745964661,0.7994,5.9435,5.9435,7.8644,5.8041,5.8041,7.68,
DUC_A01,1236,Lecythis idatimon,Lecythidaceae,175102.8836,9674490.603,15.9,O,False,16.81,21.09,16.3,O,False,18.81,22.96,T02,14.98,21.09,measured,0.2,observed,-1.0,16.1,20.91,15.9,False,O,21.09,measured,15.700000000000001,20.908616845254695,0.7986,88.6924,88.6924,117.2382,85.8014,85.8014,113.4167,
DUC_A01,1237,Protium heptaphyllum,Burseraceae,175101.6621,9674495.071,5.3,O,False,8.1,13.22,5.5,O,False,6.61,11.4,T02,6.81,13.22,measured,0.1,observed,-1.0,5.4,13.03,5.3,False,O,13.22,measured,5.2,13.029028489308617,0.6293,6.5852,6.5852,6.8989,6.2554,6.2554,6.5533,
DUC_A01,1238,Helicostylis sp.,Moraceae,175103.85,9674496.587,48.7,O,False,21.49,26.73,49.2,O,False,22.77,27.91,T02,29.05,26.73,measured,0.25,observed,-1.0,48.95,26.66,48.7,False,O,26.73,measured,48.45,26.660908570658094,0.643,993.7296,993.7296,1063.1793,981.3142,981.3142,1049.8963,
DUC_A01,1239,Pourouma villosa,Urticaceae,175101.9972,9674498.04,19.1,O,False,8.64,15.36,23.3,O,False,17.21,20.23,T02,18.94,15.36,measured,2.1,observed,-1.0,21.2,14.46,19.1,False,O,15.36,measured,17.0,14.211182303257212,0.34,93.1013,93.1013,53.4815,68.7486,68.7486,39.4922,
DUC_A01,1240,Annona sp.,Annonaceae,175100.9344,9674499.618,5.2,O,False,8.77,18.13,5.9,O,False,8.11,12.91,T02,7.18,18.13,measured,0.35,observed,-1.0,5.55,17.3,5.2,False,O,18.13,measured,4.8500000000000005,17.18773630844798,0.5112,8.6357,8.6357,7.3853,7.1549,7.1549,6.1189,
DUC_A01,1241,Protium heptaphyllum,Burseraceae,175101.9296,9674500.361,20.4,O,False,15.3,19.84,20.6,O,False,16.98,19.4,T02,17.5,19.84,measured,0.1,observed,-1.0,20.5,19.78,20.4,False,O,19.84,measured,20.299999999999997,19.776495641519006,0.6293,135.9125,135.9125,142.3866,134.1945,134.1945,140.5867,
DUC_A01,1242,Mouriri collocarpa,Melastomataceae,175101.1629,9674501.987,10.1,O,False,10.07,11.52,10.4,O,False,10.0,12.3,T02,10.93,11.52,measured,0.15,observed,-1.0,10.25,11.39,10.1,False,O,11.52,measured,9.95,11.39582832481198,0.8333,20.2709,20.2709,27.933,19.4803,19.4803,26.8435,
DUC_A01,1243,Brosimum rubescens,Moraceae,175103.6626,9674504.719,65.6,O,False,32.38,37.6,66.8,O,False,29.2,38.08,T02,33.48,37.6,measured,0.6,observed,-1.0,66.2,37.47,65.6,False,O,37.6,measured,65.0,37.45041407863748,0.8251,2479.9351,2479.9351,3384.5205,2426.3935,2426.3935,3311.4488,
DUC_A01,1248,Annona crassiflora,Annonaceae,175092.1023,9674554.167,12.3,O,False,3.09,14.49,12.7,O,False,0.0,2.26,T02,12.6,14.49,measured,0.2,observed,-1.0,12.5,14.33,12.3,False,O,14.49,measured,12.100000000000001,14.322816694639736,0.56,37.2527,37.2527,34.8268,35.6732,35.6732,33.3501,
DUC_A01,1250,Qualea paraensis,Vochysiaceae,175090.8365,9674562.709,9.5,O,False,9.29,12.89,9.8,O,False,7.98,14.56,T02,10.47,12.89,measured,0.15,observed,-1.0,9.65,12.74,9.5,False,O,12.89,measured,9.35,12.741318478530017,0.6893,20.0717,20.0717,22.9835,19.2386,19.2386,22.0295,
DUC_A01,1251,Protium heptaphyllum,Burseraceae,175089.7759,9674571.866,16.7,O,False,,11.78,17.5,O,False,,20.01,T02,15.71,11.78,measured,0.4,observed,-1.0,17.1,11.6,16.7,False,O,11.78,measured,16.3,11.588063243499896,0.6293,55.2893,55.2893,57.9229,51.895,51.895,54.367,
DUC_A01,1253,Pouteria gongrijpii,Sapotaceae,175090.3839,9674573.129,20.1,O,False,14.72,16.49,20.2,O,False,14.48,19.51,T02,17.28,16.49,measured,0.05,observed,-1.0,20.15,16.46,20.1,False,O,16.49,measured,20.05,16.463154942645218,0.7994,110.2318,110.2318,145.8576,109.5228,109.5228,144.9195,
DUC_A01,1255,Virola michelii,Myristicaceae,175087.4959,9674582.07,9.7,O,False,11.46,15.09,10.2,O,False,10.3,15.68,T02,10.78,15.09,measured,0.25,observed,-1.0,9.95,14.81,9.7,False,O,15.09,measured,9.45,14.805948178635136,0.4701,24.3803,24.3803,19.2152,22.7431,22.7431,17.9248,
DUC_A01,1256,Symphonia globulifera,Clusiaceae,175088.9526,9674584.112,27.4,O,False,16.54,20.43,28.0,O,False,13.95,18.09,T02,21.23,20.43,measured,0.3,observed,-1.0,27.7,20.3,27.4,False,O,20.43,measured,27.099999999999998,20.293074890444935,0.6004,248.7549,248.7549,248.9168,241.8735,241.8735,242.0309,
DUC_A01,1257,Inga marginata,Fabaceae,175086.4365,9674588.98,33.7,O,False,13.15,21.21,34.7,O,False,13.17,21.19,T02,24.09,21.21,measured,0.5,observed,-1.0,34.2,21.03,33.7,False,O,21.21,measured,33.2,21.027972926647408,0.5518,386.4541,386.4541,356.124,372.1967,372.1967,342.9855,
DUC_A01,1259,,,175086.7922,9674592.596,19.7,O,False,17.33,20.73,19.9,O,False,17.53,23.52,T02,17.11,20.73,measured,0.1,observed,-1.0,19.8,20.66,19.7,False,O,20.73,measured,19.599999999999998,20.66081789285871,0.6681,132.5134,132.5134,147.1709,130.7761,130.7761,145.2415,
DUC_A01,1260,Ormosia grossa,Fabaceae,175085.1678,9674597.035,15.2,O,False,13.52,16.3,15.3,O,False,3.99,9.52,T02,14.34,16.3,measured,0.05,observed,-1.0,15.25,16.27,15.2,False,O,16.3,measured,15.149999999999999,16.263163093018132,0.5906,63.1705,63.1705,62.2029,62.6271,62.6271,61.6678,
DUC_A01,1261,Protium heptaphyllum,Burseraceae,175085.1615,9674597.626,12.8,O,False,9.69,11.76,12.8,O,False,1.2,4.84,T02,12.67,11.76,measured,0.0,observed,-1.0,12.8,11.76,12.8,False,O,11.76,measured,12.8,11.76,0.6293,32.8437,32.8437,34.4082,32.8437,32.8437,34.4082,
DUC_A01,1262,Abarema cochleata,Fabaceae,175084.565,9674598.109,19.9,O,False,16.07,19.73,20.1,O,False,17.83,22.91,T02,17.22,19.73,measured,0.1,observed,-1.0,20.0,19.67,19.9,False,O,19.73,measured,19.799999999999997,19.664944325669563,0.5668,128.7852,128.7852,121.8149,127.1145,127.1145,120.2347,
DUC_A01,1263,Tapirira guianensis,Anacardiaceae,175083.6039,9674605.037,24.1,O,False,14.03,17.51,24.9,O,False,15.96,18.48,T02,19.75,17.51,measured,0.4,observed,-1.0,24.5,17.33,24.1,False,O,17.51,measured,23.700000000000003,17.326195419810634,0.457,166.5732,166.5732,127.705,159.5673,159.5673,122.3338,
DUC_A01,1264,Strychnos subcordata,Loganiaceae,175080.6856,9674619.894,7.8,O,False,6.93,12.01,8.0,O,False,6.62,11.5,T02,9.02,12.01,measured,0.1,observed,-1.0,7.9,11.9,7.8,False,O,12.01,measured,7.7,11.895496104035356,0.6959,12.7486,12.7486,14.7347,12.3158,12.3158,14.2345,
DUC_A01,1265,Couratari stellata,Lecythidaceae,175081.1648,9674621.165,64.3,O,False,19.97,30.72,64.5,O,False,18.25,28.43,T02,32.98,30.72,measured,0.1,observed,-1.0,64.4,30.7,64.3,False,O,30.72,measured,64.2,30.699072369578722,0.6331,1957.9951,1957.9951,2063.4866,1950.7576,1950.7576,2055.8592,
DUC_A01,1267,Hevea brasiliensis,Euphorbiaceae,175079.1091,9674629.077,32.8,O,False,19.01,25.66,32.9,O,False,19.81,30.26,T02,23.36,25.66,measured,0.05,observed,-1.0,32.85,25.64,32.8,False,O,25.66,measured,32.75,25.63729749795249,0.4666,441.4494,441.4494,345.3966,439.7567,439.7567,344.0722,
DUC_A01,1268,Alibertia edulis,Rubiaceae,175078.278,9674633.069,9.1,O,False,5.66,11.34,9.5,O,False,5.72,10.69,T02,10.23,11.34,measured,0.2,observed,-1.0,9.3,11.17,9.1,False,O,11.34,measured,8.9,11.156942352724641,0.76,16.2859,16.2859,20.5121,15.3488,15.3488,19.3318,
DUC_A01,1269,Copaifera reticulata,Fabaceae,175077.2501,9674637.025,48.7,O,False,14.64,20.12,49.0,O,False,16.99,25.47,T02,28.99,20.12,measured,0.15,observed,-1.0,48.85,20.09,48.7,False,O,20.12,measured,48.550000000000004,20.088826308178426,0.6075,753.1095,753.1095,762.2961,747.4562,747.4562,756.5738,
DUC_A01,1270,Eperua bijuga,Fabaceae,175076.8251,9674639.907,7.1,O,False,3.93,11.09,7.3,O,False,7.86,12.12,T02,8.43,11.09,measured,0.1,observed,-1.0,7.2,10.97,7.1,False,O,11.09,measured,7.0,10.972916653313598,0.729,9.8168,9.8168,11.8718,9.4503,9.4503,11.4286,
DUC_A01,1271,Protium heptaphyllum,Burseraceae,175077.9009,9674640.695,24.0,O,False,19.67,25.32,24.4,O,False,21.71,25.46,T02,19.5,25.32,measured,0.2,observed,-1.0,24.2,25.19,24.0,False,O,25.32,measured,23.8,25.186758809217615,0.6293,236.8174,236.8174,248.0979,231.7838,231.7838,242.8245,
DUC_A01,1272,Minquartia guianensis,Olacaceae,175077.3901,9674642.378,51.1,O,False,16.11,19.85,51.7,O,False,21.53,29.16,T02,29.77,19.85,measured,0.3,observed,-1.0,51.4,19.79,51.1,False,O,19.85,measured,50.800000000000004,19.792537520030237,0.7867,816.418,816.418,1063.5413,804.8077,804.8077,1048.4166,
DUC_A01,1273,Strychnos subcordata,Loganiaceae,175076.4669,9674645.761,16.6,O,False,11.13,16.14,16.7,O,False,5.66,15.15,T02,15.22,16.14,measured,0.05,observed,-1.0,16.65,16.11,16.6,False,O,16.14,measured,16.55,16.107067403271305,0.6959,74.3063,74.3063,85.8825,73.7229,73.7229,85.2082,
DUC_A01,1274,Guarea guidonia,Meliaceae,175075.8199,9674650.97,18.2,O,False,8.34,12.53,18.4,O,False,9.81,18.41,T02,16.25,12.53,measured,0.1,observed,-1.0,18.3,12.48,18.2,False,O,12.53,measured,18.099999999999998,12.484064530096015,0.5651,69.4577,69.4577,65.5117,68.4688,68.4688,64.579,
DUC_A01,1275,Licania canescens,Chrysobalanaceae,175075.1124,9674652.617,7.5,O,False,8.59,13.18,8.2,O,False,14.65,13.59,T02,9.19,13.18,measured,0.35,observed,-1.0,7.85,12.75,7.5,False,O,13.18,measured,7.15,12.718411432371033,0.88,12.9306,12.9306,18.7913,11.3761,11.3761,16.5323,
DUC_A01,1276,Manilkara bidentata,Sapotaceae,175074.2497,9674659.562,34.2,O,False,26.14,30.91,34.9,O,False,25.69,32.78,T02,24.17,30.91,measured,0.35,observed,-1.0,34.55,30.73,34.2,False,O,30.91,measured,33.85,30.728165044389602,0.8729,574.4024,574.4024,828.2056,559.7511,559.7511,807.0805,
DUC_A01,1277,Parkia sp.,Fabaceae,175072.8826,9674667.6,22.4,O,False,11.8,18.21,24.2,O,False,15.93,20.21,T02,19.4,18.21,measured,0.9,observed,-1.0,23.3,17.78,22.4,False,O,18.21,measured,21.5,17.736537684851807,0.4553,150.0401,150.0401,114.6177,134.9822,134.9822,103.1148,
DUC_A01,1278,,,175071.0352,9674675.026,12.6,O,True,,2.31,12.6,O,True,,13.9,T02,12.53,2.31,measured,0.0,observed,-1.0,12.6,2.31,12.6,True,O,2.31,measured,12.6,2.31,0.6681,6.5053,6.3421,6.3421,6.5053,6.3421,6.3421,
DUC_A01,1279,Guarea guidonia,Meliaceae,175070.2286,9674679.73,7.9,O,False,9.9,11.83,8.2,O,False,10.29,12.85,T02,9.19,11.83,measured,0.15,observed,-1.0,8.05,11.66,7.9,False,O,11.83,measured,7.75,11.662963336246435,0.5651,12.8784,12.8784,12.1468,12.2344,12.2344,11.5394,
DUC_A01,1280,Helicostylis sp.,Moraceae,175072.5553,9674683.095,32.0,O,False,20.91,24.78,32.0,O,False,17.64,26.96,T02,22.99,24.78,measured,0.0,observed,-1.0,32.0,24.78,32.0,False,O,24.78,measured,32.0,24.78,0.643,406.5896,406.5896,435.0054,406.5896,406.5896,435.0054,
DUC_A01,1281,Eschweilera coriacea,Lecythidaceae,175071.5768,9674683.552,71.1,O,False,24.91,29.97,71.3,O,False,21.64,34.76,T02,34.41,29.97,measured,0.1,observed,-1.0,71.2,29.95,71.1,False,O,29.97,measured,71.0,29.952602004438212,0.8521,2325.7146,2325.7146,3275.1507,2318.0196,2318.0196,3264.3145,
DUC_A01,1282,Caryocar glabrum,Caryocaraceae,175075.5534,9674685.354,82.9,O,False,23.11,32.84,82.5,O,False,20.04,34.29,T02,36.44,32.84,measured,0.0,observed,-1.0,82.5,32.84,82.9,False,O,32.84,measured,82.9,32.84,0.6536,3431.5364,3431.5364,3730.2592,3431.5364,3431.5364,3730.2592,
DUC_A01,1283,Tovomita sp.,Clusiaceae,175071.4103,9674685.336,31.9,O,False,14.46,24.36,32.4,O,False,12.17,28.01,T02,23.15,24.36,measured,0.25,observed,-1.0,32.15,24.25,31.9,False,O,24.36,measured,31.65,24.24802313775384,0.6786,397.4268,397.4268,448.1452,389.6138,389.6138,439.3351,
DUC_A01,1284,Tovomita sp.,Clusiaceae,175069.3544,9674686.234,10.4,O,False,7.91,12.1,10.7,O,False,8.5,14.49,T02,11.15,12.1,measured,0.15,observed,-1.0,10.55,11.98,10.4,False,O,12.1,measured,10.25,11.973748608308261,0.6786,22.5169,22.5169,25.3904,21.6644,21.6644,24.4291,
DUC_A01,1285,Annona sp.,Annonaceae,175069.0109,9674689.199,15.3,O,False,16.88,21.02,15.6,O,False,16.26,25.08,T02,14.54,21.02,measured,0.15,observed,-1.0,15.45,20.88,15.3,False,O,21.02,measured,15.15,20.878345831921475,0.5112,82.0102,82.0102,70.1356,79.9189,79.9189,68.3471,
DUC_A01,1286,Protium heptaphyllum,Burseraceae,175067.0334,9674700.363,13.1,O,False,7.14,14.92,13.7,O,False,5.65,16.42,T02,13.29,14.92,measured,0.3,observed,-1.0,13.4,14.68,13.1,False,O,14.92,measured,12.799999999999999,14.679172980305202,0.6293,43.3484,43.3484,45.4132,40.7789,40.7789,42.7213,
DUC_A01,1288,,,175069.4122,9674706.752,68.8,O,True,,8.6,68.8,O,True,,8.66,T02,33.91,8.6,measured,0.0,observed,-1.0,68.8,8.6,68.8,True,O,8.6,measured,68.8,8.6,0.6681,644.917,554.1867,554.1867,644.917,554.1867,554.1867,
DUC_A01,1289,Lecythis idatimon,Lecythidaceae,175065.3112,9674720.613,23.1,O,False,15.57,20.48,23.5,O,False,11.97,21.27,T02,19.05,20.48,measured,0.2,observed,-1.0,23.3,20.36,23.1,False,O,20.48,measured,22.900000000000002,20.367058004958935,0.7986,178.6855,178.6855,236.1957,174.7325,174.7325,230.9703,
DUC_A01,1290,Lecythis lurida,Lecythidaceae,175063.6925,9674723.99,64.4,O,False,28.81,37.42,64.5,O,False,22.03,32.67,T02,32.98,37.42,measured,0.05,observed,-1.0,64.45,37.41,64.4,False,O,37.42,measured,64.35000000000001,37.407290547493716,0.8633,2380.977,2380.977,3396.173,2376.5818,2376.5818,3389.9038,
DUC_A01,1291,Lecythis idatimon,Lecythidaceae,175064.0985,9674724.654,16.2,O,False,23.81,28.96,16.2,O,False,16.52,21.97,T02,14.91,28.96,measured,0.0,observed,-1.0,16.2,28.96,16.2,False,O,28.96,measured,16.2,28.96,0.7986,125.3572,125.3572,165.7036,125.3572,125.3572,165.7036,
DUC_A01,1292,,,175064.9001,9674725.377,29.9,O,False,24.39,33.72,30.0,O,False,25.54,32.1,T02,22.13,33.72,measured,0.05,observed,-1.0,29.95,33.69,29.9,False,O,33.72,measured,29.849999999999998,33.68638104473773,0.6681,481.0488,481.0488,534.2583,479.0132,479.0132,531.9976,
DUC_A01,1293,,,175063.2919,9674729.358,18.1,L,False,,,18.1,L,False,,,T02,16.07,19.17,local_fit,0.0,observed,-1.0,18.1,19.17,18.1,False,L,16.07,feldpausch,18.1,16.07,0.6681,87.6034,87.6034,97.2933,87.6034,87.6034,97.2933,
DUC_A01,1294,Eschweilera coriacea,Lecythidaceae,175065.7643,9674729.729,39.0,O,False,20.17,24.7,39.1,O,False,19.5,26.61,T02,25.75,24.7,measured,0.05,observed,-1.0,39.05,24.68,39.0,False,O,24.7,measured,38.95,24.68263475982857,0.8521,596.336,596.336,839.7807,594.4364,594.4364,837.1056,
DUC_A01,1297,Guarea guidonia,Meliaceae,175061.7358,9674736.363,22.4,O,False,11.54,21.19,22.7,O,False,12.57,19.91,T02,18.63,21.19,measured,0.15,observed,-1.0,22.55,21.1,22.4,False,O,21.19,measured,22.25,21.09906479345745,0.5651,173.9597,173.9597,164.0769,170.9739,170.9739,161.2607,
DUC_A01,1298,Pouteria gongrijpii,Sapotaceae,175062.1627,9674738.237,46.5,O,False,23.47,28.57,47.2,O,False,22.85,28.66,T02,28.45,28.57,measured,0.35,observed,-1.0,46.85,28.46,46.5,False,O,28.57,measured,46.15,28.459461432805607,0.7994,968.9408,968.9408,1282.0927,951.1502,951.1502,1258.5523,
DUC_A01,1299,Lecythis idatimon,Lecythidaceae,175063.3444,9674743.843,31.9,O,False,23.49,29.53,32.3,O,False,26.92,31.78,T02,23.11,29.53,measured,0.2,observed,-1.0,32.1,29.43,31.9,False,O,29.53,measured,31.7,29.42146692243123,0.7986,479.5537,479.5537,633.8987,472.003,472.003,623.9178,
DUC_A01,1300,Guarea guidonia,Meliaceae,175060.0082,9674750.581,24.3,O,False,15.2,16.23,24.4,O,False,17.37,23.1,T02,19.5,16.23,measured,0.05,observed,-1.0,24.35,16.21,24.3,False,O,16.23,measured,24.25,16.209011493869873,0.5651,157.1937,157.1937,148.2633,156.3653,156.3653,147.482,
DUC_A01,1303,Pouteria gongrijpii,Sapotaceae,175059.5972,9674755.345,46.8,O,False,27.99,35.21,47.3,O,False,26.8,36.2,T02,28.48,35.21,measured,0.25,observed,-1.0,47.05,35.11,46.8,False,O,35.21,measured,46.55,35.11367085714418,0.7994,1203.169,1203.169,1592.0211,1187.4757,1187.4757,1571.2558,
DUC_A01,1304,Eschweilera ovata,Lecythidaceae,175058.5564,9674763.633,18.1,O,False,10.1,10.74,18.2,O,False,1.6,8.45,T02,16.13,10.74,measured,0.05,observed,-1.0,18.15,10.72,18.1,False,O,10.74,measured,18.05,10.72019903153408,0.9,59.1166,59.1166,87.8162,58.6924,58.6924,87.1861,
DUC_A01,1305,Inga marginata,Fabaceae,175057.7861,9674764.724,16.1,O,False,19.97,22.89,16.9,O,False,16.49,19.36,T02,15.35,22.89,measured,0.4,observed,-1.0,16.5,22.52,16.1,False,O,22.89,measured,15.700000000000001,22.500778915404442,0.5518,98.4462,98.4462,90.7199,92.1726,92.1726,84.9386,
DUC_A01,1306,Diplotropis sp.,Fabaceae,175058.9051,9674770.498,30.8,O,False,22.96,28.85,31.5,O,False,20.19,32.83,T02,22.78,28.85,measured,0.35,observed,-1.0,31.15,28.66,30.8,False,O,28.85,measured,30.45,28.655509342041494,0.7378,437.7378,437.7378,535.5719,425.2636,425.2636,520.3098,
DUC_A01,1308,Abarema jupunba,Fabaceae,175052.5232,9674787.413,12.0,O,False,17.79,20.22,12.3,O,False,14.72,18.29,T02,12.32,20.22,measured,0.15,observed,-1.0,12.15,20.04,12.0,False,O,20.22,measured,11.85,20.040242816260832,0.5851,49.1434,49.1434,47.9553,47.5353,47.5353,46.3861,
DUC_A01,1309,Poeppigia procera,Fabaceae,175050.5744,9674794.995,17.3,O,False,14.03,17.02,17.4,O,False,14.83,17.85,T02,15.65,17.02,measured,0.05,observed,-1.0,17.35,16.99,17.3,False,O,17.02,measured,17.25,16.986908561127237,0.735,84.8288,84.8288,103.4104,84.1908,84.1908,102.6326,
DUC_A01,1310,Eriotheca globosa,Malvaceae,175049.1277,9674799.247,13.7,O,False,14.23,17.25,13.9,O,False,13.37,18.93,T02,13.42,17.25,measured,0.1,observed,-1.0,13.8,17.17,13.7,False,O,17.25,measured,13.6,17.162093610391356,0.41,54.5061,54.5061,37.5878,53.465,53.465,36.8698,
DUC_A01,1311,Eschweilera ovata,Lecythidaceae,175049.0601,9674806.711,17.8,O,False,14.89,16.93,17.8,O,False,14.97,18.75,T02,15.89,16.93,measured,0.0,observed,-1.0,17.8,16.93,17.8,False,O,16.93,measured,17.8,16.93,0.9,89.2174,89.2174,132.5302,89.2174,89.2174,132.5302,
DUC_A01,1312,Lecythis idatimon,Lecythidaceae,175047.3733,9674806.876,28.7,O,False,20.77,29.99,29.1,O,False,20.19,26.97,T02,21.73,29.99,measured,0.2,observed,-1.0,28.9,29.87,28.7,False,O,29.99,measured,28.5,29.86377527520155,0.7986,396.0729,396.0729,523.5496,389.0981,389.0981,514.3298,
DUC_A01,1314,Minquartia guianensis,Olacaceae,175048.0209,9674813.939,59.0,O,False,28.58,34.89,59.0,O,False,24.76,29.16,T02,31.69,34.89,measured,0.0,observed,-1.0,59.0,34.89,59.0,False,O,34.89,measured,59.0,34.89,0.7867,1874.3037,1874.3037,2441.6408,1874.3037,1874.3037,2441.6408,
DUC_A01,1315,Protium paniculatum,Burseraceae,175045.1707,9674820.151,23.0,O,False,22.84,26.12,23.8,O,False,18.85,23.6,T02,19.2,26.12,measured,0.4,observed,-1.0,23.4,25.83,23.0,False,O,26.12,measured,22.6,25.829638071515703,0.49,224.6566,224.6566,184.3635,214.7375,214.7375,176.2234,
DUC_A01,1316,Licania canescens,Chrysobalanaceae,175046.7711,9674824.569,58.2,O,False,21.66,26.44,58.7,O,False,32.55,39.59,T02,31.62,26.44,measured,0.25,observed,-1.0,58.45,26.38,58.2,False,O,26.44,measured,57.95,26.38743823696731,0.88,1392.251,1392.251,2023.2847,1377.9222,1377.9222,2002.4615,
DUC_A01,1317,Pouteria macrophylla,Sapotaceae,175042.5957,9674829.882,33.9,O,False,17.15,23.98,34.0,O,False,19.92,23.61,T02,23.81,23.98,measured,0.05,observed,-1.0,33.95,23.96,33.9,False,O,23.98,measured,33.85,23.959679308182057,0.737,440.7003,440.7003,538.6615,439.0689,439.0689,536.6675,
DUC_A01,1318,Eschweilera coriacea,Lecythidaceae,175042.7036,9674834.512,23.7,O,False,10.11,13.59,24.4,O,False,14.1,17.3,T02,19.5,13.59,measured,0.35,observed,-1.0,24.05,13.47,23.7,False,O,13.59,measured,23.349999999999998,13.462660112289853,0.8521,125.8901,125.8901,177.2828,121.1681,121.1681,170.6331,
DUC_A01,1319,,,175045.4862,9674835.765,67.0,O,True,,8.12,67.0,O,True,,7.91,T02,33.53,8.12,measured,0.0,observed,-1.0,67.0,8.12,67.0,True,O,8.12,measured,67.0,8.12,0.6681,579.0091,501.448,501.448,579.0091,501.448,501.448,
DUC_A01,1320,,,175042.466,9674836.756,32.7,O,True,,3.35,32.7,O,True,,2.42,T02,23.28,3.35,measured,0.0,observed,-1.0,32.7,3.35,32.7,True,O,3.35,measured,32.7,3.35,0.6681,60.1591,57.8951,57.8951,60.1591,57.8951,57.8951,
DUC_A01,1321,Aspidosperma excelsum,Apocynaceae,175040.8413,9674837.511,17.5,O,False,10.26,18.95,17.7,O,False,14.4,16.45,T02,15.83,18.95,measured,0.1,observed,-1.0,17.6,18.88,17.5,False,O,18.95,measured,17.4,18.877246599489116,0.792,96.3424,96.3424,126.3274,94.9137,94.9137,124.4541,
DUC_A01,1322,Parkia sp.,Fabaceae,175038.8925,9674845.093,8.7,O,False,7.37,8.07,8.9,O,False,7.9,9.23,T02,9.76,8.07,measured,0.1,observed,-1.0,8.8,8.0,8.7,False,O,8.07,measured,8.6,8.001708074997342,0.4553,10.7031,10.7031,8.1763,10.3779,10.3779,7.9278,
DUC_A01,1323,Eschweilera coriacea,Lecythidaceae,175036.2905,9674853.667,14.1,O,False,6.8,16.22,14.7,O,False,12.68,15.38,T02,13.95,16.22,measured,0.3,observed,-1.0,14.4,16.0,14.1,False,O,16.22,measured,13.799999999999999,15.979278701656474,0.8521,54.2933,54.2933,76.4576,51.307,51.307,72.2522,
DUC_A01,1324,Protium hebetatum,Burseraceae,175036.026,9674854.754,5.9,O,False,7.34,9.62,6.3,O,False,6.59,10.21,T02,7.54,9.62,measured,0.2,observed,-1.0,6.1,9.39,5.9,False,O,9.62,measured,5.7,9.371458820153103,0.5773,5.9531,5.9531,5.7333,5.4252,5.4252,5.2248,
DUC_A01,1326,Buchenavia congesta,Combretaceae,175034.5874,9674857.281,19.2,O,False,15.27,25.63,19.2,O,False,16.66,20.55,T02,16.71,25.63,measured,0.0,observed,-1.0,19.2,25.63,19.2,False,O,25.63,measured,19.2,25.63,0.7031,155.0256,155.0256,180.9849,155.0256,155.0256,180.9849,
