site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
SAN_A02,83,Tapirira guianensis,Anacardiaceae,738367.1873,9637166.161,10.4,13.76,11.0,False,O,4,10.93,10.93,feldpausch_regional,0.18,default,0.0,10.4,10.93,10.4,False,O,13.76,measured,10.4,13.76,0.457,25.5271,25.5271,19.5706,25.5271,25.5271,19.5706,
SAN_A02,84,Vismia guianensis,Hypericaceae,738367.8003,9637174.391,10.5,5.75,3.82,False,O,4,11.0,11.0,feldpausch_regional,0.18,default,0.0,10.5,11.0,10.5,False,O,5.75,measured,10.5,5.75,0.475,11.0983,11.0983,8.8356,11.0983,11.0983,8.8356,
SAN_A02,85,Attalea maripa,Arecaceae,738371.3806,9637179.836,49.7,17.72,6.46,False,P,4,29.19,29.19,feldpausch_regional,0.18,default,0.0,49.7,29.19,49.7,False,P,17.72,measured,49.7,17.72,0.326,692.2277,868.3063,868.3063,692.2277,868.3063,868.3063,
SAN_A02,86,Attalea maripa,Arecaceae,738371.5626,9637181.556,37.5,19.35,7.12,False,P,4,25.16,25.16,feldpausch_regional,0.18,default,0.0,37.5,25.16,37.5,False,P,19.35,measured,37.5,19.35,0.326,435.2816,400.3933,400.3933,435.2816,400.3933,400.3933,
SAN_A02,87,Guatteria schomburgkiana,Annonaceae,738366.6824,9637186.711,14.3,16.26,10.07,False,O,4,13.69,13.69,feldpausch_regional,0.18,default,0.0,14.3,13.69,14.3,False,O,16.26,measured,14.3,16.26,0.6,55.941,55.941,55.941,55.941,55.941,55.941,
SAN_A02,88,Cecropia ficifolia,Urticaceae,738372.1242,9637195.727,19.0,16.59,11.34,False,O,4,16.6,16.6,feldpausch_regional,0.18,default,0.0,19.0,16.6,19.0,False,O,16.59,measured,19.0,16.59,0.266,99.3477,99.3477,44.9124,99.3477,99.3477,44.9124,
SAN_A02,91,Attalea maripa,Arecaceae,738383.1987,9637191.797,38.4,15.8,8.91,False,P,4,25.5,25.5,feldpausch_regional,0.18,default,0.0,38.4,25.5,38.4,False,P,15.8,measured,38.4,15.8,0.326,374.0801,427.3603,427.3603,374.0801,427.3603,427.3603,
SAN_A02,92,Attalea maripa,Arecaceae,738392.2769,9637199.922,35.0,17.13,6.17,False,P,4,24.21,24.21,feldpausch_regional,0.18,default,0.0,35.0,24.21,35.0,False,P,17.13,measured,35.0,17.13,0.326,337.7759,331.237,331.237,337.7759,331.237,331.237,
SAN_A02,93,Attalea maripa,Arecaceae,738395.2281,9637189.404,35.0,14.79,6.17,False,P,4,24.21,24.21,feldpausch_regional,0.18,default,0.0,35.0,24.21,35.0,False,P,14.79,measured,35.0,14.79,0.326,292.6648,331.237,331.237,292.6648,331.237,331.237,
SAN_A02,94,,,738401.4552,9637198.846,64.1,24.0,,True,O,4,32.89,32.89,feldpausch_regional,0.18,default,0.0,64.1,32.89,64.1,True,O,24.0,measured,64.1,24.0,0.4713,1529.4445,1113.7515,1113.7515,1529.4445,1113.7515,1113.7515,
SAN_A02,95,Attalea maripa,Arecaceae,738406.9076,9637197.193,44.8,18.22,7.34,False,P,4,27.69,27.69,feldpausch_regional,0.18,default,0.0,44.8,27.69,44.8,False,P,18.22,measured,44.8,18.22,0.326,580.8321,652.8059,652.8059,580.8321,652.8059,652.8059,
SAN_A02,96,Attalea maripa,Arecaceae,738408.6944,9637195.971,39.0,16.05,6.73,False,P,4,25.71,25.71,feldpausch_regional,0.18,default,0.0,39.0,25.71,39.0,False,P,16.05,measured,39.0,16.05,0.326,391.5277,445.9637,445.9637,391.5277,445.9637,445.9637,
SAN_A02,97,Attalea maripa,Arecaceae,738399.6307,9637184.84,40.0,17.57,7.46,False,P,4,26.07,26.07,feldpausch_regional,0.18,default,0.0,40.0,26.07,40.0,False,P,17.57,measured,40.0,17.57,0.326,449.3441,478.0994,478.0994,449.3441,478.0994,478.0994,
SAN_A02,98,Attalea maripa,Arecaceae,738411.4591,9637175.412,51.0,18.55,5.69,False,P,4,29.57,29.57,feldpausch_regional,0.18,default,0.0,51.0,29.57,51.0,False,P,18.55,measured,51.0,18.55,0.326,761.2746,932.1629,932.1629,761.2746,932.1629,932.1629,
SAN_A02,99,Attalea maripa,Arecaceae,738403.4587,9637169.198,41.0,15.51,6.29,False,P,4,26.42,26.42,feldpausch_regional,0.18,default,0.0,41.0,26.42,41.0,False,P,15.51,measured,41.0,15.51,0.326,417.4956,511.6707,511.6707,417.4956,511.6707,511.6707,
SAN_A02,100,Attalea maripa,Arecaceae,738391.3621,9637175.595,37.0,20.61,9.6,False,P,4,24.98,24.98,feldpausch_regional,0.18,default,0.0,37.0,24.98,37.0,False,P,20.61,measured,37.0,20.61,0.326,450.9523,385.8917,385.8917,450.9523,385.8917,385.8917,
SAN_A02,101,Attalea maripa,Arecaceae,738392.0151,9637171.454,47.1,17.2,8.62,False,P,4,28.41,28.41,feldpausch_regional,0.18,default,0.0,47.1,28.41,47.1,False,P,17.2,measured,47.1,17.2,0.326,605.443,749.1004,749.1004,605.443,749.1004,749.1004,
SAN_A02,102,Attalea maripa,Arecaceae,738387.7923,9637154.607,51.7,22.29,10.47,False,P,4,29.77,29.77,feldpausch_regional,0.18,default,0.0,51.7,29.77,51.7,False,P,22.29,measured,51.7,22.29,0.326,935.2972,967.749,967.749,935.2972,967.749,967.749,
SAN_A02,103,Attalea maripa,Arecaceae,738378.4304,9637160.679,46.0,20.23,9.4,False,P,4,28.07,28.07,feldpausch_regional,0.18,default,0.0,46.0,28.07,46.0,False,P,20.23,measured,46.0,20.23,0.326,677.3544,701.995,701.995,677.3544,701.995,701.995,
SAN_A02,104,Attalea maripa,Arecaceae,738380.3016,9637170.379,40.0,17.78,7.08,False,P,4,26.07,26.07,feldpausch_regional,0.18,default,0.0,40.0,26.07,40.0,False,P,17.78,measured,40.0,17.78,0.326,454.5851,478.0994,478.0994,454.5851,478.0994,478.0994,
SAN_A02,1,Bixa arborea,Bixaceae,731810.1281,9634357.945,17.9,19.44,12.64,False,O,5,15.95,15.95,feldpausch_regional,0.18,default,0.0,17.9,15.95,17.9,False,O,19.44,measured,17.9,19.44,0.37,103.228,103.228,64.4001,103.228,103.228,64.4001,
SAN_A02,2,Cordia scabrifolia,Boraginaceae,731816.2569,9634359.616,16.7,18.62,12.08,False,O,5,15.22,15.22,feldpausch_regional,0.18,default,0.0,16.7,15.22,16.7,False,O,18.62,measured,16.7,18.62,0.474,86.4377,86.4377,68.6732,86.4377,86.4377,68.6732,
SAN_A02,3,Inga sp.,Fabaceae,731817.9168,9634358.327,21.6,22.3,10.68,False,O,5,18.05,18.05,feldpausch_regional,0.18,default,0.0,21.6,18.05,21.6,False,O,22.3,measured,21.6,22.3,0.5786,170.3178,170.3178,164.3752,170.3178,170.3178,164.3752,
SAN_A02,4,Inga heterophylla,Fabaceae,731818.1773,9634358.807,13.6,15.35,9.58,False,O,5,13.22,13.22,feldpausch_regional,0.18,default,0.0,13.6,13.22,13.6,False,O,15.35,measured,13.6,15.35,0.56,47.948,47.948,44.8256,47.948,47.948,44.8256,
SAN_A02,5,,,731821.7437,9634358.267,14.4,,,True,O,5,13.76,13.76,feldpausch_regional,0.18,default,0.0,14.4,13.76,14.4,True,O,13.76,feldpausch,14.4,13.76,0.4713,48.181,35.6594,35.6594,48.181,35.6594,35.6594,
SAN_A02,6,Minquartia guianensis,Olacaceae,731823.4359,9634345.374,47.6,19.91,12.48,False,O,5,28.57,28.57,feldpausch_regional,0.18,default,0.0,47.6,28.57,47.6,False,O,19.91,measured,47.6,19.91,0.7867,712.9236,712.9236,928.72,712.9236,712.9236,928.72,
SAN_A02,7,Inga marginata,Fabaceae,731828.9212,9634358.216,12.6,15.5,11.67,False,O,5,12.53,12.53,feldpausch_regional,0.18,default,0.0,12.6,12.53,12.6,False,O,15.5,measured,12.6,15.5,0.5518,41.7011,41.7011,38.4283,41.7011,41.7011,38.4283,
SAN_A02,8,Astronium graveolens,Anacardiaceae,731830.2373,9634354.706,32.7,23.6,16.52,False,O,5,23.28,23.28,feldpausch_regional,0.18,default,0.0,32.7,23.28,32.7,False,O,23.6,measured,32.7,23.6,0.8677,404.4083,404.4083,579.6814,404.4083,404.4083,579.6814,
SAN_A02,9,Cordia scabrifolia,Boraginaceae,731832.5523,9634354.667,14.2,14.64,8.7,False,O,5,13.62,13.62,feldpausch_regional,0.18,default,0.0,14.2,13.62,14.2,False,O,14.64,measured,14.2,14.64,0.474,49.8076,49.8076,39.5712,49.8076,49.8076,39.5712,
SAN_A02,10,Fusaea longifolia,Annonaceae,731836.1807,9634355.256,13.4,11.23,6.81,False,O,5,13.08,13.08,feldpausch_regional,0.18,default,0.0,13.4,13.08,13.4,False,O,11.23,measured,13.4,11.23,0.7427,34.3352,34.3352,42.2824,34.3352,34.3352,42.2824,
SAN_A02,11,Cecropia ficifolia,Urticaceae,731838.5913,9634353.86,31.9,27.31,16.02,False,O,5,22.95,22.95,feldpausch_regional,0.18,default,0.0,31.9,22.95,31.9,False,O,27.31,measured,31.9,27.31,0.266,444.3345,444.3345,200.8718,444.3345,444.3345,200.8718,
SAN_A02,12,Theobroma glaucum,Malvaceae,731839.7528,9634357.297,12.4,17.87,5.86,False,O,5,12.39,12.39,feldpausch_regional,0.18,default,0.0,12.4,12.39,12.4,False,O,17.87,measured,12.4,17.87,0.5297,46.4401,46.4401,41.1228,46.4401,46.4401,41.1228,
SAN_A02,13,Cecropia ficifolia,Urticaceae,731845.1877,9634354.514,15.2,18.64,11.36,False,O,5,14.28,14.28,feldpausch_regional,0.18,default,0.0,15.2,14.28,15.2,False,O,18.64,measured,15.2,18.64,0.266,72.007,72.007,32.5524,72.007,72.007,32.5524,
SAN_A02,14,Inga sp.,Fabaceae,731850.9465,9634352.614,31.3,17.53,8.05,False,O,5,22.69,22.69,feldpausch_regional,0.18,default,0.0,31.3,22.69,31.3,False,O,17.53,measured,31.3,17.53,0.5786,277.7758,277.7758,268.0839,277.7758,277.7758,268.0839,
SAN_A02,15,Abarema cochleata,Fabaceae,731857.5505,9634351.514,12.5,13.51,8.31,False,O,5,12.46,12.46,feldpausch_regional,0.18,default,0.0,12.5,12.46,12.5,False,O,13.51,measured,12.5,13.51,0.5668,35.9045,35.9045,33.9612,35.9045,35.9045,33.9612,
SAN_A02,16,Geissospermum sericeum,Apocynaceae,731844.7797,9634325.749,39.8,19.79,13.6,False,O,5,26.0,26.0,feldpausch_regional,0.18,default,0.0,39.8,26.0,39.8,False,O,19.79,measured,39.8,19.79,0.7823,499.7624,499.7624,647.4979,499.7624,499.7624,647.4979,
SAN_A02,17,Manilkara huberi,Sapotaceae,731843.8381,9634325.884,37.1,33.04,21.83,False,O,5,25.01,25.01,feldpausch_regional,0.18,default,0.0,37.1,25.01,37.1,False,O,33.04,measured,37.1,33.04,0.9214,718.5577,718.5577,1092.121,718.5577,718.5577,1092.121,
SAN_A02,18,Pouteria sp.,Sapotaceae,731850.7556,9634316.682,53.3,25.91,18.72,False,O,5,30.21,30.21,feldpausch_regional,0.18,default,0.0,53.3,30.21,53.3,False,O,25.91,measured,53.3,25.91,0.7187,1149.6785,1149.6785,1371.2227,1149.6785,1149.6785,1371.2227,
SAN_A02,19,Tachigali paniculata,Fabaceae,731839.2745,9634316.248,90.0,45.61,22.29,False,O,5,37.61,37.61,feldpausch_regional,0.18,default,0.0,90.0,37.61,90.0,False,O,45.61,measured,90.0,45.61,0.5545,5551.1722,5551.1722,5139.9275,5551.1722,5551.1722,5139.9275,
SAN_A02,21,,,731815.9014,9634310.222,47.5,4.8,,True,O,5,28.54,28.54,feldpausch_regional,0.18,default,0.0,47.5,28.54,47.5,True,O,4.8,measured,47.5,4.8,0.4713,177.1161,163.9465,163.9465,177.1161,163.9465,163.9465,
SAN_A02,22,Pterocarpus sp.,Fabaceae,731819.5891,9634316.951,55.1,30.87,19.34,False,O,5,30.7,30.7,feldpausch_regional,0.18,default,0.0,55.1,30.7,55.1,False,O,30.87,measured,55.1,30.87,0.5838,1455.3799,1455.3799,1417.042,1455.3799,1455.3799,1417.042,
SAN_A02,23,Cecropia ficifolia,Urticaceae,731812.3459,9634319.004,35.9,29.99,23.76,False,O,5,24.56,24.56,feldpausch_regional,0.18,default,0.0,35.9,24.56,35.9,False,O,29.99,measured,35.9,29.99,0.266,613.1039,613.1039,277.1679,613.1039,613.1039,277.1679,
SAN_A02,24,Inga alba,Fabaceae,731817.7518,9634324.455,41.8,33.89,18.09,False,O,5,26.7,26.7,feldpausch_regional,0.18,default,0.0,41.8,26.7,41.8,False,O,33.89,measured,41.8,33.89,0.5861,929.7082,929.7082,908.6978,929.7082,929.7082,908.6978,
SAN_A02,25,Alibertia edulis,Rubiaceae,731825.654,9634326.431,35.2,25.3,17.67,False,O,5,24.28,24.28,feldpausch_regional,0.18,default,0.0,35.2,24.28,35.2,False,O,25.3,measured,35.2,25.3,0.76,499.7555,499.7555,629.4425,499.7555,499.7555,629.4425,
SAN_A02,26,Pouteria gongrijpii,Sapotaceae,731825.7261,9634333.656,69.6,39.91,28.91,False,O,5,34.07,34.07,feldpausch_regional,0.18,default,0.0,69.6,34.07,69.6,False,O,39.91,measured,69.6,39.91,0.7994,2950.4597,2950.4597,3904.0186,2950.4597,2950.4597,3904.0186,
SAN_A02,27,Mezilaurus itauba,Lauraceae,731818.9606,9634331.531,42.2,34.99,24.43,False,O,5,26.83,26.83,feldpausch_regional,0.18,default,0.0,42.2,26.83,42.2,False,O,34.99,measured,42.2,34.99,0.7443,977.147,977.147,1205.8973,977.147,977.147,1205.8973,
SAN_A02,28,Geissospermum sericeum,Apocynaceae,731819.2636,9634334.594,60.0,30.82,24.58,False,O,5,31.94,31.94,feldpausch_regional,0.18,default,0.0,60.0,31.94,60.0,False,O,30.82,measured,60.0,30.82,0.7823,1715.9814,1715.9814,2223.2453,1715.9814,1715.9814,2223.2453,
SAN_A02,29,Apeiba membranacea,Malvaceae,731819.7344,9634339.705,43.9,25.42,18.85,False,O,5,27.4,27.4,feldpausch_regional,0.18,default,0.0,43.9,27.4,43.9,False,O,25.42,measured,43.9,25.42,0.2822,772.6855,772.6855,370.1228,772.6855,772.6855,370.1228,
SAN_A02,30,Tachigali paniculata,Fabaceae,731829.3352,9634340.365,58.7,24.34,15.21,False,O,5,31.62,31.62,feldpausch_regional,0.18,default,0.0,58.7,31.62,58.7,False,O,24.34,measured,58.7,24.34,0.5545,1305.8435,1305.8435,1209.1034,1305.8435,1305.8435,1209.1034,
SAN_A02,31,Inga alba,Fabaceae,731966.2857,9634331.606,21.1,18.7,13.06,False,O,6,17.78,17.78,feldpausch_regional,0.18,default,0.0,21.1,17.78,21.1,False,O,18.7,measured,21.1,18.7,0.5861,137.0179,137.0179,133.9215,137.0179,137.0179,133.9215,
SAN_A02,32,,,731967.5863,9634330.363,11.4,3.36,,True,O,6,11.67,11.67,feldpausch_regional,0.18,default,0.0,11.4,11.67,11.4,True,O,3.36,measured,11.4,3.36,0.4713,7.7134,7.0537,7.0537,7.7134,7.0537,7.0537,
SAN_A02,33,Cecropia ficifolia,Urticaceae,731970.128,9634331.867,29.5,25.13,17.96,False,O,6,21.91,21.91,feldpausch_regional,0.18,default,0.0,29.5,21.91,29.5,False,O,25.13,measured,29.5,25.13,0.266,351.6747,351.6747,158.9827,351.6747,351.6747,158.9827,
SAN_A02,34,Inga thibaudiana,Fabaceae,731970.0483,9634331.584,14.6,19.85,12.04,False,O,6,13.89,13.89,feldpausch_regional,0.18,default,0.0,14.6,13.89,14.6,False,O,19.85,measured,14.6,19.85,0.5786,70.7769,70.7769,68.3075,70.7769,70.7769,68.3075,
SAN_A02,35,Cecropia ficifolia,Urticaceae,731973.5328,9634330.92,41.0,29.24,16.44,False,O,6,26.42,26.42,feldpausch_regional,0.18,default,0.0,41.0,26.42,41.0,False,O,29.24,measured,41.0,29.24,0.266,775.1909,775.1909,350.4431,775.1909,775.1909,350.4431,
SAN_A02,36,Cecropia ficifolia,Urticaceae,731973.4811,9634330.729,16.2,15.96,11.17,False,O,6,14.91,14.91,feldpausch_regional,0.18,default,0.0,16.2,14.91,16.2,False,O,15.96,measured,16.2,15.96,0.266,70.08,70.08,31.6813,70.08,70.08,31.6813,
SAN_A02,37,Cordia scabrifolia,Boraginaceae,731974.8603,9634331.769,11.8,15.06,12.75,False,O,6,11.96,11.96,feldpausch_regional,0.18,default,0.0,11.8,11.96,11.8,False,O,15.06,measured,11.8,15.06,0.474,35.6723,35.6723,28.341,35.6723,35.6723,28.341,
SAN_A02,38,Cecropia ficifolia,Urticaceae,731975.0242,9634330.335,26.7,25.76,15.57,False,O,6,20.62,20.62,feldpausch_regional,0.18,default,0.0,26.7,20.62,26.7,False,O,25.76,measured,26.7,25.76,0.266,296.5472,296.5472,134.0611,296.5472,296.5472,134.0611,
SAN_A02,39,Ocotea canaliculata,Lauraceae,731980.9602,9634327.788,54.0,30.88,20.47,False,O,6,30.4,30.4,feldpausch_regional,0.18,default,0.0,54.0,30.4,54.0,False,O,30.88,measured,54.0,30.88,0.4793,1399.6464,1399.6464,1124.2038,1399.6464,1399.6464,1124.2038,
SAN_A02,40,Cordia scabrifolia,Boraginaceae,731982.3194,9634327.728,10.8,18.33,11.75,False,O,6,11.23,11.23,feldpausch_regional,0.18,default,0.0,10.8,11.23,10.8,False,O,18.33,measured,10.8,18.33,0.474,36.3539,36.3539,28.8825,36.3539,36.3539,28.8825,
SAN_A02,41,Eschweilera coriacea,Lecythidaceae,731983.0262,9634326.883,17.9,8.14,5.77,False,O,6,15.95,15.95,feldpausch_regional,0.18,default,0.0,17.9,15.95,17.9,False,O,8.14,measured,17.9,8.14,0.8521,44.1366,44.1366,62.1547,44.1366,44.1366,62.1547,
SAN_A02,42,Eschweilera ovata,Lecythidaceae,731984.5084,9634329.942,17.6,17.39,10.45,False,O,6,15.77,15.77,feldpausch_regional,0.18,default,0.0,17.6,15.77,17.6,False,O,17.39,measured,17.6,17.39,0.9,89.5847,89.5847,133.0757,89.5847,89.5847,133.0757,
SAN_A02,43,Schefflera morototoni,Araliaceae,731986.3564,9634326.647,11.9,16.24,13.22,False,O,6,12.03,12.03,feldpausch_regional,0.18,default,0.0,11.9,12.03,11.9,False,O,16.24,measured,11.9,16.24,0.4559,39.0356,39.0356,29.8591,39.0356,39.0356,29.8591,
SAN_A02,44,Hevea brasiliensis,Euphorbiaceae,731988.5847,9634328.357,30.9,26.73,18.57,False,O,6,22.52,22.52,feldpausch_regional,0.18,default,0.0,30.9,22.52,30.9,False,O,26.73,measured,30.9,26.73,0.4666,408.8939,408.8939,319.9247,408.8939,408.8939,319.9247,
SAN_A02,45,Tachigali myrmecophila,Fabaceae,731980.4134,9634292.228,37.8,25.77,19.19,False,O,6,25.28,25.28,feldpausch_regional,0.18,default,0.0,37.8,25.28,37.8,False,O,25.77,measured,37.8,25.77,0.476,584.7529,584.7529,466.4887,584.7529,584.7529,466.4887,
SAN_A02,46,Rinorea guianensis,Violaceae,731989.4903,9634327.165,25.0,17.48,9.9,False,O,6,19.8,19.8,feldpausch_regional,0.18,default,0.0,25.0,19.8,25.0,False,O,17.48,measured,25.0,17.48,0.78,178.6323,178.6323,230.7644,178.6323,178.6323,230.7644,
SAN_A02,47,Diplotropis sp.,Fabaceae,731990.2388,9634328.042,21.7,23.91,20.13,False,O,6,18.1,18.1,feldpausch_regional,0.18,default,0.0,21.7,18.1,21.7,False,O,23.91,measured,21.7,23.91,0.7378,183.9602,183.9602,225.0751,183.9602,183.9602,225.0751,
SAN_A02,48,Tapirira guianensis,Anacardiaceae,731992.9354,9634325.481,14.8,20.17,10.45,False,O,6,14.02,14.02,feldpausch_regional,0.18,default,0.0,14.8,14.02,14.8,False,O,20.17,measured,14.8,20.17,0.457,73.8252,73.8252,56.5988,73.8252,73.8252,56.5988,
SAN_A02,49,Tapirira guianensis,Anacardiaceae,731992.8917,9634325.285,13.5,19.86,13.85,False,O,6,13.15,13.15,feldpausch_regional,0.18,default,0.0,13.5,13.15,13.5,False,O,19.86,measured,13.5,19.86,0.457,60.7715,60.7715,46.5911,60.7715,60.7715,46.5911,
SAN_A02,50,Brosimum rubescens,Moraceae,731994.4684,9634324.16,16.9,18.29,10.63,False,O,6,15.35,15.35,feldpausch_regional,0.18,default,0.0,16.9,15.35,16.9,False,O,18.29,measured,16.9,18.29,0.8251,86.9393,86.9393,118.6514,86.9393,86.9393,118.6514,
SAN_A02,51,Brosimum rubescens,Moraceae,732001.7308,9634325.856,38.6,25.7,11.98,False,O,6,25.57,25.57,feldpausch_regional,0.18,default,0.0,38.6,25.57,38.6,False,O,25.7,measured,38.6,25.7,0.8251,607.5385,607.5385,829.1453,607.5385,607.5385,829.1453,
SAN_A02,52,Laetia procera,Salicaceae,732001.3673,9634324.064,14.6,20.43,15.15,False,O,6,13.89,13.89,feldpausch_regional,0.18,default,0.0,14.6,13.89,14.6,False,O,20.43,measured,14.6,20.43,0.6481,72.7946,72.7946,78.4849,72.7946,72.7946,78.4849,
SAN_A02,53,Miconia poeppigii,Melastomataceae,732004.6094,9634323.026,15.5,13.33,8.77,False,O,6,14.47,14.47,feldpausch_regional,0.18,default,0.0,15.5,14.47,15.5,False,O,13.33,measured,15.5,13.33,0.5967,53.929,53.929,53.6366,53.929,53.929,53.6366,
SAN_A02,54,Cecropia ficifolia,Urticaceae,731994.2153,9634297.361,40.0,29.5,17.45,False,O,6,26.07,26.07,feldpausch_regional,0.18,default,0.0,40.0,26.07,40.0,False,O,29.5,measured,40.0,29.5,0.266,745.1232,745.1232,336.8503,745.1232,745.1232,336.8503,
SAN_A02,55,,,731991.1386,9634282.468,93.0,36.39,,True,O,6,38.04,38.04,feldpausch_regional,0.18,default,0.0,93.0,38.04,93.0,True,O,36.39,measured,93.0,36.39,0.4713,4747.4226,3295.4042,3295.4042,4747.4226,3295.4042,3295.4042,
SAN_A02,56,,,731979.0873,9634282.248,122.8,13.42,,True,O,6,41.37,41.37,feldpausch_regional,0.18,default,0.0,122.8,41.37,122.8,True,O,13.42,measured,122.8,13.42,0.4713,3085.0511,2540.7256,2540.7256,3085.0511,2540.7256,2540.7256,
SAN_A02,57,Inga alba,Fabaceae,731978.6676,9634304.908,48.4,27.94,13.53,False,O,6,28.81,28.81,feldpausch_regional,0.18,default,0.0,48.4,28.81,48.4,False,O,27.94,measured,48.4,27.94,0.5861,1025.1698,1025.1698,1002.0021,1025.1698,1025.1698,1002.0021,
SAN_A02,58,Tachigali paniculata,Fabaceae,731978.4847,9634304.948,43.5,30.73,15.77,False,O,6,27.27,27.27,feldpausch_regional,0.18,default,0.0,43.5,27.27,43.5,False,O,30.73,measured,43.5,30.73,0.5545,913.3827,913.3827,845.717,913.3827,913.3827,845.717,
SAN_A02,59,Eschweilera coriacea,Lecythidaceae,731981.0032,9634305.42,40.1,19.25,11.41,False,O,6,26.11,26.11,feldpausch_regional,0.18,default,0.0,40.1,26.11,40.1,False,O,19.25,measured,40.1,19.25,0.8521,493.6315,493.6315,695.1488,493.6315,493.6315,695.1488,
SAN_A02,60,Pseudopiptadenia suaveolens,Fabaceae,731960.3893,9634291.813,63.0,50.8,31.74,False,O,6,32.64,32.64,feldpausch_regional,0.18,default,0.0,63.0,32.64,63.0,False,O,50.8,measured,63.0,50.8,0.6797,3073.9473,3073.9473,3471.9333,3073.9473,3073.9473,3471.9333,
SAN_A02,61,Manilkara bidentata,Sapotaceae,731964.7683,9634296.855,38.7,24.34,15.03,False,O,6,25.61,25.61,feldpausch_regional,0.18,default,0.0,38.7,25.61,38.7,False,O,24.34,measured,38.7,24.34,0.8729,579.0571,579.0571,834.917,579.0571,579.0571,834.917,
SAN_A02,62,Carapa guianensis,Meliaceae,731958.3855,9634302.337,41.4,29.0,18.98,False,O,6,26.56,26.56,feldpausch_regional,0.18,default,0.0,41.4,26.56,41.4,False,O,29.0,measured,41.4,29.0,0.53,783.6927,783.6927,694.326,783.6927,783.6927,694.326,
SAN_A02,63,Swartzia laevicarpa,Fabaceae,731966.819,9634311.522,50.9,25.68,10.41,False,O,6,29.54,29.54,feldpausch_regional,0.18,default,0.0,50.9,29.54,50.9,False,O,25.68,measured,50.9,25.68,0.6125,1041.6901,1041.6901,1062.8659,1041.6901,1041.6901,1062.8659,
SAN_A02,64,Inga sp.,Fabaceae,732109.1809,9634307.228,17.0,17.76,10.6,False,O,7,15.41,15.41,feldpausch_regional,0.18,default,0.0,17.0,15.41,17.0,False,O,17.76,measured,17.0,17.76,0.5786,85.4581,85.4581,82.4764,85.4581,85.4581,82.4764,
SAN_A02,65,Parkia paraensis,Fabaceae,732111.1632,9634295.626,59.5,30.11,20.36,False,O,7,31.81,31.81,feldpausch_regional,0.18,default,0.0,59.5,31.81,59.5,False,O,30.11,measured,59.5,30.11,0.415,1650.2111,1650.2111,1151.5395,1650.2111,1650.2111,1151.5395,
SAN_A02,66,,,732112.9167,9634305.974,27.0,8.2,,True,O,7,20.76,20.76,feldpausch_regional,0.18,default,0.0,27.0,20.76,27.0,True,O,8.2,measured,27.0,8.2,0.4713,99.1665,82.0893,82.0893,99.1665,82.0893,82.0893,
SAN_A02,67,Inga sp.,Fabaceae,732119.3942,9634303.545,17.5,28.77,21.92,False,O,7,15.71,15.71,feldpausch_regional,0.18,default,0.0,17.5,15.71,17.5,False,O,28.77,measured,17.5,28.77,0.5786,144.8092,144.8092,139.7567,144.8092,144.8092,139.7567,
SAN_A02,68,Fusaea longifolia,Annonaceae,732125.2382,9634302.873,12.0,5.86,3.87,False,O,7,12.11,12.11,feldpausch_regional,0.18,default,0.0,12.0,12.11,12.0,False,O,5.86,measured,12.0,5.86,0.7427,14.672,14.672,18.068,14.672,14.672,18.068,
SAN_A02,69,Vismia guianensis,Hypericaceae,732124.7751,9634302.482,21.6,22.7,16.78,False,O,7,18.05,18.05,feldpausch_regional,0.18,default,0.0,21.6,18.05,21.6,False,O,22.7,measured,21.6,22.7,0.475,173.2988,173.2988,137.9663,173.2988,173.2988,137.9663,
SAN_A02,70,Vismia guianensis,Hypericaceae,732125.0089,9634301.38,27.2,31.62,20.09,False,O,7,20.86,20.86,feldpausch_regional,0.18,default,0.0,27.2,20.86,27.2,False,O,31.62,measured,27.2,31.62,0.475,375.5796,375.5796,299.0056,375.5796,375.5796,299.0056,
SAN_A02,71,Rollinia exsucca,Annonaceae,732126.2805,9634303.101,28.6,33.3,22.63,False,O,7,21.5,21.5,feldpausch_regional,0.18,default,0.0,28.6,21.5,28.6,False,O,33.3,measured,28.6,33.3,0.3748,435.7052,435.7052,275.2257,435.7052,435.7052,275.2257,
SAN_A02,72,Inga sp.,Fabaceae,732128.9558,9634303.481,17.7,19.85,16.43,False,O,7,15.83,15.83,feldpausch_regional,0.18,default,0.0,17.7,15.83,17.7,False,O,19.85,measured,17.7,19.85,0.5786,103.0668,103.0668,99.4707,103.0668,103.0668,99.4707,
SAN_A02,73,Inga sp.,Fabaceae,732127.9112,9634299.254,17.0,31.82,21.76,False,O,7,15.41,15.41,feldpausch_regional,0.18,default,0.0,17.0,15.41,17.0,False,O,31.82,measured,17.0,31.82,0.5786,150.9845,150.9845,145.7165,150.9845,150.9845,145.7165,
