tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
47,Strychnos subcordata,Loganiaceae,799832.7548,9727784.842,16.0,False,O,6,14.79,14.79,feldpausch_regional,0.18,default,-2.0,15.64,14.56,16.0,False,O,14.79,feldpausch,15.64,14.562150985682587,0.6959,63.5026,63.5026,73.3957,59.83,59.83,69.1509,
48,Strychnos subcordata,Loganiaceae,799832.5686,9727784.772,14.5,False,O,6,13.82,13.82,feldpausch_regional,0.18,default,-2.0,14.14,13.58,14.5,False,O,13.82,feldpausch,14.14,13.581426401191216,0.6959,49.0441,49.0441,56.6847,45.9085,45.9085,53.0605,
49,Lecythis lurida,Lecythidaceae,799837.0802,9727781.328,26.4,False,O,6,20.48,20.48,feldpausch_regional,0.18,default,-2.0,26.04,20.31,26.4,False,O,20.48,feldpausch,26.04,20.3072978184369,0.8633,231.894,231.894,330.7685,223.9032,223.9032,319.3706,
50,Strychnos subcordata,Loganiaceae,799839.4586,9727787.346,21.1,False,O,6,17.78,17.78,feldpausch_regional,0.18,default,-2.0,20.74,17.58,21.1,False,O,17.78,feldpausch,20.740000000000002,17.582583614354764,0.6959,130.4348,130.4348,150.7552,124.7591,124.7591,144.1953,
51,Lecythis lurida,Lecythidaceae,799842.9967,9727788.668,11.2,False,O,6,11.53,11.53,feldpausch_regional,0.18,default,-2.0,10.84,11.26,11.2,False,O,11.53,feldpausch,10.84,11.263166132148207,0.8633,24.8245,24.8245,35.4091,22.7645,22.7645,32.4708,
52,Swartzia sp.,Fabaceae,799843.5965,9727789.986,41.4,False,O,6,26.56,26.56,feldpausch_regional,0.18,default,-2.0,41.04,26.44,41.4,False,O,26.56,feldpausch,41.04,26.43568268465724,0.8398,719.27,719.27,998.6698,703.8813,703.8813,977.3033,
53,Myrcia fallax,Myrtaceae,799843.2651,9727790.956,23.1,False,O,6,18.84,18.84,feldpausch_regional,0.18,default,-2.0,22.74,18.65,23.1,False,O,18.84,feldpausch,22.740000000000002,18.652602367939707,0.82,164.7063,164.7063,223.4174,158.1821,158.1821,214.5676,
54,Licania octandra,Chrysobalanaceae,799837.1753,9727805.741,12.7,False,O,6,12.6,12.6,feldpausch_regional,0.18,default,-2.0,12.34,12.35,12.7,False,O,12.6,feldpausch,12.34,12.346939344095293,0.825,34.5977,34.5977,47.2096,32.0678,32.0678,43.7576,
55,,,799832.5592,9727794.154,10.5,False,O,6,11.0,11.0,feldpausch_regional,0.18,default,-2.0,10.14,10.73,10.5,False,O,11.0,feldpausch,10.14,10.726380861779772,0.5847,20.9036,20.9036,20.3821,19.0533,19.0533,18.5779,
56,,,799832.6518,9727794.189,19.4,False,O,6,16.83,16.83,feldpausch_regional,0.18,default,-2.0,19.04,16.62,19.4,False,O,16.83,feldpausch,19.04,16.623331207310667,0.5847,104.932,104.932,102.3142,99.952,99.952,97.4585,
57,,,799832.7444,9727794.224,14.0,False,O,6,13.49,13.49,feldpausch_regional,0.18,default,-2.0,13.64,13.25,14.0,False,O,13.49,feldpausch,13.64,13.247551872280896,0.5847,44.7295,44.7295,43.6136,41.766,41.766,40.724,
58,,,799829.3642,9727791.861,12.7,False,O,6,12.6,12.6,feldpausch_regional,0.18,default,-2.0,12.34,12.35,12.7,False,O,12.6,feldpausch,12.34,12.346939344095293,0.5847,34.5977,34.5977,33.7346,32.0678,32.0678,31.2678,
59,Apeiba petoumo,Malvaceae,799831.3629,9727795.233,30.5,False,O,6,22.35,22.35,feldpausch_regional,0.18,default,-2.0,30.14,22.19,30.5,False,O,22.35,feldpausch,30.14,22.193042714473396,0.2822,334.7409,334.7409,160.3437,324.8299,324.8299,155.5962,
60,Strychnos subcordata,Loganiaceae,799832.0924,9727796.163,11.0,False,O,6,11.38,11.38,feldpausch_regional,0.18,default,-2.0,10.64,11.11,11.0,False,O,11.38,feldpausch,10.64,11.111266572550116,0.6959,23.6621,23.6621,27.3485,21.6629,21.6629,25.0377,
61,Matayba guianensis,Sapindaceae,799833.0498,9727796.414,20.6,False,O,6,17.5,17.5,feldpausch_regional,0.18,default,-2.0,20.24,17.3,20.6,False,O,17.5,feldpausch,20.240000000000002,17.29999958884892,0.82,122.556,122.556,166.2422,117.0891,117.0891,158.8266,
62,Matayba guianensis,Sapindaceae,799833.0172,9727796.511,17.2,False,O,6,15.53,15.53,feldpausch_regional,0.18,default,-2.0,16.84,15.31,17.2,False,O,15.53,feldpausch,16.84,15.31012961987348,0.82,76.7,76.7,104.0405,72.5805,72.5805,98.4524,
63,Myrcia fallax,Myrtaceae,799834.3346,9727795.696,22.2,False,O,6,18.37,18.37,feldpausch_regional,0.18,default,-2.0,21.84,18.18,22.2,False,O,18.37,feldpausch,21.84,18.17820545278476,0.82,148.7004,148.7004,201.7061,142.5619,142.5619,193.3794,
64,Eschweilera ovata,Lecythidaceae,799832.7233,9727797.384,10.4,False,O,6,10.93,10.93,feldpausch_regional,0.18,default,-2.0,10.04,10.65,10.4,False,O,10.93,feldpausch,10.040000000000001,10.655206304765878,0.9,20.3893,20.3893,30.2878,18.5672,18.5672,27.581,
65,,,799833.5884,9727800.99,12.3,False,O,6,12.32,12.32,feldpausch_regional,0.18,default,-2.0,11.94,12.06,12.3,False,O,12.32,feldpausch,11.940000000000001,12.063429349784986,0.5847,31.7974,31.7974,31.0041,29.396,29.396,28.6627,
66,,,799832.9931,9727799.672,13.3,False,O,6,13.02,13.02,feldpausch_regional,0.18,default,-2.0,12.94,12.77,13.3,False,O,13.02,feldpausch,12.940000000000001,12.771874715997479,0.5847,39.0912,39.0912,38.116,36.3631,36.3631,35.4559,
67,Matayba guianensis,Sapindaceae,799831.4454,9727799.634,15.3,False,O,6,14.34,14.34,feldpausch_regional,0.18,default,-2.0,14.94,14.11,15.3,False,O,14.34,feldpausch,14.940000000000001,14.10731821422537,0.82,56.4638,56.4638,76.5909,53.0458,53.0458,71.9544,
68,Inga alba,Fabaceae,799828.4072,9727800.015,18.7,False,O,6,16.42,16.42,feldpausch_regional,0.18,default,-2.0,18.34,16.21,18.7,False,O,16.42,feldpausch,18.34,16.209361053609186,0.5861,95.3454,95.3454,93.1907,90.6458,90.6458,88.5973,
69,Apeiba petoumo,Malvaceae,799828.4889,9727800.701,23.2,False,O,6,18.89,18.89,feldpausch_regional,0.18,default,-2.0,22.84,18.7,23.2,False,O,18.89,feldpausch,22.84,18.703095477464036,0.2822,166.5312,166.5312,79.7698,159.9643,159.9643,76.6242,
70,Matayba guianensis,Sapindaceae,799829.4518,9727804.017,14.2,False,O,6,13.62,13.62,feldpausch_regional,0.18,default,-2.0,13.84,13.38,14.2,False,O,13.62,feldpausch,13.84,13.379164192092759,0.82,46.4178,46.4178,62.9638,43.3863,43.3863,58.8518,
71,Bagassa guianensis,Moraceae,799828.7271,9727803.086,11.3,False,O,6,11.6,11.6,feldpausch_regional,0.18,default,-2.0,10.94,11.33,11.3,False,O,11.6,feldpausch,10.940000000000001,11.334209651177257,0.7087,25.4086,25.4086,29.8907,23.3189,23.3189,27.4324,
72,Lecythis idatimon,Lecythidaceae,799832.4411,9727804.384,14.8,False,O,6,14.02,14.02,feldpausch_regional,0.18,default,-2.0,14.44,13.78,14.8,False,O,14.02,feldpausch,14.440000000000001,13.783613149683013,0.7986,51.7652,51.7652,68.4259,48.5237,48.5237,64.1412,
73,Annona ambotay,Annonaceae,799833.8212,9727803.375,21.5,False,O,6,17.99,17.99,feldpausch_regional,0.18,default,-2.0,21.14,17.8,21.5,False,O,17.99,feldpausch,21.14,17.79473220995257,0.5112,136.8646,136.8646,117.0474,131.0238,131.0238,112.0523,
74,Laetia procera,Salicaceae,799834.1174,9727805.567,11.4,False,O,6,11.67,11.67,feldpausch_regional,0.18,default,-2.0,11.04,11.41,11.4,False,O,11.67,feldpausch,11.040000000000001,11.405237510778715,0.6481,26.0016,26.0016,28.0341,23.882,23.882,25.7488,
1,Banara guianensis,Salicaceae,797132.4206,9729441.929,7.1,False,O,7,8.25,8.25,feldpausch_regional,0.18,default,-2.0,6.74,7.94,7.1,False,O,8.25,feldpausch,6.739999999999999,7.934498866917606,0.61,7.3549,7.3549,7.4745,6.3964,6.3964,6.5004,
2,Inga alba,Fabaceae,797128.1963,9729441.89,40.1,False,O,7,26.11,26.11,feldpausch_regional,0.18,default,-2.0,39.74,25.98,40.1,False,O,26.11,feldpausch,39.74,25.982329649401247,0.5861,664.6638,664.6638,649.6431,649.949,649.949,635.2609,
3,Guatteria schomburgkiana,Annonaceae,797128.1767,9729442.082,22.9,False,O,7,18.73,18.73,feldpausch_regional,0.18,default,-2.0,22.54,18.55,22.9,False,O,18.73,feldpausch,22.54,18.541705831625148,0.6,161.0113,161.0113,161.0113,154.5756,154.5756,154.5756,
4,Inga alba,Fabaceae,797127.8523,9729445.257,11.6,False,O,7,11.82,11.82,feldpausch_regional,0.18,default,-2.0,11.24,11.56,11.6,False,O,11.82,feldpausch,11.24,11.557025370127894,0.5861,27.2369,27.2369,26.6214,25.055,25.055,24.4888,
5,Guatteria schomburgkiana,Annonaceae,797130.9455,9729446.105,6.4,False,O,7,7.64,7.64,feldpausch_regional,0.18,default,-2.0,6.04,7.31,6.4,False,O,7.64,feldpausch,6.04,7.313097976740602,0.6,5.5722,5.5722,5.5722,4.7688,4.7688,4.7688,
6,Guatteria schomburgkiana,Annonaceae,797127.7639,9729446.123,19.1,False,O,7,16.65,16.65,feldpausch_regional,0.18,default,-2.0,18.74,16.45,19.1,False,O,16.65,feldpausch,18.740000000000002,16.441712399625455,0.6,100.7252,100.7252,100.7252,95.8675,95.8675,95.8675,
7,Guatteria schomburgkiana,Annonaceae,797127.7442,9729446.315,16.2,False,O,7,14.91,14.91,feldpausch_regional,0.18,default,-2.0,15.84,14.69,16.2,False,O,14.91,feldpausch,15.84,14.683599054839801,0.6,65.5765,65.5765,65.5765,61.8317,61.8317,61.8317,
8,Guatteria schomburgkiana,Annonaceae,797127.7344,9729446.411,29.1,False,O,7,21.73,21.73,feldpausch_regional,0.18,default,-2.0,28.74,21.57,29.1,False,O,21.73,feldpausch,28.740000000000002,21.56794394010814,0.6,297.1325,297.1325,297.1325,287.8884,287.8884,287.8884,
9,Cordia scabrifolia,Boraginaceae,797127.0661,9729452.953,13.3,False,O,7,13.02,13.02,feldpausch_regional,0.18,default,-2.0,12.94,12.77,13.3,False,O,13.02,feldpausch,12.940000000000001,12.771874715997479,0.474,39.0912,39.0912,31.0573,36.3631,36.3631,28.8898,
10,Banara guianensis,Salicaceae,797127.8026,9729456.187,14.7,False,O,7,13.95,13.95,feldpausch_regional,0.18,default,-2.0,14.34,13.72,14.7,False,O,13.95,feldpausch,14.34,13.712948981304246,0.61,50.8357,50.8357,51.6624,47.6304,47.6304,48.405,
11,Guatteria schomburgkiana,Annonaceae,797126.4273,9729459.207,22.0,False,O,7,18.26,18.26,feldpausch_regional,0.18,default,-2.0,21.64,18.07,22.0,False,O,18.26,feldpausch,21.64,18.067246632339895,0.6,145.2428,145.2428,145.2428,139.1904,139.1904,139.1904,
12,,,797126.2799,9729460.65,8.1,False,O,7,9.1,9.1,feldpausch_regional,0.18,default,-2.0,7.74,8.8,8.1,False,O,9.1,feldpausch,7.739999999999999,8.798533546303183,0.5847,10.4676,10.4676,10.2065,9.2689,9.2689,9.0377,
13,Parkia paraensis,Fabaceae,797126.2307,9729461.131,14.0,False,O,7,13.49,13.49,feldpausch_regional,0.18,default,-2.0,13.64,13.25,14.0,False,O,13.49,feldpausch,13.64,13.247551872280896,0.415,44.7295,44.7295,31.2129,41.766,41.766,29.1449,
14,Inga thibaudiana,Fabaceae,797126.2013,9729461.42,8.3,False,O,7,9.27,9.27,feldpausch_regional,0.18,default,-2.0,7.94,8.97,8.3,False,O,9.27,feldpausch,7.94,8.970994726965278,0.5786,11.1782,11.1782,10.7882,9.9285,9.9285,9.5821,
15,Tapirira guianensis,Anacardiaceae,797125.8966,9729464.402,12.9,False,O,7,12.74,12.74,feldpausch_regional,0.18,default,-2.0,12.54,12.49,12.9,False,O,12.74,feldpausch,12.540000000000001,12.488626407215895,0.457,36.056,36.056,27.6427,33.4608,33.4608,25.653,
16,Aspidosperma parvifolium,Apocynaceae,797127.9517,9729465.291,5.7,False,O,7,6.99,6.99,feldpausch_regional,0.18,default,-2.0,5.34,6.66,5.7,False,O,6.99,feldpausch,5.34,6.6512147096117795,0.781,4.0751,4.0751,5.271,3.418,3.418,4.421,
17,,,797125.7787,9729465.556,7.5,False,O,7,8.6,8.6,feldpausch_regional,0.18,default,-2.0,7.14,8.29,7.5,False,O,8.6,feldpausch,7.14,8.290134696048403,0.5847,8.5241,8.5241,8.3115,7.4713,7.4713,7.2849,
18,,,797125.7688,9729465.653,9.4,False,O,7,10.16,10.16,feldpausch_regional,0.18,default,-2.0,9.04,9.87,9.4,False,O,10.16,feldpausch,9.040000000000001,9.874235624771373,0.5847,15.586,15.586,15.1972,14.0455,14.0455,13.6951,
19,Inga alba,Fabaceae,797126.8067,9729466.001,33.8,False,O,7,23.73,23.73,feldpausch_regional,0.18,default,-2.0,33.44,23.58,33.8,False,O,23.73,feldpausch,33.44,23.584161753383217,0.5861,433.7072,433.7072,423.9059,422.1881,422.1881,412.6471,
20,,,797125.7394,9729465.941,8.6,False,O,7,9.52,9.52,feldpausch_regional,0.18,default,-2.0,8.24,9.22,8.6,False,O,9.52,feldpausch,8.24,9.224662819036187,0.5847,12.2956,12.2956,11.9889,10.9684,10.9684,10.6947,
21,Byrsonima spicata,Malpighiaceae,797125.7295,9729466.037,15.1,False,O,7,14.21,14.21,feldpausch_regional,0.18,default,-2.0,14.74,13.98,15.1,False,O,14.21,feldpausch,14.74,13.975893597095732,0.6137,54.5451,54.5451,55.7573,51.1986,51.1986,52.3365,
22,Strychnos subcordata,Loganiaceae,797129.8652,9729467.624,15.0,False,O,7,14.15,14.15,feldpausch_regional,0.18,default,-2.0,14.64,13.91,15.0,False,O,14.15,feldpausch,14.64,13.915086591517273,0.6959,53.6203,53.6203,61.9738,50.3082,50.3082,58.1458,
23,Aspidosperma parvifolium,Apocynaceae,797125.5428,9729467.865,5.5,False,O,7,6.81,6.81,feldpausch_regional,0.18,default,-2.0,5.14,6.46,5.5,False,O,6.81,feldpausch,5.14,6.4670554896766355,0.781,3.7051,3.7051,4.7924,3.0868,3.0868,3.9927,
24,Aspidosperma parvifolium,Apocynaceae,797127.5346,9729469.429,6.9,False,O,7,8.08,8.08,feldpausch_regional,0.18,default,-2.0,6.54,7.76,6.9,False,O,8.08,feldpausch,6.54,7.761276711772535,0.781,6.816,6.816,8.8162,5.9026,5.9026,7.6348,
25,Apeiba petoumo,Malvaceae,797128.4212,9729471.317,12.0,False,O,7,12.11,12.11,feldpausch_regional,0.18,default,-2.0,11.64,11.85,12.0,False,O,12.11,feldpausch,11.64,11.85066919732659,0.2822,29.7969,29.7969,14.273,27.49,27.49,13.1679,
26,Casearia grandiflora,Salicaceae,797128.4982,9729470.547,9.8,False,O,7,10.47,10.47,feldpausch_regional,0.18,default,-2.0,9.44,10.19,9.8,False,O,10.47,feldpausch,9.440000000000001,10.18879587397964,0.77,17.4101,17.4101,22.2096,15.7592,15.7592,20.1036,
27,Tapirira guianensis,Anacardiaceae,797129.3867,9729472.436,9.9,False,O,7,10.55,10.55,feldpausch_regional,0.18,default,-2.0,9.54,10.27,9.9,False,O,10.55,feldpausch,9.540000000000001,10.269820930409036,0.457,17.891,17.891,13.7163,16.2115,16.2115,12.4287,
28,Guatteria schomburgkiana,Annonaceae,797125.1595,9729471.617,23.0,False,O,7,18.79,18.79,feldpausch_regional,0.18,default,-2.0,22.64,18.6,23.0,False,O,18.79,feldpausch,22.64,18.60210565778387,0.6,162.8943,162.8943,162.8943,156.4127,156.4127,156.4127,
29,Tetragastris panamensis,Burseraceae,797125.1399,9729471.81,9.7,False,O,7,10.39,10.39,feldpausch_regional,0.18,default,-2.0,9.34,10.11,9.7,False,O,10.39,feldpausch,9.34,10.107753486426017,0.7173,16.9378,16.9378,20.1634,15.3151,15.3151,18.2318,
30,Minquartia guianensis,Olacaceae,797125.4886,9729478.99,5.2,False,O,7,6.52,6.52,feldpausch_regional,0.18,default,-2.0,4.84,6.17,5.2,False,O,6.52,feldpausch,4.84,6.171353632193371,0.7867,3.1828,3.1828,4.1462,2.6223,2.6223,3.4161,
31,,,797125.0981,9729482.839,18.5,False,O,7,16.31,16.31,feldpausch_regional,0.18,default,-2.0,18.14,16.09,18.5,False,O,16.31,feldpausch,18.14,16.098088927419887,0.5847,92.7545,92.7545,90.4405,88.1318,88.1318,85.9331,
33,Tapirira guianensis,Anacardiaceae,797127.9129,9729487.257,11.4,False,O,7,11.67,11.67,feldpausch_regional,0.18,default,-2.0,11.04,11.41,11.4,False,O,11.67,feldpausch,11.040000000000001,11.405237510778715,0.457,26.0016,26.0016,19.9344,23.882,23.882,18.3093,
34,Casearia grandiflora,Salicaceae,797138.5846,9729489.413,10.2,False,O,7,10.78,10.78,feldpausch_regional,0.18,default,-2.0,9.84,10.5,10.2,False,O,10.78,feldpausch,9.84,10.503054040815368,0.77,19.368,19.368,24.7072,17.6032,17.6032,22.4559,
35,Nectandra cuspidata,Lauraceae,797149.4922,9729489.066,25.0,False,O,7,19.8,19.8,feldpausch_regional,0.18,default,-2.0,24.64,19.62,25.0,False,O,19.8,feldpausch,24.64,19.62131370234897,0.518,201.7367,201.7367,174.7813,194.3775,194.3775,168.4055,
36,Jacaranda copaia,Bignoniaceae,797147.4295,9729487.786,12.0,False,O,7,12.11,12.11,feldpausch_regional,0.18,default,-2.0,11.64,11.85,12.0,False,O,12.11,feldpausch,11.64,11.85066919732659,0.3507,29.7969,29.7969,17.6406,27.49,27.49,16.2748,
37,Guatteria schomburgkiana,Annonaceae,797136.6007,9729487.364,13.9,False,O,7,13.42,13.42,feldpausch_regional,0.18,default,-2.0,13.54,13.18,13.9,False,O,13.42,feldpausch,13.540000000000001,13.176821729950944,0.6,43.8846,43.8846,43.8846,40.9558,40.9558,40.9558,
38,Banara guianensis,Salicaceae,797135.6107,9729486.339,10.1,False,O,7,10.7,10.7,feldpausch_regional,0.18,default,-2.0,9.74,10.42,10.1,False,O,10.7,feldpausch,9.74,10.422080815603511,0.61,18.8614,18.8614,19.1682,17.1258,17.1258,17.4043,
39,Schefflera morototoni,Araliaceae,797135.7019,9729485.376,29.5,False,O,7,21.91,21.91,feldpausch_regional,0.18,default,-2.0,29.14,21.75,29.5,False,O,21.91,feldpausch,29.14,21.749420996897758,0.4559,307.624,307.624,235.3077,298.1901,298.1901,228.0916,
40,Xylopia nitida,Annonaceae,797139.9329,9729486.585,19.4,False,O,7,16.83,16.83,feldpausch_regional,0.18,default,-2.0,19.04,16.62,19.4,False,O,16.83,feldpausch,19.04,16.623331207310667,0.5483,104.932,104.932,96.1036,99.952,99.952,91.5426,
41,Nectandra cuspidata,Lauraceae,797139.2095,9729482.671,26.6,False,O,7,20.58,20.58,feldpausch_regional,0.18,default,-2.0,26.24,20.4,26.6,False,O,20.58,feldpausch,26.240000000000002,20.408086150022772,0.518,236.4571,236.4571,204.8625,228.3732,228.3732,197.8588,
42,Lacmellea aculeata,Apocynaceae,797142.6792,9729480.253,12.5,False,O,7,12.46,12.46,feldpausch_regional,0.18,default,-2.0,12.14,12.21,12.5,False,O,12.46,feldpausch,12.14,12.205207704531016,0.5048,33.1783,33.1783,28.03,30.7131,30.7131,25.9473,
43,Strychnos subcordata,Loganiaceae,797149.3871,9729477.727,10.0,False,O,7,10.62,10.62,feldpausch_regional,0.18,default,-2.0,9.64,10.34,10.0,False,O,10.62,feldpausch,9.64,10.341091793253828,0.6959,18.3636,18.3636,21.2245,16.657,16.657,19.252,
44,Nectandra cuspidata,Lauraceae,797150.6519,9729475.57,24.4,False,O,7,19.5,19.5,feldpausch_regional,0.18,default,-2.0,24.04,19.32,24.4,False,O,19.5,feldpausch,24.04,19.318654715409657,0.518,189.5481,189.5481,164.2214,182.456,182.456,158.0769,
45,,,797148.4558,9729476.028,20.1,True,O,7,17.22,17.22,feldpausch_regional,0.18,default,-2.0,19.74,17.02,20.1,True,O,17.22,feldpausch,19.740000000000002,17.0173108766495,0.5847,114.992,83.4693,83.4693,109.7306,79.7301,79.7301,
46,Guatteria schomburgkiana,Annonaceae,797147.5436,9729474.136,14.7,False,O,7,13.95,13.95,feldpausch_regional,0.18,default,-2.0,14.34,13.72,14.7,False,O,13.95,feldpausch,14.34,13.712948981304246,0.6,50.8357,50.8357,50.8357,47.6304,47.6304,47.6304,
47,Stryphnodendron pulcherrimum,Fabaceae,797145.5115,9729472.763,14.6,False,O,7,13.89,13.89,feldpausch_regional,0.18,default,-2.0,14.24,13.65,14.6,False,O,13.89,feldpausch,14.24,13.652106386641979,0.475,49.9522,49.9522,39.7679,46.7807,46.7807,37.243,
48,Guatteria schomburgkiana,Annonaceae,797140.0665,9729473.424,11.7,False,O,7,11.89,11.89,feldpausch_regional,0.18,default,-2.0,11.34,11.63,11.7,False,O,11.89,feldpausch,11.34,11.628010757572445,0.6,27.8572,27.8572,27.8572,25.6448,25.6448,25.6448,
49,Banara guianensis,Salicaceae,797133.9523,9729469.789,11.6,False,O,7,11.82,11.82,feldpausch_regional,0.18,default,-2.0,11.24,11.56,11.6,False,O,11.82,feldpausch,11.24,11.557025370127894,0.61,27.2369,27.2369,27.6798,25.055,25.055,25.4625,
50,Pseudopiptadenia psilostachya,Fabaceae,797135.3919,9729465.998,70.8,False,O,7,34.31,34.31,feldpausch_regional,0.18,default,-2.0,70.44,34.24,70.8,False,O,34.31,feldpausch,70.44,34.237644701346774,0.6642,2632.0627,2632.0627,2906.6885,2600.6376,2600.6376,2871.9846,
51,Pseudopiptadenia psilostachya,Fabaceae,797136.4589,9729466.058,79.4,False,O,7,35.92,35.92,feldpausch_regional,0.18,default,-2.0,79.04,35.86,79.4,False,O,35.92,feldpausch,79.04,35.85733060787051,0.6642,3442.8537,3442.8537,3802.0763,3406.638,3406.638,3762.0819,
52,Banara guianensis,Salicaceae,797142.4212,9729471.233,10.2,False,O,7,10.78,10.78,feldpausch_regional,0.18,default,-2.0,9.84,10.5,10.2,False,O,10.78,feldpausch,9.84,10.503054040815368,0.61,19.368,19.368,19.683,17.6032,17.6032,17.8895,
53,Banara guianensis,Salicaceae,797147.3428,9729464.246,11.4,False,O,7,11.67,11.67,feldpausch_regional,0.18,default,-2.0,11.04,11.41,11.4,False,O,11.67,feldpausch,11.040000000000001,11.405237510778715,0.61,26.0016,26.0016,26.4245,23.882,23.882,24.2704,
54,Nectandra cuspidata,Lauraceae,797150.5558,9729464.232,23.7,False,O,7,19.15,19.15,feldpausch_regional,0.18,default,-2.0,23.34,18.96,23.7,False,O,19.15,feldpausch,23.34,18.965412186244883,0.518,175.9406,175.9406,152.4321,169.155,169.155,146.5531,
55,Guatteria schomburgkiana,Annonaceae,797148.6202,9729461.897,21.8,False,O,7,18.15,18.15,feldpausch_regional,0.18,default,-2.0,21.44,17.96,21.8,False,O,18.15,feldpausch,21.44,17.956273582240566,0.6,141.8376,141.8376,141.8376,135.8709,135.8709,135.8709,
56,Pseudopiptadenia psilostachya,Fabaceae,797140.0646,9729461.903,59.5,False,O,7,31.81,31.81,feldpausch_regional,0.18,default,-2.0,59.14,31.73,59.5,False,O,31.81,feldpausch,59.14,31.721856456589745,0.6642,1741.0849,1741.0849,1922.7473,1715.9278,1715.9278,1894.9654,
57,,,797134.567,9729463.435,10.7,False,O,7,11.15,11.15,feldpausch_regional,0.18,default,-2.0,10.34,10.88,10.7,False,O,11.15,feldpausch,10.34,10.878429139290521,0.5847,21.9765,21.9765,21.4282,20.0675,20.0675,19.5669,
58,Pseudopiptadenia psilostachya,Fabaceae,797133.7923,9729460.392,53.2,False,O,7,30.18,30.18,feldpausch_regional,0.18,default,-2.0,52.84,30.09,53.2,False,O,30.18,feldpausch,52.84,30.08110694334005,0.6642,1329.3709,1329.3709,1468.0756,1307.6721,1307.6721,1444.1128,
59,Aspidosperma parvifolium,Apocynaceae,797131.8367,9729458.541,10.5,False,O,7,11.0,11.0,feldpausch_regional,0.18,default,-2.0,10.14,10.73,10.5,False,O,11.0,feldpausch,10.14,10.726380861779772,0.781,20.9036,20.9036,27.0379,19.0533,19.0533,24.6446,
60,Aspidosperma parvifolium,Apocynaceae,797131.8557,9729458.348,12.1,False,O,7,12.18,12.18,feldpausch_regional,0.18,default,-2.0,11.74,11.92,12.1,False,O,12.18,feldpausch,11.74,11.921601999718774,0.781,30.4544,30.4544,39.3914,28.1161,28.1161,36.367,
61,Enterolobium schomburgkii,Fabaceae,797143.5562,9729458.806,17.2,False,O,7,15.53,15.53,feldpausch_regional,0.18,default,-2.0,16.84,15.31,17.2,False,O,15.53,feldpausch,16.84,15.31012961987348,0.6989,76.7,76.7,89.0183,72.5805,72.5805,84.2371,
62,Guatteria schomburgkiana,Annonaceae,797149.9364,9729459.064,13.1,False,O,7,12.88,12.88,feldpausch_regional,0.18,default,-2.0,12.74,12.63,13.1,False,O,12.88,feldpausch,12.74,12.630270902047103,0.6,37.5536,37.5536,37.5536,34.8923,34.8923,34.8923,
63,Cordia scabrifolia,Boraginaceae,797150.9148,9729460.087,22.3,False,O,7,18.42,18.42,feldpausch_regional,0.18,default,-2.0,21.94,18.23,22.3,False,O,18.42,feldpausch,21.94,18.228731562011177,0.474,150.4092,150.4092,119.4974,144.2291,144.2291,114.5874,
64,Ormosia grossa,Fabaceae,797149.9448,9729458.968,11.2,False,O,7,11.53,11.53,feldpausch_regional,0.18,default,-2.0,10.84,11.26,11.2,False,O,11.53,feldpausch,10.84,11.263166132148207,0.5906,24.8245,24.8245,24.4442,22.7645,22.7645,22.4158,
65,Cordia scabrifolia,Boraginaceae,797145.8882,9729456.612,14.2,False,O,7,13.62,13.62,feldpausch_regional,0.18,default,-2.0,13.84,13.38,14.2,False,O,13.62,feldpausch,13.84,13.379164192092759,0.474,46.4178,46.4178,36.8781,43.3863,43.3863,34.4697,
66,Guatteria schomburgkiana,Annonaceae,797143.9785,9729454.182,23.8,False,O,7,19.2,19.2,feldpausch_regional,0.18,default,-2.0,23.44,19.01,23.8,False,O,19.2,feldpausch,23.44,19.015885115510656,0.6,177.8447,177.8447,177.8447,171.0156,171.0156,171.0156,
67,Strychnos subcordata,Loganiaceae,797139.7521,9729453.851,13.8,False,O,7,13.36,13.36,feldpausch_regional,0.18,default,-2.0,13.44,13.11,13.8,False,O,13.36,feldpausch,13.440000000000001,13.11590038072233,0.6959,43.0816,43.0816,49.7933,40.1853,40.1853,46.4457,
68,Guatteria schomburgkiana,Annonaceae,797136.7977,9729451.364,15.4,False,O,7,14.41,14.41,feldpausch_regional,0.18,default,-2.0,15.04,14.18,15.4,False,O,14.41,feldpausch,15.040000000000001,14.177938610859414,0.6,57.4589,57.4589,57.4589,54.0036,54.0036,54.0036,
69,Guatteria schomburgkiana,Annonaceae,797140.1506,9729449.613,13.8,False,O,7,13.36,13.36,feldpausch_regional,0.18,default,-2.0,13.44,13.11,13.8,False,O,13.36,feldpausch,13.440000000000001,13.11590038072233,0.6,43.0816,43.0816,43.0816,40.1853,40.1853,40.1853,
