tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
77,Banara guianensis,Salicaceae,799907.7782,9726903.63,15.4,False,O,4,14.41,14.41,feldpausch_regional,0.18,default,-2.0,15.04,14.18,15.4,False,O,14.41,feldpausch,15.040000000000001,14.177938610859414,0.61,57.4589,57.4589,58.3934,54.0036,54.0036,54.8819,
78,Banara guianensis,Salicaceae,799903.4576,9726902.519,11.5,False,O,4,11.75,11.75,feldpausch_regional,0.18,default,-2.0,11.14,11.48,11.5,False,O,11.75,feldpausch,11.14,11.486025455548704,0.61,26.6256,26.6256,27.0587,24.4741,24.4741,24.8721,
79,Virola michelii,Myristicaceae,799902.9893,9726902.669,10.3,False,O,4,10.85,10.85,feldpausch_regional,0.18,default,-2.0,9.94,10.58,10.3,False,O,10.85,feldpausch,9.940000000000001,10.57426605405682,0.4701,19.8654,19.8654,15.6568,18.0729,18.0729,14.244,
80,Apeiba petoumo,Malvaceae,799902.7909,9726902.464,22.0,False,O,4,18.26,18.26,feldpausch_regional,0.18,default,-2.0,21.64,18.07,22.0,False,O,18.26,feldpausch,21.64,18.067246632339895,0.2822,145.2428,145.2428,69.5725,139.1904,139.1904,66.6734,
81,Protium hebetatum,Burseraceae,799902.9571,9726937.425,21.1,False,O,4,17.78,17.78,feldpausch_regional,0.18,default,-2.0,20.74,17.58,21.1,False,O,17.78,feldpausch,20.740000000000002,17.582583614354764,0.5773,130.4348,130.4348,125.6182,124.7591,124.7591,120.152,
82,Ormosia grossa,Fabaceae,799900.6004,9726902.283,11.0,False,O,4,11.38,11.38,feldpausch_regional,0.18,default,-2.0,10.64,11.11,11.0,False,O,11.38,feldpausch,10.64,11.111266572550116,0.5906,23.6621,23.6621,23.2997,21.6629,21.6629,21.331,
83,Sterculia pruriens,Malvaceae,799900.5634,9726901.335,10.7,False,O,4,11.15,11.15,feldpausch_regional,0.18,default,-2.0,10.34,10.88,10.7,False,O,11.15,feldpausch,10.34,10.878429139290521,0.4862,21.9765,21.9765,17.8984,20.0675,20.0675,16.3437,
84,Guatteria schomburgkiana,Annonaceae,799898.9432,9726908.765,17.5,False,O,4,15.71,15.71,feldpausch_regional,0.18,default,-2.0,17.14,15.49,17.5,False,O,15.71,feldpausch,17.14,15.492052454653425,0.6,80.2304,80.2304,80.2304,75.9969,75.9969,75.9969,
85,Pourouma villosa,Urticaceae,799898.8371,9726905.92,13.2,False,O,4,12.95,12.95,feldpausch_regional,0.18,default,-2.0,12.84,12.7,13.2,False,O,12.95,feldpausch,12.84,12.701077780635362,0.34,38.3174,38.3174,22.0112,35.6228,35.6228,20.4633,
1,Protium hebetatum,Burseraceae,799914.8563,9726902.897,11.0,False,O,4,11.38,11.38,feldpausch_regional,0.18,default,-2.0,10.64,11.11,11.0,False,O,11.38,feldpausch,10.64,11.111266572550116,0.5773,23.6621,23.6621,22.7884,21.6629,21.6629,20.8629,
2,Lecythis pisonis,Lecythidaceae,799919.5288,9726901.784,10.2,False,O,4,10.78,10.78,feldpausch_regional,0.18,default,-2.0,9.84,10.5,10.2,False,O,10.78,feldpausch,9.84,10.503054040815368,0.857,19.368,19.368,27.4282,17.6032,17.6032,24.929,
3,Lecythis pisonis,Lecythidaceae,799919.7189,9726901.799,10.4,False,O,4,10.93,10.93,feldpausch_regional,0.18,default,-2.0,10.04,10.65,10.4,False,O,10.93,feldpausch,10.040000000000001,10.655206304765878,0.857,20.3893,20.3893,28.8746,18.5672,18.5672,26.2941,
4,Inga thibaudiana,Fabaceae,799916.1134,9726908.638,13.4,False,O,4,13.08,13.08,feldpausch_regional,0.18,default,-2.0,13.04,12.84,13.4,False,O,13.08,feldpausch,13.040000000000001,12.832850878590625,0.5786,39.8454,39.8454,38.4552,37.0857,37.0857,35.7917,
5,Inga thibaudiana,Fabaceae,799916.3048,9726908.654,13.9,False,O,4,13.42,13.42,feldpausch_regional,0.18,default,-2.0,13.54,13.18,13.9,False,O,13.42,feldpausch,13.540000000000001,13.176821729950944,0.5786,43.8846,43.8846,42.3534,40.9558,40.9558,39.5268,
6,Sacoglottis guianensis,Humiriaceae,799915.1514,9726908.467,12.4,False,O,4,12.39,12.39,feldpausch_regional,0.18,default,-2.0,12.04,12.13,12.4,False,O,12.39,feldpausch,12.040000000000001,12.13432450561637,0.8359,32.4831,32.4831,44.8934,30.0499,30.0499,41.5306,
7,Eschweilera coriacea,Lecythidaceae,799915.8669,9726912.941,10.3,False,O,4,10.85,10.85,feldpausch_regional,0.18,default,-2.0,9.94,10.58,10.3,False,O,10.85,feldpausch,9.940000000000001,10.57426605405682,0.8521,19.8654,19.8654,27.9752,18.0729,18.0729,25.4508,
8,Tapirira guianensis,Anacardiaceae,799915.5364,9726915.735,13.4,False,O,4,13.08,13.08,feldpausch_regional,0.18,default,-2.0,13.04,12.84,13.4,False,O,13.08,feldpausch,13.040000000000001,12.832850878590625,0.457,39.8454,39.8454,30.5479,37.0857,37.0857,28.4321,
9,Tapirira guianensis,Anacardiaceae,799914.5875,9726915.943,47.9,False,O,4,28.66,28.66,feldpausch_regional,0.18,default,-2.0,47.54,28.55,47.9,False,O,28.66,feldpausch,47.54,28.550648650692292,0.457,1029.8576,1029.8576,789.5502,1011.0238,1011.0238,775.1112,
10,Matayba guianensis,Sapindaceae,799909.7997,9726916.229,20.4,False,O,4,17.39,17.39,feldpausch_regional,0.18,default,-2.0,20.04,17.19,20.4,False,O,17.39,feldpausch,20.04,17.188913960417164,0.82,119.5064,119.5064,162.1055,114.1215,114.1215,154.8012,
11,Lecythis lurida,Lecythidaceae,799908.7473,9726914.263,29.0,False,O,4,21.68,21.68,feldpausch_regional,0.18,default,-2.0,28.64,21.52,29.0,False,O,21.68,feldpausch,28.64,21.51760683387633,0.8633,294.4798,294.4798,420.0394,285.285,285.285,406.9242,
12,,,799913.1056,9726924.673,22.1,False,O,4,18.31,18.31,feldpausch_regional,0.18,default,-2.0,21.74,18.12,22.1,False,O,18.31,feldpausch,21.740000000000002,18.117780288134792,0.5847,146.9259,146.9259,143.2605,140.8321,140.8321,137.3188,
13,Guatteria schomburgkiana,Annonaceae,799917.8256,9726922.49,33.0,False,O,4,23.4,23.4,feldpausch_regional,0.18,default,-2.0,32.64,23.25,33.0,False,O,23.4,feldpausch,32.64,23.25160931953095,0.6,408.2767,408.2767,408.2767,397.1542,397.1542,397.1542,
14,Lecythis lurida,Lecythidaceae,799917.0595,9726926.191,13.4,False,O,4,13.08,13.08,feldpausch_regional,0.18,default,-2.0,13.04,12.84,13.4,False,O,13.08,feldpausch,13.040000000000001,12.832850878590625,0.8633,39.8454,39.8454,56.8346,37.0857,37.0857,52.8982,
15,Lecythis lurida,Lecythidaceae,799918.1619,9726928.622,21.3,False,O,4,17.88,17.88,feldpausch_regional,0.18,default,-2.0,20.94,17.69,21.3,False,O,17.88,feldpausch,20.94,17.683721254697815,0.8633,133.5883,133.5883,190.5474,127.8318,127.8318,182.3365,
16,Goupia glabra,Goupiaceae,799921.2015,9726930.817,44.4,False,O,4,27.56,27.56,feldpausch_regional,0.18,default,-2.0,44.04,27.45,44.4,False,O,27.56,feldpausch,44.04,27.44293441114827,0.7272,854.8005,854.8005,1031.2312,837.8357,837.8357,1010.7648,
17,Eschweilera coriacea,Lecythidaceae,799918.3946,9726932.867,13.0,False,O,4,12.81,12.81,feldpausch_regional,0.18,default,-2.0,12.64,12.56,13.0,False,O,12.81,feldpausch,12.64,12.559453854983726,0.8521,36.7999,36.7999,51.8228,34.1717,34.1717,48.1217,
18,Eschweilera coriacea,Lecythidaceae,799918.405,9726933.056,11.0,False,O,4,11.38,11.38,feldpausch_regional,0.18,default,-2.0,10.64,11.11,11.0,False,O,11.38,feldpausch,10.64,11.111266572550116,0.8521,23.6621,23.6621,33.3218,21.6629,21.6629,30.5064,
19,Apeiba petoumo,Malvaceae,799918.5239,9726935.226,13.1,False,O,4,12.88,12.88,feldpausch_regional,0.18,default,-2.0,12.74,12.63,13.1,False,O,12.88,feldpausch,12.74,12.630270902047103,0.2822,37.5536,37.5536,17.9885,34.8923,34.8923,16.7137,
20,Xylopia nitida,Annonaceae,799914.4059,9726931.169,15.8,False,O,4,14.66,14.66,feldpausch_regional,0.18,default,-2.0,15.44,14.43,15.8,False,O,14.66,feldpausch,15.440000000000001,14.43082832275704,0.5483,61.4308,61.4308,56.2624,57.832,57.832,52.9664,
21,Eschweilera coriacea,Lecythidaceae,799919.4263,9726933.881,14.8,False,O,4,14.02,14.02,feldpausch_regional,0.18,default,-2.0,14.44,13.78,14.8,False,O,14.02,feldpausch,14.440000000000001,13.783613149683013,0.8521,51.7652,51.7652,72.8975,48.5237,48.5237,68.3328,
22,Matayba guianensis,Sapindaceae,799909.6269,9726933.179,13.9,False,O,4,13.42,13.42,feldpausch_regional,0.18,default,-2.0,13.54,13.18,13.9,False,O,13.42,feldpausch,13.540000000000001,13.176821729950944,0.82,43.8846,43.8846,59.5276,40.9558,40.9558,55.5549,
23,Miconia poeppigii,Melastomataceae,799910.5002,9726935.126,10.7,False,O,4,11.15,11.15,feldpausch_regional,0.18,default,-2.0,10.34,10.88,10.7,False,O,11.15,feldpausch,10.34,10.878429139290521,0.5967,21.9765,21.9765,21.8573,20.0675,20.0675,19.9587,
24,Lacunaria jenmanii,Ochnaceae,799917.7614,9726939.214,14.6,False,O,4,13.89,13.89,feldpausch_regional,0.18,default,-2.0,14.24,13.65,14.6,False,O,13.89,feldpausch,14.24,13.652106386641979,0.8043,49.9522,49.9522,66.4944,46.7807,46.7807,62.2726,
25,Swartzia corrugata,Fabaceae,799915.1687,9726946.091,13.4,False,O,4,13.08,13.08,feldpausch_regional,0.18,default,-2.0,13.04,12.84,13.4,False,O,13.08,feldpausch,13.040000000000001,12.832850878590625,1.0565,39.8454,39.8454,69.2149,37.0857,37.0857,64.4209,
26,Guatteria schomburgkiana,Annonaceae,799925.999,9726945.602,15.9,False,O,4,14.73,14.73,feldpausch_regional,0.18,default,-2.0,15.54,14.5,15.9,False,O,14.73,feldpausch,15.540000000000001,14.501415428522947,0.6,62.4818,62.4818,62.4818,58.845,58.845,58.845,
27,,,799927.92,9726944.795,37.2,False,O,4,25.05,25.05,feldpausch_regional,0.18,default,-2.0,36.84,24.92,37.2,False,O,25.05,feldpausch,36.84,24.91442551912858,0.5847,551.3112,551.3112,537.5576,538.0872,538.0872,524.6634,
28,Thyrsodium spruceanum,Anacardiaceae,799928.8319,9726946.73,11.9,False,O,4,12.03,12.03,feldpausch_regional,0.18,default,-2.0,11.54,11.77,11.9,False,O,12.03,feldpausch,11.540000000000001,11.769939397609964,0.64,29.1251,29.1251,31.0187,26.8511,26.8511,28.5968,
29,Inga alba,Fabaceae,799932.6757,9726942.312,55.9,False,O,4,30.91,30.91,feldpausch_regional,0.18,default,-2.0,55.54,30.81,55.9,False,O,30.91,feldpausch,55.54,30.815887795492685,0.5861,1498.8051,1498.8051,1464.9337,1475.6231,1475.6231,1442.2756,
30,Matayba guianensis,Sapindaceae,799932.8437,9726940.453,16.6,False,O,4,15.16,15.16,feldpausch_regional,0.18,default,-2.0,16.24,14.94,16.6,False,O,15.16,feldpausch,16.240000000000002,14.936259251144145,0.82,69.8995,69.8995,94.8158,66.0062,66.0062,89.5347,
31,,,799933.5333,9726940.502,29.3,False,O,4,21.82,21.82,feldpausch_regional,0.18,default,-2.0,28.94,21.66,29.3,False,O,21.82,feldpausch,28.94,21.658686661799177,0.5847,302.349,302.349,294.8062,293.0102,293.0102,285.7004,
32,Matayba guianensis,Sapindaceae,799933.9586,9726942.401,14.6,False,O,4,13.89,13.89,feldpausch_regional,0.18,default,-2.0,14.24,13.65,14.6,False,O,13.89,feldpausch,14.24,13.652106386641979,0.82,49.9522,49.9522,67.7582,46.7807,46.7807,63.4562,
33,Lecythis lurida,Lecythidaceae,799933.1649,9726935.147,12.5,False,O,4,12.46,12.46,feldpausch_regional,0.18,default,-2.0,12.14,12.21,12.5,False,O,12.46,feldpausch,12.14,12.205207704531016,0.8633,33.1783,33.1783,47.3249,30.7131,30.7131,43.8085,
34,Couratari stellata,Lecythidaceae,799930.0071,9726931.645,11.9,False,O,4,12.03,12.03,feldpausch_regional,0.18,default,-2.0,11.54,11.77,11.9,False,O,12.03,feldpausch,11.540000000000001,11.769939397609964,0.6331,29.1251,29.1251,30.6943,26.8511,26.8511,28.2978,
35,Matayba guianensis,Sapindaceae,799929.8271,9726928.918,13.3,False,O,4,13.02,13.02,feldpausch_regional,0.18,default,-2.0,12.94,12.77,13.3,False,O,13.02,feldpausch,12.940000000000001,12.771874715997479,0.82,39.0912,39.0912,53.0257,36.3631,36.3631,49.3251,
36,Inga thibaudiana,Fabaceae,799929.9785,9726928.275,20.4,False,O,4,17.39,17.39,feldpausch_regional,0.18,default,-2.0,20.04,17.19,20.4,False,O,17.39,feldpausch,20.04,17.188913960417164,0.5786,119.5064,119.5064,115.3367,114.1215,114.1215,110.1397,
37,Pouteria sp.,Sapotaceae,799929.6657,9726926.474,18.5,False,O,4,16.31,16.31,feldpausch_regional,0.18,default,-2.0,18.14,16.09,18.5,False,O,16.31,feldpausch,18.14,16.098088927419887,0.7187,92.7545,92.7545,110.6284,88.1318,88.1318,105.1148,
38,Inga alba,Fabaceae,799932.0977,9726925.253,56.3,False,O,4,31.01,31.01,feldpausch_regional,0.18,default,-2.0,55.94,30.92,56.3,False,O,31.01,feldpausch,55.94,30.916585484101603,0.5861,1524.6101,1524.6101,1490.1556,1501.2114,1501.2114,1467.2857,
39,,,799925.3481,9726919.312,21.7,False,O,4,18.1,18.1,feldpausch_regional,0.18,default,-2.0,21.34,17.91,21.7,False,O,18.1,feldpausch,21.34,17.90572793510301,0.5847,140.1924,140.1924,136.695,134.2667,134.2667,130.9171,
40,Eschweilera ovata,Lecythidaceae,799924.3819,9726919.237,12.1,False,O,4,12.18,12.18,feldpausch_regional,0.18,default,-2.0,11.74,11.92,12.1,False,O,12.18,feldpausch,11.74,11.921601999718774,0.9,30.4544,30.4544,45.2392,28.1161,28.1161,41.7658,
41,Apeiba petoumo,Malvaceae,799922.6177,9726921.915,18.1,False,O,4,16.07,16.07,feldpausch_regional,0.18,default,-2.0,17.74,15.86,18.1,False,O,16.07,feldpausch,17.740000000000002,15.855739843979478,0.2822,87.6034,87.6034,41.9627,83.1381,83.1381,39.8239,
42,Abarema jupunba,Fabaceae,799928.9955,9726916.319,38.5,False,O,4,25.53,25.53,feldpausch_regional,0.18,default,-2.0,38.14,25.4,38.5,False,O,25.53,feldpausch,38.14,25.398069705740806,0.5851,600.5672,600.5672,586.0486,586.68,586.68,572.4971,
43,Talisia longifolia,Sapindaceae,799927.8978,9726914.174,17.9,False,O,4,15.95,15.95,feldpausch_regional,0.18,default,-2.0,17.54,15.74,17.9,False,O,15.95,feldpausch,17.54,15.734533265121735,0.8499,85.099,85.099,119.538,80.7116,80.7116,113.3751,
44,Goupia glabra,Goupiaceae,799922.2535,9726915.791,14.3,False,O,4,13.69,13.69,feldpausch_regional,0.18,default,-2.0,13.94,13.45,14.3,False,O,13.69,feldpausch,13.940000000000001,13.449868465022146,0.7272,47.294,47.294,57.0555,44.2273,44.2273,53.3558,
45,Bertholletia excelsa,Lecythidaceae,799921.2903,9726915.716,20.1,False,O,4,17.22,17.22,feldpausch_regional,0.18,default,-2.0,19.74,17.02,20.1,False,O,17.22,feldpausch,19.740000000000002,17.0173108766495,0.638,114.992,114.992,122.0948,109.7306,109.7306,116.5084,
46,Bertholletia excelsa,Lecythidaceae,799921.3866,9726915.723,14.1,False,O,4,13.56,13.56,feldpausch_regional,0.18,default,-2.0,13.74,13.32,14.1,False,O,13.56,feldpausch,13.74,13.31827369396353,0.638,45.585,45.585,48.4007,42.5865,42.5865,45.217,
47,Bertholletia excelsa,Lecythidaceae,799921.4829,9726915.731,21.7,False,O,4,18.1,18.1,feldpausch_regional,0.18,default,-2.0,21.34,17.91,21.7,False,O,18.1,feldpausch,21.34,17.90572793510301,0.638,140.1924,140.1924,148.8517,134.2667,134.2667,142.56,
48,Tetragastris panamensis,Burseraceae,799921.042,9726911.475,28.2,False,O,4,21.32,21.32,feldpausch_regional,0.18,default,-2.0,27.84,21.16,28.2,False,O,21.32,feldpausch,27.84,21.154532063397653,0.7173,274.311,274.311,326.5512,265.4904,265.4904,316.0508,
49,Banara guianensis,Salicaceae,799931.5941,9726912.318,11.9,False,O,4,12.03,12.03,feldpausch_regional,0.18,default,-2.0,11.54,11.77,11.9,False,O,12.03,feldpausch,11.540000000000001,11.769939397609964,0.61,29.1251,29.1251,29.5988,26.8511,26.8511,27.2878,
50,Goupia glabra,Goupiaceae,799931.1367,9726907.049,17.5,False,O,4,15.71,15.71,feldpausch_regional,0.18,default,-2.0,17.14,15.49,17.5,False,O,15.71,feldpausch,17.14,15.492052454653425,0.7272,80.2304,80.2304,96.7899,75.9969,75.9969,91.6827,
51,Banara guianensis,Salicaceae,799928.133,9726903.249,13.9,False,O,4,13.42,13.42,feldpausch_regional,0.18,default,-2.0,13.54,13.18,13.9,False,O,13.42,feldpausch,13.540000000000001,13.176821729950944,0.61,43.8846,43.8846,44.5983,40.9558,40.9558,41.6219,
52,Xylopia nitida,Annonaceae,799925.3864,9726904.706,33.8,False,O,4,23.73,23.73,feldpausch_regional,0.18,default,-2.0,33.44,23.58,33.8,False,O,23.73,feldpausch,33.44,23.584161753383217,0.5483,433.7072,433.7072,397.2177,422.1881,422.1881,386.6678,
53,Protium hebetatum,Burseraceae,799925.2021,9726901.789,42.9,False,O,4,27.07,27.07,feldpausch_regional,0.18,default,-2.0,42.54,26.95,42.9,False,O,27.07,feldpausch,42.54,26.949374099013248,0.5773,785.4632,785.4632,756.458,769.2879,769.2879,740.88,
1,Pouteria gongrijpii,Sapotaceae,799067.8823,9728426.583,13.3,False,O,5,13.02,13.02,feldpausch_regional,0.18,default,-2.0,12.94,12.77,13.3,False,O,13.02,feldpausch,12.940000000000001,12.771874715997479,0.7994,39.0912,39.0912,51.7251,36.3631,36.3631,48.1153,
2,Neea oppositifolia,Nyctaginaceae,799064.1458,9728430.097,19.0,False,O,5,16.6,16.6,feldpausch_regional,0.18,default,-2.0,18.64,16.39,19.0,False,O,16.6,feldpausch,18.64,16.391037822045284,0.893,99.4061,99.4061,146.5442,94.586,94.586,139.4384,
3,Neea oppositifolia,Nyctaginaceae,799064.1681,9728431.085,10.6,False,O,5,11.08,11.08,feldpausch_regional,0.18,default,-2.0,10.24,10.81,10.6,False,O,11.08,feldpausch,10.24,10.807290020466903,0.893,21.4451,21.4451,31.6143,19.5647,19.5647,28.8423,
4,,,799065.9556,9728428.187,9.0,False,O,5,9.84,9.84,feldpausch_regional,0.18,default,-2.0,8.64,9.55,9.0,False,O,9.84,feldpausch,8.64,9.549628609842348,0.5847,13.8773,13.8773,13.5311,12.4452,12.4452,12.1347,
5,Stryphnodendron paniculatum,Fabaceae,799065.8526,9728428.183,11.2,False,O,5,11.53,11.53,feldpausch_regional,0.18,default,-2.0,10.84,11.26,11.2,False,O,11.53,feldpausch,10.84,11.263166132148207,0.6535,24.8245,24.8245,26.9826,22.7645,22.7645,24.7436,
6,Strychnos subcordata,Loganiaceae,799067.446,9728430.796,22.9,False,O,5,18.73,18.73,feldpausch_regional,0.18,default,-2.0,22.54,18.55,22.9,False,O,18.73,feldpausch,22.54,18.541705831625148,0.6959,161.0113,161.0113,186.0953,154.5756,154.5756,178.6569,
7,Eriotheca globosa,Malvaceae,799069.0186,9728432.713,24.7,False,O,5,19.65,19.65,feldpausch_regional,0.18,default,-2.0,24.34,19.47,24.7,False,O,19.65,feldpausch,24.34,19.469997544168105,0.41,195.5811,195.5811,134.8741,188.356,188.356,129.8916,
8,Pouteria gongrijpii,Sapotaceae,799066.9668,9728432.552,6.4,False,O,5,7.64,7.64,feldpausch_regional,0.18,default,-2.0,6.04,7.31,6.4,False,O,7.64,feldpausch,6.04,7.313097976740602,0.7994,5.5722,5.5722,7.373,4.7688,4.7688,6.31,
9,Inga thibaudiana,Fabaceae,799064.8867,9728431.108,11.8,False,O,5,11.96,11.96,feldpausch_regional,0.18,default,-2.0,11.44,11.7,11.8,False,O,11.96,feldpausch,11.440000000000001,11.698981982587213,0.5786,28.4866,28.4866,27.4926,26.2434,26.2434,25.3278,
10,Quiina florida,Ochnaceae,799064.9296,9728433.081,12.8,False,O,5,12.67,12.67,feldpausch_regional,0.18,default,-2.0,12.44,12.42,12.8,False,O,12.67,feldpausch,12.440000000000001,12.417788319260666,0.728,35.3219,35.3219,42.6588,32.7595,32.7595,39.5642,
11,Eschweilera coriacea,Lecythidaceae,799064.8272,9728433.078,7.5,False,O,5,8.6,8.6,feldpausch_regional,0.18,default,-2.0,7.14,8.29,7.5,False,O,8.6,feldpausch,7.14,8.290134696048403,0.8521,8.5241,8.5241,12.004,7.4713,7.4713,10.5213,
12,Eschweilera coriacea,Lecythidaceae,799063.9098,9728433.248,6.5,False,O,5,7.72,7.72,feldpausch_regional,0.18,default,-2.0,6.14,7.4,6.5,False,O,7.72,feldpausch,6.14,7.395157304554543,0.8521,5.8021,5.8021,8.1707,4.978,4.978,7.0102,
13,Sterculia pruriens,Malvaceae,799072.14,9728436.234,22.9,False,O,5,18.73,18.73,feldpausch_regional,0.18,default,-2.0,22.54,18.55,22.9,False,O,18.73,feldpausch,22.54,18.541705831625148,0.4862,161.0113,161.0113,131.1331,154.5756,154.5756,125.8916,
14,Inga alba,Fabaceae,799075.1592,9728432.021,45.3,False,O,5,27.85,27.85,feldpausch_regional,0.18,default,-2.0,44.94,27.74,45.3,False,O,27.85,feldpausch,44.94,27.734988289987648,0.5861,898.0774,898.0774,877.7818,880.6346,880.6346,860.7332,
15,Stryphnodendron paniculatum,Fabaceae,799073.128,9728433.62,12.6,False,O,5,12.53,12.53,feldpausch_regional,0.18,default,-2.0,12.24,12.28,12.6,False,O,12.53,feldpausch,12.24,12.276079226857474,0.6535,33.8832,33.8832,36.8289,31.3857,31.3857,34.1143,
16,Anacardium spruceanum,Anacardiaceae,799073.334,9728433.724,12.3,False,O,5,12.32,12.32,feldpausch_regional,0.18,default,-2.0,11.94,12.06,12.3,False,O,12.32,feldpausch,11.940000000000001,12.063429349784986,0.4792,31.7974,31.7974,25.5312,29.396,29.396,23.603,
17,Simaba cedron,Simaroubaceae,799069.0438,9728434.187,11.5,False,O,5,11.75,11.75,feldpausch_regional,0.18,default,-2.0,11.14,11.48,11.5,False,O,11.75,feldpausch,11.14,11.486025455548704,0.4743,26.6256,26.6256,21.1681,24.4741,24.4741,19.4576,
18,Eschweilera coriacea,Lecythidaceae,799075.2144,9728437.489,21.0,False,O,5,17.72,17.72,feldpausch_regional,0.18,default,-2.0,20.64,17.52,21.0,False,O,17.72,feldpausch,20.64,17.522119502180754,0.8521,128.8052,128.8052,181.3879,123.1727,123.1727,173.456,
19,Lecythis idatimon,Lecythidaceae,799067.0547,9728437.081,6.7,False,O,5,7.9,7.9,feldpausch_regional,0.18,default,-2.0,6.34,7.58,6.7,False,O,7.9,feldpausch,6.34,7.57829467188752,0.7986,6.2957,6.2957,8.322,5.4275,5.4275,7.1744,
20,Nectandra cuspidata,Lauraceae,799065.0689,9728439.495,8.8,False,O,5,9.68,9.68,feldpausch_regional,0.18,default,-2.0,8.44,9.38,8.8,False,O,9.68,feldpausch,8.440000000000001,9.38719358459114,0.518,13.0709,13.0709,11.3244,11.6917,11.6917,10.1295,
21,Parkia gigantocarpa,Fabaceae,799065.0689,9728439.495,69.3,False,O,5,34.01,34.01,feldpausch_regional,0.18,default,-2.0,68.94,33.94,69.3,False,O,34.01,feldpausch,68.94,33.935757917430344,0.26,2502.7648,2502.7648,1106.5178,2472.1704,2472.1704,1092.9915,
22,,,799065.0903,9728440.482,6.0,False,O,5,7.27,7.27,feldpausch_regional,0.18,default,-2.0,5.64,6.94,6.0,False,O,7.27,feldpausch,5.64,6.936533189358115,0.5847,4.6803,4.6803,4.5635,3.962,3.962,3.8631,
23,Cordia scabrifolia,Boraginaceae,799068.1894,9728443.403,24.6,False,O,5,19.6,19.6,feldpausch_regional,0.18,default,-2.0,24.24,19.42,24.6,False,O,19.6,feldpausch,24.240000000000002,19.41955294493037,0.474,193.5566,193.5566,153.7772,186.3759,186.3759,148.0723,
24,Apeiba petoumo,Malvaceae,799065.5658,9728443.746,17.4,False,O,5,15.65,15.65,feldpausch_regional,0.18,default,-2.0,17.04,15.43,17.4,False,O,15.65,feldpausch,17.04,15.431417602903213,0.2822,79.0422,79.0422,37.8619,74.8468,74.8468,35.8523,
25,Inga alba,Fabaceae,799065.1073,9728445.907,17.8,False,O,5,15.89,15.89,feldpausch_regional,0.18,default,-2.0,17.44,15.68,17.8,False,O,15.89,feldpausch,17.44,15.673921658561875,0.5861,83.8644,83.8644,81.9691,79.5157,79.5157,77.7187,
26,Pseudopiptadenia suaveolens,Fabaceae,799065.2103,9728446.008,6.1,False,O,5,7.36,7.36,feldpausch_regional,0.18,default,-2.0,5.74,7.03,6.1,False,O,7.36,feldpausch,5.739999999999999,7.028355955041076,0.6797,4.8921,4.8921,5.5255,4.1532,4.1532,4.691,
27,Sterculia pruriens,Malvaceae,799063.9651,9728444.505,7.0,False,O,5,8.17,8.17,feldpausch_regional,0.18,default,-2.0,6.64,7.85,7.0,False,O,8.17,feldpausch,6.64,7.852713610028152,0.4862,7.0863,7.0863,5.7713,6.15,6.15,5.0087,
28,,,799065.0085,9728446.004,6.6,False,O,5,7.81,7.81,feldpausch_regional,0.18,default,-2.0,6.24,7.49,6.6,False,O,7.81,feldpausch,6.239999999999999,7.48674627953358,0.5847,6.0456,6.0456,5.8948,5.1996,5.1996,5.0699,
29,Parkia gigantocarpa,Fabaceae,799064.217,9728446.682,9.6,False,O,5,10.31,10.31,feldpausch_regional,0.18,default,-2.0,9.24,10.03,9.6,False,O,10.31,feldpausch,9.24,10.026693234293807,0.26,16.4738,16.4738,7.2834,14.8793,14.8793,6.5784,
30,Inga thibaudiana,Fabaceae,799064.0153,9728446.679,6.3,False,O,5,7.54,7.54,feldpausch_regional,0.18,default,-2.0,5.94,7.22,6.3,False,O,7.54,feldpausch,5.9399999999999995,7.211849934515828,0.5786,5.3344,5.3344,5.1483,4.5535,4.5535,4.3946,
31,Licania heteromorpha,Chrysobalanaceae,799066.2783,9728448.883,6.8,False,O,5,7.99,7.99,feldpausch_regional,0.18,default,-2.0,6.44,7.67,6.8,False,O,7.99,feldpausch,6.4399999999999995,7.66980425820082,0.8164,6.5525,6.5525,8.85,5.6618,5.6618,7.6471,
32,Parkia gigantocarpa,Fabaceae,799067.2841,9728448.897,9.5,False,O,5,10.23,10.23,feldpausch_regional,0.18,default,-2.0,9.14,9.95,9.5,False,O,10.23,feldpausch,9.14,9.945614561657207,0.26,16.0183,16.0183,7.082,14.4516,14.4516,6.3893,
33,Apeiba petoumo,Malvaceae,799067.787,9728448.904,7.5,False,O,5,8.6,8.6,feldpausch_regional,0.18,default,-2.0,7.14,8.29,7.5,False,O,8.6,feldpausch,7.14,8.290134696048403,0.2822,8.5241,8.5241,4.0831,7.4713,7.4713,3.5788,
