site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2013,dead_2013,hcom_2013,htot_2013,dbh_2018,dead_2018,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
PAR_A01,47,,,219652.8756,9632604.648,O,10.0,True,8.58,11.12,,True,T01,,10.0,True,O,11.12,measured,19.207,14.4469,0.6173,14.4469
PAR_A01,48,,,219658.5788,9632613.642,O,41.8,True,,19.11,,True,T01,,41.8,True,O,19.11,measured,531.5048,393.0821,0.6173,393.0821
PAR_A01,49,Lecythis idatimon,Lecythidaceae,219665.7631,9632612.979,O,27.0,False,11.38,24.78,"27,3",False,T01,,27.0,False,O,24.78,measured,291.8271,291.8271,0.7986,385.7521
PAR_A01,50,Croton matourensis,Euphorbiaceae,219712.8855,9632639.361,O,14.4,False,9.23,15.17,"18,4",False,T01,,14.4,False,O,15.17,measured,52.9939,52.9939,0.3883,34.6589
PAR_A01,51,Pouteria gongrijpii,Sapotaceae,219708.1315,9632635.541,O,39.7,False,22.49,31.72,"39,8",False,T01,,39.7,False,O,31.72,measured,788.1356,788.1356,0.7994,1042.8531
PAR_A01,52,Eschweilera ovata,Lecythidaceae,219714.7182,9632638.078,O,57.0,False,29.74,32.97,"56,3",False,T01,,57.0,False,O,32.97,measured,1658.1068,1658.1068,0.9,2463.0746
PAR_A01,53,Zollernia paraensis,Fabaceae,219716.144,9632639.645,O,35.0,False,16.44,25.17,"36,3",False,T01,,35.0,False,O,25.17,measured,491.7491,491.7491,0.99,801.6926
PAR_A01,54,Pouteria cladantha,Sapotaceae,219715.7076,9632648.844,O,38.0,False,23.16,27.53,"39,9",False,T01,,38.0,False,O,27.53,measured,630.1575,630.1575,0.9423,979.0326
PAR_A01,55,Lecythis idatimon,Lecythidaceae,219719.3731,9632646.278,O,43.3,False,19.79,27.06,"44,1",False,T01,,43.3,False,O,27.06,measured,799.5341,799.5341,0.7986,1056.8652
PAR_A01,56,Eschweilera ovata,Lecythidaceae,219720.0327,9632653.455,O,40.2,False,19.17,23.49,"41,4",False,T01,,40.2,False,O,23.49,measured,602.4094,602.4094,0.9,894.8636
PAR_A01,57,Lecythis idatimon,Lecythidaceae,219724.2118,9632635.253,O,38.0,False,19.87,27.78,"38,7",False,T01,,38.0,False,O,27.78,measured,635.742,635.742,0.7986,840.3565
PAR_A01,58,,,219726.7042,9632641.147,O,47.0,True,,3.86,,True,T01,,47.0,True,O,3.86,measured,140.2507,134.3023,0.6173,134.3023
PAR_A01,59,Croton matourensis,Euphorbiaceae,219736.8902,9632651.314,O,18.0,False,14.94,19.95,"28,5",False,T01,,18.0,False,O,19.95,measured,107.0279,107.0279,0.3883,69.9979
