site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,dbh,dead,type,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
JAM_A02,51,Eschweilera grandifolia,Lecythidaceae,499065.8893,8988960.223,0.88,38.4,A,O,0,25.5,38.4,True,O,25.5,feldpausch,596.8407,420.0218,0.8314,420.0218
JAM_A02,52,Astronium gracile,Anacardiaceae,499075.8851,8988960.515,0.73,80.5,A,O,0,36.11,80.5,True,O,36.11,feldpausch,3554.8287,2453.5251,0.73,2453.5251
JAM_A02,53,Minquartia guianensis,Olacaceae,499066.6579,8988952.392,0.77,39.4,A,O,0,25.86,39.4,True,O,25.86,feldpausch,636.2016,447.2826,0.7867,447.2826
JAM_A02,54,Hymenolobium petraeum,Fabaceae,499068.0995,8988950.471,0.71,50.2,A,O,0,29.34,50.2,True,O,29.34,feldpausch,1154.7166,805.099,0.7125,805.099
JAM_A02,55,NI,NI,499071.5403,8988948.608,0.64,51.6,A,O,0,29.74,51.6,True,O,29.74,feldpausch,1234.6211,860.1056,0.6306,860.1056
JAM_A02,56,Clarisia racemosa,Moraceae,499053.548,8988948.082,0.59,51.1,A,O,0,29.6,51.1,True,O,29.6,feldpausch,1205.8103,840.2681,0.5854,840.2681
JAM_A02,57,Peltogyne leicointei,Fabaceae,499059.6809,8988969.859,0.8,44.4,A,O,0,27.56,44.4,True,O,27.56,feldpausch,854.8005,598.3755,0.7926,598.3755
JAM_A02,61a,NI,NI,499052.0208,8988972.58,0.64,47.7,A,O,0,28.6,47.7,True,O,28.6,feldpausch,1019.3934,711.8748,0.6306,711.8748
JAM_A02,58,Brosimum rubescens,Moraceae,499046.1289,8988967.499,0.83,47.2,A,O,0,28.45,47.2,True,O,28.45,feldpausch,993.5272,694.0372,0.8251,694.0372
JAM_A02,60a,,,499045.1393,8988976.306,,45.9,D,O,0,28.04,45.9,False,O,28.04,feldpausch,927.5779,927.5779,0.6306,973.6953
JAM_A02,59,Peltogyne leicointei,Fabaceae,499172.1741,8989002.499,0.8,22.0,A,O,0,18.26,22.0,True,O,18.26,feldpausch,145.2428,104.9089,0.7926,104.9089
JAM_A02,60,Miconia surinamensis,NI,499174.2435,8989002.816,0.61,11.9,A,O,0,12.03,11.9,True,O,12.03,feldpausch,29.1251,21.8178,0.6228,21.8178
JAM_A02,61,Dinizia excelsa,Fabaceae,499191.5157,8989003.797,0.94,130.5,A,O,0,42.02,130.5,True,O,42.02,feldpausch,10583.4073,7299.0701,0.9054,7299.0701
JAM_A02,62,Pseudopiptadenia suaveolens,Fabaceae,499195.9406,8989004.547,0.68,12.5,A,O,0,12.46,12.5,True,O,12.46,feldpausch,33.1783,24.775,0.6797,24.775
JAM_A02,63,,,499200.9916,8989005.134,,11.5,D,O,0,11.75,11.5,False,O,11.75,feldpausch,26.6256,26.6256,0.6306,27.9494
JAM_A02,64,Neea oppositifolia,Nyctaginaceae,499201.9174,8989004.986,0.89,11.1,A,O,0,11.45,11.1,True,O,11.45,feldpausch,24.2284,18.2309,0.893,18.2309
JAM_A02,65,Tachigali myrmecophila,Fabaceae,499205.0579,8989005.564,0.53,10.9,A,O,0,11.3,10.9,True,O,11.3,feldpausch,23.0846,17.3912,0.476,17.3912
JAM_A02,66,Attalea speciosa,Arecaceae,499210.5531,8989004.379,0.33,26.6,A,P,0,20.58,26.6,True,P,20.58,feldpausch,236.4571,,0.326,
JAM_A02,67,Dialium guianense,Fabaceae,499216.3588,8989009.002,0.89,13.8,A,O,0,13.36,13.8,True,O,13.36,feldpausch,43.0816,31.9689,0.8964,31.9689
JAM_A02,68,Dinizia excelsa,Fabaceae,499208.7121,8988995.787,0.94,100.0,A,O,0,38.96,100.0,True,O,38.96,feldpausch,5846.6188,4028.8933,0.9054,4028.8933
JAM_A02,86a,Pradosia praealta,Sapotaceae,499201.1324,8988992.361,0.73,42.3,A,O,0,26.87,42.3,True,O,26.87,feldpausch,758.6515,531.9627,0.7378,531.9627
JAM_A02,87a,Clarisia racemosa,Moraceae,499193.6885,8988987.945,0.59,59.2,A,O,0,31.74,59.2,True,O,31.74,feldpausch,1720.2874,1194.0358,0.5854,1194.0358
JAM_A02,69,,,499196.6358,8988981.123,,35.9,D,O,0,24.56,35.9,False,O,24.56,feldpausch,504.5079,504.5079,0.6306,529.591
JAM_A02,70,Rinorea guianensis,Violaceae,499181.9793,8988985.283,0.78,50.1,A,O,0,29.31,50.1,True,O,29.31,feldpausch,1149.0829,801.2238,0.78,801.2238
JAM_A02,71,Ocotea canaliculata,Lauraceae,499187.6025,8988973.621,0.48,42.0,A,O,0,26.77,42.0,True,O,26.77,feldpausch,745.4665,522.8468,0.4793,522.8468
JAM_A02,72,Licania canescens,Chrysobalanaceae,499178.1139,8988962.099,0.88,46.1,A,O,0,28.1,46.1,True,O,28.1,feldpausch,937.4374,655.3949,0.88,655.3949
JAM_A02,73,Helicostylis sp.,Moraceae,499183.6491,8988958.42,0.65,44.4,A,O,0,27.56,44.4,True,O,27.56,feldpausch,854.8005,598.3755,0.643,598.3755
JAM_A02,74,Peltogyne leicointei,Fabaceae,499193.0018,8988970.932,0.8,36.4,A,O,0,24.75,36.4,True,O,24.75,feldpausch,522.2278,368.3043,0.7926,368.3043
JAM_A02,75,Clarisia racemosa,Moraceae,499199.719,8988973.311,0.59,53.2,A,O,0,30.18,53.2,True,O,30.18,feldpausch,1329.3709,925.3224,0.5854,925.3224
JAM_A02,76,Peltogyne leicointei,Fabaceae,499200.6217,8988959.384,0.8,37.6,A,O,0,25.2,37.6,True,O,25.2,feldpausch,566.2318,398.8236,0.7926,398.8236
JAM_A02,77,Helicostylis sp.,Moraceae,499202.6185,8988959.497,0.65,39.8,A,O,0,26.0,39.8,True,O,26.0,feldpausch,652.2986,458.4308,0.643,458.4308
JAM_A02,78,Couratari stellata,Lecythidaceae,499223.4967,8988968.67,0.63,78.5,A,O,0,35.76,78.5,True,O,35.76,feldpausch,3352.4494,2314.6106,0.6331,2314.6106
JAM_A02,79,Virola crebrinervia,Myristicaceae,499224.3593,8988969.718,0.5,51.0,A,O,0,29.57,51.0,True,O,29.57,feldpausch,1200.0202,836.2886,0.4734,836.2886
JAM_A02,80,,,499224.7266,8988981.72,,59.0,D,O,0,31.69,59.0,False,O,31.69,feldpausch,1706.3335,1706.3335,0.6306,1791.1692
JAM_A02,1,Luehea speciosa,Malvaceae,498840.0732,8987965.526,0.51,19.9,A,O,0,17.11,19.9,True,O,17.11,feldpausch,112.066,81.3887,0.5766,81.3887
JAM_A02,2,Zygia racemosa,Fabaceae,498840.6286,8987964.846,0.75,30.1,A,O,0,22.17,30.1,True,O,22.17,feldpausch,323.6606,230.1594,0.748,230.1594
JAM_A02,3,Vismia floribunda,Hypericaceae,498839.348,8987949.508,0.47,61.2,A,O,0,32.22,61.2,True,O,32.22,feldpausch,1862.6446,1291.8408,0.4909,1291.8408
JAM_A02,4,Poeppigia sp.,Fabaceae,498843.1068,8987952.637,0.69,40.0,A,O,0,26.07,40.0,True,O,26.07,feldpausch,660.4431,464.0693,0.735,464.0693
JAM_A02,5,Tetragastris panamensis,Burseraceae,498846.6887,8987964.256,0.73,22.0,A,O,0,18.26,22.0,True,O,18.26,feldpausch,145.2428,104.9089,0.7173,104.9089
JAM_A02,6,Helicostylis sp.,Moraceae,498852.6453,8987964.962,0.65,16.5,A,O,0,15.1,16.5,True,O,15.1,feldpausch,68.8131,50.5162,0.643,50.5162
JAM_A02,7,Pseudopiptadenia suaveolens,Fabaceae,498853.145,8987964.98,0.68,19.6,A,O,0,16.94,19.6,True,O,16.94,feldpausch,107.7368,78.311,0.6797,78.311
JAM_A02,142a,Hymenolobium petraeum,Fabaceae,498855.984,8987967.077,0.71,85.6,A,O,0,36.94,85.6,True,O,36.94,feldpausch,4097.5706,2826.3078,0.7125,2826.3078
JAM_A02,8,Tachigali paniculata,Fabaceae,498859.1812,8987964.689,0.56,10.8,A,O,0,11.23,10.8,True,O,11.23,feldpausch,22.5359,16.987,0.5545,16.987
JAM_A02,9,Pourouma minor,Urticaceae,498859.6818,8987967.205,0.44,15.5,A,O,0,14.47,15.5,True,O,14.47,feldpausch,58.4259,43.0513,0.436,43.0513
JAM_A02,141a,Hymenolobium petraeum,Fabaceae,498861.6974,8987958.279,0.71,80.0,A,O,0,36.02,80.0,True,O,36.02,feldpausch,3503.3135,2418.1999,0.7125,2418.1999
JAM_A02,10,Ocotea sp.,Lauraceae,498864.6629,8987967.578,0.5,10.1,A,O,0,10.7,10.1,True,O,10.7,feldpausch,18.8614,14.2803,0.5245,14.2803
JAM_A02,11,Protium hepytaphillum ,Burseraceae,498870.4514,8987967.878,0.63,24.9,A,O,0,19.75,24.9,True,O,19.75,feldpausch,199.6711,143.2953,0.5773,143.2953
JAM_A02,12,Tachigali alba,Fabaceae,498869.4352,8987965.544,0.56,11.5,A,O,0,11.75,11.5,True,O,11.75,feldpausch,26.6256,19.9869,0.5573,19.9869
JAM_A02,13,Virola crebrinervia,Myristicaceae,498872.85,8987956.666,0.5,74.1,A,O,0,34.96,74.1,True,O,34.96,feldpausch,2930.0264,2024.591,0.4734,2024.591
JAM_A02,20a,Hymenolobium petraeum,Fabaceae,498875.0876,8987953.745,0.71,58.5,A,O,0,31.57,58.5,True,O,31.57,feldpausch,1672.0179,1160.8545,0.7125,1160.8545
JAM_A02,21a,Inga alba,Fabaceae,498881.8446,8987956.977,0.59,42.0,A,O,0,26.77,42.0,True,O,26.77,feldpausch,745.4665,522.8468,0.5861,522.8468
JAM_A02,14,Pouteria gongrijpii,Sapotaceae,498884.9136,8987931.094,0.8,42.1,A,O,0,26.8,42.1,True,O,26.8,feldpausch,749.7542,525.821,0.7994,525.821
JAM_A02,15,Tachigali alba,Fabaceae,498868.6844,8987933.531,0.56,48.0,A,O,0,28.69,48.0,True,O,28.69,feldpausch,1035.115,722.7124,0.5573,722.7124
JAM_A02,16,Helicostylis sp.,Moraceae,498866.0842,8987928.443,0.65,49.7,A,O,0,29.19,49.7,True,O,29.19,feldpausch,1126.7222,785.8393,0.643,785.8393
JAM_A02,17,Guatteria schomburgkiana,Annonaceae,498863.6874,8987933.358,0.6,43.2,A,O,0,27.17,43.2,True,O,27.17,feldpausch,799.0914,559.9023,0.6,559.9023
JAM_A02,18,Sloanea guianensis,Elaeocarpaceae,498984.5582,8987975.224,0.82,18.1,A,O,0,16.07,18.1,True,O,16.07,feldpausch,87.6034,63.9643,0.8212,63.9643
JAM_A02,19,Bowdichia nitida,Fabaceae,498992.7789,8987973.823,0.81,19.2,A,O,0,16.71,19.2,True,O,16.71,feldpausch,102.115,74.3116,0.8033,74.3116
JAM_A02,20,Couratari stellata,Lecythidaceae,499000.092,8987955.166,0.63,36.7,A,O,0,24.86,36.7,True,O,24.86,feldpausch,532.9641,375.7608,0.6331,375.7608
JAM_A02,21,Nectandra cuspidata,Lauraceae,498997.3853,8987973.347,0.56,18.1,A,O,0,16.07,18.1,True,O,16.07,feldpausch,87.6034,63.9643,0.518,63.9643
JAM_A02,22,Helicostylis sp.,Moraceae,499000.5036,8987972.197,0.65,14.8,A,O,0,14.02,14.8,True,O,14.02,feldpausch,51.7652,38.2492,0.643,38.2492
JAM_A02,23,Thyrsodium paraense,Anacardiaceae,499002.7502,8987975.309,0.61,11.0,A,O,0,11.38,11.0,True,O,11.38,feldpausch,23.6621,17.8143,0.645,17.8143
JAM_A02,24,Buchenavia congesta,Combretaceae,499005.3318,8987970.431,0.71,55.0,A,O,0,30.67,55.0,True,O,30.67,feldpausch,1441.0575,1002.113,0.7031,1002.113
JAM_A02,25,Poeppigia sp.,Fabaceae,499007.255,8987974.928,0.69,18.1,A,O,0,16.07,18.1,True,O,16.07,feldpausch,87.6034,63.9643,0.735,63.9643
JAM_A02,26,Clarisia racemosa,Moraceae,499013.0295,8987976.31,0.59,20.8,A,O,0,17.61,20.8,True,O,17.61,feldpausch,125.6555,91.0369,0.5854,91.0369
JAM_A02,27,Helicostylis sp.,Moraceae,499013.3461,8987975.324,0.65,13.9,A,O,0,13.42,13.9,True,O,13.42,feldpausch,43.8846,32.553,0.643,32.553
JAM_A02,28,Minquartia guianensis,Olacaceae,499013.2496,8987975.119,0.77,11.2,A,O,0,11.53,11.2,True,O,11.53,feldpausch,24.8245,18.6669,0.7867,18.6669
JAM_A02,29,Tetragastris panamensis,Burseraceae,499012.8567,8987968.796,0.73,36.3,A,O,0,24.71,36.3,True,O,24.71,feldpausch,518.6116,365.7991,0.7173,365.7991
JAM_A02,117a,Tetragastris altissima,Burseraceae,499014.8375,8987969.893,0.71,70.0,A,O,0,34.15,70.0,True,O,34.15,feldpausch,2562.6034,1772.4302,0.7079,1772.4302
JAM_A02,30,Helicostylis sp.,Moraceae,499015.1693,8987973.912,0.65,42.1,A,O,0,26.8,42.1,True,O,26.8,feldpausch,749.7542,525.821,0.643,525.821
JAM_A02,31,Inga alba,Fabaceae,499014.7123,8987977.292,0.59,37.4,A,O,0,25.13,37.4,True,O,25.13,feldpausch,558.8483,393.6952,0.5861,393.6952
JAM_A02,32,,,499018.7735,8987973.587,,27.5,D,O,0,21.0,27.5,False,O,21.0,feldpausch,257.35,257.35,0.6306,270.1449
JAM_A02,33,Maquira sclerophylla,Moraceae,499026.114,8987976.947,0.53,40.0,A,O,0,26.07,40.0,True,O,26.07,feldpausch,660.4431,464.0693,0.5135,464.0693
JAM_A02,42a,Pourouma minor,Urticaceae,499020.4494,8987963.162,0.44,43.8,A,O,0,27.37,43.8,True,O,27.37,feldpausch,826.796,579.0265,0.436,579.0265
JAM_A02,34,Pourouma minor,Urticaceae,499020.534,8987958.162,0.44,47.1,A,O,0,28.41,47.1,True,O,28.41,feldpausch,988.0648,690.3046,0.436,690.3046
JAM_A02,35,Pseudopiptadenia suaveolens,Fabaceae,499016.293,8987942.946,0.68,43.0,A,O,0,27.1,43.0,True,O,27.1,feldpausch,789.8946,553.5607,0.6797,553.5607
JAM_A02,36,Pouteria guianensis,Sapotaceae,499030.4626,8987932.628,0.93,49.8,A,O,0,29.22,49.8,True,O,29.22,feldpausch,1132.2863,789.668,0.9295,789.668
JAM_A02,37,Pourouma minor,Urticaceae,499012.1624,8987950.75,0.44,43.5,A,O,0,27.27,43.5,True,O,27.27,feldpausch,812.8687,569.4144,0.436,569.4144
JAM_A02,38,Tapirira guianensis,Anacardiaceae,499011.1805,8987949.702,0.46,41.2,A,O,0,26.49,41.2,True,O,26.49,feldpausch,710.6701,498.8098,0.457,498.8098
JAM_A02,39,Clarisia racemosa,Moraceae,499012.3824,8987937.752,0.59,44.9,A,O,0,27.72,44.9,True,O,27.72,feldpausch,878.6415,614.8328,0.5854,614.8328
JAM_A02,41,Pourouma minor,Urticaceae,498996.2659,8987944.973,0.44,38.4,A,O,0,25.5,38.4,True,O,25.5,feldpausch,596.8407,420.0218,0.436,420.0218
JAM_A02,42,Couratari stellata,Lecythidaceae,498999.2286,8987947.118,0.63,35.6,A,O,0,24.44,35.6,True,O,24.44,feldpausch,493.9442,348.6794,0.6331,348.6794
JAM_A02,43,Guatteria schomburgkiana,Annonaceae,498986.5146,8987930.489,0.6,37.4,A,O,0,25.13,37.4,True,O,25.13,feldpausch,558.8483,393.6952,0.6,393.6952
JAM_A02,44,Tachigali alba,Fabaceae,499133.1693,8987984.17,0.56,10.0,A,O,0,10.62,10.0,True,O,10.62,feldpausch,18.3636,13.9133,0.5573,13.9133
JAM_A02,45,Tetragastris panamensis,Burseraceae,499133.9365,8987985.794,0.73,10.9,A,O,0,11.3,10.9,True,O,11.3,feldpausch,23.0846,17.3912,0.7173,17.3912
JAM_A02,46,Vataireopsis speciosa,Fabaceae,499135.5778,8987985.324,0.65,21.0,A,O,0,17.72,21.0,True,O,17.72,feldpausch,128.8052,93.2699,0.65,93.2699
JAM_A02,47,Parkia sp.,Fabaceae,499135.495,8987981.48,0.45,26.7,A,O,0,20.62,26.7,True,O,20.62,feldpausch,238.6472,170.6751,0.4553,170.6751
JAM_A02,48,Helicostylis sp.,Moraceae,499142.2507,8987986.991,0.65,14.1,A,O,0,13.56,14.1,True,O,13.56,feldpausch,45.585,33.7821,0.643,33.7821
JAM_A02,49,Peltogyne leicointei,Fabaceae,499144.8984,8987987.675,0.8,40.7,A,O,0,26.32,40.7,True,O,26.32,feldpausch,689.5853,484.2193,0.7926,484.2193
JAM_A02,50,Helicostylis sp.,Moraceae,499145.1208,8987984.985,0.65,33.5,A,O,0,23.61,33.5,True,O,23.61,feldpausch,424.1211,300.1522,0.643,300.1522
JAM_A02,51,Aspidosperma nitidum,Apocynaceae,499147.7847,8987983.049,0.76,61.6,A,O,0,32.32,61.6,True,O,32.32,feldpausch,1892.1967,1312.1046,0.7635,1312.1046
JAM_A02,52,Eschweilera parviflora,Lecythidaceae,499150.647,8987984.772,0.89,61.3,A,O,0,32.25,61.3,True,O,32.25,feldpausch,1870.2882,1297.053,0.918,1297.053
JAM_A02,53,Attalea speciosa,Arecaceae,499151.8514,8987987.165,0.33,26.0,A,P,0,20.29,26.0,True,P,20.29,feldpausch,223.0468,,0.326,
JAM_A02,54,Symphonia globulifera,Clusiaceae,499155.497,8987986.681,0.6,14.7,A,O,0,13.95,14.7,True,O,13.95,feldpausch,50.8357,37.5799,0.6004,37.5799
JAM_A02,55,Couratari stellata,Lecythidaceae,499164.1819,8987983.394,0.63,39.5,A,O,0,25.89,39.5,True,O,25.89,feldpausch,640.0812,449.9826,0.6331,449.9826
JAM_A02,56,Tachigali alba,Fabaceae,499169.6263,8987990.23,0.56,24.4,A,O,0,19.5,24.4,True,O,19.5,feldpausch,189.5481,136.1719,0.5573,136.1719
JAM_A02,57,Vochysia guianensis,Vochysiaceae,499173.0161,8987989.205,0.51,15.6,A,O,0,14.54,15.6,True,O,14.54,feldpausch,59.4433,43.7811,0.5087,43.7811
JAM_A02,58,Inga marginata,Fabaceae,499176.7195,8987989.235,0.57,12.6,A,O,0,12.53,12.6,True,O,12.53,feldpausch,33.8832,25.2886,0.5518,25.2886
JAM_A02,59,Licania canescens,Chrysobalanaceae,499178.0548,8987980.351,0.88,40.2,A,O,0,26.14,40.2,True,O,26.14,feldpausch,668.6521,469.7508,0.88,469.7508
JAM_A02,60,Bertholletia excelsa,Lecythidaceae,499172.0313,8987956.288,0.64,125.0,A,O,0,41.57,125.0,True,O,41.57,feldpausch,9628.4934,6638.0658,0.638,6638.0658
JAM_A02,61,Terminalia amazonia,Combretaceae,499169.6399,8987960.986,0.68,90.0,A,O,0,37.61,90.0,True,O,37.61,feldpausch,4598.7322,3170.6084,0.6735,3170.6084
JAM_A02,62,Helicostylis sp.,Moraceae,499159.1642,8987954.434,0.65,36.0,A,O,0,24.6,36.0,True,O,24.6,feldpausch,508.061,358.4672,0.643,358.4672
JAM_A02,63,Tachigali myrmecophila,Fabaceae,499160.3187,8987952.584,0.53,45.0,A,O,0,27.76,45.0,True,O,27.76,feldpausch,883.7083,618.3034,0.476,618.3034
JAM_A02,64,NI,NI,499156.8551,8987958.136,0.64,41.0,A,O,0,26.42,41.0,True,O,26.42,feldpausch,702.1359,492.9107,0.6306,492.9107
JAM_A02,68a,Clarisia racemosa,Moraceae,499151.0,8987968.385,0.59,58.2,A,O,0,31.49,58.2,True,O,31.49,feldpausch,1651.2273,1146.5967,0.5854,1146.5967
JAM_A02,65,NI,NI,499148.2766,8987952.866,0.64,52.6,A,O,0,30.02,52.6,True,O,30.02,feldpausch,1293.5335,900.6435,0.6306,900.6435
JAM_A02,66,Couratari stellata,Lecythidaceae,499279.6623,8988002.401,0.63,18.9,A,O,0,16.54,18.9,True,O,16.54,feldpausch,98.0403,71.4077,0.6331,71.4077
JAM_A02,67,,,499280.285,8987998.45,,46.6,D,O,0,28.26,46.6,False,O,28.26,feldpausch,962.7068,962.7068,0.6306,1010.5707
JAM_A02,68,Tachigali alba,Fabaceae,499286.9002,8987989.976,0.56,62.4,A,O,0,32.5,62.4,True,O,32.5,feldpausch,1951.0085,1352.5373,0.5573,1352.5373
JAM_A02,69,Tetragastris panamensis,Burseraceae,499288.1447,8988004.412,0.73,33.5,A,O,0,23.61,33.5,True,O,23.61,feldpausch,424.1211,300.1522,0.7173,300.1522
JAM_A02,70,Zygia racemosa,Fabaceae,499294.0342,8988001.163,0.75,14.6,A,O,0,13.89,14.6,True,O,13.89,feldpausch,49.9522,36.9399,0.748,36.9399
JAM_A02,71,Virola elongata,Myristicaceae,499295.7281,8987999.72,0.52,10.8,A,O,0,11.23,10.8,True,O,11.23,feldpausch,22.5359,16.987,0.5233,16.987
JAM_A02,72,,,499297.7636,8987999.212,,17.9,D,O,0,15.95,17.9,False,O,15.95,feldpausch,85.099,85.099,0.6306,89.3299
JAM_A02,73,Helicostylis sp.,Moraceae,499303.2292,8987999.893,0.65,11.8,A,O,0,11.96,11.8,True,O,11.96,feldpausch,28.4866,21.3505,0.643,21.3505
JAM_A02,74,Tetragastris panamensis,Burseraceae,499299.3009,8988001.865,0.73,38.6,A,O,0,25.57,38.6,True,O,25.57,feldpausch,604.539,425.3611,0.7173,425.3611
JAM_A02,75,Couratari stellata,Lecythidaceae,499301.6694,8987980.634,0.63,45.8,A,O,0,28.01,45.8,True,O,28.01,feldpausch,922.6728,645.1973,0.6331,645.1973
JAM_A02,76,Tetragastris panamensis,Burseraceae,499307.7312,8987973.191,0.73,45.0,A,O,0,27.76,45.0,True,O,27.76,feldpausch,883.7083,618.3034,0.7173,618.3034
JAM_A02,77,Dimorphandra macrostachya,Fabaceae,499316.4295,8987980.035,0.6,40.9,A,O,0,26.39,40.9,True,O,26.39,feldpausch,698.0225,490.0535,0.695,490.0535
JAM_A02,78,Apeiba echinata,Malvaceae,499310.0564,8987989.454,0.28,55.0,A,O,0,30.67,55.0,True,O,30.67,feldpausch,1441.0575,1002.113,0.2822,1002.113
JAM_A02,79,Pouteria gongrijpii,Sapotaceae,499313.6738,8987997.519,0.8,17.1,A,O,0,15.47,17.1,True,O,15.47,feldpausch,75.546,55.342,0.7994,55.342
JAM_A02,80,NI,NI,499319.3644,8987994.291,0.64,65.9,A,O,0,33.29,65.9,True,O,33.29,feldpausch,2221.7914,1538.4486,0.6306,1538.4486
JAM_A02,82,Tetragastris panamensis,Burseraceae,499295.4622,8987957.985,0.73,41.5,A,O,0,26.59,41.5,True,O,26.59,feldpausch,723.4619,507.6627,0.7173,507.6627
JAM_A02,83,Brosimum rubescens,Moraceae,499292.479,8987958.303,0.83,44.9,A,O,0,27.72,44.9,True,O,27.72,feldpausch,878.6415,614.8328,0.8251,614.8328
JAM_A02,84,Couratari stellata,Lecythidaceae,499287.6275,8987970.474,0.63,134.0,A,O,0,42.29,134.0,True,O,42.29,feldpausch,11214.4308,7736.2677,0.6331,7736.2677
JAM_A02,85,Helicostylis sp.,Moraceae,499290.3596,8987977.953,0.65,36.6,A,O,0,24.82,36.6,True,O,24.82,feldpausch,529.3005,373.2239,0.643,373.2239
JAM_A02,1,Guatteria schomburgkiana,Annonaceae,498804.5145,8986951.616,0.6,39.5,A,O,0,25.89,39.5,True,O,25.89,feldpausch,640.0812,449.9826,0.6,449.9826
JAM_A02,2,Apeiba echinata,Malvaceae,498807.9328,8986957.087,0.28,20.4,A,O,0,17.39,20.4,True,O,17.39,feldpausch,119.5064,86.6732,0.2822,86.6732
JAM_A02,3,Pouteria gongrijpii,Sapotaceae,498810.7584,8986959.158,0.8,55.7,A,O,0,30.85,55.7,True,O,30.85,feldpausch,1485.5356,1032.7152,0.7994,1032.7152
JAM_A02,4,Abarema jupunba,Fabaceae,498812.7191,8986959.173,0.59,20.6,A,O,0,17.5,20.6,True,O,17.5,feldpausch,122.556,88.8381,0.5851,88.8381
JAM_A02,5,Pseudopiptadenia suaveolens,Fabaceae,498816.0544,8986957.427,0.68,18.3,A,O,0,16.19,18.3,True,O,16.19,feldpausch,90.1551,65.7848,0.6797,65.7848
JAM_A02,6,Inga marginata,Fabaceae,498827.4791,8986960.066,0.57,17.5,A,O,0,15.71,17.5,True,O,15.71,feldpausch,80.2304,58.6959,0.5518,58.6959
JAM_A02,7,Protium hepytaphillum ,Burseraceae,498829.1798,8986962.951,0.63,14.5,A,O,0,13.82,14.5,True,O,13.82,feldpausch,49.0441,36.2853,0.5773,36.2853
JAM_A02,8,Ocotea glomerata,Lauraceae,498831.4409,8986961.122,0.51,40.5,A,O,0,26.25,40.5,True,O,26.25,feldpausch,681.2133,478.4288,0.508,478.4288
JAM_A02,147a,Sacoglottis guianensis,Humiriaceae,498832.2621,8986955.26,0.84,70.0,A,O,0,34.15,70.0,True,O,34.15,feldpausch,2562.6034,1772.4302,0.8359,1772.4302
JAM_A02,10,Endopleura uchi,Humiriaceae,498838.5105,8986936.656,0.77,55.7,A,O,0,30.85,55.7,True,O,30.85,feldpausch,1485.5356,1032.7152,0.7944,1032.7152
JAM_A02,12,Sacoglottis guianensis,Humiriaceae,498838.3332,8986922.421,0.84,44.1,A,O,0,27.46,44.1,True,O,27.46,feldpausch,840.5751,588.564,0.8359,588.564
JAM_A02,13,Couratari stellata,Lecythidaceae,498832.7128,8986935.111,0.63,70.0,A,O,0,34.15,70.0,True,O,34.15,feldpausch,2562.6034,1772.4302,0.6331,1772.4302
JAM_A02,14,Eschweilera grandifolia,Lecythidaceae,498813.3226,8986913.73,0.88,40.2,A,O,0,26.14,40.2,True,O,26.14,feldpausch,668.6521,469.7508,0.8314,469.7508
JAM_A02,15,Trichilia micrantha,Meliaceae,498812.2999,8986914.471,0.61,73.8,A,O,0,34.9,73.8,True,O,34.9,feldpausch,2902.0462,2005.411,0.6125,2005.411
JAM_A02,16,Pouteria gongrijpii,Sapotaceae,498804.8033,8986925.648,0.8,50.0,A,O,0,29.28,50.0,True,O,29.28,feldpausch,1143.4667,797.3603,0.7994,797.3603
JAM_A02,17,Bowdichia nitida,Fabaceae,498802.7017,8986928.128,0.81,41.1,A,O,0,26.46,41.1,True,O,26.46,feldpausch,706.5251,495.9314,0.8033,495.9314
JAM_A02,18,,,498801.1155,8986938.853,,35.5,D,O,0,24.4,35.5,False,O,24.4,feldpausch,490.4547,490.4547,0.6306,514.8392
JAM_A02,19,Tetragastris panamensis,Burseraceae,498817.5987,8986942.232,0.73,35.0,A,O,0,24.21,35.0,True,O,24.21,feldpausch,473.4351,334.4285,0.7173,334.4285
JAM_A02,20,Fusaea longifolia,Annonaceae,498943.2336,8986959.671,0.74,35.5,A,O,0,24.4,35.5,True,O,24.4,feldpausch,490.4547,346.259,0.7427,346.259
JAM_A02,21,Euterpe oleracea,Arecaceae,498951.4241,8986966.444,0.41,13.1,A,P,0,12.88,13.1,True,P,12.88,feldpausch,37.5536,,0.3877,
JAM_A02,122a,Handroanthus serratifolius,Bignoniaceae,498957.1675,8986958.935,0.64,45.5,A,O,0,27.91,45.5,True,O,27.91,feldpausch,907.738,634.9124,0.6306,634.9124
JAM_A02,31a,Apeiba echinata,Malvaceae,498957.956,8986956.999,0.28,73.0,A,O,0,34.75,73.0,True,O,34.75,feldpausch,2829.0382,1955.2677,0.2822,1955.2677
JAM_A02,22,Sloanea guianensis,Elaeocarpaceae,498950.4969,8986934.227,0.82,62.0,A,O,0,32.41,62.0,True,O,32.41,feldpausch,1921.4629,1332.2272,0.8212,1332.2272
JAM_A02,23,Maquira sclerophylla,Moraceae,498960.4946,8986969.28,0.53,18.1,A,O,0,16.07,18.1,True,O,16.07,feldpausch,87.6034,63.9643,0.5135,63.9643
JAM_A02,24,Maquira sclerophylla,Moraceae,498964.227,8986969.119,0.53,23.3,A,O,0,18.94,23.3,True,O,18.94,feldpausch,168.3691,121.2462,0.5135,121.2462
