site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,dbh,dead,type,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
JAM_A02,59,NI,NI,498954.8738,8989938.34,0.64,42.0,A,O,0,26.77,42.0,True,O,26.77,feldpausch,745.4665,522.8468,0.6306,522.8468
JAM_A02,60,Swartzia polyphylla,Fabaceae,498952.8738,8989938.35,0.69,48.4,A,O,0,28.81,48.4,True,O,28.81,feldpausch,1056.314,737.321,0.691,737.321
JAM_A02,61,,,498946.0276,8989935.388,,51.2,D,O,0,29.63,51.2,False,O,29.63,feldpausch,1211.6181,1211.6181,0.6306,1271.8575
JAM_A02,62,,,498960.0015,8989916.349,,43.0,D,O,0,27.1,43.0,False,O,27.1,feldpausch,789.8946,789.8946,0.6306,829.1667
JAM_A02,63,Eschweilera coriacea,Lecythidaceae,498939.1042,8989914.456,0.85,39.5,A,O,0,25.89,39.5,True,O,25.89,feldpausch,640.0812,449.9826,0.8521,449.9826
JAM_A02,64,Bertholletia excelsa,Lecythidaceae,498945.3092,8989910.431,0.64,66.3,A,O,0,33.38,66.3,True,O,33.38,feldpausch,2254.1238,1560.6242,0.638,1560.6242
JAM_A02,65,Qualea paraensis,Vochysiaceae,498940.8731,8989899.47,0.69,54.6,A,O,0,30.56,54.6,True,O,30.56,feldpausch,1415.6973,984.6915,0.6893,984.6915
JAM_A02,80a,Qualea paraensis,Vochysiaceae,498977.7702,8989901.284,0.69,39.2,A,O,0,25.79,39.2,True,O,25.79,feldpausch,628.2487,441.7726,0.6893,441.7726
JAM_A02,66,Tachigali myrmecophila,Fabaceae,498976.4113,8989908.28,0.53,50.2,A,O,0,29.34,50.2,True,O,29.34,feldpausch,1154.7166,805.099,0.476,805.099
JAM_A02,67,Euterpe oleracea,Arecaceae,498987.1751,8989897.243,0.41,12.3,A,P,0,12.32,12.3,True,P,12.32,feldpausch,31.7974,,0.3877,
JAM_A02,68,Virola elongata,Myristicaceae,498987.0163,8989904.233,0.52,12.6,A,O,0,12.53,12.6,True,O,12.53,feldpausch,33.8832,25.2886,0.5233,25.2886
JAM_A02,69,,,498984.4728,8989907.041,,21.9,D,O,0,18.21,21.9,False,O,18.21,feldpausch,143.5721,143.5721,0.6306,150.7103
JAM_A02,1,Annona exsucca,Annonaceae,499726.165,8990394.853,0.44,11.0,A,O,0,11.38,11.0,True,O,11.38,feldpausch,23.6621,17.8143,0.5112,17.8143
JAM_A02,2,Virola sebifera,Myristicaceae,499725.7131,8990386.099,0.45,10.1,A,O,0,10.7,10.1,True,O,10.7,feldpausch,18.8614,14.2803,0.4454,14.2803
JAM_A02,3,Couepia racemosa,Chrysobalanaceae,499730.2039,8990381.287,0.79,22.7,A,O,0,18.63,22.7,True,O,18.63,feldpausch,157.453,113.5391,0.7861,113.5391
JAM_A02,4,Capirona decorticans,Rubiaceae,499728.2457,8990369.488,0.59,21.6,A,O,0,18.05,21.6,True,O,18.05,feldpausch,138.5595,100.1764,0.593,100.1764
JAM_A02,5,Luehea speciosa,Malvaceae,499728.789,8990368.775,0.51,20.9,A,O,0,17.67,20.9,True,O,17.67,feldpausch,127.2592,92.1704,0.5766,92.1704
JAM_A02,6,Copaifera reticulata,Fabaceae,499728.201,8990365.405,0.61,14.1,A,O,0,13.56,14.1,True,O,13.56,feldpausch,45.585,33.7821,0.6075,33.7821
JAM_A02,7,Helicostylis sp.,Moraceae,499730.4678,8990361.056,0.65,27.9,A,O,0,21.18,27.9,True,O,21.18,feldpausch,266.9217,190.4914,0.643,190.4914
JAM_A02,8,Ormosia coccinea,Fabaceae,499727.3438,8990359.95,0.63,11.1,A,O,0,11.45,11.1,True,O,11.45,feldpausch,24.2284,18.2309,0.625,18.2309
JAM_A02,9,Tachigali paniculata,Fabaceae,499727.0564,8990359.759,0.56,12.8,A,O,0,12.67,12.8,True,O,12.67,feldpausch,35.3219,26.3361,0.5545,26.3361
JAM_A02,11,Maquira sclerophylla,Moraceae,499730.842,8990358.255,0.53,15.5,A,O,0,14.47,15.5,True,O,14.47,feldpausch,58.4259,43.0513,0.5135,43.0513
JAM_A02,12,Virola elongata,Myristicaceae,499727.886,8990354.455,0.52,22.7,A,O,0,18.63,22.7,True,O,18.63,feldpausch,157.453,113.5391,0.5233,113.5391
JAM_A02,13,Ocotea canaliculata,Lauraceae,499731.5904,8990352.655,0.48,15.7,A,O,0,14.6,15.7,True,O,14.6,feldpausch,60.4318,44.4938,0.4793,44.4938
JAM_A02,14,Symphonia globulifera,Clusiaceae,499728.2782,8990348.167,0.6,10.5,A,O,0,11.0,10.5,True,O,11.0,feldpausch,20.9036,15.7869,0.6004,15.7869
JAM_A02,125a,Pterocarpus sp.,Fabaceae,499724.2798,8990348.282,0.51,35.1,A,O,0,24.25,35.1,True,O,24.25,feldpausch,476.8468,336.7968,0.5838,336.7968
JAM_A02,5a,Tachigali alba,Fabaceae,499718.8462,8990355.413,0.56,45.8,A,O,0,28.01,45.8,True,O,28.01,feldpausch,922.6728,645.1973,0.5573,645.1973
JAM_A02,15,Bombax paraense,Malvaceae,499706.54,8990360.749,0.39,53.2,A,O,0,30.18,53.2,True,O,30.18,feldpausch,1329.3709,925.3224,0.39,925.3224
JAM_A02,16,Luehea speciosa,Malvaceae,499697.2325,8990365.999,0.51,43.0,A,O,0,27.1,43.0,True,O,27.1,feldpausch,789.8946,553.5607,0.5766,553.5607
JAM_A02,17,Helicostylis sp.,Moraceae,499699.8541,8990355.961,0.65,35.0,A,O,0,24.21,35.0,True,O,24.21,feldpausch,473.4351,334.4285,0.643,334.4285
JAM_A02,18,Helicostylis sp.,Moraceae,499699.045,8990368.935,0.65,43.2,A,O,0,27.17,43.2,True,O,27.17,feldpausch,799.0914,559.9023,0.643,559.9023
JAM_A02,19,Minquartia guianensis,Olacaceae,499700.8574,8990371.872,0.77,49.9,A,O,0,29.25,49.9,True,O,29.25,feldpausch,1137.8678,793.5084,0.7867,793.5084
JAM_A02,20,Abuta grandifolia,Menispermaceae,499684.452,8990346.94,0.45,52.2,A,O,0,29.91,52.2,True,O,29.91,feldpausch,1269.8439,884.338,0.45,884.338
JAM_A02,21,Hymenaea intermedia,Fabaceae,499682.2991,8990357.463,0.82,35.3,A,O,0,24.32,35.3,True,O,24.32,feldpausch,483.5232,341.45,0.82,341.45
JAM_A02,22,Peltogyne leicointei,Fabaceae,499682.2388,8990366.431,0.8,60.0,A,O,0,31.94,60.0,True,O,31.94,feldpausch,1776.8174,1232.8434,0.7926,1232.8434
JAM_A02,23,Astronium gracile,Anacardiaceae,499715.5437,8990392.37,0.73,36.7,A,O,0,24.86,36.7,True,O,24.86,feldpausch,532.9641,375.7608,0.73,375.7608
JAM_A02,130a,Eschweilera parviflora,Lecythidaceae,499720.6039,8990391.228,0.89,38.3,A,O,0,25.46,38.3,True,O,25.46,feldpausch,592.9014,417.3008,0.918,417.3008
JAM_A02,3a,NI,NI,499716.2284,8990381.391,0.64,51.9,A,O,0,29.82,51.9,True,O,29.82,feldpausch,1251.9495,872.0501,0.6306,872.0501
JAM_A02,24,Ormosia coccinea,Fabaceae,499728.1468,8990240.034,0.63,10.2,A,O,0,10.78,10.2,True,O,10.78,feldpausch,19.368,14.6535,0.625,14.6535
JAM_A02,22a,Tachigali alba,Fabaceae,499716.1562,8990236.515,0.56,47.5,A,O,0,28.54,47.5,True,O,28.54,feldpausch,1008.9966,704.7061,0.5573,704.7061
JAM_A02,25,Peltogyne leicointei,Fabaceae,499725.7232,8990230.273,0.8,13.6,A,O,0,13.22,13.6,True,O,13.22,feldpausch,41.4429,30.7826,0.7926,30.7826
JAM_A02,26,NI,NI,499726.2288,8990223.525,0.64,12.7,A,O,0,12.6,12.7,True,O,12.6,feldpausch,34.5977,25.8089,0.6306,25.8089
JAM_A02,27,Neea oppositifolia,Nyctaginaceae,499728.5838,8990221.466,0.89,12.5,A,O,0,12.46,12.5,True,O,12.46,feldpausch,33.1783,24.775,0.893,24.775
JAM_A02,28,Pouteria gongrijpii,Sapotaceae,499728.4515,8990219.671,0.8,34.5,A,O,0,24.01,34.5,True,O,24.01,feldpausch,456.6109,322.7442,0.7994,322.7442
JAM_A02,30,Lecythis idatimon,Lecythidaceae,499724.7607,8990217.208,0.82,17.7,A,O,0,15.83,17.7,True,O,15.83,feldpausch,82.6414,60.4201,0.7986,60.4201
JAM_A02,31,Heisteria densifrons,Olacaceae,499726.285,8990213.4,0.65,16.4,A,O,0,15.04,16.4,True,O,15.04,feldpausch,67.7376,49.7434,0.65,49.7434
JAM_A02,32,,,499725.3692,8990211.857,,11.3,D,O,0,11.6,11.3,False,O,11.6,feldpausch,25.4086,25.4086,0.6306,26.6719
JAM_A02,105a,Dinizia excelsa,Fabaceae,499724.2244,8990209.928,0.94,72.8,A,O,0,34.71,72.8,True,O,34.71,feldpausch,2810.767,1942.7374,0.9054,1942.7374
JAM_A02,35,Tetragastris panamensis,Burseraceae,499726.4986,8990206.772,0.73,14.6,A,O,0,13.89,14.6,True,O,13.89,feldpausch,49.9522,36.9399,0.7173,36.9399
JAM_A02,36,Clarisia racemosa,Moraceae,499704.6777,8990203.198,0.59,44.1,A,O,0,27.46,44.1,True,O,27.46,feldpausch,840.5751,588.564,0.5854,588.564
JAM_A02,37,Apeiba echinata,Malvaceae,499703.784,8990218.289,0.28,43.1,A,O,0,27.14,43.1,True,O,27.14,feldpausch,794.6274,556.8098,0.2822,556.8098
JAM_A02,39,Astronium gracile,Anacardiaceae,499677.9564,8990207.963,0.73,57.4,A,O,0,31.29,57.4,True,O,31.29,feldpausch,1597.2487,1109.4941,0.73,1109.4941
JAM_A02,40,Pseudopiptadenia suaveolens,Fabaceae,499681.1276,8990223.789,0.68,40.0,A,O,0,26.07,40.0,True,O,26.07,feldpausch,660.4431,464.0693,0.6797,464.0693
JAM_A02,41,NI,NI,499693.0589,8990236.031,0.64,39.7,A,O,0,25.97,39.7,True,O,25.97,feldpausch,648.3722,455.6995,0.6306,455.6995
JAM_A02,42,Geissospermum sericeum,Apocynaceae,499700.3377,8990239.56,0.78,40.8,A,O,0,26.35,40.8,True,O,26.35,feldpausch,693.6673,487.0554,0.7823,487.0554
JAM_A02,43,Pouteria gongrijpii,Sapotaceae,499724.3795,8990089.806,0.8,10.8,A,O,0,11.23,10.8,True,O,11.23,feldpausch,22.5359,16.987,0.7994,16.987
JAM_A02,44,Virola elongata,Myristicaceae,499725.4453,8990086.186,0.52,11.5,A,O,0,11.75,11.5,True,O,11.75,feldpausch,26.6256,19.9869,0.5233,19.9869
JAM_A02,91a,Helicostylis sp.,Moraceae,499725.0709,8990084.193,0.65,51.0,A,O,0,29.57,51.0,True,O,29.57,feldpausch,1200.0202,836.2886,0.643,836.2886
JAM_A02,45,Apeiba echinata,Malvaceae,499725.6096,8990074.484,0.28,27.3,A,O,0,20.91,27.3,True,O,20.91,feldpausch,252.6479,180.4822,0.2822,180.4822
JAM_A02,46,Tapirira guianensis,Anacardiaceae,499722.3116,8990063.844,0.46,11.4,A,O,0,11.67,11.4,True,O,11.67,feldpausch,26.0016,19.5314,0.457,19.5314
JAM_A02,90a,Tetragastris panamensis,Burseraceae,499722.0404,8990059.249,0.73,22.3,A,O,0,18.42,22.3,True,O,18.42,feldpausch,150.4092,108.5616,0.7173,108.5616
JAM_A02,47,Virola sebifera,Myristicaceae,499722.5424,8990051.24,0.45,13.3,A,O,0,13.02,13.3,True,O,13.02,feldpausch,39.0912,29.0747,0.4454,29.0747
JAM_A02,48,Maquira sclerophylla,Moraceae,499721.4904,8990049.859,0.53,19.3,A,O,0,16.77,19.3,True,O,16.77,feldpausch,103.5173,75.3082,0.5135,75.3082
JAM_A02,88a,Licania heteromorpha,Chrysobalanaceae,499721.8451,8990045.953,0.82,17.1,A,O,0,15.47,17.1,True,O,15.47,feldpausch,75.546,55.342,0.8164,55.342
JAM_A02,50,Fusaea longifolia,Annonaceae,499705.4707,8990049.552,0.74,35.6,A,O,0,24.44,35.6,True,O,24.44,feldpausch,493.9442,348.6794,0.7427,348.6794
JAM_A02,51,Pseudopiptadenia suaveolens,Fabaceae,499703.5455,8990051.587,0.68,62.0,A,O,0,32.41,62.0,True,O,32.41,feldpausch,1921.4629,1332.2272,0.6797,1332.2272
JAM_A02,52,Neea oppositifolia,Nyctaginaceae,499701.7693,8990057.62,0.89,35.7,A,O,0,24.48,35.7,True,O,24.48,feldpausch,497.4495,351.1104,0.893,351.1104
JAM_A02,47a,NI,NI,499713.0281,8990064.414,0.64,54.0,A,O,0,30.4,54.0,True,O,30.4,feldpausch,1378.4084,959.0419,0.6306,959.0419
JAM_A02,53,Guatteria schomburgkiana,Annonaceae,499697.2859,8990044.702,0.6,40.2,A,O,0,26.14,40.2,True,O,26.14,feldpausch,668.6521,469.7508,0.6,469.7508
JAM_A02,54,Tachigali alba,Fabaceae,499679.2517,8990044.032,0.56,47.8,A,O,0,28.63,47.8,True,O,28.63,feldpausch,1024.6171,715.4761,0.5573,715.4761
JAM_A02,56,Geissospermum sericeum,Apocynaceae,499686.1071,8990066.906,0.78,38.8,A,O,0,25.64,38.8,True,O,25.64,feldpausch,612.2999,430.7426,0.7823,430.7426
JAM_A02,57,Clarisia racemosa,Moraceae,499690.2926,8990071.829,0.59,46.3,A,O,0,28.17,46.3,True,O,28.17,feldpausch,947.691,662.4408,0.5854,662.4408
JAM_A02,58,,,499691.9626,8990089.799,,54.0,D,O,0,30.4,54.0,False,O,30.4,feldpausch,1378.4084,1378.4084,0.6306,1446.9403
JAM_A02,59,Pouteria gongrijpii,Sapotaceae,499701.9609,8990089.616,0.8,55.3,A,O,0,30.75,55.3,True,O,30.75,feldpausch,1460.1484,1015.2361,0.7994,1015.2361
JAM_A02,60,NI,NI,499704.737,8990083.565,0.64,36.5,A,O,0,24.79,36.5,True,O,24.79,feldpausch,525.8601,370.8202,0.6306,370.8202
JAM_A02,76a,,,499716.9173,8989934.934,,12.2,D,O,0,12.25,12.2,False,O,12.25,feldpausch,31.1212,31.1212,0.6306,32.6685
JAM_A02,75a,Virola sebifera,Myristicaceae,499716.8363,8989933.491,0.45,12.8,A,O,0,12.67,12.8,True,O,12.67,feldpausch,35.3219,26.3361,0.4454,26.3361
JAM_A02,74a,Attalea speciosa,Arecaceae,499718.4898,8989928.802,0.33,26.9,A,P,0,20.72,26.9,True,P,20.72,feldpausch,243.2952,,0.326,
JAM_A02,73a,Couratari stellata,Lecythidaceae,499718.1386,8989927.881,0.63,38.2,A,O,0,25.42,38.2,True,O,25.42,feldpausch,588.9789,414.5909,0.6331,414.5909
JAM_A02,61,Sterculia pruriens,Malvaceae,499719.8407,8989926.191,0.49,14.0,A,O,0,13.49,14.0,True,O,13.49,feldpausch,44.7295,33.1639,0.4862,33.1639
JAM_A02,67a,Parahancornia amapa,Apocynaceae,499717.3013,8989923.634,0.46,59.0,A,O,0,31.69,59.0,True,O,31.69,feldpausch,1706.3335,1184.4531,0.46,1184.4531
JAM_A02,68a,Tetragastris panamensis,Burseraceae,499717.921,8989919.378,0.73,26.3,A,O,0,20.43,26.3,True,O,20.43,feldpausch,229.634,164.3503,0.7173,164.3503
JAM_A02,71a,Chimarrhis turbinata,Rubiaceae,499720.176,8989917.224,0.72,47.9,A,O,0,28.66,47.9,True,O,28.66,feldpausch,1029.8576,719.0886,0.72,719.0886
JAM_A02,62,Eschweilera parviflora,Lecythidaceae,499723.1838,8989913.899,0.89,32.6,A,O,0,23.24,32.6,True,O,23.24,feldpausch,396.0116,280.5923,0.918,280.5923
JAM_A02,70a,Tetragastris panamensis,Burseraceae,499723.1986,8989903.134,0.73,33.8,A,O,0,23.73,33.8,True,O,23.73,feldpausch,433.7072,306.8219,0.7173,306.8219
JAM_A02,63,Mayna odorata,Flacourtiaceae,499710.9189,8989914.142,0.64,47.3,A,O,0,28.48,47.3,True,O,28.48,feldpausch,998.6669,697.5823,0.6306,697.5823
JAM_A02,65,Peltogyne leicointei,Fabaceae,499706.0026,8989901.247,0.8,51.5,A,O,0,29.71,51.5,True,O,29.71,feldpausch,1228.7439,856.0681,0.7926,856.0681
JAM_A02,66,Copaifera reticulata,Fabaceae,499700.7616,8989903.912,0.61,36.2,A,O,0,24.67,36.2,True,O,24.67,feldpausch,515.0115,363.3047,0.6075,363.3047
JAM_A02,67,Pseudopiptadenia suaveolens,Fabaceae,499682.0119,8989932.686,0.68,68.0,A,O,0,33.74,68.0,True,O,33.74,feldpausch,2393.2479,1656.1511,0.6797,1656.1511
JAM_A02,68,Parkia sp.,Fabaceae,499694.3127,8989934.862,0.45,51.6,A,O,0,29.74,51.6,True,O,29.74,feldpausch,1234.6211,860.1056,0.4553,860.1056
JAM_A02,69,Tachigali alba,Fabaceae,499702.6513,8989937.587,0.56,39.7,A,O,0,25.97,39.7,True,O,25.97,feldpausch,648.3722,455.6995,0.5573,455.6995
JAM_A02,1,Sterculia pruriens,Malvaceae,498723.043,8988959.421,0.49,12.3,A,O,0,12.32,12.3,True,O,12.32,feldpausch,31.7974,23.7678,0.4862,23.7678
JAM_A02,2,Pouteria gongrijpii,Sapotaceae,498727.023,8988962.104,0.8,43.9,A,O,0,27.4,43.9,True,O,27.4,feldpausch,831.3731,582.195,0.7994,582.195
JAM_A02,3,Poeppigia sp.,Fabaceae,498721.8527,8988958.059,0.69,15.8,A,O,0,14.66,15.8,True,O,14.66,feldpausch,61.4308,45.2138,0.735,45.2138
JAM_A02,4,Helicostylis sp.,Moraceae,498738.7909,8988959.611,0.65,17.5,A,O,0,15.71,17.5,True,O,15.71,feldpausch,80.2304,58.6959,0.643,58.6959
JAM_A02,5,NI,NI,498740.3029,8988961.959,0.64,10.1,A,O,0,10.7,10.1,True,O,10.7,feldpausch,18.8614,14.2803,0.6306,14.2803
JAM_A02,148a,Pouteria gongrijpii,Sapotaceae,498741.454,8988957.452,0.8,58.9,A,O,0,31.67,58.9,True,O,31.67,feldpausch,1699.6451,1179.832,0.7994,1179.832
JAM_A02,6,,,498744.1125,8988959.174,,15.5,A,L,0,14.47,15.5,True,L,14.47,feldpausch,58.4259,43.0513,0.6306,43.0513
JAM_A02,7,Ocotea canaliculata,Lauraceae,498744.428,8988958.967,0.48,18.1,A,O,0,16.07,18.1,True,O,16.07,feldpausch,87.6034,63.9643,0.4793,63.9643
JAM_A02,8,Protium hepytaphillum ,Burseraceae,498746.24,8988961.308,0.63,10.6,A,O,0,11.08,10.6,True,O,11.08,feldpausch,21.4451,16.1847,0.5773,16.1847
JAM_A02,4a,Virola crebrinervia,Myristicaceae,498741.6723,8988948.293,0.5,45.8,A,O,0,28.01,45.8,True,O,28.01,feldpausch,922.6728,645.1973,0.4734,645.1973
JAM_A02,9,,,498725.4738,8988925.829,,49.7,D,O,0,29.19,49.7,False,O,29.19,feldpausch,1126.7222,1126.7222,0.6306,1182.7407
JAM_A02,10,Pouteria gongrijpii,Sapotaceae,498729.4725,8988925.726,0.8,47.2,A,O,0,28.45,47.2,True,O,28.45,feldpausch,993.5272,694.0372,0.7994,694.0372
JAM_A02,11,Tachigali alba,Fabaceae,498731.784,8988921.686,0.56,43.9,A,O,0,27.4,43.9,True,O,27.4,feldpausch,831.3731,582.195,0.5573,582.195
JAM_A02,12,Parkia sp.,Fabaceae,498745.9355,8988919.33,0.45,36.9,A,O,0,24.94,36.9,True,O,24.94,feldpausch,540.34,380.8671,0.4553,380.8671
JAM_A02,13,Pseudopiptadenia suaveolens,Fabaceae,498747.5293,8988937.198,0.68,52.0,A,O,0,29.85,52.0,True,O,29.85,feldpausch,1257.8964,876.1342,0.6797,876.1342
JAM_A02,14,Minquartia guianensis,Olacaceae,498759.4278,8988961.067,0.77,15.4,A,O,0,14.41,15.4,True,O,14.41,feldpausch,57.4589,42.3534,0.7867,42.3534
JAM_A02,145a,Couma guianensis,Apocynaceae,498758.1202,8988954.832,0.47,46.0,A,O,0,28.07,46.0,True,O,28.07,feldpausch,932.4994,651.9847,0.4667,651.9847
JAM_A02,15,Helicostylis sp.,Moraceae,498762.4439,8988959.496,0.65,15.7,A,O,0,14.6,15.7,True,O,14.6,feldpausch,60.4318,44.4938,0.643,44.4938
JAM_A02,16,Tachigali myrmecophila,Fabaceae,498763.3622,8988956.687,0.53,36.3,A,O,0,24.71,36.3,True,O,24.71,feldpausch,518.6116,365.7991,0.476,365.7991
JAM_A02,17,Ormosia coccinea,Fabaceae,498763.1671,8988959.179,0.63,13.2,A,O,0,12.95,13.2,True,O,12.95,feldpausch,38.3174,28.5131,0.625,28.5131
JAM_A02,142a,Peltogyne leicointei,Fabaceae,498769.3181,8988913.751,0.8,53.0,A,O,0,30.13,53.0,True,O,30.13,feldpausch,1317.4991,917.1334,0.7926,917.1334
JAM_A02,18,Copaifera reticulata,Fabaceae,498766.2888,8988939.697,0.61,41.5,A,O,0,26.59,41.5,True,O,26.59,feldpausch,723.4619,507.6627,0.6075,507.6627
JAM_A02,122a,NI,NI,498868.4312,8988971.335,0.64,52.0,A,O,0,29.85,52.0,True,O,29.85,feldpausch,1257.8964,876.1342,0.6306,876.1342
JAM_A02,125a,Tetragastris panamensis,Burseraceae,498869.728,8988968.183,0.73,37.1,A,O,0,25.01,37.1,True,O,25.01,feldpausch,547.5673,385.8907,0.7173,385.8907
JAM_A02,20,Zygia racemosa,Fabaceae,498877.6477,8988974.041,0.75,10.5,A,O,0,11.0,10.5,True,O,11.0,feldpausch,20.9036,15.7869,0.748,15.7869
JAM_A02,32a,Pourouma minor,Urticaceae,498882.1757,8988963.255,0.44,41.3,A,O,0,26.53,41.3,True,O,26.53,feldpausch,715.0934,501.8531,0.436,501.8531
JAM_A02,34a,Vochysia guianensis,Vochysiaceae,498884.7198,8988964.502,0.51,42.0,A,O,0,26.77,42.0,True,O,26.77,feldpausch,745.4665,522.8468,0.5087,522.8468
JAM_A02,121a,,,498883.194,8988970.615,,26.2,D,O,0,20.38,26.2,False,O,20.38,feldpausch,227.3883,227.3883,0.6306,238.6936
JAM_A02,21,NI,NI,498884.4123,8988970.636,0.64,19.7,A,O,0,17.0,19.7,True,O,17.0,feldpausch,109.1885,79.3413,0.6306,79.3413
JAM_A02,22,Jacaranda copaia,Bignoniaceae,498898.5459,8988949.967,0.35,37.9,A,O,0,25.31,37.9,True,O,25.31,feldpausch,577.534,406.6594,0.3507,406.6594
JAM_A02,23,Zizyphus itacaiunensis,Ramnaceae,498899.0239,8988973.381,0.84,11.9,A,O,0,12.03,11.9,True,O,12.03,feldpausch,29.1251,21.8178,0.6306,21.8178
JAM_A02,25,Virola elongata,Myristicaceae,498907.8587,8988974.756,0.52,14.0,A,O,0,13.49,14.0,True,O,13.49,feldpausch,44.7295,33.1639,0.5233,33.1639
JAM_A02,26,Tachigali myrmecophila,Fabaceae,498911.1262,8988976.373,0.53,19.3,A,O,0,16.77,19.3,True,O,16.77,feldpausch,103.5173,75.3082,0.476,75.3082
JAM_A02,27,NI,NI,498909.9859,8988958.064,0.64,53.1,A,O,0,30.16,53.1,True,O,30.16,feldpausch,1323.6409,921.3472,0.6306,921.3472
JAM_A02,28,Parkia sp.,Fabaceae,498916.9516,8988958.756,0.45,41.0,A,O,0,26.42,41.0,True,O,26.42,feldpausch,702.1359,492.9107,0.4553,492.9107
JAM_A02,29,Helicostylis sp.,Moraceae,498923.7594,8988935.57,0.65,47.3,A,O,0,28.48,47.3,True,O,28.48,feldpausch,998.6669,697.5823,0.643,697.5823
JAM_A02,30,Parkia sp.,Fabaceae,498912.8396,8988938.462,0.45,50.8,A,O,0,29.51,50.8,True,O,29.51,feldpausch,1188.4929,828.3649,0.4553,828.3649
JAM_A02,31,NI,NI,498901.9725,8988949.314,0.64,36.7,A,O,0,24.86,36.7,True,O,24.86,feldpausch,532.9641,375.7608,0.6306,375.7608
JAM_A02,32,Caryocar villosum,Caryocaraceae,498893.5536,8988954.443,0.76,40.2,A,O,0,26.14,40.2,True,O,26.14,feldpausch,668.6521,469.7508,0.758,469.7508
JAM_A02,33,Jacaranda copaia,Bignoniaceae,498885.7561,8988940.742,0.35,45.7,A,O,0,27.98,45.7,True,O,27.98,feldpausch,917.784,641.8201,0.3507,641.8201
JAM_A02,34,Handroanthus serratifolius,Bignoniaceae,498914.2653,8988973.603,0.64,22.0,A,O,0,18.26,22.0,True,O,18.26,feldpausch,145.2428,104.9089,0.6306,104.9089
JAM_A02,35,Strychnos subcordata,Loganiaceae,499026.1096,8988991.457,0.54,38.1,A,O,0,25.39,38.1,True,O,25.39,feldpausch,585.298,412.0249,0.6959,412.0249
JAM_A02,36,Eschweilera coriacea,Lecythidaceae,499027.9089,8988991.51,0.85,56.7,A,O,0,31.11,56.7,True,O,31.11,feldpausch,1550.6909,1077.5013,0.8521,1077.5013
JAM_A02,107a,Dinizia excelsa,Fabaceae,499028.0751,8988991.22,0.94,140.0,A,O,0,42.73,140.0,True,O,42.73,feldpausch,12339.5101,8516.3802,0.9054,8516.3802
JAM_A02,37,Lecythis idatimon,Lecythidaceae,499027.6331,8988993.171,0.82,14.3,A,O,0,13.69,14.3,True,O,13.69,feldpausch,47.294,35.0195,0.7986,35.0195
JAM_A02,38,Hymenaea intermedia,Fabaceae,499030.229,8988990.596,0.82,55.0,A,O,0,30.67,55.0,True,O,30.67,feldpausch,1441.0575,1002.113,0.82,1002.113
JAM_A02,39,Parkia sp.,Fabaceae,499035.5247,8988988.984,0.45,23.3,A,O,0,18.94,23.3,True,O,18.94,feldpausch,168.3691,121.2462,0.4553,121.2462
JAM_A02,40,Euterpe oleracea,Arecaceae,499035.5689,8988988.789,0.41,13.8,A,P,0,13.36,13.8,True,P,13.36,feldpausch,43.0816,,0.3877,
JAM_A02,41,Poeppigia sp.,Fabaceae,499045.2477,8988993.588,0.69,10.2,A,O,0,10.78,10.2,True,O,10.78,feldpausch,19.368,14.6535,0.735,14.6535
JAM_A02,42,Eschweilera grandifolia,Lecythidaceae,499051.3335,8988993.373,0.88,48.2,A,O,0,28.75,48.2,True,O,28.75,feldpausch,1045.6806,729.994,0.8314,729.994
JAM_A02,43,Virola elongata,Myristicaceae,499062.2153,8988991.531,0.52,18.6,A,O,0,16.36,18.6,True,O,16.36,feldpausch,94.0161,68.5425,0.5233,68.5425
JAM_A02,44,Protium hepytaphillum ,Burseraceae,499053.5095,8988992.651,0.63,13.4,A,O,0,13.08,13.4,True,O,13.08,feldpausch,39.8454,29.6247,0.5773,29.6247
JAM_A02,45,Heisteria densifrons,Olacaceae,499057.7644,8988993.855,0.65,10.5,A,O,0,11.0,10.5,True,O,11.0,feldpausch,20.9036,15.7869,0.65,15.7869
JAM_A02,46,Mouriri collocarpa,Melastomataceae,499059.7922,8988989.791,0.83,17.8,A,O,0,15.89,17.8,True,O,15.89,feldpausch,83.8644,61.2941,0.8333,61.2941
JAM_A02,47,Maquira sclerophylla,Moraceae,499058.6149,8988989.659,0.53,11.0,A,O,0,11.38,11.0,True,O,11.38,feldpausch,23.6621,17.8143,0.5135,17.8143
JAM_A02,48,Astronium gracile,Anacardiaceae,499065.6119,8988989.863,0.73,42.8,A,O,0,27.04,42.8,True,O,27.04,feldpausch,781.0475,547.4298,0.73,547.4298
JAM_A02,49,,,499057.544,8988985.504,,35.1,D,O,0,24.25,35.1,False,O,24.25,feldpausch,476.8468,476.8468,0.6306,500.5547
JAM_A02,62a,Luehea speciosa,Malvaceae,499069.9709,8988975.069,0.51,61.0,A,O,0,32.17,61.0,True,O,32.17,feldpausch,1847.9779,1281.7818,0.5766,1281.7818
JAM_A02,50,NI,NI,499069.0135,8988973.077,0.64,52.8,A,O,0,30.07,52.8,True,O,30.07,feldpausch,1305.2699,908.7417,0.6306,908.7417
