site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2010,dead_2010,hcom_2009,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,3036,,,727366.97,9664494.09,O,8.7,A,6.05,11.94,20100116-20100213,9.1,A,3.29,10.91,20110704-20110711,493.008928009,9.92,11.94,measured,0.4,observed,-2.0,8.3,11.16,8.7,True,O,11.94,measured,7.8999999999999995,11.119581307014473,0.5819,15.6877,11.5901,11.5901,12.123,9.016,9.016,
TAP_A01,3037,,,727379.98,9664493.52,O,7.1,A,1.77,8.81,20100116-20100213,7.3,A,2.05,8.48,20110704-20110711,493.008928009,8.43,8.81,measured,0.2,observed,-2.0,6.9,8.44,7.1,True,O,8.81,measured,6.699999999999999,8.435288458955402,0.5819,7.8418,6.0196,6.0196,6.7117,5.1732,5.1732,
TAP_A01,3038,,,727380.47,9664494.92,O,20.8,A,18.7,26.53,20100116-20100213,21.1,A,16.25,22.92,20110704-20110711,493.008928009,17.78,26.53,measured,0.3,observed,-2.0,20.5,26.04,20.8,True,O,26.53,measured,20.2,26.028896927089107,0.5819,187.451,127.2926,127.2926,173.7766,118.1966,118.1966,
TAP_A01,3039,Virola sebifera,Myristicaceae,727384.81,9664493.78,O,19.6,A,14.0,16.75,20100116-20100213,19.7,A,15.49,21.04,20110704-20110711,493.008928009,17.0,16.75,measured,0.1,observed,-2.0,19.5,16.63,19.6,True,O,16.75,measured,19.400000000000002,16.637366348164253,0.4454,106.5572,77.5918,77.5918,103.7596,75.598,75.598,
TAP_A01,3040,,,727391.32,9664494.17,O,15.5,A,13.05,19.45,20100116-20100213,15.9,A,7.81,17.19,20110704-20110711,493.008928009,14.73,19.45,measured,0.4,observed,-2.0,15.1,18.76,15.5,True,O,19.45,measured,14.7,18.754428718002455,0.5819,77.9783,54.8352,54.8352,67.8599,47.8733,47.8733,
TAP_A01,3041,,,727385.11,9664499.58,O,111.2,D,,32.93,20100116-20100213,111.2,D,,30.42,20110704-20110711,493.008928009,40.25,32.93,measured,0.0,observed,-2.0,111.2,32.93,111.2,False,O,32.93,measured,111.2,32.93,0.5819,6104.172,6104.172,5923.89,6104.172,6104.172,5923.89,
TAP_A01,3042,,,727394.48,9664493.45,O,16.9,A,20.01,23.68,20100116-20100213,17.0,A,14.3,19.34,20110704-20110711,493.008928009,15.41,23.68,measured,0.1,observed,-2.0,16.8,23.5,16.9,True,O,23.68,measured,16.7,23.4903123999491,0.5819,111.8644,76.5733,76.5733,108.4403,74.2813,74.2813,
TAP_A01,3043,,,727399.9,9664496.65,O,36.3,A,27.97,33.78,20100116-20100213,38.1,A,24.81,35.34,20110704-20110711,493.008928009,25.39,33.78,measured,1.8,observed,-2.0,34.5,31.94,36.3,True,O,33.78,measured,32.699999999999996,31.82347417605963,0.5819,703.6719,472.407,472.407,541.4266,365.0922,365.0922,
TAP_A01,3044,,,727400.1,9664493.35,O,6.7,A,5.12,10.27,20100116-20100213,6.8,A,10.57,19.22,20110704-20110711,493.008928009,7.99,10.27,measured,0.1,observed,-2.0,6.6,10.04,6.7,True,O,10.27,measured,6.5,10.038574795572318,0.5819,8.133,6.0768,6.0768,7.4972,5.6138,5.6138,
TAP_A01,3045,,,727401.67,9664494.13,O,15.2,A,12.88,18.02,20100116-20100213,15.7,A,9.69,18.12,20110704-20110711,493.008928009,14.6,18.02,measured,0.5,observed,-2.0,14.7,17.22,15.2,True,O,18.02,measured,14.2,17.193379132498126,0.5819,69.6684,49.5398,49.5398,58.2693,41.6065,41.6065,
TAP_A01,3046,Inga marginata,Fabaceae,727411.24,9664493.25,O,48.9,A,25.48,32.65,20100116-20100213,48.8,D,2.68,22.12,20110704-20110711,493.008928009,28.93,32.65,measured,0.0,observed,-2.0,48.8,32.65,48.9,True,O,32.65,measured,48.9,32.65,0.5518,1217.7035,833.7457,833.7457,1217.7035,833.7457,833.7457,
TAP_A01,3047,Jacaranda copaia,Bignoniaceae,727415.97,9664495.31,O,49.5,A,25.23,34.8,20100116-20100213,50.4,A,27.12,35.93,20110704-20110711,493.008928009,29.4,34.8,measured,0.9,observed,-2.0,48.6,34.17,49.5,True,O,34.8,measured,47.7,34.15788059380044,0.3507,1327.1236,900.0812,900.0812,1212.3156,823.1743,823.1743,
TAP_A01,3048,,,727418.14,9664493.94,O,33.1,A,19.59,29.69,20100116-20100213,33.7,A,19.66,29.97,20110704-20110711,493.008928009,23.69,29.69,measured,0.6,observed,-2.0,32.5,29.08,33.1,True,O,29.69,measured,31.900000000000002,29.059038413736975,0.5819,518.1225,353.4358,353.4358,472.0876,322.5558,322.5558,
TAP_A01,3049,,,727420.21,9664493.12,O,9.2,A,5.12,10.86,20100116-20100213,9.3,A,7.11,9.87,20110704-20110711,493.008928009,10.08,10.86,measured,0.1,observed,-2.0,9.1,10.69,9.2,True,O,10.86,measured,9.0,10.686788377656184,0.5819,15.9494,11.9934,11.9934,15.0417,11.3277,11.3277,
TAP_A01,3050,,,727420.8,9664493.49,O,22.7,A,18.69,23.81,20100116-20100213,23.4,A,14.35,23.36,20110704-20110711,493.008928009,18.99,23.81,measured,0.7,observed,-2.0,22.0,22.89,22.7,True,O,23.81,measured,21.3,22.856343434892,0.5819,200.0508,138.7715,138.7715,169.765,118.1643,118.1643,
TAP_A01,3051,,,727434.11,9664492.85,O,11.1,A,5.39,14.51,20100116-20100213,11.6,A,7.4,12.98,20110704-20110711,493.008928009,11.82,14.51,measured,0.5,observed,-2.0,10.6,13.6,11.1,True,O,14.51,measured,10.1,13.556549655577243,0.5819,30.5294,22.1284,22.1284,23.7615,17.3301,17.3301,
TAP_A01,3052,,,727446.63,9664493.19,L,5.5,A,,,20100116-20100213,5.7,A,,,20110704-20110711,493.008928009,6.99,7.33,local_fit,0.2,observed,-2.0,5.3,6.94,5.5,True,L,6.99,feldpausch,5.1,6.59843268202314,0.5819,3.8007,2.9893,2.9893,3.1004,2.4519,2.4519,
TAP_A01,3053,,,727447.42,9664493.73,O,16.7,A,5.89,10.46,20100116-20100213,16.7,A,8.32,12.32,20110704-20110711,493.008928009,15.22,10.46,measured,0.0,observed,-2.0,16.7,10.46,16.7,True,O,10.46,measured,16.7,10.46,0.5819,49.2341,38.3239,38.3239,49.2341,38.3239,38.3239,
TAP_A01,3054,,,727455.61,9664493.86,O,13.0,A,7.57,12.83,20100116-20100213,13.6,A,9.24,14.46,20110704-20110711,493.008928009,13.22,12.83,measured,0.6,observed,-2.0,12.4,12.02,13.0,True,O,12.83,measured,11.8,11.98148192516599,0.5819,36.8559,27.4458,27.4458,28.5365,21.3818,21.3818,
TAP_A01,3055,,,727457.18,9664493.35,O,13.7,A,7.98,10.43,20100116-20100213,13.9,A,7.64,11.86,20110704-20110711,493.008928009,13.42,10.43,measured,0.2,observed,-2.0,13.5,10.22,13.7,True,O,10.43,measured,13.299999999999999,10.216352231196186,0.5819,33.3568,25.731,25.731,30.8526,23.8433,23.8433,
TAP_A01,3056,,,727458.17,9664493.24,O,13.8,A,6.93,9.73,20100116-20100213,14.2,A,7.48,12.05,20110704-20110711,493.008928009,13.62,9.73,measured,0.4,observed,-2.0,13.4,9.34,13.8,True,O,9.73,measured,13.0,9.332081373070485,0.5819,31.6157,24.6657,24.6657,27.0133,21.1538,21.1538,
TAP_A01,3057,,,727458.86,9664492.83,O,9.6,A,6.23,8.7,20100116-20100213,10.4,A,6.06,8.68,20110704-20110711,493.008928009,10.93,8.7,measured,0.8,observed,-2.0,8.8,7.71,9.6,True,O,8.7,measured,8.0,7.6101004789798,0.5819,13.9581,10.8925,10.8925,8.5808,6.7798,6.7798,
TAP_A01,3058,,,727461.42,9664492.91,O,6.4,A,1.75,4.26,20100116-20100213,6.5,A,1.69,4.56,20110704-20110711,493.008928009,7.72,4.26,measured,0.1,observed,-2.0,6.3,4.16,6.4,True,O,4.26,measured,6.2,4.159146600632214,0.5819,3.1509,2.6995,2.6995,2.8931,2.4842,2.4842,
TAP_A01,3059,,,727463.1,9664492.69,O,5.8,A,6.09,9.3,20100116-20100213,6.2,A,5.46,8.58,20110704-20110711,493.008928009,7.45,9.3,measured,0.4,observed,-2.0,5.4,8.38,5.8,True,O,9.3,measured,5.0,8.304695253600457,0.5819,5.5707,4.1989,4.1989,3.7334,2.8445,2.8445,
TAP_A01,3060,,,727476.61,9664495.88,O,115.8,A,31.73,41.87,20100116-20100213,115.8,A,21.17,37.0,20110704-20110711,493.008928009,40.72,41.87,measured,0.0,observed,-2.0,115.8,41.87,115.8,True,O,41.87,measured,115.8,41.87,0.5819,8352.1269,5730.5091,5730.5091,8352.1269,5730.5091,5730.5091,
TAP_A01,3061,,,727484.2,9664493.66,O,13.8,A,11.56,14.96,20100116-20100213,14.4,A,9.43,17.42,20110704-20110711,493.008928009,13.76,14.96,measured,0.6,observed,-2.0,13.2,14.08,13.8,True,O,14.96,measured,12.600000000000001,14.03617283532616,0.5819,48.1103,35.0681,35.0681,37.8529,27.7492,27.7492,
TAP_A01,3062,,,727487.16,9664494.18,O,23.4,A,15.3,19.09,20100116-20100213,24.1,A,12.01,16.36,20110704-20110711,493.008928009,19.35,19.09,measured,0.7,observed,-2.0,22.7,18.38,23.4,True,O,19.09,measured,22.0,18.353397589767134,0.5819,171.0947,123.0808,123.0808,145.9678,105.3477,105.3477,
TAP_A01,3063,,,727487.95,9664492.98,O,14.1,A,13.64,21.45,20100116-20100213,14.3,A,10.84,16.47,20110704-20110711,493.008928009,13.69,21.45,measured,0.2,observed,-2.0,13.9,21.03,14.1,True,O,21.45,measured,13.7,21.024862934079298,0.5819,71.3197,49.1592,49.1592,66.1191,45.6558,45.6558,
TAP_A01,3064,,,727490.9,9664493.0,O,16.4,A,9.55,14.71,20100116-20100213,16.5,A,6.85,15.19,20110704-20110711,493.008928009,15.1,14.71,measured,0.1,observed,-2.0,16.3,14.59,16.4,True,O,14.71,measured,16.2,14.587962091948738,0.5819,66.2866,48.8488,48.8488,64.1938,47.341,47.341,
TAP_A01,3065,,,727491.99,9664494.84,O,34.5,A,19.1,26.32,20100116-20100213,35.5,A,15.25,26.75,20110704-20110711,493.008928009,24.4,26.32,measured,1.0,observed,-2.0,33.5,25.47,34.5,True,O,26.32,measured,32.5,25.429414975519546,0.5819,499.4392,347.9297,347.9297,429.7989,300.1866,300.1866,
TAP_A01,3066,,,727491.99,9664492.49,O,6.7,A,5.17,9.03,20100116-20100213,6.8,A,5.24,9.79,20110704-20110711,493.008928009,7.99,9.03,measured,0.1,observed,-2.0,6.6,8.83,6.7,True,O,9.03,measured,6.5,8.826517079261736,0.5819,7.1732,5.4697,5.4697,6.6124,5.0529,5.0529,
TAP_A01,3067,,,727496.82,9664494.0,O,18.3,A,15.97,20.56,20100116-20100213,19.0,A,15.06,26.02,20110704-20110711,493.008928009,16.6,20.56,measured,0.7,observed,-2.0,17.6,19.53,18.3,True,O,20.56,measured,16.900000000000002,19.491907438077543,0.5819,113.835,79.9861,79.9861,92.511,65.3031,65.3031,
TAP_A01,3068,,,727500.86,9664492.56,O,26.5,A,13.51,17.43,20100116-20100213,27.6,A,11.68,18.98,20110704-20110711,493.008928009,21.05,17.43,measured,1.1,observed,-2.0,25.4,16.56,26.5,True,O,17.43,measured,24.3,16.515715566572798,0.5819,199.5919,146.532,146.532,159.8939,117.8995,117.8995,
TAP_A01,3069,,,727502.93,9664492.65,O,5.3,A,3.23,4.75,20100116-20100213,5.4,A,2.93,4.74,20110704-20110711,493.008928009,6.71,4.75,measured,0.1,observed,-2.0,5.2,4.62,5.3,True,O,4.75,measured,5.1,4.612373266642503,0.5819,2.4249,2.0237,2.0237,2.1859,1.8293,1.8293,
TAP_A01,3070,,,727508.75,9664492.29,O,7.0,A,5.49,8.0,20100116-20100213,7.1,A,4.27,4.64,20110704-20110711,493.008928009,8.25,8.0,measured,0.1,observed,-2.0,6.9,7.84,7.0,True,O,8.0,measured,6.8,7.828060210250155,0.5819,6.9424,5.4073,5.4073,6.4228,5.0129,5.0129,
TAP_A01,3071,,,727511.81,9664493.32,O,14.8,D,,2.89,20100116-20100213,14.8,D,,2.89,20110704-20110711,493.008928009,14.02,2.89,measured,0.0,observed,-2.0,14.8,2.89,14.8,False,O,2.89,measured,14.8,2.89,0.5819,11.0828,11.0828,10.7554,11.0828,11.0828,10.7554,
TAP_A01,3072,,,727514.86,9664492.09,O,8.3,A,4.13,6.79,20100116-20100213,8.8,A,2.24,6.22,20110704-20110711,493.008928009,9.68,6.79,measured,0.5,observed,-2.0,7.8,6.21,8.3,True,O,6.79,measured,7.300000000000001,6.172957881739878,0.5819,8.2491,6.6479,6.6479,5.8504,4.757,4.757,
TAP_A01,3073,,,727524.92,9664492.15,O,7.1,A,3.4,7.5,20100116-20100213,7.9,A,3.74,5.7,20110704-20110711,493.008928009,8.94,7.5,measured,0.8,observed,-2.0,6.3,6.33,7.1,True,O,7.5,measured,5.5,6.184972635317234,0.5819,6.7016,5.2769,5.2769,3.3728,2.7046,2.7046,
TAP_A01,3074,,,727527.09,9664492.78,O,10.8,A,3.05,8.17,20100116-20100213,11.1,A,4.86,9.39,20110704-20110711,493.008928009,11.45,8.17,measured,0.3,observed,-2.0,10.5,7.85,10.8,True,O,8.17,measured,10.200000000000001,7.840304876517046,0.5819,16.5209,13.095,13.095,14.1944,11.2934,11.2934,
TAP_A01,3075,,,727530.24,9664492.21,O,7.3,A,3.31,6.56,20100116-20100213,7.6,A,4.6,7.07,20110704-20110711,493.008928009,8.68,6.56,measured,0.3,observed,-2.0,7.0,6.17,7.3,True,O,6.56,measured,6.7,6.151991594162554,0.5819,6.2082,4.9996,4.9996,4.9322,3.996,3.996,
TAP_A01,3076,,,727533.79,9664492.08,O,11.3,A,7.44,14.71,20100116-20100213,11.8,A,8.09,11.99,20110704-20110711,493.008928009,11.96,14.71,measured,0.5,observed,-2.0,10.8,13.81,11.3,True,O,14.71,measured,10.3,13.762684533645139,0.5819,32.0376,23.1912,23.1912,25.0549,18.2471,18.2471,
TAP_A01,3077,,,727537.25,9664491.9,O,8.3,A,4.65,9.4,20100116-20100213,10.6,A,5.15,11.34,20110704-20110711,493.008928009,11.08,9.4,measured,2.3,observed,-2.0,6.0,6.17,8.3,True,O,9.4,measured,3.700000000000001,5.085986923812744,0.5819,11.3311,8.6743,8.6743,1.2853,1.043,1.043,
TAP_A01,3078,,,727546.51,9664492.01,O,5.6,A,3.24,8.12,20100116-20100213,6.7,A,1.61,8.94,20110704-20110711,493.008928009,7.9,8.12,measured,1.1,observed,-2.0,4.5,6.0,5.6,True,O,8.12,measured,3.3999999999999995,5.524851749479381,0.5819,4.5567,3.5031,3.5031,1.1814,0.9424,0.9424,
TAP_A01,3079,,,727547.4,9664492.21,O,6.8,A,4.64,7.45,20100116-20100213,7.0,A,3.64,9.41,20110704-20110711,493.008928009,8.17,7.45,measured,0.2,observed,-2.0,6.6,7.12,6.8,True,O,7.45,measured,6.3999999999999995,7.117944152990784,0.5819,6.1199,4.8139,4.8139,5.2002,4.1081,4.1081,
TAP_A01,3080,,,727555.09,9664492.54,O,10.0,A,8.91,12.64,20100116-20100213,10.7,A,7.83,11.24,20110704-20110711,493.008928009,11.15,12.64,measured,0.7,observed,-2.0,9.3,11.43,10.0,True,O,12.64,measured,8.6,11.32204175479327,0.5819,21.7654,16.0431,16.0431,14.5624,10.8434,10.8434,
TAP_A01,3081,,,727555.88,9664491.78,O,22.6,A,10.73,13.31,20100116-20100213,23.7,A,4.22,5.73,20110704-20110711,493.008928009,19.15,13.31,measured,1.1,observed,-2.0,21.5,12.5,22.6,True,O,13.31,measured,20.400000000000002,12.458774055480768,0.5819,112.4289,85.4779,85.4779,86.3063,65.981,65.981,
TAP_A01,3082,,,727560.51,9664492.04,O,15.4,A,9.44,11.99,20100116-20100213,17.0,A,8.26,16.54,20110704-20110711,493.008928009,15.41,11.99,measured,1.6,observed,-2.0,13.8,10.39,15.4,True,O,11.99,measured,12.2,10.193624942882417,0.5819,48.0207,36.4397,36.4397,26.0114,20.0259,20.0259,
TAP_A01,3083,Ocotea sp.,Lauraceae,727564.36,9664494.66,O,32.0,A,16.57,22.12,20100116-20100213,34.9,A,14.14,17.26,20110704-20110711,493.008928009,24.17,22.12,measured,2.9,observed,-2.0,29.1,19.89,32.0,True,O,22.12,measured,26.2,19.61514792824528,0.5245,363.9349,259.6532,259.6532,219.0555,157.7618,157.7618,
TAP_A01,3084,,,727572.54,9664492.14,O,9.4,D,,1.53,20100116-20100213,9.4,D,,1.53,20110704-20110711,493.008928009,10.16,1.53,measured,0.0,observed,-2.0,9.4,1.53,9.4,False,O,1.53,measured,9.4,1.53,0.5819,2.4562,2.4562,2.3837,2.4562,2.4562,2.3837,
TAP_A01,3085,,,727577.67,9664491.59,O,6.0,A,,1.65,20100116-20100213,6.0,A,,1.65,20110704-20110711,493.008928009,7.27,1.65,measured,0.0,observed,-2.0,6.0,1.65,6.0,True,O,1.65,measured,6.0,1.65,0.5819,1.1007,1.0921,1.0921,1.1007,1.0921,1.0921,
TAP_A01,3086,,,727581.32,9664491.91,O,6.3,A,7.89,10.91,20100116-20100213,6.3,A,7.62,9.09,20110704-20110711,493.008928009,7.54,10.91,measured,0.0,observed,-2.0,6.3,10.91,6.3,True,O,10.91,measured,6.3,10.91,0.5819,7.6505,5.6452,5.6452,7.6505,5.6452,5.6452,
TAP_A01,3087,,,727595.81,9664492.43,O,14.5,A,4.53,6.38,20100116-20100213,14.7,A,1.78,6.44,20110704-20110711,493.008928009,13.95,6.38,measured,0.2,observed,-2.0,14.3,6.26,14.5,True,O,6.38,measured,14.1,6.257547267200743,0.5819,23.0651,19.2814,19.2814,21.4302,17.9455,17.9455,
TAP_A01,3088,,,727599.17,9664492.1,O,8.0,A,4.61,13.49,20100116-20100213,8.3,A,5.35,10.7,20110704-20110711,493.008928009,9.27,13.49,measured,0.3,observed,-2.0,7.7,12.76,8.0,True,O,13.49,measured,7.4,12.73091594191058,0.5819,15.0032,10.829,10.829,12.1771,8.8369,8.8369,
TAP_A01,3089,Carapa guianensis,Meliaceae,727600.35,9664491.89,O,27.6,A,19.56,26.12,20100116-20100213,28.4,A,14.02,21.4,20110704-20110711,493.008928009,21.41,26.12,measured,0.8,observed,-2.0,26.8,25.22,27.6,True,O,26.12,measured,26.0,25.180391329160727,0.53,320.6868,221.2899,221.2899,275.3757,190.5791,190.5791,
TAP_A01,3090,Tachigali paniculata,Fabaceae,727611.69,9664491.69,O,55.2,A,27.09,34.9,20100116-20100213,58.0,A,26.4,38.01,20110704-20110711,493.008928009,31.44,34.9,measured,2.8,observed,-2.0,52.4,33.26,55.2,True,O,34.9,measured,49.6,33.13081398104768,0.5545,1646.3546,1121.9379,1121.9379,1269.9524,868.1058,868.1058,
TAP_A01,3091,,,727619.67,9664491.07,O,5.1,A,5.27,8.35,20100116-20100213,5.4,A,4.47,8.51,20110704-20110711,493.008928009,6.71,8.35,measured,0.3,observed,-2.0,4.8,7.63,5.1,True,O,8.35,measured,4.5,7.5846712350242464,0.5819,3.9012,2.9726,2.9726,2.782,2.1393,2.1393,
TAP_A01,3092,,,727611.59,9664490.79,O,10.2,A,6.14,8.34,20100116-20100213,10.3,A,6.09,9.21,20110704-20110711,493.008928009,10.85,8.34,measured,0.1,observed,-2.0,10.1,8.22,10.2,True,O,8.34,measured,10.0,8.22133028895926,0.5819,15.0767,11.8788,11.8788,14.3036,11.2845,11.2845,
TAP_A01,3093,Syagrus cocoides,Arecaceae,727607.74,9664491.08,P,5.3,A,4.67,6.78,20100116-20100213,5.3,A,4.54,6.66,20110704-20110711,493.008928009,6.62,6.78,measured,0.0,observed,-2.0,5.3,6.78,5.3,True,P,6.78,measured,5.3,6.78,0.5819,3.4318,,,3.4318,,,
TAP_A01,3094,,,727606.17,9664491.09,O,8.1,A,5.14,13.69,20100116-20100213,8.1,A,5.77,9.31,20110704-20110711,493.008928009,9.1,13.69,measured,0.0,observed,-2.0,8.1,13.69,8.1,True,O,13.69,measured,8.1,13.69,0.5819,15.5938,11.2359,11.2359,15.5938,11.2359,11.2359,
TAP_A01,3095,,,727605.57,9664491.0,O,13.1,A,9.78,16.59,20100116-20100213,13.8,A,7.45,14.33,20110704-20110711,493.008928009,13.36,16.59,measured,0.7,observed,-2.0,12.4,15.39,13.1,True,O,16.59,measured,11.7,15.316740648753319,0.5819,48.0778,34.3903,34.3903,35.6683,25.6979,25.6979,
TAP_A01,3096,,,727587.04,9664484.91,O,67.4,D,,11.87,20100116-20100213,67.4,D,,8.93,20110704-20110711,493.008928009,33.61,11.87,measured,0.0,observed,-2.0,67.4,11.87,67.4,False,O,11.87,measured,67.4,11.87,0.5819,848.5329,848.5329,823.4722,848.5329,848.5329,823.4722,
TAP_A01,3097,Aspidosperma nitidum,Apocynaceae,727583.39,9664490.99,O,26.5,A,13.1,15.35,20100116-20100213,26.5,D,1.2,14.08,20110704-20110711,493.008928009,20.53,15.35,measured,0.0,observed,-2.0,26.5,15.35,26.5,True,O,15.35,measured,26.5,15.35,0.7635,176.3106,132.065,132.065,176.3106,132.065,132.065,
TAP_A01,3098,,,727575.7,9664490.26,O,20.7,A,15.59,20.83,20100116-20100213,21.4,A,14.97,19.74,20110704-20110711,493.008928009,17.94,20.83,measured,0.7,observed,-2.0,20.0,19.94,20.7,True,O,20.83,measured,19.3,19.896558832534918,0.5819,146.6478,103.4399,103.4399,122.3139,86.6113,86.6113,
TAP_A01,3099,,,727567.32,9664490.73,O,9.3,A,6.54,12.73,20100116-20100213,9.8,A,6.94,12.19,20110704-20110711,493.008928009,10.47,12.73,measured,0.5,observed,-2.0,8.8,11.77,9.3,True,O,12.73,measured,8.3,11.71023662828282,0.5819,19.0218,13.9565,13.9565,14.0417,10.3825,10.3825,
TAP_A01,3100,,,727555.29,9664489.39,O,33.3,A,17.46,26.09,20100116-20100213,33.1,D,10.9,16.32,20110704-20110711,493.008928009,23.44,26.09,measured,0.0,observed,-2.0,33.1,26.09,33.3,True,O,26.09,measured,33.3,26.09,0.5819,462.1155,321.8279,321.8279,462.1155,321.8279,321.8279,
TAP_A01,3101,,,727543.16,9664491.49,O,6.7,A,2.67,9.38,20100116-20100213,7.2,A,5.25,7.67,20110704-20110711,493.008928009,8.34,9.38,measured,0.5,observed,-2.0,6.2,8.38,6.7,True,O,9.38,measured,5.7,8.301502435812615,0.5819,7.4444,5.6425,5.6425,4.8198,3.6956,3.6956,
TAP_A01,3102,,,727541.58,9664490.81,O,13.2,D,,6.92,20100116-20100213,,D,,,20110704-20110711,493.008928009,,6.92,measured,0.2,site_median,-2.0,,,13.2,False,O,6.92,measured,12.799999999999999,6.77210713463164,0.5819,20.7857,20.7857,20.1718,19.1655,19.1655,18.5995,
TAP_A01,3103,,,727535.27,9664491.56,O,7.8,A,2.62,6.39,20100116-20100213,8.8,A,3.1,3.51,20110704-20110711,493.008928009,9.68,6.39,measured,1.0,observed,-2.0,6.8,5.27,7.8,True,O,6.39,measured,5.8,5.115567157916775,0.5819,6.8865,5.5866,5.5866,3.1085,2.5751,2.5751,
TAP_A01,3104,,,727530.15,9664490.81,O,21.3,A,4.07,7.02,20100116-20100213,23.1,A,2.24,4.75,20110704-20110711,493.008928009,18.84,7.02,measured,1.8,observed,-2.0,19.5,6.29,21.3,True,O,7.02,measured,17.7,6.214550947457672,0.5819,53.6392,44.9907,44.9907,33.1797,28.12,28.12,
TAP_A01,3105,,,727525.02,9664491.3,O,10.5,D,,4.12,20100116-20100213,10.5,D,,4.12,20110704-20110711,493.008928009,11.0,4.12,measured,0.0,observed,-2.0,10.5,4.12,10.5,False,O,4.12,measured,10.5,4.12,0.5819,8.0161,8.0161,7.7793,8.0161,8.0161,7.7793,
TAP_A01,3106,,,727524.03,9664491.71,O,10.0,A,3.5,6.62,20100116-20100213,10.1,A,1.87,2.68,20110704-20110711,493.008928009,10.7,6.62,measured,0.1,observed,-2.0,9.9,6.53,10.0,True,O,6.62,measured,9.8,6.523710886485749,0.5819,11.5776,9.4519,9.4519,10.9719,8.9695,8.9695,
TAP_A01,3107,Cecropia palmata,Urticaceae,727522.75,9664488.67,O,37.8,A,16.24,24.54,20100116-20100213,39.8,A,19.63,24.55,20110704-20110711,493.008928009,26.0,24.54,measured,2.0,observed,-2.0,35.8,23.14,37.8,True,O,24.54,measured,33.8,23.038380089594074,0.3404,557.4966,394.4214,394.4214,421.3657,299.4874,299.4874,
TAP_A01,3108,,,727522.26,9664491.78,O,6.8,A,2.6,7.28,20100116-20100213,7.5,A,1.93,2.16,20110704-20110711,493.008928009,8.6,7.28,measured,0.7,observed,-2.0,6.1,6.23,6.8,True,O,7.28,measured,5.4,6.1147678760420465,0.5819,5.9835,4.7239,4.7239,3.2181,2.5829,2.5829,
TAP_A01,3109,,,727520.29,9664491.59,O,7.0,A,2.38,5.19,20100116-20100213,7.6,A,16.8,18.43,20110704-20110711,493.008928009,8.68,5.19,measured,0.6,observed,-2.0,6.4,4.57,7.0,True,O,5.19,measured,5.8,4.5039229092471516,0.5819,4.5509,3.7954,3.7954,2.7452,2.3203,2.3203,
TAP_A01,3110,,,727505.79,9664491.42,O,53.5,A,16.78,26.03,20100116-20100213,53.5,D,1.43,8.06,20110704-20110711,493.008928009,30.27,26.03,measured,0.0,observed,-2.0,53.5,26.03,53.5,True,O,26.03,measured,53.5,26.03,0.5819,1163.3491,829.1343,829.1343,1163.3491,829.1343,829.1343,
TAP_A01,3111,,,727504.31,9664490.83,O,16.0,A,13.43,14.71,20100116-20100213,16.5,A,,,20110704-20110711,493.008928009,15.1,14.71,measured,0.5,observed,-2.0,15.5,14.1,16.0,True,O,14.71,measured,15.0,14.074339727826322,0.5819,63.1674,46.495,46.495,53.3404,39.4145,39.4145,
TAP_A01,3112,,,727498.69,9664492.08,O,16.7,A,9.38,13.98,20100116-20100213,17.0,A,9.15,13.34,20110704-20110711,493.008928009,15.41,13.98,measured,0.3,observed,-2.0,16.4,13.64,16.7,True,O,13.98,measured,16.099999999999998,13.637310111396708,0.5819,65.3459,48.5867,48.5867,59.3854,44.2506,44.2506,
TAP_A01,3113,Apuleia leiocarpa,Fabaceae,727497.9,9664492.09,O,115.5,A,27.45,51.41,20100116-20100213,112.7,A,35.05,47.36,20110704-20110711,493.008928009,40.41,51.41,measured,0.0,observed,-2.0,112.7,51.41,115.5,True,O,51.41,measured,115.5,51.41,0.7992,10153.2057,6743.112,6743.112,10153.2057,6743.112,6743.112,
TAP_A01,3114,,,727494.16,9664491.02,O,24.2,A,13.9,22.45,20100116-20100213,25.4,A,18.53,21.6,20110704-20110711,493.008928009,20.0,22.45,measured,1.2,observed,-2.0,23.0,21.09,24.2,True,O,22.45,measured,21.8,21.006989443341396,0.5819,214.0205,150.3091,150.3091,163.5893,115.5224,115.5224,
TAP_A01,3115,,,727493.17,9664491.53,O,5.9,A,3.6,7.49,20100116-20100213,6.0,A,1.33,6.79,20110704-20110711,493.008928009,7.27,7.49,measured,0.1,observed,-2.0,5.8,7.3,5.9,True,O,7.49,measured,5.7,7.296489247707563,0.5819,4.6629,3.6399,3.6399,4.2494,3.3253,3.3253,
