site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2013,dead_2013,hcom_2013,htot_2013,date_2013,dbh_2018,htot_2018,dead_2018,date_2018,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
AND_A01,23,Cecropia palmata,Urticaceae,296347.7324,9717989.958,O,27.0,False,15.53,23.49,20130824.0,,,True,20180322,6,,23.49,measured,0.36,site_median,0.0,,23.49,27.0,False,O,23.49,measured,27.0,23.49,0.3404,276.9903,276.9903,159.2887,276.9903,276.9903,159.2887,
AND_A01,24,Jacaranda copaia,Bignoniaceae,296352.7048,9717988.82,O,16.1,False,13.38,22.54,20130824.0,,,True,20180322,6,,22.54,measured,0.36,site_median,0.0,,22.54,16.1,False,O,22.54,measured,16.1,22.54,0.3507,96.9768,96.9768,57.4129,96.9768,96.9768,57.4129,
AND_A01,25,,,296352.046,9717982.231,O,12.1,False,15.83,19.26,20130824.0,,,True,20180322,6,,19.26,measured,0.36,site_median,0.0,,19.26,12.1,False,O,19.26,measured,12.1,19.26,0.633,47.6302,47.6302,50.1892,47.6302,47.6302,50.1892,
AND_A01,26,Cecropia palmata,Urticaceae,296357.7356,9717975.07,O,14.7,False,16.96,19.69,20130824.0,,,True,20180322,6,,19.69,measured,0.36,site_median,0.0,,19.69,14.7,False,O,19.69,measured,14.7,19.69,0.3404,71.162,71.162,40.9231,71.162,71.162,40.9231,
AND_A01,27,Cecropia palmata,Urticaceae,296357.967,9717973.056,O,22.9,False,16.04,20.67,20130824.0,,,True,20180322,6,,20.67,measured,0.36,site_median,0.0,,20.67,22.9,False,O,20.67,measured,22.9,20.67,0.3404,177.2686,177.2686,101.9418,177.2686,177.2686,101.9418,
AND_A01,28,Cecropia palmata,Urticaceae,296356.2257,9717972.343,O,10.4,False,14.51,19.52,20130824.0,,,True,20180322,6,,19.52,measured,0.36,site_median,0.0,,19.52,10.4,False,O,19.52,measured,10.4,19.52,0.3404,35.9102,35.9102,20.6509,35.9102,35.9102,20.6509,
AND_A01,29,Cecropia engleriana,Urticaceae,296356.3397,9717972.074,O,10.5,False,12.53,22.57,20130824.0,,,True,20180322,6,,22.57,measured,0.36,site_median,0.0,,22.57,10.5,False,O,22.57,measured,10.5,22.57,0.49,42.1569,42.1569,34.5959,42.1569,42.1569,34.5959,
AND_A01,30,,,296360.69,9717969.955,O,30.0,True,,10.58,20130824.0,,,True,20180322,6,,10.58,measured,0.36,site_median,0.0,,10.58,30.0,True,O,10.58,measured,30.0,10.58,0.633,156.2066,124.8335,124.8335,156.2066,124.8335,124.8335,
AND_A01,31,Inga thibaudiana,Fabaceae,296361.3029,9717968.73,O,14.0,False,10.19,16.11,20130824.0,19.2,,False,20180322,6,16.71,16.11,measured,1.04,observed,0.0,19.2,16.11,14.0,False,O,16.11,measured,14.0,16.11,0.5786,53.1897,53.1897,51.3339,53.1897,53.1897,51.3339,
AND_A01,32,Cecropia palmata,Urticaceae,296363.8109,9717962.484,O,22.9,False,6.22,7.56,20130824.0,,,,20180322,6,,7.56,measured,0.36,site_median,0.0,,7.56,22.9,False,O,7.56,measured,22.9,7.56,0.3404,66.4197,66.4197,38.1959,66.4197,66.4197,38.1959,
AND_A01,33,Carapa guianensis,Meliaceae,296335.7899,9717975.601,O,53.2,False,17.84,31.32,20130824.0,,,,20180322,6,,31.32,measured,0.36,site_median,0.0,,31.32,53.2,False,O,31.32,measured,53.2,31.32,0.53,1378.3586,1378.3586,1221.1805,1378.3586,1378.3586,1221.1805,
AND_A01,34,Carapa guianensis,Meliaceae,296338.9318,9717966.321,O,43.4,False,14.89,21.6,20130824.0,,,,20180322,6,,21.6,measured,0.36,site_median,0.0,,21.6,43.4,False,O,21.6,measured,43.4,21.6,0.53,644.5662,644.5662,571.0645,644.5662,644.5662,571.0645,
AND_A01,35,Tetragastris panamensis,Burseraceae,296335.6901,9717968.905,O,38.7,False,19.67,28.43,20130824.0,39.5,,False,20180322,6,25.89,28.43,measured,0.16,observed,0.0,39.5,28.43,38.7,False,O,28.43,measured,38.7,28.43,0.7173,673.843,673.843,802.1707,673.843,673.843,802.1707,
AND_A01,36,Tetragastris panamensis,Burseraceae,296327.0276,9717945.56,O,45.5,False,13.15,21.26,20130824.0,46.4,,False,20180322,6,28.2,21.26,measured,0.18,observed,0.0,46.4,21.26,45.5,False,O,21.26,measured,45.5,21.26,0.7173,695.9863,695.9863,828.531,695.9863,695.9863,828.531,
AND_A01,37,Carapa guianensis,Meliaceae,296318.4277,9717952.631,O,52.0,False,30.44,37.44,20130824.0,55.7,,False,20180322,6,30.85,37.44,measured,0.74,observed,0.0,55.7,37.44,52.0,False,O,37.44,measured,52.0,37.44,0.53,1569.1881,1569.1881,1390.2491,1569.1881,1569.1881,1390.2491,
AND_A01,38,Tetragastris panamensis,Burseraceae,296335.9607,9717979.894,O,37.6,False,24.93,25.79,20130824.0,37.7,,False,20180322,6,25.24,25.79,measured,0.02,observed,0.0,37.7,25.79,37.6,False,O,25.79,measured,37.6,25.79,0.7173,579.1671,579.1671,689.4646,579.1671,579.1671,689.4646,
AND_A01,39,Sterculia pruriens,Malvaceae,296335.3885,9717976.494,O,45.1,False,25.16,30.73,20130824.0,46.1,,False,20180322,6,28.1,30.73,measured,0.2,observed,0.0,46.1,30.73,45.1,False,O,30.73,measured,45.1,30.73,0.4862,980.109,980.109,798.2338,980.109,980.109,798.2338,
AND_A01,40,Eschweilera coriacea,Lecythidaceae,296336.9435,9717982.405,O,43.3,False,20.18,27.88,20130824.0,44.3,,False,20180322,6,27.53,27.88,measured,0.2,observed,0.0,44.3,27.88,43.3,False,O,27.88,measured,43.3,27.88,0.8521,823.1724,823.1724,1159.2195,823.1724,823.1724,1159.2195,
AND_A01,41,Jacaratia spinosa,Caricaceae,296336.8992,9717952.797,O,36.7,False,15.59,16.49,20130824.0,39.7,,False,20180322,6,25.97,16.49,measured,0.6,observed,0.0,39.7,16.49,36.7,False,O,16.49,measured,36.7,16.49,0.265,357.023,357.023,160.8083,357.023,357.023,160.8083,
AND_A01,105,Inga alba,Fabaceae,296343.181,9717989.793,O,,,,,,24.5,19.33,,20180322,6,19.55,19.33,measured,0.36,site_median,0.0,24.5,19.33,,False,O,19.55,feldpausch,,19.55,0.5861,,,,,,,
AND_A01,106,Brosimum guianense,Moraceae,296339.4443,9717996.496,O,,,,,,19.5,16.85,,20180322,6,16.88,16.85,measured,0.36,site_median,0.0,19.5,16.85,,False,O,16.88,feldpausch,,16.88,0.8435,,,,,,,
AND_A01,107,Zollernia paraensis,Fabaceae,296336.0505,9717998.915,O,,,,,,10.1,11.22,,20180322,6,10.7,11.22,measured,0.36,site_median,0.0,10.1,11.22,,False,O,10.7,feldpausch,,10.7,0.99,,,,,,,
AND_A01,108,Protium hebetatum,Burseraceae,296336.1045,9717996.829,O,,,,,,18.5,16.32,,20180322,6,16.31,16.32,measured,0.36,site_median,0.0,18.5,16.32,,False,O,16.31,feldpausch,,16.31,0.5773,,,,,,,
AND_A01,109,Cordia scabrifolia,Boraginaceae,296336.4811,9717996.454,O,,,,,,13.1,13.2,,20180322,6,12.88,13.2,measured,0.36,site_median,0.0,13.1,13.2,,False,O,12.88,feldpausch,,12.88,0.474,,,,,,,
AND_A01,110,Simaba cedron,Simaroubaceae,296334.406,9717996.562,O,,,,,,10.3,11.36,,20180322,6,10.85,11.36,measured,0.36,site_median,0.0,10.3,11.36,,False,O,10.85,feldpausch,,10.85,0.4743,,,,,,,
AND_A01,111,Cordia scabrifolia,Boraginaceae,296333.479,9717995.027,O,,,,,,10.2,11.29,,20180322,6,10.78,11.29,measured,0.36,site_median,0.0,10.2,11.29,,False,O,10.78,feldpausch,,10.78,0.474,,,,,,,
AND_A01,112,Cordia scabrifolia,Boraginaceae,296332.631,9717995.738,O,,,,,,10.1,11.22,,20180322,6,10.7,11.22,measured,0.36,site_median,0.0,10.1,11.22,,False,O,10.7,feldpausch,,10.7,0.474,,,,,,,
AND_A01,113,Tetragastris panamensis,Burseraceae,296329.935,9717993.38,O,,,,,,17.0,15.5,,20180322,6,15.41,15.5,measured,0.36,site_median,0.0,17.0,15.5,,False,O,15.41,feldpausch,,15.41,0.7173,,,,,,,
AND_A01,114,Cordia scabrifolia,Boraginaceae,296337.1741,9717993.89,O,,,,,,13.7,13.57,,20180322,6,13.29,13.57,measured,0.36,site_median,0.0,13.7,13.57,,False,O,13.29,feldpausch,,13.29,0.474,,,,,,,
AND_A01,115,Tachigali paniculata,Fabaceae,296341.9148,9717989.068,O,,,,,,13.1,13.2,,20180322,6,12.88,13.2,measured,0.36,site_median,0.0,13.1,13.2,,False,O,12.88,feldpausch,,12.88,0.5545,,,,,,,
AND_A01,116,Cordia scabrifolia,Boraginaceae,296345.945,9717990.706,O,,,,,,12.0,12.5,,20180322,6,12.11,12.5,measured,0.36,site_median,0.0,12.0,12.5,,False,O,12.11,feldpausch,,12.11,0.474,,,,,,,
AND_A01,117,Lecythis idatimon,Lecythidaceae,296347.2978,9717987.041,O,,,,,,14.6,14.12,,20180322,6,13.89,14.12,measured,0.36,site_median,0.0,14.6,14.12,,False,O,13.89,feldpausch,,13.89,0.7986,,,,,,,
AND_A01,118,Simarouba amara,Simaroubaceae,296348.3544,9717987.998,O,,,,,,25.6,19.84,,20180322,6,20.09,19.84,measured,0.36,site_median,0.0,25.6,19.84,,False,O,20.09,feldpausch,,20.09,0.3833,,,,,,,
AND_A01,119,,,296360.0726,9717969.491,O,,,,,,11.1,11.91,,20180322,6,11.45,11.91,measured,0.36,site_median,0.0,11.1,11.91,,False,O,11.45,feldpausch,,11.45,0.633,,,,,,,
AND_A01,120,,,296360.8485,9717968.122,O,,,,,,10.9,11.77,,20180322,6,11.3,11.77,measured,0.36,site_median,0.0,10.9,11.77,,False,O,11.3,feldpausch,,11.3,0.633,,,,,,,
AND_A01,121,Cecropia palmata,Urticaceae,296353.7007,9717971.31,O,,,,,,22.7,18.47,,20180322,6,18.63,18.47,measured,0.36,site_median,0.0,22.7,18.47,,False,O,18.63,feldpausch,,18.63,0.3404,,,,,,,
AND_A01,122,Tetragastris panamensis,Burseraceae,296352.979,9717972.28,O,,,,,,12.9,13.07,,20180322,6,12.74,13.07,measured,0.36,site_median,0.0,12.9,13.07,,False,O,12.74,feldpausch,,12.74,0.7173,,,,,,,
AND_A01,123,Inga alba,Fabaceae,296348.8141,9717974.796,O,,,,,,11.9,12.43,,20180322,6,12.03,12.43,measured,0.36,site_median,0.0,11.9,12.43,,False,O,12.03,feldpausch,,12.03,0.5861,,,,,,,
AND_A01,124,Tachigali myrmecophila,Fabaceae,296346.1828,9717979.207,O,,,,,,11.7,12.3,,20180322,6,11.89,12.3,measured,0.36,site_median,0.0,11.7,12.3,,False,O,11.89,feldpausch,,11.89,0.476,,,,,,,
AND_A01,125,Jacaratia spinosa,Caricaceae,296346.5627,9717980.733,O,,,,,,27.4,20.66,,20180322,6,20.95,20.66,measured,0.36,site_median,0.0,27.4,20.66,,False,O,20.95,feldpausch,,20.95,0.265,,,,,,,
AND_A01,126,Pouteria guianensis,Sapotaceae,296347.7282,9717980.681,O,,,,,,12.0,12.5,,20180322,6,12.11,12.5,measured,0.36,site_median,0.0,12.0,12.5,,False,O,12.11,feldpausch,,12.11,0.9295,,,,,,,
AND_A01,127,,,296352.0711,9717984.876,O,,,,,,10.7,11.64,,20180322,6,11.15,11.64,measured,0.36,site_median,0.0,10.7,11.64,,False,O,11.15,feldpausch,,11.15,0.633,,,,,,,
AND_A01,128,,,296346.8109,9717983.786,O,,,,,,15.6,14.7,True,20180322,6,14.54,14.7,measured,0.36,site_median,0.0,15.6,14.7,,False,O,14.54,feldpausch,,14.54,0.633,,,,,,,
AND_A01,129,Simarouba amara,Simaroubaceae,296343.5403,9717986.039,O,,,,,,26.1,20.07,,20180322,6,20.34,20.07,measured,0.36,site_median,0.0,26.1,20.07,,False,O,20.34,feldpausch,,20.34,0.3833,,,,,,,
AND_A01,130,Gustavia augusta,Lecythidaceae,296343.2156,9717984.853,O,,,,,,11.5,12.17,,20180322,6,11.75,12.17,measured,0.36,site_median,0.0,11.5,12.17,,False,O,11.75,feldpausch,,11.75,0.65,,,,,,,
AND_A01,131,Tetragastris panamensis,Burseraceae,296336.9284,9717980.077,O,,,,,,31.2,22.29,,20180322,6,22.65,22.29,measured,0.36,site_median,0.0,31.2,22.29,,False,O,22.65,feldpausch,,22.65,0.7173,,,,,,,
AND_A01,132,Inga thibaudiana,Fabaceae,296341.9743,9717978.124,O,,,,,,10.7,11.64,,20180322,6,11.15,11.64,measured,0.36,site_median,0.0,10.7,11.64,,False,O,11.15,feldpausch,,11.15,0.5786,,,,,,,
AND_A01,133,,,296344.034,9717975.798,O,,,,,,24.1,19.14,True,20180322,6,19.35,19.14,measured,0.36,site_median,0.0,24.1,19.14,,False,O,19.35,feldpausch,,19.35,0.633,,,,,,,
AND_A01,134,Cordia scabrifolia,Boraginaceae,296350.8256,9717978.044,O,,,,,,15.5,14.65,,20180322,6,14.47,14.65,measured,0.36,site_median,0.0,15.5,14.65,,False,O,14.47,feldpausch,,14.47,0.474,,,,,,,
AND_A01,135,Pouteria sp.,Sapotaceae,296349.3479,9717974.276,O,,,,,,25.8,19.93,,20180322,6,20.19,19.93,measured,0.36,site_median,0.0,25.8,19.93,,False,O,20.19,feldpausch,,20.19,0.7187,,,,,,,
AND_A01,136,Cordia scabrifolia,Boraginaceae,296345.4292,9717967.924,O,,,,,,38.6,25.21,,20180322,6,25.57,25.21,measured,0.36,site_median,0.0,38.6,25.21,,False,O,25.57,feldpausch,,25.57,0.474,,,,,,,
AND_A01,137,,,296349.344,9717967.415,O,,,,,,21.5,17.87,True,20180322,6,17.99,17.87,measured,0.36,site_median,0.0,21.5,17.87,,False,O,17.99,feldpausch,,17.99,0.633,,,,,,,
AND_A01,138,Eriotheca globosa,Malvaceae,296352.1141,9717964.328,O,,,,,,11.0,11.84,,20180322,6,11.38,11.84,measured,0.36,site_median,0.0,11.0,11.84,,False,O,11.38,feldpausch,,11.38,0.41,,,,,,,
AND_A01,139,Tetragastris panamensis,Burseraceae,296358.7753,9717961.786,O,,,,,,21.4,17.82,,20180322,6,17.94,17.82,measured,0.36,site_median,0.0,21.4,17.82,,False,O,17.94,feldpausch,,17.94,0.7173,,,,,,,
AND_A01,140,Tetragastris panamensis,Burseraceae,296356.8874,9717958.899,O,,,,,,27.4,20.66,,20180322,6,20.95,20.66,measured,0.36,site_median,0.0,27.4,20.66,,False,O,20.95,feldpausch,,20.95,0.7173,,,,,,,
AND_A01,141,Gustavia augusta,Lecythidaceae,296358.2773,9717958.942,O,,,,,,11.0,11.84,,20180322,6,11.38,11.84,measured,0.36,site_median,0.0,11.0,11.84,,False,O,11.38,feldpausch,,11.38,0.65,,,,,,,
AND_A01,142,Pouteria sp.,Sapotaceae,296353.5139,9717956.455,O,,,,,,10.5,11.5,,20180322,6,11.0,11.5,measured,0.36,site_median,0.0,10.5,11.5,,False,O,11.0,feldpausch,,11.0,0.7187,,,,,,,
AND_A01,143,Inga alba,Fabaceae,296330.27,9717990.245,O,,,,,,45.1,27.54,,20180322,6,27.79,27.54,measured,0.36,site_median,0.0,45.1,27.54,,False,O,27.79,feldpausch,,27.79,0.5861,,,,,,,
AND_A01,42,Himatanthus sucuuba,Euphorbiaceae,296411.0481,9717851.286,O,14.0,False,7.94,12.43,20130824.0,14.3,,False,20180322,7,13.69,12.43,measured,0.06,observed,0.0,14.3,12.43,14.0,False,O,12.43,measured,14.0,12.43,0.462,41.2959,41.2959,31.9979,41.2959,41.2959,31.9979,
AND_A01,43,Gustavia poeppigiana,Lecythidaceae,296396.4672,9717864.643,O,11.0,False,4.85,7.55,20130824.0,11.2,,False,20180322,7,11.53,7.55,measured,0.04,observed,0.0,11.2,7.55,11.0,False,O,7.55,measured,11.0,7.55,0.6414,15.8539,15.8539,16.9211,15.8539,15.8539,16.9211,
AND_A01,44,Eschweilera coriacea,Lecythidaceae,296411.0459,9717852.934,O,11.0,False,7.85,11.91,20130824.0,,,True,20180322,7,,11.91,measured,0.36,site_median,0.0,,11.91,11.0,False,O,11.91,measured,11.0,11.91,0.8521,24.7371,24.7371,34.8357,24.7371,24.7371,34.8357,
AND_A01,45,Pouteria sp.,Sapotaceae,296410.4806,9717846.201,O,17.3,False,8.29,12.06,20130824.0,17.8,,False,20180322,7,15.89,12.06,measured,0.1,observed,0.0,17.8,12.06,17.3,False,O,12.06,measured,17.3,12.06,0.7187,60.6068,60.6068,72.2858,60.6068,60.6068,72.2858,
AND_A01,46,Licania guianensis,Chrysobalanaceae,296413.9544,9717846.579,O,12.6,False,9.14,12.03,20130824.0,,,True,20180322,7,,12.03,measured,0.36,site_median,0.0,,12.03,12.6,False,O,12.03,measured,12.6,12.03,0.8165,32.5629,32.5629,43.986,32.5629,32.5629,43.986,
AND_A01,47,Euterpe oleracea,Arecaceae,296413.8624,9717842.644,P,12.2,False,14.31,17.95,20130824.0,,,True,20180322,7,,17.95,measured,0.36,site_median,0.0,,17.95,12.2,False,P,17.95,measured,12.2,17.95,0.3877,45.1858,18.2902,18.2902,45.1858,18.2902,18.2902,
AND_A01,48,Euterpe oleracea,Arecaceae,296413.0352,9717841.341,P,12.8,False,13.37,15.93,20130824.0,12.8,,False,20180322,7,12.67,15.93,measured,0.0,observed,0.0,12.8,15.93,12.8,False,P,15.93,measured,12.8,15.93,0.3877,44.1669,20.87,20.87,44.1669,20.87,20.87,
AND_A01,49,Sterculia pruriens,Malvaceae,296415.0032,9717842.118,O,11.4,False,8.92,10.21,20130824.0,,,,20180322,7,,10.21,measured,0.36,site_median,0.0,,10.21,11.4,False,O,10.21,measured,11.4,10.21,0.4862,22.8217,22.8217,18.5868,22.8217,22.8217,18.5868,
AND_A01,50,Licania canescens,Chrysobalanaceae,296417.2235,9717834.195,O,12.7,False,13.37,16.77,20130824.0,,,True,20180322,7,,16.77,measured,0.36,site_median,0.0,,16.77,12.7,False,O,16.77,measured,12.7,16.77,0.88,45.733,45.733,66.4614,45.733,45.733,66.4614,
AND_A01,51,Pouteria gongrijpii,Sapotaceae,296419.9323,9717832.741,O,22.1,False,20.88,25.17,20130824.0,23.6,,False,20180322,7,19.1,25.17,measured,0.3,observed,0.0,23.6,25.17,22.1,False,O,25.17,measured,22.1,25.17,0.7994,200.4363,200.4363,265.2153,200.4363,200.4363,265.2153,
AND_A01,52,,,296419.0343,9717831.983,O,53.0,True,,21.54,20130824.0,,,True,20180322,7,,21.54,measured,0.36,site_median,0.0,,21.54,53.0,True,O,21.54,measured,53.0,21.54,0.633,949.5,696.9573,696.9573,949.5,696.9573,696.9573,
AND_A01,53,Sagotia racemosa,Euphorbiaceae,296419.8155,9717831.319,O,11.6,False,9.02,11.65,20130824.0,,,True,20180322,7,,11.65,measured,0.36,site_median,0.0,,11.65,11.6,False,O,11.65,measured,11.6,11.65,0.58,26.8545,26.8545,25.9805,26.8545,26.8545,25.9805,
AND_A01,54,Pseudopiptadenia suaveolens,Fabaceae,296405.4849,9717824.876,O,49.4,False,12.25,18.07,20130824.0,,,True,20180322,7,,18.07,measured,0.36,site_median,0.0,,18.07,49.4,False,O,18.07,measured,49.4,18.07,0.6797,697.2794,697.2794,787.5566,697.2794,697.2794,787.5566,
AND_A01,144,,,296398.0778,9717867.743,O,,,,,,16.6,15.27,True,20180322,7,15.16,15.27,measured,0.36,site_median,0.0,16.6,15.27,,False,O,15.16,feldpausch,,15.16,0.633,,,,,,,
AND_A01,145,Eriotheca globosa,Malvaceae,296399.0383,9717861.806,O,,,,,,13.0,13.14,,20180322,7,12.81,13.14,measured,0.36,site_median,0.0,13.0,13.14,,False,O,12.81,feldpausch,,12.81,0.41,,,,,,,
AND_A01,146,Brosimum acutifolium,Moraceae,296395.0878,9717863.363,O,,,,,,11.3,12.04,,20180322,7,11.6,12.04,measured,0.36,site_median,0.0,11.3,12.04,,False,O,11.6,feldpausch,,11.6,0.6403,,,,,,,
AND_A01,147,Cordia scabrifolia,Boraginaceae,296403.0211,9717858.338,O,,,,,,18.5,16.32,,20180322,7,16.31,16.32,measured,0.36,site_median,0.0,18.5,16.32,,False,O,16.31,feldpausch,,16.31,0.474,,,,,,,
AND_A01,148,Eriotheca globosa,Malvaceae,296397.5561,9717858.05,O,,,,,,12.3,12.69,,20180322,7,12.32,12.69,measured,0.36,site_median,0.0,12.3,12.69,,False,O,12.32,feldpausch,,12.32,0.41,,,,,,,
AND_A01,149,Vatairea sericea,Fabaceae,296396.6998,9717859.68,O,,,,,,11.4,12.11,,20180322,7,11.67,12.11,measured,0.36,site_median,0.0,11.4,12.11,,False,O,11.67,feldpausch,,11.67,0.665,,,,,,,
AND_A01,150,Cecropia palmata,Urticaceae,296393.6371,9717857.082,O,,,,,,27.6,20.74,,20180322,7,21.05,20.74,measured,0.36,site_median,0.0,27.6,20.74,,False,O,21.05,feldpausch,,21.05,0.3404,,,,,,,
AND_A01,151,Pouteria sp.,Sapotaceae,296390.4225,9717859.705,O,,,,,,11.5,12.17,,20180322,7,11.75,12.17,measured,0.36,site_median,0.0,11.5,12.17,,False,O,11.75,feldpausch,,11.75,0.7187,,,,,,,
AND_A01,152,,,296397.709,9717853.033,O,,,,,,14.5,14.06,,20180322,7,13.82,14.06,measured,0.36,site_median,0.0,14.5,14.06,,False,O,13.82,feldpausch,,13.82,0.633,,,,,,,
AND_A01,153,Protium paniculatum,Burseraceae,296405.8222,9717856.091,O,,,,,,13.4,13.39,,20180322,7,13.08,13.39,measured,0.36,site_median,0.0,13.4,13.39,,False,O,13.08,feldpausch,,13.08,0.49,,,,,,,
AND_A01,154,Simaba cedron,Simaroubaceae,296407.0175,9717850.324,O,,,,,,14.9,14.29,,20180322,7,14.08,14.29,measured,0.36,site_median,0.0,14.9,14.29,,False,O,14.08,feldpausch,,14.08,0.4743,,,,,,,
AND_A01,155,,,296409.4874,9717851.173,O,,,,,,15.4,14.59,True,20180322,7,14.41,14.59,measured,0.36,site_median,0.0,15.4,14.59,,False,O,14.41,feldpausch,,14.41,0.633,,,,,,,
AND_A01,156,Tetragastris panamensis,Burseraceae,296405.442,9717849.622,O,,,,,,15.9,14.88,,20180322,7,14.73,14.88,measured,0.36,site_median,0.0,15.9,14.88,,False,O,14.73,feldpausch,,14.73,0.7173,,,,,,,
AND_A01,157,Pouteria guianensis,Sapotaceae,296409.5013,9717848.064,O,,,,,,22.2,18.22,,20180322,7,18.37,18.22,measured,0.36,site_median,0.0,22.2,18.22,,False,O,18.37,feldpausch,,18.37,0.9295,,,,,,,
AND_A01,158,Euterpe oleracea,Arecaceae,296412.0006,9717848.447,P,,,,,,11.0,11.84,,20180322,7,11.38,11.84,measured,0.36,site_median,0.0,11.0,11.84,,False,P,11.38,feldpausch,,11.38,0.3877,,,,,,,
AND_A01,159,Licania guianensis,Chrysobalanaceae,296405.9107,9717844.62,O,,,,,,21.8,18.02,,20180322,7,18.15,18.02,measured,0.36,site_median,0.0,21.8,18.02,,False,O,18.15,feldpausch,,18.15,0.8165,,,,,,,
AND_A01,160,,,296403.2599,9717845.554,O,,,,,,23.5,18.85,True,20180322,7,19.05,18.85,measured,0.36,site_median,0.0,23.5,18.85,,False,O,19.05,feldpausch,,19.05,0.633,,,,,,,
AND_A01,161,Tetragastris panamensis,Burseraceae,296405.2933,9717842.712,O,,,,,,16.0,14.93,,20180322,7,14.79,14.93,measured,0.36,site_median,0.0,16.0,14.93,,False,O,14.79,feldpausch,,14.79,0.7173,,,,,,,
AND_A01,162,Inga thibaudiana,Fabaceae,296408.4093,9717842.949,O,,,,,,11.7,12.3,,20180322,7,11.89,12.3,measured,0.36,site_median,0.0,11.7,12.3,,False,O,11.89,feldpausch,,11.89,0.5786,,,,,,,
AND_A01,163,Simaba cedron,Simaroubaceae,296412.7502,9717842.5,O,,,,,,11.1,11.91,,20180322,7,11.45,11.91,measured,0.36,site_median,0.0,11.1,11.91,,False,O,11.45,feldpausch,,11.45,0.4743,,,,,,,
AND_A01,164,Pouteria guianensis,Sapotaceae,296411.6725,9717839.823,O,,,,,,13.5,13.45,,20180322,7,13.15,13.45,measured,0.36,site_median,0.0,13.5,13.45,,False,O,13.15,feldpausch,,13.15,0.9295,,,,,,,
AND_A01,165,Euterpe oleracea,Arecaceae,296416.3543,9717839.137,P,,,,,,10.8,11.7,,20180322,7,11.23,11.7,measured,0.36,site_median,0.0,10.8,11.7,,False,P,11.23,feldpausch,,11.23,0.3877,,,,,,,
AND_A01,166,Euterpe oleracea,Arecaceae,296416.6093,9717838.652,P,,,,,,10.9,11.77,,20180322,7,11.3,11.77,measured,0.36,site_median,0.0,10.9,11.77,,False,P,11.3,feldpausch,,11.3,0.3877,,,,,,,
AND_A01,167,Tetragastris panamensis,Burseraceae,296413.5919,9717836.171,O,,,,,,22.7,18.47,,20180322,7,18.63,18.47,measured,0.36,site_median,0.0,22.7,18.47,,False,O,18.63,feldpausch,,18.63,0.7173,,,,,,,
AND_A01,168,Sterculia pruriens,Malvaceae,296412.6188,9717833.912,O,,,,,,22.1,18.17,,20180322,7,18.31,18.17,measured,0.36,site_median,0.0,22.1,18.17,,False,O,18.31,feldpausch,,18.31,0.4862,,,,,,,
AND_A01,169,,,296411.3316,9717831.223,O,,,,,,23.6,18.9,True,20180322,7,19.1,18.9,measured,0.36,site_median,0.0,23.6,18.9,,False,O,19.1,feldpausch,,19.1,0.633,,,,,,,
AND_A01,170,,,296410.1004,9717834.182,O,,,,,,16.1,14.99,True,20180322,7,14.85,14.99,measured,0.36,site_median,0.0,16.1,14.99,,False,O,14.85,feldpausch,,14.85,0.633,,,,,,,
AND_A01,171,,,296409.1419,9717837.445,O,,,,,,20.5,17.37,True,20180322,7,17.45,17.37,measured,0.36,site_median,0.0,20.5,17.37,,False,O,17.45,feldpausch,,17.45,0.633,,,,,,,
AND_A01,55,Virola mollissima,Myristicaceae,296459.3875,9717733.699,O,26.2,False,19.09,25.7,20130824.0,29.0,,False,20180322,8,21.68,25.7,measured,0.56,observed,0.0,29.0,25.7,26.2,False,O,25.7,measured,26.2,25.7,0.4734,285.154,285.154,226.2776,285.154,285.154,226.2776,
AND_A01,56,Sagotia racemosa,Euphorbiaceae,296463.8562,9717727.014,O,14.0,False,11.13,16.25,20130824.0,14.4,,False,20180322,8,13.76,16.25,measured,0.08,observed,0.0,14.4,16.25,14.0,False,O,16.25,measured,14.0,16.25,0.58,53.6408,53.6408,51.895,53.6408,53.6408,51.895,
AND_A01,57,Pourouma minor,Urticaceae,296460.4137,9717726.899,O,36.0,False,23.86,31.03,20130824.0,,,True,20180322,8,,31.03,measured,0.36,site_median,0.0,,31.03,36.0,False,O,31.03,measured,36.0,31.03,0.436,637.2975,637.2975,466.6652,637.2975,637.2975,466.6652,
AND_A01,58,Minquartia guianensis,Olacaceae,296459.0427,9717725.172,O,50.2,False,18.22,25.59,20130824.0,,,True,20180322,8,,25.59,measured,0.36,site_median,0.0,,25.59,50.2,False,O,25.59,measured,50.2,25.59,0.7867,1010.441,1010.441,1316.2935,1010.441,1010.441,1316.2935,
AND_A01,59,Parkia sp.,Fabaceae,296463.0298,9717724.598,O,71.5,False,26.72,41.03,20130824.0,76.2,,False,20180322,8,35.35,41.03,measured,0.94,observed,0.0,76.2,41.03,71.5,False,O,41.03,measured,71.5,41.03,0.4553,3194.8698,3194.8698,2440.6052,3194.8698,3194.8698,2440.6052,
