site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2013,dead_2013,hcom_2013,htot_2013,date_2013,dbh_2018,htot_2018,dead_2018,date_2018,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
AND_A01,40,Protium paniculatum,Burseraceae,296177.0552,9717898.189,O,16.1,False,12.78,16.31,20130826.0,,,True,20180323,10,,16.31,measured,0.36,site_median,0.0,,16.31,16.1,False,O,16.31,measured,16.1,16.31,0.49,70.7196,70.7196,58.0358,70.7196,70.7196,58.0358,
AND_A01,41,,,296173.1535,9717896.033,O,43.0,True,,2.37,20130826.0,,,True,20180323,10,,2.37,measured,0.36,site_median,0.0,,2.37,43.0,True,O,2.37,measured,43.0,2.37,0.633,73.2395,75.4294,75.4294,73.2395,75.4294,75.4294,
AND_A01,42,Eschweilera coriacea,Lecythidaceae,296177.6616,9717895.319,O,17.4,False,13.63,18.35,20130826.0,,,True,20180323,10,,18.35,measured,0.36,site_median,0.0,,18.35,17.4,False,O,18.35,measured,17.4,18.35,0.8521,92.3255,92.3255,130.0159,92.3255,92.3255,130.0159,
AND_A01,43,Eperua bijuga,Fabaceae,296177.1656,9717890.8,O,15.3,False,14.64,15.55,20130826.0,17.1,,False,20180323,10,15.47,15.55,measured,0.36,observed,0.0,17.1,15.55,15.3,False,O,15.55,measured,15.3,15.55,0.729,61.1093,61.1093,73.9016,61.1093,61.1093,73.9016,
AND_A01,44,Carapa guianensis,Meliaceae,296166.2743,9717885.729,O,53.2,False,14.42,23.13,20130826.0,53.8,,False,20180323,10,30.35,23.13,measured,0.12,observed,0.0,53.8,23.13,53.2,False,O,23.13,measured,53.2,23.13,0.53,1025.3582,1025.3582,908.4337,1025.3582,1025.3582,908.4337,
AND_A01,45,Dimorphandra macrostachya,Fabaceae,296176.2169,9717887.555,O,18.1,False,13.96,18.36,20130826.0,22.5,,False,20180323,10,18.53,18.36,measured,0.88,observed,0.0,22.5,18.36,18.1,False,O,18.36,measured,18.1,18.36,0.695,99.7675,99.7675,115.1571,99.7675,99.7675,115.1571,
AND_A01,46,Lecythis idatimon,Lecythidaceae,296179.438,9717885.962,O,11.2,False,7.33,9.65,20130826.0,11.3,,False,20180323,10,11.6,9.65,measured,0.02,observed,0.0,11.3,9.65,11.2,False,O,9.65,measured,11.2,9.65,0.7986,20.8657,20.8657,27.5814,20.8657,20.8657,27.5814,
AND_A01,47,Banara guianensis,Salicaceae,296182.6375,9717881.474,O,14.4,False,13.08,16.05,20130826.0,,,True,20180323,10,,16.05,measured,0.36,site_median,0.0,,16.05,14.4,False,O,16.05,measured,14.4,16.05,0.61,55.9922,55.9922,56.9029,55.9922,55.9922,56.9029,
AND_A01,48,Inga grandis,Fabaceae,296183.0631,9717880.29,O,12.2,False,10.91,15.75,20130826.0,15.8,,False,20180323,10,14.66,15.75,measured,0.72,observed,0.0,15.8,15.75,12.2,False,O,15.75,measured,12.2,15.75,0.5786,39.7723,39.7723,38.3846,39.7723,39.7723,38.3846,
AND_A01,49,Simarouba amara,Simaroubaceae,296182.8879,9717877.846,O,11.1,False,12.11,15.22,20130826.0,,,True,20180323,10,,15.22,measured,0.36,site_median,0.0,,15.22,11.1,False,O,15.22,measured,11.1,15.22,0.3833,31.9866,31.9866,20.6568,31.9866,31.9866,20.6568,
AND_A01,50,,,296158.8941,9717876.955,O,57.0,True,,6.12,20130826.0,,,True,20180323,10,,6.12,measured,0.36,site_median,0.0,,6.12,57.0,True,O,6.12,measured,57.0,6.12,0.633,320.4777,287.9863,287.9863,320.4777,287.9863,287.9863,
AND_A01,51,Eschweilera coriacea,Lecythidaceae,296143.2814,9717864.838,O,41.2,False,19.06,28.49,20130826.0,43.7,,False,20180323,10,27.33,28.49,measured,0.5,observed,0.0,43.7,28.49,41.2,False,O,28.49,measured,41.2,28.49,0.8521,762.9918,762.9918,1074.4712,762.9918,762.9918,1074.4712,
AND_A01,52,Lecythis idatimon,Lecythidaceae,296136.1889,9717886.309,O,37.6,False,20.39,32.53,20130826.0,38.0,,False,20180323,10,25.35,32.53,measured,0.08,observed,0.0,38.0,32.53,37.6,False,O,32.53,measured,37.6,32.53,0.7986,726.4682,726.4682,960.283,726.4682,726.4682,960.283,
AND_A01,53,Pouteria gongrijpii,Sapotaceae,296138.6637,9717888.26,O,40.8,False,22.73,32.73,20130826.0,40.8,,False,20180323,10,26.35,32.73,measured,0.0,observed,0.0,40.8,32.73,40.8,False,O,32.73,measured,40.8,32.73,0.7994,857.1496,857.1496,1134.1717,857.1496,857.1496,1134.1717,
AND_A01,54,Eschweilera coriacea,Lecythidaceae,296138.218,9717892.275,O,48.0,False,20.61,26.98,20130826.0,,,True,20180323,10,,26.98,measured,0.36,site_median,0.0,,26.98,48.0,False,O,26.98,measured,48.0,26.98,0.8521,974.8561,974.8561,1372.8257,974.8561,974.8561,1372.8257,
AND_A01,114,Eperua bijuga,Fabaceae,296168.8349,9717921.972,O,,,,,,10.7,11.64,,20180323,10,11.15,11.64,measured,0.36,site_median,0.0,10.7,11.64,,False,O,11.15,feldpausch,,11.15,0.729,,,,,,,
AND_A01,115,Pouteria sp.,Sapotaceae,296159.223,9717920.288,O,,,,,,23.5,18.85,,20180323,10,19.05,18.85,measured,0.36,site_median,0.0,23.5,18.85,,False,O,19.05,feldpausch,,19.05,0.7187,,,,,,,
AND_A01,116,,,296154.6674,9717917.422,O,,,,,,11.2,11.97,True,20180323,10,11.53,11.97,measured,0.36,site_median,0.0,11.2,11.97,,False,O,11.53,feldpausch,,11.53,0.633,,,,,,,
AND_A01,117,Eperua bijuga,Fabaceae,296154.5459,9717913.349,O,,,,,,10.7,11.64,,20180323,10,11.15,11.64,measured,0.36,site_median,0.0,10.7,11.64,,False,O,11.15,feldpausch,,11.15,0.729,,,,,,,
AND_A01,118,Pouteria sp.,Sapotaceae,296155.1217,9717913.245,O,,,,,,16.6,15.27,,20180323,10,15.16,15.27,measured,0.36,site_median,0.0,16.6,15.27,,False,O,15.16,feldpausch,,15.16,0.7187,,,,,,,
AND_A01,119,Eschweilera coriacea,Lecythidaceae,296155.2557,9717912.88,O,,,,,,12.7,12.95,,20180323,10,12.6,12.95,measured,0.36,site_median,0.0,12.7,12.95,,False,O,12.6,feldpausch,,12.6,0.8521,,,,,,,
AND_A01,120,Cordia scabrifolia,Boraginaceae,296158.9817,9717912.979,O,,,,,,27.6,20.74,,20180323,10,21.05,20.74,measured,0.36,site_median,0.0,27.6,20.74,,False,O,21.05,feldpausch,,21.05,0.474,,,,,,,
AND_A01,121,Sacoglottis guianensis,Humiriaceae,296161.6096,9717916.09,O,,,,,,13.2,13.26,,20180323,10,12.95,13.26,measured,0.36,site_median,0.0,13.2,13.26,,False,O,12.95,feldpausch,,12.95,0.8359,,,,,,,
AND_A01,122,Lecythis idatimon,Lecythidaceae,296160.7631,9717911.038,O,,,,,,16.4,15.16,,20180323,10,15.04,15.16,measured,0.36,site_median,0.0,16.4,15.16,,False,O,15.04,feldpausch,,15.04,0.7986,,,,,,,
AND_A01,123,Eperua bijuga,Fabaceae,296163.7186,9717913.238,O,,,,,,11.9,12.43,,20180323,10,12.03,12.43,measured,0.36,site_median,0.0,11.9,12.43,,False,O,12.03,feldpausch,,12.03,0.729,,,,,,,
AND_A01,124,Eriotheca globosa,Malvaceae,296162.9917,9717910.81,O,,,,,,11.5,12.17,,20180323,10,11.75,12.17,measured,0.36,site_median,0.0,11.5,12.17,,False,O,11.75,feldpausch,,11.75,0.41,,,,,,,
AND_A01,125,Pouteria gongrijpii,Sapotaceae,296162.6268,9717911.813,O,,,,,,15.4,14.59,,20180323,10,14.41,14.59,measured,0.36,site_median,0.0,15.4,14.59,,False,O,14.41,feldpausch,,14.41,0.7994,,,,,,,
AND_A01,126,,,296164.3937,9717908.427,O,,,,,,23.0,18.61,True,20180323,10,18.79,18.61,measured,0.36,site_median,0.0,23.0,18.61,,False,O,18.79,feldpausch,,18.79,0.633,,,,,,,
AND_A01,127,Pouteria sp.,Sapotaceae,296167.2331,9717909.454,O,,,,,,12.5,12.82,,20180323,10,12.46,12.82,measured,0.36,site_median,0.0,12.5,12.82,,False,O,12.46,feldpausch,,12.46,0.7187,,,,,,,
AND_A01,128,Poeppigia procera,Fabaceae,296168.1135,9717905.545,O,,,,,,19.0,16.59,,20180323,10,16.6,16.59,measured,0.36,site_median,0.0,19.0,16.59,,False,O,16.6,feldpausch,,16.6,0.735,,,,,,,
AND_A01,129,Inga thibaudiana,Fabaceae,296165.6531,9717904.96,O,,,,,,14.7,14.18,,20180323,10,13.95,14.18,measured,0.36,site_median,0.0,14.7,14.18,,False,O,13.95,feldpausch,,13.95,0.5786,,,,,,,
AND_A01,130,Eperua bijuga,Fabaceae,296166.0921,9717901.401,O,,,,,,10.7,11.64,,20180323,10,11.15,11.64,measured,0.36,site_median,0.0,10.7,11.64,,False,O,11.15,feldpausch,,11.15,0.729,,,,,,,
AND_A01,131,Sagotia racemosa,Euphorbiaceae,296166.2196,9717901.344,O,,,,,,13.2,13.26,,20180323,10,12.95,13.26,measured,0.36,site_median,0.0,13.2,13.26,,False,O,12.95,feldpausch,,12.95,0.58,,,,,,,
AND_A01,132,Inga thibaudiana,Fabaceae,296167.9315,9717901.039,O,,,,,,14.7,14.18,,20180323,10,13.95,14.18,measured,0.36,site_median,0.0,14.7,14.18,,False,O,13.95,feldpausch,,13.95,0.5786,,,,,,,
AND_A01,133,,,296163.2755,9717899.752,O,,,,,,15.5,14.65,True,20180323,10,14.47,14.65,measured,0.36,site_median,0.0,15.5,14.65,,False,O,14.47,feldpausch,,14.47,0.633,,,,,,,
AND_A01,134,,,296164.3667,9717895.597,O,,,,,,13.2,13.26,True,20180323,10,12.95,13.26,measured,0.36,site_median,0.0,13.2,13.26,,False,O,12.95,feldpausch,,12.95,0.633,,,,,,,
AND_A01,135,Eriotheca globosa,Malvaceae,296168.3714,9717893.963,O,,,,,,13.4,13.39,,20180323,10,13.08,13.39,measured,0.36,site_median,0.0,13.4,13.39,,False,O,13.08,feldpausch,,13.08,0.41,,,,,,,
AND_A01,136,,,296167.6807,9717890.603,O,,,,,,20.3,17.26,,20180323,10,17.33,17.26,measured,0.36,site_median,0.0,20.3,17.26,,False,O,17.33,feldpausch,,17.33,0.633,,,,,,,
AND_A01,137,Pouteria sp.,Sapotaceae,296168.6511,9717890.858,O,,,,,,26.7,20.34,,20180323,10,20.62,20.34,measured,0.36,site_median,0.0,26.7,20.34,,False,O,20.62,feldpausch,,20.62,0.7187,,,,,,,
AND_A01,138,Lecythis idatimon,Lecythidaceae,296164.903,9717888.022,O,,,,,,12.4,12.76,,20180323,10,12.39,12.76,measured,0.36,site_median,0.0,12.4,12.76,,False,O,12.39,feldpausch,,12.39,0.7986,,,,,,,
AND_A01,139,Inga thibaudiana,Fabaceae,296168.6796,9717887.865,O,,,,,,16.0,14.93,,20180323,10,14.79,14.93,measured,0.36,site_median,0.0,16.0,14.93,,False,O,14.79,feldpausch,,14.79,0.5786,,,,,,,
AND_A01,140,Oenocarpus bacaba,Arecaceae,296169.6152,9717888.211,P,,,,,,16.1,14.99,,20180323,10,14.85,14.99,measured,0.36,site_median,0.0,16.1,14.99,,False,P,14.85,feldpausch,,14.85,0.65,,,,,,,
AND_A01,141,Eriotheca globosa,Malvaceae,296171.5947,9717891.531,O,,,,,,17.7,15.89,,20180323,10,15.83,15.89,measured,0.36,site_median,0.0,17.7,15.89,,False,O,15.83,feldpausch,,15.83,0.41,,,,,,,
AND_A01,142,Tetragastris panamensis,Burseraceae,296178.1835,9717887.976,O,,,,,,10.5,11.5,,20180323,10,11.0,11.5,measured,0.36,site_median,0.0,10.5,11.5,,False,O,11.0,feldpausch,,11.0,0.7173,,,,,,,
AND_A01,143,Inga alba,Fabaceae,296178.4134,9717887.338,O,,,,,,12.1,12.56,,20180323,10,12.18,12.56,measured,0.36,site_median,0.0,12.1,12.56,,False,O,12.18,feldpausch,,12.18,0.5861,,,,,,,
AND_A01,144,Protium hebetatum,Burseraceae,296172.9362,9717883.748,O,,,,,,18.2,16.16,,20180323,10,16.13,16.16,measured,0.36,site_median,0.0,18.2,16.16,,False,O,16.13,feldpausch,,16.13,0.5773,,,,,,,
AND_A01,145,,,296174.1761,9717879.755,O,,,,,,29.9,21.74,True,20180323,10,22.09,21.74,measured,0.36,site_median,0.0,29.9,21.74,,False,O,22.09,feldpausch,,22.09,0.633,,,,,,,
AND_A01,146,,,296174.2158,9717879.355,O,,,,,,28.4,21.1,,20180323,10,21.41,21.1,measured,0.36,site_median,0.0,28.4,21.1,,False,O,21.41,feldpausch,,21.41,0.633,,,,,,,
AND_A01,147,Eriotheca globosa,Malvaceae,296175.9755,9717878.874,O,,,,,,17.5,15.78,,20180323,10,15.71,15.78,measured,0.36,site_median,0.0,17.5,15.78,,False,O,15.71,feldpausch,,15.71,0.41,,,,,,,
AND_A01,148,Hymenaea parvifolia,Fabaceae,296168.2584,9717872.239,O,,,,,,11.6,12.24,,20180323,10,11.82,12.24,measured,0.36,site_median,0.0,11.6,12.24,,False,O,11.82,feldpausch,,11.82,0.8774,,,,,,,
AND_A01,149,Eriotheca globosa,Malvaceae,296167.9188,9717878.349,O,,,,,,17.7,15.89,,20180323,10,15.83,15.89,measured,0.36,site_median,0.0,17.7,15.89,,False,O,15.83,feldpausch,,15.83,0.41,,,,,,,
AND_A01,150,Eriotheca globosa,Malvaceae,296172.0754,9717881.458,O,,,,,,10.5,11.5,,20180323,10,11.0,11.5,measured,0.36,site_median,0.0,10.5,11.5,,False,O,11.0,feldpausch,,11.0,0.41,,,,,,,
AND_A01,151,Eriotheca globosa,Malvaceae,296166.0148,9717880.65,O,,,,,,10.1,11.22,,20180323,10,10.7,11.22,measured,0.36,site_median,0.0,10.1,11.22,,False,O,10.7,feldpausch,,10.7,0.41,,,,,,,
AND_A01,152,Lecythis idatimon,Lecythidaceae,296164.8395,9717881.251,O,,,,,,25.7,19.89,,20180323,10,20.14,19.89,measured,0.36,site_median,0.0,25.7,19.89,,False,O,20.14,feldpausch,,20.14,0.7986,,,,,,,
AND_A01,153,Protium paniculatum,Burseraceae,296166.6721,9717882.037,O,,,,,,17.4,15.72,,20180323,10,15.65,15.72,measured,0.36,site_median,0.0,17.4,15.72,,False,O,15.65,feldpausch,,15.65,0.49,,,,,,,
AND_A01,154,Lecythis idatimon,Lecythidaceae,296166.9449,9717882.45,O,,,,,,11.5,12.17,,20180323,10,11.75,12.17,measured,0.36,site_median,0.0,11.5,12.17,,False,O,11.75,feldpausch,,11.75,0.7986,,,,,,,
AND_A01,155,Eperua bijuga,Fabaceae,296160.5921,9717872.379,O,,,,,,37.7,24.88,,20180323,10,25.24,24.88,measured,0.36,site_median,0.0,37.7,24.88,,False,O,25.24,feldpausch,,25.24,0.729,,,,,,,
AND_A01,55,Lecythis idatimon,Lecythidaceae,296223.1956,9717776.357,O,13.8,False,12.14,16.99,20130826.0,,,True,20180323,11,,16.99,measured,0.36,site_median,0.0,,16.99,13.8,False,O,16.99,measured,13.8,16.99,0.7986,54.472,54.472,72.0039,54.472,54.472,72.0039,
AND_A01,56,Diospyros guianensis,Ebenaceae,296225.6201,9717771.725,O,26.2,False,14.83,22.12,20130826.0,27.6,,False,20180323,11,21.05,22.12,measured,0.28,observed,0.0,27.6,22.12,26.2,False,O,22.12,measured,26.2,22.12,0.73,246.3174,246.3174,298.2789,246.3174,246.3174,298.2789,
AND_A01,57,Pouteria gongrijpii,Sapotaceae,296229.7272,9717766.516,O,65.1,False,17.51,24.53,20130826.0,,,True,20180323,11,,24.53,measured,0.36,site_median,0.0,,24.53,65.1,False,O,24.53,measured,65.1,24.53,0.7994,1610.3326,1610.3326,2130.7759,1610.3326,1610.3326,2130.7759,
AND_A01,58,Cecropia palmata,Urticaceae,296229.9605,9717762.698,O,13.0,False,14.68,16.93,20130826.0,,,True,20180323,11,,16.93,measured,0.36,site_median,0.0,,16.93,13.0,False,O,16.93,measured,13.0,16.93,0.3404,48.3111,48.3111,27.7823,48.3111,48.3111,27.7823,
AND_A01,59,Eschweilera coriacea,Lecythidaceae,296214.0494,9717753.252,O,56.8,False,17.11,27.65,20130826.0,57.8,,False,20180323,11,31.39,27.65,measured,0.2,observed,0.0,57.8,27.65,56.8,False,O,27.65,measured,56.8,27.65,0.8521,1386.8934,1386.8934,1953.0707,1386.8934,1386.8934,1953.0707,
AND_A01,60,Inga alba,Fabaceae,296234.8492,9717750.652,O,15.1,False,10.88,16.23,20130826.0,,,True,20180323,11,,16.23,measured,0.36,site_median,0.0,,16.23,15.1,False,O,16.23,measured,15.1,16.23,0.5861,62.1004,62.1004,60.697,62.1004,62.1004,60.697,
AND_A01,61,Inga alba,Fabaceae,296234.8492,9717750.652,O,16.4,False,9.46,17.01,20130826.0,,,True,20180323,11,,17.01,measured,0.36,site_median,0.0,,17.01,16.4,False,O,17.01,measured,16.4,17.01,0.5861,76.3842,76.3842,74.658,76.3842,76.3842,74.658,
AND_A01,62,Stryphnodendron paniculatum,Fabaceae,296199.4513,9717750.612,O,55.4,False,34.23,45.25,20130826.0,69.2,,False,20180323,11,33.99,45.25,measured,2.76,observed,0.0,69.2,45.25,55.4,False,O,45.25,measured,55.4,45.25,0.6535,2136.3652,2136.3652,2322.0928,2136.3652,2136.3652,2322.0928,
AND_A01,63,Cordia scabrifolia,Boraginaceae,296193.6237,9717754.885,O,49.2,False,30.27,40.23,20130826.0,53.3,,False,20180323,11,30.21,40.23,measured,0.82,observed,0.0,53.3,40.23,49.2,False,O,40.23,measured,49.2,40.23,0.474,1510.8363,1510.8363,1200.3322,1510.8363,1510.8363,1200.3322,
AND_A01,64,Couratari stellata,Lecythidaceae,296201.6713,9717758.3,O,68.0,False,25.97,38.55,20130826.0,69.5,,False,20180323,11,34.05,38.55,measured,0.3,observed,0.0,69.5,38.55,68.0,False,O,38.55,measured,68.0,38.55,0.6331,2725.6989,2725.6989,2872.5522,2725.6989,2725.6989,2872.5522,
AND_A01,156,Lecythis idatimon,Lecythidaceae,296219.2986,9717784.51,O,,,,,,13.5,13.45,,20180323,11,13.15,13.45,measured,0.36,site_median,0.0,13.5,13.45,,False,O,13.15,feldpausch,,13.15,0.7986,,,,,,,
AND_A01,157,Rinorea guianensis,Violaceae,296218.2769,9717782.581,O,,,,,,32.8,22.95,,20180323,11,23.32,22.95,measured,0.36,site_median,0.0,32.8,22.95,,False,O,23.32,feldpausch,,23.32,0.78,,,,,,,
AND_A01,158,Licania guianensis,Chrysobalanaceae,296219.38,9717777.062,O,,,,,,16.9,15.44,,20180323,11,15.35,15.44,measured,0.36,site_median,0.0,16.9,15.44,,False,O,15.35,feldpausch,,15.35,0.8165,,,,,,,
AND_A01,159,Micrandra minor,Euphorbiaceae,296218.667,9717775.679,O,,,,,,33.2,23.12,,20180323,11,23.48,23.12,measured,0.36,site_median,0.0,33.2,23.12,,False,O,23.48,feldpausch,,23.48,0.41,,,,,,,
AND_A01,160,Pouteria sp.,Sapotaceae,296217.5503,9717775.873,O,,,,,,13.5,13.45,,20180323,11,13.15,13.45,measured,0.36,site_median,0.0,13.5,13.45,,False,O,13.15,feldpausch,,13.15,0.7187,,,,,,,
AND_A01,161,Tetragastris panamensis,Burseraceae,296214.9996,9717774.931,O,,,,,,27.5,20.7,,20180323,11,21.0,20.7,measured,0.36,site_median,0.0,27.5,20.7,,False,O,21.0,feldpausch,,21.0,0.7173,,,,,,,
AND_A01,162,Oenocarpus bacaba,Arecaceae,296214.6404,9717774.783,P,,,,,,15.3,14.53,,20180323,11,14.34,14.53,measured,0.36,site_median,0.0,15.3,14.53,,False,P,14.34,feldpausch,,14.34,0.65,,,,,,,
AND_A01,163,Lecythis idatimon,Lecythidaceae,296208.3019,9717778.763,O,,,,,,32.5,22.83,,20180323,11,23.2,22.83,measured,0.36,site_median,0.0,32.5,22.83,,False,O,23.2,feldpausch,,23.2,0.7986,,,,,,,
AND_A01,164,Oenocarpus bacaba,Arecaceae,296209.3037,9717777.525,P,,,,,,16.8,15.39,,20180323,11,15.29,15.39,measured,0.36,site_median,0.0,16.8,15.39,,False,P,15.29,feldpausch,,15.29,0.65,,,,,,,
AND_A01,165,Pouteria cladantha,Sapotaceae,296216.1016,9717771.559,O,,,,,,21.5,17.87,,20180323,11,17.99,17.87,measured,0.36,site_median,0.0,21.5,17.87,,False,O,17.99,feldpausch,,17.99,0.9423,,,,,,,
AND_A01,166,,,296209.5989,9717770.064,O,,,,,,24.2,19.19,True,20180323,11,19.4,19.19,measured,0.36,site_median,0.0,24.2,19.19,,False,O,19.4,feldpausch,,19.4,0.633,,,,,,,
AND_A01,167,Lecythis idatimon,Lecythidaceae,296211.6011,9717767.593,O,,,,,,20.9,17.57,,20180323,11,17.67,17.57,measured,0.36,site_median,0.0,20.9,17.57,,False,O,17.67,feldpausch,,17.67,0.7986,,,,,,,
AND_A01,168,Tetragastris panamensis,Burseraceae,296213.9076,9717767.019,O,,,,,,22.2,18.22,,20180323,11,18.37,18.22,measured,0.36,site_median,0.0,22.2,18.22,,False,O,18.37,feldpausch,,18.37,0.7173,,,,,,,
AND_A01,169,Tachigali myrmecophila,Fabaceae,296218.9696,9717767.395,O,,,,,,14.7,14.18,,20180323,11,13.95,14.18,measured,0.36,site_median,0.0,14.7,14.18,,False,O,13.95,feldpausch,,13.95,0.476,,,,,,,
AND_A01,170,Luehea speciosa,Malvaceae,296219.4059,9717769.221,O,,,,,,15.4,14.59,,20180323,11,14.41,14.59,measured,0.36,site_median,0.0,15.4,14.59,,False,O,14.41,feldpausch,,14.41,0.5766,,,,,,,
AND_A01,171,Simaba cedron,Simaroubaceae,296214.642,9717761.376,O,,,,,,11.5,12.17,,20180323,11,11.75,12.17,measured,0.36,site_median,0.0,11.5,12.17,,False,O,11.75,feldpausch,,11.75,0.4743,,,,,,,
AND_A01,172,Lecythis lurida,Lecythidaceae,296214.0323,9717761.337,O,,,,,,14.5,14.06,,20180323,11,13.82,14.06,measured,0.36,site_median,0.0,14.5,14.06,,False,O,13.82,feldpausch,,13.82,0.8633,,,,,,,
AND_A01,173,Euterpe oleracea,Arecaceae,296217.705,9717761.803,P,,,,,,13.6,13.51,,20180323,11,13.22,13.51,measured,0.36,site_median,0.0,13.6,13.51,,False,P,13.22,feldpausch,,13.22,0.3877,,,,,,,
AND_A01,174,,,296218.4598,9717759.593,O,,,,,,13.3,13.32,,20180323,11,13.02,13.32,measured,0.36,site_median,0.0,13.3,13.32,,False,O,13.02,feldpausch,,13.02,0.633,,,,,,,
AND_A01,175,,,296223.1751,9717769.171,O,,,,,,15.1,14.41,True,20180323,11,14.21,14.41,measured,0.36,site_median,0.0,15.1,14.41,,False,O,14.21,feldpausch,,14.21,0.633,,,,,,,
AND_A01,176,,,296221.4313,9717755.699,O,,,,,,13.6,13.51,True,20180323,11,13.22,13.51,measured,0.36,site_median,0.0,13.6,13.51,,False,O,13.22,feldpausch,,13.22,0.633,,,,,,,
AND_A01,177,,,296220.1646,9717753.598,O,,,,,,23.3,18.76,True,20180323,11,18.94,18.76,measured,0.36,site_median,0.0,23.3,18.76,,False,O,18.94,feldpausch,,18.94,0.633,,,,,,,
AND_A01,178,Eperua bijuga,Fabaceae,296223.6527,9717757.219,O,,,,,,23.8,19.0,,20180323,11,19.2,19.0,measured,0.36,site_median,0.0,23.8,19.0,,False,O,19.2,feldpausch,,19.2,0.729,,,,,,,
AND_A01,179,Eriotheca globosa,Malvaceae,296223.3012,9717756.516,O,,,,,,,,,20180323,11,,,feldpausch_regional,0.36,site_median,0.0,,,,False,O,,feldpausch,,,0.41,,,,,,,
AND_A01,180,Eschweilera coriacea,Lecythidaceae,296222.2856,9717742.779,O,,,,,,32.0,22.63,,20180323,11,22.99,22.63,measured,0.36,site_median,0.0,32.0,22.63,,False,O,22.99,feldpausch,,22.99,0.8521,,,,,,,
AND_A01,181,,,296229.5886,9717742.211,O,,,,,,12.2,12.63,True,20180323,11,12.25,12.63,measured,0.36,site_median,0.0,12.2,12.63,,False,O,12.25,feldpausch,,12.25,0.633,,,,,,,
AND_A01,182,,,296230.7033,9717737.734,O,,,,,,10.8,11.7,True,20180323,11,11.23,11.7,measured,0.36,site_median,0.0,10.8,11.7,,False,O,11.23,feldpausch,,11.23,0.633,,,,,,,
AND_A01,183,Cordia scabrifolia,Boraginaceae,296226.7092,9717745.333,O,,,,,,13.2,13.26,,20180323,11,12.95,13.26,measured,0.36,site_median,0.0,13.2,13.26,,False,O,12.95,feldpausch,,12.95,0.474,,,,,,,
AND_A01,184,Cordia scabrifolia,Boraginaceae,296237.0595,9717744.963,O,,,,,,11.8,12.37,,20180323,11,11.96,12.37,measured,0.36,site_median,0.0,11.8,12.37,,False,O,11.96,feldpausch,,11.96,0.474,,,,,,,
AND_A01,185,Cordia scabrifolia,Boraginaceae,296238.5187,9717744.424,O,,,,,,13.6,13.51,,20180323,11,13.22,13.51,measured,0.36,site_median,0.0,13.6,13.51,,False,O,13.22,feldpausch,,13.22,0.474,,,,,,,
AND_A01,187,,,296229.4573,9717735.045,O,,,,,,15.0,14.35,True,20180323,11,14.15,14.35,measured,0.36,site_median,0.0,15.0,14.35,,False,O,14.15,feldpausch,,14.15,0.633,,,,,,,
AND_A01,188,Eriotheca globosa,Malvaceae,296225.5399,9717738.693,O,,,,,,12.8,13.01,,20180323,11,12.67,13.01,measured,0.36,site_median,0.0,12.8,13.01,,False,O,12.67,feldpausch,,12.67,0.41,,,,,,,
AND_A01,189,,,296224.5308,9717734.322,O,,,,,,23.2,18.71,True,20180323,11,18.89,18.71,measured,0.36,site_median,0.0,23.2,18.71,,False,O,18.89,feldpausch,,18.89,0.633,,,,,,,
AND_A01,65,Sagotia racemosa,Euphorbiaceae,296278.1762,9717644.475,O,10.1,False,5.7,9.6,20130826.0,10.7,,False,20180323,12,11.15,9.6,measured,0.12,observed,0.0,10.7,9.6,10.1,False,O,9.6,measured,10.1,9.6,0.58,16.9665,16.9665,16.4143,16.9665,16.9665,16.4143,
AND_A01,66,Lacunaria jenmanii,Quiinaceae,296279.3924,9717638.334,O,11.0,False,9.87,12.07,20130826.0,11.1,,False,20180323,12,11.45,12.07,measured,0.02,observed,0.0,11.1,12.07,11.0,False,O,12.07,measured,11.0,12.07,0.8043,25.0614,25.0614,33.3607,25.0614,25.0614,33.3607,
AND_A01,67,Lacunaria jenmanii,Quiinaceae,296282.3636,9717636.246,O,10.1,False,,6.58,20130826.0,10.6,,False,20180323,12,11.08,6.58,measured,0.1,observed,0.0,10.6,6.58,10.1,False,O,6.58,measured,10.1,6.58,0.8043,11.735,11.735,15.6212,11.735,11.735,15.6212,
AND_A01,68,Carapa guianensis,Meliaceae,296284.6538,9717622.86,O,12.4,False,12.77,20.85,20130826.0,15.4,,False,20180323,12,14.41,20.85,measured,0.6,observed,0.0,15.4,20.85,12.4,False,O,20.85,measured,12.4,20.85,0.53,53.9843,53.9843,47.8283,53.9843,53.9843,47.8283,
AND_A01,69,,,296275.3239,9717641.046,O,70.0,True,,21.47,20130826.0,,,True,20180323,12,,21.47,measured,0.36,site_median,0.0,,21.47,70.0,True,O,21.47,measured,70.0,21.47,0.633,1629.1465,1212.5347,1212.5347,1629.1465,1212.5347,1212.5347,
