site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2015,dead_2015,hcom_2015,htot_2015,date_2015,dbh_2018,dead_2018,date_2018,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A03,001a,Pouteria gongrijpii,Sapotaceae,726694.04971088,9654190.352117602,O,10.5,False,,,20151209.0,,True,20180904,1,,11.51,local_fit,0.333,site_median,1.0,,,10.5,False,O,,feldpausch,10.833,,0.7994,,,,,,,
TAP_A03,001b,Nectandra cuspidata,Lauraceae,726713.804710752,9654198.88674304,O,20.5,False,,,20151209.0,,True,20180904,1,,16.15,local_fit,0.333,site_median,1.0,,,20.5,False,O,,feldpausch,20.833,,0.518,,,,,,,
TAP_A03,002a,Virola michelii,Myristicaceae,726694.21579696,9654192.6566792,O,11.0,False,,,20151209.0,,True,20180904,1,,11.79,local_fit,0.333,site_median,1.0,,,11.0,False,O,,feldpausch,11.333,,0.4701,,,,,,,
TAP_A03,002b,Protium paniculatum,Burseraceae,726713.632982368,9654202.52646336,O,18.0,False,,,20151209.0,,True,20180904,1,,15.12,local_fit,0.333,site_median,1.0,,,18.0,False,O,,feldpausch,18.333,,0.49,,,,,,,
TAP_A03,003a,Sterculia pruriens,Malvaceae,726692.129192992,9654193.16804784,O,13.9,False,,,20151209.0,14.7,False,20180904,1,13.95,13.27,local_fit,0.267,observed,1.0,14.97,13.44,13.9,False,O,13.95,feldpausch,14.167,14.135600078583348,0.4862,45.5753,45.5753,37.1181,47.9139,47.9139,39.0227,
TAP_A03,003b,,,726714.730627552,9654202.55504704,O,35.7,True,,,20151209.0,,True,20180904,1,,21.38,local_fit,0.333,site_median,1.0,,,35.7,True,O,,feldpausch,36.033,,0.5647,,,,,,,
TAP_A03,004a,Maquira coriacea,Moraceae,726697.5042864638,9654197.17297128,O,33.5,False,,,20151209.0,40.9,False,20180904,1,26.39,20.7,local_fit,2.467,observed,1.0,43.37,21.35,33.5,False,O,26.39,feldpausch,35.967,27.480674493180704,0.5112,472.7951,472.7951,404.3729,565.0364,565.0364,483.2652,
TAP_A03,004b,Pouteria macrophylla,Sapotaceae,726714.041329216,9654205.39098232,O,10.4,False,,,20151209.0,,True,20180904,1,,11.46,local_fit,0.333,site_median,1.0,,,10.4,False,O,,feldpausch,10.733,,0.737,,,,,,,
TAP_A03,005a,Ocotea cernua,Lauraceae,726700.5252113598,9654196.6182872,O,24.7,False,,,20151209.0,25.8,False,20180904,1,20.19,17.75,local_fit,0.367,observed,1.0,26.17,17.91,24.7,False,O,20.19,feldpausch,25.067,20.37686323619842,0.4535,200.8252,200.8252,152.8136,208.5578,208.5578,158.6976,
TAP_A03,005b,Protium heptaphyllum,Burseraceae,726713.02436016,9654205.7426632,O,19.8,False,,,20151209.0,,True,20180904,1,,15.87,local_fit,0.333,site_median,1.0,,,19.8,False,O,,feldpausch,20.133,,0.6293,,,,,,,
TAP_A03,006a,,,726700.82955952,9654195.6224904,O,11.5,True,,,20151209.0,,True,20180904,1,,12.06,local_fit,0.333,site_median,1.0,,,11.5,True,O,,feldpausch,11.833,,0.5647,,,,,,,
TAP_A03,006b,Symphonia globulifera,Clusiaceae,726712.4471646398,9654204.3151728,O,10.6,False,,,20151209.0,,True,20180904,1,,11.57,local_fit,0.333,site_median,1.0,,,10.6,False,O,,feldpausch,10.933,,0.6004,,,,,,,
TAP_A03,007a,,,726700.631306592,9654199.38983584,O,21.5,True,,,20151209.0,,True,20180904,1,,16.54,local_fit,0.333,site_median,1.0,,,21.5,True,O,,feldpausch,21.833,,0.5647,,,,,,,
TAP_A03,007b,Duguetia surinamensis,Annonaceae,726712.18609808,9654205.3591016,O,11.0,False,,,20151209.0,,True,20180904,1,,11.79,local_fit,0.333,site_median,1.0,,,11.0,False,O,,feldpausch,11.333,,0.8,,,,,,,
TAP_A03,008a,Sapium marmieri,Euphorbiaceae,726706.36395248,9654195.8167496,O,24.3,False,,,20151209.0,,True,20180904,1,,17.6,local_fit,0.333,site_median,1.0,,,24.3,False,O,,feldpausch,24.633,,0.41,,,,,,,
TAP_A03,008b,Aniba parviflora,Lauraceae,726711.845630714,9654208.23007827,O,15.7,False,,,20151209.0,,True,20180904,1,,14.11,local_fit,0.333,site_median,1.0,,,15.7,False,O,,feldpausch,16.032999999999998,,0.54,,,,,,,
TAP_A03,009a,Maquira coriacea,Moraceae,726706.9007518399,9654197.1993168,O,10.9,False,,,20151209.0,,True,20180904,1,,11.73,local_fit,0.333,site_median,1.0,,,10.9,False,O,,feldpausch,11.233,,0.5112,,,,,,,
TAP_A03,009b,Tachigali paniculata,Fabaceae,726713.640761312,9654210.93471824,O,12.1,False,,,20151209.0,,True,20180904,1,,12.37,local_fit,0.333,site_median,1.0,,,12.1,False,O,,feldpausch,12.433,,0.5545,,,,,,,
TAP_A03,010a,Maquira coriacea,Moraceae,726708.49274576,9654198.1392872,O,12.0,False,,,20151209.0,,True,20180904,1,,12.32,local_fit,0.333,site_median,1.0,,,12.0,False,O,,feldpausch,12.333,,0.5112,,,,,,,
TAP_A03,010b,Protium hebetatum,Burseraceae,726716.1629583999,9654204.251438,O,15.1,False,,,20151209.0,15.7,False,20180904,1,14.6,13.84,local_fit,0.2,observed,1.0,15.9,13.96,15.1,False,O,14.6,feldpausch,15.299999999999999,14.732478403554527,0.5773,56.0057,56.0057,53.9375,57.9716,57.9716,55.8309,
TAP_A03,011a,Cordia scabrifolia,Boraginaceae,726709.9234830398,9654199.7004808,O,11.0,False,,,20151209.0,,True,20180904,1,,11.79,local_fit,0.333,site_median,1.0,,,11.0,False,O,,feldpausch,11.333,,0.474,,,,,,,
TAP_A03,011b,Protium paniculatum,Burseraceae,726717.644456224,9654209.85689648,O,14.1,False,,,20151209.0,,True,20180904,1,,13.36,local_fit,0.333,site_median,1.0,,,14.1,False,O,,feldpausch,14.433,,0.49,,,,,,,
TAP_A03,012a,Strychnos subcordata,Loganiaceae,726705.48000144,9654202.2906088,O,11.8,False,,,20151209.0,,True,20180904,1,,12.21,local_fit,0.333,site_median,1.0,,,11.8,False,O,,feldpausch,12.133000000000001,,0.6959,,,,,,,
TAP_A03,012b,Apeiba petoumo,Malvaceae,726721.14924928,9654206.5046756,O,12.0,False,,,20151209.0,11.9,False,20180904,1,12.03,12.32,local_fit,0.0,observed,1.0,11.9,12.32,12.0,False,O,12.03,feldpausch,12.0,12.03,0.2822,29.6048,29.6048,14.1809,29.6048,29.6048,14.1809,
TAP_A03,013a,,,726708.32269744,9654209.3799288,O,41.7,True,,,20151209.0,,True,20180904,1,,23.13,local_fit,0.333,site_median,1.0,,,41.7,True,O,,feldpausch,42.033,,0.5647,,,,,,,
TAP_A03,013b,Inga thibaudiana,Fabaceae,726722.7034601918,9654212.19099584,O,12.4,False,,,20151209.0,13.5,False,20180904,1,13.15,12.52,local_fit,0.367,observed,1.0,13.87,12.76,12.4,False,O,13.15,feldpausch,12.767,13.423233191072063,0.5786,34.4264,34.4264,33.2252,37.1822,37.1822,35.8848,
TAP_A03,014a,,,726708.77513056,9654211.3358012,O,13.1,True,,,20151209.0,,True,20180904,1,,12.88,local_fit,0.333,site_median,1.0,,,13.1,True,O,,feldpausch,13.433,,0.5647,,,,,,,
TAP_A03,014b,Luehea speciosa,Malvaceae,726726.97874,9654218.7237,O,15.4,False,,,20151209.0,16.6,False,20180904,1,15.16,13.97,local_fit,0.4,observed,1.0,17.0,14.2,15.4,False,O,15.16,feldpausch,15.8,15.428140472839457,0.5766,60.3759,60.3759,58.0738,64.5704,64.5704,62.1084,
TAP_A03,015a,,,726707.5743620798,9654216.0046016,O,12.7,True,,,20151209.0,,True,20180904,1,,12.68,local_fit,0.333,site_median,1.0,,,12.7,True,O,,feldpausch,13.033,,0.5647,,,,,,,
TAP_A03,015b,Nectandra cuspidata,Lauraceae,726728.790305856,9654224.16251512,O,14.3,False,,,20151209.0,15.9,False,20180904,1,14.73,13.46,local_fit,0.533,observed,1.0,16.43,13.76,14.3,False,O,14.73,feldpausch,14.833,15.107181672998708,0.518,50.7975,50.7975,44.0101,55.922,55.922,48.4499,
TAP_A03,016a,Eschweilera coriacea,Lecythidaceae,726708.444364,9654216.42346,O,15.2,False,,,20151209.0,,True,20180904,1,,13.88,local_fit,0.333,site_median,1.0,,,15.2,False,O,,feldpausch,15.533,,0.8521,,,,,,,
TAP_A03,016b,Pourouma minor,Urticaceae,726722.70808,9654216.71765,O,30.9,False,,,20151209.0,35.3,False,20180904,1,24.32,19.87,local_fit,1.467,observed,1.0,36.77,20.34,30.9,False,O,24.32,feldpausch,32.367,24.990553400217465,0.436,372.8723,372.8723,273.0381,419.189,419.189,306.9539,
TAP_A03,017a,Eschweilera coriacea,Lecythidaceae,726703.899242208,9654226.34248816,O,10.7,False,13.51,22.58,20151209.0,11.5,False,20180904,1,11.75,22.58,measured,0.267,observed,1.0,11.77,22.95,10.7,False,O,22.58,measured,10.966999999999999,22.983195963143583,0.8521,43.7575,43.7575,61.6208,46.7142,46.7142,65.7845,
TAP_A03,017b,Pourouma minor,Urticaceae,726721.2950584,9654219.030548,O,53.7,False,13.51,22.58,20151209.0,54.4,False,20180904,1,30.51,22.58,measured,0.233,observed,1.0,54.63,22.62,53.7,False,O,22.58,measured,53.933,22.626972676424288,0.436,1020.0115,1020.0115,746.91,1030.7569,1030.7569,754.7784,
TAP_A03,018a,,,726700.4117060798,9654224.1249816,O,14.8,False,,,20151209.0,,True,20180904,1,,13.7,local_fit,0.333,site_median,1.0,,,14.8,False,O,,feldpausch,15.133000000000001,,0.5647,,,,,,,
TAP_A03,018b,Laetia procera,Salicaceae,726719.388905824,9654219.07546448,O,22.4,False,,,20151209.0,,True,20180904,1,,16.89,local_fit,0.333,site_median,1.0,,,22.4,False,O,,feldpausch,22.732999999999997,,0.6481,,,,,,,
TAP_A03,019a,Lecythis idatimon,Lecythidaceae,726700.64945008,9654219.6010016,O,14.8,False,,,20151209.0,,True,20180904,1,,13.7,local_fit,0.333,site_median,1.0,,,14.8,False,O,,feldpausch,15.133000000000001,,0.7986,,,,,,,
TAP_A03,019b,Protium paniculatum,Burseraceae,726714.0419976,9654213.233932,O,11.1,False,,,20151209.0,,True,20180904,1,,11.84,local_fit,0.333,site_median,1.0,,,11.1,False,O,,feldpausch,11.433,,0.49,,,,,,,
TAP_A03,020a,Cordia scabrifolia,Boraginaceae,726697.71513712,9654222.7721424,O,22.5,False,,,20151209.0,22.3,False,20180904,1,18.42,16.93,local_fit,0.0,observed,1.0,22.3,16.93,22.5,False,O,18.42,feldpausch,22.5,18.42,0.474,153.0536,153.0536,121.5983,153.0536,153.0536,121.5983,
TAP_A03,020b,Casearia javitensis,Salicaceae,726710.306418848,9654212.87538896,O,12.5,False,,,20151209.0,,True,20180904,1,,12.57,local_fit,0.333,site_median,1.0,,,12.5,False,O,,feldpausch,12.833,,0.753,,,,,,,
TAP_A03,021a,Jacaranda copaia,Bignoniaceae,726698.175370829,9654224.04586658,O,13.9,False,,,20151209.0,17.3,False,20180904,1,15.59,13.27,local_fit,1.133,observed,1.0,18.43,13.85,13.9,False,O,15.59,feldpausch,15.033000000000001,16.458264092991822,0.3507,50.7976,50.7976,30.0736,62.4086,62.4086,36.9476,
TAP_A03,021b,Inga thibaudiana,Fabaceae,726713.0438984,9654217.460988,O,11.0,False,,,20151209.0,,True,20180904,1,,11.79,local_fit,0.333,site_median,1.0,,,11.0,False,O,,feldpausch,11.333,,0.5786,,,,,,,
TAP_A03,022a,Pseudopiptadenia psilostachya,Fabaceae,726697.42521616,9654223.7839832,O,37.6,False,,,20151209.0,38.5,False,20180904,1,25.53,21.95,local_fit,0.3,observed,1.0,38.8,22.04,37.6,False,O,25.53,feldpausch,37.9,25.642720794415613,0.6642,573.4677,573.4677,633.3025,584.9428,584.9428,645.9749,
TAP_A03,022b,Ocotea cernua,Lauraceae,726712.2454190399,9654220.8426328,O,41.7,False,,,20151209.0,,True,20180904,1,,23.13,local_fit,0.333,site_median,1.0,,,41.7,False,O,,feldpausch,42.033,,0.4535,,,,,,,
TAP_A03,023a,Ormosia grossa,Fabaceae,726698.6603995198,9654226.7288104,O,10.4,False,,,20151209.0,10.7,False,20180904,1,11.15,11.46,local_fit,0.1,observed,1.0,10.8,11.54,10.4,False,O,11.15,feldpausch,10.5,11.227197135035606,0.5906,20.7898,20.7898,20.4713,21.3249,21.3249,20.9982,
TAP_A03,023b,Laetia procera,Salicaceae,726711.242864032,9654220.94349264,O,42.7,False,,,20151209.0,,True,20180904,1,,23.4,local_fit,0.333,site_median,1.0,,,42.7,False,O,,feldpausch,43.033,,0.6481,,,,,,,
TAP_A03,024a,Neea oppositifolia,Nyctaginaceae,726700.753804,9654226.62528,O,20.3,False,,,20151209.0,20.6,False,20180904,1,17.5,16.07,local_fit,0.1,observed,1.0,20.7,16.13,20.3,False,O,17.5,feldpausch,20.400000000000002,17.55619429718804,0.893,119.0963,119.0963,175.5713,120.621,120.621,177.819,
TAP_A03,024b,Protium paniculatum,Burseraceae,726712.80113776,9654222.646515202,O,11.7,False,,,20151209.0,,True,20180904,1,,12.16,local_fit,0.333,site_median,1.0,,,11.7,False,O,,feldpausch,12.033,,0.49,,,,,,,
TAP_A03,025a,Inga sp,Fabaceae,726699.3619079998,9654231.74866,O,18.7,False,,,20151209.0,20.2,False,20180904,1,17.28,15.42,local_fit,0.5,observed,1.0,20.7,15.67,18.7,False,O,17.28,feldpausch,19.2,17.584218209505085,0.5786,100.2163,100.2163,96.7196,107.326,107.326,103.5813,
TAP_A03,025b,Protium paniculatum,Burseraceae,726715.1635108799,9654220.8407176,O,16.7,False,,,20151209.0,,True,20180904,1,,14.56,local_fit,0.333,site_median,1.0,,,16.7,False,O,,feldpausch,17.032999999999998,,0.49,,,,,,,
TAP_A03,026a,Eperua bijuga,Fabaceae,726700.2809624,9654232.222068,O,16.6,False,18.37,28.06,20151209.0,17.0,False,20180904,1,15.41,28.06,measured,0.133,observed,1.0,17.13,28.21,16.6,False,O,28.06,measured,16.733,28.211887986204744,0.729,127.4809,127.4809,154.1671,130.1663,130.1663,157.4146,
TAP_A03,026b,Pourouma minor,Urticaceae,726721.33992352,9654223.4685324,O,52.0,False,18.37,28.06,20151209.0,55.4,False,20180904,1,30.77,28.06,measured,1.133,observed,1.0,56.53,28.33,52.0,False,O,28.06,measured,53.133,28.355086334678937,0.436,1184.2211,1184.2211,867.1535,1247.7848,1247.7848,913.6985,
TAP_A03,027a,Pouteria gongrijpii,Sapotaceae,726698.710647968,9654238.08101136,O,14.0,False,,,20151209.0,15.9,False,20180904,1,14.73,13.32,local_fit,0.633,observed,1.0,16.53,13.67,14.0,False,O,14.73,feldpausch,14.633,15.188184202493057,0.7994,48.7381,48.7381,64.4897,54.7446,54.7446,72.4375,
TAP_A03,027b,Protium paniculatum,Burseraceae,726719.392082912,9654223.60051424,O,10.6,False,,,20151209.0,,True,20180904,1,,11.57,local_fit,0.333,site_median,1.0,,,10.6,False,O,,feldpausch,10.933,,0.49,,,,,,,
TAP_A03,028a,Chrysophyllum sanguinolentum,Sapotaceae,726701.8455639998,9654242.44146,O,23.4,False,18.67,29.29,20151209.0,23.9,False,20180904,1,19.25,29.29,measured,0.167,observed,1.0,24.07,29.41,23.4,False,O,29.29,measured,23.567,29.42214920847542,0.6714,259.8293,259.8293,289.9655,264.6214,264.6214,295.3133,
TAP_A03,028b,Pourouma minor,Urticaceae,726721.732818336,9654226.29217072,O,54.6,False,18.67,29.29,20151209.0,55.7,False,20180904,1,30.85,29.29,measured,0.367,observed,1.0,56.07,29.38,54.6,False,O,29.29,measured,54.967,29.38352805499699,0.436,1358.2472,1358.2472,994.5853,1380.4138,1380.4138,1010.8169,
TAP_A03,029a,Vitex triflora,Lamiaceae,726701.185684,9654245.04326,O,18.1,False,,,20151209.0,18.5,False,20180904,1,16.31,15.16,local_fit,0.133,observed,1.0,18.63,15.23,18.1,False,O,16.31,feldpausch,18.233,16.38978031819989,0.5482,88.8801,88.8801,81.3865,90.5898,90.5898,82.9521,
TAP_A03,029b,,,726722.7687098559,9654230.88332512,O,27.8,False,,,20151209.0,29.3,False,20180904,1,21.82,18.84,local_fit,0.5,observed,1.0,29.8,19.03,27.8,False,O,21.82,feldpausch,28.3,22.05708765285474,0.5647,272.8716,272.8716,257.1986,285.5294,285.5294,269.1294,
TAP_A03,030a,Pouteria gongrijpii,Sapotaceae,726695.4645991998,9654246.094124,O,23.8,False,,,20151209.0,24.8,False,20180904,1,19.7,17.42,local_fit,0.333,observed,1.0,25.13,17.57,23.8,False,O,19.7,feldpausch,24.133,19.87323137646774,0.7994,182.3635,182.3635,241.3016,188.9853,188.9853,250.0634,
TAP_A03,030b,Maquira coriacea,Moraceae,726725.2909,9654232.97622,O,13.0,False,,,20151209.0,13.6,False,20180904,1,13.22,12.83,local_fit,0.2,observed,1.0,13.8,12.97,13.0,False,O,13.22,feldpausch,13.2,13.362314061970416,0.5112,37.949,37.949,32.4571,39.5077,39.5077,33.7902,
TAP_A03,031a,,,726693.0097976,9654235.433412,O,15.8,True,,,20151209.0,,True,20180904,1,,14.16,local_fit,0.333,site_median,1.0,,,15.8,True,O,,feldpausch,16.133,,0.5647,,,,,,,
TAP_A03,031b,Nectandra cuspidata,Lauraceae,726719.86143184,9654230.7638408,O,11.5,False,,,20151209.0,12.2,False,20180904,1,12.25,12.06,local_fit,0.233,observed,1.0,12.43,12.22,11.5,False,O,12.25,feldpausch,11.733,12.426254863945271,0.518,27.7309,27.7309,24.0256,29.2431,29.2431,25.3357,
TAP_A03,032a,Guatteria schomburgkiana,Annonaceae,726688.95998128,9654234.4585656,O,10.5,False,,,20151209.0,11.3,False,20180904,1,11.6,11.51,local_fit,0.267,observed,1.0,11.57,11.7,10.5,False,O,11.6,feldpausch,10.767,11.811515978087483,0.6,22.0157,22.0157,22.0157,23.5331,23.5331,23.5331,
TAP_A03,032b,Protium paniculatum,Burseraceae,726727.7233367038,9654230.18093608,O,11.0,False,,,20151209.0,10.9,False,20180904,1,11.3,11.79,local_fit,0.0,observed,1.0,10.9,11.79,11.0,False,O,11.3,feldpausch,11.0,11.3,0.49,23.4998,23.4998,19.285,23.4998,23.4998,19.285,
TAP_A03,033a,Schefflera morototoni,Araliaceae,726686.1511192,9654236.434964,O,11.7,False,,,20151209.0,14.0,False,20180904,1,13.49,12.16,local_fit,0.767,observed,1.0,14.77,12.62,11.7,False,O,13.49,feldpausch,12.466999999999999,14.110979340941205,0.4559,31.5102,31.5102,24.1028,37.2697,37.2697,28.5083,
TAP_A03,033b,Pouteria gongrijpii,Sapotaceae,726728.084436,9654239.22526,O,11.7,False,,,20151209.0,12.3,False,20180904,1,12.32,12.16,local_fit,0.2,observed,1.0,12.5,12.3,11.7,False,O,12.32,feldpausch,11.899999999999999,12.469334073455046,0.7994,28.84,28.84,38.1608,30.1628,30.1628,39.9111,
TAP_A03,034a,Cecropia engleriana,Urticaceae,726684.89020592,9654236.9156384,O,10.3,False,,,20151209.0,11.6,False,20180904,1,11.82,11.4,local_fit,0.433,observed,1.0,12.03,11.7,10.3,False,O,11.82,feldpausch,10.733,12.175955101311217,0.49,21.597,21.597,17.7235,24.0924,24.0924,19.7713,
TAP_A03,034b,Anacardium spruceanum,Anacardiaceae,726720.87050192,9654235.5920184,O,22.3,False,,,20151209.0,20.3,False,20180904,1,17.33,16.85,local_fit,0.0,observed,1.0,20.3,16.85,22.3,False,O,17.33,feldpausch,22.3,17.33,0.4792,141.7161,141.7161,113.7885,141.7161,141.7161,113.7885,
TAP_A03,035a,Nectandra cuspidata,Lauraceae,726679.5157575998,9654232.896492,O,29.6,False,,,20151209.0,29.9,False,20180904,1,22.09,19.45,local_fit,0.1,observed,1.0,30.0,19.49,29.6,False,O,22.09,feldpausch,29.700000000000003,22.134542036113576,0.518,312.1455,312.1455,270.4378,314.8257,314.8257,272.7598,
TAP_A03,035b,Nectandra cuspidata,Lauraceae,726724.3081671811,9654258.86151762,O,27.6,False,,,20151209.0,,True,20180904,1,,18.77,local_fit,0.333,site_median,1.0,,,27.6,False,O,,feldpausch,27.933,,0.518,,,,,,,
TAP_A03,036a,Pseudopiptadenia suaveolens,Fabaceae,726684.2894488,9654228.553716,O,10.9,False,,,20151209.0,11.1,False,20180904,1,11.45,11.73,local_fit,0.067,observed,1.0,11.17,11.78,10.9,False,O,11.45,feldpausch,10.967,11.500442324658632,0.6797,23.3836,23.3836,26.4111,23.7667,23.7667,26.8438,
TAP_A03,036b,Theobroma glaucum,Malvaceae,726720.735686176,9654257.79776752,O,11.0,False,,,20151209.0,10.2,False,20180904,1,10.78,11.79,local_fit,0.0,observed,1.0,10.2,11.79,11.0,False,O,10.78,feldpausch,11.0,10.78,0.5297,22.4437,22.4437,19.8739,22.4437,22.4437,19.8739,
TAP_A03,037a,Maquira coriacea,Moraceae,726685.53882032,9654228.0602064,O,13.7,False,,,20151209.0,14.6,False,20180904,1,13.89,13.17,local_fit,0.3,observed,1.0,14.9,13.35,13.7,False,O,13.89,feldpausch,14.0,14.100986312282606,0.5112,44.1181,44.1181,37.7334,46.7057,46.7057,39.9465,
TAP_A03,037b,Protium paniculatum,Burseraceae,726720.374203827,9654257.481806545,O,22.6,False,,,20151209.0,21.1,False,20180904,1,17.78,16.97,local_fit,0.0,observed,1.0,21.1,16.97,22.6,False,O,17.78,feldpausch,22.6,17.78,0.49,149.1467,149.1467,122.3966,149.1467,149.1467,122.3966,
TAP_A03,038a,Pseudopiptadenia psilostachya,Fabaceae,726686.380244,9654222.20618,O,18.9,False,24.39,41.72,20151209.0,23.7,False,20180904,1,19.15,41.72,measured,1.6,observed,1.0,25.3,43.46,18.9,False,O,41.72,measured,20.5,44.006642501816614,0.6642,241.8634,241.8634,267.0991,298.5919,298.5919,329.7466,
TAP_A03,038b,Tachigali paniculata,Fabaceae,726715.49215792,9654252.3231104,O,78.4,False,24.39,41.72,20151209.0,,True,20180904,1,,41.72,measured,0.333,site_median,1.0,,,78.4,False,O,41.72,measured,78.733,41.788391468157634,0.5545,3887.0639,3887.0639,3599.1005,3925.6274,3925.6274,3634.8072,
TAP_A03,039a,,,726685.95522256,9654220.2807912,O,14.1,False,,,20151209.0,15.8,False,20180904,1,14.66,13.36,local_fit,0.567,observed,1.0,16.37,13.69,14.1,False,O,14.66,feldpausch,14.667,15.065584541371297,0.5647,49.1907,49.1907,46.3653,54.5599,54.5599,51.4261,
TAP_A03,039b,Guatteria schomburgkiana,Annonaceae,726714.09335696,9654248.9294792,O,18.7,False,,,20151209.0,,True,20180904,1,,15.42,local_fit,0.333,site_median,1.0,,,18.7,False,O,,feldpausch,19.032999999999998,,0.6,,,,,,,
TAP_A03,040a,Eperua bijuga,Fabaceae,726693.06459232,9654224.4648764,O,13.2,False,,,20151209.0,13.7,False,20180904,1,13.29,12.93,local_fit,0.167,observed,1.0,13.87,13.04,13.2,False,O,13.29,feldpausch,13.366999999999999,13.407476163764361,0.729,39.299,39.299,47.5256,40.6228,40.6228,49.1265,
TAP_A03,040b,Rinorea guianensis,Violaceae,726712.6925656,9654250.588852,O,25.0,False,,,20151209.0,,True,20180904,1,,17.85,local_fit,0.333,site_median,1.0,,,25.0,False,O,,feldpausch,25.333,,0.78,,,,,,,
TAP_A03,041a,Cordia scabrifolia,Boraginaceae,726684.665455648,9654214.75512496,O,19.8,False,,,20151209.0,15.0,False,20180904,1,14.15,15.87,local_fit,0.0,observed,1.0,15.0,15.87,19.8,False,O,14.15,feldpausch,19.8,14.15,0.474,92.1912,92.1912,73.2442,92.1912,92.1912,73.2442,
TAP_A03,041b,Pouteria sp,Sapotaceae,726712.096316128,9654253.39483856,O,12.0,False,,,20151209.0,12.7,False,20180904,1,12.6,12.32,local_fit,0.233,observed,1.0,12.93,12.48,12.0,False,O,12.6,feldpausch,12.233,12.772847927487733,0.7187,30.9731,30.9731,36.9416,32.5883,32.5883,38.8681,
TAP_A03,042a,Sapium marmieri,Euphorbiaceae,726684.9986582078,9654213.79141616,O,23.2,False,18.51,29.72,20151209.0,24.9,False,20180904,1,19.75,29.72,measured,0.567,observed,1.0,25.47,30.14,23.2,False,O,29.72,measured,23.767,30.177752055136047,0.41,259.1725,259.1725,178.7271,275.7637,275.7637,190.1685,
TAP_A03,042b,Licania canescens,Chrysobalanaceae,726712.6214886399,9654255.9653028,O,50.8,False,18.51,29.72,20151209.0,51.9,False,20180904,1,29.82,29.72,measured,0.367,observed,1.0,52.27,29.83,50.8,False,O,29.72,measured,51.166999999999994,29.825487895228584,0.88,1196.7468,1196.7468,1739.1689,1217.8857,1217.8857,1769.8889,
TAP_A03,043a,Cordia scabrifolia,Boraginaceae,726691.964107168,9654214.62818736,O,15.8,False,,,20151209.0,17.5,False,20180904,1,15.71,14.16,local_fit,0.567,observed,1.0,18.07,14.47,15.8,False,O,15.71,feldpausch,16.367,16.091445970719192,0.474,65.7215,65.7215,52.2145,72.0718,72.0718,57.2597,
TAP_A03,043b,Licania canescens,Chrysobalanaceae,726711.04802032,9654253.3114064,O,12.7,False,,,20151209.0,13.1,False,20180904,1,12.88,12.68,local_fit,0.133,observed,1.0,13.23,12.77,12.7,False,O,12.88,feldpausch,12.832999999999998,12.974777745157231,0.88,35.3479,35.3479,51.3692,36.3331,36.3331,52.801,
TAP_A03,044a,Ocotea cernua,Lauraceae,726690.88898992,9654214.7817784,O,10.2,False,,,20151209.0,,True,20180904,1,,11.35,local_fit,0.333,site_median,1.0,,,10.2,False,O,,feldpausch,10.533,,0.4535,,,,,,,
TAP_A03,044b,Eschweilera coriacea,Lecythidaceae,726705.45834448,9654249.5866136,O,27.4,False,,,20151209.0,28.1,False,20180904,1,21.28,18.7,local_fit,0.233,observed,1.0,28.33,18.79,27.4,False,O,21.28,feldpausch,27.633,21.390074055769922,0.8521,258.8511,258.8511,364.523,264.4937,264.4937,372.4691,
TAP_A03,045a,Pouteria gongrijpii,Sapotaceae,726691.181144192,9654210.71858184,O,13.1,False,,,20151209.0,13.5,False,20180904,1,13.15,12.88,local_fit,0.133,observed,1.0,13.63,12.97,13.1,False,O,13.15,feldpausch,13.233,13.24342719605509,0.7994,38.3218,38.3218,50.707,39.3559,39.3559,52.0754,
TAP_A03,045b,Rinorea guianensis,Violaceae,726701.74343568,9654247.1162536,O,11.7,False,,,20151209.0,12.5,False,20180904,1,12.46,12.16,local_fit,0.267,observed,1.0,12.77,12.35,11.7,False,O,12.46,feldpausch,11.966999999999999,12.661391483687389,0.78,29.1598,29.1598,37.6698,30.9535,30.9535,39.987,
TAP_A03,046a,Lecythis lurida,Lecythidaceae,726690.401004,9654209.999380002,O,10.6,False,,,20151209.0,22.9,False,20180904,1,18.73,11.57,local_fit,4.1,observed,1.0,27.0,12.82,10.6,False,O,18.73,feldpausch,14.7,23.590026712365702,0.8633,35.7977,35.7977,51.061,84.8882,84.8882,121.0826,
TAP_A03,046b,Eschweilera amazonica,Lecythidaceae,726702.45515056,9654245.1294952,O,42.4,False,,,20151209.0,42.7,False,20180904,1,27.0,23.32,local_fit,0.1,observed,1.0,42.8,23.35,42.4,False,O,27.0,feldpausch,42.5,27.03381126220565,0.9,765.7551,765.7551,1137.5093,770.2246,770.2246,1144.1486,
