site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2010,dead_2010,hcom_2009,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,2403,,,726362.7,9666299.19,O,6.8,A,3.59,9.49,20100116-20100213,7.1,A,3.41,9.42,20110704-20110711,499.995055366,8.25,9.49,measured,0.3,observed,-2.0,6.5,8.88,6.8,True,O,9.49,measured,6.2,8.852361594606952,0.6344,7.7505,5.8679,5.8679,6.047,4.6083,4.6083,
TAP_A01,2404,,,726373.6,9666299.46,O,11.7,A,8.68,11.09,20100116-20100213,11.5,A,9.03,12.74,20110704-20110711,499.995055366,11.75,11.09,measured,0.0,observed,-2.0,11.5,11.09,11.7,True,O,11.09,measured,11.7,11.09,0.6344,26.0263,19.7326,19.7326,26.0263,19.7326,19.7326,
TAP_A01,2405,,,726380.73,9666302.9,O,22.9,D,,2.92,20100116-20100213,22.9,D,,2.77,20110704-20110711,499.995055366,18.73,2.92,measured,0.0,observed,-2.0,22.9,2.92,22.9,False,O,2.92,measured,22.9,2.92,0.6344,26.2466,26.2466,27.7139,26.2466,26.2466,27.7139,
TAP_A01,2406,,,726384.1,9666299.43,O,21.9,A,19.03,21.15,20100116-20100213,22.1,A,16.03,18.79,20110704-20110711,499.995055366,18.31,21.15,measured,0.2,observed,-2.0,21.7,20.91,21.9,True,O,21.15,measured,21.5,20.90042745057649,0.6344,166.1539,117.2335,117.2335,158.4353,111.8983,111.8983,
TAP_A01,2407,Mezilaurus itauba,Lauraceae,726398.24,9666303.97,O,88.6,A,29.19,41.18,20100116-20100213,89.7,A,27.34,38.28,20110704-20110711,499.995055366,37.57,41.18,measured,1.1,observed,-2.0,87.5,40.82,88.6,True,O,41.18,measured,86.39999999999999,40.81131364589594,0.7443,4872.874,3309.332,3309.332,4598.9359,3123.96,3123.96,
TAP_A01,2408,,,726421.22,9666300.69,O,25.2,A,13.98,19.71,20100116-20100213,25.5,A,13.93,17.51,20110704-20110711,499.995055366,20.05,19.71,measured,0.3,observed,-2.0,24.9,19.42,25.2,True,O,19.71,measured,24.599999999999998,19.415588837536788,0.6344,203.9899,146.5258,146.5258,191.779,137.923,137.923,
TAP_A01,2409,Carapa guianensis,Meliaceae,726430.0,9666298.47,O,28.2,A,10.42,15.55,20100116-20100213,30.1,A,22.33,33.71,20110704-20110711,499.995055366,22.17,15.55,measured,1.9,observed,-2.0,26.3,14.33,28.2,True,O,15.55,measured,24.4,14.22230108449582,0.53,201.5932,151.1448,151.1448,139.2978,105.1886,105.1886,
TAP_A01,2410,,,726433.61,9666300.44,O,41.0,D,,2.75,20100116-20100213,41.0,D,,2.75,20110704-20110711,499.995055366,26.42,2.75,measured,0.0,observed,-2.0,41.0,2.75,41.0,False,O,2.75,measured,41.0,2.75,0.6344,77.162,77.162,81.4755,77.162,77.162,81.4755,
TAP_A01,2411,,,726440.5,9666298.99,O,8.6,A,8.88,11.98,20100116-20100213,9.0,A,6.92,12.24,20110704-20110711,499.995055366,9.84,11.98,measured,0.4,observed,-2.0,8.2,11.19,8.6,True,O,11.98,measured,7.8,11.146252067934403,0.6344,15.3878,11.3562,11.3562,11.853,8.8064,8.8064,
TAP_A01,2412,,,726441.0,9666299.18,O,15.3,A,9.6,15.37,20100116-20100213,15.5,A,12.0,16.05,20110704-20110711,499.995055366,14.47,15.37,measured,0.2,observed,-2.0,15.1,15.09,15.3,True,O,15.37,measured,14.9,15.092723424219708,0.6344,60.4188,44.0698,44.0698,56.3634,41.1779,41.1779,
TAP_A01,2413,,,726448.83,9666302.62,O,45.5,D,,6.13,20100116-20100213,45.5,D,,6.43,20110704-20110711,499.995055366,27.91,6.13,measured,0.0,observed,-2.0,45.5,6.13,45.5,False,O,6.13,measured,45.5,6.13,0.6344,206.7571,206.7571,218.3152,206.7571,206.7571,218.3152,
TAP_A01,2414,,,726458.02,9666300.5,O,30.9,A,21.51,27.15,20100116-20100213,31.7,A,19.0,3.4,20110704-20110711,499.995055366,22.86,27.15,measured,0.8,observed,-2.0,30.1,26.33,30.9,True,O,27.15,measured,29.299999999999997,26.304814144593298,0.6344,415.1633,286.286,286.286,362.8613,250.8323,250.8323,
TAP_A01,2415,Hevea brasiliensis,Euphorbiaceae,726458.5,9666298.9,O,23.0,A,21.05,23.21,20100116-20100213,23.0,A,18.8,22.02,20110704-20110711,499.995055366,18.79,23.21,measured,0.0,observed,-2.0,23.0,23.21,23.0,True,O,23.21,measured,23.0,23.21,0.4666,200.1946,139.5203,139.5203,200.1946,139.5203,139.5203,
TAP_A01,2416,,,726458.6,9666298.45,O,6.2,A,5.18,12.36,20100116-20100213,6.3,A,8.48,11.87,20110704-20110711,499.995055366,7.54,12.36,measured,0.1,observed,-2.0,6.1,12.06,6.2,True,O,12.36,measured,6.0,12.057219793554285,0.6344,8.3757,6.055,6.055,7.6685,5.5568,5.5568,
TAP_A01,2417,,,726459.5,9666298.94,L,11.4,A,,,20100116-20100213,12.3,A,,,20110704-20110711,499.995055366,12.32,14.02,local_fit,0.9,observed,-2.0,10.5,12.52,11.4,True,L,12.32,feldpausch,9.6,10.884570111061873,0.6344,27.4142,20.4168,20.4168,17.3693,13.0832,13.0832,
TAP_A01,2418,,,726464.5,9666298.5,O,11.7,A,7.3,14.88,20100116-20100213,11.8,A,8.09,12.96,20110704-20110711,499.995055366,11.96,14.88,measured,0.1,observed,-2.0,11.6,14.71,11.7,True,O,14.88,measured,11.5,14.69836482249872,0.6344,34.6753,25.0969,25.0969,33.1282,24.0039,24.0039,
TAP_A01,2419,,,726467.0,9666298.88,O,16.8,A,12.71,16.01,20100116-20100213,16.8,A,13.94,17.0,20110704-20110711,499.995055366,15.29,16.01,measured,0.0,observed,-2.0,16.8,16.01,16.8,True,O,16.01,measured,16.8,16.01,0.6344,75.4658,54.9377,54.9377,75.4658,54.9377,54.9377,
TAP_A01,2420,,,726470.0,9666298.16,O,10.5,D,,12.49,20100116-20100213,,D,,,20110704-20110711,499.995055366,,12.49,measured,0.2,site_median,-2.0,,,10.5,False,O,12.49,measured,10.1,12.144536501208675,0.6344,23.6629,23.6629,24.9857,21.3428,21.3428,22.5359,
TAP_A01,2421,,,726476.0,9666299.01,O,28.7,A,9.16,19.38,20100116-20100213,30.5,A,16.99,20.66,20110704-20110711,499.995055366,22.35,19.38,measured,1.8,observed,-2.0,26.9,17.97,28.7,True,O,19.38,measured,25.099999999999998,17.851135424134583,0.6344,258.6446,187.4471,187.4471,183.7594,134.0508,134.0508,
TAP_A01,2422,,,726514.5,9666297.66,O,8.0,A,4.72,12.39,20100116-20100213,8.4,A,7.54,12.94,20110704-20110711,499.995055366,9.35,12.39,measured,0.4,observed,-2.0,7.6,11.5,8.0,True,O,12.39,measured,7.2,11.456192354187579,0.6344,13.808,10.1012,10.1012,10.4135,7.674,7.674,
TAP_A01,2423,Bixa arborea,Bixaceae,726515.9,9666297.85,O,32.7,A,17.74,24.36,20100116-20100213,34.7,A,21.07,25.17,20110704-20110711,499.995055366,24.09,24.36,measured,2.0,observed,-2.0,30.7,22.68,32.7,True,O,24.36,measured,28.700000000000003,22.54996916636303,0.37,417.1142,293.3979,293.3979,299.8587,212.1762,212.1762,
TAP_A01,2424,,,726525.32,9666300.33,O,30.6,A,16.56,25.38,20100116-20100213,31.4,A,18.35,22.41,20110704-20110711,499.995055366,22.73,25.38,measured,0.8,observed,-2.0,29.8,24.61,30.6,True,O,25.38,measured,29.0,24.579887375750832,0.6344,381.393,265.6908,265.6908,332.8646,232.4608,232.4608,
TAP_A01,2425,,,726541.9,9666298.1,O,8.7,A,5.48,12.31,20100116-20100213,8.9,A,8.87,14.2,20110704-20110711,499.995055366,9.76,12.31,measured,0.2,observed,-2.0,8.5,11.89,8.7,True,O,12.31,measured,8.299999999999999,11.89067934401514,0.6344,16.162,11.8831,11.8831,14.2529,10.5132,10.5132,
TAP_A01,2426,,,726542.5,9666297.6,O,11.8,A,7.48,15.92,20100116-20100213,12.1,A,10.45,15.55,20110704-20110711,499.995055366,12.18,15.92,measured,0.3,observed,-2.0,11.5,15.36,11.8,True,O,15.92,measured,11.200000000000001,15.338453610636433,0.6344,37.6592,26.9782,26.9782,32.7987,23.5757,23.5757,
TAP_A01,2427,,,726546.8,9666298.56,O,11.9,A,8.04,15.11,20100116-20100213,12.5,A,11.37,17.38,20110704-20110711,499.995055366,12.46,15.11,measured,0.6,observed,-2.0,11.3,14.07,11.9,True,O,15.11,measured,10.700000000000001,14.00469494969148,0.6344,36.3823,26.2901,26.2901,27.4524,19.9746,19.9746,
TAP_A01,2428,,,726548.3,9666298.55,O,12.9,A,9.64,16.24,20100116-20100213,13.1,A,9.76,15.56,20110704-20110711,499.995055366,12.88,16.24,measured,0.2,observed,-2.0,12.7,15.89,12.9,True,O,16.24,measured,12.5,15.883723623685341,0.6344,45.6945,32.7716,32.7716,42.0493,30.2175,30.2175,
TAP_A01,2429,Eschweilera parviflora,Lecythidaceae,726548.3,9666297.53,O,9.2,A,7.52,14.27,20100116-20100213,9.3,A,9.4,14.12,20110704-20110711,499.995055366,10.08,14.27,measured,0.1,observed,-2.0,9.1,14.04,9.2,True,O,14.27,measured,9.0,14.042400566220419,0.918,20.8206,14.9953,14.9953,19.6356,14.1629,14.1629,
TAP_A01,2430,Carapa guianensis,Meliaceae,726566.22,9666300.31,O,35.4,A,24.28,33.68,20100116-20100213,37.4,A,34.13,38.89,20110704-20110711,499.995055366,25.13,33.68,measured,2.0,observed,-2.0,33.4,31.59,35.4,True,O,33.68,measured,31.4,31.428157033795074,0.53,668.0827,448.184,448.184,494.1407,333.2158,333.2158,
TAP_A01,2431,,,726566.19,9666297.31,O,7.7,A,2.3,6.34,20100116-20100213,7.7,D,1.41,4.85,20110704-20110711,499.995055366,8.77,6.34,measured,0.0,observed,-2.0,7.7,6.34,7.7,True,O,6.34,measured,7.7,6.34,0.6344,6.6639,5.4094,5.4094,6.6639,5.4094,5.4094,
TAP_A01,2432,,,726571.49,9666297.27,O,6.6,A,7.03,10.08,20100116-20100213,6.8,A,6.95,10.33,20110704-20110711,499.995055366,7.99,10.08,measured,0.2,observed,-2.0,6.4,9.64,6.6,True,O,10.08,measured,6.199999999999999,9.615968307535814,0.6344,7.7551,5.8074,5.8074,6.5556,4.931,4.931,
TAP_A01,2433,,,726572.4,9666298.16,O,11.3,A,8.5,18.22,20100116-20100213,11.3,A,14.55,16.55,20110704-20110711,499.995055366,11.6,18.22,measured,0.0,observed,-2.0,11.3,18.22,11.3,True,O,18.22,measured,11.3,18.22,0.6344,39.4789,27.6277,27.6277,39.4789,27.6277,27.6277,
TAP_A01,2434,Virola sebifera,Myristicaceae,726578.6,9666297.62,O,54.4,A,24.15,32.62,20100116-20100213,56.2,A,26.47,34.81,20110704-20110711,499.995055366,30.98,32.62,measured,1.8,observed,-2.0,52.6,31.61,54.4,True,O,32.62,measured,50.8,31.553928292934955,0.4454,1497.994,1031.0676,1031.0676,1268.7697,875.0092,875.0092,
TAP_A01,2435,,,726585.11,9666299.27,O,25.8,A,17.47,19.81,20100116-20100213,26.2,A,15.2,20.3,20110704-20110711,499.995055366,20.38,19.81,measured,0.4,observed,-2.0,25.4,19.44,25.8,True,O,19.81,measured,25.0,19.425907303435352,0.6344,214.6355,154.2234,154.2234,198.0158,142.5067,142.5067,
TAP_A01,2436,,,726585.69,9666297.26,O,10.0,A,3.8,10.67,20100116-20100213,10.1,A,8.13,11.92,20110704-20110711,499.995055366,10.7,10.67,measured,0.1,observed,-2.0,9.9,10.52,10.0,True,O,10.67,measured,9.8,10.514802894078993,0.6344,18.448,13.9668,13.9668,17.4828,13.2539,13.2539,
TAP_A01,2437,,,726585.99,9666297.36,L,10.4,A,,,20100116-20100213,10.3,A,,,20110704-20110711,499.995055366,10.85,13.35,local_fit,0.0,observed,-2.0,10.3,13.35,10.4,True,L,10.85,feldpausch,10.4,10.85,0.6344,20.2437,15.3147,15.3147,20.2437,15.3147,15.3147,
TAP_A01,2438,,,726588.89,9666297.24,O,15.8,A,7.73,14.92,20100116-20100213,16.0,A,10.73,15.87,20110704-20110711,499.995055366,14.79,14.92,measured,0.2,observed,-2.0,15.6,14.67,15.8,True,O,14.92,measured,15.4,14.66069098853438,0.6344,62.4939,45.8687,45.8687,58.4343,42.9551,42.9551,
TAP_A01,2439,,,726592.39,9666297.21,O,7.5,A,8.7,12.4,20100116-20100213,7.7,A,7.5,13.67,20110704-20110711,499.995055366,8.77,12.4,measured,0.2,observed,-2.0,7.3,11.92,7.5,True,O,12.4,measured,7.1,11.903114914098879,0.6344,12.1832,8.8838,8.8838,10.5187,7.6996,7.6996,
TAP_A01,2440,,,726592.5,9666298.51,O,15.0,A,9.1,14.52,20100116-20100213,15.3,A,8.09,12.21,20110704-20110711,499.995055366,14.34,14.52,measured,0.3,observed,-2.0,14.7,14.13,15.0,True,O,14.52,measured,14.4,14.116727228200281,0.6344,54.9883,40.4325,40.4325,49.3997,36.4139,36.4139,
TAP_A01,2441,,,726592.69,9666297.21,O,23.8,A,12.6,14.26,20100116-20100213,23.8,D,12.77,16.85,20110704-20110711,499.995055366,19.2,14.26,measured,0.0,observed,-2.0,23.8,14.26,23.8,True,O,14.26,measured,23.8,14.26,0.6344,133.0331,100.2959,100.2959,133.0331,100.2959,100.2959,
TAP_A01,2442,,,726595.39,9666297.09,O,5.8,A,3.82,4.16,20100116-20100213,5.8,D,1.23,3.72,20110704-20110711,499.995055366,7.09,4.16,measured,0.0,observed,-2.0,5.8,4.16,5.8,True,O,4.16,measured,5.8,4.16,0.6344,2.5404,2.1744,2.1744,2.5404,2.1744,2.1744,
TAP_A01,2443,,,726595.39,9666297.19,O,6.7,A,5.72,10.47,20100116-20100213,9.1,A,9.55,13.9,20110704-20110711,499.995055366,9.92,10.47,measured,2.4,observed,-2.0,4.3,5.95,6.7,True,O,10.47,measured,1.9000000000000004,3.928629713076285,0.6344,8.2876,6.1734,6.1734,0.272,0.2227,0.2227,
TAP_A01,2444,Vataireopsis speciosa,Fabaceae,726612.2,9666297.86,O,23.6,A,12.73,17.59,20100116-20100213,24.1,A,13.51,22.61,20110704-20110711,499.995055366,19.35,17.59,measured,0.5,observed,-2.0,23.1,17.13,23.6,True,O,17.59,measured,22.6,17.112708526129563,0.65,160.607,117.0876,117.0876,143.681,104.9859,104.9859,
TAP_A01,2445,Inga marginata,Fabaceae,726620.49,9666296.89,O,7.2,A,4.25,9.41,20100116-20100213,7.8,A,9.15,10.02,20110704-20110711,499.995055366,8.85,9.41,measured,0.6,observed,-2.0,6.6,8.3,7.2,True,O,9.41,measured,6.0,8.20400808065033,0.5518,8.594,6.5331,6.5331,5.2662,4.0554,4.0554,
TAP_A01,2446,,,726627.0,9666297.34,O,17.8,A,8.04,16.53,20100116-20100213,17.9,A,12.24,15.3,20110704-20110711,499.995055366,15.95,16.53,measured,0.1,observed,-2.0,17.7,16.41,17.8,True,O,16.53,measured,17.6,16.405407472955226,0.6344,87.1595,63.3063,63.3063,84.6309,61.5098,61.5098,
TAP_A01,2447,,,726629.29,9666297.12,L,6.3,A,,,20100116-20100213,7.0,A,,,20110704-20110711,499.995055366,8.17,10.19,local_fit,0.7,observed,-2.0,5.6,8.61,6.3,True,L,8.17,feldpausch,4.9,6.747704513917705,0.6344,5.769,4.4559,4.4559,2.9308,2.3052,2.3052,
TAP_A01,2448,,,726629.79,9666297.02,O,28.0,A,14.18,23.25,20100116-20100213,28.6,A,16.14,22.93,20110704-20110711,499.995055366,21.5,23.25,measured,0.6,observed,-2.0,27.4,22.66,28.0,True,O,23.25,measured,26.8,22.637005323055245,0.6344,294.4028,207.0663,207.0663,263.3196,185.597,185.597,
TAP_A01,2449,,,726630.5,9666297.41,O,6.8,A,7.15,10.62,20100116-20100213,6.8,A,9.06,12.18,20110704-20110711,499.995055366,7.99,10.62,measured,0.0,observed,-2.0,6.8,10.62,6.8,True,O,10.62,measured,6.8,10.62,0.6344,8.65,6.4335,6.4335,8.65,6.4335,6.4335,
TAP_A01,2450,Sloanea guianensis,Elaeocarpaceae,726647.7,9666297.48,O,9.1,A,7.02,11.77,20100116-20100213,9.4,A,9.34,12.68,20110704-20110711,499.995055366,10.16,11.77,measured,0.3,observed,-2.0,8.8,11.21,9.1,True,O,11.77,measured,8.5,11.195292430773435,0.8212,16.8884,12.5325,12.5325,14.0781,10.4956,10.4956,
TAP_A01,2451,,,726655.49,9666296.97,O,13.7,A,8.82,12.12,20100116-20100213,19.1,A,8.79,12.89,20110704-20110711,499.995055366,16.65,12.12,measured,5.0,observed,-2.0,9.1,7.22,13.7,True,O,12.12,measured,3.6999999999999993,4.574258451653931,0.6344,38.6223,29.0942,29.0942,1.1589,0.9563,0.9563,
TAP_A01,2452,Bertholletia excelsa,Lecythidaceae,726665.69,9666296.99,O,20.1,A,10.93,13.62,20100116-20100213,25.0,A,14.64,16.76,20110704-20110711,499.995055366,19.8,13.62,measured,4.9,observed,-2.0,15.2,9.82,20.1,True,O,13.62,measured,10.3,8.58220195675854,0.638,91.4653,68.8983,68.8983,15.802,12.3999,12.3999,
TAP_A01,2453,,,726666.4,9666297.54,O,13.0,A,7.8,12.6,20100116-20100213,15.3,A,10.79,13.56,20110704-20110711,499.995055366,14.34,12.6,measured,2.3,observed,-2.0,10.7,9.8,13.0,True,O,12.6,measured,8.4,9.198375370354562,0.6344,36.2109,27.0427,27.0427,11.3563,8.7284,8.7284,
TAP_A01,2454,Ocotea sp.,Lauraceae,726686.89,9666296.68,O,6.8,A,4.94,8.38,20100116-20100213,7.0,A,4.66,8.35,20110704-20110711,499.995055366,8.17,8.38,measured,0.2,observed,-2.0,6.6,8.01,6.8,True,O,8.38,measured,6.3999999999999995,8.006492886182922,0.5245,6.8644,5.3002,5.3002,5.8329,4.5231,4.5231,
TAP_A01,2455,Eschweilera parviflora,Lecythidaceae,726693.7,9666297.12,O,9.9,A,5.04,13.03,20100116-20100213,9.0,A,7.04,13.19,20110704-20110711,499.995055366,9.84,13.03,measured,0.0,observed,-2.0,9.0,13.03,9.9,True,O,13.03,measured,9.9,13.03,0.918,21.985,16.1196,16.1196,21.985,16.1196,16.1196,
TAP_A01,2456,,,726695.69,9666296.41,L,9.0,A,,,20100116-20100213,10.9,A,,,20110704-20110711,499.995055366,11.3,12.35,local_fit,1.9,observed,-2.0,7.1,9.02,9.0,True,L,11.3,feldpausch,5.2,7.490807068576362,0.6344,15.8835,11.8567,11.8567,3.6445,2.8277,2.8277,
TAP_A01,2457,,,726696.69,9666296.4,L,8.9,A,,,20100116-20100213,9.1,A,,,20110704-20110711,499.995055366,9.92,12.27,local_fit,0.2,observed,-2.0,8.7,11.87,8.9,True,L,9.92,feldpausch,8.5,9.590439654114698,0.6344,13.6856,10.4228,10.4228,12.1049,9.2479,9.2479,
TAP_A01,2458,Dinizia excelsa,Fabaceae,726696.79,9666296.55,O,31.2,A,18.64,22.68,20100116-20100213,32.4,A,20.23,23.92,20110704-20110711,499.995055366,23.15,22.68,measured,1.2,observed,-2.0,30.0,21.68,31.2,True,O,22.68,measured,28.8,21.62444789228953,0.9054,354.9426,251.9328,251.9328,289.8019,206.4569,206.4569,
TAP_A01,2459,,,726698.09,9666296.39,O,7.7,A,7.17,11.75,20100116-20100213,7.7,A,10.16,12.61,20110704-20110711,499.995055366,8.77,11.75,measured,0.0,observed,-2.0,7.7,11.75,7.7,True,O,11.75,measured,7.7,11.75,0.6344,12.1688,8.9605,8.9605,12.1688,8.9605,8.9605,
TAP_A01,2460,Protium hebetatum,Burseraceae,726708.21,9666299.11,O,47.1,A,22.33,29.07,20100116-20100213,47.5,A,22.41,28.3,20110704-20110711,499.995055366,28.54,29.07,measured,0.4,observed,-2.0,46.7,28.82,47.1,True,O,29.07,measured,46.300000000000004,28.8164489363673,0.5773,1010.4617,703.3951,703.3951,968.911,674.8501,674.8501,
TAP_A01,2461,,,726712.01,9666298.68,O,27.5,A,10.09,21.84,20100116-20100213,28.0,A,17.45,20.52,20110704-20110711,499.995055366,21.23,21.84,measured,0.5,observed,-2.0,27.0,21.36,27.5,True,O,21.84,measured,26.5,21.350252058517537,0.6344,267.3922,189.7726,189.7726,243.2954,172.9828,172.9828,
TAP_A01,2462,,,726723.29,9666296.39,O,8.4,A,2.19,10.06,20100116-20100213,8.5,A,5.29,10.37,20110704-20110711,499.995055366,9.43,10.06,measured,0.1,observed,-2.0,8.3,9.89,8.4,True,O,10.06,measured,8.200000000000001,9.882690484676507,0.6344,12.3934,9.3917,9.3917,11.6205,8.8205,8.8205,
TAP_A01,2463,Eschweilera grandifolia,Lecythidaceae,726725.81,9666298.67,O,84.4,A,25.88,40.04,20100116-20100213,87.0,A,23.24,38.14,20110704-20110711,499.995055366,37.16,40.04,measured,2.6,observed,-2.0,81.8,39.15,84.4,True,O,40.04,measured,79.2,39.094288373634406,0.8314,4312.3634,2934.8405,2934.8405,3721.1299,2534.3029,2534.3029,
TAP_A01,2464,,,726740.7,9666297.76,O,22.1,A,7.19,11.38,20100116-20100213,22.2,A,16.63,20.01,20110704-20110711,499.995055366,18.37,11.38,measured,0.1,observed,-2.0,22.0,11.31,22.1,True,O,11.38,measured,21.900000000000002,11.31376661473095,0.6344,92.3654,71.9065,71.9065,90.2253,70.2746,70.2746,
TAP_A01,2465,,,726747.99,9666296.0,O,10.2,D,,2.45,20100116-20100213,10.2,D,,2.45,20110704-20110711,499.995055366,10.78,2.45,measured,0.0,observed,-2.0,10.2,2.45,10.2,False,O,2.45,measured,10.2,2.45,0.6344,4.5611,4.5611,4.8161,4.5611,4.5611,4.8161,
TAP_A01,2466,,,726752.19,9666296.12,O,6.2,A,5.07,5.86,20100116-20100213,6.3,A,3.96,4.44,20110704-20110711,499.995055366,7.54,5.86,measured,0.1,observed,-2.0,6.1,5.72,6.2,True,O,5.86,measured,6.0,5.716448866523311,0.6344,4.0428,3.2884,3.2884,3.7014,3.0178,3.0178,
TAP_A01,2467,,,726754.69,9666296.05,L,12.6,A,,,20100116-20100213,12.4,A,,,20110704-20110711,499.995055366,12.39,14.8,local_fit,0.0,observed,-2.0,12.4,14.8,12.6,True,L,12.39,feldpausch,12.6,12.39,0.6344,33.5136,25.0572,25.0572,33.5136,25.0572,25.0572,
TAP_A01,2468,,,726764.0,9666297.28,O,20.8,D,,9.16,20100116-20100213,20.8,D,,8.76,20110704-20110711,499.995055366,17.61,9.16,measured,0.0,observed,-2.0,20.8,9.16,20.8,False,O,9.16,measured,20.8,9.16,0.6344,66.3942,66.3942,70.1058,66.3942,66.3942,70.1058,
TAP_A01,2469,,,726774.09,9666296.2,O,7.4,A,4.14,5.77,20100116-20100213,7.6,A,3.82,6.64,20110704-20110711,499.995055366,8.68,5.77,measured,0.2,observed,-2.0,7.2,5.54,7.4,True,O,5.77,measured,7.0,5.535383927861912,0.6344,5.6248,4.6256,4.6256,4.8462,4.0008,4.0008,
TAP_A01,2470,Bertholletia excelsa,Lecythidaceae,726781.52,9666312.29,O,186.21,A,39.73,60.21,20100116-20100213,169.0,A,41.91,56.26,20110704-20110711,499.995055366,44.39,60.21,measured,0.0,observed,-2.0,169.0,60.21,186.21,True,O,60.21,measured,186.21,60.21,0.638,30092.8365,19945.0167,19945.0167,30092.8365,19945.0167,19945.0167,
TAP_A01,2471,,,726785.11,9666298.61,O,70.8,A,29.79,48.49,20100116-20100213,70.9,A,27.2,38.53,20110704-20110711,499.995055366,34.33,48.49,measured,0.1,observed,-2.0,70.7,48.43,70.8,True,O,48.49,measured,70.6,48.433266774655486,0.6344,3689.1145,2415.4023,2415.4023,3664.6101,2399.4763,2399.4763,
TAP_A01,2472,Jacaranda copaia,Bignoniaceae,726786.89,9666295.95,O,6.1,A,4.75,12.6,20100116-20100213,6.1,A,8.54,9.17,20110704-20110711,499.995055366,7.36,12.6,measured,0.0,observed,-2.0,6.1,12.6,6.1,True,O,12.6,measured,6.1,12.6,0.3507,8.2677,5.9542,5.9542,8.2677,5.9542,5.9542,
TAP_A01,2473,Eschweilera parviflora,Lecythidaceae,726816.99,9666295.97,O,28.0,A,16.83,33.93,20100116-20100213,28.5,A,28.17,33.07,20110704-20110711,499.995055366,21.46,33.93,measured,0.5,observed,-2.0,27.5,33.2,28.0,True,O,33.93,measured,27.0,33.18628994705471,0.918,425.7582,282.0935,282.0935,388.0954,257.5913,257.5913,
TAP_A01,2474,Virola elongata,Myristicaceae,726817.8,9666297.51,O,73.4,A,26.61,39.77,20100116-20100213,73.9,A,27.85,36.44,20110704-20110711,499.995055366,34.92,39.77,measured,0.5,observed,-2.0,72.9,39.55,73.4,True,O,39.77,measured,72.4,39.54913284814949,0.5233,3261.8625,2207.4357,2207.4357,3158.4649,2137.9357,2137.9357,
TAP_A01,2475,,,726827.59,9666295.43,O,7.0,A,4.92,8.56,20100116-20100213,7.9,A,3.56,8.19,20110704-20110711,499.995055366,8.94,8.56,measured,0.9,observed,-2.0,6.1,7.05,7.0,True,O,8.56,measured,5.2,6.835544358318107,0.6344,7.4163,5.715,5.715,3.333,2.6237,2.6237,
TAP_A01,2476,Tachigali alba,Fabaceae,726827.74,9666302.73,O,78.6,A,25.33,39.2,20100116-20100213,78.6,A,27.34,38.88,20110704-20110711,499.995055366,35.78,39.2,measured,0.0,observed,-2.0,78.6,39.2,78.6,True,O,39.2,measured,78.6,39.2,0.5573,3675.9763,2501.5694,2501.5694,3675.9763,2501.5694,2501.5694,
TAP_A01,2477,,,726832.69,9666295.64,O,6.4,A,2.09,4.26,20100116-20100213,6.9,A,2.41,4.49,20110704-20110711,499.995055366,8.08,4.26,measured,0.5,observed,-2.0,5.9,3.79,6.4,True,O,4.26,measured,5.4,3.745069586406046,0.6344,3.1509,2.6995,2.6995,1.9943,1.7296,1.7296,
TAP_A01,2478,Inga marginata,Fabaceae,726835.88,9666294.07,O,21.4,A,12.02,19.66,20100116-20100213,24.0,A,13.83,17.93,20110704-20110711,499.995055366,19.3,19.66,measured,2.6,observed,-2.0,18.8,16.79,21.4,True,O,19.66,measured,16.2,16.34540676072876,0.5518,147.8992,105.448,105.448,71.7312,51.9574,51.9574,
TAP_A01,2479,,,726830.49,9666295.16,O,5.1,A,1.4,2.83,20100116-20100213,5.2,A,1.31,3.24,20110704-20110711,499.995055366,6.52,2.83,measured,0.1,observed,-2.0,5.0,2.75,5.1,True,O,2.83,measured,4.8999999999999995,2.7445736908860225,0.6344,1.357,1.2268,1.2268,1.2181,1.1044,1.1044,
TAP_A01,2480,,,726825.57,9666292.85,O,29.5,A,13.14,19.48,20100116-20100213,29.6,A,17.48,22.23,20110704-20110711,499.995055366,21.95,19.48,measured,0.1,observed,-2.0,29.4,19.4,29.5,True,O,19.48,measured,29.3,19.40082961123057,0.6344,274.2787,198.8782,198.8782,269.587,195.5382,195.5382,
TAP_A01,2481,,,726823.48,9666294.57,O,10.6,A,7.0,8.2,20100116-20100213,11.2,A,2.58,9.29,20110704-20110711,499.995055366,11.53,8.2,measured,0.6,observed,-2.0,10.0,7.55,10.6,True,O,8.2,measured,9.4,7.516348575886943,0.6344,15.986,12.6523,12.6523,11.6142,9.2659,9.2659,
