site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,400.0,,,727228.83,9683760.03,O,5.5,A,6.14,7.75,20090617-20090708,5.5,A,7.8,20100714-20100805,5.5,A,6.06,8.67,20110712-20110719,M3,6.81,7.75,measured,0.0,observed,-1.0,5.5,7.75,5.5,True,O,7.75,measured,5.5,7.75,0.6,4.2035,3.2526,3.2526,4.2035,3.2526,3.2526,
TAP_A01,401.0,,,727227.85,9683760.58,O,8.0,A,9.55,10.79,20090617-20090708,8.5,A,10.54,20100714-20100805,8.2,A,7.72,11.48,20110712-20110719,M3,9.19,10.79,measured,0.1,observed,-1.0,8.1,10.68,8.0,True,O,10.79,measured,7.9,10.689924467050233,0.6,12.0648,9.0209,9.0209,11.6656,8.73,8.73,
TAP_A01,939.0,,,727227.59,9683761.25,P,,,,,20090617-20090708,15.2,A,4.66,20100714-20100805,15.0,A,1.12,4.81,20110712-20110719,M3,14.15,4.66,measured,0.1,site_median,-1.0,14.9,4.64,,False,P,14.15,feldpausch,,,0.6,,,,,,,
TAP_A01,402.0,,,727225.8,9683759.69,O,7.5,A,4.88,8.94,20090617-20090708,8.1,A,9.51,20100714-20100805,8.7,A,6.1,11.68,20110712-20110719,M3,9.6,8.94,measured,0.6,observed,-1.0,8.1,8.47,7.5,True,O,8.94,measured,6.9,8.400128544308123,0.6,8.8529,6.7979,6.7979,7.0794,5.4679,5.4679,
TAP_A01,403.0,,,727221.65,9683766.41,O,63.6,A,34.54,42.39,20090617-20090708,63.5,A,28.66,20100714-20100805,64.1,A,23.37,30.52,20110712-20110719,M3,32.89,42.39,measured,0.25,observed,-1.0,63.85,42.33,63.6,True,O,42.39,measured,63.35,42.31646477716584,0.6,2624.3278,1746.1244,1746.1244,2599.8198,1729.9652,1729.9652,
TAP_A01,404.0,,,727220.39,9683761.47,O,4.9,A,3.72,6.18,20090617-20090708,5.1,A,4.85,20100714-20100805,5.0,A,,,20110712-20110719,M3,6.33,6.18,measured,0.05,observed,-1.0,4.95,6.13,4.9,True,O,6.18,measured,4.8500000000000005,6.13155509065845,0.6,2.6899,2.1453,2.1453,2.6164,2.0882,2.0882,
TAP_A01,405.0,,,727219.31,9683760.03,O,5.4,A,5.21,6.68,20090617-20090708,5.5,A,5.45,20100714-20100805,5.5,A,4.73,6.37,20110712-20110719,M3,6.81,6.68,measured,0.05,observed,-1.0,5.45,6.63,5.4,True,O,6.68,measured,5.3500000000000005,6.632768539375854,0.6,3.5081,2.7766,2.7766,3.4212,2.7097,2.7097,
TAP_A01,406.0,,,727217.34,9683760.63,O,11.9,A,6.25,12.54,20090617-20090708,12.1,A,11.86,20100714-20100805,12.3,A,6.0,13.47,20110712-20110719,M3,12.32,12.54,measured,0.2,observed,-1.0,12.1,12.4,11.9,True,O,12.54,measured,11.700000000000001,12.389819623879289,0.6,30.3296,22.5715,22.5715,28.9995,21.6052,21.6052,
TAP_A01,407.0,,,727217.34,9683760.63,O,15.2,A,6.25,12.54,20090617-20090708,14.7,A,10.15,20100714-20100805,15.3,A,,,20110712-20110719,M3,14.34,12.54,measured,0.05,observed,-1.0,15.25,12.51,15.2,True,O,12.54,measured,15.149999999999999,12.511660440886342,0.6,48.9055,36.826,36.826,48.4848,36.5164,36.5164,
TAP_A01,408.0,,,727217.34,9683760.63,O,5.1,A,1.77,2.19,20090617-20090708,5.1,A,3.31,20100714-20100805,5.1,A,1.16,2.52,20110712-20110719,M3,6.43,2.19,measured,0.0,observed,-1.0,5.1,2.19,5.1,True,O,2.19,measured,5.1,2.19,0.6,1.0566,0.9947,0.9947,1.0566,0.9947,0.9947,
TAP_A01,409.0,,,727208.85,9683761.07,L,5.0,A,0.99,4.69,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M3,,4.69,measured,0.1,site_median,-1.0,,,5.0,True,L,4.69,measured,4.9,4.6179216500325255,0.6,2.1375,1.7825,1.7825,2.0241,1.6903,1.6903,
TAP_A01,410.0,,,727206.41,9683762.2,L,14.1,A,10.76,12.62,20090617-20090708,12.2,A,,20100714-20100805,12.2,A,,,20110712-20110719,M3,12.25,12.62,measured,0.0,observed,-1.0,12.2,12.62,14.1,True,L,12.62,measured,14.1,12.62,0.6,42.4982,31.854,31.854,42.4982,31.854,31.854,
TAP_A01,411.0,,,727202.34,9683760.91,O,15.1,A,1.6,15.0,20090617-20090708,15.1,A,11.55,20100714-20100805,15.3,A,11.02,12.83,20110712-20110719,M3,14.34,15.0,measured,0.1,observed,-1.0,15.2,14.94,15.1,True,O,15.0,measured,15.0,14.931631228863639,0.6,57.5028,42.0781,42.0781,56.5092,41.3677,41.3677,
TAP_A01,412.0,,,727191.88,9683761.96,O,5.5,A,2.45,7.38,20090617-20090708,5.6,A,8.22,20100714-20100805,5.6,A,3.34,9.26,20110712-20110719,M3,6.9,7.38,measured,0.05,observed,-1.0,5.55,7.33,5.5,True,O,7.38,measured,5.45,7.3288287081666885,0.6,4.0075,3.125,3.125,3.91,3.0511,3.0511,
TAP_A01,413.0,,,727188.48,9683773.65,O,212.5,A,54.4,62.21,20090617-20090708,213.0,A,46.6,20100714-20100805,212.5,A,39.99,50.71,20110712-20110719,M3,45.93,62.21,measured,0.0,observed,-1.0,212.5,62.21,212.5,True,O,62.21,measured,212.5,62.21,0.6,40204.3352,26678.1051,26678.1051,40204.3352,26678.1051,26678.1051,
TAP_A01,414.0,,,727185.36,9683761.8,O,43.1,A,11.88,14.05,20090617-20090708,45.4,A,22.88,20100714-20100805,47.0,A,23.24,29.44,20110712-20110719,M3,28.38,14.05,measured,1.95,observed,-1.0,45.05,13.75,43.1,True,O,14.05,measured,41.15,13.70761526992428,0.6,417.9193,324.9475,324.9475,372.7224,290.2913,290.2913,
TAP_A01,415.0,,,727184.04,9683765.37,P,42.2,A,9.58,15.92,20090617-20090708,41.1,A,14.99,20100714-20100805,39.0,A,7.33,17.28,20110712-20110719,M3,25.71,15.92,measured,0.0,observed,-1.0,39.0,15.92,42.2,True,P,15.92,measured,42.2,15.92,0.6,453.0718,,,453.0718,,,
TAP_A01,416.0,,,727177.42,9683763.21,O,10.4,A,5.21,10.15,20090617-20090708,10.5,A,6.55,20100714-20100805,10.6,A,7.54,10.09,20110712-20110719,M3,11.08,10.15,measured,0.1,observed,-1.0,10.5,10.08,10.4,True,O,10.15,measured,10.3,10.079462958723242,0.6,18.968,14.5016,14.5016,18.4873,14.1431,14.1431,
TAP_A01,417.0,,,727174.43,9683763.37,O,8.9,A,6.7,9.96,20090617-20090708,9.0,A,8.24,20100714-20100805,9.1,A,6.62,8.05,20110712-20110719,M3,9.92,9.96,measured,0.1,observed,-1.0,9.0,9.88,8.9,True,O,9.96,measured,8.8,9.877789558223693,0.6,13.7395,10.4572,10.4572,13.3315,10.1545,10.1545,
TAP_A01,418.0,,,727169.01,9683765.15,O,12.5,D,1.61,2.67,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M3,,2.67,measured,0.1,site_median,-1.0,,,12.5,False,O,2.67,measured,12.4,2.654900998040584,0.6,7.3774,7.3774,7.3774,7.2226,7.2226,7.2226,
TAP_A01,419.0,,,727164.89,9683762.86,O,5.2,A,4.19,7.86,20090617-20090708,5.2,A,9.87,20100714-20100805,5.5,A,11.5,13.4,20110712-20110719,M3,6.81,7.86,measured,0.15,observed,-1.0,5.35,7.69,5.2,True,O,7.86,measured,5.05,7.685948174204543,0.6,3.8197,2.9412,2.9412,3.5296,2.7236,2.7236,
TAP_A01,420.0,,,727162.89,9683762.97,O,12.2,A,4.55,6.63,20090617-20090708,12.3,A,6.36,20100714-20100805,12.5,A,2.38,6.36,20110712-20110719,M3,12.46,6.63,measured,0.15,observed,-1.0,12.35,6.58,12.2,True,O,6.63,measured,12.049999999999999,6.572146865898825,0.6,17.0936,14.0857,14.0857,16.5436,13.6433,13.6433,
TAP_A01,421.0,,,727156.48,9683764.81,O,15.9,A,8.94,12.14,20090617-20090708,16.0,A,11.64,20100714-20100805,16.0,A,11.19,15.48,20110712-20110719,M3,14.79,12.14,measured,0.05,observed,-1.0,15.95,12.12,15.9,True,O,12.14,measured,15.85,12.113956618189302,0.6,51.7351,39.2414,39.2414,51.3103,38.9266,38.9266,
TAP_A01,422.0,,,727147.04,9683766.3,O,20.0,A,11.42,14.77,20090617-20090708,20.6,A,17.72,20100714-20100805,20.8,A,16.11,18.56,20110712-20110719,M3,17.61,14.77,measured,0.4,observed,-1.0,20.4,14.59,20.0,True,O,14.77,measured,19.6,14.575569134606232,0.6,98.0362,72.8908,72.8908,93.0343,69.2496,69.2496,
TAP_A01,940.0,,,727143.18,9683765.2,P,,,,,20090617-20090708,13.5,A,2.85,20100714-20100805,19.0,A,0.65,2.77,20110712-20110719,M3,16.6,2.85,measured,0.1,site_median,-1.0,18.9,2.84,,False,P,16.6,feldpausch,,,0.6,,,,,,,
TAP_A01,423.0,,,727138.03,9683766.27,O,12.2,A,15.01,18.87,20090617-20090708,14.4,A,20.76,20100714-20100805,14.8,A,15.62,18.39,20110712-20110719,M3,14.02,18.87,measured,1.3,observed,-1.0,13.5,17.7,12.2,True,O,18.87,measured,10.899999999999999,17.41374890985558,0.6,47.4448,33.1406,33.1406,35.2069,24.7721,24.7721,
TAP_A01,424.0,,,727108.49,9683766.31,O,7.5,A,6.88,9.65,20090617-20090708,7.7,A,9.52,20100714-20100805,8.3,A,5.29,7.5,20110712-20110719,M3,9.27,9.65,measured,0.4,observed,-1.0,7.9,9.31,7.5,True,O,9.65,measured,7.1,9.26331120331082,0.6,9.5385,7.2364,7.2364,8.2353,6.2718,6.2718,
TAP_A01,425.0,,,727106.49,9683766.41,O,7.6,A,6.09,9.82,20090617-20090708,8.1,A,9.03,20100714-20100805,9.4,A,5.64,10.07,20110712-20110719,M3,10.16,9.82,measured,0.9,observed,-1.0,8.5,9.11,7.6,True,O,9.82,measured,6.699999999999999,8.937052144584017,0.6,9.9566,7.5376,7.5376,7.1011,5.4236,5.4236,
TAP_A01,426.0,,,727087.99,9683766.87,O,10.1,A,10.2,12.21,20090617-20090708,10.2,A,9.03,20100714-20100805,10.1,A,4.86,9.29,20110712-20110719,M3,10.7,12.21,measured,0.0,observed,-1.0,10.1,12.21,10.1,True,O,12.21,measured,10.1,12.21,0.6,21.4551,15.9087,15.9087,21.4551,15.9087,15.9087,
TAP_A01,427.0,,,727087.02,9683767.43,L,10.6,A,1.35,12.35,20090617-20090708,10.0,A,,20100714-20100805,10.0,A,,,20110712-20110719,M3,10.62,12.35,measured,0.0,observed,-1.0,10.0,12.35,10.6,True,L,12.35,measured,10.6,12.35,0.6,23.841,17.687,17.687,23.841,17.687,17.687,
TAP_A01,428.0,,,727085.18,9683770.53,O,65.1,A,24.62,31.1,20090617-20090708,65.4,A,39.02,20100714-20100805,65.7,A,26.89,33.86,20110712-20110719,M3,33.25,31.1,measured,0.3,observed,-1.0,65.4,31.03,65.1,True,O,31.1,measured,64.8,31.03755128297465,0.6,2030.0415,1420.0363,1420.0363,2007.8777,1404.6671,1404.6671,
TAP_A01,429.0,,,727085.02,9683767.53,O,29.8,A,13.26,15.58,20090617-20090708,28.6,A,16.06,20100714-20100805,30.0,A,14.62,17.73,20110712-20110719,M3,22.13,15.58,measured,0.1,observed,-1.0,29.9,15.55,29.8,True,O,15.58,measured,29.7,15.548782217970318,0.6,224.9452,169.0488,169.0488,223.037,167.6409,167.6409,
TAP_A01,430.0,,,727081.03,9683767.74,O,13.7,A,11.39,14.15,20090617-20090708,14.1,A,16.6,20100714-20100805,13.9,A,11.6,16.05,20110712-20110719,M3,13.42,14.15,measured,0.1,observed,-1.0,13.8,14.09,13.7,True,O,14.15,measured,13.6,14.077891280407982,0.6,44.9239,33.0232,33.0232,44.0658,32.4072,32.4072,
TAP_A01,431.0,,,727079.5,9683767.32,O,8.0,A,4.04,7.96,20090617-20090708,7.9,A,7.19,20100714-20100805,8.0,A,4.66,7.28,20110712-20110719,M3,9.02,7.96,measured,0.0,observed,-1.0,8.0,7.96,8.0,True,O,7.96,measured,8.0,7.96,0.6,8.9657,7.0337,7.0337,8.9657,7.0337,7.0337,
TAP_A01,432.0,,,727076.03,9683768.0,O,14.6,A,5.59,11.4,20090617-20090708,14.6,A,9.25,20100714-20100805,14.6,A,4.66,7.41,20110712-20110719,M3,13.89,11.4,measured,0.0,observed,-1.0,14.6,11.4,14.6,True,O,11.4,measured,14.6,11.4,0.6,41.1924,31.4278,31.4278,41.1924,31.4278,31.4278,
TAP_A01,433.0,,,727076.16,9683770.49,O,49.2,A,36.77,44.15,20090617-20090708,49.5,A,38.4,20100714-20100805,50.3,A,30.68,37.47,20110712-20110719,M3,29.37,44.15,measured,0.55,observed,-1.0,49.75,43.91,49.2,True,O,44.15,measured,48.650000000000006,43.90188704736286,0.6,1654.3559,1080.2966,1080.2966,1609.5705,1051.4204,1051.4204,
TAP_A01,434.0,,,727073.64,9683770.13,O,17.8,A,13.61,16.39,20090617-20090708,17.6,A,16.34,20100714-20100805,18.0,A,10.09,15.77,20110712-20110719,M3,16.01,16.39,measured,0.1,observed,-1.0,17.9,16.33,17.8,True,O,16.39,measured,17.7,16.328319540368827,0.6,86.439,62.8673,62.8673,85.1796,61.9715,61.9715,
TAP_A01,435.0,,,727070.54,9683768.28,O,5.3,A,3.5,8.21,20090617-20090708,5.6,A,7.58,20100714-20100805,5.7,A,4.82,7.85,20110712-20110719,M3,6.99,8.21,measured,0.2,observed,-1.0,5.5,8.0,5.3,True,O,8.21,measured,5.1,7.972123056659989,0.6,4.1366,3.1662,3.1662,3.7288,2.8621,2.8621,
