site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,date,dead,type,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,plot_id,quadra_id
FN_A01,130,Tovomita sp.,Clusiaceae,710.169.932.757.016,864.180.541.947.432,23.0,17.16,12.72,20150815,False,O,18.79,18.79,feldpausch_regional,0.18,default,2.0,23.36,18.97,23.0,False,O,17.16,measured,23.36,17.330032488875094,0.6786,149.0879,149.0879,168.114,155.1629,155.1629,174.9643,unknown,
FN_A01,131,Protium paniculatum,Burseraceae,71.017.264.663.984,86.418.086.086.768,12.5,7.87,5.73,20150815,False,O,12.46,12.46,feldpausch_regional,0.18,default,2.0,12.86,12.71,12.5,False,O,7.87,measured,12.86,8.028980082204821,0.49,21.1885,21.1885,17.3883,22.8374,22.8374,18.7415,unknown,
FN_A01,132,Qualea paraensis,Vochysiaceae,710.176.781.964.696,864.181.031.674.792,29.6,22.92,16.37,20150815,False,O,21.95,21.95,feldpausch_regional,0.18,default,2.0,29.96,22.11,29.6,False,O,22.92,measured,29.96,23.08588284692531,0.6893,323.5874,323.5874,370.5296,333.6541,333.6541,382.0567,unknown,
FN_A01,133,,,710.182.707.526.064,864.181.330.732.928,17.0,17.0,12.99,20150815,False,O,15.41,15.41,feldpausch_regional,0.18,default,2.0,17.36,15.63,17.0,False,O,17.0,measured,17.36,17.24146215188586,0.6481,81.887,81.887,88.2915,86.4884,86.4884,93.2528,unknown,
FN_A01,134,Aniba parviflora,Lauraceae,7.101.849.670.736,8.641.812.431.252,50.0,28.77,18.58,20150815,False,O,29.28,29.28,feldpausch_regional,0.18,default,2.0,50.36,29.39,50.0,False,O,28.77,measured,50.36,28.872502758953964,0.54,1124.0236,1124.0236,1014.1825,1143.8388,1143.8388,1032.0613,unknown,
FN_A01,135,Aspidosperma spruceanum,Apocynaceae,710.188.316.738,864.182.105.264,16.0,17.9,12.95,20150815,False,O,14.79,14.79,feldpausch_regional,0.18,default,2.0,16.36,15.01,16.0,False,O,17.9,measured,16.36,18.172802763005137,0.7533,76.5046,76.5046,95.5325,81.0889,81.0889,101.2571,unknown,
FN_A01,136,,,7.101.975.511.872,8.641.800.259.284,54.5,24.55,,20150815,True,O,30.54,30.54,feldpausch_regional,0.18,default,2.0,54.86,30.63,54.5,True,O,24.55,measured,54.86,24.627111297175404,0.6481,1139.192,820.1902,820.1902,1157.4642,833.1962,833.1962,unknown,
FN_A01,137,Qualea paraensis,Vochysiaceae,710.185.716.859.712,864.178.546.404.224,56.0,24.56,17.42,20150815,False,O,30.93,30.93,feldpausch_regional,0.18,default,2.0,56.36,31.03,56.0,False,O,24.56,measured,56.36,24.634089373670786,0.6893,1201.6738,1201.6738,1375.9985,1220.3817,1220.3817,1397.4203,unknown,
FN_A01,138,Qualea paraensis,Vochysiaceae,710.189.271.222.064,864.178.426.992.128,37.3,23.72,18.79,20150815,False,O,25.09,25.09,feldpausch_regional,0.18,default,2.0,37.66,25.22,37.3,False,O,23.72,measured,37.66,23.846951662937492,0.6893,525.4704,525.4704,601.6995,538.2122,538.2122,616.2897,unknown,
FN_A01,139,Erisma uncinatum,Vochysiaceae,7.101.990.927.848,8.641.781.349.116,78.4,24.54,17.48,20150815,False,O,35.74,35.74,feldpausch_regional,0.18,default,2.0,78.76,35.81,78.4,False,O,24.54,measured,78.76,24.583480432911095,0.5231,2315.7049,2315.7049,2025.5025,2340.547,2340.547,2047.2313,unknown,
FN_A01,140,Qualea paraensis,Vochysiaceae,710.213.844.051.728,864.178.579.605.056,74.0,32.88,21.1,20150815,False,O,34.94,34.94,feldpausch_regional,0.18,default,2.0,74.36,35.01,74.0,False,O,32.88,measured,74.36,32.94412545265192,0.6893,2752.4944,2752.4944,3151.7939,2783.9823,2783.9823,3187.8496,unknown,
FN_A01,141,,,7.102.053.140.168,8.641.773.319.556,60.2,4.09,,20150815,True,O,31.98,31.98,feldpausch_regional,0.18,default,2.0,60.56,32.07,60.2,True,O,4.09,measured,60.56,4.101061053846326,0.6481,240.5886,231.016,231.016,244.0474,234.3043,234.3043,unknown,
FN_A01,142,Pouteria gongrijpii,Sapotaceae,71.018.518.982.704,86.417.725.219.408,37.9,26.36,20.15,20150815,False,O,25.31,25.31,feldpausch_regional,0.18,default,2.0,38.26,25.44,37.9,False,O,26.36,measured,38.26,26.498094136295112,0.7994,600.9068,600.9068,795.1139,615.2284,615.2284,814.064,unknown,
FN_A01,143,Dipteryx odorata,Fabaceae,71.018.075.144.848,86.417.781.097.496,38.7,30.18,18.9,20150815,False,O,25.61,25.61,feldpausch_regional,0.18,default,2.0,39.06,25.74,38.7,False,O,30.18,measured,39.06,30.33372013402359,0.9228,714.2964,714.2964,1087.2387,730.9396,730.9396,1112.5714,unknown,
FN_A01,144,,,710.173.249.557.136,864.177.759.245.672,47.0,,,20150815,True,O,28.38,28.38,feldpausch_regional,0.18,default,2.0,47.36,28.49,47.0,True,O,28.38,feldpausch,47.36,28.49047705304911,0.6481,982.9599,686.7827,686.7827,1001.5007,699.5636,699.5636,unknown,
FN_A01,145,Qualea paraensis,Vochysiaceae,710.170.313.635.792,864.176.160.874.584,66.0,18.1,,20150815,False,O,33.31,33.31,feldpausch_regional,0.18,default,2.0,66.36,33.39,66.0,False,O,18.1,measured,66.36,18.142436929058647,0.6893,1229.4326,1229.4326,1407.7842,1245.4,1245.4,1426.068,unknown,
FN_A01,146,Qualea paraensis,Vochysiaceae,710.162.929.801.536,864.177.392.230.472,44.7,26.75,20.41,20150815,False,O,27.66,27.66,feldpausch_regional,0.18,default,2.0,45.06,27.77,44.7,False,O,26.75,measured,45.06,26.86176245436417,0.6893,841.2576,841.2576,963.2973,858.0179,858.0179,982.4891,unknown,
FN_A01,147,Nectandra cuspidata,Lauraceae,710.269.449.238.784,864.188.272.958.464,13.8,10.87,7.64,20150815,False,O,13.36,13.36,feldpausch_regional,0.18,default,2.0,14.16,13.6,13.8,False,O,10.87,measured,14.16,11.06631451175046,0.518,35.2261,35.2261,30.5193,37.6949,37.6949,32.6583,unknown,
FN_A01,148,Protium heptaphyllum,Burseraceae,710.276.993.427.232,864.188.743.342.272,11.7,8.2,4.3,20150815,False,O,11.89,11.89,feldpausch_regional,0.18,default,2.0,12.06,12.15,11.7,False,O,8.2,measured,12.059999999999999,8.378413292450121,0.6293,19.3839,19.3839,20.3073,21.0018,21.0018,22.0022,unknown,
FN_A01,149,Casearia javitensis,Salicaceae,71.027.827.168.192,86.418.847.375.872,22.9,19.09,14.09,20150815,False,O,18.73,18.73,feldpausch_regional,0.18,default,2.0,23.26,18.92,22.9,False,O,19.09,measured,23.259999999999998,19.280162696701165,0.753,164.0311,164.0311,204.7399,170.7461,170.7461,213.1214,unknown,
FN_A01,150,Pouteria gongrijpii,Sapotaceae,710.282.580.875.514,864.188.788.135.226,39.5,23.11,17.08,20150815,False,O,25.89,25.89,feldpausch_regional,0.18,default,2.0,39.86,26.02,39.5,False,O,23.11,measured,39.86,23.22449435010128,0.7994,572.9107,572.9107,758.0697,585.9668,585.9668,775.3454,unknown,
FN_A01,151,Protium heptaphyllum,Burseraceae,71.028.177.688.199,864.188.860.624.958,13.6,16.09,12.05,20150815,False,O,13.22,13.22,feldpausch_regional,0.18,default,2.0,13.96,13.46,13.6,False,O,16.09,measured,13.959999999999999,16.38545323297742,0.6293,50.2027,50.2027,52.5941,53.776,53.776,56.3376,unknown,
FN_A01,152,Tetragastris altissima,Burseraceae,710.278.832.909.376,864.189.011.524.896,18.5,14.32,,20150815,False,O,16.31,16.31,feldpausch_regional,0.18,default,2.0,18.86,16.52,18.5,False,O,14.32,measured,18.86,14.504191033580346,0.7079,81.6921,81.6921,95.9957,85.8886,85.8886,100.9269,unknown,
FN_A01,153,Swartzia laevicarpa,Fabaceae,710.285.359.136.672,864.189.204.224.512,17.5,17.89,16.2,20150815,False,O,15.71,15.71,feldpausch_regional,0.18,default,2.0,17.86,15.93,17.5,False,O,17.89,measured,17.86,18.135639301142806,0.6125,91.0791,91.0791,92.9306,96.042,96.042,97.9944,unknown,
FN_A01,154,Aniba parviflora,Lauraceae,7.102.891.661.928,8.641.893.803.484,49.7,28.98,22.08,20150815,False,O,29.19,29.19,feldpausch_regional,0.18,default,2.0,50.06,29.3,49.7,False,O,28.98,measured,50.06,29.0841513013841,0.54,1118.8101,1118.8101,1009.4785,1138.6637,1138.6637,1027.3919,unknown,
FN_A01,155,,,710.291.297.506.576,864.189.609.786.096,14.1,,,20150815,False,L,13.56,13.56,feldpausch_regional,0.18,default,2.0,14.46,13.8,14.1,False,L,13.56,feldpausch,14.459999999999999,13.798968352557448,0.6481,45.585,45.585,49.1502,48.7079,48.7079,52.5174,unknown,
FN_A01,156,Strychnos subcordata,Loganiaceae,71.029.331.365.328,86.418.968.199.568,19.0,15.25,11.46,20150815,False,O,16.6,16.6,feldpausch_regional,0.18,default,2.0,19.36,16.8,19.0,False,O,15.25,measured,19.36,15.44006764805088,0.6959,91.508,91.508,105.764,96.0775,96.0775,111.0454,unknown,
FN_A01,157,Mouriri collocarpa,Melastomataceae,710.297.195.782,864.190.456.823,14.5,16.21,12.53,20150815,False,O,13.82,13.82,feldpausch_regional,0.18,default,2.0,14.86,14.06,14.5,False,O,16.21,measured,14.86,16.486683320308487,0.8333,57.3059,57.3059,78.9665,61.1172,61.1172,84.2184,unknown,
FN_A01,158,Helicostylis sp.,Moraceae,71.029.760.025.056,86.419.048.865.776,28.9,28.98,23.65,20150815,False,O,21.64,21.64,feldpausch_regional,0.18,default,2.0,29.26,21.8,28.9,False,O,28.98,measured,29.259999999999998,29.196221315100498,0.643,388.2767,388.2767,415.4125,400.6701,400.6701,428.6721,unknown,
FN_A01,159,,,71.030.488.068.464,86.419.106.168.344,80.0,15.35,,20150815,True,O,36.02,36.02,feldpausch_regional,0.18,default,2.0,80.36,36.08,80.0,True,O,15.35,measured,80.36,15.37628619797893,0.6481,1523.8216,1203.5831,1203.5831,1539.8047,1216.1407,1216.1407,unknown,
FN_A01,160,Vochysia guianensis,Vochysiaceae,71.030.407.174.752,86.419.099.801.392,12.6,18.82,14.05,20150815,False,O,12.53,12.53,feldpausch_regional,0.18,default,2.0,12.96,12.78,12.6,False,O,18.82,measured,12.959999999999999,19.196780541480045,0.5087,50.3979,50.3979,42.8987,54.2871,54.2871,46.2091,unknown,
FN_A01,161,Qualea paraensis,Vochysiaceae,710.307.172.712,864.189.512.472,64.1,26.51,19.44,20150815,False,O,32.89,32.89,feldpausch_regional,0.18,default,2.0,64.46,32.97,64.1,False,O,26.51,measured,64.46,26.575069337695254,0.6893,1685.3708,1685.3708,1929.8645,1707.9784,1707.9784,1955.7518,unknown,
FN_A01,162,Qualea paraensis,Vochysiaceae,710.305.835.622.944,864.188.148.186.624,60.1,27.24,21.59,20150815,False,O,31.96,31.96,feldpausch_regional,0.18,default,2.0,60.46,32.05,60.1,False,O,27.24,measured,60.46,27.313855632052846,0.6893,1526.1098,1526.1098,1747.4999,1548.0904,1548.0904,1772.6691,unknown,
FN_A01,163,,,71.031.687.425.904,86.418.902.765.844,40.2,26.3,,20150815,True,O,26.14,26.14,feldpausch_regional,0.18,default,2.0,40.56,26.27,40.2,True,O,26.3,measured,40.56,26.427223245767898,0.6481,672.6463,472.1015,472.1015,687.686,482.4958,482.4958,unknown,
FN_A01,164,Tetragastris altissima,Burseraceae,7.103.145.591.144,8.641.884.877.704,44.0,24.07,17.64,20150815,False,O,27.43,27.43,feldpausch_regional,0.18,default,2.0,44.36,27.55,44.0,False,O,24.07,measured,44.36,24.172807561386303,0.7079,735.8698,735.8698,864.7136,750.7847,750.7847,882.2399,unknown,
FN_A01,165,Qualea paraensis,Vochysiaceae,7.103.198.124.104,8.641.874.191.144,36.4,33.55,24.95,20150815,False,O,24.75,24.75,feldpausch_regional,0.18,default,2.0,36.76,24.89,36.4,False,O,33.55,measured,36.76,33.73551322992257,0.6893,702.7591,702.7591,804.7071,720.256,720.256,824.7423,unknown,
FN_A01,166,Qualea paraensis,Vochysiaceae,7.103.249.973.224,8.641.872.088.724,66.0,34.52,26.06,20150815,False,O,33.31,33.31,feldpausch_regional,0.18,default,2.0,66.36,33.39,66.0,False,O,34.52,measured,66.36,34.60093496083451,0.6893,2308.7002,2308.7002,2643.6192,2338.6846,2338.6846,2677.9534,unknown,
FN_A01,167,Qualea paraensis,Vochysiaceae,7.103.296.717.208,8.641.875.754.508,42.1,32.74,22.47,20150815,False,O,26.8,26.8,feldpausch_regional,0.18,default,2.0,42.46,26.92,42.1,False,O,32.74,measured,42.46,32.88866301591365,0.6893,911.5408,911.5408,1043.7764,930.9251,930.9251,1065.9727,unknown,
FN_A01,168,Aspidosperma excelsum,Apocynaceae,710.322.892.394.336,864.186.673.714.656,59.2,22.12,14.13,20150815,False,O,31.74,31.74,feldpausch_regional,0.18,default,2.0,59.56,31.83,59.2,False,O,22.12,measured,59.56,22.181368804080474,0.792,1209.3247,1209.3247,1585.7076,1227.0348,1227.0348,1608.9295,unknown,
FN_A01,169,Dipteryx odorata,Fabaceae,710.303.479.584.032,864.186.630.892.672,54.3,26.79,19.27,20150815,False,O,30.48,30.48,feldpausch_regional,0.18,default,2.0,54.66,30.58,54.3,False,O,26.79,measured,54.66,26.87460634628988,0.9228,1231.6614,1231.6614,1874.7257,1251.4967,1251.4967,1904.9173,unknown,
FN_A01,170,Aspidosperma excelsum,Apocynaceae,710.302.767.323.552,864.185.095.861.792,41.8,25.45,17.48,20150815,False,O,26.7,26.7,feldpausch_regional,0.18,default,2.0,42.16,26.82,41.8,False,O,25.45,measured,42.16,25.56670496316998,0.792,702.9883,702.9883,921.782,718.0542,718.0542,941.537,unknown,
FN_A01,171,Aspidosperma excelsum,Apocynaceae,7.102.872.824.984,8.641.860.990.744,47.8,32.91,20.54,20150815,False,O,28.63,28.63,feldpausch_regional,0.18,default,2.0,48.16,28.74,47.8,False,O,32.91,measured,48.16,33.035072412599995,0.792,1173.8591,1173.8591,1539.2038,1195.5963,1195.5963,1567.7063,unknown,
FN_A01,172,,,71.028.293.342.864,86.418.649.705.744,46.6,15.44,,20150815,True,O,28.26,28.26,feldpausch_regional,0.18,default,2.0,46.96,28.37,46.6,True,O,15.44,measured,46.96,15.50083707339709,0.6481,533.6663,410.3409,410.3409,543.8267,418.048,418.048,unknown,
FN_A01,173,,,710.286.458.224.544,864.187.365.864.224,47.7,5.53,,20150815,True,O,28.6,28.6,feldpausch_regional,0.18,default,2.0,48.06,28.71,47.7,True,O,5.53,measured,48.06,5.551079247149651,0.6481,205.0351,185.6288,185.6288,208.8406,189.0287,189.0287,unknown,
FN_A01,174,Bowdichia nitida,Fabaceae,71.028.382.848.272,86.418.804.723.312,36.9,16.93,11.52,20150815,False,O,24.94,24.94,feldpausch_regional,0.18,default,2.0,37.26,25.07,36.9,False,O,16.93,measured,37.26,17.02192646305795,0.8033,370.2247,370.2247,492.2299,379.3073,379.3073,504.3057,unknown,
FN_A01,1,Pouteria gongrijpii,Sapotaceae,7.136.527.410.696,86.433.175.633.996,27.4,22.92,17.68,20150811,False,O,20.95,20.95,feldpausch_regional,0.18,default,2.0,27.76,21.12,27.4,False,O,22.92,measured,27.759999999999998,23.102904987176213,0.7994,278.3039,278.3039,368.2489,287.7094,287.7094,380.6942,unknown,
FN_A01,2,Pouteria gongrijpii,Sapotaceae,7.136.556.517.256,86.433.226.744.976,19.3,16.38,12.72,20150811,False,O,16.77,16.77,feldpausch_regional,0.18,default,2.0,19.66,16.97,19.3,False,O,16.38,measured,19.66,16.580395591101666,0.7994,101.167,101.167,133.8632,106.1354,106.1354,140.4373,unknown,
FN_A01,3,Protium paniculatum,Burseraceae,7.136.585.501.106,86.433.238.036.896,10.0,11.25,6.94,20150811,False,O,10.62,10.62,feldpausch_regional,0.18,default,2.0,10.36,10.9,10.0,False,O,11.25,measured,10.36,11.541413858449394,0.49,19.4261,19.4261,15.9419,21.3407,21.3407,17.5131,unknown,
FN_A01,4,,,713.659.296.224,8.643.312.497.174,71.0,5.43,1.26,20150811,True,O,34.35,34.35,feldpausch_regional,0.18,default,2.0,71.36,34.43,71.0,True,O,5.43,measured,71.36,5.441329450314924,0.6481,437.8059,405.1748,405.1748,443.0499,409.9924,409.9924,unknown,
FN_A01,5,,,7.136.638.770.878,86.433.043.917.008,52.8,10.53,1.34,20150811,True,O,30.07,30.07,feldpausch_regional,0.18,default,2.0,53.16,30.17,52.8,True,O,10.53,measured,53.16,10.564656359025275,0.6481,468.7402,385.1889,385.1889,476.5247,391.5102,391.5102,unknown,
FN_A01,6,Myrciaria floribunda,Myrtaceae,7.136.602.094.912,86.433.265.185.152,11.6,13.93,7.0,20150811,False,O,11.82,11.82,feldpausch_regional,0.18,default,2.0,11.96,12.08,11.6,False,O,13.93,measured,11.959999999999999,14.236008907733847,0.785,31.9727,31.9727,41.562,34.6656,34.6656,45.0626,unknown,
FN_A01,7,Protium paniculatum,Burseraceae,71.366.066.079.012,864.332.820.780.832,10.4,11.51,5.85,20150811,False,O,10.93,10.93,feldpausch_regional,0.18,default,2.0,10.76,11.2,10.4,False,O,11.51,measured,10.76,11.795503663651628,0.49,21.4447,21.4447,17.5985,23.4722,23.4722,19.2624,unknown,
FN_A01,8,Tovomita sp.,Clusiaceae,7.136.664.466.078,86.433.330.761.008,23.4,16.95,10.38,20150811,False,O,18.99,18.99,feldpausch_regional,0.18,default,2.0,23.76,19.18,23.4,False,O,16.95,measured,23.759999999999998,17.114455513454793,0.6786,152.349,152.349,171.7914,158.4438,158.4438,178.664,unknown,
FN_A01,9,Fusaea longifolia,Annonaceae,71.367.255.610.864,864.333.435.443.464,27.2,19.72,13.59,20150811,False,O,20.86,20.86,feldpausch_regional,0.18,default,2.0,27.56,21.03,27.2,False,O,19.72,measured,27.56,19.878821880827772,0.7427,236.9018,236.9018,291.7344,244.9712,244.9712,301.6715,unknown,
FN_A01,10,Stryphnodendron pulcherrimum,Fabaceae,71.367.272.402.618,864.333.578.617.088,11.9,9.6,5.95,20150811,False,O,12.03,12.03,feldpausch_regional,0.18,default,2.0,12.26,12.29,11.9,False,O,9.6,measured,12.26,9.80494677934584,0.475,23.3682,23.3682,18.6038,25.2839,25.2839,20.129,unknown,
FN_A01,11,Pouteria gongrijpii,Sapotaceae,713.676.391.085,8.643.336.319.704,17.7,18.02,12.52,20150811,False,O,15.83,15.83,feldpausch_regional,0.18,default,2.0,18.06,16.05,17.7,False,O,18.02,measured,18.06,18.26415152897202,0.7994,93.7824,93.7824,124.0919,98.8314,98.8314,130.7727,unknown,
FN_A01,12,,,7.136.763.434.012,86.433.414.034.432,13.1,7.87,1.33,20150811,True,O,12.88,12.88,feldpausch_regional,0.18,default,2.0,13.46,13.13,13.1,True,O,7.87,measured,13.459999999999999,8.020783850631705,0.6481,23.2191,18.6857,18.6857,24.9386,20.0354,20.0354,unknown,
FN_A01,13,Protium heptaphyllum,Burseraceae,713.677.104.693,8.643.342.044.008,10.1,8.13,4.75,20150811,False,O,10.7,10.7,feldpausch_regional,0.18,default,2.0,10.46,10.97,10.1,False,O,8.13,measured,10.459999999999999,8.338295218350222,0.6293,14.4259,14.4259,15.1131,15.8328,15.8328,16.587,unknown,
FN_A01,14,Cochlospermum vitifolium,Bixaceae,7.136.846.998.479,86.433.459.104.064,11.2,12.76,8.85,20150811,False,O,11.53,11.53,feldpausch_regional,0.18,default,2.0,11.56,11.79,11.2,False,O,12.76,measured,11.559999999999999,13.051503687483732,0.2183,27.4059,27.4059,10.2176,29.8016,29.8016,11.1108,unknown,
FN_A01,15,Protium heptaphyllum,Burseraceae,7.136.894.215.808,86.433.486.460.408,42.8,24.68,20.35,20150811,False,O,27.04,27.04,feldpausch_regional,0.18,default,2.0,43.16,27.16,42.8,False,O,24.68,measured,43.16,24.78954102810362,0.6293,714.4433,714.4433,748.475,729.3663,729.3663,764.1088,unknown,
FN_A01,16,Aspidosperma excelsum,Apocynaceae,7.136.928.689.552,86.433.312.731.296,70.5,33.18,23.52,20150811,False,O,34.25,34.25,feldpausch_regional,0.18,default,2.0,70.86,34.33,70.5,False,O,33.18,measured,70.86,33.250023862119924,0.792,2526.3947,2526.3947,3312.6942,2556.8938,2556.8938,3352.6857,unknown,
FN_A01,17,,,7.136.879.011.696,86.433.372.033.016,35.0,17.05,1.84,20150811,True,O,24.21,24.21,feldpausch_regional,0.18,default,2.0,35.36,24.35,35.0,True,O,17.05,measured,35.36,17.14930680957888,0.6481,336.2362,251.0418,251.0418,344.97,257.4528,257.4528,unknown,
FN_A01,18,Pouteria gongrijpii,Sapotaceae,7.136.918.040.824,86.433.251.578.424,35.2,23.84,14.53,20150811,False,O,24.28,24.28,feldpausch_regional,0.18,default,2.0,35.56,24.43,35.2,False,O,23.84,measured,35.56,23.977814164868054,0.7994,471.5881,471.5881,624.0007,483.7625,483.7625,640.1096,unknown,
FN_A01,19,,,713.688.048.881,864.332.050.948,45.8,3.76,1.34,20150811,True,O,28.01,28.01,feldpausch_regional,0.18,default,2.0,46.16,28.12,45.8,True,O,3.76,measured,46.16,3.775182067536297,0.6481,129.9731,124.8228,124.8228,132.4948,127.2115,127.2115,unknown,
FN_A01,20,,,713.680.006.004,8.643.326.488.496,67.3,9.31,1.22,20150811,True,O,33.59,33.59,feldpausch_regional,0.18,default,2.0,67.66,33.67,67.3,True,O,9.31,measured,67.66,9.331164737180595,0.6481,667.4842,565.8358,565.8358,675.968,572.9688,572.9688,unknown,
FN_A01,21,Endlicheria sp.,Lauraceae,713.679.143.774,8.643.330.935.024,44.1,29.49,18.62,20150811,False,O,27.46,27.46,feldpausch_regional,0.18,default,2.0,44.46,27.58,44.1,False,O,29.49,measured,44.46,29.61555926896947,0.5043,901.1714,901.1714,760.5998,919.3916,919.3916,775.9779,unknown,
FN_A01,22,,,71.366.861.599.892,864.332.841.310.712,55.8,5.13,0.91,20150811,True,O,30.88,30.88,feldpausch_regional,0.18,default,2.0,56.16,30.97,55.8,True,O,5.13,measured,56.16,5.145558385895422,0.6481,258.8005,238.8932,238.8932,262.8455,242.5858,242.5858,unknown,
FN_A01,23,,,7.136.672.152.472,86.433.219.747.184,46.0,5.63,1.26,20150811,True,O,28.07,28.07,feldpausch_regional,0.18,default,2.0,46.36,28.19,46.0,True,O,5.63,measured,46.36,5.652593491520742,0.6481,194.3838,175.1826,175.1826,198.1374,178.5192,178.5192,unknown,
FN_A01,24,,,713.676.596.976,8.643.289.956.904,54.5,3.49,1.24,20150811,True,O,30.54,30.54,feldpausch_regional,0.18,default,2.0,54.86,30.63,54.5,True,O,3.49,measured,54.86,3.5009620540587436,0.6481,169.7088,166.2967,166.2967,172.4308,168.9337,168.9337,unknown,
FN_A01,25,,,71.367.474.181.556,864.330.730.550.216,57.2,10.84,1.76,20150811,True,O,31.24,31.24,feldpausch_regional,0.18,default,2.0,57.56,31.33,57.2,True,O,10.84,measured,57.56,10.871677980834315,0.6481,563.7497,462.9195,462.9195,572.324,469.8851,469.8851,unknown,
FN_A01,26,,,71.376.859.275.116,86.434.154.569.692,48.1,28.89,1.89,20150811,True,O,28.72,28.72,feldpausch_regional,0.18,default,2.0,48.46,28.83,48.1,True,O,28.89,measured,48.46,28.998818801098473,0.6481,1046.3994,729.8626,729.8626,1065.6443,743.1105,743.1105,unknown,
FN_A01,27,,,71.376.939.834.832,86.434.160.428.184,10.8,6.32,1.47,20150811,True,O,11.23,11.23,feldpausch_regional,0.18,default,2.0,11.16,11.5,10.8,True,O,6.32,measured,11.16,6.4703422173058796,0.6481,12.8589,10.6144,10.6144,14.027,11.5538,11.5538,unknown,
FN_A01,28,Protium heptaphyllum,Burseraceae,71.377.407.147.126,86.434.144.169.202,11.6,11.77,6.29,20150811,False,O,11.82,11.82,feldpausch_regional,0.18,default,2.0,11.96,12.08,11.6,False,O,11.77,measured,11.959999999999999,12.028558854560472,0.6293,27.1244,27.1244,28.4165,29.409,29.409,30.8099,unknown,
FN_A01,29,Ormosia sp.,Fabaceae,71.378.256.571.424,86.434.218.602.688,12.2,14.44,8.9,20150811,False,O,12.25,12.25,feldpausch_regional,0.18,default,2.0,12.56,12.5,12.2,False,O,14.44,measured,12.559999999999999,14.739780391764384,0.5906,36.5403,36.5403,35.9806,39.4581,39.4581,38.8536,unknown,
FN_A01,30,Casearia javitensis,Salicaceae,7.137.838.990.972,8.643.426.588.104,10.4,15.75,12.11,20150811,False,O,10.93,10.93,feldpausch_regional,0.18,default,2.0,10.76,11.2,10.4,False,O,15.75,measured,10.76,16.14067616876743,0.753,29.1243,29.1243,36.3523,31.8779,31.8779,39.7893,unknown,
FN_A01,31,Qualea paraensis,Vochysiaceae,71.378.690.954.148,86.434.237.719.396,15.3,14.02,9.86,20150811,False,O,14.34,14.34,feldpausch_regional,0.18,default,2.0,15.66,14.57,15.3,False,O,14.02,measured,15.66,14.244996242299635,0.6893,55.2337,55.2337,63.2464,58.7041,58.7041,67.2202,unknown,
FN_A01,32,Tachigali myrmecophila,Fabaceae,713.790.877.491.232,864.342.791.395.784,19.6,23.06,18.94,20150811,False,O,16.94,16.94,feldpausch_regional,0.18,default,2.0,19.96,17.14,19.6,False,O,23.06,measured,19.96,23.33699787963129,0.476,145.5778,145.5778,116.1352,152.611,152.611,121.746,unknown,
FN_A01,33,,,7.137.959.830.546,8.643.435.375.842,28.8,19.09,1.8,20150811,True,O,21.59,21.59,feldpausch_regional,0.18,default,2.0,29.16,21.76,28.8,True,O,19.09,measured,29.16,19.233058839164002,0.6481,256.6028,186.442,186.442,264.8239,192.303,192.303,unknown,
FN_A01,34,Aniba parviflora,Lauraceae,713.797.736.724.672,864.343.290.972.064,16.0,18.03,13.27,20150811,False,O,14.79,14.79,feldpausch_regional,0.18,default,2.0,16.36,15.01,16.0,False,O,18.03,measured,16.36,18.30478401212194,0.54,77.0468,77.0468,69.5177,81.6636,81.6636,73.6834,unknown,
FN_A01,35,,,713.795.324.136.248,864.343.240.106.776,10.7,,,20150811,False,L,11.15,11.15,feldpausch_regional,0.18,default,2.0,11.06,11.42,10.7,False,L,11.15,feldpausch,11.059999999999999,11.41799314510754,0.6481,21.9765,21.9765,23.6953,23.9927,23.9927,25.8692,unknown,
FN_A01,36,,,713.799.361.993.888,864.343.658.701.056,21.2,13.39,1.49,20150811,True,O,17.83,17.83,feldpausch_regional,0.18,default,2.0,21.56,18.02,21.2,True,O,13.39,measured,21.56,13.536433136612382,0.6481,99.8174,75.5854,75.5854,104.2536,78.8728,78.8728,unknown,
FN_A01,37,Ormosia sp.,Fabaceae,713.784.785.254.076,864.342.723.253.812,18.4,17.9,8.58,20150811,False,O,16.25,16.25,feldpausch_regional,0.18,default,2.0,18.76,16.46,18.4,False,O,17.9,measured,18.759999999999998,18.131715002452545,0.5906,100.5008,100.5008,98.9613,105.6933,105.6933,104.0743,unknown,
FN_A01,38,Pouteria gongrijpii,Sapotaceae,713.799.930.480.684,864.343.824.650.308,12.5,23.29,16.64,20150811,False,O,12.46,12.46,feldpausch_regional,0.18,default,2.0,12.86,12.71,12.5,False,O,23.29,measured,12.86,23.760475999307534,0.7994,61.0923,61.0923,80.8367,65.8466,65.8466,87.1276,unknown,
