site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2014,dead_2014,hcom_2014,htot_2014,dbh_2016,dead_2016,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
SAN_A01,87,Rinorea racemosa,Violaceae,735425.2259,9669992.83,O,18.5,False,7.46,13.96,19.0,False,4,16.6,13.96,measured,0.25,observed,0.0,19.0,13.96,18.5,False,O,13.96,measured,18.5,13.96,0.682,79.6871,79.6871,90.2996,79.6871,79.6871,90.2996,
SAN_A01,88,Inga thibaudiana,Fabaceae,735423.1074,9669994.286,O,24.3,False,9.68,23.09,26.7,False,4,20.62,23.09,measured,1.2,observed,0.0,26.7,23.09,24.3,False,O,23.09,measured,24.3,23.09,0.5786,221.7512,221.7512,214.0141,221.7512,221.7512,214.0141,
SAN_A01,89,Cecropia ficifolia,Urticaceae,735414.9499,9669995.692,O,24.4,False,23.13,28.3,24.1,False,4,19.35,28.3,measured,0.0,observed,0.0,24.1,28.3,24.4,False,O,28.3,measured,24.4,28.3,0.266,272.6398,272.6398,123.2532,272.6398,272.6398,123.2532,
SAN_A01,90,Jacaranda copaia,Bignoniaceae,735412.9339,9669995.245,O,13.3,False,12.23,16.88,,True,4,,16.88,measured,0.25,site_median,0.0,,16.88,13.3,False,O,16.88,measured,13.3,16.88,0.3507,50.3657,50.3657,29.8178,50.3657,50.3657,29.8178,
SAN_A01,91,Jacaranda copaia,Bignoniaceae,735412.8797,9669993.467,O,29.2,False,21.89,29.57,30.5,False,4,22.35,29.57,measured,0.65,observed,0.0,30.5,29.57,29.2,False,O,29.57,measured,29.2,29.57,0.3507,404.0535,404.0535,239.2105,404.0535,404.0535,239.2105,
SAN_A01,92,,,735421.2796,9669999.96,O,43.5,True,1.94,15.45,43.5,True,4,27.27,15.45,measured,0.0,observed,0.0,43.5,15.45,43.5,True,O,15.45,measured,43.5,15.45,0.5942,466.8592,357.7515,357.7515,466.8592,357.7515,357.7515,
SAN_A01,93,Endlicheria sp.,Lauraceae,735413.0686,9670009.321,O,72.3,False,29.57,41.09,,True,4,,41.09,measured,0.25,site_median,0.0,,41.09,72.3,False,O,41.09,measured,72.3,41.09,0.5043,3269.679,3269.679,2759.6495,3269.679,3269.679,2759.6495,
SAN_A01,94,Brosimum parinarioides,Moraceae,735422.7296,9670025.512,O,82.3,False,15.56,25.15,82.6,False,4,36.46,25.15,measured,0.15,observed,0.0,82.6,25.15,82.3,False,O,25.15,measured,82.3,25.15,0.6306,2607.6317,2607.6317,2737.457,2607.6317,2607.6317,2737.457,
SAN_A01,95,Qualea paraensis,Vochysiaceae,735424.5482,9670021.226,O,70.7,False,27.12,36.58,72.4,False,4,34.63,36.58,measured,0.85,observed,0.0,72.4,36.58,70.7,False,O,36.58,measured,70.7,36.58,0.6893,2794.1726,2794.1726,3199.5183,2794.1726,2794.1726,3199.5183,
SAN_A01,96,Goupia glabra,Goupiaceae,735444.1938,9670034.664,O,82.7,False,21.95,35.36,,True,4,,35.36,measured,0.25,site_median,0.0,,35.36,82.7,False,O,35.36,measured,82.7,35.36,0.7272,3670.9579,3670.9579,4428.643,3670.9579,3670.9579,4428.643,
SAN_A01,97,Eschweilera coriacea,Lecythidaceae,735448.293,9670023.044,O,37.3,False,15.01,22.4,37.8,False,4,25.28,22.4,measured,0.25,observed,0.0,37.8,22.4,37.3,False,O,22.4,measured,37.3,22.4,0.8521,496.9108,496.9108,699.7667,496.9108,496.9108,699.7667,
SAN_A01,98,Goupia glabra,Goupiaceae,735429.8024,9670008.408,O,42.1,False,17.39,29.39,43.2,False,4,27.17,29.39,measured,0.55,observed,0.0,43.2,29.39,42.1,False,O,29.39,measured,42.1,29.39,0.7272,820.3934,820.3934,989.7224,820.3934,820.3934,989.7224,
SAN_A01,99,Minquartia guianensis,Olacaceae,735435.4544,9670004.454,O,66.4,False,14.56,24.08,66.5,False,4,33.42,24.08,measured,0.05,observed,0.0,66.5,24.08,66.4,False,O,24.08,measured,66.4,24.08,0.7867,1643.7263,1643.7263,2141.2694,1643.7263,1643.7263,2141.2694,
SAN_A01,1,Rinorea racemosa,Violaceae,738101.9862,9666050.319,O,21.4,False,2.33,8.5,21.5,False,5,17.99,8.5,measured,0.05,observed,0.0,21.5,8.5,21.4,False,O,8.5,measured,21.4,8.5,0.682,65.2441,65.2441,73.9331,65.2441,65.2441,73.9331,
SAN_A01,2,,,738103.3904,9666047.712,O,30.0,True,,7.84,31.0,True,5,22.56,7.84,measured,0.5,observed,0.0,31.0,7.84,30.0,True,O,7.84,measured,30.0,7.84,0.5942,116.588,97.6905,97.6905,116.588,97.6905,97.6905,
SAN_A01,3,Rinorea guianensis,Violaceae,738106.218,9666047.44,O,22.4,False,15.4,22.0,22.3,False,5,18.42,22.0,measured,0.0,observed,0.0,22.3,22.0,22.4,False,O,22.0,measured,22.4,22.0,0.78,180.4469,180.4469,233.1085,180.4469,180.4469,233.1085,
SAN_A01,4,Inga heterophylla,Fabaceae,738102.8281,9666045.153,O,18.2,False,12.42,18.8,18.8,False,5,16.48,18.8,measured,0.3,observed,0.0,18.8,18.8,18.2,False,O,18.8,measured,18.2,18.8,0.56,103.2044,103.2044,96.4837,103.2044,103.2044,96.4837,
SAN_A01,5,Lecythis idatimon,Lecythidaceae,738107.1493,9666040.969,O,13.9,False,9.99,15.84,14.0,False,5,13.49,15.84,measured,0.05,observed,0.0,14.0,15.84,13.9,False,O,15.84,measured,13.9,15.84,0.7986,51.5925,51.5925,68.1976,51.5925,51.5925,68.1976,
SAN_A01,6,Rinorea racemosa,Violaceae,738109.8595,9666039.399,O,15.6,False,7.63,12.51,16.1,False,5,14.85,12.51,measured,0.25,observed,0.0,16.1,12.51,15.6,False,O,12.51,measured,15.6,12.51,0.682,51.329,51.329,58.1649,51.329,51.329,58.1649,
SAN_A01,7,Strychnos subcordata,Loganiaceae,738111.4518,9666037.276,O,23.6,False,10.64,18.67,24.0,False,5,19.3,18.67,measured,0.2,observed,0.0,24.0,18.67,23.6,False,O,18.67,measured,23.6,18.67,0.6959,170.2244,170.2244,196.7436,170.2244,170.2244,196.7436,
SAN_A01,8,Inga alba,Fabaceae,738110.0661,9666034.949,O,61.6,False,17.07,32.62,63.9,False,5,32.85,32.62,measured,1.15,observed,0.0,63.9,32.62,61.6,False,O,32.62,measured,61.6,32.62,0.5861,1909.337,1909.337,1866.188,1909.337,1909.337,1866.188,
SAN_A01,9,Alexa grandiflora,Fabaceae,738116.2631,9666031.675,O,11.3,False,8.51,11.83,11.8,False,5,11.96,11.83,measured,0.25,observed,0.0,11.8,11.83,11.3,False,O,11.83,measured,11.3,11.83,0.66,25.9002,25.9002,28.4251,25.9002,25.9002,28.4251,
SAN_A01,10,Cordia scabrifolia,Boraginaceae,738086.1422,9666013.616,O,39.4,False,26.36,31.03,41.0,False,5,26.42,31.03,measured,0.8,observed,0.0,41.0,31.03,39.4,False,O,31.03,measured,39.4,31.03,0.474,760.0608,760.0608,603.8546,760.0608,760.0608,603.8546,
SAN_A01,11,Xylopia nitida,Annonaceae,738085.2346,9666013.061,O,37.9,False,21.05,32.42,,True,5,,32.42,measured,0.25,site_median,0.0,,32.42,37.9,False,O,32.42,measured,37.9,32.42,0.5483,735.3903,735.3903,673.519,735.3903,735.3903,673.519,
SAN_A01,12,Schefflera morototoni,Araliaceae,738090.2866,9666014.9,O,56.2,False,19.55,29.3,59.0,False,5,31.69,29.3,measured,1.4,observed,0.0,59.0,29.3,56.2,False,O,29.3,measured,56.2,29.3,0.4559,1437.503,1437.503,1099.5747,1437.503,1437.503,1099.5747,
SAN_A01,13,Bixa arborea,Bixaceae,738078.219,9666015.057,O,35.2,False,12.97,20.29,36.0,False,5,24.6,20.29,measured,0.4,observed,0.0,36.0,20.29,35.2,False,O,20.29,measured,35.2,20.29,0.37,402.9204,402.9204,251.3671,402.9204,402.9204,251.3671,
SAN_A01,14,Handroanthus impetiginosus,Bignoniaceae,738067.569,9666031.203,O,53.4,False,23.97,36.91,54.1,False,5,30.43,36.91,measured,0.35,observed,0.0,54.1,36.91,53.4,False,O,36.91,measured,53.4,36.91,0.5942,1629.8732,1629.8732,1614.5324,1629.8732,1629.8732,1614.5324,
SAN_A01,15,Eschweilera coriacea,Lecythidaceae,738070.8925,9666035.691,O,36.7,False,16.47,25.7,37.8,False,5,25.28,25.7,measured,0.55,observed,0.0,37.8,25.7,36.7,False,O,25.7,measured,36.7,25.7,0.8521,550.5333,550.5333,775.2798,550.5333,550.5333,775.2798,
SAN_A01,16,Swartzia corrugata,Fabaceae,738074.9967,9666034.4,O,41.9,False,23.45,33.7,43.5,False,5,27.27,33.7,measured,0.8,observed,0.0,43.5,33.7,41.9,False,O,33.7,measured,41.9,33.7,1.0565,928.9434,928.9434,1613.6534,928.9434,928.9434,1613.6534,
SAN_A01,17,Bixa arborea,Bixaceae,738079.7925,9666029.79,O,37.2,False,13.88,25.7,37.3,False,5,25.09,25.7,measured,0.05,observed,0.0,37.3,25.7,37.2,False,O,25.7,measured,37.2,25.7,0.37,565.2691,565.2691,352.6505,565.2691,565.2691,352.6505,
SAN_A01,18,Rinorea guianensis,Violaceae,738169.1414,9665929.572,O,28.3,False,11.84,24.23,,True,6,,24.23,measured,0.25,site_median,0.0,,24.23,28.3,False,O,24.23,measured,28.3,24.23,0.78,312.9513,312.9513,404.283,312.9513,312.9513,404.283,
SAN_A01,19,Pouteria gongrijpii,Sapotaceae,738172.2365,9665928.379,O,29.0,False,15.14,23.1,28.6,False,6,21.5,23.1,measured,0.0,observed,0.0,28.6,23.1,29.0,False,O,23.1,measured,29.0,23.1,0.7994,313.2902,313.2902,414.5425,313.2902,313.2902,414.5425,
SAN_A01,20,Minquartia guianensis,Olacaceae,738175.1806,9665923.293,O,26.8,False,12.15,17.93,26.9,False,6,20.72,17.93,measured,0.05,observed,0.0,26.9,17.93,26.8,False,O,17.93,measured,26.8,17.93,0.7867,209.7366,209.7366,273.2222,209.7366,209.7366,273.2222,
SAN_A01,21,Protium paniculatum,Burseraceae,738178.8116,9665920.416,O,16.7,False,9.15,20.22,17.7,False,6,15.83,20.22,measured,0.5,observed,0.0,17.7,20.22,16.7,False,O,20.22,measured,16.7,20.22,0.49,93.6797,93.6797,76.8779,93.6797,93.6797,76.8779,
SAN_A01,22,,,738181.6287,9665913.473,O,48.4,True,,16.41,47.5,True,6,28.54,16.41,measured,0.0,observed,0.0,47.5,16.41,48.4,True,O,16.41,measured,48.4,16.41,0.5942,609.8525,465.2742,465.2742,609.8525,465.2742,465.2742,
SAN_A01,23,Guarea guidonia,Meliaceae,738181.1206,9665913.031,O,28.0,False,12.73,25.91,27.6,False,6,21.05,25.91,measured,0.0,observed,0.0,27.6,25.91,28.0,False,O,25.91,measured,28.0,25.91,0.5651,327.2332,327.2332,308.6427,327.2332,327.2332,308.6427,
SAN_A01,24,Pouteria guianensis,Sapotaceae,738182.5739,9665908.259,O,30.3,False,19.57,26.76,30.6,False,6,22.39,26.76,measured,0.15,observed,0.0,30.6,26.76,30.3,False,O,26.76,measured,30.3,26.76,0.9295,393.97,393.97,603.9471,393.97,393.97,603.9471,
SAN_A01,25,Trichilia micrantha,Meliaceae,738181.9514,9665907.45,O,19.8,False,12.95,23.05,19.9,False,6,17.11,23.05,measured,0.05,observed,0.0,19.9,23.05,19.8,False,O,23.05,measured,19.8,23.05,0.6125,148.4287,148.4287,151.446,148.4287,148.4287,151.446,
SAN_A01,26,Guarea guidonia,Meliaceae,738184.7407,9665902.633,O,22.5,False,20.04,23.81,23.0,False,6,18.79,23.81,measured,0.25,observed,0.0,23.0,23.81,22.5,False,O,23.81,measured,22.5,23.81,0.5651,196.6247,196.6247,185.4543,196.6247,196.6247,185.4543,
SAN_A01,27,Eschweilera coriacea,Lecythidaceae,738184.7799,9665901.059,O,52.4,False,17.49,27.28,53.0,False,6,30.13,27.28,measured,0.3,observed,0.0,53.0,27.28,52.4,False,O,27.28,measured,52.4,27.28,0.8521,1169.4441,1169.4441,1646.8511,1169.4441,1169.4441,1646.8511,
SAN_A01,28,Pradosia cochlearia,Sapotaceae,738186.5413,9665901.783,O,12.1,False,3.3,6.53,12.0,False,6,12.11,6.53,measured,0.0,observed,0.0,12.0,6.53,12.1,False,O,6.53,measured,12.1,6.53,0.73,16.5735,16.5735,20.0697,16.5735,16.5735,20.0697,
SAN_A01,29,Tetragastris altissima,Burseraceae,738187.2573,9665902.806,O,22.7,False,14.96,22.21,22.9,False,6,18.73,22.21,measured,0.1,observed,0.0,22.9,22.21,22.7,False,O,22.21,measured,22.7,22.21,0.7079,186.9195,186.9195,219.6473,186.9195,186.9195,219.6473,
SAN_A01,30,Mezilaurus itauba,Lauraceae,738187.0605,9665902.77,O,20.9,False,19.12,24.38,21.7,False,6,18.1,24.38,measured,0.4,observed,0.0,21.7,24.38,20.9,False,O,24.38,measured,20.9,24.38,0.7443,174.2333,174.2333,215.0213,174.2333,174.2333,215.0213,
SAN_A01,31,Lecythis idatimon,Lecythidaceae,738189.7588,9665899.614,O,15.0,False,12.65,18.5,16.0,False,6,14.79,18.5,measured,0.5,observed,0.0,16.0,18.5,15.0,False,O,18.5,measured,15.0,18.5,0.7986,69.6547,69.6547,92.0732,69.6547,69.6547,92.0732,
SAN_A01,32,Pourouma minor,Urticaceae,738194.4933,9665886.167,O,42.5,False,20.68,28.55,42.6,False,6,26.97,28.55,measured,0.05,observed,0.0,42.6,28.55,42.5,False,O,28.55,measured,42.5,28.55,0.436,812.358,812.358,594.8543,812.358,812.358,594.8543,
SAN_A01,33,Caryocar villosum,Caryocaraceae,738162.4806,9665875.562,O,130.2,False,19.41,56.94,130.3,False,6,42.01,56.94,measured,0.05,observed,0.0,130.3,56.94,130.2,False,O,56.94,measured,130.2,56.94,0.758,14173.228,14173.228,17805.3411,14173.228,14173.228,17805.3411,
SAN_A01,34,Minquartia guianensis,Olacaceae,738161.4471,9665877.337,O,36.6,False,16.89,24.33,36.6,False,6,24.82,24.33,measured,0.0,observed,0.0,36.6,24.33,36.6,False,O,24.33,measured,36.6,24.33,0.7867,519.0993,519.0993,676.2266,519.0993,519.0993,676.2266,
SAN_A01,35,Minquartia guianensis,Olacaceae,738157.4995,9665867.242,O,52.3,False,14.56,17.35,52.4,False,6,29.96,17.35,measured,0.05,observed,0.0,52.4,17.35,52.3,False,O,17.35,measured,52.3,17.35,0.7867,749.087,749.087,975.8298,749.087,749.087,975.8298,
SAN_A01,36,Hymenaea parvifolia,Fabaceae,738148.713,9665882.303,O,86.9,False,31.61,41.72,,True,6,,41.72,measured,0.25,site_median,0.0,,41.72,86.9,False,O,41.72,measured,86.9,41.72,0.8774,4752.0755,4752.0755,6886.025,4752.0755,4752.0755,6886.025,
SAN_A01,37,Bixa arborea,Bixaceae,738145.9197,9665885.215,O,45.2,False,16.1,23.35,46.0,False,6,28.07,23.35,measured,0.4,observed,0.0,46.0,23.35,45.2,False,O,23.35,measured,45.2,23.35,0.37,752.9028,752.9028,469.7082,752.9028,752.9028,469.7082,
SAN_A01,38,Eschweilera coriacea,Lecythidaceae,738140.4434,9665896.479,O,46.9,False,19.02,31.78,47.2,False,6,28.45,31.78,measured,0.15,observed,0.0,47.2,31.78,46.9,False,O,31.78,measured,46.9,31.78,0.8521,1093.1815,1093.1815,1539.4556,1093.1815,1093.1815,1539.4556,
SAN_A01,39,Inga thibaudiana,Fabaceae,738149.6717,9665903.191,O,46.1,False,11.49,29.05,46.6,False,6,28.26,29.05,measured,0.25,observed,0.0,46.6,29.05,46.1,False,O,29.05,measured,46.1,29.05,0.5786,968.3571,968.3571,934.5702,968.3571,968.3571,934.5702,
SAN_A01,40,Pouteria gongrijpii,Sapotaceae,738160.3266,9665892.402,O,43.0,False,15.82,24.42,,True,6,,24.42,measured,0.25,site_median,0.0,,24.42,43.0,False,O,24.42,measured,43.0,24.42,0.7994,713.5606,713.5606,944.1762,713.5606,713.5606,944.1762,
SAN_A01,41,,,738159.5022,9665895.698,O,70.8,True,,5.55,,True,6,,5.55,measured,0.25,site_median,0.0,,5.55,70.8,True,O,5.55,measured,70.8,5.55,0.5942,444.7906,410.1641,410.1641,444.7906,410.1641,410.1641,
SAN_A01,42,Geissospermum sericeum,Apocynaceae,738159.5147,9665905.079,O,47.8,False,19.37,29.29,48.0,False,6,28.69,29.29,measured,0.1,observed,0.0,48.0,29.29,47.8,False,O,29.29,measured,47.8,29.29,0.7823,1047.6641,1047.6641,1357.3657,1047.6641,1047.6641,1357.3657,
SAN_A01,43,Tachigali paniculata,Fabaceae,738156.722,9665908.001,O,38.8,False,16.78,24.78,41.0,False,6,26.42,24.78,measured,1.1,observed,0.0,41.0,24.78,38.8,False,O,24.78,measured,38.8,24.78,0.5545,592.2473,592.2473,548.3721,592.2473,592.2473,548.3721,
SAN_A01,44,Pouteria guianensis,Sapotaceae,738153.7252,9665913.157,O,37.9,False,21.32,28.98,38.8,False,6,25.64,28.98,measured,0.45,observed,0.0,38.8,28.98,37.9,False,O,28.98,measured,37.9,28.98,0.9295,659.1321,659.1321,1010.4347,659.1321,659.1321,1010.4347,
SAN_A01,45,Minquartia guianensis,Olacaceae,738167.4998,9665912.036,O,37.9,False,12.49,19.95,,True,6,,19.95,measured,0.25,site_median,0.0,,19.95,37.9,False,O,19.95,measured,37.9,19.95,0.7867,457.8347,457.8347,596.4177,457.8347,457.8347,596.4177,
SAN_A01,46,Chamaecrista xinguensis,Fabaceae,738239.2723,9665779.201,O,28.0,False,12.37,23.73,,True,7,,23.73,measured,0.25,site_median,0.0,,23.73,28.0,False,O,23.73,measured,28.0,23.73,0.9035,300.3335,300.3335,447.8309,300.3335,300.3335,447.8309,
SAN_A01,47,Cordia scabrifolia,Boraginaceae,738235.451,9665777.624,O,49.7,False,16.9,21.23,49.0,False,7,28.99,21.23,measured,0.0,observed,0.0,49.0,21.23,49.7,False,O,21.23,measured,49.7,21.23,0.474,825.7557,825.7557,656.048,825.7557,825.7557,656.048,
SAN_A01,48,Ormosia grossa,Fabaceae,738238.8288,9665774.456,O,11.0,False,14.49,18.29,10.7,False,7,11.15,18.29,measured,0.0,observed,0.0,10.7,18.29,11.0,False,O,18.29,measured,11.0,18.29,0.5906,37.5993,37.5993,37.0234,37.5993,37.5993,37.0234,
SAN_A01,49,Pouteria gongrijpii,Sapotaceae,738240.3224,9665773.387,O,55.2,False,20.65,35.0,55.3,False,7,30.75,35.0,measured,0.05,observed,0.0,55.3,35.0,55.2,False,O,35.0,measured,55.2,35.0,0.7994,1650.9586,1650.9586,2184.5318,1650.9586,1650.9586,2184.5318,
SAN_A01,50,Goupia glabra,Goupiaceae,738237.6776,9665772.234,O,41.8,False,21.69,34.41,41.8,False,7,26.7,34.41,measured,0.0,observed,0.0,41.8,34.41,41.8,False,O,34.41,measured,41.8,34.41,0.7272,943.6285,943.6285,1138.3932,943.6285,943.6285,1138.3932,
SAN_A01,51,,,738241.3125,9665762.76,O,10.6,True,,3.5,,True,7,,3.5,measured,0.25,site_median,0.0,,3.5,10.6,True,O,3.5,measured,10.6,3.5,0.5942,6.9642,6.3055,6.3055,6.9642,6.3055,6.3055,
SAN_A01,52,Rinorea pubiflora,Violaceae,738246.0952,9665758.376,O,11.2,False,9.41,15.75,,True,7,,15.75,measured,0.25,site_median,0.0,,15.75,11.2,False,O,15.75,measured,11.2,15.75,0.75,33.6574,33.6574,41.847,33.6574,33.6574,41.847,
SAN_A01,53,,,738240.7103,9665770.859,O,56.8,True,1.66,14.97,,True,7,,14.97,measured,0.25,site_median,0.0,,14.97,56.8,True,O,14.97,measured,56.8,14.97,0.5942,762.0178,594.412,594.412,762.0178,594.412,594.412,
SAN_A01,54,,,738219.5326,9665764.4,O,50.7,True,0.99,3.25,,True,7,,3.25,measured,0.25,site_median,0.0,,3.25,50.7,True,O,3.25,measured,50.7,3.25,0.5942,137.4784,135.7675,135.7675,137.4784,135.7675,135.7675,
SAN_A01,55,Inga marginata,Fabaceae,738204.2622,9665761.091,O,45.1,False,13.84,24.61,,True,7,,24.61,measured,0.25,site_median,0.0,,24.61,45.1,False,O,24.61,measured,45.1,24.61,0.5518,789.1112,789.1112,727.1794,789.1112,789.1112,727.1794,
SAN_A01,56,Tapirira guianensis,Anacardiaceae,738283.9124,9665653.078,O,10.2,False,6.82,11.87,11.3,False,8,11.6,11.87,measured,0.55,observed,0.0,11.3,11.87,10.2,False,O,11.87,measured,10.2,11.87,0.457,21.2771,21.2771,16.3123,21.2771,21.2771,16.3123,
SAN_A01,57,Virola sebifera,Myristicaceae,738288.5642,9665653.605,O,10.0,False,7.53,12.01,10.0,False,8,10.62,12.01,measured,0.0,observed,0.0,10.0,12.01,10.0,False,O,12.01,measured,10.0,12.01,0.4454,20.7059,20.7059,15.4802,20.7059,20.7059,15.4802,
SAN_A01,58,Zollernia paraensis,Fabaceae,738255.6922,9665636.415,O,52.2,False,19.84,32.07,52.3,False,8,29.94,32.07,measured,0.05,observed,0.0,52.3,32.07,52.2,False,O,32.07,measured,52.2,32.07,0.99,1359.2711,1359.2711,2216.0034,1359.2711,1359.2711,2216.0034,
SAN_A01,59,Protium paniculatum,Burseraceae,738289.5224,9665649.314,O,19.4,False,13.28,18.41,18.8,False,8,16.48,18.41,measured,0.0,observed,0.0,18.8,18.41,19.4,False,O,18.41,measured,19.4,18.41,0.49,114.536,114.536,93.9935,114.536,114.536,93.9935,
SAN_A01,60,Maquira coriacea,Moraceae,738290.8497,9665638.821,O,12.8,False,8.81,13.38,13.4,False,8,13.08,13.38,measured,0.3,observed,0.0,13.4,13.38,12.8,False,O,13.38,measured,12.8,13.38,0.5112,37.2525,37.2525,31.8614,37.2525,37.2525,31.8614,
SAN_A01,61,Eschweilera ovata,Lecythidaceae,738295.3469,9665628.106,O,48.2,False,13.93,22.23,49.1,False,8,29.02,22.23,measured,0.45,observed,0.0,49.1,22.23,48.2,False,O,22.23,measured,48.2,22.23,0.9,813.5447,813.5447,1208.4995,813.5447,813.5447,1208.4995,
SAN_A01,62,Inga sp.,Fabaceae,738297.1634,9665627.856,O,12.4,False,10.16,14.96,13.2,False,8,12.95,14.96,measured,0.4,observed,0.0,13.2,14.96,12.4,False,O,14.96,measured,12.4,14.96,0.5786,39.0439,39.0439,37.6816,39.0439,39.0439,37.6816,
SAN_A01,63,Aspidosperma parvifolium,Apocynaceae,738297.0264,9665626.909,O,10.1,False,6.25,8.42,9.7,False,8,10.39,8.42,measured,0.0,observed,0.0,9.7,8.42,10.1,False,O,8.42,measured,10.1,8.42,0.781,14.928,14.928,19.3087,14.928,14.928,19.3087,
SAN_A01,64,Pouteria gongrijpii,Sapotaceae,738291.6896,9665623.815,O,36.5,False,21.27,28.44,37.5,False,8,25.16,28.44,measured,0.5,observed,0.0,37.5,28.44,36.5,False,O,28.44,measured,36.5,28.44,0.7994,601.3006,601.3006,795.6349,601.3006,601.3006,795.6349,
SAN_A01,65,Tachigali paniculata,Fabaceae,738300.4651,9665625.099,O,20.0,False,14.95,19.87,21.7,False,8,18.1,19.87,measured,0.85,observed,0.0,21.7,19.87,20.0,False,O,19.87,measured,20.0,19.87,0.5545,130.9521,130.9521,121.2508,130.9521,130.9521,121.2508,
SAN_A01,66,Inga alba,Fabaceae,738300.51,9665622.446,O,14.9,False,12.28,18.98,16.0,False,8,14.79,18.98,measured,0.55,observed,0.0,16.0,18.98,14.9,False,O,18.98,measured,14.9,18.98,0.5861,70.4916,70.4916,68.8986,70.4916,70.4916,68.8986,
SAN_A01,67,Strychnos subcordata,Loganiaceae,738300.986,9665614.416,O,12.3,False,0.58,1.24,,True,8,,1.24,measured,0.25,site_median,0.0,,1.24,12.3,False,O,1.24,measured,12.3,1.24,0.6959,3.3817,3.3817,3.9085,3.3817,3.3817,3.9085,
SAN_A01,68,Geissospermum sericeum,Apocynaceae,738286.3782,9665608.24,O,50.6,False,15.16,20.07,50.7,False,8,29.48,20.07,measured,0.05,observed,0.0,50.7,20.07,50.6,False,O,20.07,measured,50.6,20.07,0.7823,809.5594,809.5594,1048.8745,809.5594,809.5594,1048.8745,
SAN_A01,69,,,738278.8611,9665616.089,O,125.3,True,1.56,12.25,,True,8,,12.25,measured,0.25,site_median,0.0,,12.25,125.3,True,O,12.25,measured,125.3,12.25,0.5942,2935.4994,2455.0307,2455.0307,2935.4994,2455.0307,2455.0307,
SAN_A01,70,Eschweilera ovata,Lecythidaceae,738267.029,9665603.204,O,41.6,False,20.36,29.31,42.6,False,8,26.97,29.31,measured,0.5,observed,0.0,42.6,29.31,41.6,False,O,29.31,measured,41.6,29.31,0.9,799.3524,799.3524,1187.4173,799.3524,799.3524,1187.4173,
SAN_A01,71,Eschweilera ovata,Lecythidaceae,738265.2702,9665591.657,O,35.9,False,20.12,31.07,36.0,False,8,24.6,31.07,measured,0.05,observed,0.0,36.0,31.07,35.9,False,O,31.07,measured,35.9,31.07,0.9,634.6439,634.6439,942.7471,634.6439,634.6439,942.7471,
SAN_A01,72,Lecythis lurida,Lecythidaceae,738263.221,9665612.609,O,52.9,False,23.08,33.17,52.8,False,8,30.07,33.17,measured,0.0,observed,0.0,52.8,33.17,52.9,False,O,33.17,measured,52.9,33.17,0.8633,1441.7626,1441.7626,2056.4983,1441.7626,1441.7626,2056.4983,
SAN_A01,73,Terminalia amazonia,Combretaceae,738254.2604,9665611.095,O,114.4,False,30.14,45.31,114.4,False,8,40.58,45.31,measured,0.0,observed,0.0,114.4,45.31,114.4,False,O,45.31,measured,114.4,45.31,0.6735,8809.5494,8809.5494,9861.3318,8809.5494,8809.5494,9861.3318,
SAN_A01,74,Ocotea canaliculata,Lauraceae,738276.1246,9665620.148,O,55.4,False,20.7,31.88,,True,8,,31.88,measured,0.25,site_median,0.0,,31.88,55.4,False,O,31.88,measured,55.4,31.88,0.4793,1517.8387,1517.8387,1219.1365,1517.8387,1517.8387,1219.1365,
SAN_A01,75,Trichilia micrantha,Meliaceae,738271.339,9665629.205,O,62.5,False,16.45,23.37,63.0,False,8,32.64,23.37,measured,0.25,observed,0.0,63.0,23.37,62.5,False,O,23.37,measured,62.5,23.37,0.6125,1418.5002,1418.5002,1447.3358,1418.5002,1418.5002,1447.3358,
SAN_A01,76,Xylopia sp.,Annonaceae,738302.7559,9665612.249,O,10.2,False,6.78,11.22,10.2,False,8,10.78,11.22,measured,0.0,observed,0.0,10.2,11.22,10.2,False,O,11.22,measured,10.2,11.22,0.5959,20.1392,20.1392,20.0054,20.1392,20.1392,20.0054,
