site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2015,dead_2015,hcom_2015,htot_2015,date_2015,dbh_2016,dead_2016,date_2016,dbh_2018,dead_2018,date_2018,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,001a,Amaioua guianensis,Rubiaceae,726091.4554028,9683369.432992,O,18.6,False,13.03,16.91,20151210.0,18.8,False,20161011.0,19.1,False,20180829,1,16.65,16.91,measured,0.167,observed,-3.0,18.6,16.62,18.6,False,O,16.91,measured,18.099,16.605584093291778,0.625,97.0998,97.0998,101.0465,90.4421,90.4421,94.1182,
TAP_A01,001b,Couratari stellata,Lecythidaceae,726114.3534831118,9683379.10468088,O,80.0,False,28.7,50.4,20151210.0,80.0,False,20161011.0,82.8,False,20180829,1,36.49,50.4,measured,0.933,observed,-3.0,80.0,49.75,80.0,False,O,50.4,measured,77.201,49.71122463955479,0.6331,4862.5552,4862.5552,5124.5366,4475.4859,4475.4859,4716.613,
TAP_A01,002a,Tetragastris panamensis,Burseraceae,726095.913291472,9683371.78395728,O,34.1,False,13.81,19.34,20151210.0,34.5,False,20161011.0,,True,20180829,1,,19.34,measured,0.167,site_median,-3.0,,,34.1,False,O,19.34,measured,33.599000000000004,19.176245928054154,0.7173,361.3922,361.3922,430.2163,348.1986,348.1986,414.5101,
TAP_A01,002b,Lecythis pisonis,Lecythidaceae,726118.3581828718,9683375.57670328,O,78.0,False,32.73,44.83,20151210.0,78.0,False,20161011.0,79.59999999999998,False,20180829,1,35.95,44.83,measured,0.533,observed,-3.0,78.0,44.48,78.0,False,O,44.83,measured,76.401,44.46832617776398,0.857,4128.1973,4128.1973,5846.2059,3933.3952,3933.3952,5570.3341,
TAP_A01,003a,Tachigali paniculata,Fabaceae,726096.9200179199,9683371.8400808,O,10.0,False,1.78,2.79,20151210.0,10.1,False,20161011.0,,True,20180829,1,,2.79,measured,0.167,site_median,-3.0,,,10.0,False,O,2.79,measured,9.499,2.687748510831428,0.5545,4.9816,4.9816,4.6126,4.3448,4.3448,4.0229,
TAP_A01,003b,Astronium graveolens,Anacardiaceae,726119.9084536,9683373.583664,O,22.2,False,10.95,14.86,20151210.0,23.2,False,20161011.0,23.2,False,20180829,1,18.89,14.86,measured,0.333,observed,-3.0,22.2,14.45,22.2,False,O,14.86,measured,21.201,14.425858656435857,0.8677,120.9016,120.9016,173.3011,107.357,107.357,153.8863,
TAP_A01,004a,Tetragastris panamensis,Burseraceae,726101.82261716,9683372.5890284,O,37.1,False,13.92,20.75,20151210.0,37.6,False,20161011.0,38.2,False,20180829,1,25.42,20.75,measured,0.367,observed,-3.0,37.1,20.42,37.1,False,O,20.75,measured,35.999,20.402583521108077,0.7173,456.3397,456.3397,543.2457,423.2455,423.2455,503.849,
TAP_A01,004b,Tachigali myrmecophila,Fabaceae,726122.023682784,9683373.28435616,O,36.6,False,15.74,24.01,20151210.0,36.6,False,20161011.0,10.0,False,20180829,1,10.62,24.01,measured,0.0,observed,-3.0,10.0,24.01,36.6,False,O,24.01,measured,36.6,24.01,0.476,512.4347,512.4347,408.7966,512.4347,512.4347,408.7966,
TAP_A01,005a,Quiina florida,Ochnaceae,726101.9530636,9683372.113604,O,13.1,False,5.92,8.08,20151210.0,14.5,False,20161011.0,14.3,False,20180829,1,13.69,8.08,measured,0.4,observed,-3.0,13.1,7.6,13.1,False,O,8.08,measured,11.899999999999999,7.550294404641798,0.728,23.8236,23.8236,28.7722,18.4851,18.4851,22.3247,
TAP_A01,005b,Swartzia corrugata,Fabaceae,726122.175240344,9683376.54816056,O,40.0,False,7.67,14.6,20151210.0,40.1,False,20161011.0,40.6,False,20180829,1,26.28,14.6,measured,0.2,observed,-3.0,40.0,14.48,40.0,False,O,14.6,measured,39.4,14.480316031907062,1.0565,375.0509,375.0509,651.4952,361.2341,361.2341,627.4942,
TAP_A01,006a,Chamaecrista scleroxylon,Fabaceae,726099.8503719838,9683376.04844416,O,34.0,False,,,20151210.0,34.4,False,20161011.0,35.2,False,20180829,1,24.28,23.16,local_fit,0.4,observed,-3.0,34.0,22.71,34.0,False,O,24.28,feldpausch,32.8,23.781879379665043,0.955,448.6527,448.6527,706.1841,409.8856,409.8856,645.1644,
TAP_A01,006b,Aspidosperma parvifolium,Apocynaceae,726126.58673024,9683375.2646776,O,100.0,False,28.13,48.13,20151210.0,100.2,False,20161011.0,84.4,False,20180829,1,36.75,48.13,measured,0.0,observed,-3.0,84.4,48.13,100.0,False,O,48.13,measured,100.0,48.13,0.781,7186.1879,7186.1879,9295.0206,7186.1879,7186.1879,9295.0206,
TAP_A01,007a,Strychnos subcordata,Loganiaceae,726091.426950272,9683376.87790928,O,13.8,False,,,20151210.0,14.0,False,20161011.0,,True,20180829,1,,13.73,local_fit,0.167,site_median,-3.0,,,13.8,False,O,,feldpausch,13.299000000000001,,0.6959,,,,,,,
TAP_A01,007b,Pouteria gongrijpii,Sapotaceae,726135.17308592,9683377.4259808,O,44.4,False,17.59,25.72,20151210.0,46.6,False,20161011.0,46.4,False,20180829,1,28.2,25.72,measured,0.667,observed,-3.0,44.4,25.14,44.4,False,O,25.72,measured,42.399,25.102732797065357,0.7994,799.0551,799.0551,1057.3016,713.1593,713.1593,943.6452,
TAP_A01,008a,,,726090.7215501278,9683378.30594072,O,24.9,True,,,20151210.0,24.9,True,20161011.0,,True,20180829,1,,19.33,local_fit,0.167,site_median,-3.0,,,24.9,True,O,,feldpausch,24.398999999999997,,0.6697,,,,,,,
TAP_A01,008b,Pouteria gongrijpii,Sapotaceae,726106.386202296,9683374.57585304,O,21.5,False,13.73,20.77,20151210.0,23.5,False,20161011.0,19.4,False,20180829,1,16.83,20.77,measured,0.0,observed,-3.0,19.4,20.77,21.5,False,O,20.77,measured,21.5,20.77,0.7994,157.4703,157.4703,208.3631,157.4703,157.4703,208.3631,
TAP_A01,009a,Quiina florida,Ochnaceae,726100.482001784,9683381.21118616,O,11.0,False,,,20151210.0,11.3,False,20161011.0,11.4,False,20180829,1,11.67,12.03,local_fit,0.133,observed,-3.0,11.0,11.73,11.0,False,O,11.67,feldpausch,10.600999999999999,11.364344224867647,0.728,24.2505,24.2505,29.2877,21.9861,21.9861,26.553,
TAP_A01,009b,Vochysia guianensis,Vochysiaceae,726137.178091518,9683384.610455208,O,18.7,False,17.62,23.92,20151210.0,19.1,False,20161011.0,19.2,False,20180829,1,16.71,23.92,measured,0.167,observed,-3.0,18.7,23.5,18.7,False,O,23.92,measured,18.198999999999998,23.492119879466625,0.5087,137.6469,137.6469,117.1649,128.2607,128.2607,109.1753,
TAP_A01,010a,Duguetia surinamensis,Annonaceae,726101.2547556,9683382.133124,O,29.0,False,,,20151210.0,29.3,False,20161011.0,29.7,False,20180829,1,22.0,21.12,local_fit,0.233,observed,-3.0,29.0,20.81,29.0,False,O,22.0,feldpausch,28.301,21.678768535684558,0.8,298.7212,298.7212,395.5545,280.768,280.768,371.7815,
TAP_A01,010b,Quiina florida,Ochnaceae,726133.68114828,9683387.0923372,O,11.4,False,6.11,11.2,20151210.0,12.2,False,20161011.0,11.8,False,20180829,1,11.96,11.2,measured,0.133,observed,-3.0,11.4,10.93,11.4,False,O,11.2,measured,11.001000000000001,10.918174818486145,0.728,24.979,24.979,30.1676,22.7285,22.7285,27.4496,
TAP_A01,011a,Guatteria poeppigiana,Annonaceae,726100.221206664,9683382.16321736,O,40.7,False,30.07,38.34,20151210.0,41.2,False,20161011.0,41.9,False,20180829,1,26.73,38.34,measured,0.4,observed,-3.0,40.7,37.75,40.7,False,O,38.34,measured,39.5,37.72235798287177,0.5626,995.4821,995.4821,934.8269,924.2271,924.2271,867.9135,
TAP_A01,011b,Quiina florida,Ochnaceae,726133.29494136,9683388.5806864,O,12.1,False,4.86,12.74,20151210.0,11.2,False,20161011.0,12.1,False,20180829,1,12.18,12.74,measured,0.0,observed,-3.0,12.1,12.74,12.1,False,O,12.74,measured,12.1,12.74,0.728,31.8202,31.8202,38.4298,31.8202,31.8202,38.4298,
TAP_A01,012a,Guatteria poeppigiana,Annonaceae,726102.1233690399,9683386.4664696,O,45.7,False,30.84,40.7,20151210.0,46.0,False,20161011.0,47.1,False,20180829,1,28.41,40.7,measured,0.467,observed,-3.0,45.7,40.08,45.7,False,O,40.7,measured,44.299,40.04729142812952,0.5626,1323.0652,1323.0652,1242.4503,1225.5556,1225.5556,1150.882,
TAP_A01,012b,Eschweilera coriacea,Lecythidaceae,726125.73231192,9683382.3759608,O,11.1,False,,,20151210.0,11.2,False,20161011.0,11.1,False,20180829,1,11.45,12.1,local_fit,0.0,observed,-3.0,11.1,12.1,11.1,False,O,11.45,feldpausch,11.1,11.45,0.8521,24.2284,24.2284,34.1193,24.2284,24.2284,34.1193,
TAP_A01,013a,Chamaecrista scleroxylon,Fabaceae,726094.660656264,9683383.72222136,O,15.9,False,,,20151210.0,16.1,False,20161011.0,16.2,False,20180829,1,14.91,14.9,local_fit,0.1,observed,-3.0,15.9,14.72,15.9,False,O,14.91,feldpausch,15.6,14.717360286289871,0.955,63.2269,63.2269,99.5199,60.1509,60.1509,94.6781,
TAP_A01,013b,Swartzia corrugata,Fabaceae,726123.04722432,9683384.8167968,O,40.4,False,10.71,18.11,20151210.0,41.1,False,20161011.0,41.1,False,20180829,1,26.46,18.11,measured,0.233,observed,-3.0,40.4,17.94,40.4,False,O,18.11,measured,39.701,17.939208905474825,1.0565,471.8952,471.8952,819.7219,451.8904,451.8904,784.9719,
TAP_A01,014a,Chamaecrista scleroxylon,Fabaceae,726089.86992688,9683386.1676912,O,18.6,False,,,20151210.0,18.7,False,20161011.0,19.1,False,20180829,1,16.65,16.32,local_fit,0.167,observed,-3.0,18.6,16.04,18.6,False,O,16.65,feldpausch,18.099,16.350264645375994,0.955,95.6424,95.6424,150.5421,89.0846,89.0846,140.2201,
TAP_A01,014b,"Pouteria sp,",Sapotaceae,726124.6210088799,9683390.4865712,O,27.2,False,,,20151210.0,27.1,False,20161011.0,26.3,False,20180829,1,20.43,20.34,local_fit,0.0,observed,-3.0,26.3,20.34,27.2,False,O,20.43,feldpausch,27.2,20.43,0.7187,245.223,245.223,292.4777,245.223,245.223,292.4777,
TAP_A01,015a,Amaioua guianensis,Rubiaceae,726095.3448068,9683388.698932,O,24.1,False,,,20151210.0,24.5,False,20161011.0,25.1,False,20180829,1,19.85,18.97,local_fit,0.333,observed,-3.0,24.1,18.49,24.1,False,O,19.85,feldpausch,23.101000000000003,19.325660459262576,0.625,188.2661,188.2661,195.9185,168.8632,168.8632,175.7269,
TAP_A01,015b,Quararibea guianensis,Malvaceae,726129.063444552,9683393.06126648,O,14.5,False,,,20151210.0,15.4,False,20161011.0,14.6,False,20180829,1,13.89,14.13,local_fit,0.033,observed,-3.0,14.5,14.06,14.5,False,O,13.89,feldpausch,14.401,13.824331621387884,0.56,49.2866,49.2866,46.077,48.4074,48.4074,45.2551,
TAP_A01,016a,Quiina florida,Ochnaceae,726096.0399086399,9683389.9135736,O,12.1,False,,,20151210.0,12.4,False,20161011.0,12.4,False,20180829,1,12.39,12.72,local_fit,0.1,observed,-3.0,12.1,12.5,12.1,False,O,12.39,feldpausch,11.799999999999999,12.171184833103933,0.728,30.9667,30.9667,37.399,28.9774,28.9774,34.9964,
TAP_A01,016b,Quiina florida,Ochnaceae,726132.4484415998,9683395.787744,O,13.0,False,,,20151210.0,13.2,False,20161011.0,,True,20180829,1,,13.26,local_fit,0.167,site_median,-3.0,,,13.0,False,O,,feldpausch,12.499,,0.728,,,,,,,
TAP_A01,017a,Ceiba pentandra,Malvaceae,726096.813473864,9683390.84532536,O,11.8,False,,,20151210.0,11.8,False,20161011.0,,True,20180829,1,,12.53,local_fit,0.167,site_median,-3.0,,,11.8,False,O,,feldpausch,11.299000000000001,,0.3052,,,,,,,
TAP_A01,017b,Quiina florida,Ochnaceae,726129.037668096,9683393.16013504,O,11.0,False,,,20151210.0,11.1,False,20161011.0,11.1,False,20180829,1,11.45,12.03,local_fit,0.033,observed,-3.0,11.0,11.96,11.0,False,O,11.45,feldpausch,10.901,11.375998150567245,0.728,23.8042,23.8042,28.7487,23.2402,23.2402,28.0676,
TAP_A01,018a,Tachigali paniculata,Fabaceae,726093.47456276,9683391.7495124,O,15.5,False,,,20151210.0,15.6,False,20161011.0,15.8,False,20180829,1,14.66,14.68,local_fit,0.1,observed,-3.0,15.5,14.49,15.5,False,O,14.66,feldpausch,15.2,14.464909405042496,0.5545,59.1745,59.1745,54.7907,56.2196,56.2196,52.0547,
TAP_A01,018b,Quiina florida,Ochnaceae,726125.423846,9683399.15078,O,80.0,False,47.73,52.91,20151210.0,80.0,False,20161011.0,85.9,False,20180829,1,36.99,52.91,measured,1.967,observed,-3.0,80.0,51.52,80.0,False,O,52.91,measured,74.099,51.34535901345557,0.728,5098.7674,5098.7674,6157.8599,4263.6697,4263.6697,5149.2996,
TAP_A01,019a,Tetragastris panamensis,Burseraceae,726091.8649183199,9683393.8456968,O,16.5,False,,,20151210.0,16.7,False,20161011.0,16.7,False,20180829,1,15.22,15.22,local_fit,0.067,observed,-3.0,16.5,15.1,16.5,False,O,15.22,feldpausch,16.299,15.093993777634534,0.7173,69.3467,69.3467,82.5532,67.1602,67.1602,79.9503,
TAP_A01,019b,Lacmellea aculeata,Apocynaceae,726125.346457976,9683399.44667624,O,12.5,False,,,20151210.0,13.4,False,20161011.0,11.9,False,20180829,1,12.03,12.96,local_fit,0.0,observed,-3.0,11.9,12.96,12.5,False,O,12.03,feldpausch,12.5,12.03,0.5048,32.0604,32.0604,27.0855,32.0604,32.0604,27.0855,
TAP_A01,020a,Inga heterophylla,Fabaceae,726093.517188,9683395.33832,O,45.3,False,15.41,29.29,20151210.0,45.7,False,20161011.0,46.2,False,20180829,1,28.14,29.29,measured,0.3,observed,-3.0,45.3,28.99,45.3,False,O,29.29,measured,44.4,28.98599000066838,0.56,943.3709,943.3709,881.9387,897.9411,897.9411,839.4673,
TAP_A01,020b,,,726128.47629088,9683403.1932912,O,11.0,True,,,20151210.0,11.0,True,20161011.0,,True,20180829,1,,12.03,local_fit,0.167,site_median,-3.0,,,11.0,True,O,,feldpausch,10.499,,0.6697,,,,,,,
TAP_A01,021a,Dialium guianense,Fabaceae,726097.552853088,9683395.66875712,O,12.6,False,,,20151210.0,13.0,False,20161011.0,13.4,False,20180829,1,13.08,13.02,local_fit,0.267,observed,-3.0,12.6,12.47,12.6,False,O,13.08,feldpausch,11.799,12.485732445528745,0.8964,35.334,35.334,52.282,29.7032,29.7032,43.9503,
TAP_A01,021b,Protium paniculatum,Burseraceae,726120.0230519999,9683392.38918,O,13.3,False,,,20151210.0,13.7,False,20161011.0,14.2,False,20180829,1,13.62,13.44,local_fit,0.3,observed,-3.0,13.3,12.85,13.3,False,O,13.62,feldpausch,12.4,12.965205629520096,0.49,40.8485,40.8485,33.5221,33.9541,33.9541,27.8643,
TAP_A01,022a,Tachigali myrmecophila,Fabaceae,726096.074564256,9683397.30051344,O,11.1,False,,,20151210.0,11.5,False,20161011.0,12.4,False,20180829,1,12.39,12.1,local_fit,0.433,observed,-3.0,11.1,11.18,11.1,False,O,12.39,feldpausch,9.801,11.326426438426,0.476,26.1679,26.1679,20.8755,18.8025,18.8025,14.9997,
TAP_A01,022b,Swartzia corrugata,Fabaceae,726119.7644076,9683393.367224,O,64.4,False,6.38,28.18,20151210.0,64.8,False,20161011.0,63.3,False,20180829,1,32.71,28.18,measured,0.0,observed,-3.0,63.3,28.18,64.4,False,O,28.18,measured,64.4,28.18,1.0565,1805.2955,1805.2955,3135.9514,1805.2955,1805.2955,3135.9514,
TAP_A01,023a,Chamaecrista scleroxylon,Fabaceae,726086.243850416,9683395.494011842,O,12.3,False,,,20151210.0,12.4,False,20161011.0,12.7,False,20180829,1,12.6,12.84,local_fit,0.133,observed,-3.0,12.3,12.55,12.3,False,O,12.6,feldpausch,11.901,12.30897483701684,0.955,32.5025,32.5025,51.1593,29.789,29.789,46.8882,
TAP_A01,023b,Parahancornia fasciculata,Apocynaceae,726115.992626848,9683392.122119522,O,12.1,False,,,20151210.0,12.1,False,20161011.0,12.4,False,20180829,1,12.39,12.72,local_fit,0.1,observed,-3.0,12.1,12.5,12.1,False,O,12.39,feldpausch,11.799999999999999,12.171184833103933,0.4733,30.9667,30.9667,24.5687,28.9774,28.9774,22.9904,
TAP_A01,024a,Virola michelii,Myristicaceae,726087.58236432,9683398.1193768,O,28.2,False,,,20151210.0,28.4,False,20161011.0,28.8,False,20180829,1,21.59,20.78,local_fit,0.2,observed,-3.0,28.2,20.52,28.2,False,O,21.59,feldpausch,27.599999999999998,21.309938625336727,0.4701,277.7011,277.7011,218.8679,262.9126,262.9126,207.2125,
TAP_A01,024b,"Pouteria sp,",Sapotaceae,726113.176860368,9683391.14104432,O,11.6,False,,,20151210.0,11.6,True,20161011.0,,True,20180829,1,,12.41,local_fit,0.167,site_median,-3.0,,,11.6,False,O,,feldpausch,11.099,,0.7187,,,,,,,
TAP_A01,025a,Couratari stellata,Lecythidaceae,726082.301535072,9683405.92304128,O,16.0,False,,,20151210.0,16.1,False,20161011.0,16.1,False,20180829,1,14.85,14.96,local_fit,0.033,observed,-3.0,16.0,14.9,16.0,False,O,14.85,feldpausch,15.901,14.787334189427623,0.6331,63.7541,63.7541,67.189,62.7269,62.7269,66.1064,
TAP_A01,025b,Protium paniculatum,Burseraceae,726113.199486768,9683394.89860032,O,15.2,False,,,20151210.0,15.4,False,20161011.0,16.7,False,20180829,1,15.22,14.52,local_fit,0.5,observed,-3.0,15.2,13.62,15.2,False,O,15.22,feldpausch,13.7,14.164375996156702,0.49,59.0821,59.0821,48.4855,44.9685,44.9685,36.9032,
TAP_A01,026a,Quiina florida,Ochnaceae,726087.24889576,9683406.8027424,O,10.3,False,,,20151210.0,10.6,False,20161011.0,10.5,False,20180829,1,11.0,11.58,local_fit,0.067,observed,-3.0,10.3,11.42,10.3,False,O,11.0,feldpausch,10.099,10.84439182645531,0.728,20.1335,20.1335,24.3155,19.1061,19.1061,23.0747,
TAP_A01,026b,Swartzia corrugata,Fabaceae,726115.9106285519,9683373.30026648,O,13.6,False,,,20151210.0,15.2,False,20161011.0,8.3,False,20180829,1,9.27,13.61,local_fit,0.0,observed,-3.0,8.3,13.61,13.6,False,O,9.27,feldpausch,13.6,9.27,1.0565,29.3088,29.3088,50.9119,29.3088,29.3088,50.9119,
TAP_A01,027a,Eschweilera coriacea,Lecythidaceae,726088.20694344,9683407.0913656,O,11.1,False,,,20151210.0,11.3,False,20161011.0,11.4,False,20180829,1,11.67,12.1,local_fit,0.1,observed,-3.0,11.1,11.87,11.1,False,O,11.67,feldpausch,10.799999999999999,11.442913880242052,0.8521,24.6827,24.6827,34.759,22.9528,22.9528,32.3229,
TAP_A01,027b,Protium paniculatum,Burseraceae,726115.6020283198,9683397.4518768,O,16.6,False,,,20151210.0,17.24,False,20161011.0,17.3,False,20180829,1,15.59,15.28,local_fit,0.233,observed,-3.0,16.6,14.86,16.6,False,O,15.59,feldpausch,15.901000000000002,15.140984557979213,0.49,71.8339,71.8339,58.9502,64.1906,64.1906,52.6778,
TAP_A01,028a,Chrysophyllum sanguinolentum,Sapotaceae,726092.3000270398,9683407.2950096,O,23.0,False,,,20151210.0,23.5,False,20161011.0,23.6,False,20180829,1,19.1,18.46,local_fit,0.2,observed,-3.0,23.0,18.16,23.0,False,O,19.1,feldpausch,22.4,18.78069640166023,0.6714,165.5168,165.5168,184.7141,154.6277,154.6277,172.5622,
TAP_A01,028b,Myrcia splendens,Myrtaceae,726116.29957416,9683398.6960784,O,17.5,False,,,20151210.0,18.4,False,20161011.0,17.8,False,20180829,1,15.89,15.75,local_fit,0.1,observed,-3.0,17.5,15.57,17.5,False,O,15.89,feldpausch,17.2,15.706455399066636,0.8,81.1275,81.1275,107.4257,77.5505,77.5505,102.6892,
TAP_A01,029a,Coussarea brevicaulis,Rubiaceae,726084.5480688,9683409.053212,O,31.6,False,,,20151210.0,31.9,False,20161011.0,32.1,False,20180829,1,23.03,22.19,local_fit,0.167,observed,-3.0,31.6,21.99,31.6,False,O,23.03,feldpausch,31.099,22.814632952357957,0.6182,369.3591,369.3591,380.2901,354.7465,354.7465,365.2451,
TAP_A01,029b,Virola sebifera,Myristicaceae,726122.220492,9683403.53588,O,27.5,False,,,20151210.0,28.2,False,20161011.0,29.6,False,20180829,1,21.95,20.47,local_fit,0.7,observed,-3.0,27.5,19.58,27.5,False,O,21.95,feldpausch,25.4,20.902549052909034,0.4454,268.7065,268.7065,200.8903,219.3868,219.3868,164.0179,
TAP_A01,030a,Quiina florida,Ochnaceae,726080.9766732,9683406.946688,O,17.6,False,,,20151210.0,17.7,False,20161011.0,,True,20180829,1,,15.81,local_fit,0.167,site_median,-3.0,,,17.6,False,O,,feldpausch,17.099,,0.728,,,,,,,
TAP_A01,030b,Protium paniculatum,Burseraceae,726122.19467644,9683403.6342756,O,23.9,False,,,20151210.0,23.2,False,20161011.0,23.6,False,20180829,1,19.1,18.87,local_fit,0.0,observed,-3.0,23.6,18.87,23.9,False,O,19.1,feldpausch,23.9,19.1,0.49,178.3947,178.3947,146.3989,178.3947,178.3947,146.3989,
TAP_A01,031a,Mezilaurus itauba,Lauraceae,726080.71470496,9683407.8845304,O,24.6,False,,,20151210.0,25.0,False,20161011.0,25.5,False,20180829,1,20.05,19.19,local_fit,0.3,observed,-3.0,24.6,18.76,24.6,False,O,20.05,feldpausch,23.700000000000003,19.585407101168514,0.7443,197.8926,197.8926,244.2194,179.8439,179.8439,221.9454,
TAP_A01,031b,Quiina florida,Ochnaceae,726129.10258584,9683408.7021416,O,17.8,False,,,20151210.0,18.3,False,20161011.0,18.1,False,20180829,1,16.07,15.91,local_fit,0.1,observed,-3.0,17.8,15.73,17.8,False,O,16.07,feldpausch,17.5,15.88805163156087,0.728,84.7914,84.7914,102.4039,81.1178,81.1178,97.9672,
TAP_A01,032a,Chamaecrista scleroxylon,Fabaceae,726085.2449303198,9683410.2891368,O,64.4,False,8.04,33.63,20151210.0,64.6,False,20161011.0,64.9,False,20180829,1,33.07,33.63,measured,0.167,observed,-3.0,64.4,33.52,64.4,False,O,33.63,measured,63.89900000000001,33.515096167232315,0.955,2145.3163,2145.3163,3376.7507,2105.813,2105.813,3314.5721,
TAP_A01,032b,Quiina florida,Ochnaceae,726122.97322524,9683408.5208276,O,11.0,False,8.04,33.63,20151210.0,11.2,False,20161011.0,11.4,False,20180829,1,11.67,33.63,measured,0.133,observed,-3.0,11.0,32.79,11.0,False,O,33.63,measured,10.600999999999999,32.74917705932297,0.728,68.131,68.131,82.2828,61.7694,61.7694,74.5998,
TAP_A01,033a,Quiina florida,Ochnaceae,726088.5565084,9683413.359516,O,15.6,False,,,20151210.0,16.0,False,20161011.0,16.0,False,20180829,1,14.79,14.74,local_fit,0.133,observed,-3.0,15.6,14.49,15.6,False,O,14.79,feldpausch,15.201,14.52977785599094,0.728,60.4406,60.4406,72.9951,56.4729,56.4729,68.2032,
TAP_A01,033b,Protium paniculatum,Burseraceae,726129.67374228,9683410.4708372,O,23.5,False,,,20151210.0,23.5,False,20161011.0,33.1,False,20180829,1,23.44,18.69,local_fit,3.2,observed,-3.0,23.5,15.19,23.5,False,O,23.44,feldpausch,13.899999999999999,16.521064676378575,0.49,210.7967,210.7967,172.9894,53.7565,53.7565,44.115,
TAP_A01,034a,Myrcia splendens,Myrtaceae,726098.9231831998,9683413.435768,O,12.5,False,,,20151210.0,12.7,False,20161011.0,13.0,False,20180829,1,12.81,12.96,local_fit,0.167,observed,-3.0,12.5,12.61,12.5,False,O,12.81,feldpausch,11.999,12.44456864269187,0.8,34.0876,34.0876,45.1375,30.5951,30.5951,40.5128,
TAP_A01,034b,Ocotea cernua,Lauraceae,726118.500404248,9683413.77830552,O,10.6,False,,,20151210.0,11.6,False,20161011.0,14.3,False,20180829,1,13.69,11.78,local_fit,1.233,observed,-3.0,10.6,9.53,10.6,False,O,13.69,feldpausch,6.901,9.98419724620147,0.4535,26.3626,26.3626,20.06,8.382,8.382,6.3781,
TAP_A01,035a,Lecythis pisonis,Lecythidaceae,726102.9879463998,9683417.602036,O,55.5,False,17.56,41.4,20151210.0,55.7,False,20161011.0,53.2,False,20180829,1,30.18,41.4,measured,0.0,observed,-3.0,53.2,41.4,55.5,False,O,41.4,measured,55.5,41.4,0.857,1965.6805,1965.6805,2783.7266,1965.6805,1965.6805,2783.7266,
TAP_A01,035b,Swartzia corrugata,Fabaceae,726116.32501168,9683410.2766832,O,78.0,False,7.37,15.71,20151210.0,78.4,False,20161011.0,87.9,False,20180829,1,37.3,15.71,measured,3.3,observed,-3.0,78.0,15.02,78.0,False,O,15.71,measured,68.1,14.867741476600292,1.0565,1483.5333,1483.5333,2577.0232,1078.6362,1078.6362,1873.6824,
TAP_A01,036a,Coussarea brevicaulis,Rubiaceae,726101.597610224,9683407.38210176,O,54.5,False,30.51,42.95,20151210.0,54.4,False,20161011.0,55.5,False,20180829,1,30.8,42.95,measured,0.333,observed,-3.0,54.5,42.59,54.5,False,O,42.95,measured,53.501,42.570905149700344,0.6182,1966.431,1966.431,2024.6269,1880.3439,1880.3439,1935.9921,
TAP_A01,036b,Protium paniculatum,Burseraceae,726116.247447688,9683410.570451122,O,11.7,False,30.51,42.95,20151210.0,11.7,False,20161011.0,12.4,False,20180829,1,12.39,42.95,measured,0.233,observed,-3.0,11.7,41.22,11.7,False,O,42.95,measured,11.001,41.10126588248723,0.49,97.5734,97.5734,80.0732,82.8818,82.8818,68.0166,
TAP_A01,037a,Maquira coriacea,Moraceae,726099.0889518398,9683405.1878816,O,16.8,False,,,20151210.0,17.1,False,20161011.0,17.3,False,20180829,1,15.59,15.38,local_fit,0.167,observed,-3.0,16.8,15.08,16.8,False,O,15.59,feldpausch,16.299,15.273587993011867,0.5112,73.533,73.533,62.8914,67.94,67.94,58.1078,
TAP_A01,037b,Lecythis lurida,Lecythidaceae,726110.5796584,9683408.580416,O,44.6,False,8.779999999999998,30.01,20151210.0,44.9,False,20161011.0,45.8,False,20180829,1,28.01,30.01,measured,0.4,observed,-3.0,44.6,29.6,44.6,False,O,30.01,measured,43.4,29.58422455149236,0.8633,937.0741,937.0741,1336.6218,876.1841,876.1841,1249.7697,
TAP_A01,038a,Maquira coriacea,Moraceae,726105.5355484718,9683404.27854728,O,14.4,False,,,20151210.0,14.6,False,20161011.0,15.0,False,20180829,1,14.15,14.07,local_fit,0.2,observed,-3.0,14.4,13.68,14.4,False,O,14.15,feldpausch,13.8,13.738053259350602,0.5112,49.5134,49.5134,42.3479,44.271,44.271,37.8642,
TAP_A01,038b,Bertholletia excelsa,Lecythidaceae,726110.5010755198,9683412.7563848,O,12.5,False,30.61,46.77,20151210.0,12.6,False,20161011.0,12.7,False,20180829,1,12.6,46.77,measured,0.067,observed,-3.0,12.5,46.25,12.5,False,O,46.77,measured,12.299,46.237465642550106,0.638,120.6472,120.6472,128.0992,115.5901,115.5901,122.7298,
TAP_A01,039a,Chamaecrista scleroxylon,Fabaceae,726105.071906832,9683402.16770368,O,13.7,False,,,20151210.0,13.8,False,20161011.0,14.3,False,20180829,1,13.69,13.67,local_fit,0.2,observed,-3.0,13.7,13.27,13.7,False,O,13.69,feldpausch,13.1,13.267978227916235,0.955,43.498,43.498,68.4663,38.6573,38.6573,60.847,
