site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAC_A01,180,Theobroma glaucum,Malvaceae,799941.3273,9725864.96,13.8,3.95,1.47,20140812,False,O,P01,13.36,13.36,feldpausch_regional,0.18,default,-1.0,13.62,13.23,13.8,False,O,3.95,measured,13.620000000000001,3.9140202525232954,0.5297,13.1155,13.1155,11.6138,12.6699,12.6699,11.2192,
TAC_A01,181,Theobroma glaucum,Malvaceae,799938.1493,9725862.21,8.9,4.77,0.64,20140812,False,O,P01,9.76,9.76,feldpausch_regional,0.18,default,-1.0,8.72,9.61,8.9,False,O,4.77,measured,8.72,4.699013902087171,0.5297,6.6974,6.6974,5.9305,6.342,6.342,5.6159,
TAC_A01,182,Theobroma glaucum,Malvaceae,799935.9248,9725860.285,8.2,3.29,1.64,20140812,False,O,P01,9.19,9.19,feldpausch_regional,0.18,default,-1.0,8.02,9.04,8.2,False,O,3.29,measured,8.02,3.2364412686435156,0.5297,3.972,3.972,3.5172,3.7431,3.7431,3.3145,
TAC_A01,183,Theobroma glaucum,Malvaceae,799933.7797,9725858.429,8.8,4.28,1.21,20140812,False,O,P01,9.68,9.68,feldpausch_regional,0.18,default,-1.0,8.62,9.53,8.8,False,O,4.28,measured,8.620000000000001,4.215510495206952,0.5297,5.8936,5.8936,5.2188,5.5773,5.5773,4.9387,
TAC_A01,184,Theobroma glaucum,Malvaceae,799928.6155,9725853.96,9.5,4.39,1.65,20140812,False,O,P01,10.23,10.23,feldpausch_regional,0.18,default,-1.0,9.32,10.09,9.5,False,O,4.39,measured,9.32,4.3291993498799695,0.5297,7.0149,7.0149,6.2117,6.6664,6.6664,5.9031,
TAC_A01,185,Theobroma glaucum,Malvaceae,799926.2321,9725851.898,9.6,4.78,1.12,20140812,False,O,P01,10.31,10.31,feldpausch_regional,0.18,default,-1.0,9.42,10.17,9.6,False,O,4.78,measured,9.42,4.714559347995865,0.5297,7.7799,7.7799,6.8891,7.3975,7.3975,6.5505,
TAC_A01,186,Theobroma glaucum,Malvaceae,799923.5308,9725849.561,10.8,5.01,1.64,20140812,False,O,P01,11.23,11.23,feldpausch_regional,0.18,default,-1.0,10.62,11.09,10.8,False,O,5.01,measured,10.620000000000001,4.9498197771992425,0.5297,10.2505,10.2505,9.0768,9.8034,9.8034,8.6809,
TAC_A01,1,Theobroma glaucum,Malvaceae,799725.2348,9725995.936,8.1,2.58,2.17,20140813,False,O,P03,9.1,9.1,feldpausch_regional,0.18,default,-1.0,7.92,8.95,8.1,False,O,2.58,measured,7.92,2.537432951258293,0.5297,3.0589,3.0589,2.7087,2.8805,2.8805,2.5506,
TAC_A01,2,Theobroma glaucum,Malvaceae,799722.4181,9725998.716,17.0,7.4,1.88,20140813,False,O,P03,15.41,15.41,feldpausch_regional,0.18,default,-1.0,16.82,15.3,17.0,False,O,7.4,measured,16.82,7.347032798648346,0.5297,36.3636,36.3636,32.2,35.367,35.367,31.3175,
TAC_A01,6,Theobroma glaucum,Malvaceae,799709.7428,9726011.225,16.6,7.9,1.94,20140813,False,O,P03,15.16,15.16,feldpausch_regional,0.18,default,-1.0,16.42,15.05,16.6,False,O,7.9,measured,16.42,7.841858648181859,0.5297,36.9995,36.9995,32.7631,35.9602,35.9602,31.8428,
TAC_A01,8,Tabebuia chrysotricha,,799706.5979,9726018.309,20.2,13.44,4.83,20140813,False,O,P03,17.28,17.28,feldpausch_regional,0.18,default,-1.0,20.02,17.18,20.2,False,O,13.44,measured,20.02,13.361561799106509,0.7598,91.1642,91.1642,114.785,89.0749,89.0749,112.1543,
TAC_A01,9,Theobroma glaucum,Malvaceae,799709.0037,9726015.95,12.1,3.83,1.82,20140813,False,O,P03,12.18,12.18,feldpausch_regional,0.18,default,-1.0,11.92,12.05,12.1,False,O,3.83,measured,11.92,3.789500464074089,0.5297,9.846,9.846,8.7186,9.4634,9.4634,8.3799,
TAC_A01,10,Tabebuia chrysotricha,,799710.7018,9726014.285,21.6,14.27,4.39,20140813,False,O,P03,18.05,18.05,feldpausch_regional,0.18,default,-1.0,21.42,17.95,21.6,False,O,14.27,measured,21.42,14.193170227808968,0.7598,110.1621,110.1621,138.7053,107.8077,107.8077,135.7409,
TAC_A01,11,Theobroma glaucum,Malvaceae,799711.8339,9726013.175,9.3,4.15,1.96,20140813,False,O,P03,10.08,10.08,feldpausch_regional,0.18,default,-1.0,9.12,9.93,9.3,False,O,4.15,measured,9.120000000000001,4.091157937913144,0.5297,6.3702,6.3702,5.6408,6.0469,6.0469,5.3545,
TAC_A01,12,Tabebuia chrysotricha,,799714.9472,9726010.123,20.7,14.71,7.02,20140813,False,O,P03,17.56,17.56,feldpausch_regional,0.18,default,-1.0,20.52,17.46,20.7,False,O,14.71,measured,20.52,14.626631544119968,0.7598,104.4299,104.4299,131.4878,102.0967,102.0967,128.5501,
TAC_A01,13,Theobroma glaucum,Malvaceae,799717.4944,9726007.626,12.0,6.58,2.13,20140813,False,O,P03,12.11,12.11,feldpausch_regional,0.18,default,-1.0,11.82,11.98,12.0,False,O,6.58,measured,11.82,6.509767331395351,0.5297,16.429,16.429,14.5479,15.7852,15.7852,13.9778,
TAC_A01,14,Tabebuia chrysotricha,,799719.2634,9726005.891,12.0,11.13,5.74,20140813,False,O,P03,12.11,12.11,feldpausch_regional,0.18,default,-1.0,11.82,11.98,12.0,False,O,11.13,measured,11.82,11.011202188211286,0.7598,27.4411,27.4411,34.5512,26.3658,26.3658,33.1972,
TAC_A01,15,Theobroma glaucum,Malvaceae,799720.3247,9726004.851,10.0,4.97,1.82,20140813,False,O,P03,10.62,10.62,feldpausch_regional,0.18,default,-1.0,9.82,10.48,10.0,False,O,4.97,measured,9.82,4.904964476774021,0.5297,8.7519,8.7519,7.7499,8.3392,8.3392,7.3843,
TAC_A01,16,Tabebuia chrysotricha,,799723.438,9726001.798,9.6,11.06,5.05,20140813,False,O,P03,10.31,10.31,feldpausch_regional,0.18,default,-1.0,9.42,10.17,9.6,False,O,11.06,measured,9.42,10.908582926534365,0.7598,17.6425,17.6425,22.2137,16.7753,16.7753,21.1218,
TAC_A01,17,Tabebuia chrysotricha,,799723.5087,9726001.729,12.0,11.06,4.08,20140813,False,O,P03,12.11,12.11,feldpausch_regional,0.18,default,-1.0,11.82,11.98,12.0,False,O,11.06,measured,11.82,10.941949344260271,0.7598,27.2727,27.2727,34.3391,26.2039,26.2039,32.9934,
TAC_A01,18,Theobroma glaucum,Malvaceae,799725.9852,9725999.301,5.3,2.85,1.9,20140813,False,O,P03,6.62,6.62,feldpausch_regional,0.18,default,-1.0,5.12,6.44,5.3,False,O,2.85,measured,5.12,2.775724224677735,0.5297,1.4729,1.4729,1.3043,1.3418,1.3418,1.1882,
TAC_A01,19,Tabebuia chrysotricha,,799725.9852,9725999.301,7.0,8.13,4.0,20140813,False,O,P03,8.17,8.17,feldpausch_regional,0.18,default,-1.0,6.82,8.01,7.0,False,O,8.13,measured,6.82,7.972814692916759,0.7598,7.0525,7.0525,8.8798,6.5763,6.5763,8.2802,
TAC_A01,21,Theobroma glaucum,Malvaceae,799726.7221,9726002.661,10.2,3.55,1.69,20140813,False,O,P03,10.78,10.78,feldpausch_regional,0.18,default,-1.0,10.02,10.64,10.2,False,O,3.55,measured,10.02,3.5045557325423697,0.5297,6.5504,6.5504,5.8004,6.2476,6.2476,5.5323,
TAC_A01,22,Theobroma glaucum,Malvaceae,799723.8783,9726005.431,17.6,6.03,2.82,20140813,False,O,P03,15.77,15.77,feldpausch_regional,0.18,default,-1.0,17.42,15.66,17.6,False,O,6.03,measured,17.42,5.98855933449047,0.5297,31.8633,31.8633,28.215,31.0208,31.0208,27.469,
TAC_A01,23,Theobroma glaucum,Malvaceae,799721.0345,9726008.201,12.0,6.37,2.31,20140813,False,O,P03,12.11,12.11,feldpausch_regional,0.18,default,-1.0,11.82,11.98,12.0,False,O,6.37,measured,11.82,6.302008799542308,0.5297,15.917,15.917,14.0946,15.2933,15.2933,13.5422,
TAC_A01,24,Theobroma glaucum,Malvaceae,799718.1907,9726010.971,11.0,4.46,1.87,20140813,False,O,P03,11.38,11.38,feldpausch_regional,0.18,default,-1.0,10.82,11.24,11.0,False,O,4.46,measured,10.82,4.407513098703722,0.5297,9.4844,9.4844,8.3984,9.0783,9.0783,8.0389,
TAC_A01,25,Theobroma glaucum,Malvaceae,799715.3469,9726013.741,12.0,6.2,1.92,20140813,False,O,P03,12.11,12.11,feldpausch_regional,0.18,default,-1.0,11.82,11.98,12.0,False,O,6.2,measured,11.82,6.133823321375559,0.5297,15.5023,15.5023,13.7273,14.8948,14.8948,13.1894,
TAC_A01,26,Theobroma glaucum,Malvaceae,799712.5031,9726016.511,14.5,4.97,1.74,20140813,False,O,P03,13.82,13.82,feldpausch_regional,0.18,default,-1.0,14.32,13.7,14.5,False,O,4.97,measured,14.32,4.927223744645693,0.5297,18.0757,18.0757,16.006,17.4921,17.4921,15.4892,
TAC_A01,27,Theobroma glaucum,Malvaceae,799709.6593,9726019.281,8.0,2.55,1.42,20140813,False,O,P03,9.02,9.02,feldpausch_regional,0.18,default,-1.0,7.82,8.87,8.0,False,O,2.55,measured,7.82,2.507353750610859,0.5297,2.9517,2.9517,2.6138,2.7774,2.7774,2.4594,
TAC_A01,28,Tabebuia chrysotricha,,799710.4442,9726022.469,19.8,14.01,7.21,20140813,False,O,P03,17.05,17.05,feldpausch_regional,0.18,default,-1.0,19.62,16.95,19.8,False,O,14.01,measured,19.62,13.92625597755773,0.7598,91.3008,91.3008,114.957,89.1644,89.1644,112.267,
TAC_A01,29,Tabebuia chrysotricha,,799714.5874,9726018.46,22.8,14.69,7.57,20140813,False,O,P03,18.68,18.68,feldpausch_regional,0.18,default,-1.0,22.62,18.59,22.8,False,O,14.69,measured,22.62,14.615935470597783,0.7598,125.9397,125.9397,158.5709,123.396,123.396,155.3681,
TAC_A01,30,Theobroma glaucum,Malvaceae,799716.0161,9726017.077,12.4,6.43,2.11,20140813,False,O,P03,12.39,12.39,feldpausch_regional,0.18,default,-1.0,12.22,12.26,12.4,False,O,6.43,measured,12.22,6.363861259243757,0.5297,17.1251,17.1251,15.1643,16.4761,16.4761,14.5896,
TAC_A01,31,Theobroma glaucum,Malvaceae,799718.9448,9726014.243,27.5,17.58,7.0,20140813,False,O,P03,21.0,21.0,feldpausch_regional,0.18,default,-1.0,27.32,20.92,27.5,False,O,17.58,measured,27.32,17.509729065164777,0.5297,216.3598,216.3598,191.5868,212.7707,212.7707,188.4086,
TAC_A01,32,Theobroma glaucum,Malvaceae,799721.3736,9726011.893,14.2,6.72,2.4,20140813,False,O,P03,13.62,13.62,feldpausch_regional,0.18,default,-1.0,14.02,13.5,14.2,False,O,6.72,measured,14.02,6.660757681896986,0.5297,23.2938,23.2938,20.6267,22.5254,22.5254,19.9462,
TAC_A01,33,Tabebuia chrysotricha,,799723.1594,9726010.164,8.9,10.28,5.22,20140813,False,O,P03,9.76,9.76,feldpausch_regional,0.18,default,-1.0,8.72,9.61,8.9,False,O,10.28,measured,8.72,10.127015285839857,0.7598,14.1702,14.1702,17.8417,13.4183,13.4183,16.8951,
TAC_A01,34,Theobroma glaucum,Malvaceae,799727.5883,9726005.878,14.3,13.53,6.59,20140813,False,O,P03,13.69,13.69,feldpausch_regional,0.18,default,-1.0,14.12,13.57,14.3,False,O,13.53,measured,14.120000000000001,13.411677638927435,0.5297,46.7545,46.7545,41.4011,45.2232,45.2232,40.0452,
TAC_A01,35,Tabebuia chrysotricha,,799729.7313,9726003.804,15.1,6.49,2.06,20140813,False,O,P03,14.21,14.21,feldpausch_regional,0.18,default,-1.0,14.92,14.1,15.1,False,O,6.49,measured,14.92,6.4366884974445355,0.7598,25.3848,25.3848,31.9621,24.5987,24.5987,30.9723,
TAC_A01,36,Tabebuia chrysotricha,,799731.7315,9726001.869,15.0,12.7,6.82,20140813,False,O,P03,14.15,14.15,feldpausch_regional,0.18,default,-1.0,14.82,14.03,15.0,False,O,12.7,measured,14.82,12.594874502303341,0.7598,48.2507,48.2507,60.7525,46.7461,46.7461,58.8581,
TAC_A01,38,Theobroma glaucum,Malvaceae,799730.8108,9726006.814,18.4,4.88,1.47,20140813,False,O,P03,16.25,16.25,feldpausch_regional,0.18,default,-1.0,18.22,16.14,18.4,False,O,4.88,measured,18.22,4.848174630748229,0.5297,28.2672,28.2672,25.0306,27.5534,27.5534,24.3986,
TAC_A01,39,Theobroma glaucum,Malvaceae,799728.0117,9726009.505,12.7,4.27,1.62,20140813,False,O,P03,12.6,12.6,feldpausch_regional,0.18,default,-1.0,12.52,12.48,12.7,False,O,4.27,measured,12.52,4.2272509897358,0.5297,12.0333,12.0333,10.6555,11.5882,11.5882,10.2614,
TAC_A01,40,Theobroma glaucum,Malvaceae,799725.1408,9726012.265,17.2,8.23,2.29,20140813,False,O,P03,15.53,15.53,feldpausch_regional,0.18,default,-1.0,17.02,15.42,17.2,False,O,8.23,measured,17.02,8.171893216806762,0.5297,41.2708,41.2708,36.5453,40.1532,40.1532,35.5557,
TAC_A01,41,Theobroma glaucum,Malvaceae,799722.4135,9726014.888,13.5,6.95,2.11,20140813,False,O,P03,13.15,13.15,feldpausch_regional,0.18,default,-1.0,13.32,13.03,13.5,False,O,6.95,measured,13.32,6.885086045068129,0.5297,21.8097,21.8097,19.3125,21.052,21.052,18.6415,
TAC_A01,42,Theobroma glaucum,Malvaceae,799719.5426,9726017.648,12.7,7.45,2.85,20140813,False,O,P03,12.6,12.6,feldpausch_regional,0.18,default,-1.0,12.52,12.48,12.7,False,O,7.45,measured,12.52,7.375414490288458,0.5297,20.7162,20.7162,18.3442,19.95,19.95,17.6658,
TAC_A01,43,Theobroma glaucum,Malvaceae,799716.6717,9726020.408,7.4,4.35,1.98,20140813,False,O,P03,8.51,8.51,feldpausch_regional,0.18,default,-1.0,7.22,8.36,7.4,False,O,4.35,measured,7.220000000000001,4.270810943481923,0.5297,4.2694,4.2694,3.7806,3.9967,3.9967,3.5391,
TAC_A01,44,Tabebuia chrysotricha,,799713.8008,9726023.169,8.5,3.54,0.91,20140813,False,O,P03,9.43,9.43,feldpausch_regional,0.18,default,-1.0,8.32,9.29,8.5,False,O,3.54,measured,8.32,3.4845926291331133,0.7598,4.5763,4.5763,5.762,4.322,4.322,5.4418,
TAC_A01,45,Theobroma glaucum,Malvaceae,799714.7178,9726026.214,19.7,13.55,6.82,20140813,False,O,P03,17.0,17.0,feldpausch_regional,0.18,default,-1.0,19.52,16.89,19.7,False,O,13.55,measured,19.52,13.468514576208143,0.5297,87.5047,87.5047,77.4855,85.4463,85.4463,75.6628,
TAC_A01,46,Tabebuia chrysotricha,,799717.3138,9726023.735,15.5,7.58,2.26,20140813,False,O,P03,14.47,14.47,feldpausch_regional,0.18,default,-1.0,15.32,14.36,15.5,False,O,7.58,measured,15.32,7.519587719435955,0.7598,31.0846,31.0846,39.1387,30.1475,30.1475,37.9588,
TAC_A01,47,Theobroma glaucum,Malvaceae,799718.9723,9726022.15,18.0,13.09,5.12,20140813,False,O,P03,16.01,16.01,feldpausch_regional,0.18,default,-1.0,17.82,15.9,18.0,False,O,13.09,measured,17.82,13.002388466257102,0.5297,70.9391,70.9391,62.8167,69.1065,69.1065,61.1939,
TAC_A01,48,Tabebuia chrysotricha,,799720.054,9726021.117,11.1,5.4,2.62,20140813,False,O,P03,11.45,11.45,feldpausch_regional,0.18,default,-1.0,10.92,11.32,11.1,False,O,5.4,measured,10.92,5.3370906668285905,0.7598,11.6345,11.6345,14.649,11.1409,11.1409,14.0275,
TAC_A01,49,Tabebuia chrysotricha,,799723.0827,9726018.224,22.7,14.27,5.47,20140813,False,O,P03,18.63,18.63,feldpausch_regional,0.18,default,-1.0,22.52,18.54,22.7,False,O,14.27,measured,22.52,14.197666443171299,0.7598,121.3783,121.3783,152.8276,118.9154,118.9154,149.7265,
TAC_A01,50,Theobroma glaucum,Malvaceae,799725.9671,9726015.468,19.9,8.76,2.93,20140813,False,O,P03,17.11,17.11,feldpausch_regional,0.18,default,-1.0,19.72,17.01,19.9,False,O,8.76,measured,19.72,8.707951742182269,0.5297,58.305,58.305,51.6291,56.9478,56.9478,50.4273,
TAC_A01,51,Tabebuia chrysotricha,,799727.4093,9726014.09,9.2,10.04,7.24,20140813,False,O,P03,10.0,10.0,feldpausch_regional,0.18,default,-1.0,9.02,9.85,9.2,False,O,10.04,measured,9.02,9.895938568109598,0.7598,14.7729,14.7729,18.6006,14.0149,14.0149,17.6462,
TAC_A01,52,Theobroma glaucum,Malvaceae,799728.8515,9726012.713,21.3,6.64,2.75,20140813,False,O,P03,17.88,17.88,feldpausch_regional,0.18,default,-1.0,21.12,17.79,21.3,False,O,6.64,measured,21.12,6.603640975727869,0.5297,50.8035,50.8035,44.9866,49.7018,49.7018,44.011,
TAC_A01,53,Tabebuia chrysotricha,,799731.736,9726009.957,11.6,12.57,5.86,20140813,False,O,P03,11.82,11.82,feldpausch_regional,0.18,default,-1.0,11.42,11.69,11.6,False,O,12.57,measured,11.42,12.430617067403906,0.7598,28.9224,28.9224,36.4162,27.7492,27.7492,34.939,
TAC_A01,54,Theobroma glaucum,Malvaceae,799734.6204,9726007.202,12.4,4.48,2.38,20140813,False,O,P03,12.39,12.39,feldpausch_regional,0.18,default,-1.0,12.22,12.26,12.4,False,O,4.48,measured,12.22,4.433918886689274,0.5297,12.0356,12.0356,10.6575,11.5795,11.5795,10.2536,
TAC_A01,56,Schizolobium amazonicum,Fabaceae,799735.3362,9726009.207,15.1,19.6,13.36,20140813,False,O,P03,14.21,14.21,feldpausch_regional,0.18,default,-1.0,14.92,14.1,15.1,False,O,19.6,measured,14.92,19.43899761940106,0.58,74.6562,74.6562,72.2264,72.3441,72.3441,69.9896,
TAC_A01,57,Theobroma glaucum,Malvaceae,799735.3302,9726010.552,8.8,2.05,1.42,20140813,False,O,P03,9.68,9.68,feldpausch_regional,0.18,default,-1.0,8.62,9.53,8.8,False,O,2.05,measured,8.620000000000001,2.0191113353210866,0.5297,2.8732,2.8732,2.5442,2.719,2.719,2.4077,
TAC_A01,58,Theobroma glaucum,Malvaceae,799732.4322,9726013.303,7.0,4.04,1.85,20140813,False,O,P03,8.17,8.17,feldpausch_regional,0.18,default,-1.0,6.82,8.01,7.0,False,O,4.04,measured,6.82,3.9618906961111566,0.5297,3.5639,3.5639,3.1558,3.3232,3.3232,2.9427,
TAC_A01,59,Theobroma glaucum,Malvaceae,799729.5342,9726016.053,9.0,6.17,1.69,20140813,False,O,P03,9.84,9.84,feldpausch_regional,0.18,default,-1.0,8.82,9.69,9.0,False,O,6.17,measured,8.82,6.079300357266771,0.5297,8.7995,8.7995,7.792,8.3379,8.3379,7.3832,
TAC_A01,60,Theobroma glaucum,Malvaceae,799726.6363,9726018.804,12.9,,,20140813,True,O,P03,12.74,12.74,feldpausch_regional,0.18,default,-1.0,12.72,12.62,12.9,True,O,12.74,feldpausch,12.72,12.614693196677706,0.5297,36.056,26.87,26.87,34.7436,25.915,25.915,
TAC_A01,61,Theobroma glaucum,Malvaceae,799723.7383,9726021.555,24.7,10.1,2.39,20140813,False,O,P03,19.65,19.65,feldpausch_regional,0.18,default,-1.0,24.52,19.56,24.7,False,O,10.1,measured,24.52,10.053842785727422,0.5297,102.1463,102.1463,90.4507,100.2492,100.2492,88.7707,
TAC_A01,62,Theobroma glaucum,Malvaceae,799720.8403,9726024.305,8.2,8.32,3.45,20140813,False,O,P03,9.19,9.19,feldpausch_regional,0.18,default,-1.0,8.02,9.04,8.2,False,O,8.32,measured,8.02,8.184556642891808,0.5297,9.8235,9.8235,8.6987,9.2575,9.2575,8.1975,
TAC_A01,63,Theobroma glaucum,Malvaceae,799717.9423,9726027.056,13.6,7.73,2.85,20140813,False,O,P03,13.22,13.22,feldpausch_regional,0.18,default,-1.0,13.42,13.1,13.6,False,O,7.73,measured,13.42,7.658405751296762,0.5297,24.5466,24.5466,21.7361,23.7002,23.7002,20.9866,
TAC_A01,64,Tabebuia chrysotricha,,799718.7757,9726030.166,21.2,15.18,8.06,20140813,False,O,P03,17.83,17.83,feldpausch_regional,0.18,default,-1.0,21.02,17.73,21.2,False,O,15.18,measured,21.02,15.096404744596244,0.7598,112.8209,112.8209,142.053,110.3622,110.3622,138.9572,
TAC_A01,65,Theobroma glaucum,Malvaceae,799721.4688,9726027.627,9.7,6.58,2.88,20140813,False,O,P03,10.39,10.39,feldpausch_regional,0.18,default,-1.0,9.52,10.25,9.7,False,O,6.58,measured,9.52,6.490942675163054,0.5297,10.845,10.845,9.6032,10.3175,10.3175,9.1361,
TAC_A01,66,Tabebuia chrysotricha,,799722.9246,9726026.254,19.8,14.37,6.17,20140813,False,O,P03,17.05,17.05,feldpausch_regional,0.18,default,-1.0,19.62,16.95,19.8,False,O,14.37,measured,19.62,14.284104096895401,0.7598,93.5899,93.5899,117.8392,91.3999,91.3999,115.0818,
TAC_A01,67,Theobroma glaucum,Malvaceae,799724.3804,9726024.881,13.5,8.18,3.0,20140813,False,O,P03,13.15,13.15,feldpausch_regional,0.18,default,-1.0,13.32,13.03,13.5,False,O,8.18,measured,13.32,8.103597676065798,0.5297,25.5693,25.5693,22.6417,24.681,24.681,21.855,
TAC_A01,68,Tabebuia chrysotricha,,799727.4375,9726021.998,19.8,15.89,7.41,20140813,False,O,P03,17.05,17.05,feldpausch_regional,0.18,default,-1.0,19.62,16.95,19.8,False,O,15.89,measured,19.62,15.79501837854335,0.7598,103.24,103.24,129.9897,100.8242,100.8242,126.9479,
TAC_A01,69,Theobroma glaucum,Malvaceae,799730.2034,9726019.389,12.7,8.15,2.15,20140813,False,O,P03,12.6,12.6,feldpausch_regional,0.18,default,-1.0,12.52,12.48,12.7,False,O,8.15,measured,12.52,8.068406455818916,0.5297,22.6139,22.6139,20.0246,21.7776,21.7776,19.2841,
TAC_A01,70,Tabebuia chrysotricha,,799731.732,9726017.948,21.2,14.52,3.88,20140813,False,O,P03,17.83,17.83,feldpausch_regional,0.18,default,-1.0,21.02,17.73,21.2,False,O,14.52,measured,21.02,14.440039320918146,0.7598,108.0308,108.0308,136.0218,105.6765,105.6765,133.0575,
TAC_A01,71,Theobroma glaucum,Malvaceae,799733.1149,9726016.644,8.2,4.35,2.29,20140813,False,O,P03,9.19,9.19,feldpausch_regional,0.18,default,-1.0,8.02,9.04,8.2,False,O,4.35,measured,8.02,4.279185264011943,0.5297,5.2166,5.2166,4.6193,4.9161,4.9161,4.3532,
TAC_A01,72,Theobroma glaucum,Malvaceae,799738.938,9726011.152,15.5,6.74,2.88,20140813,False,O,P03,14.47,14.47,feldpausch_regional,0.18,default,-1.0,15.32,14.36,15.5,False,O,6.74,measured,15.32,6.68628248403672,0.5297,27.7179,27.7179,24.5442,26.8823,26.8823,23.8043,
TAC_A01,75,Theobroma glaucum,Malvaceae,799739.6342,9726014.498,14.0,4.85,1.91,20140813,False,O,P03,13.49,13.49,feldpausch_regional,0.18,default,-1.0,13.82,13.37,14.0,False,O,4.85,measured,13.82,4.806543140202569,0.5297,16.4811,16.4811,14.594,15.9295,15.9295,14.1056,
TAC_A01,76,Theobroma glaucum,Malvaceae,799736.7092,9726017.239,14.1,5.58,1.95,20140813,False,O,P03,13.56,13.56,feldpausch_regional,0.18,default,-1.0,13.92,13.44,14.1,False,O,5.58,measured,13.92,5.5304078744405105,0.5297,19.1625,19.1625,16.9684,18.5257,18.5257,16.4046,
TAC_A01,77,Theobroma glaucum,Malvaceae,799733.7841,9726019.98,11.6,8.38,2.39,20140813,False,O,P03,11.82,11.82,feldpausch_regional,0.18,default,-1.0,11.42,11.69,11.6,False,O,8.38,measured,11.42,8.287078044935939,0.5297,19.4701,19.4701,17.2408,18.6803,18.6803,16.5415,
TAC_A01,78,Theobroma glaucum,Malvaceae,799730.859,9726022.72,8.9,8.41,2.46,20140813,False,O,P03,9.76,9.76,feldpausch_regional,0.18,default,-1.0,8.72,9.61,8.9,False,O,8.41,measured,8.72,8.284844217306732,0.5297,11.6485,11.6485,10.3148,11.0305,11.0305,9.7675,
TAC_A01,79,Theobroma glaucum,Malvaceae,799727.934,9726025.461,13.0,6.3,2.76,20140813,False,O,P03,12.81,12.81,feldpausch_regional,0.18,default,-1.0,12.82,12.68,13.0,False,O,6.3,measured,12.82,6.238575805109056,0.5297,18.4092,18.4092,16.3013,17.7444,17.7444,15.7127,
TAC_A01,80,Theobroma glaucum,Malvaceae,799725.0089,9726028.202,18.6,7.9,1.35,20140813,False,O,P03,16.36,16.36,feldpausch_regional,0.18,default,-1.0,18.42,16.26,18.6,False,O,7.9,measured,18.42,7.8491341664384935,0.5297,46.1992,46.1992,40.9094,45.0456,45.0456,39.8879,
TAC_A01,81,Theobroma glaucum,Malvaceae,799722.0839,9726030.943,15.4,7.41,2.28,20140813,False,O,P03,14.41,14.41,feldpausch_regional,0.18,default,-1.0,15.22,14.29,15.4,False,O,7.41,measured,15.22,7.350498770273758,0.5297,30.0223,30.0223,26.5848,29.1111,29.1111,25.7779,
TAC_A01,82,Tabebuia chrysotricha,,799723.0526,9726033.913,21.2,15.01,7.53,20140813,False,O,P03,17.83,17.83,feldpausch_regional,0.18,default,-1.0,21.02,17.73,21.2,False,O,15.01,measured,21.02,14.927340923345826,0.7598,111.5876,111.5876,140.5001,109.1557,109.1557,137.4382,
TAC_A01,83,Tabebuia chrysotricha,,799727.0932,9726030.151,22.9,18.84,9.17,20140813,False,O,P03,18.73,18.73,feldpausch_regional,0.18,default,-1.0,22.72,18.64,22.9,False,O,18.84,measured,22.72,18.74551767436011,0.7598,161.9342,161.9342,203.8916,158.6783,158.6783,199.7922,
TAC_A01,84,Theobroma glaucum,Malvaceae,799728.5625,9726028.783,6.5,4.04,2.57,20140813,False,O,P03,7.72,7.72,feldpausch_regional,0.18,default,-1.0,6.32,7.56,6.5,False,O,4.04,measured,6.32,3.955387069048538,0.5297,3.0839,3.0839,2.7308,2.8597,2.8597,2.5322,
TAC_A01,85,Theobroma glaucum,Malvaceae,799731.8684,9726025.705,22.2,15.83,7.78,20140813,False,O,P03,18.37,18.37,feldpausch_regional,0.18,default,-1.0,22.02,18.27,22.2,False,O,15.83,measured,22.02,15.747554867629274,0.5297,128.5983,128.5983,113.8739,125.9274,125.9274,111.5088,
TAC_A01,86,Theobroma glaucum,Malvaceae,799734.4397,9726023.311,15.7,6.0,2.94,20140813,False,O,P03,14.6,14.6,feldpausch_regional,0.18,default,-1.0,15.52,14.48,15.7,False,O,6.0,measured,15.52,5.952885010740878,0.5297,25.3707,25.3707,22.4658,24.6159,24.6159,21.7974,
TAC_A01,87,Tabebuia chrysotricha,,799735.909,9726021.943,22.3,16.86,5.8,20140813,False,O,P03,18.42,18.42,feldpausch_regional,0.18,default,-1.0,22.12,18.32,22.3,False,O,16.86,measured,22.12,16.772668635244564,0.7598,137.9637,137.9637,173.7103,135.1117,135.1117,170.1194,
TAC_A01,88,Theobroma glaucum,Malvaceae,799737.3783,9726020.575,12.3,7.57,2.12,20140813,False,O,P03,12.32,12.32,feldpausch_regional,0.18,default,-1.0,12.12,12.19,12.3,False,O,7.57,measured,12.120000000000001,7.491419737611736,0.5297,19.7676,19.7676,17.5042,19.0122,19.0122,16.8353,
