site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,agb_source,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
FST_A01,46,Ficus broadwayi,Moraceae,587179.4908,9820791.318,0.415277778,2.927709802,65.0,32.78,20.28,A,O,2,33.09,65.0,True,O,32.78,measured,2130.5999,1477.9315,0.41,1477.9315
FST_A01,47,Endopleura uchi,Humiriaceae,587201.926,9820795.415,0.771796039,1.458014087,37.1,26.96,21.3,A,O,2,25.01,37.1,True,O,26.96,measured,589.1979,410.3327,0.7944,410.3327
FST_A01,48,Aspidosperma nitidum,Apocynaceae,587201.4667,9820794.523,0.763327689,19.37387975,113.2,38.91,24.81,A,O,2,40.46,113.2,True,O,38.91,measured,7438.2141,5157.3001,0.7635,5157.3001
FST_A01,49,Inga alba,Fabaceae,587204.8067,9820786.257,0.586080352,1.073515895,36.7,26.72,17.67,A,O,2,24.86,36.7,True,O,26.72,measured,571.8488,398.606,0.5861,398.606
FST_A01,50,Zygia racemosa,Fabaceae,587188.3396,9820778.132,0.75,2.812089971,47.0,33.35,24.8,A,O,2,28.38,47.0,True,O,33.35,measured,1150.6341,783.6959,0.748,783.6959
FST_A01,51,Pouteria sp.,Sapotaceae,587185.062,9820779.141,0.781766198,2.942063889,49.3,30.42,22.03,A,O,2,29.08,49.3,True,O,30.42,measured,1154.679,799.7929,0.7187,799.7929
FST_A01,52,Pouteria gongrijpii,Sapotaceae,587181.9365,9820775.238,0.799402922,2.068602837,39.8,32.09,18.67,A,O,2,26.0,39.8,True,O,32.09,measured,801.0309,544.5478,0.7994,544.5478
FST_A01,53,Zygia racemosa,Fabaceae,587172.601,9820777.931,0.75,2.911254208,44.9,37.83,27.83,A,O,2,27.72,44.9,True,O,37.83,measured,1190.1832,792.907,0.748,792.907
FST_A01,54,,,587065.4008,9820830.648,0.6,0.083967265,23.8,5.56,,D,O,3,19.2,23.8,False,O,5.56,measured,53.0557,53.0557,0.6997,61.6398
FST_A01,55,Protium paniculatum,Burseraceae,587057.5798,9820830.035,0.49,0.054152014,10.5,19.69,10.46,A,O,3,11.0,10.5,True,O,19.69,measured,36.8983,25.4174,0.49,25.4174
FST_A01,56,NI,NI,587052.4733,9820834.679,0.64,2.572314943,52.5,28.65,13.09,A,O,3,29.99,52.5,True,O,28.65,measured,1231.304,863.5868,0.6997,863.5868
FST_A01,57,Pseudopiptadenia suaveolens,Fabaceae,587050.0997,9820834.908,0.679712857,14.09651344,87.0,53.83,27.41,A,O,3,37.16,87.0,True,O,53.83,measured,6107.7614,3972.6098,0.6797,3972.6098
FST_A01,58,Protium hepytaphillum ,Burseraceae,587048.9967,9820842.818,0.629,1.324771012,36.0,31.93,23.2,A,O,3,24.6,36.0,True,O,31.93,measured,655.3319,443.71,0.5773,443.71
FST_A01,59,Tetragastris panamensis,Burseraceae,587043.7541,9820838.22,0.732202857,0.016377502,10.8,3.77,3.14,A,O,3,11.23,10.8,True,O,3.77,measured,7.7663,6.9559,0.7173,6.9559
FST_A01,60,Eschweilera parviflora,Lecythidaceae,587049.0244,9820849.622,0.8889275,1.906673746,38.3,28.73,20.88,A,O,3,25.46,38.3,True,O,28.73,measured,667.1143,460.6548,0.918,460.6548
FST_A01,61,Nectandra cuspidata,Lauraceae,587045.2641,9820850.65,0.56,1.795583024,43.7,32.99,20.48,A,O,3,27.33,43.7,True,O,32.99,measured,987.6921,671.5202,0.518,671.5202
FST_A01,62,Pouteria sp.,Sapotaceae,587037.9956,9820843.466,0.78,0.287652069,18.2,21.87,15.51,A,O,3,16.13,18.2,True,O,21.87,measured,119.6224,83.2144,0.7187,83.2144
FST_A01,63,Protium hepytaphillum ,Burseraceae,587062.2137,9820830.209,0.629,0.488211678,23.9,26.7,17.0,A,O,3,19.25,23.9,True,O,26.7,measured,247.3822,168.9435,0.5773,168.9435
FST_A01,64,Aspidosperma spruceanum,Apocynaceae,587037.4224,9820844.933,0.753333333,0.110173532,12.4,18.69,15.38,A,O,3,12.39,12.4,True,O,18.69,measured,48.5188,33.9687,0.7533,33.9687
FST_A01,65,Tetragastris panamensis,Burseraceae,587037.2826,9820846.15,0.732202857,0.084071309,12.0,15.67,9.67,A,O,3,12.11,12.0,True,O,15.67,measured,38.3186,27.5416,0.7173,27.5416
FST_A01,66,Pouteria guianensis,Sapotaceae,587033.342,9820845.577,0.929561667,0.098335138,12.4,13.52,9.77,A,O,3,12.39,12.4,True,O,13.52,measured,35.3715,26.064,0.9295,26.064
FST_A01,67,Pouteria gongrijpii,Sapotaceae,587035.9284,9820850.681,0.799402922,3.146006482,46.7,35.45,16.02,A,O,3,28.29,46.7,True,O,35.45,measured,1206.126,813.3534,0.7994,813.3534
FST_A01,68,Pouteria gongrijpii,Sapotaceae,587030.7292,9820851.059,0.799402922,0.446922886,20.4,26.39,16.98,A,O,3,17.39,20.4,True,O,26.39,measured,179.5493,121.915,0.7994,121.915
FST_A01,69,Sterculia pruriens,Malvaceae,587030.2092,9820851.358,0.486208,1.260282793,36.7,37.81,29.22,A,O,3,24.86,36.7,True,O,37.81,measured,802.4777,529.5096,0.4862,529.5096
FST_A01,70,Ormosia coccinea,Fabaceae,587027.6632,9820849.072,0.625,0.250029428,18.3,23.47,15.94,A,O,3,16.19,18.3,True,O,23.47,measured,129.5347,89.1336,0.625,89.1336
FST_A01,71,Licania canescens,Chrysobalanaceae,587032.9039,9820858.901,0.88,3.844966256,48.0,37.26,22.04,A,O,3,28.69,48.0,True,O,37.26,measured,1335.9082,894.9908,0.88,894.9908
FST_A01,72,Pouteria gongrijpii,Sapotaceae,587022.7792,9820852.907,0.799402922,0.679947965,25.2,26.31,16.03,A,O,3,19.9,25.2,True,O,26.31,measured,270.4161,185.575,0.7994,185.575
FST_A01,73,,,587047.9727,9820861.594,0.7,0.408812703,35.6,11.92,,D,O,3,24.44,35.6,False,O,11.92,measured,245.0963,245.0963,0.6997,284.7514
FST_A01,74,,,587049.6332,9820864.049,0.58,1.386068612,90.0,6.91,,D,O,3,37.61,90.0,False,O,6.91,measured,879.9797,879.9797,0.6997,1022.3553
FST_A01,75,Hymenaea intermedia,Fabaceae,587051.0555,9820879.144,0.82,4.941447183,59.0,34.01,17.83,A,O,3,31.69,59.0,True,O,34.01,measured,1828.1503,1254.9248,0.82,1254.9248
FST_A01,76,Ocotea canaliculata,Lauraceae,587058.7771,9820883.793,0.479426667,3.899988,60.0,44.39,27.14,A,O,3,31.94,60.0,True,O,44.39,measured,2449.9783,1613.7684,0.4793,1613.7684
FST_A01,77,Zygia racemosa,Fabaceae,587058.1369,9820883.025,0.75,2.84283991,48.4,31.79,21.17,A,O,3,28.81,48.4,True,O,31.79,measured,1162.8251,799.1418,0.748,799.1418
FST_A01,78,Brosimum rubescens,Moraceae,587072.6441,9820875.812,0.825151429,9.456927763,74.4,40.68,26.16,A,O,3,35.01,74.4,True,O,40.68,measured,3423.9456,2310.3562,0.8251,2310.3562
FST_A01,79,Pouteria hispida,Sapotaceae,587070.3099,9820871.472,0.87,2.54155568,43.9,29.78,19.77,A,O,3,27.4,43.9,True,O,29.78,measured,901.7828,623.2451,0.874,623.2451
FST_A01,80,Licania canescens,Chrysobalanaceae,587085.2702,9820861.724,0.88,2.477734136,43.6,29.1,18.37,A,O,3,27.3,43.6,True,O,29.1,measured,869.9572,603.2494,0.88,603.2494
FST_A01,81,Pseudopiptadenia suaveolens,Fabaceae,587086.1369,9820861.225,0.679712857,4.962912447,56.8,44.46,25.99,A,O,3,31.14,56.8,True,O,44.46,measured,2204.788,1448.0887,0.6797,1448.0887
FST_A01,82,Goupia glabra,Goupiaceae,587077.3221,9820858.342,0.7272025,1.736896838,44.4,23.8,17.51,A,O,3,27.56,44.4,True,O,23.8,measured,740.7836,530.7199,0.7272,530.7199
FST_A01,83,Manilkara huberi,Sapotaceae,587077.8203,9820845.552,0.93,13.340889,88.6,35.9,22.23,A,O,3,37.4,88.6,True,O,35.9,measured,4262.0986,2957.9728,0.9214,2957.9728
FST_A01,84,Endopleura uchi,Humiriaceae,587073.7862,9820843.327,0.771796039,2.685972113,51.0,26.29,18.67,A,O,3,29.57,51.0,True,O,26.29,measured,1069.9249,759.6062,0.7944,759.6062
FST_A01,85,Hymenolobium petraeum,Fabaceae,587062.1056,9820847.776,0.713,1.693230453,42.2,26.2,15.54,A,O,3,26.83,42.2,True,O,26.2,measured,736.7712,518.6266,0.7125,518.6266
FST_A01,86,Alibertia edulis,Rubiaceae,586936.9505,9820909.008,0.76,0.111722919,15.2,12.5,5.7,A,O,4,14.28,15.2,True,O,12.5,measured,48.7532,36.7298,0.76,36.7298
FST_A01,87,Oenocarpus bacaba,Arecaceae,586933.07,9820917.109,,0.050303908,15.2,22.32,15.54,A,P,4,14.28,15.2,True,P,22.32,measured,85.8509,,0.65,
FST_A01,88,Bowdichia nitida,Fabaceae,586927.7194,9820914.99,0.81,0.079106741,10.1,18.81,11.65,A,O,4,10.7,10.1,True,O,18.81,measured,32.7114,22.6544,0.8033,22.6544
FST_A01,89,Quiina florida,Quiinaceae,586927.9829,9820918.98,0.728,0.046842937,11.0,10.45,7.7,A,O,4,11.38,11.0,True,O,10.45,measured,21.7729,16.6143,0.728,16.6143
FST_A01,90,Lacunaria jenmanii,Quiinaceae,586927.867,9820920.481,0.804333333,0.088655746,11.7,15.82,11.3,A,O,4,11.89,11.7,True,O,15.82,measured,36.8116,26.3865,0.8043,26.3865
FST_A01,91,Pouteria gongrijpii,Sapotaceae,586919.864,9820923.29,0.799402922,0.373887926,19.4,24.41,18.58,A,O,4,16.83,19.4,True,O,24.41,measured,150.8398,103.4412,0.7994,103.4412
FST_A01,92,Alexa grandiflora,Fabaceae,586917.7483,9820922.641,0.64,0.315160092,20.5,23.02,16.2,A,O,4,17.45,20.5,True,O,23.02,measured,158.6423,110.0954,0.66,110.0954
FST_A01,93,Oenocarpus bacaba,Arecaceae,586914.0642,9820923.721,,0.057273078,16.3,11.61,8.81,A,P,4,14.98,16.3,True,P,11.61,measured,51.9909,,0.65,
FST_A01,94,Eschweilera coriacea,Lecythidaceae,586914.0795,9820924.899,0.852013744,0.061833836,11.2,11.37,7.95,A,O,4,11.53,11.2,True,O,11.37,measured,24.4882,18.4547,0.8521,18.4547
FST_A01,95,Pouteria sp.,Sapotaceae,586916.0497,9820929.327,0.781766198,2.847153812,47.4,31.85,21.66,A,O,4,28.51,47.4,True,O,31.85,measured,1118.4455,767.6437,0.7187,767.6437
FST_A01,96,Tetragastris altissima,Burseraceae,586911.186,9820929.508,0.707804286,0.245632063,16.3,25.66,20.63,A,O,4,14.98,16.3,True,O,25.66,measured,112.7419,76.0688,0.7079,76.0688
FST_A01,97,Pouteria gongrijpii,Sapotaceae,586909.2571,9820926.955,0.799402922,0.441315096,21.8,22.82,12.23,A,O,4,18.15,21.8,True,O,22.82,measured,177.3552,123.616,0.7994,123.616
FST_A01,98,Pouteria gongrijpii,Sapotaceae,586903.5943,9820933.358,0.799402922,0.758779064,25.4,28.9,16.15,A,O,4,20.0,25.4,True,O,28.9,measured,300.9764,203.5829,0.7994,203.5829
FST_A01,99,Pouteria sp.,Sapotaceae,586912.5865,9820936.326,0.781766198,4.3446912,51.3,41.49,30.29,A,O,4,29.65,51.3,True,O,41.49,measured,1689.3614,1116.2769,0.7187,1116.2769
FST_A01,100,Dialium guianense,Fabaceae,586920.5291,9820941.876,0.890242424,1.485146307,39.1,21.44,14.17,A,O,4,25.75,39.1,True,O,21.44,measured,521.9935,377.8808,0.8964,377.8808
FST_A01,101,Sterculia pruriens,Malvaceae,586926.4341,9820940.426,0.486208,1.896242428,49.1,31.78,23.52,A,O,4,29.02,49.1,True,O,31.78,measured,1195.5121,822.213,0.4862,822.213
FST_A01,102,Swartzia laevicarpa,Fabaceae,586930.3865,9820944.996,0.613,2.532528545,54.2,27.63,19.1,A,O,4,30.46,54.2,True,O,27.63,measured,1264.7801,893.5268,0.6125,893.5268
FST_A01,107,Pouteria sp.,Sapotaceae,586910.9081,9820937.414,0.781766198,3.20434242,50.1,32.08,16.2,A,O,4,29.31,50.1,True,O,32.08,measured,1254.9565,862.65,0.7187,862.65
FST_A01,108,Nectandra cuspidata,Lauraceae,586964.9704,9820942.789,0.56,5.326266888,76.6,31.85,15.14,A,O,4,35.42,76.6,True,O,31.85,measured,2854.3686,2004.7514,0.518,2004.7514
FST_A01,109,Xylopia sp.,Annonaceae,586956.0821,9820942.606,0.570128696,1.336748396,37.1,33.47,28.35,A,O,4,25.01,37.1,True,O,33.47,measured,727.6835,489.7514,0.5959,489.7514
FST_A01,110,,,586949.9244,9820931.146,0.58,0.467330991,75.1,2.85,,D,O,4,35.15,75.1,False,O,2.85,measured,260.3985,260.3985,0.6997,302.5294
FST_A01,111,,,586935.0553,9820939.593,0.58,0.646374872,36.0,25.56,,D,O,4,24.6,36.0,False,O,25.56,measured,527.403,527.403,0.6997,612.7337
FST_A01,112,Mouriri collocarpa,Melastomataceae,586939.2359,9820935.695,0.833333333,3.28451315,49.7,31.35,22.56,A,O,4,29.19,49.7,True,O,31.35,measured,1208.0258,833.0951,0.8333,833.0951
FST_A01,113,Manilkara amazonica,Sapotaceae,586942.3482,9820927.736,0.883636668,8.048243664,70.0,36.52,29.92,A,O,4,34.15,70.0,True,O,36.52,measured,2736.0378,1872.4305,0.8854,1872.4305
FST_A01,114,Ocotea canaliculata,Lauraceae,586941.1426,9820926.14,0.479426667,1.668326986,45.0,33.76,22.65,A,O,4,27.76,45.0,True,O,33.76,measured,1069.6761,725.6341,0.4793,725.6341
FST_A01,1,Theobroma glaucum,Malvaceae,585273.7059,9820633.654,0.529714286,0.049343033,10.6,16.29,11.59,A,O,1,11.08,10.6,True,O,16.29,measured,31.2387,22.1831,0.5297,22.1831
FST_A01,2,Poeppigia sp.,Fabaceae,585279.4631,9820640.14,0.69,0.905535193,42.0,14.62,12.95,A,O,1,26.77,42.0,True,O,14.62,measured,413.0779,318.7755,0.735,318.7755
FST_A01,3,Pouteria sp.,Sapotaceae,585278.2243,9820645.781,0.781766198,1.423259226,36.7,26.56,18.1,A,O,1,24.86,36.7,True,O,26.56,measured,568.5065,396.6525,0.7187,396.6525
FST_A01,4,Guatteria schomburgkiana,Annonaceae,585273.004,9820636.531,0.6,0.054985063,10.6,16.02,12.37,A,O,1,11.08,10.6,True,O,16.02,measured,30.7332,21.8819,0.6,21.8819
FST_A01,5,Inga marginata,Fabaceae,585269.2261,9820638.277,0.573055556,0.044083399,10.2,14.53,9.33,A,O,1,10.78,10.2,True,O,14.53,measured,25.9191,18.7065,0.5518,18.7065
FST_A01,6,Thyrsodium paraense,Anacardiaceae,585269.2508,9820638.739,0.613333333,0.553840931,26.5,25.26,19.72,A,O,1,20.53,26.5,True,O,25.26,measured,286.6894,198.4914,0.645,198.4914
FST_A01,7,Eschweilera parviflora,Lecythidaceae,585267.2904,9820641.279,0.8889275,0.080326249,10.8,15.22,12.04,A,O,1,11.23,10.8,True,O,15.22,measured,30.3208,21.7832,0.918,21.7832
FST_A01,8,Thyrsodium paraense,Anacardiaceae,585264.959,9820641.675,0.613333333,0.122560066,14.2,19.47,15.26,A,O,1,13.62,14.2,True,O,19.47,measured,65.7883,46.0614,0.645,46.0614
FST_A01,9,Protium paniculatum,Burseraceae,585260.3745,9820643.134,0.49,0.249523714,18.5,29.23,21.9,A,O,1,16.31,18.5,True,O,29.23,measured,163.9188,109.0061,0.49,109.0061
FST_A01,10,Qualea paraensis,Vochysiaceae,585256.6639,9820649.747,0.689333333,0.708223567,25.9,30.09,22.48,A,O,1,20.24,25.9,True,O,30.09,measured,325.2085,218.7804,0.6893,218.7804
FST_A01,11,,,585255.7271,9820650.627,0.58,0.047399071,12.8,13.13,,D,O,1,12.67,12.8,False,O,13.13,measured,36.573,36.573,0.6997,42.4903
FST_A01,12,,,585252.7235,9820648.848,0.6,0.291857799,36.1,9.21,,D,O,1,24.63,36.1,False,O,9.21,measured,195.8088,195.8088,0.6997,227.4895
FST_A01,13,,,585251.6463,9820650.303,0.6,0.135290921,17.1,22.37,,D,O,1,15.47,17.1,False,O,22.37,measured,108.2787,108.2787,0.6997,125.7976
FST_A01,14,Astronium gracile,Anacardiaceae,585245.7804,9820652.998,0.73,0.417795158,22.1,23.02,10.95,A,O,1,18.31,22.1,True,O,23.02,measured,183.7085,127.9517,0.73,127.9517
FST_A01,15,Pouteria sp.,Sapotaceae,585249.1116,9820657.31,0.781766198,2.458014676,45.5,29.84,18.43,A,O,1,27.91,45.5,True,O,29.84,measured,968.9527,670.6064,0.7187,670.6064
FST_A01,16,Pouteria oppositifolia,Sapotaceae,585259.0551,9820662.49,0.65,4.453358936,63.4,33.49,24.09,A,O,1,32.73,63.4,True,O,33.49,measured,2072.3166,1430.9306,0.65,1430.9306
FST_A01,17,Geissospermum sericeum,Apocynaceae,585266.9572,9820660.678,0.782,1.325051513,39.2,21.66,16.74,A,O,1,25.79,39.2,True,O,21.66,measured,529.8559,383.0013,0.7823,383.0013
FST_A01,18,Swartzia laevicarpa,Fabaceae,585256.4336,9820670.274,0.613,2.443067642,50.0,31.32,15.34,A,O,1,29.28,50.0,True,O,31.32,measured,1221.1589,842.5228,0.6125,842.5228
FST_A01,19,Endopleura uchi,Humiriaceae,585249.9755,9820673.494,0.771796039,7.970130978,71.2,40.02,26.16,A,O,1,34.39,71.2,True,O,40.02,measured,3092.6023,2087.7674,0.7944,2087.7674
FST_A01,20,Tetragastris altissima,Burseraceae,585298.9774,9820657.945,0.707804286,1.679084775,45.3,22.71,16.66,A,O,1,27.85,45.3,True,O,22.71,measured,735.9229,531.6692,0.7079,531.6692
FST_A01,21,Pouteria gongrijpii,Sapotaceae,585303.1639,9820668.261,0.799402922,1.714011547,47.4,18.75,13.1,A,O,1,28.51,47.4,True,O,18.75,measured,666.8517,497.6582,0.7994,497.6582
FST_A01,22,,,585277.476,9820679.843,0.6,2.174733245,57.1,34.99,22.72,D,O,1,31.21,57.1,False,O,34.99,measured,1763.2085,1763.2085,0.6997,2048.4853
FST_A01,23,Pouteria sp.,Sapotaceae,585263.4278,9820669.084,0.781766198,2.234741503,40.8,33.74,20.82,A,O,1,26.35,40.8,True,O,33.74,measured,882.9557,596.2144,0.7187,596.2144
FST_A01,24,,,585269.8435,9820673.083,0.6,1.247134902,44.6,32.44,25.05,D,O,1,27.63,44.6,False,O,32.44,measured,1011.0607,1011.0607,0.6997,1174.6445
FST_A01,25,Pouteria sp.,Sapotaceae,585271.6388,9820670.656,0.781766198,4.933214382,59.1,35.49,25.77,A,O,1,31.72,59.1,True,O,35.49,measured,1912.0661,1303.8305,0.7187,1303.8305
FST_A01,26,Pouteria gongrijpii,Sapotaceae,585285.7294,9820674.197,0.799402922,3.275176961,51.7,30.11,22.37,A,O,1,29.77,51.7,True,O,30.11,measured,1254.3419,872.2198,0.7994,872.2198
FST_A01,27,Hevea sp.,Euphorbiaceae,585293.0129,9820670.413,0.515536777,3.045835008,56.7,36.1,25.3,A,O,1,31.11,56.7,True,O,36.1,measured,1793.0064,1216.9325,0.5029,1216.9325
FST_A01,28,Manilkara huberi,Sapotaceae,585302.1939,9820670.123,0.93,2.388292474,41.4,29.44,19.38,A,O,1,26.56,41.4,True,O,29.44,measured,795.2957,549.0998,0.9214,549.0998
FST_A01,29,Quiina florida,Quiinaceae,585307.9713,9820666.17,0.728,2.563388629,44.0,35.73,26.13,A,O,1,27.43,44.0,True,O,35.73,measured,1082.0331,726.6844,0.728,726.6844
FST_A01,30,Glycydendron amazonicum,Euphorbiaceae,585251.5665,9820659.225,0.67,1.638168879,38.0,33.27,24.59,A,O,1,25.35,38.0,True,O,33.27,measured,758.0918,511.2883,0.6808,511.2883
FST_A01,31,Dipteryx odorata,Fabaceae,585288.7242,9820654.175,0.92,33.62598257,124.8,46.1,24.08,A,O,1,41.55,124.8,True,O,46.1,measured,10618.023,7201.0528,0.9228,7201.0528
FST_A01,32,Annona ambotay,Annonaceae,585148.8624,9820722.92,0.413,0.172403973,18.7,23.45,17.31,A,O,2,16.42,18.7,True,O,23.45,measured,135.0066,93.0078,0.5112,93.0078
FST_A01,33,Pouteria retinervis,Sapotaceae,585145.4434,9820724.082,0.783318031,0.544341284,25.0,21.84,17.84,A,O,2,19.8,25.0,True,O,21.84,measured,221.9986,156.8369,0.7187,156.8369
FST_A01,34,,,585141.1659,9820726.473,0.6,0.018444316,11.8,4.85,,D,O,2,11.96,11.8,False,O,4.85,measured,11.8048,11.8048,0.6997,13.7147
FST_A01,35,Eschweilera coriacea,Lecythidaceae,585136.0547,9820730.718,0.852013744,0.033865549,13.0,4.62,2.73,A,O,2,12.81,13.0,True,O,4.62,measured,13.6009,11.9021,0.8521,11.9021
FST_A01,36,,,585134.1342,9820731.791,0.6,0.085758436,24.4,5.37,,D,O,2,19.5,24.4,False,O,5.37,measured,53.8394,53.8394,0.6997,62.5503
FST_A01,37,Mouriri collocarpa,Melastomataceae,585131.1436,9820731.004,0.833333333,0.036204772,14.0,4.35,2.98,A,O,2,13.49,14.0,True,O,4.35,measured,14.8207,13.1401,0.8333,13.1401
FST_A01,38,,,585129.8543,9820736.0,0.6,0.159216751,27.5,8.54,,D,O,2,21.0,27.5,False,O,8.54,measured,106.9402,106.9402,0.6997,124.2425
FST_A01,39,Pouteria macrophilla,Sapotaceae,585124.3136,9820735.034,0.737,0.042656543,10.3,10.72,8.03,A,O,2,10.85,10.3,True,O,10.72,measured,19.6331,14.8742,0.7187,14.8742
FST_A01,40,Pouteria guianensis,Sapotaceae,585125.0554,9820736.864,0.929561667,0.125292024,13.1,15.43,13.54,A,O,2,12.88,13.1,True,O,15.43,measured,44.794,32.4105,0.9295,32.4105
FST_A01,41,Pouteria retinervis,Sapotaceae,585122.2746,9820736.494,0.783318031,0.797373168,32.4,19.05,13.07,A,O,2,23.15,32.4,True,O,19.05,measured,322.2716,235.5611,0.7187,235.5611
FST_A01,42,,,585118.7139,9820740.087,0.6,0.030714946,23.0,1.77,,D,O,2,18.79,23.0,False,O,1.77,measured,16.2396,16.2396,0.6997,18.8671
FST_A01,43,Pouteria sp.,Sapotaceae,585112.4991,9820744.629,0.781766198,6.22990293,67.0,34.88,23.91,A,O,2,33.53,67.0,True,O,34.88,measured,2401.6701,1652.1011,0.7187,1652.1011
FST_A01,44,Simaba cedron,Simaroubaceae,585116.1176,9820743.996,0.474426667,0.052489439,14.0,11.09,8.34,A,O,2,13.49,14.0,True,O,11.09,measured,36.945,28.2533,0.4743,28.2533
FST_A01,45,Pouteria gongrijpii,Sapotaceae,585141.342,9820761.331,0.799402922,3.292942381,44.0,41.8,30.0,A,O,2,27.43,44.0,True,O,41.8,measured,1261.0966,826.2035,0.7994,826.2035
FST_A01,46,Minquartia guianensis,Olacaceae,585143.2325,9820767.757,0.77,4.096342878,55.2,34.3,25.27,A,O,2,30.72,55.2,True,O,34.3,measured,1618.7241,1106.1352,0.7867,1106.1352
FST_A01,47,Pouteria anibifolia,Sapotaceae,585153.9566,9820768.179,0.66,1.957534051,42.3,32.57,22.2,A,O,2,26.87,42.3,True,O,32.57,measured,915.3501,622.623,0.66,622.623
FST_A01,48,Pouteria hispida,Sapotaceae,585164.1836,9820756.051,0.87,2.288558143,41.6,29.86,17.46,A,O,2,26.63,41.6,True,O,29.86,measured,813.989,560.8795,0.874,560.8795
FST_A01,49,Pouteria gongrijpii,Sapotaceae,585165.9295,9820755.075,0.799402922,2.239541754,39.6,35.1,26.56,A,O,2,25.93,39.6,True,O,35.1,measured,865.7279,580.1109,0.7994,580.1109
FST_A01,51,Pouteria sp.,Sapotaceae,585170.1903,9820753.763,0.781766198,2.000838989,37.0,36.73,27.45,A,O,2,24.98,37.0,True,O,36.73,measured,792.5942,525.5936,0.7187,525.5936
FST_A01,52,Swartzia corrugata,Fabaceae,585172.2484,9820749.406,1.0565,3.064349493,39.3,36.89,27.58,A,O,2,25.82,39.3,True,O,36.89,measured,895.4015,595.0807,1.0565,595.0807
FST_A01,53,NI,NI,585179.2725,9820754.033,0.64,4.523306293,56.4,43.65,36.73,A,O,2,31.04,56.4,True,O,43.65,measured,2135.906,1406.4516,0.6997,1406.4516
FST_A01,54,,,585180.0178,9820745.065,0.6,1.219573156,44.0,32.62,,D,O,2,27.43,44.0,False,O,32.62,measured,990.0124,990.0124,0.6997,1150.1907
FST_A01,55,Sacoglottis guianensis,Humiriaceae,585174.4106,9820743.922,0.84,4.761531555,53.7,38.62,21.73,A,O,2,30.32,53.7,True,O,38.62,measured,1722.2622,1153.5076,0.8359,1153.5076
FST_A01,56,Pouteria gongrijpii,Sapotaceae,585176.8549,9820742.556,0.799402922,1.455567832,36.3,27.15,16.19,A,O,2,24.71,36.3,True,O,27.15,measured,568.5358,395.0904,0.7994,395.0904
FST_A01,57,Pouteria hispida,Sapotaceae,585170.4418,9820737.588,0.87,3.120073609,45.4,34.18,21.36,A,O,2,27.88,45.4,True,O,34.18,measured,1101.5272,746.0994,0.874,746.0994
FST_A01,58,Pouteria sp.,Sapotaceae,585149.0542,9820749.538,0.781766198,6.33017258,62.9,40.21,28.58,A,O,2,32.62,62.9,True,O,40.21,measured,2439.2528,1635.7089,0.7187,1635.7089
FST_A01,59,Pouteria sp.,Sapotaceae,585143.6719,9820745.063,0.781766198,3.714502974,47.9,40.69,29.97,A,O,2,28.66,47.9,True,O,40.69,measured,1449.8918,957.8366,0.7187,957.8366
FST_A01,60,Guatteria schomburgkiana,Annonaceae,585146.7071,9820739.091,0.6,1.622266211,38.5,35.84,25.59,A,O,2,25.53,38.5,True,O,35.84,measured,836.2636,557.7685,0.6,557.7685
FST_A01,61,Pouteria sp.,Sapotaceae,585148.349,9820739.242,0.781766198,3.946935955,50.0,39.68,29.37,A,O,2,29.28,50.0,True,O,39.68,measured,1538.3533,1022.4241,0.7187,1022.4241
FST_A01,62,Pouteria sp.,Sapotaceae,585151.4882,9820732.143,0.781766198,5.355515396,59.8,37.64,29.73,A,O,2,31.89,59.8,True,O,37.64,measured,2072.1225,1400.6938,0.7187,1400.6938
FST_A01,63,Pouteria sp.,Sapotaceae,585161.1278,9820729.964,0.781766198,5.415775299,62.7,34.62,27.91,A,O,2,32.57,62.7,True,O,34.62,measured,2094.6436,1438.0172,0.7187,1438.0172
FST_A01,64,Pouteria gongrijpii,Sapotaceae,585158.6129,9820730.3,0.799402922,1.975027084,38.4,32.92,24.25,A,O,2,25.5,38.4,True,O,32.92,measured,765.8012,517.6117,0.7994,517.6117
FST_A01,65,Manilkara huberi,Sapotaceae,585026.2358,9820798.534,0.93,0.938953407,26.8,27.62,20.29,A,O,3,20.67,26.8,True,O,27.62,measured,319.7526,218.3987,0.9214,218.3987
FST_A01,66,Inga marginata,Fabaceae,585025.0974,9820799.349,0.573055556,0.040704227,10.0,13.95,10.65,A,O,3,10.62,10.0,True,O,13.95,measured,23.9643,17.3909,0.5518,17.3909
FST_A01,67,,,585031.6243,9820803.729,0.6,2.017532263,56.4,32.9,,D,O,3,31.04,56.4,False,O,32.9,measured,1620.8421,1620.8421,0.6997,1883.0849
FST_A01,68,Lecythis lurida,Lecythidaceae,585017.4327,9820804.345,0.83,4.464193507,54.8,35.19,17.04,A,O,3,30.62,54.8,True,O,35.19,measured,1636.3098,1113.247,0.8633,1113.247
FST_A01,69,Mouriri collocarpa,Melastomataceae,585017.4989,9820804.42,0.833333333,0.087639474,11.3,16.18,11.48,A,O,3,11.6,11.3,True,O,16.18,measured,35.1587,25.0704,0.8333,25.0704
